"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","net_income_from_discontinued_operations","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","change_in_cash_from_disc_operations_and_other","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"27","2017_Q2",9.54587301587302,"Up",1.32e+08,-95900000,36100000,-34400000,-3e+07,-4400000,1700000,-8e+06,-8200000,2e+05,-6300000,-2400000,-8700000,-1400000,-10100000,1e+05,1e+05,-1e+07,-1e+07,-1e+07,73400000,73400000,227900000,227900000,64800000,21200000,8900000,12300000,387300000,50800000,523500000,29900000,485400000,8200000,574300000,961600000,146400000,51800000,8.5e+07,49600000,48200000,1.96e+08,369300000,44900000,41200000,414200000,610200000,1.041e+09,-6.88e+08,351400000,351400000,961600000,-10100000,-1e+07,-1e+05,5500000,5600000,-6400000,-5400000,-5100000,-5100000,-64300000,0,18400000,7900000,-4500000,3400000,0,3400000,7200000,369300000,-2900000,0.27348,0.01288,-0.07576,-0.02846,-0.0104,0.29,1.97602,1.73648,0.38405,-0.12937,-0.12937,1.70763,4.54592,-0.03752,-0.01306,-0.00379,41.09722,174.05882
"28","2017_Q3",12.3071428571429,"Up",147900000,-110400000,37500000,-3.6e+07,-31900000,-4100000,1500000,-7100000,-7200000,1e+05,-5600000,0,-5600000,-1300000,-6900000,7e+05,7e+05,-6200000,-6200000,-6200000,63300000,63300000,226600000,226600000,61500000,22400000,10800000,11600000,373800000,5.5e+07,521200000,27300000,485400000,8500000,576200000,9.5e+08,139500000,55800000,80700000,47600000,46400000,187100000,369500000,46400000,42600000,415900000,6.03e+08,1042700000,-694200000,3.47e+08,3.47e+08,9.5e+08,-6900000,-6200000,-7e+05,5400000,3800000,-13200000,-10900000,-6800000,-6800000,-2e+05,-5.82076609134674e-11,-599999.999999985,-18300000,8100000,-10200000,1e+05,-10100000,6900000,369500000,-11800000,0.25355,0.01014,-0.04192,-0.01787,-0.00653,1.90323,1.99786,1.73775,0.38895,-0.07159,-0.07159,1.70785,4.00693,-0.13626,-0.00813,-0.01547,44.37681,204.13333
"29","2017_Q4",11.4103174603175,"Down",157100000,-119900000,37200000,-37100000,-32900000,-4200000,1e+05,-7100000,-7700000,6e+05,-7e+06,0,-7e+06,1100000,-5900000,1600000,1600000,-4300000,-4300000,-4300000,239200000,239200000,244200000,244200000,62800000,21600000,11600000,1e+07,567800000,56700000,518200000,24500000,485300000,8400000,574900000,1142700000,136100000,50600000,75500000,62700000,61600000,198800000,369700000,42300000,38500000,4.12e+08,610800000,1232200000,-698500000,531900000,531900000,1142700000,-5900000,-4300000,-1600000,5900000,3e+06,-3600000,-6e+05,-6100000,-5900000,-3e+05,0,186900000,180400000,-4700000,175700000,4e+05,176100000,6e+06,369700000,-4800000,0.23679,0.00064,-0.02737,-0.00808,-0.00376,1.11628,2.85614,1.14834,0.32353,-0.04751,-0.04751,1.73591,5.87735,-0.05304,-0.00456,-0.00509,21.75,1305
"30","2018_Q1",11.1393442622951,"Down",166300000,-119500000,46800000,-37600000,-32500000,-5100000,9200000,-5600000,-5500000,-1e+05,3600000,-39400000,-35800000,11800000,-2.4e+07,1800000,1800000,-22200000,-22200000,-22200000,130500000,130500000,74200000,74200000,4.9e+07,217700000,11100000,1.48e+08,471400000,5.8e+07,494600000,2.2e+07,425700000,8100000,552600000,1.024e+09,107500000,34700000,71100000,81400000,52200000,188900000,293500000,30100000,24100000,323600000,512500000,1233700000,-720800000,511500000,511500000,1.024e+09,-2.4e+07,-22200000,-1800000,5400000,29400000,-20800000,-1e+07,-7400000,-7600000,-8.5e+07,-7400000,-91300000,-108900000,-3e+05,-109200000,0,-109200000,14600000,293500000,-25400000,0.28142,0.05532,-0.13349,-0.0434,-0.02168,1.14414,2.4955,1.00196,0.28662,-0.21429,-0.21429,1.60521,4.93726,-0.24517,-0.02658,-0.03042,11.16438,17.71739
"31","2018_Q2",11.01921875,"Down",1.43e+08,-102200000,40800000,-33400000,-29800000,-3600000,7400000,-4800000,-5100000,3e+05,2600000,-4e+05,2200000,-9e+05,1300000,-3500000,-3500000,-2200000,-2200000,-2200000,127800000,127800000,57700000,57700000,48200000,223400000,6800000,164500000,457100000,61500000,492600000,20300000,425700000,7800000,554100000,1011200000,105800000,31300000,67900000,69200000,4.6e+07,1.75e+08,293600000,30100000,24200000,323700000,498700000,1237200000,-723200000,512500000,512500000,1011200000,1300000,-2200000,3500000,4500000,1900000,-1200000,6500000,-6700000,-6700000,-2e+05,-1e+05,4e+05,2e+05,-3100000,-2900000,2e+05,-2700000,11900000,293600000,4900000.00000001,0.28531,0.05175,-0.01538,-0.00429,-0.00218,-2.22727,2.612,0.97307,0.29035,-0.02122,-0.02081,1.37898,4.94214,0.04725,-0.00263,0.00586,13.93277,22.40541
"32","2018_Q3",13.2128571428571,"Up",151200000,-111900000,39300000,-33700000,-30100000,-3600000,5600000,-6300000,-5700000,-6e+05,-7e+05,-3e+06,-3700000,-1e+05,-3800000,-3900000,-3900000,-7700000,-7700000,-7700000,182800000,182800000,66200000,66200000,4.9e+07,186800000,8400000,1.71e+08,484800000,62100000,451700000,18800000,425700000,7200000,513800000,998600000,1.14e+08,39800000,72500000,5.4e+07,45900000,1.68e+08,293800000,30300000,2.4e+07,324100000,492100000,1238800000,-730900000,506500000,506500000,998600000,-3800000,-7700000,3900000,4700000,1300000,-7300000,-5100000,63600000,63600000,-3e+05,0,-299999.999999985,58200000,-3e+06,55200000,-3e+05,54900000,10300000,293800000,66700000,0.25992,0.03704,-0.05093,-0.0152,-0.00771,-8.66234,2.88571,0.97157,0.29421,-0.07425,-0.07425,1.45805,4.88428,0.6432,-0.00927,0.0803,10.7767,19.82143
"33","2018_Q4",13.7785714285714,"Up",159400000,-115300000,44100000,-33900000,-29500000,-4400000,10200000,-5300000,-5e+06,-3e+05,4900000,-1e+05,4800000,-3400000,1400000,3e+05,3e+05,1700000,1700000,1700000,187200000,187200000,60100000,60100000,48600000,200700000,14200000,178300000,496600000,65200000,450100000,17500000,425700000,6900000,515300000,1011900000,119200000,41800000,70900000,52900000,45900000,172100000,2.94e+08,33900000,27600000,327900000,5e+08,1242400000,-729200000,511900000,511900000,1011900000,1400000,1700000,-3e+05,4400000,3500000,4700000,1.4e+07,-7800000,-10700000,-3e+05,0,1600000,4900000,-3e+05,4600000,-2e+05,4400000,14600000,2.94e+08,14900000,0.27666,0.06399,0.01066,0.00332,0.00168,8.76471,2.88553,0.97675,0.29054,0.01636,0.01598,1.53417,4.92685,0.14341,0.00202,0.01774,7.31507,10.47059
"34","2019_Q1",15.7313114754098,"Up",164400000,-118900000,45500000,-34400000,-30400000,-4e+06,11100000,-5400000,-5e+06,-4e+05,5700000,-300000.000000001,5400000,-2e+05,5200000,-5e+05,-5e+05,4700000,4700000,4700000,182700000,182700000,64600000,64600000,46800000,200600000,8900000,183400000,494700000,67100000,448300000,16100000,425700000,6500000,515400000,1010100000,119800000,46600000,71600000,44900000,39600000,164700000,294200000,31900000,25500000,326100000,490800000,1244500000,-724500000,519300000,519300000,1010100000,5200000,4700000,5e+05,4300000,2900000,-9700001,2699999,-5700000,-5700000.00000001,0,0,1.86264514923096e-09,-3000001,-1300000,-4300001,-2e+05,-4500001,15400000,294200000,199999,0.27676,0.06752,0.02859,0.00905,0.00465,0.04255,3.00364,0.94512,0.29126,0.04524,0.04328,1.58229,4.99808,0.00192,0.00556,0.000239999999999997,7.24026,10.04505
"35","2019_Q2",18.8668253968254,"Up",160400000,-115500000,44900000,-35400000,-31500000,-3900000,9500000,-6e+06,-5500000,-5e+05,3500000,-1300000,2200000,1500000,3700000,-6e+05,-6e+05,3100000,3100000,3100000,178400000,178400000,81300000,81300000,69200000,188200000,13300000,167600000,517100000,113500000,538300000,34400000,459400000,44500000,651800000,1168900000,127700000,47400000,73800000,67600000,62300000,195300000,294400000,111300000,104800000,405700000,6.01e+08,1.275e+09,-721400000,552900000,567900000,1168900000,3700000,3100000,6e+05,5100000,3100000,4100000,1.6e+07,-4e+06,-21600000,0,-130000,770000,-4830000,3e+05,-4530000,-1e+05,-4630000,14600000,294400000,13200000,0.27993,0.05923,0.01933,0.00546,0.00265,4.25806,2.64772,1.05828,0.25186,0.02955,0.02876,1.52908,5.27073,0.12583,0.00318,0.01356,7.94521,12.21053
"36","2019_Q3",20.98859375,"Up",187900000,-139800000,48100000,-38200000,-33700000,-4500000,9900000,-5200000,-5300000,1e+05,4700000,-9e+05,3800000,-2500000,1300000,3e+06,3e+06,4300000,3900000,3900000,176200000,176200000,67800000,67800000,75400000,196600000,10300000,1.81e+08,5.16e+08,115500000,542100000,32400000,459400000,50300000,657600000,1173600000,125600000,52700000,71300000,63300000,59800000,188900000,294600000,115200000,112400000,409800000,598700000,1277800000,-717500000,559500000,574900000,1173600000,1300000,4300000,-3e+06,6e+06,5100000,-8400000,4e+06,-5800000,-5800000,0,-70000,-70000.0000000005,-1870000,-3e+05,-2170000,0,-2170000,15900000,294600000,4200000,0.25599,0.05269,0.02076,0.00678,0.00332,1.07692,2.7316,1.0414,0.25102,0.03676,0.03565,1.77097,5.27333,0.03959,0.00396,0.00427,7.44654,11.9596
"37","2019_Q4",18.544375,"Down",184100000,-135500000,48600000,-37100000,-32500000,-4600000,11500000,-6100000,-5400000,-7e+05,5400000,0,5400000,-2800000,2600000,0,0,2600000,2500000,2500000,1.81e+08,1.81e+08,65600000,65600000,68200000,200800000,10100000,186100000,515600000,115700000,5.47e+08,37800000,458100000,51100000,662700000,1178300000,124100000,42400000,75200000,57400000,53800000,181500000,294800000,119800000,1.17e+08,414600000,596100000,1282700000,-7.15e+08,566700000,582200000,1178300000,2600000,2600000,0,5700000,5300000,-3400000,10200000,-7800000,-7800000,0,-2e+05,1900000,4300000,8e+05,5100000,-3e+05,4800000,17200000,294800000,8800000,0.26399,0.06247,0.01358,0.00429,0.00212,3.52,2.84077,1.02387,0.25019,0.0235,0.02277,1.73026,5.32613,0.08271,0.00251,0.00883,6.61628,9.89565
"38","2020_Q1",17.2362903225806,"Down",185100000,-136700000,48400000,-38100000,-33100000,-5e+06,10300000,-5e+06,-5400000,4e+05,5300000,-1e+06,4300000,-1200000,3100000,-7e+05,-7e+05,2400000,2800000,2800000,172600000,172600000,8.5e+07,8.5e+07,61100000,203500000,9400000,190800000,522200000,116900000,546900000,39500000,455600000,51800000,663800000,1.186e+09,125200000,53800000,69800000,57500000,54200000,182700000,295100000,119100000,116300000,414200000,596900000,1286500000,-7.12e+08,574100000,589100000,1.186e+09,3300000,2600000,7e+05,6600000,5100000,-16300000,-1300000,-8400000,-8500000,-5e+05,-5e+05,9e+05,-8900000,3e+05,-8600000,2e+05,-8400000,16900000,295100000,-6600000,0.26148,0.05565,0.01513,0.00475,0.00236,-2.35714,2.85824,1.01324,0.24882,0.02627,0.0255,1.7364,5.38555,-0.06191,0.00279,-0.00658,7.24852,11.8932
"39","2020_Q2",16.0038095238095,"Down",168900000,-123100000,45800000,-40600000,-34900000,-5700000,5200000,-5900000,-5400000,-5e+05,-7e+05,-5e+05,-1200000,1400000,2e+05,-4e+05,-4e+05,-2e+05,-2e+05,-2e+05,158600000,158600000,78300000,78300000,62700000,210700000,1.4e+07,195500000,510300000,119600000,553400000,4.1e+07,463300000,49100000,6.73e+08,1183300000,1.2e+08,44300000,69300000,60100000,57100000,180100000,295300000,112700000,109900000,4.08e+08,588100000,1292600000,-712200000,580200000,595200000,1183300000,2e+05,-2e+05,4e+05,6300000,7100000,-9600000,4e+06,-6400000,-20600000,-1e+05,-1200000,1300000,-15300000,1300000,-1.4e+07,366562.71322821,-1.4e+07,11500000,295300000,-5900000,0.27117,0.03079,-0.00118,-0.00034,-0.00017,29.5,2.83343,0.98807,0.24956,-0.00187,-0.00182,1.57556,5.41231,-0.05504,-2e-04,-0.00588,11.88696,26.28846
"40","2020_Q3",18.47421875,"Up",170400000,-124400000,4.6e+07,-4.2e+07,-3.6e+07,-6e+06,4e+06,-5300000,-5600000,3e+05,-1300000,-1100000,-2400000,1800000,-600000.000000001,-2e+05,-2e+05,-800000.000000001,-7e+05,-7e+05,397200000,397200000,59800000,59800000,66900000,221100000,14600000,2.06e+08,7.45e+08,122300000,551900000,39200000,465500000,47200000,674200000,1419200000,113800000,44900000,67300000,56200000,53200000,1.7e+08,295900000,113900000,111300000,409800000,579800000,1537900000,-712900000,824500000,839400000,1419200000,-6e+05,-800000.000000001,2e+05,6e+06,7300000,-5900000,6800000,-7600000,-8900000,-3e+05,0,240200000,238100000,4e+05,238500000,99999.9999999998,238600000,1e+07,295900000,-5300000,0.26995,0.02347,-0.00411,-0.00083,-0.00049,7.57143,4.38235,0.69073,0.2085,-0.00646000000000001,-0.00664000000000001,1.57196,7.60609,-0.04889,-0.000559999999999999,-0.00424,-10.13,-25.325
"41","2020_Q4",21.889375,"Up",2.02e+08,-144900000,57100000,-4.4e+07,-36300000,-7700000,13100000,-5100000,-5900000,8e+05,8e+06,-4e+05,7600000,-5e+06,2600000,-2e+05,-2e+05,2400000,2400000,2400000,374700000,374700000,83900000,83900000,78300000,233900000,17900000,2.16e+08,770800000,136100000,566300000,4.2e+07,475300000,4.9e+07,702400000,1473200000,135300000,54700000,74200000,64400000,61400000,199700000,300300000,1.23e+08,120400000,423300000,6.23e+08,1545400000,-710500000,835300000,850200000,1473200000,2600000,2400000,2e+05,6200000,8e+06,-8500000,8300000,-8900000,-37300000,4e+06,-1e+05,6500000,-22500000,4e+05,-22100000,3e+05,-21800000,19300000,300300000,6900000,0.28267,0.06485,0.01188,0.00282,0.00163,2.875,3.85979,0.73277,0.20384,0.0195,0.01817,1.64094,6.78554,0.05605,0.00188,0.00542,-3.85492,-5.67939
"42","2021_Q1",28.0283606557377,"Up",206400000,-152100000,54300000,-44900000,-37300000,-7600000,9400000,-6200000,-5900000,-3e+05,3200000,-4e+05,2800000,75600000,78400000,-1e+05,-1e+05,78300000,78400000,78400000,380800000,380800000,95300000,95300000,81200000,207500000,1.2e+07,195500000,764800000,143800000,654200000,4.3e+07,483900000,127300000,7.98e+08,1562800000,139700000,55400000,82800000,57900000,54800000,197600000,3.01e+08,124100000,121600000,425100000,622700000,1556300000,-632400000,925300000,940100000,1562800000,78100000,7.8e+07,1e+05,6100000,-69200000,10600000,25600000,-12900000,-20500000,299999.999999999,-1e+05,-3e+05,4799999.99999997,-2e+05,4600000,1500000,6100000,15500000,3.01e+08,-62400000,0.26308,0.04554,0.37984,0.0834,0.05017,-0.79592,3.87045,0.66238,0.1926,0.63585,0.61684,1.67397,7.50446,-0.50608,0.05743,-0.04571,-5.14839,-8.48935999999999
"43","2021_Q2",26.4280952380952,"Down",194200000,-143200000,5.1e+07,-45900000,-37900000,-8e+06,5100000,-5700000,-5900000,2e+05,-6e+05,-2e+05,-8e+05,2700000,1900000,5528.07293636962,5528.07293636962,1900000,1900000,1900000,383600000,383600000,85700000,85700000,85700000,213600000,13500000,200100000,768600000,146900000,649700000,41600000,483700000,124400000,796600000,1565200000,144500000,51900000,86200000,65700000,6.3e+07,210200000,300300000,110900000,108400000,411200000,621400000,1557900000,-630500000,9.29e+08,943800000,1565200000,1900000,1900000,72794.2879749962,6300000,8600000,5900000,22700000,-9600000,-14700000,-2e+05,-7100000,-4800000,3200000,-5e+05,2700000,-6e+05,2100000,11400000,300300000,5e+06,0.26262,0.02626,0.00978,0.00201,0.00121,2.63158,3.65652,0.6584,0.19186,0.01531,0.01488,1.56487,7.4859,0.0402899999999999,0.0014,0.00369,-7.30702,-16.33333
"44","2021_Q3",24.72171875,"Down",205100000,-153100000,5.2e+07,-48400000,-38200000,-10200000,3600000,-5700000,-5700000,-1.16415321826935e-10,-2100000,-3e+05,-2400000,3599999.99999999,1200000,-3e+05,-3e+05,899999.999999993,1100000,1100000,369300000,369300000,8e+07,8e+07,90700000,228700000,13400000,215300000,768700000,145500000,648100000,40400000,483700000,1.24e+08,793600000,1562300000,134800000,59900000,73400000,67300000,64600000,202100000,300300000,109400000,106900000,409700000,611800000,1563100000,-629400000,935900000,950500000,1562300000,1199999.99999999,9e+05,3e+05,7e+06,8100000.00000001,-1.7e+07,-7e+05,-10900000,-1.2e+07,-2e+05,-1400000,-1600000,-14300000,-3e+05,-14600000,3e+05,-14300000,10600000,300300000,-20900000,0.25353,0.01755,0.00536000000000002,0.00116,0.000700000000000003,-19,3.80356,0.64366,0.19222,0.00885999999999999,0.00860999999999995,1.6527,7.5415,-0.16841,0.00081,-0.01537,-6.50943,-19.16667
"45","2021_Q4",21.10578125,"Down",200600000,-1.4e+08,60600000,-49800000,-41800000,-8e+06,10800000,-5900000,-5900000,-344012.92212289,4900000,-3e+05,4600000,-5500000,-9e+05,-1e+06,-1e+06,-1900000,-2400000,-2400000,369900000,369900000,85400000,85400000,90900000,226400000,11700000,214700000,772600000,158800000,646400000,39300000,483700000,123400000,805200000,1577800000,1.3e+08,43600000,8e+07,80600000,77500000,210600000,296500000,113800000,111300000,410300000,620900000,1572300000,-631800000,941800000,956900000,1577800000,-1100000,-1900000,8e+05,6100000,9e+06,-1400000,12600000,-12900000,-8400000,-5400000,-6e+05,-2600000,1600000,-3e+05,1300000,-7e+05,6e+05,16900000,296500000,8100000.00000001,0.30209,0.05384,-0.01196,-0.00251,-0.00152,-3.375,3.66857,0.64887,0.18792,-0.01922,-0.01922,1.60608,7.54043,0.06485,-0.00176,0.00592,-4.3432,-6.7963
"46","2022_Q1",18.2474193548387,"Down",211600000,-150100000,61500000,-51300000,-42300000,-9e+06,10200000,-6200000,-5900000,-3e+05,4e+06,-1e+06,3e+06,-4500000,-1500000,-8e+05,-8e+05,-2300000,-2400000,-2400000,349400000,349400000,93900000,93900000,91700000,223100000,9800000,213300000,758100000,168300000,663100000,43200000,493900000,1.26e+08,831400000,1589500000,126400000,50400000,74500000,94700000,93900000,221100000,296700000,111400000,108900000,408100000,629200000,1578900000,-634400000,945100000,960300000,1589500000,-1500000,-2500000,1e+06,6300000,9500000,-13600000,7e+05,-10900000,-1.7e+07,-3e+05,0,-3e+05,-16600000,-3400000,-2e+07,-5e+05,-20500000,16500000,296700000,-3500000,0.29064,0.0482,-0.01134,-0.0025,-0.00151,1.45833,3.42877,0.65521,0.18666,-0.01922,-0.01922,1.69416,7.56685,-0.02802,-0.00175,-0.00256,-3.19394,-5.16667
"47","2022_Q2",15.5504838709677,"Down",196200000,-144300000,51900000,-52500000,-43300000,-9200000,-6e+05,-5800000,-5900000,1e+05,-6400000,-13600000,-2e+07,4300000,-15700000,-2e+05,-2e+05,-15900000,-15900000,-15900000,254400000,254400000,65900000,65900000,107100000,260500000,11100000,249400000,687900000,173500000,704100000,51500000,522900000,129700000,877600000,1565500000,142800000,51700000,90900000,70500000,69400000,213300000,2.95e+08,109699999,107199999,404699999,617999999,1.582e+09,-650300000,932300000,947500000,1565499999,-15700000,-15900000,2e+05,7e+06,22900000,-22100000,-7900000,-10800000,-69300000,-10100000,-1e+07,-17200000,-94400000,1e+05,-94300000,-7e+05,-9.5e+07,6400000,2.95e+08,-30800000,0.26453,-0.00306,-0.08104,-0.01678,-0.01016,1.93711,3.22504,0.65224,0.18844,-0.12629,-0.12629,1.55838,7.40508,-0.24464,-0.01176,-0.02278,6.34375,-67.66667
"48","2022_Q3",13.3909375,"Down",224200000,-166400000,57800000,-53700000,-44500000,-9200000,4100000,-2900000,-2900000,-5.82076609134674e-11,1200000,-6e+06,-4800000,-5e+05,-5300000,9e+05,9e+05,-4400000,-4700000,-4700000,142400000,142400000,100600000,100600000,118200000,263100000,12200000,250900000,624300000,212200000,746800000,64900000,551900000,1.3e+08,9.59e+08,1583300000,144600000,58200000,86100000,83200000,82300000,227800000,293800000,115800000,114400000,409600000,637400000,1593100000,-6.55e+08,938100000,945900000,1583300000,-5300000,-4400000,-9e+05,6900000,1.5e+07,-38200000,-21600000,-1.1e+07,-84400000,-3e+05,-4700000,-5e+06,-1.11e+08,-5e+05,-111500000,-5e+05,-1.12e+08,1.1e+07,293800000,-37700000,0.25781,0.01829,-0.02096,-0.00497,-0.00297,8.02128,2.74056,0.67386,0.18556,-0.03718,-0.03718,1.77373,7.42168,-0.29826,-0.00347,-0.02781,13.76364,36.92683
