"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",110.666666666667,"Up",1.7766e+10,-5.386e+09,1.238e+10,-6.797e+09,-4.737e+09,-2.06e+09,5.583e+09,7.7e+07,-8.3e+07,1.6e+08,5.66e+09,-8.5e+07,5.575e+09,-1.153e+09,4.422e+09,4.422e+09,4.422e+09,4.422e+09,3.9343e+10,2.0909e+10,1.8434e+10,1.23e+10,1.23e+10,8.878e+09,2.826e+09,2.826e+09,6.3347e+10,1.6191e+10,6.538e+10,2.9466e+10,2.4844e+10,6.38e+09,4.69e+09,8.1571e+10,1.44918e+11,1.9764e+10,6.082e+09,1.133e+09,1.2549e+10,5.355e+09,2.5119e+10,2.7015e+10,2.2443e+10,9.609e+09,3.308e+09,9.526e+09,4.9458e+10,7.4577e+10,3.12e+09,-2.99e+10,1.11643e+11,-1.4522e+10,7.0341e+10,7.0341e+10,1.44918e+11,4.422e+09,9.12e+08,2.26e+08,-2.647e+09,2.913e+09,-5.29e+08,4.444e+09,-4.852e+09,1e+06,-9.36e+08,-2.171e+09,4.986e+09,-2.94e+09,4.02e+08,-3.342e+09,-2.5e+07,-1.5e+08,1.827e+09,1.827e+09,1.1e+08,1.937e+09,6.495e+09,3.237e+10,4.472e+09,0.69684,0.31425,0.2489,0.06287,0.03051,1.01131,2.52188,1.06022,0.22337,1.63378,1.60537,6.56395,25.98869,1.65226,0.80211,4,0.05268,0.03573,0.49095,-1.0736,-1.24897
"30","2017_Q3",115.721904761905,"Up",1.8839e+10,-5.869e+09,1.297e+10,-7.621e+09,-5.315e+09,-2.306e+09,5.349e+09,-5.9e+08,-1.22e+08,-4.68e+08,4.759e+09,-1.1e+07,4.748e+09,-9.21e+08,3.827e+09,3.827e+09,3.827e+09,3.827e+09,1.2853e+10,1.2598e+10,2.55e+08,1.3283e+10,1.3283e+10,9.699e+09,2.954e+09,2.954e+09,3.8789e+10,1.6458e+10,9.756e+10,5.4942e+10,3.1234e+10,6.111e+09,5.273e+09,1.14018e+11,1.52807e+11,2.1663e+10,6.135e+09,7.59e+08,1.4769e+10,7.209e+09,2.8872e+10,2.7363e+10,2.465e+10,9.687e+09,4.846e+09,1.0117e+10,5.2013e+10,8.0885e+10,3.12e+09,-3.1172e+10,1.13208e+11,-1.3234e+10,7.1922e+10,7.1922e+10,1.52807e+11,3.827e+09,1.15e+09,4.65e+08,3.3e+08,5.772e+09,-5.95e+08,1.7649e+10,-2.922e+10,-8.1e+07,-1.2247e+10,-2.262e+09,1.918e+09,-1.573e+09,3.17e+08,-1.89e+09,0,-1.917e+09,-8.392e+09,-8.392e+09,8.1e+07,-8.311e+09,6.499e+09,3.4572e+10,7.155e+09,0.68847,0.28393,0.20314,0.05321,0.02504,1.86961,1.34348,1.12462,0.22625,1.42167,1.39595,6.9984,26.71793,2.65797,0.8403,4,0.04643,0.05456,0.59106,3.3419,4.06039
"31","2017_Q4",122.350158730159,"Up",1.965e+10,-6.925e+09,1.2725e+10,-8.008e+09,-5.423e+09,-2.585e+09,4.717e+09,1.42e+08,-1.55e+08,2.97e+08,4.859e+09,-6.9e+07,4.79e+09,-1.026e+09,3.764e+09,3.764e+09,3.764e+09,3.764e+09,1.6231e+10,1.5721e+10,5.1e+08,1.3155e+10,1.3155e+10,9.521e+09,2.922e+09,2.922e+09,4.1829e+10,1.6628e+10,9.7201e+10,5.4569e+10,3.1308e+10,6.303e+09,5.021e+09,1.13829e+11,1.55658e+11,2.3315e+10,6.39e+09,1.183e+09,1.5742e+10,8.491e+09,3.1806e+10,2.6675e+10,2.3198e+10,9.686e+09,4.41e+09,9.102e+09,4.9873e+10,8.1679e+10,3.12e+09,-3.1199e+10,1.14805e+11,-1.2747e+10,7.3979e+10,7.3979e+10,1.55658e+11,3.764e+09,1.711e+09,-4.99e+08,1.29e+09,6.266e+09,-1.89e+08,-3.8e+08,-5.74e+08,-3.7e+07,-1.18e+09,-2.254e+09,3.61e+08,-1.76e+08,1.35e+08,-3.11e+08,7.45058059692383e-09,-2.069e+09,3.017e+09,3.017e+09,1.06e+08,3.123e+09,6.428e+09,3.5166e+10,8.555e+09,0.64758,0.24005,0.19155,0.05088,0.02418,2.27285,1.31513,1.10408,0.22592,1.40207,1.37488,7.31953,27.55681,3.18669,0.8396,5,0.04547,0.06464,0.59883,2.94571,4.0142
"32","2018_Q1",119.45606557377,"Down",2.0195e+10,-7.259e+09,1.2936e+10,-9.688e+09,-6.045e+09,-3.643e+09,3.248e+09,-1.36e+08,-1.89e+08,5.3e+07,3.112e+09,-5.52e+08,2.56e+09,-1.3273e+10,-1.0713e+10,-1.0713e+10,-1.0713e+10,-1.0713e+10,1.8296e+10,1.7824e+10,4.72e+08,1.349e+10,1.349e+10,8.765e+09,2.537e+09,2.537e+09,4.3088e+10,1.7005e+10,9.721e+10,5.3228e+10,3.1906e+10,7.105e+09,4.971e+09,1.14215e+11,1.57303e+11,2.6631e+10,7.31e+09,1.854e+09,1.7467e+10,3.906e+09,3.0537e+10,3.0675e+10,3.5931e+10,1.0074e+10,8.368e+09,1.7489e+10,6.6606e+10,9.7143e+10,3.12e+09,-3.1554e+10,1.01793e+11,-1.3199e+10,6.016e+10,6.016e+10,1.57303e+11,-1.0713e+10,1.869e+09,2.681e+09,1.2268e+10,6.105e+09,-1.34e+08,250999999.999998,-504999999.999996,-1.17e+08,-505000000.000002,-2.256e+09,-5.11e+08,-6.07e+08,2.08e+08,-8.15e+08,-1.63e+08,-3.537e+09,2.063e+09,2.063e+09,4e+07,2.103e+09,5.117e+09,3.4581e+10,3.0524e+10,0.64055,0.16083,-0.53048,-0.17808,-0.0681,-2.84925,1.41101,1.61474,0.21984,-3.99009,-3.89918,7.5217,22.40679,11.36877,0.84025,4,-0.06472,0.23359,-0.21059,3.18253,5.01385
"33","2018_Q2",111.0078125,"Down",2.0009e+10,-6.614e+09,1.3395e+10,-7.667e+09,-5.263e+09,-2.404e+09,5.728e+09,-2.05e+08,-1.45e+08,-6e+07,5.523e+09,-4.2e+07,5.481e+09,-1.114e+09,4.367e+09,4.367e+09,4.367e+09,4.367e+09,1.5204e+10,1.4639e+10,5.65e+08,1.4166e+10,1.4166e+10,9.014e+09,4.384e+09,2.641e+09,4.2768e+10,1.704e+10,9.6817e+10,5.2365e+10,3.1149e+10,8.785e+09,4.518e+09,1.13857e+11,1.56625e+11,2.4385e+10,6.443e+09,1.559e+09,1.6383e+10,2.696e+09,2.7081e+10,2.9837e+10,3.6452e+10,1.0066e+10,8.057e+09,1.8329e+10,6.6289e+10,9.337e+10,3.12e+09,-3.1596e+10,1.04339e+11,-1.2608e+10,6.3255e+10,6.3255e+10,1.56625e+11,4.367e+09,1.746e+09,2.92e+08,-2.799e+09,3.606e+09,-6.38e+08,-2.07e+08,-8.2e+07,2e+06,-9.25e+08,-2.253e+09,-2.464e+09,-1.378e+09,6.6e+07,-1.444e+09,1.25e+08,-5.97e+09,-3.289e+09,-3.289e+09,1.04e+08,-3.185e+09,7.474e+09,3.2533e+10,5.151e+09,0.66945,0.28627,0.21825,0.06904,0.02788,1.17953,1.57926,1.47609,0.20771,1.62814,1.59852,7.45992,23.58325,1.92044,0.83998,4,0.05006,0.03895,0.51591,2.31857,3.02531
"34","2018_Q3",119.092222222222,"Up",2.083e+10,-6.927e+09,1.3903e+10,-8.382e+09,-5.743e+09,-2.639e+09,5.521e+09,-4.91e+08,-1.27e+08,-3.64e+08,5.03e+09,-57000000.0000001,4.973e+09,-1.019e+09,3.954e+09,3.954e+09,3.954e+09,3.954e+09,1.8139e+10,1.7569e+10,5.7e+08,1.4111e+10,1.4111e+10,8.81e+09,4.378e+09,2.569e+09,4.5438e+10,1.6632e+10,9.3295e+10,5.0056e+10,3.0346e+10,8.472e+09,4.421e+09,1.09927e+11,1.55365e+11,2.481e+10,6.516e+09,9.28e+08,1.7366e+10,2.678e+09,2.7488e+10,2.9405e+10,3.5583e+10,9.989e+09,7.666e+09,1.7928e+10,6.4988e+10,9.2476e+10,3.12e+09,-3.1577e+10,1.06123e+11,-1.4777e+10,6.2889e+10,6.2889e+10,1.55365e+11,3.954e+09,1.717e+09,-4.29e+08,8.37e+08,6.079e+09,-25000000.0000002,-1e+06,-1.4e+08,-3.5e+07,-2.01e+08,-2.415e+09,5.2e+07,-4.9e+07,9.6e+07,-1.45e+08,-2.62e+08,-2.674e+09,3.204e+09,3.204e+09,-2.74e+08,2.93e+09,7.238e+09,3.2083e+10,9.069e+09,0.66745,0.26505,0.18982,0.06287,0.02545,2.29363,1.65301,1.47046,0.2065,1.47411,1.45298,7.76572,23.44592,3.38105,0.90035,7,0.04878,0.06946,0.61077,1.9265,2.52563
"35","2018_Q4",125.815555555556,"Up",2.0348e+10,-6.589e+09,1.3759e+10,-8.051e+09,-5.543e+09,-2.508e+09,5.708e+09,-7.1e+07,-6.8e+07,-3e+06,5.637e+09,-1.214e+09,4.423e+09,-4.89e+08,3.934e+09,3.934e+09,3.934e+09,3.934e+09,1.9364e+10,1.6056e+10,3.308e+09,1.4048e+10,1.4048e+10,8.678e+09,5.104e+09,2.896e+09,4.7194e+10,1.6629e+10,9.188e+10,4.8637e+10,3.0702e+10,8.076e+09,4.465e+09,1.08509e+11,1.55703e+11,2.5664e+10,7e+09,1.096e+09,1.7568e+10,1.773e+09,2.7437e+10,2.948e+10,3.416e+10,9.374e+09,7.711e+09,1.7075e+10,6.364e+10,9.1077e+10,3.12e+09,-3.1464e+10,1.07617e+11,-1.4647e+10,6.4626e+10,6.4626e+10,1.55703e+11,3.934e+09,1.731e+09,1.792e+09,-1.185e+09,6.272e+09,-7.94e+08,-2.785e+09,-6.75e+08,-1.5e+07,-4.269e+09,-2.415e+09,-8.17e+08,-1.53e+08,3.18e+08,-4.71e+08,-91999999.9999999,-3.477e+09,-1.474e+09,-1.474e+09,-3.9e+07,-1.513e+09,7.439e+09,3.1253e+10,5.949e+09,0.67618,0.28052,0.19334,0.06087,0.02527,1.5122,1.72009,1.40929,0.20072,1.46616,1.44229,7.58348,24.08542,2.21713,0.90004,7,0.04882,0.04575,0.61388,1.5982,2.08287
"36","2019_Q1",121.632459016393,"Down",2.0394e+10,-6.961e+09,1.3433e+10,-9.215e+09,-5.991e+09,-3.224e+09,4.218e+09,-1.032e+09,-5.4e+07,-9.78e+08,3.186e+09,-6.4e+07,3.122e+09,-8e+07,3.042e+09,3.042e+09,3.042e+09,3.042e+09,1.9687e+10,1.8107e+10,1.58e+09,1.4098e+10,1.4098e+10,8.599e+09,3.649e+09,2.699e+09,4.6033e+10,1.7035e+10,8.9886e+10,4.7611e+10,3.0453e+10,7.64e+09,4.182e+09,1.06921e+11,1.52954e+11,2.8434e+10,7.537e+09,8.18e+08,2.0079e+10,2.796e+09,3.123e+10,2.7684e+10,3.4288e+10,9.951e+09,7.506e+09,1.6831e+10,6.1972e+10,9.3202e+10,3.12e+09,-3.4362e+10,1.06216e+11,-1.5222e+10,5.9752e+10,5.9752e+10,1.52954e+11,3.042e+09,1.735e+09,-1.652e+09,3.119e+09,6.244e+09,9.9e+08,1.656e+09,-1999999.99999988,-4.16e+08,2.228e+09,-2.411e+09,-7.2e+08,-3.339e+09,4.69e+08,-3.808e+09,8.1e+07,-6.389e+09,2.083e+09,2.083e+09,-3.2e+07,2.051e+09,5.953e+09,3.048e+10,1.0142e+10,0.65867,0.20683,0.14916,0.05091,0.01989,3.33399,1.474,1.55981,0.19928,1.1358,1.11266,7.61453,22.30967,3.78673,0.9002,8,0.04379,0.08145,0.79257,1.81304,2.5588
"37","2019_Q2",126.514603174603,"Up",2.0021e+10,-6.615e+09,1.3406e+10,-8.077e+09,-5.219e+09,-2.858e+09,5.329e+09,1.9e+07,-3e+06,2.2e+07,5.348e+09,-9.26e+08,4.422e+09,-6.73e+08,3.749e+09,3.749e+09,3.749e+09,3.749e+09,1.5336e+10,1.4734e+10,6.02e+08,1.4115e+10,1.4115e+10,9.086e+09,3.45e+09,2.599e+09,4.1987e+10,1.7e+10,9.104e+10,4.6898e+10,3.145e+10,7.533e+09,5.159e+09,1.0804e+11,1.50027e+11,2.7403e+10,6.923e+09,1.025e+09,1.9455e+10,1.708e+09,2.9111e+10,2.766e+10,3.4301e+10,9.905e+09,7.394e+09,1.7002e+10,6.1961e+10,9.1072e+10,3.12e+09,-3.5298e+10,1.0665e+11,-1.5517e+10,5.8955e+10,5.8955e+10,1.50027e+11,3.749e+09,1.761e+09,7.34e+08,-2.701e+09,3.543e+09,-4.03e+08,7.65e+08,-1.683e+09,-9.6e+07,-1.417e+09,-2.396e+09,-1.005e+09,-2.112e+09,9.4e+07,-2.206e+09,-3000000.00000003,-5.516e+09,-3.39e+09,-3.39e+09,1.7e+07,-3.373e+09,7.09e+09,2.9368e+10,4.659e+09,0.6696,0.26617,0.18725,0.06359,0.02499,1.24273,1.44231,1.54477,0.19575,1.40897,1.38914,7.52443,22.15687,1.75098,0.90048,5,0.05011,0.03799,0.6391,1.97913,2.63314
"38","2019_Q3",121.2528125,"Down",2.0562e+10,-6.94e+09,1.3622e+10,-8.212e+09,-5.546e+09,-2.666e+09,5.41e+09,1.688e+09,5e+06,1.683e+09,7.098e+09,-56999999.9999998,7.041e+09,-1.434e+09,5.607e+09,5.607e+09,5.607e+09,5.607e+09,1.5278e+10,1.4376e+10,9.02e+08,1.4653e+10,1.4653e+10,9.263e+09,2.605e+09,2.411e+09,4.1799e+10,1.7248e+10,9.607e+10,4.9332e+10,3.3661e+10,7.647e+09,5.43e+09,1.13318e+11,1.55117e+11,2.9634e+10,6.912e+09,1.701e+09,2.1021e+10,1.719e+09,3.1353e+10,2.7699e+10,3.528e+10,9.91e+09,7.725e+09,1.7645e+10,6.2979e+10,9.4332e+10,3.12e+09,-3.7175e+10,1.09809e+11,-1.4969e+10,6.0785e+10,6.0785e+10,1.55117e+11,5.607e+09,1.705e+09,-1.945e+09,5.81e+08,5.948e+09,1.928e+09,-1.5e+08,-3.663e+09,9.7e+07,-1.788e+09,-2.522e+09,3999999.99999988,-2.117e+09,3.69e+08,-2.486e+09,1.01e+08,-4.534e+09,-3.74e+08,-3.74e+08,1.6e+07,-358000000.000001,7.115e+09,2.9418e+10,1.1058e+10,0.66248,0.26311,0.27269,0.09224,0.03615,1.97218,1.33317,1.5519,0.18965,2.11378,2.08037,7.75164,22.91525,4.16874,0.95077,6,0.06478,0.08812,0.44979,1.98735,2.61368
"39","2019_Q4",125.76,"Up",2.0729e+10,-6.867e+09,1.3862e+10,-7.973e+09,-5.374e+09,-2.599e+09,5.889e+09,-4.173e+09,4.1e+07,-4.214e+09,1.716e+09,-6.9e+07,1.647e+09,1.06e+08,1.753e+09,1.753e+09,1.753e+09,1.753e+09,1.7945e+10,1.6249e+10,1.696e+09,1.4801e+10,1.4801e+10,9.173e+09,2.414e+09,2.22e+09,4.4333e+10,1.7048e+10,9.414e+10,4.7846e+10,3.3291e+10,7.696e+09,5.307e+09,1.11188e+11,1.55521e+11,3.2863e+10,7.491e+09,2.505e+09,2.2867e+10,2.299e+09,3.5162e+10,2.6919e+10,3.523e+10,9.83e+09,6.526e+09,1.8874e+10,6.2149e+10,9.7311e+10,3.12e+09,-3.8619e+10,1.09242e+11,-1.5533e+10,5.821e+10,5.821e+10,1.55521e+11,1.753e+09,1.727e+09,-1.219e+09,5.266e+09,7.527e+09,-6.6e+08,-8.4e+08,-2.16e+08,7.1e+07,-1.645e+09,-2.499e+09,5.5e+07,-1.511e+09,1.17e+08,-1.628e+09,6.2e+07,-3.893e+09,1.989e+09,1.989e+09,-1.16e+08,1.873e+09,7.616e+09,2.9218e+10,1.2116e+10,0.66872,0.28409,0.08457,0.03012,0.01127,6.91158,1.26082,1.67172,0.18787,0.66525,0.65648,7.86649,22.09024,4.59793,0.94835,6,0.03467,0.09878,1.42556,1.48017,1.91425
"40","2020_Q1",132.431935483871,"Up",2.0747e+10,-7.134e+09,1.3613e+10,-9.271e+09,-6.039e+09,-3.232e+09,4.342e+09,-2e+07,-3999999.99999999,-16000000.000001,4.322e+09,-1.04e+08,4.218e+09,-2.08e+08,4.01e+09,4.01e+09,4.01e+09,4.01e+09,1.9287e+10,1.7305e+10,1.982e+09,1.4481e+10,1.4481e+10,9.02e+09,2.486e+09,2.392e+09,4.5274e+10,1.7658e+10,9.4796e+10,4.7643e+10,3.3639e+10,7.819e+09,5.695e+09,1.12454e+11,1.57728e+11,3.4762e+10,8.544e+09,2.266e+09,2.3952e+10,1.202e+09,3.5964e+10,2.6494e+10,3.5799e+10,1.0663e+10,5.958e+09,1.9178e+10,6.2293e+10,9.8257e+10,3.12e+09,-3.8417e+10,1.10659e+11,-1.5891e+10,5.9471e+10,5.9471e+10,1.57728e+11,4.01e+09,1.816e+09,-1.27e+08,699000000.000001,6.398e+09,-1.098e+09,-3.08e+08,-2.48e+08,3.1e+08,-1.344e+09,-2.5e+09,-1.935e+09,-52000000.0000002,3.74e+08,-4.26e+08,4.15e+08,-4.072e+09,9.82e+08,9.82e+08,7.4e+07,1.056e+09,6.158e+09,2.7696e+10,5.967e+09,0.65614,0.20928,0.19328,0.06743,0.02542,1.48803,1.25887,1.65218,0.17559,1.52361,1.50024,7.8829,22.59622,2.26718,0.94988,7,0.05294,0.04853,0.62344,1.36554,1.93667
"41","2020_Q2",136.958571428571,"Up",2.0691e+10,-7.062e+09,1.3629e+10,-7.783e+09,-5.203e+09,-2.58e+09,5.846e+09,7.21e+08,4.2e+07,6.79e+08,6.567e+09,-5.8e+07,6.509e+09,-7.13e+08,5.796e+09,5.796e+09,5.796e+09,5.796e+09,1.8024e+10,1.553e+10,2.494e+09,1.4874e+10,1.4874e+10,8.868e+09,2.46e+09,2.358e+09,4.4226e+10,1.7401e+10,9.339e+10,4.7338e+10,3.3471e+10,7.539e+09,5.042e+09,1.10791e+11,1.55017e+11,3.1499e+10,7.411e+09,1.93e+09,2.2158e+10,2.19e+09,3.3689e+10,2.5393e+10,3.4641e+10,1.0529e+10,5.766e+09,1.8346e+10,6.0034e+10,9.3723e+10,3.12e+09,-3.8484e+10,1.12901e+11,-1.6243e+10,6.1294e+10,6.1294e+10,1.55017e+11,5.796e+09,1.747e+09,-6.55e+08,-3.53e+09,3.358e+09,-6.08e+08,-5.2e+08,-9.39e+08,1.486e+09,-5.81e+08,-2.505e+09,-1.9e+07,-1.379e+09,3.32e+08,-1.711e+09,-4.12e+08,-4.315e+09,-1.538e+09,-1.538e+09,-2.37e+08,-1.775e+09,7.593e+09,2.7583e+10,4.168e+09,0.65869,0.28254,0.28012,0.09456,0.03739,0.71912,1.31277,1.52907,0.17794,2.20071,2.16997,7.85625,23.27296,1.58256,0.95113,6,0.0672,0.03374,0.43219,1.25892,1.63514
"42","2020_Q3",140.01640625,"Up",1.8336e+10,-6.579e+09,1.1757e+10,-7.7e+09,-4.993e+09,-2.707e+09,4.057e+09,-5e+07,-2.6e+07,-2.4e+07,4.007e+09,-6.7e+07,3.94e+09,-3.14e+08,3.626e+09,3.626e+09,3.626e+09,3.626e+09,1.9135e+10,1.1174e+10,7.961e+09,1.4645e+10,1.4645e+10,9.424e+09,2.688e+09,2.588e+09,4.5892e+10,1.7598e+10,9.489e+10,4.7413e+10,3.389e+10,7.805e+09,5.782e+09,1.12488e+11,1.5838e+11,3.144e+10,6.765e+09,1.632e+09,2.3043e+10,5.332e+09,3.6772e+10,2.5062e+10,3.3568e+10,1.0411e+10,5.532e+09,1.7625e+10,5.863e+10,9.5402e+10,3.12e+09,-3.8507e+10,1.13898e+11,-1.5533e+10,6.2978e+10,6.2978e+10,1.5838e+11,3.626e+09,1.726e+09,-1.94e+08,-1.706e+09,3.452e+09,-5.92e+08,-5.614e+09,-1e+07,-1.306e+09,-7.522e+09,-2.659e+09,2.709e+09,-3.3e+08,3.76e+08,-7.06e+08,-7.7e+07,-3.57e+08,-4.427e+09,-4.427e+09,7.1e+07,-4.356e+09,5.783e+09,3.0394e+10,3.799e+09,0.6412,0.22126,0.19775,0.05758,0.02289,1.04771,1.24801,1.51485,0.19191,1.37719,1.35754,6.96418,23.91963,1.4429,1.00991,4,0.04951,0.02993,0.73331,1.94691,2.7752
"43","2020_Q4",140.59265625,"Up",2.1082e+10,-6.972e+09,1.411e+10,-8.271e+09,-5.431e+09,-2.84e+09,5.839e+09,-1.232e+09,-3.2e+07,-1.2e+09,4.607e+09,-2.06e+08,4.401e+09,-8.47e+08,3.554e+09,3.554e+09,3.554e+09,3.554e+09,3.0781e+10,1.8965e+10,1.1816e+10,1.4579e+10,1.4579e+10,9.599e+09,2.619e+09,2.528e+09,5.7578e+10,1.7855e+10,9.526e+10,4.7006e+10,3.4307e+10,7.816e+09,6.131e+09,1.13115e+11,1.70693e+11,3.3769e+10,7.044e+09,1.666e+09,2.5059e+10,5.078e+09,3.8847e+10,3.268e+10,3.4693e+10,1.0184e+10,5.615e+09,1.8894e+10,6.7373e+10,1.0622e+11,3.12e+09,-3.854e+10,1.14831e+11,-1.4938e+10,6.4473e+10,6.4473e+10,1.70693e+11,3.554e+09,1.818e+09,4.46e+08,2.565e+09,8.383e+09,-8.24e+08,-3.424e+09,0,-5.71e+08,-4.819e+09,-2.659e+09,7.204e+09,-2.69e+08,2.14e+08,-4.83e+08,-79999999.9999999,4.196e+09,7.76e+09,7.76e+09,3.1e+07,7.791e+09,7.657e+09,3.7758e+10,1.0245e+10,0.66929,0.27697,0.16858,0.05512,0.02082,2.88267,1.48217,1.64751,0.2212,1.3501,1.33089,8.00866,24.4921,3.89189,1.0101,6,0.04538,0.07482,0.74817,0.91119,1.1949
"44","2021_Q1",155.215901639344,"Up",2.2475e+10,-7.814e+09,1.4661e+10,-1.0489e+10,-6.457e+09,-4.032e+09,4.172e+09,-2.428e+09,-7.4e+07,-2.354e+09,1.744e+09,-9.7e+07,1.647e+09,9.1e+07,1.738e+09,1.738e+09,1.738e+09,1.738e+09,2.5185e+10,1.3985e+10,1.12e+10,1.3576e+10,1.3576e+10,9.344e+09,3.132e+09,3.132e+09,5.1237e+10,1.8766e+10,1.04891e+11,5.3402e+10,3.6393e+10,8.534e+09,6.562e+09,1.23657e+11,1.74894e+11,3.9862e+10,9.505e+09,1.392e+09,2.8965e+10,2.631e+09,4.2493e+10,3.2635e+10,3.6488e+10,1.0771e+10,7.214e+09,1.8503e+10,6.9123e+10,1.11616e+11,3.12e+09,-3.849e+10,1.1389e+11,-1.5242e+10,6.3278e+10,6.3278e+10,1.74894e+11,1.738e+09,1.94e+09,-7.59e+08,5.424e+09,8.343e+09,-1.018e+09,6.06e+08,-6.374e+09,-1.117e+09,-7.903e+09,-2.658e+09,-2.799e+09,-1.29e+08,1.92e+08,-3.21e+08,-5.8e+07,-5.644e+09,-5.204e+09,-5.204e+09,2.24e+08,-4.98e+09,6.112e+09,3.5266e+10,1.0427e+10,0.65232,0.18563,0.07733,0.02747,0.00994,5.99942,1.20578,1.7639,0.20164,0.66028,0.65084,8.53848,24.03997,3.96133,1.0098,5,0.03256,0.07722,1.52934,1.64938,2.41635
"45","2021_Q2",159.76873015873,"Up",2.2321e+10,-7.063e+09,1.5258e+10,-8.61e+09,-5.432e+09,-3.178e+09,6.648e+09,8.34e+08,-4.8e+07,8.82e+08,7.482e+09,-5.3e+07,7.429e+09,-1.232e+09,6.197e+09,6.197e+09,6.197e+09,6.197e+09,2.4619e+10,1.2671e+10,1.1948e+10,1.4938e+10,1.4938e+10,9.952e+09,3.024e+09,3.024e+09,5.2533e+10,1.8367e+10,1.01657e+11,5.111e+10,3.5688e+10,8.321e+09,6.538e+09,1.20024e+11,1.72557e+11,3.7582e+10,8.503e+09,1.877e+09,2.7202e+10,3.35e+09,4.0932e+10,3.0263e+10,3.5528e+10,1.0512e+10,6.507e+09,1.8509e+10,6.5791e+10,1.06723e+11,3.12e+09,-3.8466e+10,1.16508e+11,-1.5328e+10,6.5834e+10,6.5834e+10,1.72557e+11,6.197e+09,1.894e+09,-9.89e+08,-3.028e+09,4.074e+09,-6.77e+08,-1.58e+08,-8840381500.39713,6.5e+08,-1.85e+08,-2.659e+09,-1.452e+09,-1.202e+09,2.36e+08,-1.438e+09,1.88e+08,-5.125e+09,-1.236e+09,-1.236e+09,-7.8e+07,-1.314e+09,8.542e+09,3.3613e+10,6.069e+09,0.68357,0.29784,0.27763,0.09413,0.03591,0.97934,1.28342,1.62109,0.19479,2.35484,2.31863,8.48191,25.01672,2.3062,1.01041,4,0.06561,0.04496,0.42908,1.05292,1.35289
