"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",47.49265625,"Down",4856117000,-4607868000,248249000,-52640000,-52640000,195609000,-14207000,-14207000,-18719000,4512000,181402000,181402000,-61348000,120054000,120054000,-18241000,101813000,101813000,1752140000,1627054000,125086000,1676241000,1796469000,1796469000,5651240000,1055902000,912170000,1622155000,567264000,339206000,715685000,3590227000,9241467000,2876286000,1714192000,1162094000,737663000,737663000,3780030000,1547459000,630344000,630344000,2177803000,5957833000,22833000,3566143000,-449428000,3139548000,3283634000,9241467000,120054000,54243000,-189919000,-8488999.99999999,-24111000,-45603000,13166000,-58769000,30903000,144200000,-113297000,1797000,-194000.000000002,-13097000,-29392000,25926000,623000,-2380000,-39587999.9999999,-39587999.9999999,-30849000,-70436999.9999999,249852000,1713540000,257108000,0.05112,0.04028,0.02097,0.03101,0.01102,2.5253,1.49503,1.8144,0.18542,0.73128,0.7231,34.87938,22.55001,1.8467,0.21111,2,0.02331,0.04569,0.28869,-0.15449,-0.19733
"27","2016_Q4",47.9934920634921,"Up",4766864000,-4729637000,37227000,-27144000,-27144000,10083000,-12733000,-12733000,-17377000,4644000,-2650000,-2650000,20056000,17406000,17406000,-12602000,4804000,4804000,1911195000,1780374000,130821000,1670172000,1623956000,1623956000,5741578000,1042354000,896099000,1636575000,593161000,314939000,728475000,3575028000,9316606000,3025912000,1642739000,1383173000,716592000,716592000,3876197000,1555522000,630279000,630279000,2185801000,6061998000,31378000,3541253000,-466346000,3106285000,3254608000,9316606000,17406000,53725000,243430000,47379000,361940000,-36443000,21726000,-58169000,6873000,69376000,-62503000,-117358000,3195000,-143733000,-29693000,-32502000,-8608000,-70632000,147575000,147575000,5745000,153320000,63808000,1689215000,54688000,0.00781,0.00212,0.00101,0.00148,0.00052,11.38385,1.48124,1.86259,0.18131,0.0345,0.03409,34.23242,22.30725,0.39273,0.21324,5,0.00619,0.00981,6.18089,-3.47887,-22.01527
"28","2017_Q1",50.5987096774194,"Up",4989655000,-4740637000,249018000,-56176000,-56176000,192842000,-14214000,-14214000,-18948000,4734000,178628000,178628000,-107650000,70978000,70978000,-517000.000000002,70461000,70461000,1961473000,1850436000,111037000,1700224000,1537289000,1537289000,5610270000,1017223000,883938000,1704986000,532239000,454109000,718638000,3606147000,9216417000,2970012000,1590506000,1379506000,763774000,763774000,3816029000,1517949000,639608000,639608000,2157557000,5973586000,39710000,3582150000,-496669000,3125191000,3242831000,9216417000,70978000,55980000,200510000,-74033000,253435000,-50001000,20389000,-70390000,25633000,106232000,-80599000,-211000,6000,-24572999.9999999,-28969000,-35684000,-43849000,-108159000,120703000,120703000,-50641000,70062000,248822000,1600192000,232438000,0.04991,0.03865,0.01412,0.02173,0.00765,3.29882,1.47019,1.84209,0.17362,0.50597,0.49951,35.83029,22.44173,1.66912,0.20802,6,0.01814,0.0424,0.41114,-1.45197,-1.87346
"29","2017_Q2",44.5730158730159,"Down",4835905000,-4685904000,150001000,-45048000,-45048000,104953000,-11528000,-11528000,-17563000,6035000,93425000,93425000,-16071000,77354000,77354000,-16743000,60611000,60611000,2042523000,1967581000,74942000,1592986000,1442712000,1442712000,5560338000,1037461000,911326000,1651210000,545400000,361492000,744318000,3599997000,9160335000,2882732000,1643925000,1238807000,752779000,752779000,3676369000,1526023000,611892000,611892000,2137915000,5814284000,59769000,3613246000,-452180000,3220835000,3346051000,9160335000,77354000,50718000,78734000,63429000,270235000,-52232000,14652000,-66884000,41379000,71900000,-30521000,-86026000,611000,-96268000,-29996000,-53455000,175000,-77489000,96478000,96478000,20667000,117145000,155671000,1566881000,182939000,0.03102,0.0217,0.01253,0.01811,0.00662,3.01825,1.51245,1.73766,0.17105,0.43467,0.42999,34.68016,23.09786,1.31193,0.21511,6,0.0164,0.03311,0.49489,-3.05543,-4.53195
"30","2017_Q3",38.8057142857143,"Down",4716092000,-4684116000,31976000,-47315000,-47315000,-15339000,-8610000,-8610000,-16473000,7863000,-23949000,-23949000,17317000,-6632000.00000001,-6632000,-17393000,-24025000,-24025000,2013726000,1819799000,193927000,1510881000,1399220000,1399220000,5613818000,1067502000,910660000,1629828000,548849000,335480000,745499000,3607990000,9221808000,2613202000,1527821000,1085381000,1083679000,1083679000,3733271000,1560471000,616931000,616931000,2177402000,5910673000,69304000,3559643000,-451261000,3177686000,3311135000,9221808000,-6632000,51203000,83257000,29863000,157691000,-61413000,13256000,-74669000,-111794000,29126000,-140920000,-105098000,1941000,-276364000,-29285000,0,-18886000,-45662000,-164335000,-164335000,16553000,-147782000,35864000,1596861000,-13003000,0.00677999999999999,-0.00325,-0.00509,-0.00726,-0.00261,0.54123,1.50373,1.78509,0.17316,-0.17183,-0.17069,33.72998,22.72714,-0.093,0.20945,4,0.000949999999999996,-0.00234999999999999,-1.21894,-11.62349,27.1768
"31","2017_Q4",43.7933333333333,"Up",4941634000,-4720071000,221563000,-45973000,-45973000,175590000,-10206000,-10206000,-16955000,6749000,165384000,165384000,-52495000,112889000,112889000,-18426000,94463000,94463000,2005085000,1827029000,178056000,1532959000,1326791000,1326791000,5514894000,1080175000,977686000,1620772000,563440000,294382000,762950000,3678633000,9193527000,2536511000,1398182000,1138329000,970338000,970338000,3543574000,1580974000,635086000,635086000,2216060000,5759634000,78848000,3624554000,-420094000,3283308000,3433893000,9193527000,112889000,51960000,-86490000,44352000,122711000,-46833000,27950000,-74783000,16464000,49831000,-33367000,-50453000,-2558000,-83380000,-29342000,0,-8196000,-37031000,2300000,2300000,4930000,7230000,227550000,1617699000,277564000,0.04484,0.03553,0.01912,0.02751,0.01027,2.93834,1.55631,1.67729,0.17596,0.67529,0.67076,35.32615,23.47131,1.98422,0.20976,7,0.02177,0.04881,0.31062,-1.70242,-2.2062
"32","2018_Q1",54.2022950819672,"Up",312880000,-438691000,-125811000,-45361000,-45361000,-171172000,-9695000,-9695000,-16467000,6772000,-180867000,-181051000,34893000,-146158000,43153000,-20531000,22622000,22622000,1965209000,1804075000,161134000,1602751000,1458533000,1458533000,5601257000,1093681000,992485000,1640269000,564683000,316472000,759114000,3726435000,9327692000,2672773000,1512740000,1160033000,874036000,874036000,3574170000,1591598000,669525000,669525000,2261123000,5835293000,89621000,3654931000,-402242000,3342310000,3492399000,9327692000,43153000,52232000,-68194000,24143000,51334000,-26527000,40244000,-66771000,33027000,65579000,-32552000,-31540000,-3226000,-28266000,-29372000,-6428000,-20097000,-55320000,-32252000,-32252000,9298000,-22954000,-118940000,1618959000,-156217000,-0.40211,-0.54709,0.0723,0.00648,0.00243,-6.90553,1.56715,1.67086,0.17356,0.16171,0.1604,2.23652,23.89139,-1.11667,0.20996,5,0.00899,-0.02702,1.29838,2.91113,2.02281999999998
"33","2018_Q2",49.64890625,"Down",4823770000,-4765975000,57795000,-57271000,-57271000,524000,-9579000,-9579000,-17112000,7533000,-9055000,-9055000,-3006000,-12061000,-12061000,-5529000,-17590000,-17590000,1828457000,1685954000,142503000,1727474000,1557966000,1557966000,5694762000,1097833000,898724000,1733907000,581298000,435675000,716934000,3730464000,9425226000,2856033000,1720943000,1135090000,1193465000,1193465000,4078306000,1607653000,609960000,609960000,2217613000,6295919000,100434000,3268837000,-372960000,2996311000,3129307000,9425226000,-12061000,51907000,-136896000,-38952000,-136002000,-48588000,16494000,-65082000,130916000,175784000,-44868000,-15574000,128000,66882000,-30242000,7615835.27917335,-31756000,-57979000,-127099000,-127099000,8978000,-118121000,52431000,1636461000,-32103000,0.01198,0.00011,-0.00365,-0.00562,-0.00187,1.82507,1.39635,2.01192,0.17363,-0.12555,-0.12555,34.43115,21.3871,-0.22915,0.21586,1,0.00235,-0.00597,-1.71927,-3.66188,-366.40458
"34","2018_Q3",51.8715873015873,"Up",4883796000,-4673644000,210152000,-17776000,-17776000,192376000,-8741000,-8741000,-16784000,8043000,183635000,183635000,-52471000,131164000,131164000,-16332000,114832000,114832000,1783084000,1681960000,101124000,1556503000,1586653000,1586653000,5455836000,1053866000,905050000,1704465000,558308000,426671000,719486000,3663381000,9119217000,2727166000,1692897000,1034269000,943920000,943920000,3751647000,1575370000,607360000,607360000,2182730000,5934377000,112774000,3353176000,-422595000,3043355000,3184840000,9119217000,131164000,50596000,-235383000,57025000,3402000,-21778000,23591000,-45369000,40511000,159431000,-118920000,-1116000,-510999.999999999,17106000,-29399000,49645000,-4079000,17531000,38038999.9999999,38038999.9999999,-42033000,-3993999.99999997,242972000,1655931000,330690000,0.04303,0.0393899999999999,0.02351,0.03606,0.01259,2.87977,1.45425,1.86332,0.18159,0.81641,0.80613,34.72181,21.63702,2.35107,0.20901,5,0.02647,0.0607,0.25602,-0.523320000000001,-0.660960000000046
"35","2018_Q4",41.2214285714286,"Down",1560739000,-1520138000,40601000,-59679000,-59679000,-19078000,-15034000,-15034000,-24235000,9201000,-34112000,-34112000,16217000,-17895000,96025000,-18680000,77345000,77345000,1922844000,1679796000,243048000,1724091000,1464370000,1464370000,5584161000,1029162000,859216000,1675437000,553294000,425313000,696830000,3563815000,9147976000,2712298000,1619222000,1093076000,892860000,892860000,3662103000,1667359000,618585000,618585000,2285944000,5948047000,123674000,3401528000,-482178000,3043024000,3199929000,9147976000,96025000,48089000,-55624000,32825000,121315000,-17442000,20778000,-38220000,-142043000,11916000,-153959000,-17109000,20866000,-155728000,-29552000,74796000,-14957000,32074000,-2339000,-2339000,175000,-2164000,29011000,1724304000,28177000,0.02601,-0.01222,0.04956,0.02417,0.00845,0.3643,1.52485,1.85881,0.18849,0.54966,0.54641,11.09165,21.62575,0.20024,0.21002,3,0.01929,0.00508,0.38208,-6.84361,10.40675
"36","2019_Q1",35.1308196721311,"Down",7582703000,-7321871000,260832000,13562000,13562000,274394000,-7213000,-7213000,-19013000,11800000,267181000,245281000,-134071000,111210000,17725000,-18844000,-1119000,-1119000,1979574000,1764746000,214828000,1237248000,1844876000,1007469000,5370603000,745942000,903136000,1862874000,466452000,378102000,1018320000,3511952000,8882555000,2350152000,1400666000,949486000,1282189000,1282189000,3659228000,1661565000,581509000,581509000,2243074000,5902302000,83502000,3294154000,-543531000,2834125000,2980253000,8882555000,17725000,46993000,327437000,-218706000,173449000,82790000,145117000,-62327000,28207000,193973000,-165766000,-39346000,1472000,73123000,-29541000,-25769000,-26873000,-132117000,114455000,114455000,-29505000,84950000,321387000,1688452000,319542000,0.0344,0.03619,-0.00014999999999999,-0.000379999999999998,-0.00013,-285.56032,1.46769,1.98047,0.19009,-0.00797999999999999,-0.00793999999999995,54.09069,20.21703,2.27943,0.21073,5,0.00541,0.06086,-26.39946,-0.90583,-1.06096000000001
"37","2019_Q2",32.3884126984127,"Down",4133612000,-4070859000,62753000,-58621000,-58621000,4132000,-5738000,-5738000,-18630000,12892000,-1606000,-28974000,-15257000,-44231000,-45045000,-23859000,-68904000,-68904000,1904510000,1805777000,98733000,1380475000,1588034000,1588034000,5242608000,985754000,937456000,1875896000,535051000,363872000,976973000,3799106000,9041714000,2623021000,1543478000,1079543000,868950000,868950000,3527893000,1650927000,746969000,746969000,2397896000,5925789000,95855000,3354352000,-497894000,2952313000,3115925000,9041714000,-45045000,45264000,-11656000,-6039000,-17476000,-37452000,10720000,-48172000,116119000,124299000,-8180000,-12001000,1090000,67756000,-30005000,7653000,-8934000,-29820000,20460000,20460000,20571000,41031000,49396000,1686849000,21162000,0.01518,0.001,-0.01667,-0.02211,-0.00762,-0.30712,1.48605,1.90178,0.18656,-0.49296,-0.49296,29.57312,21.12174,0.1514,0.21466,4,-0.00701,0.00381,-0.43546,-4.40645,-52.67691
"38","2019_Q3",23.2828125,"Down",4146404000,-4577608000,-431204000,-49932000,-49932000,-481136000,-4059000,-4059000,-18876000,14817000,-485195000,-511866000,75757000,-436109000,-452700000,38679000,-414021000,-414021000,1930383000,1857285000,73098000,1490768000,1233993000,1233993000,5157552000,894997000,893969000,2027356000,534401000,513306000,979649000,3816322000,8973874000,2581590000,1546171000,1035419000,1434529000,1434529000,4057696000,1657246000,761443000,761443000,2418689000,6476385000,114441000,2769804000,-510008000,2374237000,2497489000,8973874000,-452700000,42607000,57717000,461287000,108911000,-38209000,14459000,-52668000,25436000,40665000,-15229000,-15055000,4074000,-23754000,-29319000,5184999.99999999,-2389000,-27989000,57168000,57168000,-5659999.99999999,51508000,-438529000,1698823000,-91208000,-0.10399,-0.11604,-0.09985,-0.16577,-0.04614,0.220300000000006,1.27105,2.59316,0.18931,-2.9543,-2.9543,29.58716,16.94165,-0.65083,0.20921,3,-0.0776,-0.0184,-0.070819999999995,0.52804,0.481279999999998
"39","2019_Q4",17.90625,"Down",4628578000,-4537326000,91252000,-11168000,-11168000,80084000,-4896000,-4896000,-18984000,14088000,75188000,-258800000,-495307000,-754107000,-730653000,-12446000,-743099000,-743099000,1852977000,1805104000,47873000,1045749000,2078509000,996716000,5322888000,571214000,626043000,1363562000,439576000,70537000,853449000,2560819000,7883707000,2294898000,1295954000,998944000,1510233000,1510233000,3850371000,1636905000,712501000,712501000,2349406000,6199777000,113256000,1998142000,-551903000,1559495000,1683930000,7883707000,-730653000,41143000,315285000,349688000,-24537000,-7966000,31252000,-39218000,25203000,32959000,-7756000,-7446000,20885000,30676000,-29384000,8368000,-9781000,-29331000,-23192000,-23192000,-28989000,-52181000,121227000,1682145000,958256000,0.01971,0.0173,-0.16055,-0.44129,-0.09426,-1.28954,1.38244,3.68173,0.21337,-5.30168,-5.30168,33.02282,11.1263,6.83673,0.20964,3,-0.17499,0.23495,-0.03954,-1.40919,-2.13316
"40","2020_Q1",13.8359677419355,"Down",2545890000,-2474743000,71147000.0000001,-20098000,-20098000,51049000.0000001,-22561000,3563000,-8396000,11959000,28488000,-39825000,-47158000,-86983000,-332554000,36414000,-296140000,-296140000,2004461000,1997199000,7262000,1217464000,2144838000,1627738000,5366763000,594826000,600814000,1404255000,508415000,62688000,833152000,2599895000,7966658000,2626284000,1546840000,1079444000,1240110000,1240110000,3905122000,1651739000,922045000,838750000,2573784000,6478906000,166713000,1700912000,-379873000,1487752000,1487752000,7966658000,-324724000,41467000,614249000,-178872000,152120000,-31238000,9546000,-40784000,40616000,9451000,31165000,-17803000,14219000,5794000,153354000,-12113000,-129934000,9841000,167755000,167755000,24340000,192095000,92516000,1690467000,-70436000,0.02795,0.02005,-0.11632,-0.19905,-0.03717,0.237850000000001,1.37429,4.35483,0.21219,-2.11283,-2.11283,18.16378,10.61444,-0.50253,-1.09411,3,-0.10963,-0.01718,0.51784,-3.39394,-6.15084
"41","2020_Q2",10.4904761904762,"Down",3697694000,-3633848000,63846000,-33558000,-33558000,30288000,40536000,-4626000,-16551000,11925000,70824000,-31541000,62281000,30740000,-256450000,-9509000,-265959000,-265959000,1877351000,1870874000,6477000,1097800000,1677325000,1310686000,5129489000,567148000,523757000,1072075000,306482000,55521000,710072000,2162980000,7292469000,2455984000,1443280000,1012704000,1203358000,1203358000,3710546000,1647173000,843105000,763685000,2490278000,6200824000,172153000,1418845000,-499353000,1091645000,1091645000,7292469000,-256450000,26528000,396092000,-229913000,-63743000,-16629000,13465000,-30094000,806000,-6115000,6921000,-5971000,56000,-21738000,-14700000,22203000,15125000,22628000,-62853000,-62853000,-63472000,-126325000,56816000,1698377000,-252007000,0.01727,0.00819,-0.07193,-0.24363,-0.03647,0.94754,1.38241,5.68026,0.23289,-1.89616,-1.89616,26.36276,7.7829,-1.79669,0.1048,3,-0.06916,-0.06936,-0.05527,-3.15006,-5.90907
"42","2020_Q3",10.5209375,"Up",3734942000,-3656047000,78895000,-42598000,-42598000,36297000,-9616000,-10414000,-15707000,5293000,26681000,22857000,-31359000,-8502000,278688000,-303678000,-24990000,-24990000,1982304000,1969593000,12711000,1146761000,1438342000,1069507000,5027386000,568606000,528251000,1116531000,322652000,68225000,725654000,2213388000,7240774000,2474314000,1428785000,1045529000,1077663000,1077663000,3605079000,1654831000,889142000,814355000,2543973000,6149052000,176492000,1393866000,-478636000,1091722000,1091722000,7240774000,-18262000,30393000,2562000,113138000,127831000,-17982000,10883000,-28865000,-6306000,-6380000,74000,-18051000,4478000,-37861000,-14020000,-1636000,10816000,-4840000,85130000,85130000,13589000,98719000,66690000,1707933000,193205000,0.02112,0.00972,-0.00669,-0.02289,-0.00345,-7.73129,1.39453,5.63243,0.23588,-0.17782,-0.17782,26.57641,7.76827,1.37477,0.0997600000000001,6,-0.00297,0.05238,-0.56102,-4.11413,-7.55905
"43","2020_Q4",14.1584375,"Up",3456938000,-3324363000,132575000,-36697000,-36697000,95878000,-41651000,-11888000,-15650000,3762000,54227000,54227000,-28516000,25711000,23534000,-4193000,19341000,19341000,2111296000,2093782000,17514000,1083351000,1815752000,1519727000,5010399000,563624000,558690000,1138937000,326892000,69008000,743037000,2261251000,7271650000,2402237000,1338153000,1064084000,1099926000,1099926000,3544613000,1677162000,920929000,850566000,2598091000,6142704000,179020000,1413242000,-463316000,1128946000,1128946000,7271650000,23640000,22371000,-13712000,47853000,80152000,8674000,30501000,-21827000,-4750000,2245000,-6995000,-1230000,156000,2850000,110829000,-7040000,-75618000,28171000,111173000,111173000,13016000,124189000,118249000,1719612000,203292000,0.03835,0.02773,0.00559,0.01713,0.00266,10.51094,1.41352,5.4411,0.23648,0.13756,0.13756,24.58757,8.02966,1.44592,-0.78827,6,-0.02427,0.05393,-5.73026,-3.31237,-4.08523
"44","2021_Q1",19.4313114754098,"Up",3268355000,-3144145000,124210000,-88669000,-88669000,35541000,-75828000,-14866000,-17462000,2596000,-40287000,-42049000,-18262000,-60311000,-414101000,250663000,-163438000,-163438000,2222126000,2198781000,23345000,935676000,1876207000,1237718000,5034009000,463827000,527416000,1284560000,207369000,77915000,999276000,2275803000,7309812000,2070903000,1115625000,955278000,1496244000,1496244000,3572037000,1701098000,1006430000,826745000,2707528000,6279565000,197344000,1249809000,-416906000,1030247000,1030247000,7309812000,-115719000,26282000,34392000,96689000,41644000,24084000,56740000,-32656000,-5180000,-5180000,7299737.40760083,-3967000,249999.999999998,15187000,27942000,-9646000,-15809000,2486999.99999999,59318000,59318000,45681000,104999000,61823000,1705988000,200858000,0.038,0.01087,-0.05001,-0.15864,-0.02236,-1.22896,1.40928,6.0952,0.23338,-1.16203,-1.16203,23.23767,7.32495,1.42808,-0.19866,6,-0.05113,0.05367,0.17096,-8.34864,-14.52233
"45","2021_Q2",20.6044444444444,"Up",3.347e+09,-3.254e+09,9.3e+07,-6.7e+07,-6.7e+07,2.6e+07,-2.9e+07,-1.8e+07,-2.2e+07,4e+06,-3e+06,-5e+07,-3e+06,-5.3e+07,-5.3e+07,-3.4e+07,-8.7e+07,-8.7e+07,1956498000,1937800000,18698000,862305000,2350734000,1392642000,5169537000,456733000,520995000,873650000,206958000,81376000,585316000,1851378000,7020915000,1905185000,1102174000,803011000,1531456000,1531456000,3441345000,1678496000,917420000,839837000,2595916000,6037261000,238333000,1162790000,-417469000,983654000,983654000,7020915000,-5.4e+07,2.4e+07,3e+07,-2.3e+08,-2.3e+08,-2.2e+07,8e+06,-3e+07,5e+06,-6e+06,1.1e+07,-4.8e+07,79694885.3928843,-6.5e+07,4.2e+07,3e+06,-1.7e+07,2.8e+07,-2.67e+08,-2.67e+08,6e+06,-2.61e+08,5e+07,1683200000,-1.99e+08,0.02779,0.00777,-0.02599,-0.08845,-0.01239,2.28736,1.50219,6.13759,0.23974,-0.61746,-0.61746,23.75444,6.98122,-1.41235,-0.29808,4,-0.03599,-0.05552,0.48276,-5.46596,-10.51146
"46","2021_Q3",16.41703125,"Down",3.684e+09,-3.596e+09,8.8e+07,-3.3e+07,-3.3e+07,5.5e+07,-4.2e+07,-1.2e+07,-1.7e+07,5e+06,1.3e+07,-8.8e+07,-2e+06,-9e+07,-9e+07,-2.5e+07,-1.15e+08,-1.2e+08,2742766000,2711115000,31651000,892261000,2291132000,1395259000,5926159000,448436000,597574000,884308000,206987000,92191000,585130000,1930318000,7856477000,2007986000,1087404000,920582000,1722308000,1722308000,3735032000,1678740000,927156000,835248000,2605896000,6340928000,883867000,1048345000,-416663000,1515549000,1515549000,7856477000,-1.22e+08,1.9e+07,1.32e+08,4.7e+07,7.6e+07,6.01e+08,3.5e+07,5.66e+08,-1.3e+07,-2e+06,-1.1e+07,-1.2e+07,7.1e+07,6.47e+08,6.4e+07,-1.4e+07,-4999999.99999999,4.5e+07,7.68e+08,7.68e+08,5000000.00000001,7.73e+08,7.4e+07,1683478000,7.24e+08,0.02389,0.01493,-0.03257,-0.07918,-0.01527,-6.03333,1.58664,4.18391,0.21428,-0.85167,-0.85167,26.1462,10.7562,5.1384,-0.45422,6,-0.04459,0.17546,0.53333,-14.3147,-19.25978
"47","2021_Q4",21.28453125,"Up",3.503e+09,-3.39e+09,1.13e+08,-4.4e+07,-4.4e+07,6.9e+07,-3.3e+07,-3.3e+07,-3.7e+07,4e+06,3.6e+07,6.8e+07,-2.9e+07,3.9e+07,4.2e+07,-1e+06,4.1e+07,3.1e+07,2192679000,2125515000,67164000,838425000,2250281000,1401628000,5281385000,425633000,718555000,832510000,206660000,50826000,575024000,1976698000,7258083000,2011535000,1117493000,894042000,1608721000,1608721000,3624895000,1170544000,865117000,801408000,2035661000,5660556000,959943000,1079403000,-441819000,1597527000,1597527000,7258083000,3.7e+07,1.7e+07,5.2e+07,-1.72e+08,-6.6e+07,-5.09e+08,25072904.7119006,692798542.946828,-3.5e+07,-95438625.109121,30701127.4236885,-2e+07,-8.3e+07,-6.47e+08,-1.15e+08,6.1e+07,1.99e+08,1.45e+08,-5.68e+08,-5.68e+08,-1.7e+07,-5.85e+08,8.6e+07,1175183000,-5.66e+08,0.03226,0.0197,0.00885,0.0194,0.00427,-18.25806,1.45698,3.54332,0.16191,0.21922,0.21922,24.77159,11.29697,-4.00249,0.81323,5,0.04013,-0.15559,3.70968,-11.83135,-14.74632
"48","2022_Q1",24.1246774193548,"Up",1900879000,-1783284000,117595000,-72451000,-72451000,45144000,23075000,-4975000,-8481000,3506000,68219000,-57705000,17511000,-40194000,-301628000,22458000,-279170000,-288545000,2.336e+09,2.209e+09,1.27e+08,1.171e+09,1.674e+09,1.066e+09,5.181e+09,4.56e+08,5.17e+08,9.35e+08,2.49e+08,5.1e+07,6.35e+08,1.908e+09,7.089e+09,2.651e+09,1.22e+09,1.431e+09,9.45e+08,9.45e+08,3.614e+09,1.174e+09,9.08e+08,8.41e+08,2.082e+09,5.696e+09,9.68e+08,7.91e+08,-3.66e+08,1.393e+09,1.393e+09,7.089e+09,-262746000,14356000,332060000,161662000,245332000,599000,-8953606.09242688,359389981.875254,-60806000,-196633670.523986,91009808.360529,535999.999999993,2802000.00000001,-56869000.0000002,210847000,-580672000,-307923000,-95748000,92715000,92715000,-9114000,83601000,59500000,1.192e+09,204250000,0.06186,0.02375,-0.1518,-0.20714,-0.0407,-0.707859999999997,1.43359,4.08902,0.16815,-2.04046,-2.04046,13.44213,9.85065,1.44436,-1.49101,5,-0.14297,0.05847,0.73072,-19.22689,-25.34113
"49","2022_Q2",26.8693548387097,"Up",3.122e+09,-2.999e+09,1.23e+08,-7.1e+07,-7.1e+07,5.2e+07,-2.8e+07,-9e+06,-1.6e+07,7e+06,2.4e+07,8.7e+07,-3.1e+07,5.6e+07,5.6e+07,-8e+06,4.8e+07,3.8e+07,2.116e+09,1.913e+09,2.03e+08,9.98e+08,1.443e+09,1.011e+09,4.557e+09,5.01e+08,5.43e+08,8.91e+08,2.51e+08,5.5e+07,5.85e+08,1.935e+09,6.492e+09,2.176e+09,1.002e+09,1.174e+09,8.05e+08,8.05e+08,3.195e+09,9.82e+08,8.46e+08,7.76e+08,1.828e+09,5.023e+09,9.77e+08,8.29e+08,-3.37e+08,1.469e+09,1.469e+09,6.492e+09,5.6e+07,1.5e+07,-5.6e+07,-2.03e+08,-1.88e+08,-7e+06,3000000.00000003,-9999999.99999964,-7.6e+07,-1.58e+08,8.2e+07,-2.4e+07,-8e+06,-1.15e+08,1798699750.07603,7e+06,-1.3e+07,-6e+06,-3.09e+08,-3.09e+08,1.3e+07,-2.96e+08,6.7e+07,1.196e+09,-1.12e+08,0.0394,0.01666,0.01217,0.02587,0.00585,-2.94737,1.42629,3.41933,0.18423,0.26872,0.26872,22.07733,10.38809,-0.79201,-12.7253591705986,4,0.01082,-0.0319,-18.241418962411,-13.73134,-17.69231
"50","2022_Q3",25.4965625,"Down",3.299e+09,-3.184e+09,1.15e+08,-4.5e+07,-4.5e+07,7e+07,3.5e+07,-1e+06,-1.3e+07,1.2e+07,1.05e+08,1.05e+08,-3.2e+07,7.3e+07,7.3e+07,-7e+06,6.6e+07,5.6e+07,2.194e+09,2.074e+09,1.2e+08,9.93e+08,1.455e+09,1.047e+09,4.642e+09,4.78e+08,5.6e+08,8.45e+08,2.48e+08,5.8e+07,5.39e+08,1.883e+09,6.525e+09,2.226e+09,1.02e+09,1.206e+09,8.26e+08,8.26e+08,3.233e+09,9.8e+08,7.98e+08,7.36e+08,1.778e+09,5.011e+09,9.84e+08,8.85e+08,-3.55e+08,1.514e+09,1.514e+09,6.525e+09,7.2e+07,2e+07,-2.5e+07,-1.2e+07,5.5e+07,1.15e+08,1.28e+08,-1.3e+07,8.3e+07,1.65e+08,-8.2e+07,-2.2e+07,-3999999.99999999,1.72e+08,5354405250.2281,-2.2e+07,-6e+06,-2.8e+07,1.99e+08,1.99e+08,-3.8e+07,1.61e+08,9e+07,1.161e+09,2.25e+08,0.03486,0.02122,0.01697,0.03699,0.00858,4.01786,1.43582,3.30978,0.17793,0.39601,0.39601,23.329,10.7063,1.5911,-37.8850975117958,5,0.01612,0.06479,-62.487826887233,-11.47778,-14.75714
