"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","derivative_hedging_assets_short_term","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","deferred_tax_liabilities_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",56.6216393442623,"Down",3810400000,-1289600000,2520800000,-1702800000,-511300000,-1191500000,8.18e+08,-219300000,-223700000,4400000,598700000,-44300000,554400000,-171900000,19300000,401800000,401800000,-1100000,400700000,400700000,376300000,214600000,161700000,1.891e+09,1.891e+09,953200000,1032600000,310400000,126200000,5.96e+08,4253100000,50261500000,67428500000,-1.7167e+10,10214500000,52500000,1.0162e+10,6.0476e+10,64729100000,2299800000,2065300000,234500000,3392300000,1638600000,1753700000,2579200000,61600000,1115500000,1402100000,8271300000,19419600000,18712700000,6813900000,11898800000,38132300000,46403600000,9728100000,8626700000,-55900000,18298900000,26600000,18325500000,64729100000,401800000,401800000,511300000,8799999.99999988,224300000,1146200000,-11200000,-1915700000,-1933700000,-316900000,1013200000,12200000,12200000,8e+05,709300000,-78200000,-78200000,-78200000,1329300000,22811900000,0.66156,0.21468,0.10516,0.02187,0.00619,0.5142,2.53219,0.35242,0.81457,0.81309,7.74605,37.19931,0.64422,0.01199,0.79087,16.87776,27.42738
"33","2018_Q2",57.17609375,"Up",4048300000,-1492100000,2556200000,-1850200000,-539700000,-1310500000,7.06e+08,-228500000,-231900000,3400000,477500000,62700000,540200000,-1.02e+08,18500000,456700000,456700000,-2300000,454400000,454400000,351300000,183400000,167900000,1851500000,1851500000,922800000,1009400000,280200000,89600000,639600000,4.135e+09,51365100000,68796300000,-17431200000,10109400000,52500000,10056900000,61474500000,65609500000,1722700000,1449600000,273100000,5274900000,2658800000,2616100000,2473800000,57100000,1081400000,1335300000,9471400000,18844900000,18710900000,6943900000,1.1767e+10,37555800000,47027200000,9777200000,8801500000,-95400000,18483300000,9.9e+07,18582300000,65609500000,456700000,456700000,539700000,-2.9e+07,-165200000,802200000,-17300000,-1910500000,-1927800000,-306100000,1300400000,32200000,32200000,3e+06,1029500000,-96100000,-96100000,-96100000,1245700000,24119800000,0.63143,0.17439,0.11224,0.02445,0.00693,0.43658,2.53075,0.36763,0.92308,0.92147,8.22378,37.54728,0.62182,0.01238,0.67364,19.08044,33.66643
"34","2018_Q3",60.9588888888889,"Up",4013200000,-1343600000,2669600000,-1912600000,-553200000,-1359400000,7.57e+08,-235600000,-238500000,2900000,521400000,62200000,583600000,-72200000,18700000,530100000,530100000,-1700000,528400000,528400000,374300000,211200000,163100000,2270700000,2270700000,915600000,1009500000,243100000,194600000,571800000,4570100000,52441500000,70012900000,-17571400000,9858500000,52500000,9.806e+09,6.23e+10,66870100000,1870600000,1635400000,235200000,4870600000,2589200000,2281400000,2317100000,5.4e+07,943900000,1319200000,9058300000,19750600000,19215800000,7085300000,12130500000,38966400000,48024700000,9.794e+09,9023100000,-71200000,18745900000,99500000,18845400000,66870100000,530100000,530100000,553200000,218200000,-96899999.9999999,1204600000,-14100000,-1.297e+09,-1311100000,-308100000,486100000,18700000,18700000,-19400000,177300000,70800000,70800000,70800000,1310200000,24621200000,0.6652,0.18863,0.13167,0.02804,0.0079,0.50452,2.54835,0.36819,1.07246,1.07072,8.14532,38.04729,0.62533,0.01335,0.58308,18.50626,32.03025
"35","2018_Q4",64.8549206349206,"Up",4333100000,-1625100000,2.708e+09,-2039400000,-602600000,-1436800000,668600000,-250500000,-251400000,9e+05,418100000,62800000,480900000,80700000,18100000,579700000,579700000,-2100000,577600000,577600000,952400000,788300000,164100000,2118100000,2118100000,847900000,7.74e+08,186600000,191900000,395500000,4692400000,53355700000,71197300000,-17841600000,9569300000,52500000,9516800000,6.2925e+10,67617400000,1879700000,1579900000,299800000,4146800000,2242600000,1904200000,2399700000,57300000,774100000,1568300000,8426200000,20869800000,19174100000,7110400000,12063700000,40043900000,48470100000,9809100000,9293700000,-55500000,19047300000,1e+08,19147300000,67617400000,579700000,579700000,602600000,311200000,432300000,1925800000,-8900000,-1440900000,-1449800000,-308300000,380600000,11600000,11600000,-9699999.99999997,74200000,550200000,550200000,550200000,1271200000,25016600000,0.62496,0.1543,0.1333,0.03017,0.00854,0.55688,2.53143,0.36997,1.1716,1.16937,8.78925,38.6355,0.62535,0.01399,0.53376,18.9303,35.99192
"36","2019_Q1",69.3586885245902,"Up",3801100000,-1325700000,2475400000,-1853700000,-591100000,-1262600000,621700000,-251600000,-262600000,1.1e+07,370100000,-1299999.99999999,368800000,-21800000,17800000,364800000,364800000,-1400000,363400000,363400000,393200000,234100000,159100000,1926500000,1926500000,921100000,873100000,208800000,162800000,501500000,4113900000,55099100000,73085200000,-17986100000,9589800000,52500000,9537300000,64688900000,68802800000,2.106e+09,1874300000,231700000,3608500000,1.91e+09,1698500000,2934300000,5.5e+07,1.218e+09,1661300000,8648800000,21648200000,19337600000,7086500000,12251100000,40985800000,49634600000,9823500000,9325300000,-8.1e+07,19067800000,100400000,19168200000,68802800000,364800000,364800000,591100000,-512500000,847200000,1290600000,-17500000,-1601300000,-1664900000,-3.33e+08,473600000,11100000,11100000,-270799999,-119099999,-493399999,-493399999,-493399999,1212800000,25256700000,0.65123,0.16356,0.0956,0.01896,0.00528,0.47566,2.58942,0.36709,0.73692,0.73494,7.70809,38.6668,0.67528,0.01092,0.91635,20.50091,39.99276
"37","2019_Q2",75.7714285714286,"Up",4056800000,-1412200000,2644600000,-1856200000,-605800000,-1250400000,788400000,-247200000,-255800000,8600000,541200000,58900000,600100000,-44500000,18500000,574100000,574100000,-1300000,572800000,572800000,396600000,227700000,168900000,1882300000,1882300000,946600000,689300000,200400000,93900000,3.95e+08,3914800000,55968600000,74151200000,-18182600000,10838600000,52500000,10786100000,66807200000,7.0722e+10,1803200000,1497200000,3.06e+08,3386500000,1.858e+09,1528500000,3432900000,63400000,1156500000,2.213e+09,8622600000,22898200000,19904200000,7.193e+09,12711200000,42802400000,5.1425e+10,9781400000,9565600000,-150700000,19196300000,100700000,1.9297e+10,7.0722e+10,574100000,574100000,605800000,4.6e+07,-417600000,808300000,-18500000,-1564300000,-1582800000,-333600000,998700000,14500000,14500000,13900000,693500000,-8.1e+07,-8.1e+07,-8.1e+07,1394200000,26284700000,0.65189,0.19434,0.1412,0.02968,0.0081,0.45402,2.66492,0.37166,1.16114,1.15838,8.22365,38.91333,0.67625,0.01384,0.5824,18.56843,32.83625
"38","2019_Q3",80.451875,"Up",3573600000,-1141600000,2.432e+09,-1.881e+09,-622600000,-1258400000,5.51e+08,-244100000,-250700000,6600000,306900000,80400000,387300000,54400000,17400000,459100000,459100000,2200000,461300000,461300000,386200000,210500000,175700000,1781200000,1781200000,1034400000,859500000,233900000,249600000,3.76e+08,4061300000,57202900000,7.5642e+10,-18439100000,11285800000,52500000,11233300000,68488700000,7.255e+10,1930200000,1.689e+09,241200000,3534400000,2.277e+09,1257400000,3460500000,141400000,1046200000,2272900000,8925100000,24174400000,19959700000,7.294e+09,12665700000,44134100000,53059200000,9796100000,9694200000,-230700000,19259600000,231200000,19490800000,7.255e+10,459100000,459100000,622600000,7500000,-96699999.9999998,992500000,-17500000,-1413500000,-2012200000,-334500000,1384100000,17800000,17800000,-21200000,1046200000,26499999.9999999,26500000,26500000,1173600000,27708800000,0.68055,0.15419,0.12909,0.02367,0.00636,0.45504,2.72227,0.38193,0.93459,0.9312,7.24008,39.01975,0.67769,0.01185,0.72512,23.28102,49.5873
"39","2019_Q4",82.45984375,"Up",4.315e+09,-1415100000,2899900000,-1941700000,-645200000,-1296500000,958200000,-271900000,-275100000,3200000,686300000,7.3e+07,759300000,-40600000,15200000,733900000,733900000,-4e+05,733500000,733500000,547200000,348800000,198400000,1825100000,1825100000,1051300000,742800000,262400000,186700000,293700000,4166400000,58692700000,77452900000,-18760200000,11041600000,52500000,10989100000,69734300000,73900700000,2071600000,1766800000,304800000,3837700000,2.51e+09,1327700000,3274200000,75300000,883400000,2315500000,9183500000,24553500000,20098700000,7427800000,12670900000,44652200000,53835700000,9.809e+09,10095300000,-187900000,19716400000,348600000,2.0065e+10,73900700000,733900000,733900000,645200000,327200000,-157200000,1549100000,-41300000,-1289300000,-1762600000,-333900000,641600000,12400000,12400000,-6400000,313700000,100200000,100200000,100200000,1603400000,28391200000,0.67205,0.22206,0.16999,0.03656,0.00993,0.45368,2.68307,0.38418,1.48529,1.48047,8.73759,39.9244,0.67613,0.01557,0.45521,17.3656,29.05865
"40","2020_Q1",85.0225806451613,"Up",3.616e+09,-1137200000,2478800000,-2027700000,-640900000,-1386800000,451100000,-282700000,-290900000,8200000,168400000,-80300000,88100000,43600000,2.1e+07,152700000,152700000,8e+05,153500000,153500000,449500000,246800000,202700000,1705100000,1705100000,1169200000,7.54e+08,156300000,172800000,339100000,4077800000,60138100000,79145700000,-19007600000,11676400000,52500000,11623900000,71814500000,75892300000,2329400000,2085800000,243600000,4.437e+09,2838300000,1598700000,3532700000,114300000,1357800000,2060600000,10299100000,25126800000,20487500000,7588200000,12899300000,45614300000,55913400000,9.879e+09,9900900000,-147700000,19632200000,346700000,19978900000,75892300000,152700000,152700000,640900000,-238700000,365300000,920200000,-4500000,-1784900000,-1786900000,-3.48e+08,1219700000,20600000,20600000,-82800000,809500000,-57199999.9999999,-57200000,-57200000,1.092e+09,29563800000,0.68551,0.12475,0.04245,0.00768,0.00202,0.39594,2.79862,0.38955,0.3107,0.30953,7.31926,39.73815,0.7044,0.00716,2.2671,26.66145,64.54068
"41","2020_Q2",74.0033333333333,"Down",3747500000,-1.151e+09,2596500000,-1844900000,-672200000,-1172700000,751600000,-296500000,-292100000,-4400000,455100000,61100000,516200000,-46500000,29600000,499300000,499300000,-4100000,495200000,495200000,1739800000,1554600000,185200000,1741500000,1741500000,1195900000,614800000,219100000,130400000,265300000,5.292e+09,61048900000,8.0417e+10,-19368100000,11383100000,52500000,11330600000,7.2432e+10,7.7724e+10,1901300000,1593400000,307900000,6573800000,4464100000,2109700000,3179600000,156800000,1255400000,1767400000,11654700000,2.5783e+10,20213800000,7668500000,12545300000,45996800000,57651500000,9906100000,10038800000,-216500000,19728400000,344100000,20072500000,7.7724e+10,499300000,499300000,672200000,114700000,-670500000,615700000,2900000,-1767600000,-1.766e+09,-363700000,2744200000,56100000,56100000,-48100000,2388500000,1238200000,1238200000,1238200000,1423800000,32356800000,0.69286,0.20056,0.13214,0.02467,0.00637,0.45407,2.87216,0.4163,1.00122,0.99716,7.57688,39.88784,0.73535,0.01182,0.73445,21.50372,40.73576
"42","2020_Q3",75.296875,"Up",3.494e+09,-964900000,2529100000,-1806400000,-679500000,-1126900000,722700000,-279700000,-2.94e+08,14300000,4.43e+08,64900000,507900000,-12600000,19200000,514500000,514500000,6300000,520800000,520800000,541100000,348800000,192300000,1791500000,1791500000,1279800000,660800000,241500000,150100000,269200000,4273200000,61926800000,81704200000,-19777400000,11604800000,52500000,11552300000,73531600000,77804800000,1889300000,1.628e+09,261300000,5214300000,3076600000,2137700000,3018400000,102500000,1212500000,1703400000,1.0122e+10,26637700000,20703200000,7811200000,1.2892e+10,47340900000,57462900000,9958400000,10221900000,-172900000,20007400000,334500000,20341900000,77804800000,514500000,514500000,679500000,2.56e+08,-319500000,1130500000,-2e+07,-1425200000,-1481600000,-340900000,-507800000,54900000,54900000,-21200000,-8.15e+08,-1166100000,-1166100000,-1166100000,1402200000,3.1852e+10,0.72384,0.20684,0.14906,0.0256,0.00669,0.42217,2.82485,0.40938,1.05073,1.04718,7.04926,40.36557,0.68778,0.01182,0.65457,22.32984,43.32489
"43","2020_Q4",79.95953125,"Up",4066400000,-1200400000,2.866e+09,-1922800000,-644600000,-1278200000,943200000,-285800000,-291300000,5500000,657400000,74900000,732300000,1200000,14700000,748200000,748200000,4e+05,748600000,748600000,618700000,409700000,2.09e+08,1850700000,1850700000,1267300000,601500000,316700000,115200000,169600000,4338200000,62786400000,8.2903e+10,-20116600000,11564700000,52500000,11512200000,74351100000,78689300000,1990600000,1659600000,3.31e+08,4308600000,2.397e+09,1911600000,2.748e+09,62400000,942700000,1742900000,9047200000,28155500000,2.0852e+10,8011400000,12840600000,49007500000,58054700000,9879900000,10621400000,-135400000,20365900000,268700000,20634600000,78689300000,748200000,748200000,644600000,-234200000,17400000,1.176e+09,-19400000,-1409600000,-1459700000,-351100000,561300000,25500000,25500000,7099999.99999988,242800000,-40900000,-40900000,-40900000,1587800000,32464100000,0.7048,0.23195,0.18409,0.03628,0.00951,0.47951,2.81346,0.41256,1.50871,1.50684,8.19532,41.04492,0.7076,0.01487,0.46901,20.0563,33.76315
"44","2021_Q1",74.945737704918,"Down",3610600000,-1053400000,2557200000,-1.987e+09,-686500000,-1300500000,570200000,-246700000,-288300000,41600000,323500000,66200000,389700000,17400000,27600000,434700000,434700000,799999.999999999,435500000,435500000,593500000,392700000,200800000,1842700000,1842700000,1.31e+09,605300000,1.27e+08,94700000,198300000,4351500000,63901600000,8.4313e+10,-20411400000,12504100000,52500000,12451600000,76405700000,80757200000,1977300000,1709700000,267600000,4565400000,2479300000,2086100000,3.384e+09,78800000,1476400000,1828800000,9926700000,28986400000,21069600000,8240900000,12492300000,5.0056e+10,59982700000,9948200000,10687800000,-85100000,20550900000,223600000,20774500000,80757200000,434700000,434700000,686500000,83200000,-293700000,910700000,2e+06,-1527300000,-1526600000,-369200000,2436700000,18500000,18500000,-1495600000,590400000,-25500000,-25500000,-25500000,1256700000,33551800000,0.70825,0.15792,0.12062,0.02096,0.00539,0.43836,2.88732,0.41547,0.87725,0.87422,7.27305,41.39693,0.7437,0.01067,0.84776,26.22607,57.8013
"45","2021_Q2",80.7631746031746,"Up",4281100000,-1560700000,2720400000,-1910100000,-696300000,-1213800000,810300000,-268500000,-290200000,21700000,541800000,6.3e+07,604800000,-54500000,28500000,578800000,578800000,-3800000,5.75e+08,5.75e+08,472300000,273200000,199100000,1858400000,1858400000,1271900000,655800000,124500000,72100000,271600000,4258400000,64696100000,85612900000,-20916800000,14030600000,52500000,13978100000,78726700000,82985100000,2028100000,1703900000,324200000,5178600000,3048400000,2130200000,3013400000,39100000,1397900000,1576400000,10220100000,30214800000,21330200000,8349900000,12636900000,5.1545e+10,61765100000,10110900000,10892700000,-30800000,20972800000,247200000,2.122e+10,82985100000,578800000,578800000,696300000,12599999,-1404900000,-117200001,-12100000,-1463300000,-1634200000,-3.72e+08,1946900000,184600000,184600000,-122400000,1637100000,-114300001,-114300001,-114300001,1506600000,35393400000,0.63544,0.18927,0.13431,0.0271,0.00693,0.41667,2.9107,0.4265,1.15681,1.15424,8.61287,42.19381,0.7484,0.01215,0.64696,23.17875,43.09651
"46","2021_Q3",82.565625,"Up",3826500000,-1.124e+09,2702500000,-1892600000,-707300000,-1185300000,809900000,-268500000,-301600000,33100000,541400000,63200000,604600000,-61200000,30400000,573800000,573800000,4400000,578200000,578200000,534400000,312700000,221700000,2073800000,2073800000,1188400000,809200000,133900000,214700000,270800000,4605800000,65664500000,87056300000,-21391800000,14087900000,52500000,14035400000,79752400000,84358200000,1915600000,1641600000,2.74e+08,5586500000,3.128e+09,2458500000,2926500000,47800000,1243500000,1635200000,10428600000,30659300000,21640400000,8382100000,12918200000,52299700000,62728300000,1.0183e+10,11098700000,9.7e+07,21378700000,251200000,21629900000,84358200000,573800000,573800000,707300000,200600001,-320600000,1161100001,-18900000,-1301400000,-1595600000,-374500000,850800000,72299999,72299999,-78400000,470199999,35699999.9999999,35700000.0000001,35700000.0000001,1517200000,36245800000,0.70626,0.21166,0.1511,0.02673,0.00685,0.44165,2.90007,0.42967,1.16324,1.16066,7.69829,43.01042,0.75343,0.01198,0.6477,23.5377,44.09359
"47","2021_Q4",80.49234375,"Down",4.623e+09,-1441400000,3181600000,-2074200000,-700300000,-1373900000,1107400000,-324300000,-303700000,-20600000,783100000,66600000,849700000,-69800000,1.7e+07,796900000,796900000,-9e+05,7.96e+08,7.96e+08,1591100000,1372700000,218400000,2050399999,2050399999,978500000,1165100000,135100000,369200000,434200000,5785099999,66691200000,88568200000,-2.1877e+10,13860800000,52500000,13808300000,8.0552e+10,86337099999,1946800000,1597100000,349700000,5025800000,2.504e+09,2521800000,2981399999,106500000,1046599999,1828300000,9953999999,32056500000,21799400000,8644800000,12832400000,53855900000,63809899999,10480400000,1.1523e+10,274700000,22278100000,249100000,22527200000,86337099999,796900000,612018336.940904,700300000,-2.5e+07,456900000,1929100000,-9600000,-1287900000,-1676400000,-376200000,1260800000,291100001,291100001,-361400000,814300001,1067000001,1067000001,1067000001,1807700000,37082300000,0.68821,0.23954,0.17218,0.03534,0.00922,0.58118,2.83257,0.42951,1.58808,1.58374,9.22324,44.44653,0.75055,0.0144,0.47261,19.63335,32.04912
"48","2022_Q1",87.9701612903226,"Up",4061400000,-1340200000,2721200000,-2025900000,-721800000,-1304100000,695300000,-296400000,-303600000,7200000,398900000,53900000,452800000,7e+07,15800000,538600000,538600000,300000.000000001,538900000,538900000,671800000,403400000,268400000,1941600000,1941600000,681300000,4514500000,323200000,194400000,955700000,7809200000,66001300000,86806400000,-20805100000,13858200000,52500000,13805700000,79859500000,87668700000,2327800000,2054600000,273200000,2.614e+09,2.614e+09,2815536225.5673,7484900000,75400000,1586400000,5823100000,12426700000,31300700000,21217800000,8202500000,12686900000,52518500000,64945200000,7172600000,11667100000,3636800000,22476500000,2.47e+08,22723500000,87668700000,538600000,705616214.416939,721800000,130400000,-523899999,866900001,-13100000,-1455900000,-1527700000,-396800000,344500000,52499999.9999999,52499999.9999999,-314700000,-314500000,-975299999,-975299999,-975299999,1417100000,33914700000,0.67002,0.1712,0.13269,0.02372,0.00615,0.62842,2.85806,0.38685,1.07515,1.07221,8.10281,44.84236,0.79165,0.01202,0.73631,23.4584,47.81087
"49","2022_Q2",96.2087096774193,"Up",4592600000,-1500700000,3091900000,-2103800000,-792400000,-1311400000,988100000,-311100000,-313400000,2300000,6.77e+08,78200000,755200000,-52800000,15700000,718100000,718100000,-3400000,714700000,714700000,884100000,675600000,208500000,1936600000,1936600000,966800000,4480500000,239100000,310700000,890600000,8.268e+09,6.7878e+10,8.9175e+10,-2.1297e+10,13685400000,52500000,13632900000,81563400000,89831400000,2033400000,1694300000,339100000,6388700000,3380300000,3008400000,5146500000,1.3e+08,1485200000,3531300000,13568600000,30855700000,2.1369e+10,8324900000,12728800000,52224700000,65793300000,11375600000,11985100000,430600000,23791300000,246800000,24038100000,89831400000,718100000,718100000,792400000,174500000,-62800000,1622200000,-11100000,-1643700000,-2893200000,-398800000,1415200000,809500000,809500000,-280800000,1545100000,274100000,274100000,274100000,1780500000,37244400000,0.67324,0.21515,0.15562,0.02973,0.00796,0.60935,2.73704,0.4146,1.42588,1.42199,9.16259,47.46549,0.79564,0.01347,0.558,20.4214,36.7982
"50","2022_Q3",96.7359375,"Up",4639700000,-1564400000,3075300000,-2118400000,-802600000,-1315800000,956900000,-340300000,-327600000,-12700000,616600000,123200000,739800000,-5.4e+07,-1.65e+08,520800000,520800000,3700000,524500000,524500000,767300000,575300000,1.92e+08,2349300000,2349300000,1102300000,5152100000,284600000,453500000,1370700000,9.371e+09,68708200000,9.0471e+10,-21762800000,12782100000,52500000,12729600000,81490300000,90861300000,2493600000,2198200000,295400000,4606700000,2.13e+09,2476700000,5347700000,179700000,1350200000,3817800000,1.2448e+10,32982699999,21133600000,8.481e+09,12361900000,54116299999,66564299999,1.1396e+10,12108600000,551400000,2.4056e+10,2.41e+08,2.4297e+10,90861299999,520800000,520800000,802600000,548300000,-503200000,1368500000,1200000,-1478900000,-1305800000,-404700000,643600000,3200000,3200000,-409100000,-1.67e+08,-104300000,-104300000,-104300000,1759500000,37589399999,0.66282,0.20624,0.11305,0.02159,0.00577,0.75281,2.73961,0.4137,1.02118,1.01813,9.03327,46.83587,0.78793,0.01119,0.77159,20.92759,38.48061
