"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","income_taxes_receivable","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"34","2019_Q3",34.59109375,"Up",8471720,-2206581,6265139,-3534976,-2810942,-724034,2730163,-34530,-32615,2695633,2695633,-596184,2099449,2099449,2099449,2099449,9893953,9893953,6227555,6227555,2783030,518512,0,18904538,302977,24153583,10270408,37227,24456560,43361098,1532186,289762,1135579,3600598,891650,5132784,4475207,2814535,4475207,9607991,14443075,19310032,33753107,33753107,43361098,2099449,697974,187936,90637.0000000002,3075996,-32139,-575205,-607344,-1048887,121950,121950,-1926937,541715,541715,541715,3428137,0,4082819,0.73954,0.32227,0.24782,0.0622,0.04842,1.94471,3.6831,0.28466,0,0.12013,0.11683,0.48475,1.93136,0.23362,0.06002,0.08236,0.1068,0.4996,-2.8861,-3.62394
"35","2019_Q4",33.32046875,"Down",9936922,-2327938,7608984,-3726951,-3083695,-643256,3882033,-29592,-21651,3852441,3852441,-963735,2888706,2888706,2888706,2888706,10308125,10308125,7735323,7735323,3214560,533772,0,21258008,311841,23931825,10138025,37227,24243666,45501674,2053173,209085,1409202,3021131,822159,5074304,4458989,2715632,4458989,9533293,14820547,21147834,35968381,35968381,45501674,2888706,677820,207464,-1947760,1826230,-42467,-422460,-464927,-1050904,103773,103773,-947131,414172,414172,414172,4559853,0,3533361,0.76573,0.39067,0.2907,0.08031,0.06349,1.22316,4.18934,0.26505,0,0.16487,0.15998,0.56716,2.05292,0.20167,0.05998,0.09745,0.0874,0.3638,-2.26063,-2.65534
"36","2020_Q1",32.8940322580645,"Down",8025455,-2291110,5734345,-3785286,-3182212,-603074,1949059,146249,122782,2095308,1986308,72590,2058898,2058898,2058898,2058898,11435499,11435499,5026558,5026558,4703085,704316,765110,21165142,341145,23690410,9985985,37227,24031555,45196697,1843113,204075,1639038,2940364,380787,4783477,2731616,2731616,2731616,7515093,15327069,22354535,37681604,37681604,45196697,2058898,679417,251178,1133560,4123053,-62139,-405671,-467810,-1052136,204825,204825,-2529667,1125576,1125576,1125576,2628476,0,3627307,0.71452,0.24286,0.25655,0.05464,0.04555,1.76177,4.42464,0.19944,0,0.11731,0.1131,0.45728,2.14707,0.20668,0.05995,0.07698,0.08976,0.51102,-4.35062,-5.86719
"37","2020_Q2",43.4265079365079,"Up",9401000,-2643000,6758000,-4040000,-3514000,-526000,2718000,15000,11000,2733000,2733000,-675000,2058000,2058000,2058000,2058000,12610446,12610446,6353416,6353416,4129141,561129,87078,23093003,334763,24335302,9946899,808080,24670065,47763068,2182587,584944,1597643,3450521,271739,5633108,2943783,2703711,2943783,8576891,15829744,23356433,39186177,39186177,47763068,2058000,671000,339000,-434000,2634000,-32000,-507000,-539000,-1056000,136000,136000,-920000,1175000,1175000,1175000,3389000,0,3598000,0.71886,0.28912,0.21891,0.05252,0.04309,1.7483,4.09951,0.21888,0,0.11687,0.11242,0.53387,2.22535,0.20433,0.05997,0.07391,0.0854,0.51312,-3.72099,-4.6396
"38","2020_Q3",63.38359375,"Up",10350000,-2666000,7684000,-4857000,-4109000,-748000,2827000,9000,11000,2836000,2836000,-686000,2150000,2150000,2150000,2150000,12248652,12248652,7244344,7244344,5182922,612505,457232,24675918,335298,24188687,10020503,674736,24523985,49199903,2151536,624645,1526891,3329500,183310,5481036,2856741,2714398,2856741,8337777,16414353,24447773,40862126,40862126,49199903,2150000,674000,428000,-2061000,1191000,-41000,-620000.000000001,-661000,-1059000,167000,167000,-891999.999999999,-362000,-362000,-362000,3501000,0,2085000,0.74242,0.27314,0.20773,0.05262,0.0437,0.96977,4.50205,0.20405,0,0.12189,0.11746,0.58679,2.31666,0.11821,0.06004,0.0734,0.04769,0.49256,-3.49862,-4.33274
"39","2020_Q4",65.550625,"Up",12298000,-2666000,9632000,-5775000,-5023000,-752000,3857000,4000,5000,3861000,3780000,-844000,2936000,2936000,2936000,2936000,7354496,7354496,10853452,10853452,3975639,745468,392099,22183587,356784,39038756,18030701,1069365,39395540,61579127,2800720,663337,2137383,4984325,428611,7785045,7207194,2775398,7207194,14992239,20239234,26317194,46586888,46586888,61579127,2936000,789000,502000,-1948000,2279000,-33000,-606000,-6311000,-1066000,204000,204000,-862000,-4894000,-4894000,-4894000,4646000,0,3509000,0.78322,0.31363,0.23874,0.06302,0.04768,1.19516,2.84951,0.32181,0,0.16554,0.15966,0.69339,2.62666,0.19784,0.0601,0.07439,0.06523,0.36308,-1.58297,-1.90679
"40","2021_Q1",72.612131147541,"Up",9540000,-2674000,6866000,-4663000,-3714000,-949000,2203000,-246000,-27000,1957000,2038000,150000,2188000,2188000,2188000,2188000,116011000,49207000,7422000,7422000,5659000,1596000,970000,129092000,438000,38892000,11898000,7065000,39330000,168422000,2602000,351000,2251000,2904000,3e+05,5506000,6881000,2354000,6881000,12387000,128541000,27436000,156035000,156035000,168422000,2188000,828000,133000,1659000,4808000,-125000,-67869000,-67994000,-1069000,123000,123000,105040000,41854000,41854000,41854000,3031000,0,4415000,0.71971,0.23092,0.22935,0.01402,0.01299,2.01782,23.4457,0.07939,0,0.11961,0.11424,0.52152,8.52991,0.24135,0.05844,0.01999,0.0271,0.48857,-38.27483,-52.66046
"41","2021_Q2",56.7607936507937,"Down",10701000,-2433000,8268000,-5217000,-4408000,-809000,3051000,66000,61000,3117000,2996000,-517000,2479000,2479000,2479000,2479000,118766000,27651000,7331000,7331000,5135000,1738000,560000,131232000,596000,38642000,11541000,7309000,39238000,170470000,2632000,332000,2300000,2845000,244000,5477000,6962000,2401000,6962000,12439000,129253000,28720000,158031000,158031000,170470000,2479000,865000,1330000,659000,5333000,-205000,-25669000,-25874000,-1195000,180000,180000,-1015000,-21556000,-21556000,-21556000,3916000,0,4887000,0.77264,0.28511,0.23166,0.01569,0.01454,1.97136,23.96056,0.07871,0,0.12439,0.11919,0.53693,7.9293,0.24521,0.05996,0.02227,0.02962,0.48205,-30.3284,-38.92691
"42","2021_Q3",45.24875,"Down",13147000,-2911000,10236000,-6750000,-5458000,-1292000,3486000,-184000,-61000,3302000,3423000,-212000,3211000,3211000,3211000,3211000,117752000,42385000,11306000,11306000,6495000,1408000,1250000,135553000,924000,39292000,11184000,8454000,40216000,175769000,3291000,4e+05,2891000,3250000,523000,6541000,7731000,2360000,7731000,14272000,130713000,30730000,161497000,161497000,175769000,3211000,911000,1527000,-4348000,1301000,-378000,14356000,13978000,-1201000,656000,656000,-545000.000000015,14734000,14734000,14734000,4397000,0,-117000,0.77858,0.26516,0.24424,0.01988,0.01827,-0.03644,20.72359,0.08837,0,0.16111,0.15438,0.65966,8.10321,-0.00587,0.06026,0.02607,-0.00069,0.37403,-26.78008,-33.77854
"43","2021_Q4",46.8775,"Up",12777000,-2471000,10306000,-5764000,-5094000,-670000,4542000,-51000,-751272.795389437,4491000,4491000,-704000,3787000,3787000,3787000,3787000,119759000,58811000,12962000,12962000,5977000,1602000,492000,138698000,1260000,39125000,18152000,1456000,40385000,179083000,2912000,298000,2598000,4428000,542000,7340000,6345000,2270000,6345000,13685000,131994000,33310000,165398000,165398000,179083000,3787000,886000,1252000,-1629000,4296000,-383000,13144000,12761000,-1207000,576000,576000,-631000,16426000,16426000,16426000,5428000,0,4120000,0.80661,0.35548,0.29639,0.0229,0.02115,1.08793,18.89619,0.08274,0,0.19002,0.18208,0.64109,8.29895,0.20672,0.06056,0.02908,0.02399,0.31872,-22.06319,-26.36702
"44","2022_Q1",42.7043548387097,"Down",9841000,-2785000,7056000,-6882000,-5606000,-1276000,174000,1000.00000000001,-2339818.38616831,175000,175000,130000,305000,305000,305000,305000,123604000,36984000,9851000,9851000,5858000,4846000,1012000,139313000,1838000,38827000,10469000,8973000,40665000,179978000,5991000,387000,5604000,5583000,651000,11574000,2622000,1726000,2622000,14196000,133418000,32407000,165782000,165782000,179978000,305000,928000,748000,6292000,8273000,-661000,-26946000,-27607000,-1208000,49000,49000,-2493000,-21827000,-21827000,-21827000,1102000,0,6603000,0.717,0.01768,0.03099,0.00184,0.00169,21.64918,12.03672,0.08563,0,0.01509,0.01469,0.48689,8.20216,0.32669,0.05977,0.00898,0.03921,3.96066,-112.16334,-710.36782
"45","2022_Q2",47,"Up",12417000,-2756000,9661000,-5870000,-4988000,-882000,3791000,65000,-5156636.77233662,3856000,3856000,-830000,3026000,3026000,3026000,3026000,124340000,41680000,11823000,11823000,3743000,1676000,584000,139906000,2339000,38749000,18301000,1196000,41088000,180994000,3986000,19000.0000000001,3967000,5629000,568000,9615000,2923000,2113000,2923000,12538000,134512000,34224000,168456000,168456000,180994000,3026000,845000,1603000,-1892000,3582000,-561000,2512000,1951000,-1209000,372000,372000,-837000,4696000,4696000,4696000,4636000,0,3013000,0.77805,0.30531,0.2437,0.01796,0.01672,0.995699999999996,14.55081,0.07443,0,0.14971,0.1457,0.61434,8.33445,0.14907,0.05982,0.02471,0.01758,0.399539999999999,-26.82053,-32.79873
"46","2022_Q3",58.200625,"Up",14796000,-2830000,11966000,-6486000,-5584000,-902000,5480000,53000,-9531727.95389437,5533000,5533000,-1124000,4409000,4409000,4409000,4409000,124565000,60373000,15039000,15039000,4022000,3573000,449000,143626000,634000,40784000,9754000,10232000,41418000,185044000,2634000,414000,2220000,6370000,1241000,9004000,3464000,2150000,3464000,12468000,135472000,37422000,172576000,172576000,185044000,4409000,995000,1424000,-4231000,2597000,-149000,17287000,17138000,-1211000,169000,169000,-1042000,18693000,18693000,18693000,6475000,0,3219000,0.80873,0.37037,0.29799,0.02555,0.02383,0.7301,15.95135,0.07225,0,0.21814,0.2123,0.73204,8.53829,0.15926,0.05991,0.03192,0.01829,0.27467,-19.23784,-22.73084
