"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","derivative_hedging_assets_short_term","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","derivative_hedging_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","interest_dividends_payable","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"25","2016_Q2",34.04046875,"Up",2772273000,-1182214000,1590059000,-1100189000,-577410000,-320020000,-202759000,489870000,-119908000,-156443000,13182000,23353000,369962000,369962000,-128650000,241312000,241312000,241312000,241312000,101491000,101491000,729386000,729386000,520054000,1381686000,334968000,23293000,842912000,2732617000,31433406000,4903821000,55612000,4848209000,36337227000,39069844000,1656406000,809656000,525934000,320816000,839516000,1.83e+08,656516000,692646000,27553000,665093000,3188568000,13148395000,12061247000,812998000,6493644000,4754605000,25209642000,28398210000,7159821000,1269882000,5889939000,3620421000,-108608000,10671634000,10671634000,39069844000,241312000,323761000,189457000,48020000,802550000,-700319000,-109373000,115845000,-694107000,-162410000,83794000,-91892000,16551000,16551000,16551000,813631000,13987911000,289982000,0.57356,0.1767,0.08704,0.02261,0.00618,1.20169,0.857,2.66109,0.35802,0.4744,0.47395,5.45007,20.97961,0.57008,0.31929,6,0.01099,0.0079,0.67303,17.06722,28.34715
"26","2016_Q3",35.46,"Up",2499849000,-954371000,1545478000,-1113897000,-596978000,-322534000,-194385000,431581000,-130389000,-162980000,9617000,22974000,301192000,301192000,-104397000,196795000,196795000,196795000,196795000,76711000,76711000,689564000,689564000,526785000,1411039000,242044000,46953000,915398000,2704099000,31823282000,4962783000,50644000,4912139000,36786065000,39490164000,1594384000,921973000,330398000,342013000,1157151000,4.47e+08,710151000,754846000,26542000,728304000,3506381000,13104770000,12175879000,825614000,6619681000,4730584000,25280649000,28787030000,7166276000,1269882000,5896394000,3643653000,-106795000,10703134000,10703134000,39490164000,196795000,326575000,121646000,-22540000,622476000,-712810000,-210507000,176014000,-749213000,-172703000,274660000,101957000,-24780000,-24780000,-24780000,758156000,14261921000,127203000,0.61823,0.17264,0.07872,0.01839,0.00498,0.64637,0.77119,2.68959,0.36115,0.38668,0.38626,4.91197,21.03066,0.24994,0.33935,4,0.00995,0.00341999999999999,0.87758,18.71015,32.86801
"27","2016_Q4",33.4057142857143,"Down",3040147000,-1113477000,1926670000,-1099616000,-590009000,-328503000,-181104000,827054000,-130847000,-165857000,9701000,25309000,696207000,696207000,-238412000,457795000,457795000,457795000,457795000,353385000,353385000,754248000,754248000,614908000,1353622000,229996000,42860000,885463000,3076163000,32206696000,5041891000,51369000,4990522000,37248587000,40324750000,1666680000,916534000,422437000,327709000,1075567000,3.66e+08,709567000,711725000,25201000,686524000,3453972000,13402583000,12480253000,843739000,6851873000,4784641000,25882836000,29336808000,7168778000,1269882000,5898896000,3924125000,-104961000,10987942000,10987942000,40324750000,457795000,332346000,246514000,-36340000,1000315000,-773354000,-70151000,82360000,-762937000,-172704000,214021000,39296000,276674000,276674000,276674000,1159400000,14478150000,588118000,0.63374,0.27204,0.15058,0.04166,0.01135,1.28468,0.89062,2.66991,0.35904,0.89951,0.8984,5.97348,21.58981,1.15557,0.33934,6,0.01662,0.0155,0.37725,12.18282,17.07841
"28","2017_Q1",35.7383870967742,"Up",2794731000,-1236938000,1557793000,-1066298000,-535603000,-331943000,-198752000,491495000,-154856000,-161720000,9500000,-2636000,336639000,336639000,-109541000,227098000,227098000,227098000,227098000,85000000.0000001,85000000.0000001,7.76e+08,7.76e+08,6.04e+08,1.377e+09,2.45e+08,3.8e+07,1.094e+09,2.842e+09,3.2842e+10,5.471e+09,5e+07,5.421e+09,3.8313e+10,4.1155e+10,1.847e+09,1.045e+09,4.57e+08,3.45e+08,6.47e+08,3.92e+08,2.55e+08,7.53e+08,2.7e+07,7.26e+08,3.247e+09,1.4195e+10,1.2692e+10,1.112e+09,6.784e+09,4.796e+09,2.6887e+10,3.0134e+10,7.149e+09,1.268e+09,5.881e+09,3.982e+09,-1.1e+08,1.1021e+10,1.1021e+10,4.1155e+10,227098000,336318000,120383000,-57140000,626659000,-1008517000,-156969000,106781000,-1054743000,-173183000,361525000,159639000,-268445000,-268445000,-268445000,827813000,1.4842e+10,-128303000,0.5574,0.17586,0.08126,0.02061,0.00552,-0.56497,0.87527,2.73423,0.36064,0.44648,0.44559,5.49454,21.66767,-0.25225,0.34048,6,0.01038,-0.00333,0.76259,17.82649,30.02472
"29","2017_Q2",39.1388888888889,"Up",2.946e+09,-1.299e+09,1.647e+09,-1.155e+09,-5.8e+08,-3.65e+08,-2.1e+08,4.92e+08,-1.36e+08,-1.66e+08,8e+06,2.2e+07,3.56e+08,3.56e+08,-1.17e+08,2.39e+08,2.39e+08,2.39e+08,2.39e+08,73985000,73985000,781248000,781248000,519081000,1258840000,322201000,20885000,915754000,2633154000,33158384000,5493803000,48681000,5445122000,38652187000,41285341000,1740407000,861506000,544177000,334724000,1360448000,6.05e+08,755448000,607121000,26706000,580415000,3707976000,13696461000,12810793000,964398000,6999546000,4846849000,26507254000,30215230000,7142340000,1269407000,5872933000,4036352000,-108581000,11070111000,11070111000,41285341000,2.39e+08,3.69e+08,2.37e+08,-1.27e+08,7.18e+08,-7.49e+08,-1.73e+08,1.77e+08,-7.48e+08,-1.73e+08,2.13e+08,1.9e+07,-1.1e+07,-1.1e+07,-1.1e+07,8.61e+08,15056909000,1.02e+08,0.55906,0.16701,0.08113,0.02159,0.00579,0.42678,0.71013,2.72944,0.3647,0.47022,0.46976,5.79604,21.77964,0.20068,0.34036,6,0.01058,0.00262,0.72385,17.40177,30.4531
"30","2017_Q3",41.0877777777778,"Up",2.645e+09,-1.041e+09,1.604e+09,-1.137e+09,-5.72e+08,-3.66e+08,-1.99e+08,4.67e+08,-1.37e+08,-1.64e+08,7e+06,2e+07,3.3e+08,3.3e+08,-1.02e+08,2.28e+08,2.28e+08,2.28e+08,2.28e+08,61382000,61382000,759378000,759378000,542044000,1393746000,331740000,78487000,983519000,2756550000,33543843000,5560596000,50410000,5510186000,39104439000,41860989000,1672252000,973642000,339966000,358644000,1289345000,7.84e+08,505345000,729107000,28019000,701088000,3690704000,14091833000,12955297000,975606000,7130715000,4848976000,27047130000,30737834000,7150882000,1269407000,5881475000,4079068000,-106795000,11123155000,11123155000,41860989000,2.28e+08,3.7e+08,1.35e+08,-1.59e+08,5.74e+08,-7.25e+08,-1.95e+08,1.91e+08,-7.26e+08,-1.82e+08,3.23e+08,1.4e+08,-1.2e+07,-1.2e+07,-1.2e+07,8.37e+08,15381178000,5.5e+07,0.60643,0.17656,0.0862,0.0205,0.00545,0.24123,0.74689,2.76341,0.36743,0.44834,0.44782,5.20114,21.87264,0.10815,0.35789,5,0.01039,0.00139,0.79825,18.30322,32.8047
"31","2017_Q4",42.7650793650794,"Up",3.018e+09,-1.078e+09,1.94e+09,-1.115e+09,-5.36e+08,-3.71e+08,-2.08e+08,8.25e+08,-1.28e+08,-1.68e+08,7e+06,3.3e+07,6.97e+08,6.97e+08,-2.05e+08,4.92e+08,4.92e+08,4.92e+08,4.92e+08,167841000,167841000,807621000,807621000,616675000,1306737000,198908000,74533000,1033296000,2898874000,33949952000,5619968000,49124000,5570844000,39569920000,42468794000,1750428000,992498000,427275000,330655000,819415000,5.14e+08,305415000,770563000,27659000,742904000,3340406000,14572967000,13116044000,984794000,7362931000,4768319000,27689011000,31029417000,7158136000,1269407000,5888729000,4386050000,-104809000,11439377000,11439377000,42468794000,4.92e+08,3.74e+08,2.14e+08,-5e+06,1.075e+09,-7.82e+08,-6.04e+08,6.21e+08,-7.65e+08,-1.83e+08,-2.2e+07,-2.04e+08,1.06e+08,1.06e+08,1.06e+08,1.199e+09,15392382000,6.17e+08,0.64281,0.27336,0.16302,0.04301,0.01158,1.25407,0.86782,2.71251,0.36244,0.9674,0.96614,5.93416,22.49273,1.21318,0.35982,6,0.0169,0.01545,0.37195,12.6977,18.45399
"32","2018_Q1",38.7432786885246,"Down",2.795e+09,-1.196e+09,1.599e+09,-1.16e+09,-5.82e+08,-3.77e+08,-2.01e+08,4.39e+08,-1.32e+08,-1.65e+08,8e+06,2.5e+07,3.07e+08,3.07e+08,-1.18e+08,1.89e+08,1.89e+08,1.89e+08,1.89e+08,8.3e+07,8.3e+07,7.97e+08,7.97e+08,6.1e+08,1.483e+09,2.51e+08,4.4e+07,1.188e+09,2.973e+09,3.4329e+10,5.728e+09,4.8e+07,5.68e+09,4.0057e+10,4.303e+10,2.048e+09,1.243e+09,4.48e+08,3.57e+08,1.271e+09,8.14e+08,4.57e+08,7.69e+08,2.9e+07,7.4e+08,4.088e+09,1.452e+10,1.2967e+10,1.042e+09,3.845e+09,8.08e+09,2.7487e+10,3.1575e+10,7.167e+09,1.269e+09,5.898e+09,4.413e+09,-1.25e+08,1.1455e+10,1.1455e+10,4.303e+10,1.89e+08,3.82e+08,1.29e+08,5.9e+07,7.59e+08,-9.88e+08,-7.25e+08,6.56e+08,-1.057e+09,-1.83e+08,3.96e+08,2.13e+08,-8.5e+07,-8.5e+07,-8.5e+07,8.21e+08,1.5791e+10,9999999.99999988,0.57209,0.15707,0.06762,0.0165,0.00439,0.05291,0.72725,2.75644,0.36698,0.37015,0.37113,5.47396,22.43443,0.0195800000000002,0.3584,6,0.00925,0.000250000000000004,0.96825,19.13276,35.78132
"33","2018_Q2",39.27625,"Up",2.951e+09,-1.315e+09,1.636e+09,-1.156e+09,-5.57e+08,-3.83e+08,-2.16e+08,4.8e+08,-1.3e+08,-1.71e+08,6e+06,3.5e+07,3.5e+08,3.5e+08,-5.9e+07,2.91e+08,2.91e+08,2.91e+08,2.91e+08,1.16e+08,1.16e+08,8.68e+08,8.68e+08,4.92e+08,1.306e+09,2.51e+08,2.8e+07,1.027e+09,2.782e+09,3.4679e+10,5.698e+09,4.9e+07,5.649e+09,4.0377e+10,4.3159e+10,1.911e+09,1.027e+09,5.44e+08,3.4e+08,1.482e+09,1.025e+09,4.57e+08,7.29e+08,3e+07,6.99e+08,4.122e+09,1.4522e+10,1.2954e+10,8.84e+08,3.905e+09,8.165e+09,2.7476e+10,3.1598e+10,7.175e+09,1.272e+09,5.903e+09,4.51e+09,-1.24e+08,1.1561e+10,1.1561e+10,4.3159e+10,2.91e+08,3.87e+08,7.5e+07,1.34e+08,8.87e+08,-8.83e+08,-1.85e+08,1.99e+08,-8.72e+08,-1.75e+08,2.11e+08,1.8e+07,3.3e+07,3.3e+07,3.3e+07,8.67e+08,1.6004e+10,1.77e+08,0.55439,0.16266,0.09861,0.02517,0.00674,0.60825,0.67492,2.73315,0.37081,0.57171,0.57171,5.79764,22.71316,0.34774,0.34381,4,0.0115,0.00437,0.60137,18.32526,33.1
"34","2018_Q3",41.7619047619048,"Up",2.658e+09,-1.048e+09,1.61e+09,-1.16e+09,-5.78e+08,-3.77e+08,-2.05e+08,4.5e+08,-1.3e+08,-1.75e+08,1e+07,3.5e+07,3.2e+08,3.2e+08,-5.5e+07,2.65e+08,2.65e+08,2.65e+08,2.65e+08,3.32e+08,3.32e+08,8.08e+08,8.08e+08,5.11e+08,1.405e+09,2.42e+08,7.5e+07,1.088e+09,3.056e+09,3.5289e+10,5.895e+09,4.7e+07,5.848e+09,4.1184e+10,4.424e+10,1.777e+09,1.092e+09,3.16e+08,3.69e+08,1.538e+09,6.82e+08,8.56e+08,8.63e+08,2.7e+07,8.36e+08,4.178e+09,1.5311e+10,1.3101e+10,8.84e+08,3.973e+09,8.244e+09,2.8412e+10,3.259e+10,7.192e+09,1.272e+09,5.92e+09,4.58e+09,-1.22e+08,1.165e+10,1.165e+10,4.424e+10,2.65e+08,3.82e+08,5.4e+07,-1.51e+08,5.5e+08,-1.02e+09,-1.82e+08,2.06e+08,-9.93e+08,-1.84e+08,8.42e+08,6.59e+08,2.16e+08,2.16e+08,2.16e+08,8.32e+08,1.6849e+10,-2.84e+08,0.60572,0.1693,0.0997,0.02275,0.00599,-1.0717,0.73145,2.79742,0.38085,0.51961,0.51961,5.21176,22.84314,-0.55686,0.36078,4,0.01079,-0.00683,0.69434,19.85216,36.70444
"35","2018_Q4",44.6577777777778,"Up",3.048e+09,-1.107e+09,1.941e+09,-1.245e+09,-5.94e+08,-4.39e+08,-2.12e+08,6.96e+08,-1.32e+08,-1.77e+08,9e+06,3.6e+07,5.64e+08,5.64e+08,-7.3e+07,4.91e+08,4.91e+08,4.91e+08,4.91e+08,2.13e+08,2.13e+08,8.56e+08,8.56e+08,5.28e+08,1.406e+09,2.28e+08,7.6e+07,1.102e+09,3.003e+09,3.5879e+10,5.953e+09,4.2e+07,5.911e+09,4.1832e+10,4.4835e+10,1.969e+09,1.189e+09,4.28e+08,3.52e+08,9.93e+08,4.37e+08,5.56e+08,8.76e+08,3.1e+07,8.45e+08,3.838e+09,1.5508e+10,1.3324e+10,9.09e+08,4.119e+09,8.296e+09,2.8832e+10,3.267e+10,7.408e+09,1.283e+09,6.125e+09,4.876e+09,-1.19e+08,1.2165e+10,1.2165e+10,4.4835e+10,4.91e+08,4.44e+08,7.9e+07,4.2e+07,1.056e+09,-8.57e+08,-1.27e+08,1.43e+08,-8.41e+08,-1.85e+08,-3.49e+08,-3.34e+08,-1.19e+08,-1.19e+08,-1.19e+08,1.14e+09,1.6501e+10,3.98e+08,0.63681,0.22835,0.16109,0.04036,0.01095,0.81059,0.78244,2.68557,0.36804,0.96275,0.96086,5.97647,23.85294,0.78039,0.36275,3,0.0161,0.00948,0.37678,14.28772,23.4023
"36","2019_Q1",47.7840983606557,"Up",2.88e+09,-1.262e+09,1.618e+09,-1.279e+09,-6.23e+08,-4.43e+08,-2.13e+08,3.39e+08,-1.79e+08,-1.77e+08,1e+07,-1.2e+07,1.6e+08,2.08e+08,6e+06,2.14e+08,2.14e+08,2.14e+08,2.14e+08,1.47e+08,1.47e+08,8.6e+08,8.6e+08,5.48e+08,1.539e+09,2.33e+08,8.7e+07,1.219e+09,3.094e+09,3.6944e+10,5.949e+09,3.4e+07,5.915e+09,4.2893e+10,4.5987e+10,2.056e+09,1.237e+09,4.5e+08,3.69e+08,1.444e+09,1.038e+09,4.06e+08,9.6e+08,6.1e+07,8.99e+08,4.46e+09,1.5803e+10,1.3502e+10,9.94e+08,4.165e+09,8.343e+09,2.9305e+10,3.3765e+10,7.453e+09,1.285e+09,6.168e+09,4.893e+09,-1.24e+08,1.2222e+10,1.2222e+10,4.5987e+10,2.14e+08,4.46e+08,6.4e+07,-9.5e+07,6.29e+08,-1.197e+09,4.74e+08,-5.57e+08,-1.28e+09,-1.86e+08,7.44e+08,5.85e+08,-6.6e+07,-6.6e+07,-6.6e+07,7.85e+08,1.7247e+10,-5.13e+08,0.56181,0.11771,0.07431,0.01751,0.00465,-2.3972,0.69372,2.76264,0.37504,0.41553,0.41634,5.59223,23.73204,-0.996120000000001,0.36117,4,0.00931,-0.01194,0.86916,21.78344,50.44248
"37","2019_Q2",52.0125396825397,"Up",3.141e+09,-1.403e+09,1.738e+09,-1.252e+09,-5.97e+08,-4.33e+08,-2.22e+08,4.86e+08,-1.46e+08,-1.89e+08,9e+06,3.4e+07,3.4e+08,3.4e+08,-2.5e+07,3.15e+08,3.15e+08,3.15e+08,3.15e+08,9.4e+07,9.4e+07,9.74e+08,9.74e+08,4.45e+08,1.396e+09,2.66e+08,5.6e+07,1.074e+09,2.909e+09,3.7114e+10,7.827e+09,2.5e+07,7.802e+09,4.4941e+10,4.785e+10,2.076e+09,1.154e+09,5.55e+08,3.67e+08,1.254e+09,1.252e+09,2e+06,1.094e+09,5.3e+07,1.041e+09,4.424e+09,1.6118e+10,1.4979e+10,8.38e+08,4.255e+09,9.886e+09,3.1097e+10,3.5521e+10,7.46e+09,1.287e+09,6.173e+09,4.996e+09,-1.27e+08,1.2329e+10,1.2329e+10,4.785e+10,3.15e+08,4.38e+08,3.5e+07,5e+06,7.93e+08,-8.44e+08,-3.05e+08,2.97e+08,-8.52e+08,-1.87e+08,2.06e+08,6e+06,-5.3e+07,-5.3e+07,-5.3e+07,9.24e+08,1.7372e+10,1.1e+08,0.55333,0.15473,0.10029,0.02555,0.00658,0.34921,0.65755,2.88109,0.36305,0.61165,0.61047,6.09903,23.93981,0.21359,0.36311,3,0.01124,0.00246,0.59365,18.69913,35.55144
"38","2019_Q3",56.75609375,"Up",2.577e+09,-9.34e+08,1.643e+09,-1.233e+09,-5.87e+08,-4.39e+08,-2.07e+08,4.1e+08,-1.48e+08,-1.9e+08,1e+07,3.2e+07,2.62e+08,2.62e+08,-2.4e+07,2.38e+08,2.38e+08,2.38e+08,2.38e+08,3.53e+08,3.53e+08,7.37e+08,7.37e+08,4.83e+08,1.366e+09,2.16e+08,8.6e+07,1.064e+09,2.939e+09,3.7651e+10,7.994e+09,2.3e+07,7.971e+09,4.5645e+10,4.8584e+10,1.788e+09,1.057e+09,3.42e+08,3.89e+08,2.15e+09,1.597e+09,5.53e+08,1.122e+09,6.6e+07,1.056e+09,5.06e+09,1.5996e+10,1.5162e+10,8.5e+08,4.319e+09,9.993e+09,3.1158e+10,3.6218e+10,7.477e+09,1.287e+09,6.19e+09,5.024e+09,-1.35e+08,1.2366e+10,1.2366e+10,4.8584e+10,2.38e+08,4.43e+08,5e+07,-1.9e+08,5.41e+08,-8.45e+08,-1.83e+08,1.72e+08,-8.56e+08,-2e+08,7.72e+08,5.74e+08,2.59e+08,2.59e+08,2.59e+08,8.53e+08,1.8146e+10,-1.58e+08,0.63756,0.1591,0.09236,0.01925,0.0049,-0.66387,0.58083,2.92884,0.3735,0.46214,0.45946,5.00388,24.01165,-0.3068,0.38835,5,0.00959,-0.00346,0.84034,20.85932,43.39756
"39","2019_Q4",57.3009375,"Up",3.013e+09,-1.016e+09,1.997e+09,-1.239e+09,-5.8e+08,-4.47e+08,-2.12e+08,7.58e+08,-1.59e+08,-1.99e+08,1e+07,3e+07,5.99e+08,5.99e+08,-7.2e+07,5.27e+08,5.27e+08,5.27e+08,5.27e+08,8.64e+08,8.64e+08,8.21e+08,8.21e+08,5.44e+08,1.371e+09,2.32e+08,6.1e+07,1.078e+09,3.6e+09,3.8703e+10,7.937e+09,2.2e+07,7.915e+09,4.664e+10,5.024e+10,2.079e+09,1.258e+09,4.43e+08,3.78e+08,1.786e+09,9.33e+08,8.53e+08,1.156e+09,7.3e+07,1.083e+09,5.021e+09,1.6819e+10,1.5259e+10,8.56e+08,4.427e+09,9.976e+09,3.2078e+10,3.7099e+10,7.947e+09,1.311e+09,6.636e+09,5.336e+09,-1.42e+08,1.3141e+10,1.3141e+10,5.024e+10,5.27e+08,4.51e+08,2.76e+08,-3.1e+07,1.223e+09,-1.329e+09,1.6e+07,-1.08e+08,-1.421e+09,-2e+08,4.55e+08,7.09e+08,5.11e+08,5.11e+08,5.11e+08,1.209e+09,1.8605e+10,-7.9e+07,0.66279,0.25158,0.17491,0.0401,0.01049,-0.14991,0.71699,2.82315,0.37032,1.01152,1.01346,5.78311,25.22265,-0.15163,0.38388,5,0.01547,-0.00168,0.37951,14.67411,23.40501
"40","2020_Q1",60.1309677419355,"Up",2.798e+09,-1.115e+09,1.683e+09,-1.233e+09,-5.74e+08,-4.46e+08,-2.13e+08,4.5e+08,-1.88e+08,-1.95e+08,1e+07,-3e+06,2.62e+08,2.99e+08,-7e+06,2.92e+08,2.92e+08,2.92e+08,2.92e+08,2.48e+08,2.48e+08,8.37e+08,8.37e+08,5.44e+08,1.484e+09,2.28e+08,5.5e+07,1.201e+09,3.113e+09,3.9483e+10,7.852e+09,2.2e+07,7.83e+09,4.7335e+10,5.0448e+10,2.164e+09,1.294e+09,4.66e+08,4.04e+08,1.297e+09,5.95e+08,7.02e+08,1.107e+09,3.8e+07,1.069e+09,4.568e+09,1.7407e+10,1.5234e+10,7.85e+08,4.509e+09,9.94e+09,3.2641e+10,3.7209e+10,7.967e+09,1.311e+09,6.656e+09,5.413e+09,-1.41e+08,1.3239e+10,1.3239e+10,5.0448e+10,2.92e+08,4.53e+08,-3e+07,-9000000.00000003,7.06e+08,-1.207e+09,4.52e+08,-4.59e+08,-1.214e+09,-2.04e+08,9.5e+07,-1.08e+08,-6.16e+08,-6.16e+08,-6.16e+08,9.03e+08,1.8704e+10,-3.06e+08,0.6015,0.16083,0.10436,0.02206,0.00579,-1.04795,0.68148,2.81056,0.37076,0.55619,0.55513,5.32952,25.21714,-0.58286,0.38857,5,0.01051,-0.00649,0.69863,20.43854,41.01333
"41","2020_Q2",58.554126984127,"Down",2.811e+09,-1.091e+09,1.72e+09,-1.265e+09,-5.79e+08,-4.63e+08,-2.23e+08,4.55e+08,-1.76e+08,-1.99e+08,1.1e+07,1.2e+07,2.79e+08,2.89e+08,6e+06,2.95e+08,2.95e+08,2.95e+08,2.95e+08,2.44e+08,2.44e+08,8.39e+08,8.39e+08,4.88e+08,1.412e+09,2.98e+08,4.5e+07,1.069e+09,2.983e+09,4.0776e+10,7.374e+09,3.9e+07,7.335e+09,4.815e+10,5.1133e+10,1.942e+09,9.96e+08,5.53e+08,3.93e+08,2.867e+09,1.765e+09,1.102e+09,1.03e+09,5.2e+07,9.78e+08,5.839e+09,1.701e+10,1.4982e+10,6.22e+08,4.492e+09,9.868e+09,3.1992e+10,3.7831e+10,7.972e+09,1.313e+09,6.659e+09,5.478e+09,-1.48e+08,1.3302e+10,1.3302e+10,5.1133e+10,2.95e+08,4.66e+08,8.3e+07,-1.75e+08,6.69e+08,-1.607e+09,-5e+06,6e+06,-1.606e+09,-2.04e+08,1.17e+09,9.33e+08,-4e+06,-4e+06,-4e+06,9.21e+08,1.9877e+10,-8.67e+08,0.61188,0.16186,0.10494,0.02218,0.00577,-2.93898,0.51088,2.84401,0.38873,0.56084,0.55977,5.34411,25.28897,-1.64829,0.38783,5,0.01036,-0.018,0.69153,21.31705,43.14945
"42","2020_Q3",63.809375,"Up",2.586e+09,-9.27e+08,1.659e+09,-1.237e+09,-5.5e+08,-4.73e+08,-2.14e+08,4.22e+08,-1.6e+08,-2.08e+08,6e+06,4.2e+07,2.62e+08,2.74e+08,1.3e+07,2.87e+08,2.87e+08,2.87e+08,2.87e+08,1.625e+09,1.625e+09,7.99e+08,7.99e+08,4.87e+08,1.479e+09,2.81e+08,7.2e+07,1.126e+09,4.39e+09,4.1124e+10,7.942e+09,3.8e+07,7.904e+09,4.9066e+10,5.3456e+10,1.957e+09,1.188e+09,3.43e+08,4.26e+08,2.511e+09,1.41e+09,1.101e+09,1.005e+09,4e+07,9.65e+08,5.473e+09,1.9463e+10,1.5135e+10,6.36e+08,4.569e+09,9.93e+09,3.4598e+10,4.0071e+10,7.992e+09,1.313e+09,6.679e+09,5.538e+09,-1.45e+08,1.3385e+10,1.3385e+10,5.3456e+10,2.87e+08,4.76e+08,-7999999.99999997,-2.76e+08,4.79e+08,-9.62e+08,-5e+06,-7000000.00000006,-9.74e+08,-2.17e+08,2.092e+09,1.885e+09,1.39e+09,1.39e+09,1.39e+09,8.98e+08,2.1974e+10,-3.53e+08,0.64153,0.16319,0.11098,0.02144,0.00537,-1.22997,0.80212,2.99372,0.41107,0.54563,0.54459,4.91635,25.44677,-0.6711,0.41255,6,0.00998,-0.00699,0.7561,22.66036,48.22038
"43","2020_Q4",65.5396875,"Up",3.182e+09,-1.046e+09,2.136e+09,-1.323e+09,-5.79e+08,-5.13e+08,-2.31e+08,8.13e+08,-1.78e+08,-2.21e+08,1.2e+07,3.1e+07,6.35e+08,6.46e+08,-4.3e+07,6.03e+08,6.03e+08,6.03e+08,6.03e+08,8.85e+08,8.85e+08,8.99e+08,8.99e+08,5.12e+08,1.541e+09,3.1e+08,6.9e+07,1.162e+09,3.837e+09,4.2227e+10,7.644e+09,3.1e+07,7.613e+09,4.9871e+10,5.3708e+10,2.518e+09,1.602e+09,5.04e+08,4.12e+08,9.01e+08,5e+08,4.01e+08,9.74e+08,4.8e+07,9.26e+08,4.393e+09,1.996e+10,1.5578e+10,6.51e+08,4.696e+09,1.0231e+10,3.5538e+10,3.9931e+10,8.008e+09,1.314e+09,6.694e+09,5.912e+09,-1.43e+08,1.3777e+10,1.3777e+10,5.3708e+10,6.03e+08,5.17e+08,7.5e+07,-1.69e+08,1.026e+09,-1.112e+09,-5e+06,6.76e+08,-4.41e+08,-2.17e+08,-1.118e+09,-1.334e+09,-7.49e+08,-7.49e+08,-7.49e+08,1.33e+09,2.0861e+10,9.2e+07,0.67128,0.2555,0.1895,0.04377,0.01123,0.15257,0.87344,2.89838,0.38842,1.14639,1.14421,6.04943,26.19202,0.1749,0.41255,6,0.01633,0.00183,0.35987,15.01955,24.57073
"44","2021_Q1",59.906393442623,"Down",2.947e+09,-1.174e+09,1.773e+09,-1.347e+09,-6.16e+08,-4.99e+08,-2.32e+08,4.26e+08,-1.77e+08,-2.12e+08,1.1e+07,2.4e+07,2.49e+08,2.58e+08,3e+07,2.88e+08,2.88e+08,2.88e+08,2.88e+08,1.29e+08,1.29e+08,9.16e+08,9.16e+08,5.35e+08,1.695e+09,2.92e+08,4.9e+07,1.354e+09,3.275e+09,4.295e+10,7.732e+09,3e+07,7.702e+09,5.0682e+10,5.3957e+10,2.249e+09,1.237e+09,5.78e+08,4.34e+08,1.005e+09,5.84e+08,4.21e+08,9.85e+08,5.3e+07,9.32e+08,4.239e+09,1.9645e+10,1.5498e+10,6.66e+08,4.746e+09,1.0086e+10,3.5143e+10,3.9382e+10,8.748e+09,1.344e+09,7.404e+09,5.968e+09,-1.41e+08,1.4575e+10,1.4575e+10,5.3957e+10,2.88e+08,5e+08,-4.2e+07,-7.2e+07,6.74e+08,-1.688e+09,-5e+06,-2.6e+07,-1.719e+09,-2.18e+08,-2.16e+08,2.89e+08,-7.56e+08,-7.56e+08,-7.56e+08,9.26e+08,2.065e+10,-8.64e+08,0.60163,0.14455,0.09773,0.01976,0.00534,-3,0.77259,2.70202,0.38271,0.5434,0.54237,5.56038,27.5,-1.63019,0.41132,5,0.00998,-0.01703,0.75694,22.16091,48.17136
