"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_compensation","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"33","2019_Q1",5.67918032786885,"Up",22938275,-18777619,4160656,-3796749,-3626499,-170250,363907,-82481,-81973,-508,281426,281426,-64427,216999,216999,-115649,101350,101350,4611384,4611384,9914297,9914297,15271106,962067,962067,30758854,2350208,5635239,2064125,2157661,642004,8075223,38834077,4835053,4833548,1505,6282060,6282060,11187368,1656891,532726,242143,1656891,12844259,16110569,-4633560,13404767,24881776,1108042,25989818,38834077,216999,195890,-357028,690267,746128,-83962,-21080,10100,-1193685,-468637,-468637,-468637,559797,70255,1230529,0.18138,0.01586,0.00442,0.0039,0.00261,12.14138,2.74943,0.4942,0.00181,0.01809,0.01809,4.09382,4.44068,0.21961,0.00366,0.0444,-8.1121,-12.47882
"34","2019_Q2",4.73190476190476,"Down",23633811,-19064767,4569044,-3879007,-3675661,-203346,690037,-64348,-64453,105,625689,625689,-125920,499769,499769,-185054,314715,314715,4797806,4797806,9207731,9207731,15398745,722798,722798,30127080,2321597,5785259,2054854,2157661,720447,8196737,38323817,3825357,3805443,19914,6332635,6332635,10228247,1605983,527959,230092,1605983,11834230,16110569,-4633560,13719482,25196491,1293096,26489587,38323817,499769,176343,416055,-279660,812507.000000002,-133511,-133511,-492574,-492574,186422,186422,186422,866380,70255,579129,0.19333,0.0292,0.01332,0.01188,0.00821,1.84016999999997,2.94548,0.44675,0.00183,0.05651,0.05651,4.24355,4.52414,0.10399,0.01117,0.02056,-5.45667,-6.85116
"35","2019_Q3",3.98109375,"Down",20716488,-17174825,3541663,-3634408,-3477254,-157154,-92745,-60708,-60525,-183,-153453,-153453,44790,-108663,-108663,-129805,-238468,-238468,3163494,3163494,8741240,8741240,16414475,740850,740850,29060059,2305849,5796513,2044166,2157661,743289,8192060,37252119,2911249,2896135,15114,6393974,6393974,9305223,1540971,474997,218042,1540971,10846194,16135569,-4633560,13481014,24983023,1422902,26405925,37252119,-108663,184597,75272,-1562153,-1410947,-153210,-153210,-70155,-70155,-1634312,-1634312,-1634312,91852,0,-1668301,0.17096,-0.00448,-0.01151,-0.00903,-0.0064,6.99591,3.12298,0.41075,0,-0.04282,-0.04282,3.71973,4.48581,-0.29955,-0.00853,-0.0597,-34.44121,34.10959
"36","2019_Q4",4.0221875,"Up",21594284,-17465680,4128604,-3870830,-3700580,-170250,257774,-64225,-61612,-2613,193549,193549,-34413,159136,159136,-47642,111494,111494,2568780,2568780,8492642,8492642,17702156,974998,974998,29738576,2416457,5505386,2033478,2157661,536300,8008928,37747504,3627721,3627521,200,5864344,5864344,9492065,1486511,435987,205992,1486511,10978576,16339437,-4633560,13592508,25298385,1470543,26768928,37747504,159136,186543,-265249,-393730,-313300,-281514,-281514,100.000000000116,99.9999999998836,-594714,-594714,-594714,444317,0,-196514,0.19119,0.01194,0.00515999999999999,0.00417,0.00295,-1.76255,3.13299,0.41012,1.0842021724855e-19,0.02002,0.02002,3.87734,4.54243,-0.03528,0.00395,-0.00695,-5.78141000000001,-9.96524
"37","2020_Q1",3.56145161290323,"Down",20522849,-17002828,3520021,-3834558,-3651212,-183346,-314537,-58034,-56956,-1078,-372571,-372571,86335,-286236,-286236,3897,-282339,-282339,2402556,2402556,9421427,9421427,18841225,1074591,973560,31739799,2413533,5447384,2021373,2488785,456753,7946925,39686724,4344115,4344015,100,7167740,7167740,11511855,1444146,378453,193461,1444146,12956001,16587468,-4633560,13310169,25264077,1466646,26730723,39686724,-286236,195154,32892,-1178686,-1236876,-175175,-329448,1400100,1400100,-166224,-166224,-166224,-119383,0,-1559579,0.17152,-0.01533,-0.01376,-0.01056,-0.00711,5.52378,2.75714,0.48469,0,-0.0507,-0.0507,3.68496,4.53627,-0.28003,-0.01002,-0.05535,20.12477,7.63839
"38","2020_Q2",2.76333333333333,"Down",19285501,-16170747,3114754,-3675053,-3504803,-170250,-560299,-56301,-54990,-1311,-616600,-616600,65416,-551184,-551184,-48664,-599848,-599848,2751132,2751132,8610176,8610176,18055853,861785,861785,30278946,2340159,8001086,2010685,2488785,2851891,10425941,40704887,3707986,3707669,317,7235688,7235688,10948114,3329203,373480,2127341,3329203,14277317,16835499,-4633560,12710321,24912260,1515310,26427570,40704887,-551184,187793,1129038,954803,1720450,-71974,-71974,-1299900,-1299900,348576,348576,348576,-372506,4440.00000000003,444907,0.16151,-0.02905,-0.0311,-0.0227,-0.01474,-0.7417,2.76568,0.54024,0.00011,-0.10771,-0.10771,3.46279,4.4731,0.07988,-0.02016,0.01495,7.37355,4.90219
"39","2020_Q3",3.12125,"Up",20095876,-15589538,4506338,-3612789,-3455635,-157154,893549,-49453,-47773,-1680,844096,844096,-154767,689329,689329,-190811,498518,498518,2647456,2647456,9249966,9249966,18366782,739154,739154,31003358,2225649,7685676,1999997,2488785,2673169,9994341,40997699,4687661,4687344,317,5803531,5803531,10495632,3144259,308082,2012495,3144259,13639891,17076408,-4633560,13208839,25651687,1706121,27357808,40997699,689329,191141,-194638,32447,718279,-60993,-60993,-760962,-760962,-103676,-103676,-103676,1084690,4440,1210911,0.22424,0.04446,0.02481,0.01822,0.01216,2.42902,2.95393,0.49857,0.00011,0.08951,0.08951,3.6083,4.60587,0.21742,0.01634,0.03969,-2.43666,-2.95789
"40","2020_Q4",3.70421875,"Up",17344009,-13526913,3817096,-3242805,-3072555,-170250,574291,-46583,-45035,-1548,527708,527708,-161453,366255,366255,25069,391324,391324,2192778,2192778,6833826,6833826,18541976,1396075,939965,28964655,2314434,7519535,1989309,2488785,2553941,9915438,38880093,2906903,2906586,317,1098917,1098917,4008040,3161399,303609,1905058,6958221,10966261,17266177,-4633560,13600163,26232780,1681052,27913832,38880093,366255,185909,-207618,138698,483244,-259056,-259056,-678866,-678866,-454678,-454678,-454678,760200,3799042,801295,0.22008,0.03311,0.02256,0.01402,0.01006,2.04765,7.22664,0.39286,0.09771,0.07026,0.07026,3.11419,4.71021,0.14388,0.01122,0.02298,2.11295,2.79695
"41","2021_Q1",4.86459016393443,"Up",17610429,-15969728,1640701,-3373560,-3190214,-183346,-1732859,-34502,-34025,-477,-1767361,-1132961,292517,-840444,-840444,456149,-384295,-384295,2875120,2875120,7408905,7408905,17102993,1292876,490246,28679894,2197319,6916682,1978621,2488785,2449276,9675406,38355300,3041468,3036097,5371,1593813,1593813,4640356,2157261,276548,1780306,5971375,10611731,17936358,-4633560,13215868,26518666,1224903,27743569,38355300,-840444,176660,806509,1321059,1463784,-43907,-145812,-635630,-635630,682342,682342,682342,-1556199,3819189,-571564,0.09317,-0.0984,-0.02182,-0.01385,-0.01002,1.48731,6.18054,0.38249,0.09957,-0.0687,-0.0687,3.14822,4.74075,-0.10218,-0.0114,-0.01695,-0.60665,-0.5448
"42","2021_Q2",5.2468253968254,"Up",18133837,-13654169,4479668,-3313286,-3160060,-153226,1166382,-28857,-26259,-2598,1137525,1137525,-381243,756282,756282,-78970,677312,677312,2728781,2728781,7808453,7808453,15699299,569845,569845,26806378,2110917,7442282,1967933,2488785,2321288,10112006,36918384,3865808,3745026,120782,397369,397369,4267006,2991735,266097,1780306,3961759,8228765,18126126,-4633560,13893180,27385746,1303873,28689619,36918384,756282,168191,70527,1770148,2765148,-66151,-66151,-2845336,-2845336,-146339,-146339,-146339,1334573,973853,3419813,0.24703,0.06432,0.03735,0.02361,0.01835,5.0491,6.28225,0.28682,0.02638,0.11865,0.11865,3.17658,4.79728,0.59906,0.02074,0.10472,-1.31497,-1.50459
"43","2021_Q3",5.01875,"Down",14468558,-10699187,3769371,-3315228,-3161591,-153637,454143,-17636,-16319,-1317,436507,436507,-129086,307421,307421,49622,357043,357043,3528137,3528137,6699429,6699429,15166997,824127,663423,26218690,2488686,7570254,1957245,2488785,2410148,10616429,36835119,4267954,4006972,260982,500804,500804,4771326,2857192,307476,1580684,2876984,7648310,18315895,-4633560,14250224,27932559,1254250,29186809,36835119,307421,169162,134222,1671337,2282142,-531293,-531293,-951493,-951493,799356,799356,799356,623305,22360,1892435,0.26052,0.03139,0.02468,0.01223,0.00969,5.3003,5.49505,0.26205,0.00061,0.06254,0.06254,2.53452,4.89307,0.33151,0.01113,0.05902,-5.6245,-7.71954
"44","2021_Q4",4.42890625,"Down",13634313,-10708591,2925722,-3239186,-3085548,-153638,-313464,-5956.99999999999,-2503,-3454,-319421,-319421,91003,-228418,-228418,101368,-127050,-127050,4511420,4511420,6251973,6251973,16352525,882809,830101,27998727,3231186,7292674,1946557,2488785,2091756,11077896,39076623,4377835,4084170,293665,543632,543632,7425667,2488413,304335,1313246,2502797,9928464,18505663,-4633560,14123173,27995276,1152883,29148159,39076623,-228418,166927,383126,-940787,-619152,-893789,-893789,2496224,2496224,983283,983283,983283,-146537,2518584,-2072116,0.21459,-0.02299,-0.00932,-0.00436,-0.00325,16.30945,3.77053,0.34062,0.06445,-0.02226,-0.02226,2.38838,4.90405,-0.36298,-0.00372,-0.06067,13.59954,6.35746
"45","2022_Q1",4.08032258064516,"Down",17685694,-12839179,4846515,-4708421,-4556129,-152292,138094,-184848,-33057,-151791,-46754,-46754,79146,32392,32392,315657,348049,348049,3696275,3696275,9299978,9299978,15961866,1343176,542224,30301295,2662628,7446759,855869,2488785,4024711,13011632,43312927,5464089,5047640,416449,1048721,1048721,10317860,3611656,311872,3299784,3624748,13942608,18695431,-4633560,14471222,28533093,837226,29370319,43312927,32392,158629,1436075,-1345715,281381,103916,-2396084,1299558,1299558,-815145,-815145,-815145,296723,3818142,-1024222,0.27404,0.00781,0.01968,0.01185,0.00804,-2.94275,2.93678,0.47472,0.08815,0.06097,0.06097,3.09808,4.99827,-0.17942,0.00946,-0.02783,0.41071,0.88249
"46","2022_Q2",2.94612903225806,"Down",16704860,-12433252,4271608,-3720878,-3569740,-151138,550730,-70798,-39073,-31725,479932,479932,-137406,342526,342526,-61663,280863,280863,4016775,4016775,8542166,8542166,16816240,1302876,649293,30678057,2567236,7403093,845181,2488785,3975941,12840848,43518905,4113899,3150300,564599,942944,942944,10461893,3541614,301976,3239638,3553399,14015292,18885199,-4633560,14353085,28604724,898889,29503613,43518905,342526,155759,375150,-2106899,-1233464,-44729,-44729,1598693,1598693,320500,320500,320500,706489,5416835,-1307733,0.25571,0.03297,0.01681,0.00952,0.00645,-4.65612,2.93236,0.47504,0.12447,0.0492,0.0492,2.92626,5.01081,-0.22908,0.0073,-0.034,1.98172,2.54219
"47","2022_Q3",2.6359375,"Down",16498169,-14505417,1992752,-3366221,-3215084,-151137,-1373469,-51202,-47126,-4076,-1424671,-1424671,385681,-1038990,-1038990,670894,-368096,-368096,3025137,3025137,7335947,7335947,15972528,1067605,430938,27401217,3277216,7340411,837556,2488785,3899109,13484071,40885288,2630019,2623805,6214,323499,323499,8857718,3598288,302412,3295876,3608749,12466467,19059440,-4633560,13984989,28410869,7952,28418821,40885288,-1038990,124835,1188045,-537164,-263274,-827190,-827190,497826,98826,-991638,-991638,-991638,-1248634,5914661,-2998669,0.12079,-0.08325,-0.02231,-0.01295,-0.009,8.14643,3.09348,0.43867,0.14466,-0.06448,-0.06448,2.89006,4.97685,-0.52529,0.00081,-0.07905,-2.31415,-2.10381
