"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",16.9680327868852,"Up",1.344e+09,-8.82e+08,4.62e+08,-3.36e+08,-2.17e+08,-1.19e+08,1.26e+08,-2.9e+07,-4e+07,1.1e+07,9.7e+07,1.3e+07,1.1e+08,-1.7e+07,9.3e+07,9.3e+07,-1e+06,9.2e+07,9.2e+07,9.13e+08,9.13e+08,3.29e+08,7.9e+07,1.242e+09,9.887e+09,5.64e+08,3.27e+08,2.37e+08,1.0451e+10,1.1693e+10,2.83e+08,2.83e+08,2.87e+08,2.87e+08,5.7e+08,3.954e+09,3.954e+09,3.954e+09,4.524e+09,8.104e+09,7e+06,8.097e+09,-1.071e+09,-6e+07,6.973e+09,1.96e+08,7.169e+09,1.1693e+10,9.3e+07,2.17e+08,1.6e+07,1.2e+07,3.7e+07,3.7e+07,3.63e+08,-60000000.0000001,9e+06,-6.9e+07,2.3e+07,-66999999.9999999,-1.48e+08,0,-1.58e+08,1.38e+08,1.38e+08,1.37e+08,3.43e+08,3.954e+09,3.37e+08,0.34375,0.09375,0.06845,0.01283,0.00787,3.66304,2.17895,0.63105,0.33815,0.12449,0.12426,1.81867,9.43572,0.45602,0.20027,6,0.02158,0.0303,1.6087,8.86589,24.13492
"33","2018_Q2",17.9284375,"Up",1.346e+09,-8.71e+08,4.75e+08,-3.04e+08,-1.78e+08,-1.26e+08,1.71e+08,-3.1e+07,-4.1e+07,1e+07,1.4e+08,1.2e+08,2.6e+08,-4e+06,2.56e+08,2.56e+08,-3e+06,2.53e+08,2.53e+08,3.23e+08,3.23e+08,3.27e+08,1.46e+08,6.5e+08,1.0846e+10,5.68e+08,3.42e+08,2.26e+08,1.1414e+10,1.2064e+10,2.33e+08,2.33e+08,2.81e+08,2.81e+08,5.14e+08,4.266e+09,4.266e+09,4.266e+09,4.78e+09,8.116e+09,7e+06,8.109e+09,-9.62e+08,-5.5e+07,7.099e+09,1.85e+08,7.284e+09,1.2064e+10,2.56e+08,1.78e+08,-1.21e+08,-1.24e+08,-6.5e+07,-6.5e+07,2.48e+08,6.6e+07,1.81e+08,-1.15e+08,1e+06,-9.55e+08,-1.85e+08,-6e+06,1.19e+08,-5.88e+08,-5.88e+08,-5.89e+08,3.49e+08,4.266e+09,3.54e+08,0.3529,0.12704,0.18796,0.03473,0.02097,1.39921,1.26459,0.65623,0.35361,0.34226,0.34208,1.82089,9.60363,0.4789,0.25027,4,0.03792,0.03065,0.73123,11.29799,23.05848
"34","2018_Q3",18.7412698412698,"Up",1.518e+09,-9.37e+08,5.81e+08,-3.18e+08,-1.89e+08,-1.29e+08,2.63e+08,-3.4e+07,-4.3e+07,9e+06,2.29e+08,-1e+06,2.28e+08,-1.7e+07,2.11e+08,2.11e+08,-2e+06,2.09e+08,2.09e+08,6.46e+08,6.46e+08,3.24e+08,1.61e+08,9.7e+08,1.0576e+10,5.29e+08,3.22e+08,2.07e+08,1.1105e+10,1.2075e+10,2.42e+08,2.42e+08,2.66e+08,2.66e+08,5.08e+08,4.228e+09,4.228e+09,4.228e+09,4.736e+09,8.107e+09,7e+06,8.1e+09,-9.01e+08,-6.8e+07,7.138e+09,2.01e+08,7.339e+09,1.2075e+10,2.11e+08,1.89e+08,1e+07,6e+06,-3000000.00000001,-3000000.00000001,4.07e+08,9.5e+07,1.81e+08,-8.6e+07,1e+06,95999999.9999999,-1.48e+08,-1e+06,-1.74e+08,3.29e+08,3.29e+08,3.26e+08,4.52e+08,4.228e+09,5.61e+08,0.38274,0.17325,0.13768,0.02848,0.01731,2.68421,1.90945,0.64532,0.35014,0.28255,0.28236,2.05218,9.64986,0.75842,0.20008,6,0.03086,0.0485,0.70813,7.92478,13.61977
"35","2018_Q4",16.76,"Down",1.299e+09,-8.65e+08,4.34e+08,-5.26e+08,-4.12e+08,-1.14e+08,-9.2e+07,-3.6e+07,-4.2e+07,6e+06,-1.28e+08,5.48e+08,4.2e+08,-4.2e+07,3.78e+08,3.78e+08,-5.6e+07,3.22e+08,3.22e+08,1.269e+09,1.269e+09,4.15e+08,1.41e+08,1.684e+09,9.98e+09,4.91e+08,3.2e+08,1.71e+08,1.0471e+10,1.2155e+10,2.65e+08,2.65e+08,2.46e+08,2.46e+08,5.11e+08,4.079e+09,4.079e+09,4.079e+09,4.59e+09,8.115e+09,7e+06,8.108e+09,-7.28e+08,-6.5e+07,7.322e+09,2.43e+08,7.565e+09,1.2155e+10,3.78e+08,4.12e+08,-5.41e+08,-5.45e+08,3.7e+07,3.7e+07,2.86e+08,6.49e+08,7.68e+08,-1.19e+08,7e+06,6.49e+08,-1.48e+08,-8e+06,-3.06e+08,6.29e+08,6.29e+08,6.29e+08,3.2e+08,4.079e+09,1.048e+09,0.3341,-0.07082,0.24788,0.04256,0.02649,3.25466,3.2955,0.60674,0.33558,0.43519,0.43484,1.75564,9.89593,1.41641,0.20003,6,0.04036,0.09,0.45963,8.78125,-30.54348
"36","2019_Q1",16.7590163934426,"Down",1.361e+09,-8.93e+08,4.68e+08,-2.87e+08,-1.65e+08,-1.22e+08,1.81e+08,-3e+07,-3.5e+07,5e+06,1.51e+08,2.42e+08,3.93e+08,-8.7e+07,3.06e+08,3.06e+08,-3e+06,3.03e+08,3.03e+08,1.542e+09,1.542e+09,3.52e+08,7.1e+07,1.894e+09,9.973e+09,2.23e+08,4.8e+07,1.75e+08,1.0196e+10,1.209e+10,2.93e+08,2.93e+08,2.66e+08,2.66e+08,5.59e+08,3.837e+09,3.837e+09,3.837e+09,4.396e+09,8.163e+09,7e+06,8.156e+09,-6.1e+08,-5.9e+07,7.494e+09,2e+08,7.694e+09,1.209e+10,3.06e+08,1.65e+08,-1.97e+08,-2.04e+08,8.5e+07,8.5e+07,3.59e+08,5.21e+08,4.75e+08,4.6e+07,-2.08e+08,3.1e+08,-1.48e+08,-999999.999999996,-3.87e+08,2.82e+08,2.82e+08,2.81e+08,3.46e+08,3.837e+09,1.039e+09,0.34386,0.13299,0.22263,0.03938,0.02506,3.42904,3.38819,0.57135,0.31737,0.40924,0.4083,1.8382,10.12156,1.4033,0.19989,7,0.03911,0.0901,0.48845,6.63295,12.67956
"37","2019_Q2",17.2944444444444,"Up",1.39e+09,-8.83e+08,5.07e+08,-2.91e+08,-1.7e+08,-1.21e+08,2.16e+08,-3e+07,-3.5e+07,5e+06,1.86e+08,5e+06,1.91e+08,-2e+06,1.89e+08,1.89e+08,-3e+06,1.86e+08,1.86e+08,1.082e+09,1.082e+09,7.92e+08,7.61e+08,1.874e+09,1.0487e+10,2.16e+08,5.4e+07,1.62e+08,1.0703e+10,1.2577e+10,2.4e+08,2.4e+08,8.08e+08,8.08e+08,1.048e+09,3.862e+09,3.862e+09,3.862e+09,4.91e+09,8.145e+09,7e+06,8.138e+09,-5.73e+08,-5.9e+07,7.513e+09,1.54e+08,7.667e+09,1.2577e+10,1.89e+08,1.7e+08,-4e+06,-8e+06,-1.48e+08,-1.48e+08,2.07e+08,1.66e+08,2.76e+08,-1.1e+08,-240169247.772573,-4.28e+08,-1.86e+08,-7.5e+07,-2.61e+08,-4.82e+08,-4.82e+08,-4.82e+08,3.86e+08,3.862e+09,4.06e+08,0.36475,0.1554,0.13381,0.02426,0.01479,2.1828,1.78817,0.64041,0.30707,0.25115,0.25108,1.87686,10.14448,0.5482,0.25115,6,0.03227,0.03522,1,7.20207,12.87037
"38","2019_Q3",15.84859375,"Down",1.483e+09,-9.21e+08,5.62e+08,-2.82e+08,-1.66e+08,-1.16e+08,2.8e+08,-3.2e+07,-3.6e+07,4e+06,2.48e+08,5.8e+07,3.06e+08,-1.6e+07,2.9e+08,2.9e+08,-4e+06,2.86e+08,2.86e+08,1.107e+09,1.107e+09,1.025e+09,7.53e+08,2.132e+09,1.0203e+10,1.9e+08,5.3e+07,1.37e+08,1.0393e+10,1.2525e+10,2.48e+08,2.48e+08,7.98e+08,7.98e+08,1.046e+09,3.864e+09,3.864e+09,3.864e+09,4.91e+09,7.955e+09,7e+06,7.948e+09,-4.32e+08,-5.6e+07,7.467e+09,1.48e+08,7.615e+09,1.2525e+10,2.9e+08,1.66e+08,-5e+07,-5.4e+07,1.1e+07,1.1e+07,4.17e+08,1.01e+08,1.09e+08,-8000000.00000003,-1.22e+08,-32000000.0000001,-1.48e+08,-2e+06,-3.5e+08,3.5e+07,3.5e+07,36000000.0000001,4.46e+08,3.864e+09,5.74e+08,0.37896,0.18881,0.19285,0.03756,0.02283,2.00699,2.03824,0.64478,0.3085,0.3869,0.3867,2.00622,10.10146,0.77652,0.20022,7,0.03781,0.05,0.51748,6.18161,9.84643
"39","2019_Q4",16.23734375,"Up",1.262e+09,-8.53e+08,4.09e+08,-2.76e+08,-1.65e+08,-1.11e+08,1.33e+08,-3.4e+07,-3.8e+07,4e+06,9.9e+07,2.77e+08,3.76e+08,-4e+06,3.72e+08,3.72e+08,-4e+06,3.68e+08,3.68e+08,2.03e+09,2.03e+09,1.002e+09,6.53e+08,3.032e+09,9.872e+09,2.28e+08,5.9e+07,1.69e+08,1.01e+10,1.3132e+10,2.77e+08,2.77e+08,7.75e+08,7.75e+08,1.052e+09,4.442e+09,4.442e+09,4.442e+09,5.494e+09,7.769e+09,7e+06,7.762e+09,-2.08e+08,-6.2e+07,7.499e+09,1.39e+08,7.638e+09,1.3132e+10,3.72e+08,1.65e+08,-2.74e+08,-2.75e+08,2.7e+07,2.7e+07,2.9e+08,4.47e+08,5.1e+08,-6.3e+07,-5.9e+07,3.86e+08,-1.46e+08,-1.7e+07,2.31e+08,9.07e+08,9.07e+08,9.05e+08,2.98e+08,4.442e+09,7.76e+08,0.32409,0.10539,0.2916,0.04818,0.02802,2.1087,2.88213,0.7193,0.33826,0.50745,0.50703,1.74021,10.3406,1.07005,0.20132,4,0.04255,0.06424,0.39674,8.09396,18.13534
"40","2020_Q1",14.3679032258065,"Down",1.334e+09,-8.7e+08,4.64e+08,-2.99e+08,-1.75e+08,-1.24e+08,1.65e+08,-8e+07,-8.1e+07,999999.999999999,8.5e+07,4e+06,8.9e+07,-8e+06,8.1e+07,8.1e+07,-1e+06,8e+07,8e+07,1.573e+09,1.573e+09,6.58e+08,6.58e+08,2.231e+09,9.847e+09,2.27e+08,5.6e+07,1.71e+08,1.0074e+10,1.2305e+10,2.63e+08,2.63e+08,7.81e+08,7.81e+08,1.044e+09,3.794e+09,3.794e+09,3.794e+09,4.838e+09,7.682e+09,7e+06,7.675e+09,-3.07e+08,-5.6e+07,7.319e+09,1.48e+08,7.467e+09,1.2305e+10,8.1e+07,1.75e+08,5.5e+07,4.2e+07,2.5e+07,2.5e+07,3.36e+08,2.56e+08,2.97e+08,-4.1e+07,-1.29e+08,1.32e+08,-1.43e+08,-5.5e+07,-9.35e+08,-4.67e+08,-4.67e+08,-4.65e+08,3.4e+08,3.794e+09,6.29e+08,0.34783,0.12369,0.05997,0.01071,0.0065,7.8625,2.13697,0.64792,0.30833,0.11189,0.11145,1.86573,10.23636,0.87972,0.2,6,0.0198,0.05586,1.7875,6.53235,13.46061
"41","2020_Q2",11.1112698412698,"Down",1.052e+09,-7.81e+08,2.71e+08,-2.82e+08,-1.64e+08,-1.18e+08,-1.1e+07,-2.7e+07,-3.1e+07,4e+06,-3.8e+07,-2e+06,-4e+07,3.7e+07,-3e+06,-3e+06,2502248.4574858,-3e+06,-3e+06,2.796e+09,2.796e+09,6.35e+08,6.35e+08,3.431e+09,9.793e+09,2.22e+08,6.1e+07,1.61e+08,1.0015e+10,1.3446e+10,2.22e+08,2.22e+08,7.75e+08,7.75e+08,9.97e+08,5.295e+09,5.295e+09,5.295e+09,6.292e+09,7.587e+09,7e+06,7.58e+09,-4.51e+08,-7.2e+07,7.064e+09,9e+07,7.154e+09,1.3446e+10,-3e+06,1.64e+08,3e+06,0,-7e+06,-7e+06,1.57e+08,-5.4e+07,1e+06,-5.5e+07,-4.9e+07,-1.03e+08,-1.79e+08,-8e+06,1.166e+09,1.22e+09,1.22e+09,1.212e+09,1.53e+08,5.295e+09,5.5e+07,0.2576,-0.01046,-0.00285,-0.00042,-0.00022,-18.33333,3.44132,0.87951,0.3938,-0.00424,-0.00424,1.48567,9.97599,0.07767,0.25279,4,0.01414,0.00442,-59.66667,16.33333,-227.18182
"42","2020_Q3",10.69015625,"Down",1.03e+08,-1.93e+08,-9e+07,-2.63e+08,-1.68e+08,-9.5e+07,-3.53e+08,-6.4e+07,-3.9e+07,-2.5e+07,-4.17e+08,1.5e+07,-4.02e+08,4.6e+07,-3.56e+08,-3.56e+08,4e+06,-3.52e+08,-3.52e+08,1.578e+09,1.578e+09,6.01e+08,6.01e+08,2.179e+09,9.767e+09,2.44e+08,3.8e+07,2.06e+08,1.0011e+10,1.219e+10,6.8e+07,6.8e+07,7.76e+08,7.76e+08,8.44e+08,4.543e+09,4.543e+09,4.543e+09,5.387e+09,7.593e+09,7e+06,7.586e+09,-8.02e+08,-7.4e+07,6.717e+09,8.6e+07,6.803e+09,1.219e+10,-3.56e+08,1.68e+08,1.6e+07,1.2e+07,0,0,-1.72e+08,-2.9e+07,1e+07,-3.9e+07,-1.32e+08,-1.61e+08,-1.41e+08,-7e+06,-8.98e+08,-1.231e+09,-1.231e+09,-1.229e+09,-1.85e+08,4.543e+09,-2.6e+08,-0.87379,-3.42718,-3.41748,-0.05174,-0.02888,0.738640000000004,2.58175,0.79186,0.37268,-0.49908,-0.49908,0.14604,9.52361,-0.36864,0.19991,3,-0.0186,-0.02292,-0.400570000000009,-16.02703,-8.39943000000002
"43","2020_Q4",12.52609375,"Up",1.98e+08,-2.55e+08,-5.7e+07,-2.61e+08,-1.66e+08,-9.5e+07,-3.18e+08,-7.1e+07,-6.6e+07,-5e+06,-3.89e+08,0,-3.89e+08,7.3e+07,-3.16e+08,-3.16e+08,3e+06,-3.13e+08,-3.13e+08,2.43e+09,2.43e+09,6.72e+08,6.19e+08,3.102e+09,9.625e+09,3.44e+08,3.3e+07,3.11e+08,9.969e+09,1.3071e+10,7.8e+07,7.8e+07,8.68e+08,8.68e+08,9.46e+08,5.638e+09,5.638e+09,5.638e+09,6.584e+09,7.596e+09,7e+06,7.589e+09,-1.115e+09,-7.9e+07,6.402e+09,8.5e+07,6.487e+09,1.3071e+10,-3.16e+08,1.66e+08,3.9e+07,3.5e+07,-3.8e+07,-3.8e+07,-1.49e+08,-2.8e+07,0,-2.8e+07,-5.7e+07,-8.5e+07,0,-5.2e+07,1.069e+09,8.35e+08,8.35e+08,8.35e+08,-1.52e+08,5.638e+09,-2.91e+08,-0.28788,-1.60606,-1.58081,-0.04825,-0.02395,0.92971,3.27907,1.01495,0.43134,-0.44403,-0.44403,0.28089,9.08214,-0.41282,0,3,-0.02581,-0.024,0,-21.10526,-10.08805
"44","2021_Q1",15.1213114754098,"Up",2.67e+08,-2.78e+08,-1.1e+07,-2.6e+08,-1.67e+08,-9.3e+07,-2.71e+08,-5.4e+07,-5e+07,-4e+06,-3.25e+08,1.95e+08,-1.3e+08,6.4e+07,-6.6e+07,-6.6e+07,2e+06,-6.4e+07,-6.4e+07,2.335e+09,2.335e+09,6.19e+08,6.19e+08,2.954e+09,9.555e+09,3.81e+08,2.1e+07,3.6e+08,9.936e+09,1.289e+10,7.1e+07,7.1e+07,8.44e+08,8.44e+08,9.15e+08,5.541e+09,5.541e+09,5.541e+09,6.456e+09,7.575e+09,7e+06,7.568e+09,-1.18e+09,-7.4e+07,6.321e+09,1.13e+08,6.434e+09,1.289e+10,-6.6e+07,1.67e+08,-3.4e+08,-1.81e+08,9.6e+07,9.6e+07,-1.43e+08,2.36e+08,2.7e+08,-3.4e+07,-8.2e+07,1.54e+08,0,-7999999.99999999,-1.06e+08,-9.5e+07,-9.5e+07,-9.2e+07,-1.04e+08,5.541e+09,1.64e+08,-0.0412,-1.01498,-0.2397,-0.00994999999999999,-0.00497,-2.5625,3.22842,1.00342,0.42987,-0.09074,-0.09074,0.37856,8.96214,0.23253,-2.77555756156289e-17,2,-0.00534,0.0137,-1.77635683940025e-15,-30.8269199999998,-11.83026
"45","2021_Q2",16.8615873015873,"Up",3.99e+08,-2.98e+08,1.01e+08,-2.67e+08,-1.65e+08,-1.02e+08,-1.66e+08,-3.2e+07,-4.1e+07,9e+06,-1.98e+08,-1e+06,-1.99e+08,4.6e+07,-1.53e+08,-1.53e+08,1e+06,-1.52e+08,-1.52e+08,2.008e+09,2.008e+09,6.22e+08,6.22e+08,2.63e+09,9.637e+09,4.54e+08,3.4e+07,4.2e+08,1.0091e+10,1.2721e+10,7.6e+07,7.6e+07,8.31e+08,8.31e+08,9.07e+08,5.54e+09,5.54e+09,5.54e+09,6.447e+09,7.554e+09,7e+06,7.547e+09,-1.332e+09,-7.7e+07,6.145e+09,1.29e+08,6.274e+09,1.2721e+10,-1.53e+08,1.65e+08,-2e+06,-6e+06,-5.9e+07,-5.9e+07,-4.9e+07,-2.9e+07,2999999.99999997,-3.2e+07,-5.7e+07,-2.75e+08,-100720458.902542,-1.1e+07,-1.1e+07,-3.35e+08,-3.35e+08,-3.35e+08,-1e+06,5.54e+09,-1.35e+08,0.25313,-0.41604,-0.38095,-0.02423,-0.01195,0.88816,2.89967,1.02757,0.4355,-0.21542,-0.21542,0.56548,8.7089,-0.19133,0.142842322572443,2,-0.01287,-0.01143,4.9546469899527,-3532,-21.27711
"46","2021_Q3",15.69375,"Down",6.49e+08,-4.44e+08,2.05e+08,-2.73e+08,-1.69e+08,-1.04e+08,-6.8e+07,-1.8e+07,-4.3e+07,2.5e+07,-8.6e+07,3e+06,-8.3e+07,2.2e+07,-6.1e+07,-6.1e+07,1e+06,-6e+07,-6e+07,1.45e+09,1.45e+09,6.49e+08,6.49e+08,2.099e+09,1.021e+10,5e+08,5.8e+07,4.42e+08,1.071e+10,1.2809e+10,8e+07,8e+07,8.25e+08,8.25e+08,9.05e+08,5.542e+09,5.542e+09,5.542e+09,6.447e+09,7.695e+09,7e+06,7.688e+09,-1.392e+09,-7.1e+07,6.232e+09,1.3e+08,6.362e+09,1.2809e+10,-6.1e+07,1.69e+08,-16000000.0000001,-2.1e+07,-8.3e+07,-8.3e+07,9e+06,-2.8e+07,3e+06,-3.1e+07,-5.1e+07,-6.99e+08,-232552734.244067,0,1.38e+08,-5.52e+08,-5.52e+08,-5.5e+08,1.01e+08,5.542e+09,-32000000.0000001,0.31587,-0.10478,-0.09245,-0.00943,-0.00468,0.533329999999999,2.31934,1.01336,0.43266,-0.08503,-0.08503,0.91978,8.8322,-0.04535,0.329762716115909,5,-0.00504,-0.00269,7.73066575535288,40.5148500000009,-60.17647
"47","2021_Q4",16.33015625,"Up",8.44e+08,-5.75e+08,2.69e+08,-3.69e+08,-2.63e+08,-1.06e+08,-1e+08,-4e+07,-4.2e+07,2e+06,-1.4e+08,7e+06,-1.33e+08,1.3e+07,-1.2e+08,-1.2e+08,1e+06,-1.19e+08,-1.19e+08,1.038e+09,1.038e+09,8.97e+08,6.17e+08,1.935e+09,1.0262e+10,5.15e+08,6.2e+07,4.53e+08,1.0777e+10,1.2712e+10,9.1e+07,9.1e+07,8.31e+08,8.31e+08,9.22e+08,5.545e+09,5.545e+09,5.545e+09,6.467e+09,7.707e+09,7e+06,7.7e+09,-1.511e+09,-7.5e+07,6.121e+09,1.24e+08,6.245e+09,1.2712e+10,-1.2e+08,2.63e+08,2e+06,-57433992.0283151,-2.7e+07,-2.7e+07,1.18e+08,-2.7e+07,2000000.00000003,-2.9e+07,-8.4e+07,-5.28e+08,-342996826.024575,0,0,-4.1e+08,-4.1e+08,-4.12e+08,1.63e+08,5.545e+09,9.6e+07,0.31872,-0.11848,-0.141,-0.01906,-0.00936,-0.80672,2.0987,1.03555,0.4362,-0.16784,-0.16784,1.19041,8.63329,0.1354,0.486319930630398,5,-0.01009,0.00814,8.47973486762914,27.65031,-45.07
"48","2022_Q1",17.4682258064516,"Up",9.98e+08,-6.63e+08,3.35e+08,-2.59e+08,-1.65e+08,-9.4e+07,7.6e+07,-6.8e+07,-6.3e+07,-5e+06,8e+06,3.05e+08,3.13e+08,1e+07,3.23e+08,3.23e+08,-3e+06,3.2e+08,3.2e+08,8.07e+08,8.07e+08,9.34e+08,6.64e+08,1.741e+09,1.0138e+10,4.73e+08,4.2e+07,4.31e+08,1.0611e+10,1.2352e+10,8.5e+07,8.5e+07,8.04e+08,8.04e+08,8.89e+08,4.891e+09,4932685691.30586,4.891e+09,5.78e+09,7.709e+09,6999999.99999991,7676895814.45988,-1.192e+09,-7.6e+07,6.441e+09,1.31e+08,6.572e+09,1.2352e+10,3.23e+08,1.65e+08,-3.63e+08,-42348904.0180187,8.9e+07,8.9e+07,2.14e+08,6.79e+08,7.21e+08,-4.2e+07,-1.03e+08,3.44e+08,-379552734.244067,-2.7e+07,-7.84e+08,-2.26e+08,-2.26e+08,-2.26e+08,2.41e+08,4.891e+09,9.99e+08,0.33567,0.07615,0.32064,0.04869,0.02591,3.12188,1.95838,0.87949,0.39597,0.44818,0.44686,1.39776,9.02101,1.39916,0.538072716115909,6,0.02792,0.08715,7.35353289821002,16.9460599999998,53.73684
"49","2022_Q2",18.4756451612903,"Up",1.074e+09,-6.73e+08,4.01e+08,-2.79e+08,-1.72e+08,-1.07e+08,1.22e+08,-3.3e+07,-3.5e+07,2e+06,8.9e+07,1.3e+07,1.02e+08,1.6e+07,1.18e+08,1.18e+08,-2e+06,1.16e+08,1.16e+08,2.66e+08,2.66e+08,1.099e+09,6.88e+08,1.365e+09,9.759e+09,7.05e+08,1.43e+08,5.62e+08,1.0464e+10,1.1829e+10,9.7e+07,9.7e+07,7.94e+08,7.94e+08,8.91e+08,4.21e+09,4.21e+09,4.21e+09,5.101e+09,7.687e+09,7e+06,7.68e+09,-1.098e+09,-6.9e+07,6.52e+09,2.08e+08,6.728e+09,1.1829e+10,1.18e+08,1.72e+08,-5e+06,-9999999.99999999,-2.4e+07,-2.4e+07,2.61e+08,3.5e+07,74000000.0000001,-3.9e+07,-1.27e+08,-9.2e+07,-289720458.902542,-1e+07,-6.93e+08,-5.24e+08,-5.24e+08,-5.23e+08,2.94e+08,4.21e+09,2.89e+08,0.37337,0.11359,0.10801,0.01724,0.00981,2.49138,1.53199,0.75817,0.3559,0.16246,0.16199,1.5042,9.13165,0.40476,0.410579822572444,7,0.01061,0.02642,4.50373841852412,13.41497,32.32787
"50","2022_Q3",16.9546875,"Down",1.381e+09,-7.96e+08,5.85e+08,-2.65e+08,-1.62e+08,-1.03e+08,3.2e+08,-2.9e+07,-3.1e+07,2e+06,2.91e+08,8e+06,2.99e+08,-3.9e+07,2.6e+08,2.6e+08,-4e+06,2.56e+08,2.56e+08,6.99e+08,6.99e+08,7.24e+08,7.24e+08,1.836e+09,9.717e+09,4.91e+08,1.26e+08,3.65e+08,1.0208e+10,1.2044e+10,1.13e+08,1.13e+08,7.74e+08,7.74e+08,8.87e+08,4.212e+09,4.212e+09,4.212e+09,5.099e+09,7.736e+09,7e+06,7.729e+09,-8.85e+08,-7.4e+07,6.777e+09,1.68e+08,6.945e+09,1.2044e+10,2.6e+08,1.62e+08,1.6e+07,1.1e+07,9e+06,9e+06,4.47e+08,1.04e+08,1.43e+08,-3.9e+07,-2.8e+07,32000000.0000001,-2.1e+07,0,-2.2e+07,4.57e+08,4.57e+08,4.55e+08,4.82e+08,4.212e+09,6.34e+08,0.42361,0.23172,0.18537,0.03686,0.02126,2.47656,2.0699,0.7342,0.34972,0.35839,0.35749,1.93336,9.48761,0.88758,0.0294000000000003,7,0.02483,0.05683,0.0820299999999978,7.28838000000001,10.97812
