"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"33","2018_Q4",37.394126984127,"Down",973533000,-635835000,337698000,-241341000,-241341000,96357000,1235000,1235000,97592000,97592000,-20072000,77520000,77520000,77520000,77520000,566412000,329021000,237391000,90954000,90954000,451659000,139774000,139774000,1248799000,808883000,36033000,103327000,103327000,948243000,2197042000,454973000,191684000,263289000,454973000,281460000,281460000,281460000,736433000,11000,1492691000,-32093000,1460609000,1460609000,2197042000,77520000,29161000,5706000,-61006000,51381000,-34337000,-30185000,-64522000,-56914000,-4263000,-61177000,-74318000,-74318000,-2388000,-76706000,125518000,0,50247000,0.34688,0.09898,0.07963,0.05307,0.03528,0.64818,2.74478,0.5042,0,0.71264,0.70305,8.94968,13.42737,0.46192,0.0445,0.02884,-4.5126,-5.87827
"34","2019_Q1",30.7962295081967,"Down",1128948000,-752894000,376054000,-258302000,-258302000,117752000,1179000,-6600000,118931000,115387000,-28973000,86414000,86414000,86414000,86414000,637492000,358260000,279232000,80461000,80461000,370507000,114296000,114296000,1202756000,796029000,57292000,104438000,104438000,957759000,2160515000,386644000,144414000,242230000,386644000,284773000,284773000,284773000,671417000,11000,1516190000,-27103000,1489098000,1489098000,2160515000,86414000,28667000,4084000,57276000,176441000,-24945000,-60595000,-85540000,57512000,-121455000,-63943000,26958000,26958000,2281000,29239000,146419000,0,207723000,0.3331,0.1043,0.07654,0.05803,0.04,2.40381,3.11076,0.45089,-2.71050543121376e-20,0.80675,0.7973,10.53973,13.90205,1.93928,0.04871,0.1171,-4.35389,-5.41385
"35","2019_Q2",27.0842857142857,"Down",864413000,-595357000,269056000,-229036000,-229036000,40020000,2680000,2680000,42700000,42700000,-10115000,32585000,32585000,32585000,32585000,520362000,291199000,229163000,88390000,88390000,408362000,122183000,122183000,1139297000,829072000,93894000,1189557000,1189557000,2112523000,3251820000,433736000,174258000,259478000,648179000,1155670000,1155670000,1155670000,1803849000,10000,1478678000,-30717000,1447971000,1447971000,3251820000,32585000,27809000,56894000,-91395000,25893000,-37716000,21865000,-15851000,974000,-76625000,-75651000,-65609000,-65609000,-1452000,-67061000,67829000,0,-51167000,0.31126,0.0463,0.0377,0.0225,0.01002,-1.57026,1.75769,1.24578,0,0.312,0.30933,8.27685,13.86448,-0.48993,0.01252,-0.01965,-7.67167,-13.00255
"36","2019_Q3",23.321875,"Down",962329000,-646454000,315875000,-237814000,-237814000,78061000,3498000,3498000,81559000,81559000,-21239000,60320000,60320000,60320000,60320000,333416000,162018000,171398000,95131000,95131000,440087000,131763000,131763000,1000397000,867434000,78857000,1191357000,1191357000,2137648000,3138045000,417061000,181955000,235106000,626133000,1150508000,1150508000,1150508000,1776641000,9999.99999999977,1398681000,-37287000,1361404000,1361404000,3138045000,60320000,27586000,50440000,-102986000,35360000,-78749000,63452000,-15297000,0,-146225000,-146225000,-126162000,-126162000,-3019000,-129181000,105647000,4.65661287307739e-10,-54849000,0.32824,0.08112,0.06268,0.04431,0.01922,-0.9093,1.59774,1.30501,-2.16840434497101e-19,0.60925,0.60615,9.7198,13.75058,-0.55399,0.02401,-0.02184,-3.15594,-4.27122
"37","2019_Q4",27.80203125,"Up",987469000,-666367000,321102000,-245833000,-245833000,75269000,576000,576000,75845000,75845000,-20193000,55652000,55652000,55652000,55652000,337767000,167070000,170697000,99971000,99971000,531565000,143710000,143710000,1113013000,890538000,83121000,1233921000,1119280000,2207580000,3320593000,497141000,232901000,264240000,711052000,1179688000,1179688000,1179688000,1890740000,5211000,1454333000,-29691000,1429853000,1429853000,3320593000,55652000,28222000,52713000,-76438000,60149000,-54656000,-2010000,-56666000,0,-145000,-145000,3338000,3338000,1714000,5052000,103491000,0,-7410000,0.32518,0.07622,0.05636,0.03892,0.01676,-0.13315,1.5653,1.32233,0,0.56827,0.5645,10.08324,14.60051,-0.07566,0.02133,-0.00284,-3.26373,-4.48746
"38","2020_Q1",23.2277419354839,"Down",1169578000,-821174000,348404000,-281307000,-281307000,67097000,1041000,-8395000,68138000,39616000,-20077000,19539000,19539000,19539000,19539000,433292000,221839000,211453000,88288000,88288000,409534000,122282000,122282000,1053396000,890032000,97096000,1275109000,1170531000,2262237000,3315633000,417177000,167871000,249306000,638770000,1221508000,1221508000,1221508000,1860278000,9487000,1473872000,-28004000,1455355000,1455355000,3315633000,19539000,28639000,83330000,20983000,152491000,-46312000,-52019000,-98331000,-217421000,217395000,-26000,54134000,54134000,635000,54769000,95736000,-7.45058059692383e-09,90484000,0.29789,0.05737,0.01671,0.01343,0.00589,4.63094,1.6491,1.27823,-1.73472347597681e-18,0.19947,0.19754,11.93985,14.85725,0.92372,0.0073,0.0338,-4.5259,-6.4577
"39","2020_Q2",17.137619047619,"Down",588483000,-562112000,26371000,-210578000,-210578000,-184207000,162000,162000,-184045000,-198573000,60131000,-138442000,-138442000,-138442000,-138442000,653861000,588740000,65121000,55910000,55910000,335640000,131517000,131517000,1176928000,880353000,13272000,1285651000,1116597000,2179276000,3356204000,419906000,104702000,315204000,883577000,1174519000,1174519000,1174519000,2058096000,3603000,1335430000,-40925000,1298108000,1298108000,3356204000,-138442000,27924000,53821000,-2955000,-59652000,-43518000,265741000,222223000,-169768520.530124,-10756000,209244000,371815000,371815000,-4914000,366901000,-156283000,2.2e+08,-262887000,0.04481,-0.31302,-0.23525,-0.10665,-0.04125,1.8989,1.332,1.58546,0.06555,-1.41397,-1.41397,6.01043,13.25813,-2.68498,-0.05142,-0.09763,2.77612,2.35529
"40","2020_Q3",19.6103125,"Up",803266000,-565228000,238038000,-168619000,-168619000,69419000.0000001,-533000,-533000.000000001,68886000,68886000,-34486000,34400000,34400000,34400000,34400000,663361000,662860000,501000,60441000,60441000,351771000,195393000,195393000,1270966000,889126000,9216000,1255970000,1134678000,2154312000,3425278000,500890000,207261000,293629000,771216000,1183469000,1183469000,1303469000,2074685000,9966000,1369830000,-29203000,1350593000,1350593000,3425278000,34400000,25464000,53224000,61780000,174868000,-28585000,24366000,-4219000.00000006,-7036000,7014000,-100022000,70627000.0000001,70627000.0000001,3493000,74120000,94883000,1.2e+08,162564000,0.29634,0.08642,0.04283,0.02547,0.01004,4.7257,1.648,1.53613,0.03503,0.35182,0.35182,8.21526,13.81295,1.66259,0.01296,0.06125,-5.72664,-7.82727
"41","2020_Q4",25.76984375,"Up",969607000,-646666000,322941000,-224433000,-224433000,98508000,-890000,-890000,97618000,97618000,-20914000,76704000,76704000,76704000,76704000,624947000,624945000,2000,87187000,87187000,489234000,170193000,170193000,1371561000,930564000,9350000,1219200000,1101495000,2159114000,3530675000,691776000,349793000,341983000,946898000,1152458000,1152458000,1152458000,2099356000,15679000,1446534000,-30894000,1431319000,1431319000,3530675000,76704000,24920000,57124000,-59295000,99453000,-17050000,947000,-16103000,7036000,-7096000,-120060000,-36710000,-36710000,-1205000,-37915000,123428000,0,67997000,0.33306,0.1016,0.07911,0.05359,0.02173,0.88649,1.44848,1.46673,0,0.78442,0.78442,9.91578,14.63752,0.69538,0.02969,0.02632,-5.06325,-6.34412
"42","2021_Q1",32.3404918032787,"Up",1088393000,-798341000,290052000,-254304000,-254304000,35748000,802000,1088000,36550000,35582000,-7008000,28574000,28574000,28574000,28574000,570330000,395635000,174695000,89952000,89952000,389618000,173432000,173432000,1223332000,967422000,123662000,1231929000,1114762000,2323013000,3546345000,651429000,237386000,414043000,906132000,1162855000,1162855000,1162855000,2068987000,19370000,1475108000,-17120000,1477358000,1477358000,3546345000,28574000,25463000,55224000,-38116000,71145000,-70089000,-233712000,-303801000,-6541000,6962000,421000,-232235000,-232235000,2925000,-229310000,61211000,-7.45058059692383e-09,-39986000,0.2665,0.03284,0.02625,0.01934,0.00806,-1.39938,1.35006,1.40046,3.46944695195361e-18,0.29217,0.28398,11.1289,15.1061,-0.408859999999999,0.01082,-0.01514,-9.31744,-15.95418
"43","2021_Q2",37.6901587301587,"Up",927415000,-626764000,300651000,-227148000,-227148000,73503000,-155000,-155000,73348000,73348000,-19801000,53547000,53547000,53547000,53547000,528677000,364247000,164430000,85307000,85307000,477777000,189268000,189268000,1281029000,988973000,100680000,1208925000,1093037000,2298578000,3579607000,645374000,251944000,393430000,891600000,1153498000,1153498000,1153498000,2045098000,17595000,1528655000,-11741000,1534509000,1534509000,3579607000,53547000,25633000,50150000,-92224000,37106000,-42589000,-21041000,-63630000,1073000,-7418000,-6345000,-32869000,-32869000,1481000,-31388000,99136000,0,-15876000,0.32418,0.07926,0.05774,0.0349,0.01496,-0.29649,1.43678,1.33274,0,0.54742,0.5435,9.48106,15.68744,-0.1623,0.01992,-0.00591,-5.33285,-7.19259
"44","2021_Q3",35.766875,"Down",1157725000,-722460000,435265000,-269412000,-269412000,165853000,-1797000,-1797000,164056000,164056000,-36794000,127262000,127262000,127262000,127262000,621793000,464811000,156982000,94402000,94402000,483148000,196070000,196070000,1395413000,1047751000,113249000,1186475000,1068919000,2347475000,3742888000,703027000,240245000,462782000,946365000,1127103000,1127103000,1127103000,2073468000,26591000,1655917000,-13088000,1669420000,1669420000,3742888000,127262000,25590000,55761000,-50526000,158087000,-63035000,3696000.00000003,-59339000,1742000,-144000,1598000,100346000,100346000,218000,100564000,191443000,0,114676000,0.37597,0.14326,0.10992,0.07623,0.034,0.9011,1.4745,1.24203,0,1.29577,1.27948,11.78783,16.99786,1.16762,0.04551,0.04101,-3.24793,-3.74906
"45","2021_Q4",31.69578125,"Down",1131424000,-740686000,390738000,-274836000,-274836000,115902000,-551000,-551000,115351000,115351000,-26496000,88855000,88855000,88855000,88855000,424729000,236354000,188375000,114208000,114208000,627103000,203213000,203213000,1369253000,1088287000,269780000,1163286000,1030776000,2521353000,3890606000,808927000,315481000,493446000,1049001000,1094874000,1094874000,1094874000,2143875000,18681000,1744772000,-16722000,1746731000,1746731000,3890606000,88855000,26762000,52611000,-141142000,27086000,-53384000,-187025000,-240409000,-14888000,-122000,-15010000,-228333000,-228333000,-124000,-228457000,142664000,0,-25366000,0.34535,0.10244,0.07853,0.05087,0.02284,-0.28548,1.30529,1.22736,0,0.90471,0.89334,11.52004,17.78503,-0.25827,0.03127,-0.00893,-2.97713,-3.66455
"46","2022_Q1",27.3395161290323,"Down",1332199000,-964903000,367296000,-313988000,-313988000,53308000,-1432000,-2671000,51876000,51876000,-10924000,40952000,40952000,40952000,40952000,445995000,206575000,239420000,63760000,63760000,569699000,206293000,206293000,1285747000,1145085000,223557000,1136958000,1000255000,2505600000,3791347000,745158000,304246000,440912000,981473000,1064134000,1064134000,1064134000,2045607000,10000.0000000037,1770560000,-24830000,1745740000,1745740000,3791347000,40952000,27687000,57557000,10844000,137040000,-103421000,-20865000,-124286000,-40402000,-106000,-40508000,-27754000,-27754000,-2025000,-29779000,80995000,-2.91038304567337e-11,-657999.99999997,0.27571,0.04002,0.03074,0.02346,0.0108,-0.01607,1.31002,1.17177,1.35525271560688e-20,0.41866,0.41566,13.61921,17.84688,-0.00673000000000001,0.01457,-0.000230000000000008,-5.50645,-8.36638
"47","2022_Q2",22.6648387096774,"Down",1051934000,-728633000,323301000,-277064000,-277064000,46237000,-1989000,-1989000,44248000,44248000,-12715000,31533000,31533000,31533000,31533000,259203000,71640000,187563000,97058000,97058000,629953000,221905000,221905000,1208119000,1149772000,179458000,1104961000,967639000,2434191000,3642310000,692622000,296673000,395949000,920155000,1026234000,1026234000,1026234000,1946389000,9000,1740508000,-44596000,1695921000,1695921000,3642310000,31533000,26702000,62587000,-200379000,-79557000,-73723000,87340000,13617000,-62052000,-6636000,-68688000,-134628000,-134628000,-307000,-134935000,72939000,0,-188448000,0.30734,0.04395,0.02998,0.01859,0.00866,-5.97622,1.31295,1.14769,0,0.33026,0.32729,11.01733,17.76207,-1.97369,0.01158,-0.06923,-3.5537,-5.60596
"48","2022_Q3",20.9603125,"Down",1183388000,-808836000,374552000,-288734000,-288734000,85818000,-2262000,-2262000,83556000,83556000,-24083000,59473000,59473000,59473000,59473000,251685000,91665000,160020000,97374000,97374000,697474000,220901000,220901000,1267434000,1150247000,152528000,1083223000,927685000,2385998000,3653432000,744455000,347805000,396650000,966885000,979355000,979355000,979355000,1946240000,9000,1757368000,-50185000,1707192000,1707192000,3653432000,59473000,25681000,52763000,-90023000,47894000,-31929000,54001000,22072000,-49588000,-32000,-49620000,20346000,20346000,-321000,20025000,111499000,0,13630000,0.31651,0.07252,0.05026,0.03484,0.01628,0.22918,1.31084,1.14002,0,0.63921,0.63507,12.71895,18.34875,0.14649,0.02214,0.00507,-2.25728,-2.93278
