"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","goodwill","derivative_hedging_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",44.4877777777778,"Down",335616000,-46692000,288924000,-161105000,-46616000,-58802000,-55687000,127819000,-28136000,-29655000,1519000,99683000,17025000,-8739000,8286000,8286000,8286000,8286000,105567000,105567000,140911000,140911000,33039000,64730000,64730000,344247000,4447754000,9460444000,-5012690000,111385000,637811000,5476000,126596000,505739000,5196950000,5541197000,156332000,86487000,34404000,35441000,156332000,2085686000,1768934000,222756000,807955000,738223000,3854620000,4010952000,846622000,673281000,10342000,1530245000,1530245000,5541197000,8286000,58802000,100274000,-20170000,147192000,-122800000,-122800000,-122800000,7086000,-105417000,-33532000,3624000,-29908000,11867000,11867000,11867000,186621000,2085686000,52390000,0.86088,0.38085,0.02469,0.00540999999999998,0.0015,6.32271,2.20203,2.62112,0.3764,0.09758,0.09758,3.95228,18.02048,0.61696,0.39488,0.00777,0.00973,4.04683,10.61038,15.49159
"28","2017_Q1",48.1895161290323,"Up",292473000,-25291000,267182000,-153182000,-41038000,-56117000,-56027000,1.14e+08,-24601000,-27248000,2647000,89399000,56644000,-19092000,37552000,37552000,37552000,37552000,129972000,129972000,133201000,133201000,33866000,79220000,79220000,376259000,4454482000,9539581000,-5085099000,110664000,694982000,5476000,113804000,575702000,5260128000,5636387000,162066000,108056000,34473000,19537000,162066000,2086252000,1859505000,277113000,823795000,758597000,3945757000,4107823000,856283000,676361000,-4080000,1528564000,1528564000,5636387000,37552000,56117000,41481000,-6126000,129024000,-99795000,-99795000,-99795000,1927000,-75787000,-34405000,5573000,-28832000,24405000,24405000,24405000,170117000,2086252000,83288000,0.91353,0.38978,0.12839,0.02457,0.00666,2.21794,2.32164,2.68737,0.37014,0.4417,0.4417,3.44015,17.97938,0.97966,0.40468,0.01314,0.01521,0.9162,11.49961,17.16035
"29","2017_Q2",46.3930158730159,"Down",422500000,-92903000,329597000,-157458000,-50422000,-56196000,-50840000,172139000,-26799000,-28413000,1614000,145340000,145340000,-56432000,88908000,88908000,88908000,88908000,136493000,136493000,161025000,161025000,34170000,108899000,108899000,440587000,4486129000,9620006000,-5133877000,114721000,620280000,5476000,42065000,572739000,5221130000,5661717000,150911000,113136000,34544000,3231000,150911000,2086817000,1847394000,272672000,803166000,771556000,3934211000,4085122000,861161000,762641000,-47207000,1576595000,1576595000,5661717000,88908000,56196000,61765000,-62222000,144647000,-106053000,-106053000,-106053000,-4297000,-104591000,-34473000,938000,-33535000,6521000,6521000,6521000,228335000,2086817000,116492000,0.78011,0.40743,0.21043,0.05639,0.0157,1.31025,2.91952,2.5911,0.36858,1.04365,1.03625,4.95951,18.50684,1.36744,0.40466,0.02239,0.02114,0.38774,8.5415,11.32994
"30","2017_Q3",48.0711111111111,"Up",522076000,-171077000,350999000,-181041000,-63907000,-56998000,-60136000,169958000,-27704000,-29446000,1742000,142254000,142254000,-52971000,89283000,89283000,89283000,89283000,231173000,231173000,171162000,171162000,34695000,106208000,106208000,543238000,4519057000,9704134000,-5185077000,117284000,625096000,5476000,64729000,554891000,5261437000,5804675000,165425000,111382000,34577000,19466000,165425000,2087385000,1899074000,291259000,837098000,770717000,3986459000,4151884000,868063000,817348000,-32620000,1652791000,1652791000,5804675000,89283000,56998000,37309000,23653000,207243000,-102178000,-102178000,-102178000,1072000,-80311000,-34544000,2292000,-32252000,94680000,94680000,94680000,226956000,2087385000,201402000,0.67231,0.32554,0.17102,0.05402,0.01538,2.25577,3.28389,2.51204,0.3596,1.04629,1.03822,6.11808,19.36865,2.36018,0.40481,0.02196,0.03571,0.3869,8.17873,10.92159
"31","2017_Q4",47.7834920634921,"Down",348368000,-69385000,278983000,-155630000,-44467000,-55618000,-55545000,123353000,-27846000,-29218000,1372000,95507000,95507000,-35792000,59715000,59715000,59715000,59715000,285325000,285325000,127876000,127876000,34706000,72723000,72723000,520630000,4583524000,9816295000,-5232771000,126485000,636868000,5476000,63036000,568356000,5346877000,5867507000,147381000,98842000,35469000,13070000,447381000,1787954000,1947202000,299326000,881547000,766329000,3735156000,4182537000,875759000,841593000,-32382000,1684970000,1684970000,5867507000,59715000,55618000,39664000,44243000,199240000,-106543000,-106543000,-106543000,-6961000,-113504000,-34577000,2993000,-31584000,54152000,54152000,54152000,178971000,2087954000,152463000,0.80083,0.35409,0.17141,0.03544,0.01018,2.55318,1.16373,2.48226,0.35585,0.69906,0.6939,4.07819,19.72517,1.78481,0.40478,0.01648,0.02665,0.57903,10.07218,14.61358
"32","2018_Q1",44.0368852459016,"Down",286937000,-32807000,254130000,-125802000,-10935000,-55383000,-59484000,128328000,-67265000,-32760000,-34505000,61063000,61063000,-15487000,45576000,45576000,45576000,45576000,555530000,555530000,112383000,112383000,33926000,76129000,76129000,777968000,4674074000,9945560000,-5271486000,125265000,526013000,5476000,36111000,484426000,5325352000,6103320000,161943000,126443000,35500000,1434031.82159647,461943000,2083681000,1852858000,149079000,891287000,812492000,3936539000,4398482000,882189000,851669000,-29020000,1704838000,1704838000,6103320000,45576000,55383000,4375000,28044000,133378000,-135561000,-135561000,-135561000,11402000,-124159000,-35469000,1561000,261243000,270462000,270462000,270462000,183711000,2383681000,91681000,0.88566,0.44723,0.15884,0.02673,0.00747,2.01161,1.68412,2.58,0.39055,0.53296,0.52852,3.35543,19.9363,1.07211,0.41477,0.01364,0.01543,0.77824,9.95123,14.24592
"33","2018_Q2",43.9915625,"Down",419655000,-114345000,305310000,-155841000,-44080000,-55830000,-55931000,149469000,-32092000,-28589000,-3503000,117377000,117377000,81277000,198654000,198654000,198654000,198654000,166289000,166289000,161029000,161029000,35139000,127169000,127169000,489626000,4729041000,10023252000,-5294211000,123368000,449897000,5476000,21107000,423314000,5302306000,5791932000,168250000,132409000,35590000,250999.999999998,168250000,2084465000,1672715000,125055000,453285000,1094375000,3757180000,3925430000,886109000,1014733000,-34340000,1866502000,1866502000,5791932000,198654000,55830000,-79920000,-77032000,97532000,-142613000,-142613000,-142613000,2612000,-140001000,-35500000,-1501000,-344048000,-386517000,-386517000,-386517000,205299000,2084465000,-95623000,0.72753,0.35617,0.47337,0.10643,0.0343,-0.48135,2.91011,2.10309,0.35989,2.3199,2.30122,4.90078,21.79722,-1.1167,0.41457,0.04164,-0.017,0.1787,9.34333,12.83327
"34","2018_Q3",47.2398412698413,"Up",540906000,-199524000,341382000,-169792000,-46709000,-61155000,-61928000,171590000,-41473000,-28382000,-13091000,130117000,130117000,-38270000,91847000,91847000,91847000,91847000,227994000,227994000,198922000,198922000,34769000,124040000,124040000,585725000,4782797000,10126931000,-5344134000,123039000,423012000,5476000,18144000,399392000,5328848000,5914573000,175309000,127585000,35641000,12083000,175309000,2085012000,1723590000,133852000,482682000,1107056000,3808602000,3983911000,896008000,1070939000,-36285000,1930662000,1930662000,5914573000,91847000,61155000,65576000,-27428000,191150000,-119107000,-119107000,-119107000,2743000,-99054000,-35591000,4392000,-31199000,60897000,60897000,60897000,232745000,2085012000,124480000,0.63113,0.31723,0.1698,0.04757,0.01553,1.3553,3.3411,2.06349,0.35252,1.07039,1.06412,6.30373,22.49998,1.45069,0.41478,0.0222,0.02169,0.3875,7.97877,10.82241
"35","2018_Q4",47.2773015873016,"Up",342912000,-77257000,265655000,-151653000,-39559000,-60817000,-51277000,114002000,-31794000,-28183000,-3611000,82208000,82208000,-19182000,63026000,63026000,63026000,63026000,313307000,313307000,151005000,151005000,34693000,73903000,73903000,572908000,4843230000,10254976000,-5411746000,130744000,427221000,5476000,11760000,409985000,5401195000,5974103000,165171000,111812000,36526000,16833000,415171000,1835582000,1757957000,138275000,491520000,1128162000,3593539000,4008710000,902339000,1097438000,-34384000,1965393000,1965393000,5974103000,63026000,60817000,18343000,87215000,229401000,-142274000,-142274000,-142274000,-7114000,-111192000,-35641000,1371000,-34270000,83939000,83939000,83939000,174819000,2085582000,138942000,0.7747,0.33245,0.1838,0.03207,0.01055,2.20452,1.37993,2.03965,0.3491,0.73346,0.72884,3.99058,22.87195,1.61692,0.41477,0.01699,0.02392,0.5655,10.13777,15.546
"36","2019_Q1",50.515737704918,"Up",289195000,-48034000,241161000,-156499000,-38537000,-63159000,-54803000,84662000,-30337000,-29368000,-969000,54325000,54325000,-16331000,37994000,37994000,37994000,37994000,229606000,229606000,141498000,141498000,35823000,95647000,95647000,502574000,4977143000,10439839000,-5462696000,132545000,424224000,5476000,9518000,409230000,5533912000,6036486000,199957000,160031000,36532000,3394000,199957000,2131365000,1718798000,66103000,512686000,1140009000,3850163000,4050120000,906180000,1098900000,-18714000,1986366000,1986366000,6036486000,37994000,63159000,6141000.00000001,-10074000,97220000,-180010000,-180010000,-180010000,1370000,-178640000,-36526000,-152000,-1123000,-82543000,-82543000,-82543000,147821000,2131365000,-25932000,0.8339,0.29275,0.13138,0.01913,0.00629,-0.682529999999999,2.51341,2.03896,0.35308,0.44202,0.4385,3.36451,23.10949,-0.30169,0.42495,0.01277,-0.00444,0.96136,12.86528,22.46296
"37","2019_Q2",49.8677777777778,"Down",490247000,-163594000,326653000,-164970000,-43915000,-64255000,-56800000,161683000,-36114000,-26512000,-9602000,125569000,125569000,-22909000,102660000,102660000,102660000,102660000,109754000,109754000,192604000,192604000,34947000,146500000,146500000,483805000,5083617000,10604089000,-5520472000,129715000,489791000,5476000,34244000,450071000,5703123000,6186928000,164589000,127926000,36663000,5616519.86018254,164589000,2131880000,1841356000,40842000,598285000,1202229000,3973236000,4137825000,903347000,1172334000,-26578000,2049103000,2049103000,6186928000,102660000,64255000,75525000,-138068000,104372000,-177567000,-177567000,-177567000,-2549000,-180116000,-36532000,-8233000,-44765000,-120509000,-120509000,-120509000,225938000,2131880000,-66788000,0.6663,0.3298,0.2094,0.0501,0.01659,-0.65057,2.93947,2.01933,0.34458,1.19327,1.18396,5.69838,23.81771,-0.77631,0.42463,0.02311,-0.01109,0.35585,8.94992,12.50673
"38","2019_Q3",42.91625,"Down",552544000,-222285000,330259000,-176899000,-48560000,-65663000,-62676000,153360000,-32980000,-27061000,-5919000,120380000,120380000,-29784000,90596000,90596000,90596000,90596000,100643000,100643000,235586000,235586000,37695000,119765000,119765000,493689000,5215874000,10788894000,-5573020000,135022000,434390000,5476000,11130000,417784000,5785286000,6278975000,193992000,141851000,36678000,15463000,193992000,2132488000,1856237000,49213000,618850000,1188174000,3988725000,4182717000,908138000,1236657000,-48537000,2096258000,2096258000,6278975000,90596000,65663000,61208000,18996000,236463000,-209012000,-209012000,-209012000,-66999.9999999991,-209079000,-36665000,-631000,-37296000,-9911999.99999999,-9911999.99999999,-9911999.99999999,219023000,2132488000,58791000,0.59771,0.27755,0.16396,0.04322,0.01443,0.64894,2.54489,1.99533,0.33962,1.04994,1.04411,6.40355,24.29398,0.68134,0.42492,0.02091,0.00966,0.40471,9.27686,13.24886
"39","2019_Q4",40.64875,"Down",357200000,-76515000,280685000,-167859000,-39607000,-71072000,-57180000,112826000,-27960000,-26504000,-1456000,84866000,84866000,-21113000,63753000,63753000,63753000,63753000,87515000,87515000,178762000,178762000,39010000,80934000,80934000,386221000,5352370000,10988435000,-5636065000,137847000,459809000,5476000,36803000,417530000,5950026000,6336247000,164871000,112782000,37543000,14546000,164871000,2133101000,1889961000,53142000,647602000,1189217000,4023062000,4187933000,913550000,1262867000,-28103000,2148314000,2148314000,6336247000,63753000,71072000,20253000,74642000,229720000,-200863000,-200863000,-200863000,-455000,-201318000,-36678000,0,-36678000,-8276000,-8276000,-8276000,183898000,2133101000,78790000,0.78579,0.31586,0.17848,0.02968,0.01006,1.23586,2.34256,1.9494,0.33665,0.73868,0.73431,4.13874,24.8917,0.91291,0.42497,0.01627,0.01277,0.57531,11.12348,18.13045
"40","2020_Q1",36.8959677419355,"Down",293341000,-35654000,257687000,-173747000,-39390000,-74670000,-59687000,83940000,-25244000,-26679000,1435000,58696000,58696000,-11415000,47281000,47281000,47281000,47281000,20428000,20428000,139956000,139956000,40717000,122644000,122644000,323745000,5509510000,11204838000,-5695328000,144917000,483985000,5476000,48669000,429840000,6138412000,6462157000,173772000,132208000,37547000,4017000,228972000,2133718000,1954868000,133729000,653382000,1167757000,4088586000,4317558000,918579000,1272601000,-46581000,2144599000,2144599000,6462157000,47281000,74670000,-2969000,4946000,123928000,-201496000,-201496000,-201496000,-7166000,-208662000,-37543000,-13000,17644000,-67090000,-67090000,-67090000,158610000,2188918000,-26525000,0.87846,0.28615,0.16118,0.02205,0.00732,-0.56101,1.41391,2.01322,0.33873,0.54777,0.54474,3.39846,24.84593,-0.3073,0.43495,0.01349,-0.00422,0.79404,13.67184,25.83381
"41","2020_Q2",37.1636507936508,"Up",444188000,-118157000,326031000,-178011000,-43256000,-74918000,-59837000,148020000,-30034000,-26994000,-3040000,117986000,117986000,-31395000,86591000,86591000,86591000,86591000,34966000,34966000,158944000,158944000,40373000,164803000,164803000,399086000,5646224000,11402308000,-5756084000,141229000,516119000,5476000,40569000,470074000,6303572000,6702658000,168079000,126985000,37650000,3444000,307879000,2134339000,2072018000,129616000,708774000,1233628000,4206357000,4514236000,917698000,1320592000,-49868000,2188422000,2188422000,6702658000,86591000,74918000,64155000,-57915000,167749000,-198495000,-198495000,-198495000,5212000,-193283000,-37547000,-4147000,42906000,17372000,17372000,17372000,222938000,2274139000,-2077000,0.73399,0.33324,0.19494,0.03957,0.01292,-0.02399,1.29624,2.06278,0.33929,1.00246,0.99664,5.14235,25.33528,-0.02405,0.43468,0.019,-0.000319999999999999,0.43361,10.04393,15.1275
"42","2020_Q3",39.18984375,"Up",491095000,-145575000,345520000,-192339000,-51725000,-77912000,-62702000,153181000,-44642000,-27162000,-17480000,108539000,-69222000,-36846000,-106068000,-106068000,-106068000,-106068000,111655000,111655000,172011000,172011000,48113000,155631000,155631000,487410000,5555870000,11559528000,-6003658000,137044000,528335000,5476000,94797000,428062000,6221249000,6708659000,161805000,106938000,37654000,17213000,391805000,2134964000,2094279000,126959000,777299000,1190021000,4229243000,4621048000,922006000,1176870000,-11265000,2087611000,2087611000,6708659000,-106068000,77912000,238115000,13284000,223243000,-196991000,-196991000,-196991000,-1045000,-198036000,-37650000,-5999.99999999255,52544000,77751000,77751000,77751000,231093000,2364964000,84232000,0.70357,0.31192,-0.21598,-0.05081,-0.01581,-0.79413,1.24401,2.21356,0.35252,-1.22537,-1.23256,5.67346,24.11748,0.9731,0.43496,-0.01045,0.01287,-0.35496,9.75066,14.71011
"43","2020_Q4",38.7159375,"Down",323018000,-53419000,269599000,-170967000,-43950000,-73232000,-53785000,98632000,-26011000,-28560000,2549000,72621000,54385000,-13135000,41250000,41250000,41250000,41250000,556264000,556264000,136438000,136438000,51396000,73254000,73254000,817352000,5621352000,11710155000,-6088803000,144584000,535697000,5476000,62817000,467404000,6301633000,7118985000,153365000,94123000,40470000,18772000,153365000,2628782000,2107717000,127237000,783377000,1197103000,4736499000,4889864000,1090001000,1177650000,-38530000,2229121000,2229121000,7118985000,41250000,73232000,27666000,90730000,232878000,-155518000,-155518000,-155518000,-41000,-182609000,-37654000,165857000,391311000,441580000,441580000,441580000,171864000,2628782000,120211000,0.83463,0.30535,0.1277,0.01851,0.00579,2.91421,5.32946,2.19363,0.36926,0.46896,0.46296,3.67229,25.3422,1.36664,0.42808,0.01133,0.01726,0.91282,12.05906,21.01263
"44","2021_Q1",42.6831147540984,"Up",287990000,-174235000,113755000,-34292000,-42120000,-80096000,87924000,79463000,-34204000,-27296000,157000.000000002,45259000,-208182000,62637000,-145545000,-145545000,-145545000,-145545000,20541000,20541000,143583000,143583000,51877000,118283000,64859000,334284000,5998067000,12351852000,-6353785000,154502000,478082000,5476000,9308000,463298000,6630651000,6964935000,185389000,134126000,40475000,10788000,215389000,2629576000,2104015000,127181000,696054000,1280780000,4733591000,4948980000,1095113000,991630000,-70788000,2015955000,2015955000,6964935000,-145545000,80096000,197519000,-15131000,116939000,-165149000,-165852987.209964,-165852987.209964,-5331000,-649688000,-40471000,-101000.00000003,-10673000.0000001,-543422000,-543422000,-543422000,159559000,2659576000,-83358000,0.395,0.27592,-0.50538,-0.0722,-0.0209,0.57273,1.552,2.45491,0.38185,-1.59981,-1.62011,3.16555,22.15914,-0.91626,0.44485,-0.0155,-0.0123,-0.27807,16.53956,33.21087
"45","2021_Q2",49.204126984127,"Up",441160000,-121745000,319415000,-150787000,-44886000,-83120000,-22781000,168628000,-36351000,-34175000,-2176000,132277000,107191000,-29417000,77774000,77774000,77774000,77774000,109413000,109413000,178584000,178584000,51694000,93733000,93733000,433424000,5991666000,12495227000,-6503561000,145921000,468157000,5476000,18094000,444587000,6605744000,7039168000,143288000,96905000,40560000,5823000,668288000,2130473000,2191269000,124097000,735236000,1331936000,4321742000,4990030000,1095522000,1028844000,-75228000,2049138000,2049138000,7039168000,77774000,83120000,58130000,-14281000,204743000,-183301000,-183301000,-183301000,11849000,-66870000,-40475000,-3526000,-49001000,88872000,88872000,88872000,251748000,2655473000,83583000,0.72403,0.38224,0.17629,0.03795,0.01105,1.07469,0.64856,2.43518,0.37724,0.85459,0.84991,4.8475,22.51611,0.91842,0.44474,0.01715,0.01212,0.52042,10.11353,15.09868
"46","2021_Q3",49.57328125,"Up",551115000,-176688000,374427000,-160387000,-52058000,-84342000,-23987000,214040000,-61394000,-50519000,-10875000,152646000,152646000,-40210000,112436000,112436000,112436000,112436000,80467000,80467000,229479000,229479000,52212000,88802000,88802000,450960000,6076070000,12648604000,-6572534000,147421000,441201000,5476000,4104000,431621000,6664692000,7115652000,167635000,107305000,40562000,19768000,167635000,2627033000,2200784000,118804000,763441000,1318539000,4827817000,4995452000,1100239000,1100718000,-80757000,2120200000,2120200000,7115652000,112436000,84342000,58999000,-43387000,212390000,-155566000,-155566000,-155566000,246000,-155320000,-40560000,-7999.99999999627,-86016000,-28946000,-28946000,-28946000,298382000,2627033000,139639000,0.6794,0.38838,0.20402,0.05303,0.0158,1.24194,2.69013,2.35612,0.36919,1.23337,1.22672,6.04547,23.2576,1.53177,0.44492,0.02202,0.0201,0.36074,8.53458,11.89762
"47","2021_Q4",57.66109375,"Up",394396000,-93089000,301307000,-151238000,-42577000,-84170000,-24491000,150069000,-33259000,-31232000,-2027000,116810000,116810000,-30335000,86475000,86475000,86475000,86475000,118012000,118012000,188863000,188863000,53740000,66491000,66491000,427106000,6185657000,12834695000,-6649038000,149250000,446662000,5476000,770000,440416000,6781569000,7208675000,162147000,113470000,41484000,7193000,162147000,2627860000,2202053000,117291000,742638000,1342124000,4829913000,4992060000,1103876000,1145700000,-32961000,2216615000,2216615000,7208675000,86475000,84170000,33040000,50992000,254677000,-173908000,-173908000,-173908000,-872000,-174780000,-40571000,-71000,-40642000,39255000,39255000,39255000,234239000,2627860000,141658000,0.76397,0.3805,0.21926,0.03901,0.012,1.63814,2.63407,2.25211,0.36454,0.94939,0.94424,4.33,24.33578,1.55524,0.44542,0.01803,0.0201,0.46916,10.7149,16.72463
"48","2022_Q1",61.4906451612903,"Up",355988000,-76564000,279424000,-147151000,-40026000,-83671000,-23454000,132273000,-30591000,-25531000,-160000.000000001,101682000,101682000,-14720000,86962000,86962000,86962000,86962000,31528000,31528000,205294000,205294000,53560000,232067000,232067000,522449000,6384283000,13103639000,-6719356000,149632000,408461000,5476000,4661772.10518573,253834000,6942376000,7464825000,230539000,171655000,58863000,21000.0000000009,583208000,3245097000,1850314000,7526000,660420000,1182368000,5095411000,5678619000,1108628000,1191175000,-513597000,1786206000,1786206000,7464825000,86962000,83671000,-8541999.99999999,-42348000,119743000,-238959000,-308809163.280015,-308809163.280015,2712000,-236247000,-41483000,-97000.0000000005,116920000,415999.99999997,415999.99999997,415999.99999997,215944000,3403597000,-50643000,0.78493,0.37157,0.24428,0.04869,0.01165,-0.58236,0.89582,3.17915,0.45595,0.95373,0.94677,3.90418,19.58961,-0.55541,0.45495,0.01824,-0.00719,0.47702,15.61548,25.49325
"49","2022_Q2",68.6267741935484,"Up",546557000,-223819000,322738000,-113079000,-55959676.3613755,-88578000,-24501000,209659000,-32370000,-31291000,-1079000,177289000,177289000,-44897000,132392000,132392000,132392000,132392000,79065000,79065000,264255000,264255000,47351000,121150000,121150000,511821000,6490755000,13293191000,-6802436000,106483000,480614000,5476000,6228872.10518573,475138000,7077852000,7589673000,216591000,129934000,86621000,36000,382591000,2629602000,2176595000,4775000,799599000,1372221000,4806197000,5188788000,1105258000,1281963000,13664000,2400885000,2400885000,7589673000,132392000,88578000,54810000,-104297000,171483000,-213491000,-615640489.840046,-615640489.840046,13781000,-169710000,-41487000,-8859000,-42846000,-41073000,-41073000,-41073000,298237000,2795602000,25346000,0.59049,0.3836,0.24223,0.05514,0.01744,0.19145,1.33778,2.1612,0.36834,1.45196,1.44137,5.99418,26.33089,0.27797,0.45499,0.02358,0.00344,0.31336,9.10865,12.95693
"50","2022_Q3",67.94078125,"Down",701720000,-236271000,465449000,-219083000,-100120000,-91245000,-27718000,246366000,-21579000,-31598000,10019000,224787000,224787000,-57459000,167328000,167328000,167328000,167328000,52569000,52569000,339421000,339421000,48887000,220186000,220186000,661063000,6574381000,13457342000,-6882961000,103164000,466415000,5476000,999.999999999534,460938000,7143960000,7805023000,198181000,135775000,58984000,3422000,965181000,2883605000,2092575000,4756000,709598000,1378221000,4976180000,5941361000,1110233000,1407683000,-654254000,1863662000,1863662000,7805023000,167328000,91245000,75371000,-79808000,254136000,-201924000,-1149772979.68009,-1149772979.68009,-92000,-188491000,-41604000,-167000.000000002,10229000,75874000,75874000,75874000,337611000,3650605000,113338000,0.6633,0.35109,0.23845,0.08978,0.02144,0.67734,0.68491,3.188,0.46773,1.8334,1.81813,7.68871,20.42005,1.24184,0.45585,0.02747,0.0149,0.24864,10.65734,14.60443
