"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","current_portion_of_long_term_debt","other_short_term_liabilities","deferred_tax_liabilities_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",116.228412698413,"Up",2612858000,-2258925000,-1540767000,-110798000,-607360000,353933000,-35507000,-35507000,318426000,318426000,-107899000,210527000,210527000,-4472000,206055000,206055000,62974000,62974000,1447802000,1447802000,126481000,94817000,94817000,1732074000,4396536000,7470405000,-3073869000,4319649000,3787515000,530879000,8716185000,10448259000,1282540000,1282540000,126064000,126064000,108823000,108823000,1517427000,3772515000,348148000,75468000,272680000,4120663000,5638090000,4735962000,74207000,4810169000,10448259000,210527000,110798000,15348000,146436000,483109000,-153794000,-174626000,-9662000,-239033000,-26627000,-4118000,-279440000,29043000,29043000,29328000,464731000,3898579000,565272000,0.13546,0.07886,0.04284,0.01972,2.74331,1.14145,1.17212,0.37313,2.13341,2.11616,27.05242,49.03414,5.85259,0.10004,0.02382,0.06241,0.04689,8.25339,10.83709
"30","2017_Q3",110.016666666667,"Down",2612356000,-2282165000,-1536860000,-113112000,-632193000,330191000,-35920000,-35920000,294271000,294271000,-103883000,190388000,190388000,-4994000,185394000,185394000,66446000,66446000,1456999000,1456999000,130698000,109017000,109017000,1763160000,4441875000,7604631000,-3162756000,4347452000,3803386000,542765000,8789327000,10552487000,1182396000,1182396000,126109000,126109000,13724000,13724000,1322229000,3988912000,356545000,73813000,282732000,4345457000,5667686000,4812854000,71947000,4884801000,10552487000,190388000,113112000,13705000,-266518000,50687000.0000001,-128106000,-129884000,-9618000,214958000,-115909000,-7312000,82119000,2922000,2922000,3574999.99999999,443303000,4115021000,152562000,0.1264,0.07097,0.03795,0.01757,0.82291,1.33348,1.16027,0.38996,1.92623,1.91045,27.14221,50.00524,1.58511,0.09993,0.02084,0.01631,0.05188,9.13275,12.26131
"31","2017_Q4",104.541428571429,"Down",2541864000,-2284554000,-1545814000,-110217000,-628523000,257310000,-36956000,-36956000,220354000,220354000,-74992000,145362000,145362000,-4117000,141245000,141245000,65424000,65424000,1452018000,1452018000,135849000,101896000,101896000,1755187000,4516139000,7769073000,-3252934000,4368034000,3821610000,545084000,8884173000,10639360000,1284740000,1284740000,112757000,112757000,0,1.49011611938477e-08,1397497000,3927396000,377220000,78968000,298252000,4304616000,5702113000,4865212000,72035000,4937247000,10639360000,145362000,110217000,13785000,75557000,344921000,-163194000,-163194000,-9496000,-76327000,-92697000,-4528000,-183048000,-1321000,-1321000,-774000,367527000,4040153000,354882000,0.10123,0.05557,0.02861,0.01328,2.51253,1.25595,1.15492,0.37974,1.48295,1.47165,26.68736,51.08049,3.72595,0.0997,0.01611,0.03794,0.06723,10.81479,15.44724
"32","2018_Q1",116.277868852459,"Up",2642787000,-2304043000,-1565419000,-113638000,-624986000,338744000,-36786000,-36786000,301958000,301958000,-76923000,225035000,225035000,-5426000,219609000,219609000,74423000,74423000,1500898000,1500898000,136177000,86504000,86504000,1798002000,4571837000,7921126000,-3349289000,4391989000,3825157000,563825000,8963826000,10761828000,1284081000,1284081000,545619000,545619000,18334000,18334000,1848034000,3494390000,361266000,54962000,306304000,3855656000,5703690000,4989514000,68624000,5058138000,10761828000,225035000,113756000,13900000,-48827000,303864000,-141351000,-156695000,-9435000,-1603999.99999994,-118914000,-8831000,-138784000,8385000,8385000,8547000,452500000,4040009000,339245000,0.12818,0.0831,0.04342,0.02041,1.54477,0.97293,1.12763,0.3754,2.32317,2.31389,27.95712,52.78233,3.58875,0.09981,0.02421,0.03586,0.04296,8.76373,11.70673
"33","2018_Q2",114.8084375,"Down",2687516000,-2353702000,-1619780000,-113103000,-620819000,333814000,-37576000,-37576000,296238000,296238000,-67569000,228669000,228669000,-4837000,223832000,223832000,73053000,73053000,1569803000,1569803000,137246000,104624000,104624000,1884726000,4700552000,8144555000,-3444003000,4438239000,3843126000,592041000,9138791000,11023517000,1366333000,1366333000,126248000,126248000,86996000,86996000,1579577000,3795087000,356750000,44850000,311900000,4151837000,5731414000,5215646000,76457000,5292103000,11023517000,228669000,113134000,18997000,3251000,364051000,-196772000,-226278000,-9422000,-120176000,-6896000,-4217000,-140711000,-2938000,-2938000,-1081000,446948000,3921335000,320996000,0.12421,0.08329,0.0423,0.0203,1.43409,1.19318,1.08301,0.35572,2.37548,2.36401,28.52202,55.35251,3.40666,0.09999,0.02437,0.03354,0.04209,8.61013,11.52822
"34","2018_Q3",120.373015873016,"Up",2681353000,-2356891000,-1622826000,-109581000,-624484000,324462000,-22692000,-3.8e+07,301770000,301770000,-71059000,230711000,230711000,-4659000,226052000,226052000,76886000,76886000,1557298000,1557298000,140797000,105546000,105546000,1880527000,4753099000,8281347000,-3528248000,4435791000,3815203000,617621000,9188890000,11069417000,1321049000,1321049000,126302000,126302000,193000,193000,1447544000,3864162000,361160000,49642000,311518000,4225322000,5672866000,5317583000,78968000,5396551000,11069417000,230711000,109582000,13206000,-88289000,265210000,-184065000,-189449000,-9382000,68206000,-122929000,-4451000,-68556000,7205000,7205000,4210000,434044000,3990464000,232749000,0.12101,0.08431,0.04189,0.02042,1.02963,1.29912,1.0512,0.36049,2.40886,2.39764,28.57306,56.66528,2.48022,0.09998,0.02415,0.02388,0.0415,9.01655,12.06175
"35","2018_Q4",123.367619047619,"Up",2648913000,-2391749000,-1628021000,-112286000,-651442000,257164000,-28097000,-39506000,229067000,229067000,-54186000,174881000,174881000,-3135000,171746000,171746000,83721000,83721000,1543348000,1543348000,144471000,169713000,169713000,1941253000,4836619000,8459668000,-3623049000,4495713000,3852851000,639918000,9332332000,11273585000,1435592000,1435592000,342425000,342425000,252000,251999.999999985,1778269000,3683919000,365878000,46765000,319113000,4049797000,5828066000,5363745000,81774000,5445519000,11273585000,174881000,112286000,15929000,43131000,346227000,-152497000,-239433000,-9282000,34401000,-123694000,-349000,-98924000,7870000,7870000,7266000,369450000,4026344000,314270000,0.09708,0.06484,0.03154,0.01523,1.82985,1.09165,1.07025,0.35715,1.84973,1.8402,28.52926,57.76847,3.38474,0.09997,0.0184,0.03195,0.05404,10.6716,15.33116
"36","2019_Q1",129.326885245902,"Up",2754496000,-2494674000,-1658657000,-118075000,-717942000,259822000,-52372000,-39874000,207450000,207450000,-43828000,163622000,163622000,-5547000,158075000,158075000,105220000,105220000,1509909000,1509909000,148206000,174467000,174467000,1937802000,4847940000,8563455000,-3715515000,4479738000,3844628000,629830000,9327678000,11265480000,1253714000,1253714000,63446000,63446000,131578000,2428000,1448738000,3935187000,411470000,49661000,361809000,4346657000,5795395000,5389262000,80823000,5470085000,11265480000,163622000,118074000,67973000,-50415000,299254000,-154369000,-92087000,-9256000,-21680000,-133710000,-19365000,-184011000,23156000,23156000,21993000,377896000,3998633000,216940000,0.09433,0.05739,0.0289,0.01403,1.37239,1.33758,1.05947,0.35495,1.71472,1.70512,29.87944,58.46011,2.35326,0.1004,0.01694,0.02196,0.05855,10.30287,14.98492
"37","2019_Q2",123.707777777778,"Down",2804391000,-2463954000,-1699134000,-120040000,-644780000,340437000,-44141000,-39640000,296296000,296296000,-58898000,237398000,237398000,-3230000,234168000,234168000,62726000,62726000,1602405000,1602405000,149928000,145382000,145382000,1960441000,4914838000,8733367000,-3818529000,4845998000,3856664000,983984000,9760836000,11721277000,1355717000,1355717000,71991000,71991000,229058000,44628000,1656766000,3821938000,686419000,35984000,650435000,4508357000,6165123000,5482415000,73739000,5556154000,11721277000,237398000,120040000,17591000,15872000,390901000,-179526000,-167510000,-9081000,-105840000,-141059000,-10314000,-266294000,-42903000,-42903000,-42109000,460477000,3893929000,355721000,0.12139,0.0835,0.04215,0.01998,1.51908,1.18329,1.1096,0.33221,2.57962,2.57421,30.89353,60.39498,3.91867,0.10004,0.024,0.03509,0.03878,8.32007,11.25378
"38","2019_Q3",141.33125,"Up",2855168000,-2509605000,-1715873000,-121168000,-672564000,345563000,-34755000,-42487000,310808000,310808000,-69543000,241265000,241265000,-2945000,238320000,238320000,61297000,61297000,1601352000,1601352000,153574000,148809000,148809000,1965032000,4944698000,8859104000,-3914406000,4842920000,3843429000,983744000,9787618000,11752650000,1253760000,1253760000,91833000,91833000,198676000,479000,1544269000,4057121000,682823000,37906000,644917000,4739944000,6284213000,5393089000,75348000,5468437000,11752650000,241265000,121168000,17085000,-146333000,233185000,-158287000,-128889000,-8872000,254423000,-348319000,-1336000,-104104000,192000,192000,-874999.999999993,466731000,4148954000,231654000,0.12103,0.08347,0.04358,0.02028,0.97203,1.27247,1.14918,0.35302,2.67367,2.6707,32.03159,60.50405,2.59888,0.09953,0.024,0.02249,0.03723,8.75806,11.82898
"39","2019_Q4",140.451875,"Down",2822453000,-2633524000,-1749822000,-121528000,-762174000,188929000,-50854000,-41447000,138075000,138075000,-37205000,100870000,100870000,-3680000,97190000,97190000,58905000,58905000,1544077000,1544077000,156285000,171360000,171360000,1930627000,4958409000,8967340000,-4008931000,4705365000,3827867000,858299000,9663774000,11594401000,1343922000,1343922000,78077000,78077000,199770000,570000,1621769000,3870294000,634332000,21213000,613119000,4504626000,6126395000,5389215000,78791000,5468006000,11594401000,100870000,121528000,109140000,149488000,481026000,-153177000,-172056000,-17603000,-201658000,-90350000,-237000,-309848000,-878000,-878000,-1864000,310457000,3948371000,343973000,0.06694,0.03443,0.01777,0.00838,3.53918,1.19045,1.12041,0.34054,1.10503,1.09999,32.09083,61.2745,3.91092,0.20014,0.01142,0.03422,0.18112,12.5282,20.58692
"40","2020_Q1",124.935161290323,"Down",2896247000,3033625000,3913483000,-127656000,-752202000,340979000,-19821000,-39159000,321158000,321158000,-73148000,248010000,248010000,-2834000,245176000,245176000,61268000,61268000,1560847000,1560847000,159889000,133930000,133930000,1915934000,5016698000,9106377000,-4089679000,4735618000,3869760000,849669000,9752316000,11668250000,538048000,446957000,87550000,87550000,937792000,2515000,1563390000,3896577000,625079000,25071000,600008000,4521656000,6085046000,5504105000,79099000,5583204000,11668250000,248010000,127656000,15706000,-58015000.0000001,333357000,-155073000,-219955000,-17447000,35152999.9999999,-179970000,-2526000,-164790000,-51388000,-51388000,-49170000,468635000,3984127000,328695000,0.11773,0.08465,0.04391,0.02101,1.34065,1.2255,1.08988,0.34145,2.81217,2.79872,33.21994,63.13205,3.77013,0.20012,0.02577,0.03225,0.07116,8.37082,11.50469
"41","2020_Q2",98.7887301587302,"Down",2829667000,-2592973000,-1778789000,-124394000,-689790000,236694000,-45911000,-36351000,190783000,190783000,-46323000,144460000,144460000,-2423000,142037000,142037000,54619000,54619000,1486829000,1486829000,162597000,130301000,130301000,1834346000,5042291000,9232949000,-4190658000,4743789000,3836566000,889741000,9786080000,11620426000,1382652000,1382652000,69521000,69521000,237778000,34779000,1689951000,3735799000,705680000,34003000,671677000,4441479000,6131430000,5413209000,75787000,5488996000,11620426000,144460000,124394000,18047000,215161000,502062000,-185959000,-135019000,-17344000,-179645000,-169090000,-5735000,-371814000,-4771000,-4771000,-6444000,361088000,3805320000,436613000,0.08365,0.0502,0.02588,0.01222,3.07394,1.08544,1.11704,0.32747,1.64753,1.6429,32.82219,62.78951,5.06441,0.20118,0.01594,0.04366,0.12211,10.38722,15.8462
"42","2020_Q3",105.65703125,"Up",2729754000,-2371723000,-1563289000,-126208000,-682226000,358031000,-22373000,-25473000,335658000,335658000,-79154000,256504000,256504000,-4575000,251929000,251929000,539622000,539622000,1438697000,1438697000,167626000,150842000,150842000,2296787000,5104549000,9398890000,-4294341000,4747163000,3836020000,890902000,9851712000,12148499000,1371698000,1371698000,82085000,82085000,805386000,126431000,2259169000,3449940000,673531000,19168000,654363000,4123471000,6382640000,5688647000,77212000,5765859000,12148499000,256504000,126208000,495167000,71428000,949307000,-166632000,-161796000,-3.72529029846191e-09,-274234000,-25112000,-3150000,-302496000,485015000,485015000,485049000,484239000,3532025000,468189000,0.13116,0.09229,0.04369,0.02074,1.85842,1.01665,1.10697,0.29074,2.97676,2.96181,32.2544,67.21627,5.53206,-2.77555756156289e-17,0.02527,0.04695,0,6.1796,8.35794
"43","2020_Q4",122.91359375,"Up",2912541000,1584156000,2405270000,-125961000,-695153000,349670000,-26406000,-24575000,323264000,323264000,-79172000,244092000,244092000,-2813000,241279000,241279000,1101230000,1101230000,1540747000,1540747000,176105000,143072000,143072000,2961154000,5248837000,9652778000,-4403941000,4765767000,3854265000,891566000,10014604000,12975758000,1591258000,1591258000,94504000,94504000,948460000,7335000,2634222000,3514673000,787588000,24895000,762693000,4302261000,6936483000,5962788000,76487000,6039275000,12975758000,244092000,125961000,418683000,-21948000,766788000,-186214000,-277888000,0,83486000,3392000,-15094000,71784000,560684000,560684000,561617000,475631000,3609177000,346641000,0.12006,0.08284,0.03995,0.01859,1.43668,1.12411,1.14856,0.27815,2.84957,2.83035,34.39792,70.42219,4.09393,0,0.02312,0.03322,0,5.27288,7.17233
"44","2021_Q1",131.030491803279,"Up",3086935000,-1206906000,-351324000,-133930000,-721652000,413959000,-11581000,-19886000,402378000,402378000,-94644000,307734000,307734000,974000,308708000,308708000,1224490000,1224490000,1728928000,1728928000,190417000,138034000,138034000,3281869000,5373124000,9885888000,-4512764000,4821886000,3882715000,916482000,10195010000,13476879000,732208000,570523000,331998000,331998000,1416833000,44423000,2481039000,3524253000,1065829000,5582000,1060247000,4590082000,7071121000,6316368000,89390000,6405758000,13476879000,307734000,133930000,-163970000,-135682000,142012000,-187236000,-227859000,0,209425000,-3591000,11833000,217667000,131820000,131820000,133265000,547889000,3856251000,319615000,0.1341,0.1,0.04819,0.02291,1.03533,1.32278,1.10387,0.28614,3.64352,3.60695,36.43347,74.54877,3.77225,0,0.02725,0.02822,6.93889390390723e-18,4.80346,6.35754
"45","2021_Q2",149.617936507937,"Up",3012987000,-1219545000,-347110000,-131403000,-741032000,295669000,-22792000,-21957000,272877000,272877000,-63807000,209070000,209070000,21000,209091000,209091000,764502000,764502000,1668650000,1668650000,193961000,157052000,157052000,2784165000,5495602000,10119037000,-4623435000,4816562000,3886973000,906075000,10312164000,13096329000,1779700000,1779700000,107281000,107281000,352398000,102266000,2239379000,3505822000,744819000,734999.999999996,744084000,4250641000,6490020000,6513862000,92447000,6606309000,13096329000,209070000,131403000,-491426000,222748000,71795000,-247459000,-262327000,-17018000,-251830000,-4107000,3078000,-269877000,-460409000,-460409000,-459986000,427072000,3613103000,466168000,0.09813,0.0694,0.03165,0.01597,2.2295,1.24328,0.9824,0.27589,2.46622,2.43707,35.53805,76.83072,5.49843,0.20073,0.02062,0.04252,0.08139,6.67007,9.63443
"46","2021_Q3",149.99484375,"Up",3197880000,-1270977000,-338033000,-133985000,-798959000,438968000,-12170000,-21299000,426798000,426798000,-101522000,325276000,325276000,-252000,325024000,325024000,199017000,199017000,1787931000,1787931000,195141000,183216000,183216000,2365305000,5629897000,10361669000,-4731772000,4817433000,3903266000,879222000,10447330000,12812635000,1765773000,1765773000,107370000,107370000,95667000,33315000,1968810000,3486222000,780830000,0,780830000,4267052000,6235862000,6480100000,96673000,6576773000,12812635000,325276000,133985000,-166162000,-245446000,47653000,-213609000,-221374000,-16826000,-20377000,-357531000,2738000,-391996000,-565717000,-565717000,-565480000,572953000,3593592000,215420000,0.13727,0.10164,0.04942,0.02537,0.66278,1.20139,0.94816,0.28047,3.83364,3.78834,37.71886,76.4325,2.54087,0.19846,0.03122,0.01967,0.05177,5.9247,7.73308
"47","2021_Q4",127.5559375,"Down",3155999000,-1284743000,-367834000,-134462000,-782447000,314808000,-27918000,-21199000,286890000,286890000,-67515000,219375000,219375000,-1024000,218351000,218351000,189743000,189743000,1764214000,1764214000,202824000,186518000,186518000,2343299000,5687704000,10515812000,-4828108000,4815850000,3888999000,878260000,10503554000,12846853000,1845465000,1845465000,44961000,44961000,78391000,16163000,1968817000,3709316000,796036000,0,796036000,4505352000,6474169000,6274021000,98663000,6372684000,12846853000,219375000,134462000,34966000,53424000,442227000,-183814000,-176009000,-16440000,157693000,-398919000,-16481000,-274147000,-7929000,-7929000,-9271000,449270000,3754277000,386395000,0.09975,0.06919,0.03426,0.017,1.7696,1.19021,1.01593,0.29223,2.77067,2.74052,40.04668,79.61147,4.90299,0.20861,0.0215,0.03537,0.07529,7.93406,11.32288
"48","2022_Q1",137.466451612903,"Up",3275251000,-1339814000,-374157000,-133363000,-832294000,313649000,-6901000,-19217000,306748000,306748000,-72837000,233911000,233911000,5213000,239124000,239124000,115301000,115301000,1746635000,1746635000,207210940.633042,401620000,401620000,2263556000,5874275000,10770702000,-4896427000,4955712000,3962624000,947381000,10829987000,13093543000,1871216000,1860496000,48409000,-13896332.3529456,64484000,245233716.884812,1984109000,4141879000,769383000,-1025749.04757837,769383000,4911262000,6895371000,6089664000,108508000,6198172000,13093543000,233911000,133363000,23598000,-68852000,322020000,-165626000,-254756000,-15612000,331620000,-446946000,-1992000,-132930000,-65666000,-65666000,-65482999.9999999,447012000,4190288000,285371000,0.09576,0.07301,0.03858,0.01826,1.1934,1.14084,1.11248,0.32003,3.03426,3.00124,41.55988,77.27216,3.62109,0.1981,0.02283,0.02558,0.06529,9.11606,12.99219
"49","2022_Q2",124.630483870968,"Down",3292956000,-1367829000,-371073000,-143784000,-852972000,232857000,-32874000,-21673000,199983000,199983000,-48962000,151021000,151021000,2892000,153913000,153913000,105999000,105999000,1754877000,1754877000,208302000,232724000,232724000,2301902000,5918467000,10929292000,-5010825000,4924077000,3949788000,926740000,10842544000,13144446000,2032123000,1976389000,48486000,48486000,65607000,899120150.654437,2146216000,4250689000,780649000,-6454247.14273512,780649000,5031338000,7177554000,5867872000,99020000,5966892000,13144446000,151021000,143784000,20389000,130239000,445433000,-189770000,-168960000,-14875000,105434000,-362002000,-6596000,-278039000,-1566000,-1566000,-3798000,376641000,4299175000,366072000,0.07071,0.04674,0.02579,0.01171,2.37843,1.07254,1.2029,0.32707,1.95301,1.93176,41.78454,74.45782,4.64511,0.18875,0.01528,0.03314,0.09665,11.13308,18.00752
"50","2022_Q3",103.0359375,"Down",3323407000,-1398501000,-354993000,-143850000,-899658000,233434000,-23704000,-25676000,209730000,209730000,-50949000,158781000,158781000,5281000,164062000,164062000,132658000,132658000,1835238000,1835238000,209569000,258760000,258760000,2436225000,5970719000,11057885000,-5087166000,4889159000,3912382000,925229000,10859878000,13296103000,1861863000,1861467000,66205000,311067247.058837,63630000,2156415301.30887,1991698000,4599204000,796836000,-19662494.2854702,796836000,5396040000,7387738000,5814660000,93705000,5908365000,13296103000,158781000,143850000,27674000,-297691000,32614000,-207960000,-156620000,-14766000,367712000,-196519000,-2421000,154006000,3e+07,3e+07,26775000,377284000,4665409000,-77418000,0.07024,0.04937,0.02777,0.01234,-0.47188,1.22319,1.25039,0.35089,2.18662,2.15755,44.29438,77.4978,-1.03183,0.1968,0.01573,-0.00681,0.09,12.01416,19.4177
