"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","raw_materials","other_inventory","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","short_term_debt","other_short_term_liabilities","deferred_tax_liabilities_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",62.6954838709677,"Down",5.9688e+10,-3.688e+10,-3.688e+10,2.2808e+10,-1.1281e+10,-2.824e+09,-3.4e+08,-8.117e+09,1.1527e+10,-1.091e+10,-1.95e+08,1.328e+09,-1.2043e+10,6.17e+08,6.17e+08,1.407e+09,2.024e+09,2.024e+09,-3.44e+08,1.68e+09,1.68e+09,3.657e+09,3.657e+09,2.1394e+10,1.508e+10,1.0877e+10,4.203e+09,1.285e+09,1.285e+09,4.1416e+10,2.44224e+11,3.5102e+10,9.572e+09,9.572e+09,2.88898e+11,3.30314e+11,3.1193e+10,1.383e+10,2.615e+09,2.615e+09,4.7638e+10,2.8932e+10,7.9914e+10,2.068e+10,3.4041e+10,2.5193e+10,1.08846e+11,1.56484e+11,1.2157e+10,1.2157e+10,-2.30424e+11,4.07831e+11,-2.2239e+10,1.67325e+11,6.505e+09,1.7383e+11,3.30314e+11,2.024e+09,8.117e+09,2.568e+09,4.131e+09,7.396e+09,-3.887e+09,-3.887e+09,-3.887e+09,2.215e+09,-1.672e+09,-3.133e+09,-3.323e+09,-3.425e+09,1.02e+08,-2.5e+08,-2.5e+08,-4e+07,-6.746e+09,-1.022e+09,-1.022e+09,-4.14e+08,-1.436e+09,1.9644e+10,4.2762e+10,1.6918e+10,0.38212,0.19312,0.02815,0.00966,0.00509,10.07024,0.86939,0.90021,0.12946,0.40249,0.40249,14.29995,40.08745,4.05319,0.7506,7,0.01623,0.05706,1.86488,1.99068,3.39247
"29","2017_Q2",61.9734920634921,"Down",6.1577e+10,-3.8204e+10,-3.8204e+10,2.3373e+10,-7.407e+09,-2.599e+09,-2.89e+08,-4.519e+09,1.5966e+10,-1.0048e+10,-1.46e+08,1.71e+09,-1.1612e+10,5.918e+09,5.918e+09,-1.828e+09,4.09e+09,4.09e+09,-8e+07,4.01e+09,4.01e+09,4.897e+09,4.897e+09,2.1842e+10,1.4873e+10,1.0686e+10,4.187e+09,1.519e+09,1.519e+09,4.3131e+10,2.53147e+11,3.8268e+10,9.663e+09,9.663e+09,3.01078e+11,3.44209e+11,3.2069e+10,1.8483e+10,2.822e+09,2.822e+09,5.3374e+10,2.5124e+10,8.194e+10,2.0584e+10,3.4772e+10,2.6584e+10,1.07064e+11,1.60438e+11,1.4415e+10,1.4415e+10,-2.25292e+11,4.08707e+11,-2.0679e+10,1.77151e+11,6.62e+09,1.83771e+11,3.44209e+11,4.09e+09,4.519e+09,-4.36e+08,-4.36e+08,8.173e+09,-2.89e+09,-2.89e+09,-2.89e+09,-8.71e+08,-3.761e+09,-3.134e+09,4.33e+08,3.73e+08,6e+07,-5.01e+08,-5.01e+08,-4.4e+07,-3.246e+09,1.166e+09,1.166e+09,7.4e+07,1.24e+09,2.0485e+10,4.3607e+10,1.8987e+10,0.37957,0.25929,0.06512,0.02182,0.01165,4.73491,0.80809,0.87303,0.12669,0.94956,0.94956,14.58134,41.94909,4.49609,0.74213,6,0.0231,0.06138,0.78155,1.88968,2.42453
"30","2017_Q3",60.7107936507937,"Down",5.1936e+10,-3.7975e+10,-3.7975e+10,1.3961e+10,-8.42e+09,-2.462e+09,-5.14e+08,-4.652e+09,5.541e+09,-1.385e+09,-1.58e+08,1.525e+09,-2.752e+09,4.156e+09,4.156e+09,-8.92e+08,3.264e+09,3.264e+09,8.6e+07,3.35e+09,3.35e+09,4.042e+09,4.042e+09,2.1289e+10,1.5305e+10,1.1135e+10,4.17e+09,1.544e+09,1.544e+09,4.218e+10,2.52987e+11,3.7719e+10,1.0126e+10,1.0126e+10,3.00832e+11,3.43012e+11,3.11e+10,1.7185e+10,2.664e+09,2.664e+09,5.0949e+10,2.475e+10,8.1475e+10,2.0778e+10,3.4585e+10,2.6112e+10,1.06225e+11,1.57174e+11,1.4617e+10,1.4617e+10,-2.25305e+11,4.08768e+11,-1.8902e+10,1.79178e+11,6.66e+09,1.85838e+11,3.43012e+11,3.264e+09,4.652e+09,-9.69e+08,-9.69e+08,6.947e+09,-3.098e+09,-3.098e+09,-3.098e+09,2.2e+08,-2.878e+09,-3.289e+09,-1.681e+09,-1.681e+09,0,-13000000.0000001,-1.3e+07,-7.6e+07,-5.059e+09,-9.9e+08,-9.9e+08,1.35e+08,-8.55e+08,1.0193e+10,4.1935e+10,7.018e+09,0.26881,0.10669,0.0645,0.01803,0.00977,2.09493,0.82789,0.84576,0.12226,0.78546,0.78546,12.17726,42.01125,1.64549,0.77116,5,0.02147,0.02269,0.98179,3.71755,6.83866
"31","2017_Q4",63.82,"Up",5.9628e+10,-3.9384e+10,-3.9384e+10,2.0244e+10,-8.271e+09,-2.632e+09,-2.84e+08,-4.88e+09,1.1973e+10,-6.39e+09,-1.11e+08,1.472e+09,-7.751e+09,5.583e+09,5.583e+09,-1.498e+09,4.085e+09,4.085e+09,-1.15e+08,3.97e+09,3.97e+09,4.266e+09,4.266e+09,2.3263e+10,1.6743e+10,1.2488e+10,4.255e+09,1.48e+09,1.48e+09,4.5752e+10,2.55556e+11,3.7649e+10,1.047e+10,1.047e+10,3.03675e+11,3.49427e+11,3.4698e+10,1.5741e+10,3.338e+09,3.338e+09,5.3777e+10,2.4869e+10,8.1583e+10,2.0874e+10,3.443e+10,2.6279e+10,1.06452e+11,1.60229e+11,1.4783e+10,1.4783e+10,-2.25305e+11,4.09449e+11,-1.6651e+10,1.82276e+11,6.922e+09,1.89198e+11,3.49427e+11,4.085e+09,4.88e+09,-1.43e+09,-1.43e+09,7.535e+09,-4.913e+09,-4.913e+09,-4.913e+09,2.358e+09,-2.555e+09,-3.289e+09,-1.589e+09,-1.589e+09,0,-1e+06,-1e+06,-1.09e+08,-4.988e+09,-8e+06,-8e+06,2.32e+08,2.24e+08,1.6853e+10,4.061e+10,1.2008e+10,0.3395,0.20079,0.06658,0.02098,0.01136,3.02469,0.85077,0.84689,0.11622,0.93018,0.93018,13.97095,42.70759,2.8135,0.77062,6,0.02331,0.03856,0.82846,2.15653,3.0355
"32","2018_Q1",62.274262295082,"Down",6.5842e+10,-4.5344e+10,-4.5344e+10,2.0498e+10,-9.979e+09,-2.956e+09,-7.03e+08,-5.842e+09,1.0519e+10,-7.502e+09,-1.86e+08,6.73e+08,-7.989e+09,3.017e+09,3.017e+09,5.392e+09,8.409e+09,8.409e+09,-2.9e+07,8.38e+09,8.38e+09,3.177e+09,3.177e+09,2.5597e+10,1.6992e+10,1.2871e+10,4.121e+09,1.368e+09,1.368e+09,4.7134e+10,2.5263e+11,3.916e+10,9.767e+09,9.767e+09,3.01557e+11,3.48691e+11,3.6796e+10,1.793e+10,3.045e+09,3.045e+09,5.7771e+10,2.4406e+10,7.2014e+10,2.1132e+10,2.6893e+10,2.3989e+10,9.642e+10,1.54191e+11,1.4656e+10,1.4656e+10,-2.25246e+11,4.1454e+11,-1.6262e+10,1.87688e+11,6.812e+09,1.945e+11,3.48691e+11,8.409e+09,5.842e+09,1.081e+09,1.613e+09,7.411e+09,-4.501e+09,-4.501e+09,-4.501e+09,-2.035e+09,-6.536e+09,-3.289e+09,1.789e+09,1.789e+09,0,-2.32e+08,-2.32e+08,-1.05e+08,-1.837e+09,-9.62e+08,-9.62e+08,-1.27e+08,-1.089e+09,1.6361e+10,4.2336e+10,7.549e+09,0.31132,0.15976,0.12727,0.04308,0.02403,0.90084,0.81588,0.79276,0.12141,1.96345,1.96345,15.4269,43.97563,1.76874,0.77062,5,0.03778,0.02444,0.39248,2.39344,3.72269
"33","2018_Q2",62.72046875,"Up",6.6301e+10,-4.4779e+10,-4.4779e+10,2.1522e+10,-7.841e+09,-2.747e+09,-2.87e+08,-4.47e+09,1.3681e+10,-6.441e+09,-2.04e+08,1.91e+09,-8.147e+09,7.24e+09,7.24e+09,-2.457e+09,4.783e+09,4.783e+09,-1.33e+08,4.65e+09,4.65e+09,4.125e+09,4.125e+09,2.4686e+10,1.8048e+10,1.3879e+10,4.169e+09,1.456e+09,1.456e+09,4.8315e+10,2.50352e+11,4.035e+10,9.809e+09,9.809e+09,3.00511e+11,3.48826e+11,3.7207e+10,1.9836e+10,3.263e+09,3.263e+09,6.0306e+10,2.0781e+10,7.2828e+10,2.1696e+10,2.676e+10,2.4372e+10,9.3609e+10,1.53915e+11,1.4888e+10,1.4888e+10,-2.25671e+11,4.1597e+11,-1.6992e+10,1.88195e+11,6.716e+09,1.94911e+11,3.48826e+11,4.783e+09,4.47e+09,-7.34e+08,-7.34e+08,8.519e+09,-3.349e+09,-3.349e+09,-3.349e+09,1.49e+09,-1.859e+09,-3.291e+09,-1.922e+09,-1.922e+09,-2128355781.27124,-4.27e+08,-4.27e+08,-1.02e+08,-5.742e+09,9.18e+08,9.18e+08,3e+07,9.48e+08,1.8151e+10,4.0617e+10,1.6525e+10,0.32461,0.20635,0.07013,0.02386,0.01333,3.55376,0.80116,0.78967,0.11644,1.08899,1.08899,15.52717,44.07377,3.87002,0.77073,6,0.02575,0.05359,0.70774,2.01047,2.66735
"34","2018_Q3",65.0169841269841,"Up",7.1772e+10,-5.0245e+10,-5.0245e+10,2.1527e+10,-8.222e+09,-2.993e+09,-3.32e+08,-4.589e+09,1.3305e+10,-6.793e+09,-1.47e+08,1.729e+09,-8.375e+09,6.512e+09,6.512e+09,-2.526e+09,3.986e+09,3.986e+09,-3.6e+07,3.95e+09,3.95e+09,3.43e+09,3.43e+09,2.6993e+10,1.8483e+10,1.4373e+10,4.11e+09,1.649e+09,1.649e+09,5.0555e+10,2.48209e+11,3.9691e+10,1.0335e+10,1.0335e+10,2.98235e+11,3.4879e+11,3.849e+10,2.05e+10,3.457e+09,3.457e+09,6.2447e+10,2.072e+10,7.209e+10,2.1504e+10,2.6783e+10,2.3803e+10,9.281e+10,1.55257e+11,1.5086e+10,1.5086e+10,-2.25673e+11,4.16418e+11,-1.8609e+10,1.87222e+11,6.311e+09,1.93533e+11,3.4879e+11,3.986e+09,4.589e+09,-7.95e+08,-7.95e+08,7.78e+09,-4.927e+09,-4.927e+09,-4.927e+09,-1.69e+08,-5.096e+09,-3.502e+09,5.68e+08,5.68e+08,-4733272325.90294,-2e+06,-1999999.99999994,-3.08e+08,-3.244e+09,-5.6e+08,-5.6e+08,-1.35e+08,-6.95e+08,1.7894e+10,4.122e+10,1.4698e+10,0.29994,0.18538,0.05504,0.02041,0.01132,3.72101,0.80957,0.80222,0.11818,0.92484,0.92484,16.8045,43.83564,3.44135,0.81995,7,0.02429,0.0479,0.88658,2.11188,2.84029
"35","2018_Q4",63.0065079365079,"Down",7.4645e+10,-5.0873e+10,-5.0873e+10,2.3772e+10,-8.149e+09,-2.892e+09,-2.92e+08,-4.658e+09,1.5623e+10,-6.543e+09,-2e+08,1.96e+09,-8.303e+09,9.08e+09,9.08e+09,-2.634e+09,6.446e+09,6.446e+09,-2.06e+08,6.24e+09,6.24e+09,5.669e+09,5.669e+09,2.788e+10,1.8761e+10,1.4617e+10,4.144e+09,1.665e+09,1.665e+09,5.3975e+10,2.49153e+11,4.0427e+10,1.1073e+10,1.1073e+10,3.00653e+11,3.54628e+11,4.1714e+10,1.9413e+10,4.161e+09,4.161e+09,6.5288e+10,2.0624e+10,7.1885e+10,2.1448e+10,2.7084e+10,2.3353e+10,9.2509e+10,1.57797e+11,1.5254e+10,1.5254e+10,-2.25674e+11,4.19155e+11,-1.837e+10,1.90365e+11,6.466e+09,1.96831e+11,3.54628e+11,6.446e+09,4.658e+09,4e+06,4e+06,1.1108e+10,-5.204e+09,-5.204e+09,-5.204e+09,1.297e+09,-3.907e+09,-3.503e+09,-1.299e+09,-1.299e+09,-5014802707.58318,-1e+06,-1e+06,-1.56e+08,-4.959e+09,2.242e+09,2.242e+09,-3e+06,2.239e+09,2.0281e+10,4.0037e+10,1.7715e+10,0.31847,0.2093,0.0836,0.0317,0.0176,2.83894,0.82672,0.80169,0.1129,1.46102,1.46102,17.47717,44.57153,4.14774,0.82018,6,0.03156,0.05738,0.56138,1.69459,2.19983
"36","2019_Q1",61.9319672131148,"Down",6.6614e+10,-4.6957e+10,-4.6957e+10,1.9657e+10,-8.764e+09,-2.848e+09,-5.55e+08,-5.028e+09,1.0893e+10,-2.772e+09,-2.15e+08,1.756e+09,-4.313e+09,8.121e+09,8.121e+09,-1.915e+09,6.206e+09,6.206e+09,-2.06e+08,6e+09,6e+09,3.042e+09,3.042e+09,2.4701e+10,1.8958e+10,1.4803e+10,4.155e+09,1.272e+09,1.272e+09,4.7973e+10,2.47101e+11,4.079e+10,1.0332e+10,1.0332e+10,2.98223e+11,3.46196e+11,3.7268e+10,1.7258e+10,2.612e+09,2.612e+09,5.7138e+10,2.0538e+10,6.9992e+10,2.0272e+10,2.7244e+10,2.2476e+10,9.053e+10,1.47668e+11,1.5258e+10,1.5258e+10,-2.25553e+11,4.21653e+11,-1.9564e+10,1.91794e+11,6.734e+09,1.98528e+11,3.46196e+11,6.206e+09,5.028e+09,1.08e+08,1.439e+09,8.607e+09,-6.094e+09,-6.094e+09,-6.094e+09,5.1e+08,-5.584e+09,-3.502e+09,-2.272e+09,-2.099e+09,-1.73e+08,-1.96e+08,-1.96e+08,4.69e+08,-5.501e+09,-2.478e+09,-2.478e+09,-1.49e+08,-2.627e+09,1.5921e+10,3.7796e+10,1.185e+10,0.29509,0.16352,0.09007,0.03022,0.01733,1.975,0.8396,0.74381,0.10918,1.40581,1.40581,15.60778,44.93768,2.77648,0.82052,5,0.03102,0.03869,0.58367,2.1829,3.19049
"37","2019_Q2",63.5463492063492,"Up",6.1916e+10,-4.3771e+10,-4.3771e+10,1.8145e+10,-7.979e+09,-2.77e+09,-2.8e+08,-4.571e+09,1.0166e+10,-5.877e+09,-1.81e+08,1.709e+09,-7.405e+09,4.289e+09,4.289e+09,-1.883e+09,2.406e+09,2.406e+09,-5.6e+07,2.35e+09,2.35e+09,4.586e+09,4.586e+09,2.7105e+10,1.8332e+10,1.3979e+10,4.353e+09,1.553e+09,1.553e+09,5.1576e+10,2.48563e+11,4.2068e+10,1.3982e+10,1.3982e+10,3.04613e+11,3.56189e+11,4.209e+10,2.1794e+10,2.748e+09,2.748e+09,6.6632e+10,1.9031e+10,7.2505e+10,2.0051e+10,2.7287e+10,2.5167e+10,9.1536e+10,1.58168e+11,1.5476e+10,1.5476e+10,-2.2597e+11,4.20498e+11,-1.8782e+10,1.91222e+11,6.799e+09,1.98021e+11,3.56189e+11,2.406e+09,4.571e+09,1.361e+09,1.361e+09,8.338e+09,-5.199e+09,-5.199e+09,-5.199e+09,-5.94e+08,-5.793e+09,-3.505e+09,2.999e+09,2.999e+09,9478158674.63298,-4.21e+08,-4.21e+08,-1.17e+08,-1.044e+09,1.501e+09,1.501e+09,4.3e+07,1.544e+09,1.4737e+10,4.0825e+10,1.2782e+10,0.29306,0.16419,0.03795,0.01187,0.0066,5.43915,0.77404,0.79874,0.11462,0.55035,0.55035,14.50023,44.78267,2.99344,0.82084,4,0.01881,0.04105,1.49149,2.45905,3.56473
"38","2019_Q3",60.0634375,"Down",6.7732e+10,-4.8464e+10,-4.8464e+10,1.9268e+10,-8.104e+09,-2.827e+09,-3.33e+08,-4.631e+09,1.1164e+10,-6.532e+09,-2.16e+08,1.359e+09,-7.675e+09,4.632e+09,4.632e+09,-1.241e+09,3.391e+09,3.391e+09,-2.61e+08,3.13e+09,3.13e+09,4.213e+09,4.213e+09,2.7132e+10,1.8835e+10,1.4379e+10,4.456e+09,1.563e+09,1.563e+09,5.1743e+10,2.50853e+11,4.2533e+10,1.56e+10,1.56e+10,3.08986e+11,3.60729e+11,4.148e+10,2.6195e+10,2.612e+09,2.612e+09,7.0287e+10,1.9001e+10,7.2976e+10,1.9822e+10,2.6846e+10,2.6308e+10,9.1977e+10,1.62264e+11,1.5639e+10,1.5639e+10,-2.2597e+11,4.19913e+11,-1.8205e+10,1.91377e+11,7.088e+09,1.98465e+11,3.60729e+11,3.391e+09,4.631e+09,-3.089e+09,-3.089e+09,5.947e+09,-6.173e+09,-6.173e+09,-6.173e+09,-7.04e+08,-6.877e+09,-3.715e+09,4.365e+09,-6.804e+09,1.1169e+10,0,0,-1.02e+08,5.48e+08,-3.82e+08,-3.82e+08,9e+06,-3.73e+08,1.5795e+10,4.5196e+10,7.774e+09,0.28447,0.16483,0.04621,0.01577,0.00868,2.48371,0.73617,0.8176,0.12529,0.73302,0.73302,15.8623,44.81897,1.82061,0.87002,5,0.02162,0.02455,1.1869,2.59468,3.671
"39","2019_Q4",58.174375,"Down",6.3853e+10,-4.4138e+10,-4.4138e+10,1.9715e+10,-8.282e+09,-2.753e+09,-2.99e+08,-4.873e+09,1.1433e+10,-6.712e+09,-2.32e+08,1.196e+09,-7.676e+09,4.721e+09,4.721e+09,-1.474e+09,3.247e+09,3.247e+09,-7.7e+07,3.17e+09,3.17e+09,5.351e+09,5.351e+09,2.5308e+10,1.759e+10,1.3131e+10,4.459e+09,1.759e+09,1.759e+09,5.0008e+10,2.50512e+11,4.292e+10,1.5921e+10,1.5921e+10,3.09353e+11,3.59361e+11,4.0541e+10,2.1196e+10,2.458e+09,2.458e+09,6.4195e+10,2.595e+10,7.2107e+10,1.9365e+10,2.6513e+10,2.6229e+10,9.8057e+10,1.62252e+11,1.5795e+10,1.5795e+10,-2.2597e+11,4.19367e+11,-1.9277e+10,1.89915e+11,7.194e+09,1.97109e+11,3.59361e+11,3.247e+09,4.873e+09,-5.91e+08,-5.91e+08,9.079e+09,-6.285e+09,-6.285e+09,-6.285e+09,-4.65e+08,-6.15e+09,-3.716e+09,1.958e+09,-3.1e+07,1.989e+09,0,0,9.2e+07,-1.666e+09,1.263e+09,1.263e+09,-1.25e+08,1.138e+09,1.6306e+10,4.7146e+10,1.0904e+10,0.30876,0.17905,0.04965,0.01608,0.00882,3.43975,0.779,0.82316,0.13119,0.74239,0.74239,14.95386,44.47658,2.55363,0.87026,4,0.02177,0.03447,1.17224,2.56317,3.65565
"40","2020_Q1",47.0348387096774,"Down",6.5996e+10,-4.4254e+10,-4.4254e+10,2.1742e+10,-8.535e+09,-3.048e+09,-3.57e+08,-4.923e+09,1.3207e+10,-6.793e+09,-2.01e+08,1.177e+09,-7.769e+09,6.414e+09,6.414e+09,-6.84e+08,5.73e+09,5.73e+09,-4e+07,5.69e+09,5.69e+09,3.089e+09,3.089e+09,2.6966e+10,1.8528e+10,1.401e+10,4.518e+09,1.469e+09,1.469e+09,5.0052e+10,2.53018e+11,4.3164e+10,1.6363e+10,1.6363e+10,3.12545e+11,3.62597e+11,4.1831e+10,2.0578e+10,1.58e+09,1.58e+09,6.3989e+10,2.6342e+10,7.3328e+10,2.2304e+10,2.562e+10,2.5404e+10,9.967e+10,1.63659e+11,1.5637e+10,1.5637e+10,-2.25835e+11,4.21341e+11,-1.9493e+10,1.9165e+11,7.288e+09,1.98938e+11,3.62597e+11,5.73e+09,4.923e+09,4.782e+09,3.625e+09,6.352e+09,-6.704e+09,-6.704e+09,-6.704e+09,-6.52e+08,-4.264e+09,-3.716e+09,-6.6e+08,-1.352e+10,1.286e+10,-1.73e+08,-1.73e+08,9.3e+07,-4.456e+09,-2.368e+09,-2.368e+09,1.06e+08,-2.262e+09,1.813e+10,4.692e+10,1.6892e+10,0.32944,0.20012,0.08622,0.0286,0.01569,2.96872,0.7822,0.82266,0.1294,1.33255,1.33255,15.45574,44.8829,3.95597,0.87026,4,0.02947,0.05292,0.65308,2.4176,3.31877
"41","2020_Q2",38.9192063492063,"Down",5.5383e+10,-4.038e+10,-4.038e+10,1.5003e+10,-8.955e+09,-2.579e+09,-2.88e+08,-5.819e+09,6.048e+09,-6.306e+09,-2.49e+08,7.75e+08,-6.832e+09,-2.58e+08,-2.58e+08,-5.12e+08,-7.7e+08,-7.7e+08,1.6e+08,-6.1e+08,-6.1e+08,1.1412e+10,1.1412e+10,2.0871e+10,1.6501e+10,1.2067e+10,4.434e+09,1.465e+09,1.465e+09,5.0249e+10,2.48409e+11,4.2981e+10,1.4165e+10,1.4165e+10,3.05555e+11,3.55804e+11,3.5815e+10,2.7755e+10,1.203e+09,1.203e+09,6.4773e+10,3.1857e+10,7.0431e+10,2.1913e+10,2.4863e+10,2.3655e+10,1.02288e+11,1.67061e+11,1.5636e+10,1.5636e+10,-2.26137e+11,4.16919e+11,-2.4339e+10,1.82079e+11,6.664e+09,1.88743e+11,3.55804e+11,-7.7e+08,5.819e+09,-7.8e+07,-7.8e+07,6.274e+09,-5.945e+09,-5.945e+09,-5.945e+09,-5.08e+08,-6.367e+09,-3.719e+09,1.276e+10,-8.832e+09,2.1592e+10,-3.05e+08,-3.05e+08,4.9e+07,8.785e+09,8.692e+09,8.692e+09,-3.69e+08,8.323e+09,1.1867e+10,5.9612e+10,6.356e+09,0.2709,0.1092,-0.01101,-0.00323,-0.00171,-10.41967,0.77577,0.88512,0.16754,-0.14286,-0.14286,12.97026,42.64145,1.48852,0.87096,3,0.00975,0.01994,-6.09672,4.06168,7.96958
"42","2020_Q3",36.13328125,"Down",3.2502e+10,-2.0964e+10,-2.0964e+10,1.1538e+10,-7.81e+09,-2.409e+09,-2.14e+08,-4.916e+09,3.728e+09,-5.368e+09,-3.17e+08,1.03e+08,-5.154e+09,-1.64e+09,-1.64e+09,4.71e+08,-1.169e+09,-1.169e+09,8.9e+07,-1.08e+09,-1.08e+09,1.2576e+10,1.2576e+10,1.9036e+10,1.9657e+10,1.5028e+10,4.629e+09,1.747e+09,1.747e+09,5.3016e+10,2.50524e+11,4.3192e+10,1.4763e+10,1.4763e+10,3.08479e+11,3.61495e+11,3.3216e+10,2.2952e+10,1.102e+09,1.102e+09,5.727e+10,4.6563e+10,7.0509e+10,2.2341e+10,2.4725e+10,2.3443e+10,1.17072e+11,1.74342e+11,1.5812e+10,1.5812e+10,-2.26136e+11,4.12124e+11,-2.1617e+10,1.80183e+11,6.97e+09,1.87153e+11,3.61495e+11,-1.169e+09,4.916e+09,-1.97e+08,-1.97e+08,0,-4.417e+09,-4.417e+09,-4.417e+09,-7.07e+08,-5.081e+09,-3.715e+09,9.838e+09,-6.246e+09,1.6084e+10,0,0,1.54e+08,6.277e+09,1.196e+09,1.196e+09,-32000000.0000001,1.164e+09,8.644e+09,6.9515e+10,3.559e+09,0.35499,0.1147,-0.03323,-0.00577,-0.00299,-3.29537,0.92572,0.93155,0.1923,-0.25293,-0.25293,7.61171,42.19742,0.83349,0.87002,3,0.00805,0.01088,-3.43981,6.58711,15.27334
"43","2020_Q4",33.93125,"Down",4.5682e+10,-3.1053e+10,-3.1053e+10,1.4629e+10,-7.887e+09,-2.444e+09,-1.88e+08,-4.983e+09,6.742e+09,-7.114e+09,-2.79e+08,5.17e+08,-7.352e+09,-3.72e+08,-3.72e+08,-3.37e+08,-7.09e+08,-7.09e+08,2.9e+07,-6.8e+08,-6.8e+08,8.832e+09,8.832e+09,1.9974e+10,1.7885e+10,1.3162e+10,4.723e+09,2.002e+09,2.002e+09,4.8693e+10,2.50496e+11,4.3609e+10,1.5245e+10,1.5245e+10,3.0935e+11,3.58043e+11,3.334e+10,2.1911e+10,1.217e+09,1.217e+09,5.6468e+10,4.6888e+10,7.0075e+10,2.2097e+10,2.4467e+10,2.3511e+10,1.16963e+11,1.73431e+11,1.5997e+10,1.5997e+10,-2.26136e+11,4.07728e+11,-2.0189e+10,1.774e+11,7.212e+09,1.84612e+11,3.58043e+11,-7.09e+08,4.983e+09,-5.93e+08,-5.93e+08,4.389e+09,-3.291e+09,-3.291e+09,-3.291e+09,-5.18e+08,-3.709e+09,-3.716e+09,-9.28e+08,-9.012e+09,8.084e+09,0,0,1.5e+08,-4.494e+09,-3.814e+09,-3.814e+09,7e+07,-3.744e+09,1.1725e+10,6.8799e+10,8.178e+09,0.32024,0.14759,-0.01489,-0.00368,-0.0019,-12.02647,0.86231,0.93944,0.19215,-0.15925,-0.15925,10.69836,41.54567,1.91522,0.87026,4,0.00939,0.02528,-5.46471,5.11446,8.89454
"44","2021_Q1",48.4027868852459,"Up",4.6203e+10,-3.2041e+10,-3.2041e+10,1.4162e+10,-3.4015e+10,-2.736e+09,-5.95e+08,-3.0291e+10,-1.9853e+10,-6.76e+09,-3.13e+08,3.37e+08,-6.784e+09,-2.6613e+10,-2.6613e+10,6.01e+09,-2.0603e+10,-2.0603e+10,5.33e+08,-2.007e+10,-2.007e+10,4.364e+09,4.364e+09,2.0581e+10,1.885e+10,1.4169e+10,4.681e+09,1.098e+09,1.098e+09,4.4893e+10,2.27553e+11,4.3515e+10,1.6789e+10,1.6789e+10,2.87857e+11,3.3275e+11,3.5221e+10,2.0458e+10,6.84e+08,6.84e+08,5.6363e+10,4.7182e+10,6.5075e+10,2.2415e+10,1.8165e+10,2.4495e+10,1.12257e+11,1.6862e+11,1.5688e+10,1.5688e+10,-2.25776e+11,3.83943e+11,-1.6705e+10,1.5715e+11,6.98e+09,1.6413e+11,3.3275e+11,-2.0603e+10,3.0291e+10,1.422e+09,3.495e+09,4.005e+09,-3.629e+09,-3.629e+09,-3.629e+09,-4.43e+08,-3.302e+09,-3.715e+09,-1.529e+09,-1.4343e+10,1.2814e+10,-1e+08,-1e+08,6.1e+07,-5.283e+09,-4.58e+09,-4.58e+09,1.12e+08,-4.468e+09,1.0438e+10,6.764e+10,2.221e+09,0.30652,-0.42969,-0.43439,-0.12228,-0.06032,-0.110660000000001,0.7965,1.02736,0.20328,-4.69584,-4.69584,10.81025,36.76883,0.51965,0.86921,3,-0.0551,0.00748,-0.185100000000001,6.06208,-3.18723
