"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","income_taxes_receivable","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"22","2015_Q3",31.96609375,"Down",1.31e+09,-1.052e+09,2.58e+08,-1.77e+08,-9.9e+07,-9.1e+07,1.3e+07,8.1e+07,-2.5e+07,-2.5e+07,5.6e+07,-1.9e+07,3.7e+07,1e+06,3.8e+07,3.8e+07,3.8e+07,3.8e+07,2.07e+08,2.07e+08,6.4e+08,6.4e+08,7.21e+08,1.27e+08,3.6e+07,1.3e+07,1.695e+09,2.959e+09,1.309e+09,1.42e+08,4.268e+09,5.963e+09,7.23e+08,6.87e+08,3.6e+07,1.7e+08,8.93e+08,1.178e+09,1.131e+09,7.65e+08,3.66e+08,2.309e+09,3.202e+09,1.986e+09,1.168e+09,-3.93e+08,2.761e+09,2.761e+09,5.963e+09,3.8e+07,9.1e+07,-1e+07,3e+06,1.22e+08,-6e+07,-5.1e+07,-6e+06,0,-4.9e+07,2.2e+07,2.2e+07,2.2e+07,1.72e+08,1.348e+09,1.14e+08,0.19695,0.06183,0.02901,0.01376,0.00637,3,1.8981,1.15972,0.22606,0.59748,0.59655,20.59748,43.41195,1.79245,0.01221,0.02176,6.63372,14.08642
"23","2015_Q4",32.41359375,"Up",1.292e+09,-1.026e+09,2.66e+08,-1.84e+08,-9.5e+07,-8.9e+07,0,8.2e+07,-6.4e+07,-6.4e+07,1.8e+07,-2.1e+07,-3e+06,1.4e+07,1.1e+07,1.1e+07,1.1e+07,1.1e+07,1.28e+08,1.28e+08,6.17e+08,6.17e+08,7.51e+08,1.24e+08,2.5e+07,1.7e+07,1.62e+09,2.872e+09,1.297e+09,1.35e+08,4.169e+09,5.789e+09,7.44e+08,7.21e+08,2.3e+07,4.3e+07,7.87e+08,1.245e+09,1.098e+09,7.44e+08,3.54e+08,2.343e+09,3.13e+09,1.967e+09,1.154e+09,-4.62e+08,2.659e+09,2.659e+09,5.789e+09,1.1e+07,8.9e+07,7e+06,-4e+07,6.7e+07,-3.8e+07,-3.8e+07,-6.2e+07,0,-1.07e+08,-7.8e+07,-7.8e+07,-7.8e+07,1.71e+08,1.288e+09,7.9e+07,0.20588,0.06347,0.00851,0.00414,0.0019,7.18182,2.05845,1.17713,0.22249,0.17488,0.1746,20.54054,42.27345,1.25596,0.00714,0.01566,6.78363,14.14634
"24","2016_Q1",28.3113114754098,"Down",1.314e+09,-1.007e+09,3.07e+08,-1.92e+08,-1e+08,-8.9e+07,-3e+06,1.15e+08,-1.7e+07,-1.7e+07,9.8e+07,-2.1e+07,7.7e+07,-2e+07,5.7e+07,5.7e+07,5.7e+07,5.7e+07,1.26e+08,1.26e+08,6.27e+08,6.27e+08,7.66e+08,3.5e+07,2.1e+07,1.4e+07,1.554e+09,2.835e+09,1.265e+09,1.25e+08,4.1e+09,5.654e+09,7.47e+08,7.2e+08,2.7e+07,4.1e+07,7.88e+08,1.21e+09,1.004e+09,6.54e+08,3.5e+08,2.214e+09,3.002e+09,1.967e+09,1.186e+09,-5.01e+08,2.652e+09,2.652e+09,5.654e+09,5.7e+07,8.9e+07,1.1e+07,-2e+07,1.37e+08,-8.6e+07,-8.6e+07,-2.7e+07,-2.3283064365387e-10,-5.2e+07,-1000000.00000001,-1000000.00000001,-1e+06,2.04e+08,1.251e+09,1.18e+08,0.23364,0.08752,0.04338,0.02149,0.01008,2.07018,1.97208,1.13198,0.22126,0.9062,0.90476,20.8903,42.16216,1.87599,0.01671,0.02405,5.51471,9.78261
"25","2016_Q2",32.1296875,"Up",1.287e+09,-1.05e+09,2.37e+08,-1.96e+08,-1.03e+08,-8.9e+07,-4e+06,4.1e+07,-1.7e+07,-1.7e+07,2.4e+07,-2.3e+07,1e+06,3e+06,4e+06,4e+06,4e+06,4e+06,9.7e+07,9.7e+07,6.43e+08,6.43e+08,7.79e+08,5.3e+07,3.2e+07,2.1e+07,1.572e+09,2.868e+09,1.319e+09,1.54e+08,4.187e+09,5.759e+09,7.31e+08,7.1e+08,2.1e+07,4.7e+07,7.78e+08,1.211e+09,1.034e+09,6.77e+08,3.57e+08,2.245e+09,3.023e+09,1.958e+09,1.165e+09,-3.87e+08,2.736e+09,2.736e+09,5.759e+09,4e+06,8.9e+07,1.8e+07,-1.4e+07,9.7e+07,-1e+08,-1e+08,-1.4e+07,2e+07,-2.9e+07,-3.2e+07,-3.2e+07,-2.9e+07,1.3e+08,1.258e+09,1.3e+07,0.18415,0.03186,0.00311,0.00146,0.000689999999999998,3.25,2.02057,1.1049,0.21844,0.0638,0.06369,20.52632,43.63636,0.20734,0.00577,0.00259,8.93077,28.31707
"26","2016_Q3",31.14921875,"Down",1.267e+09,-1.013e+09,2.54e+08,-1.91e+08,-1.04e+08,-8.7e+07,-4.65661287307739e-10,6.3e+07,-1.5e+07,-1.5e+07,4.8e+07,-2.4e+07,2.4e+07,-6e+06,1.8e+07,1.8e+07,1.8e+07,1.8e+07,1.11e+08,1.11e+08,6.08e+08,6.08e+08,7.53e+08,8.6e+07,5.5e+07,3.1e+07,1.558e+09,2.906e+09,1.304e+09,1.63e+08,4.21e+09,5.768e+09,7.17e+08,6.93e+08,2.4e+07,6.5e+07,7.82e+08,1.237e+09,1.033e+09,6.81e+08,3.52e+08,2.27e+09,3.052e+09,1.96e+09,1.157e+09,-4.01e+08,2.716e+09,2.716e+09,5.768e+09,1.8e+07,8.7e+07,-3e+06,1.6e+07,1.18e+08,-1.19e+08,-1.2e+08,-5.6e+07,9.9e+07,1.8e+07,1.6e+07,1.6e+07,1.4e+07,1.5e+08,1.302e+09,5.3e+07,0.20047,0.04972,0.01421,0.00663,0.00312,2.94444,1.99233,1.12371,0.22573,0.28754,0.28708,20.23962,43.38658,0.84665,0.00851,0.01049,7.94,18.90476
"27","2016_Q4",32.5522222222222,"Up",1.27e+09,-9.69e+08,3.01e+08,-1.94e+08,-1.07e+08,-8.7e+07,0,1.07e+08,-1.7e+07,-1.7e+07,9e+07,-1.5e+07,7.5e+07,-1.6e+07,5.9e+07,5.9e+07,5.9e+07,5.9e+07,1.68e+08,1.68e+08,6.16e+08,6.16e+08,7.7e+08,7.9e+07,4.6e+07,3.3e+07,1.633e+09,2.887e+09,1.31e+09,1.62e+08,4.197e+09,5.83e+09,6.7e+08,6.45e+08,2.5e+07,6.3e+07,7.33e+08,1.309e+09,1.034e+09,6.92e+08,3.42e+08,2.343e+09,3.076e+09,1.962e+09,1.19e+09,-3.98e+08,2.754e+09,2.754e+09,5.83e+09,5.9e+07,8.7e+07,6e+06,-5.7e+07,9.5e+07,-8.3e+07,-8.2e+07,5.1e+07,1.8e+07,4.3e+07,5.6e+07,5.6e+07,5.7e+07,1.94e+08,1.372e+09,7e+07,0.23701,0.08425,0.04646,0.02142,0.01012,1.18644,2.22783,1.11692,0.23533,0.94249,0.94099,20.28754,43.99361,1.11821,0.01647,0.01357,6.20619,11.25234
"28","2017_Q1",34.2282258064516,"Up",1.266e+09,-1.019e+09,2.47e+08,-1.89e+08,-1.04e+08,-8.5e+07,0,5.8e+07,-1.7e+07,-1.7e+07,4.1e+07,1.6e+07,5.7e+07,-1e+07,4.7e+07,4.7e+07,4.7e+07,4.7e+07,1.25e+08,1.25e+08,6.13e+08,6.13e+08,7.59e+08,7.1e+07,4e+07,3.1e+07,1.568e+09,2.825e+09,1.287e+09,1.29e+08,4.112e+09,5.68e+09,6.78e+08,6.56e+08,2.2e+07,7.5e+07,7.53e+08,1.218e+09,1.033e+09,6.75e+08,3.58e+08,2.251e+09,3.004e+09,1.964e+09,1.211e+09,-4.99e+08,2.676e+09,2.676e+09,5.68e+09,4.7e+07,8.5e+07,1e+06,2.2e+07,1.55e+08,-4.4e+07,-8.9e+07,-7.9e+07,-7.45058059692383e-09,-1.05e+08,-3.9e+07,-3.9e+07,-4.3e+07,1.43e+08,1.293e+09,1.31e+08,0.1951,0.04581,0.03712,0.01756,0.00827,2.78723,2.08234,1.12257,0.22764,0.752,0.7508,20.256,42.816,2.096,0.01459,0.02619,8.16783,20.13793
"29","2017_Q2",32.7550793650794,"Down",1.302e+09,-1.079e+09,2.23e+08,-1.85e+08,-1.06e+08,-8e+07,1e+06,3.8e+07,-1.7e+07,-1.7e+07,2.1e+07,4e+06,2.5e+07,-5e+06,2e+07,2e+07,2e+07,2e+07,1.11e+08,1.11e+08,6.62e+08,6.62e+08,7.22e+08,4.9e+07,3.4e+07,1.5e+07,1.544e+09,2.789e+09,1.292e+09,1.32e+08,4.081e+09,5.625e+09,6.58e+08,6.33e+08,2.5e+07,6.6e+07,7.24e+08,1.188e+09,1.028e+09,6.72e+08,3.56e+08,2.216e+09,2.94e+09,1.965e+09,1.205e+09,-4.85e+08,2.685e+09,2.685e+09,5.625e+09,2e+07,8e+07,-3e+06,-6e+06,9.1e+07,-3.4e+07,-3.4e+07,-4.6e+07,20660886.6713024,-7.2e+07,-1.5e+07,-1.5e+07,-1.4e+07,1.18e+08,1.254e+09,8.3e+07,0.17127,0.02919,0.01536,0.00745,0.00356,4.15,2.1326,1.09497,0.22293,0.31949,0.31847,20.79872,42.89137,1.32588,0.00926,0.01671,9.68644,30.07895
"30","2017_Q3",35.2006349206349,"Up",1.221e+09,-9.71e+08,2.5e+08,-1.88e+08,-1.07e+08,-7.9e+07,-2e+06,6.2e+07,-1.7e+07,-1.7e+07,4.5e+07,2000000.00000001,4.7e+07,-9e+06,3.8e+07,3.8e+07,3.8e+07,3.8e+07,1.24e+08,1.24e+08,6.13e+08,6.13e+08,7.59e+08,5.9e+07,4.1e+07,1.8e+07,1.555e+09,2.779e+09,1.333e+09,1.39e+08,4.112e+09,5.667e+09,6.55e+08,6.27e+08,2.8e+07,1e+06,6.56e+08,1.203e+09,1.038e+09,6.77e+08,3.61e+08,2.241e+09,2.897e+09,1.967e+09,1.217e+09,-4.14e+08,2.77e+09,2.77e+09,5.667e+09,3.8e+07,7.9e+07,-6000000.00000001,9999999.99999999,1.21e+08,-3.7e+07,-3.7e+07,-7.4e+07,2.4e+07,-7.6e+07,8e+06,8e+06,7e+06,1.41e+08,1.204e+09,1.23e+08,0.20475,0.05078,0.03112,0.01372,0.00671,3.23684,2.37043,1.04585,0.21246,0.60703,0.60606,19.50479,44.2492,1.96486,0.01277,0.02454,7.65957,17.41935
"31","2017_Q4",41.4457142857143,"Up",1.29e+09,-1.016e+09,2.74e+08,-1.89e+08,-1.16e+08,-8e+07,7e+06,8.5e+07,-1.6e+07,-1.6e+07,6.9e+07,4e+06,7.3e+07,-3e+06,7e+07,7e+07,7e+07,7e+07,1.43e+08,1.43e+08,6.59e+08,6.59e+08,7.87e+08,6e+07,4.7e+07,1.3e+07,1.649e+09,2.774e+09,1.361e+09,1.51e+08,4.135e+09,5.784e+09,7.19e+08,6.87e+08,3.2e+07,1000000.00000001,7.2e+08,1.164e+09,1.014e+09,6.81e+08,3.33e+08,2.178e+09,2.898e+09,1.97e+09,1.261e+09,-3.45e+08,2.886e+09,2.886e+09,5.784e+09,7e+07,8e+07,-4e+07,2e+06,1.12e+08,-3.2e+07,-3.2e+07,-4e+07,2e+06,-6.4e+07,1.6e+07,1.6e+07,1.6e+07,1.65e+08,1.165e+09,1.38e+08,0.2124,0.06589,0.05426,0.02426,0.0121,1.97143,2.29028,1.00416,0.20142,1.11643,1.11288,20.57416,46.02871,2.20096,0.01895,0.02725,6.19394,12.02353
"32","2018_Q1",42.2918032786885,"Up",1.335e+09,-1.079e+09,2.56e+08,-1.89e+08,-1.15e+08,-8.2e+07,8e+06,6.7e+07,-1.6e+07,-1.6e+07,5.1e+07,-5.79e+08,-5.28e+08,1.42e+08,-3.86e+08,-3.86e+08,-3.86e+08,-3.86e+08,1.39e+08,1.39e+08,7.04e+08,7.04e+08,7.57e+08,5.7e+07,3.3e+07,2.4e+07,1.657e+09,2.765e+09,7.9e+08,1.57e+08,3.555e+09,5.212e+09,7.4e+08,7.16e+08,2.4e+07,1e+06,7.41e+08,1.129e+09,8.59e+08,4.91e+08,3.68e+08,1.988e+09,2.729e+09,1.97e+09,8.49e+08,-3.36e+08,2.483e+09,2.483e+09,5.212e+09,-3.86e+08,8.2e+07,3.83e+08,4.6e+07,1.25e+08,-6e+07,-6.8e+07,-5.6e+07,2e+07,-6.2e+07,-5e+06,-5e+06,-5e+06,1.49e+08,1.13e+09,-7e+06,0.19176,0.05019,-0.28914,-0.15546,-0.07406,0.01813,2.23617,1.09907,0.21681,-6.13672,-6.1859,21.22417,39.47536,-0.11129,-0.0805,-0.00157,6.65101,14.79104
"33","2018_Q2",42.06578125,"Down",1.345e+09,-1.084e+09,2.61e+08,-1.84e+08,-1.1e+08,-7.9e+07,5e+06,7.7e+07,-1.6e+07,-1.6e+07,6.1e+07,4e+06,6.5e+07,-1.1e+07,5.4e+07,5.4e+07,5.4e+07,5.4e+07,1.52e+08,1.52e+08,7.04e+08,7.04e+08,7.66e+08,4.3e+07,2.7e+07,1.6e+07,1.665e+09,2.694e+09,7.92e+08,1.55e+08,3.486e+09,5.151e+09,7.12e+08,6.82e+08,3e+07,1e+06,7.13e+08,1.103e+09,8.42e+08,4.86e+08,3.56e+08,1.945e+09,2.658e+09,1.973e+09,8.76e+08,-3.56e+08,2.493e+09,2.493e+09,5.151e+09,5.4e+07,7.9e+07,-2e+06,-4.1e+07,9e+07,-2.4e+07,-2.8e+07,-2.5e+07,24617840.161172,-5.1e+07,1.1e+07,1.1e+07,1.3e+07,1.56e+08,1.104e+09,1.02e+08,0.19405,0.05725,0.04015,0.02166,0.01048,1.88889,2.3352,1.06619,0.21433,0.86124,0.85851,21.45136,39.76077,1.62679,0.01802,0.02298,6.10256,12.36364
"34","2018_Q3",46.1520634920635,"Up",1.353e+09,-1.096e+09,2.57e+08,-1.95e+08,-1.18e+08,-7.9e+07,2e+06,6.2e+07,-1.6e+07,-1.6e+07,4.6e+07,5e+06,5.1e+07,-8e+06,43000000.0000001,43000000.0000001,43000000.0000001,43000000.0000001,2.64e+08,2.64e+08,6.67e+08,6.67e+08,7.56e+08,5.6e+07,3.5e+07,2.1e+07,1.743e+09,2.629e+09,7.73e+08,1.59e+08,3.402e+09,5.145e+09,7.51e+08,7.22e+08,2.9e+07,2e+06,7.53e+08,1.103e+09,8.31e+08,4.75e+08,3.56e+08,1.934e+09,2.687e+09,1.978e+09,8.91e+08,-4.11e+08,2.458e+09,2.458e+09,5.145e+09,43000000.0000001,7.9e+07,-3999999.99999994,5.9e+07,1.77e+08,-3.4e+07,-3.6e+07,-3.72529029846191e-09,2000000.00000001,-2.5e+07,1.16e+08,1.16e+08,1.12e+08,1.41e+08,1.105e+09,1.74e+08,0.18995,0.04582,0.03178,0.01749,0.00836,4.04651,2.31474,1.09317,0.21477,0.683620000000001,0.680379999999999,21.51033,39.0779,2.7663,0.01593,0.0396,5.96454,13.56452
"35","2018_Q4",40.5109523809524,"Down",1.367e+09,-1.059e+09,3.08e+08,-1.94e+08,-1.15e+08,-7.5e+07,-4e+06,1.14e+08,-1.5e+07,-1.5e+07,9.9e+07,4e+06,1.03e+08,-3e+06,9.9e+07,9.9e+07,9.9e+07,9.9e+07,2.56e+08,2.56e+08,7.02e+08,7.02e+08,7.72e+08,5e+07,3.3e+07,1.7e+07,1.78e+09,2.621e+09,7.81e+08,1.74e+08,3.402e+09,5.182e+09,7.49e+08,7.17e+08,3.2e+07,1e+06,7.5e+08,1.103e+09,7.76e+08,4.88e+08,2.88e+08,1.879e+09,2.629e+09,1.98e+09,9.63e+08,-3.9e+08,2.553e+09,2.553e+09,5.182e+09,9.9e+07,7.5e+07,-3.3e+07,-7.1e+07,7e+07,-4.9e+07,-4.9e+07,0,-1e+06,-2.9e+07,-8e+06,-8e+06,-8e+06,1.89e+08,1.104e+09,7.2e+07,0.22531,0.08339,0.07242,0.03878,0.0191,0.72727,2.37333,1.02977,0.21305,1.57393,1.56646,21.73291,40.58824,1.14467,0.02865,0.01624,4.48677,7.4386
"36","2019_Q1",44.4939344262295,"Up",5e+08,-3.99e+08,1.01e+08,4.1e+07,5.1e+07,-8e+06,-2e+06,1.42e+08,-1.5e+07,-1.5e+07,1.27e+08,5e+06,1.32e+08,-4.6e+07,8.5e+07,8.7e+07,8.7e+07,8.7e+07,1.11e+08,1.11e+08,6.7e+08,6.7e+08,7.62e+08,4.6e+07,2.4e+07,2.2e+07,1.589e+09,2.605e+09,7.31e+08,1.34e+08,3.336e+09,4.925e+09,7.82e+08,7.57e+08,2.5e+07,1e+06,7.83e+08,8.53e+08,7.51e+08,4.76e+08,2.75e+08,1.604e+09,2.387e+09,1.982e+09,1.023e+09,-4.67e+08,2.538e+09,2.538e+09,4.925e+09,8.7e+07,7.5e+07,2.2e+07,3.3e+07,2.17e+08,-8.3e+07,-8.3e+07,-3.36e+08,8.6e+07,-2.77e+08,-1.43e+08,-1.43e+08,-1.45e+08,2.17e+08,8.54e+08,2.13e+08,0.202,0.284,0.174,0.03428,0.01766,2.44828,2.02937,0.9405,0.1734,1.37876,1.37876,7.92393,40.22187,3.37559,0.02752,0.05141,3.42396,5.23239
"37","2019_Q2",43.1034920634921,"Down",1.376e+09,-1.052e+09,3.24e+08,-1.95e+08,-1.23e+08,-7.3e+07,1e+06,1.29e+08,-1.3e+07,-1.3e+07,1.16e+08,-1.1e+07,1.05e+08,-2.4e+07,8e+07,8e+07,8e+07,8e+07,9.4e+07,9.4e+07,6.99e+08,6.99e+08,8.13e+08,4.6e+07,2.5e+07,2.1e+07,1.652e+09,2.564e+09,8.06e+08,2.19e+08,3.37e+09,5.022e+09,7.24e+08,6.75e+08,4.9e+07,4e+06,7.53e+08,8.53e+08,8.08e+08,4.77e+08,3.31e+08,1.661e+09,2.414e+09,1.983e+09,1.075e+09,-4.5e+08,2.608e+09,2.608e+09,5.022e+09,8e+07,7.3e+07,1.1e+07,-1.09e+08,5.5e+07,-4.6e+07,-4.6e+07,-2e+07,2.2e+07,-2.5e+07,-1.6e+07,-1.6e+07,-1.7e+07,2.02e+08,8.57e+08,7.1e+07,0.23547,0.09375,0.05814,0.03067,0.01593,0.8875,2.19389,0.92561,0.17065,1.26984,1.26582,21.84127,41.39683,1.12698,0.02504,0.01662,3.77723,5.91473
"38","2019_Q3",35.37859375,"Down",1.317e+09,-1.079e+09,2.38e+08,-1.81e+08,-1.05e+08,-7.4e+07,-2e+06,5.7e+07,-1.3e+07,-1.3e+07,4.4e+07,-2.1e+07,2.3e+07,-5e+06,1.8e+07,1.8e+07,1.8e+07,1.8e+07,9.3e+07,9.3e+07,6.34e+08,6.34e+08,8.23e+08,8e+07,3.9e+07,4.1e+07,1.63e+09,2.563e+09,8e+08,2.14e+08,3.363e+09,4.993e+09,7.12e+08,6.82e+08,3e+07,4e+06,7.4e+08,8.24e+08,8.1e+08,4.83e+08,3.27e+08,1.634e+09,2.374e+09,1.978e+09,1.065e+09,-4.24e+08,2.619e+09,2.619e+09,4.993e+09,1.8e+07,7.4e+07,2e+07,7e+06,1.19e+08,-5.4e+07,-5.4e+07,-9.1e+07,6e+07,-6.7e+07,-1999999.99999999,-1999999.99999999,-1000000.00000001,1.31e+08,8.28e+08,8.9e+07,0.18071,0.04328,0.01367,0.00687,0.00361,4.94444,2.2027,0.90645,0.16583,0.28571,0.28391,20.90476,41.57143,1.4127,0.01081,0.02091,5.61069,12.89474
"39","2019_Q4",35.77234375,"Up",1.283e+09,-1.041e+09,2.42e+08,-1.69e+08,-9.4e+07,-7.2e+07,-3e+06,7.3e+07,-1.2e+07,-1.2e+07,6.1e+07,-4.2e+07,1.9e+07,1e+06,2e+07,2e+07,2e+07,2e+07,9.8e+07,9.8e+07,6.18e+08,6.18e+08,7.98e+08,8.6e+07,3.3e+07,5.3e+07,1.6e+09,2.499e+09,7.85e+08,2.17e+08,3.284e+09,4.884e+09,6.74e+08,6.46e+08,2.8e+07,2e+06,7.02e+08,9.38e+08,8.05e+08,4.79e+08,3.26e+08,1.743e+09,2.445e+09,1.843e+09,1.058e+09,-4.62e+08,2.439e+09,2.439e+09,4.884e+09,2e+07,7.2e+07,3.3e+07,-1.7e+07,1.08e+08,-5.6e+07,-5.6e+07,4.5e+07,6.9e+07,-4.5e+07,7e+06,7e+06,7e+06,1.45e+08,9.4e+08,7.1e+07,0.18862,0.0569,0.01559,0.00820000000000001,0.0041,3.55,2.2792,1.00246,0.19247,0.3252,0.3252,20.86179,39.65854,1.15447,0.01147,0.01697,5.8069,11.53425
"40","2020_Q1",31.1229032258065,"Down",1.43e+08,-2.3e+08,-87000000.0000001,3.6e+07,3.3e+07,3e+06,0,-5.1e+07,-1.4e+07,-1.4e+07,-6.5e+07,-3e+06,-6.8e+07,1.7e+07,-5.2e+07,-3.4e+07,-3.4e+07,-3.4e+07,6.1e+07,6.1e+07,4.82e+08,4.82e+08,6.63e+08,3.12e+08,2.9e+07,5.6e+07,1.518e+09,2.223e+09,1.162e+09,1.132e+09,3.385e+09,4.903e+09,5.95e+08,5.8e+08,1.5e+07,1e+07,7.66e+08,9.37e+08,8.24e+08,3.6e+08,4.64e+08,1.761e+09,2.527e+09,1.771e+09,9.98e+08,-3.93e+08,2.376e+09,2.376e+09,4.903e+09,-3.4e+07,7.4e+07,2.4e+07,9.6e+07,1.6e+08,-9.8e+07,-9.8e+07,-4.6e+07,5.3e+07,-1e+08,-3.8e+07,-3.8e+07,-3.9e+07,2.3e+07,9.47e+08,4000000.00000001,-0.60839,-0.35664,-0.23776,-0.01431,-0.00693,-0.117649999999999,1.98172,1.06355,0.19315,-0.59337,-0.5913,2.49564,41.46597,0.0698100000000001,-0.00169,0.00096,38.52174,-17.37255
"41","2020_Q2",21.7030158730159,"Down",1.031e+09,-9.06e+08,1.25e+08,-1.26e+08,-6.6e+07,-5.8e+07,-2e+06,-1e+06,-1.4e+07,-1.4e+07,-1.5e+07,4e+06,-1.1e+07,-3e+06,-1.5e+07,5e+06,5e+06,5e+06,1.52e+08,1.52e+08,6e+08,6e+08,7.4e+08,5.9e+07,3.2e+07,2.7e+07,1.551e+09,2.493e+09,7.89e+08,2.28e+08,3.282e+09,4.833e+09,7.26e+08,7e+08,2.6e+07,1e+06,7.54e+08,1.102e+09,7.96e+08,4.57e+08,3.39e+08,1.898e+09,2.652e+09,1.711e+09,9.78e+08,-5.08e+08,2.181e+09,2.181e+09,4.833e+09,5e+06,7.2e+07,2e+06,9e+06,8.8e+07,-6.2e+07,-6.2e+07,1.3e+08,2.2e+07,6.7e+07,9.3e+07,9.3e+07,9.1e+07,7.1e+07,1.103e+09,2.1e+07,0.12124,-0.00097,0.00485,0.00229000000000001,0.00103,4.2,2.05703,1.21596,0.22822,0.08913,0.08897,18.3779,38.87701,0.37433,0.0076,0.00515,13.39437,-951
"42","2020_Q3",25.31453125,"Up",8.02e+08,-6.93e+08,1.09e+08,-1.12e+08,-6.1e+07,-5.6e+07,5e+06,-3e+06,-1.5e+07,-1.5e+07,-1.8e+07,3999999.99999999,-1.4e+07,1.1e+07,-3e+06,1.9e+07,1.9e+07,1.9e+07,1.24e+08,1.24e+08,5.35e+08,5.35e+08,7.67e+08,7e+07,3.6e+07,3.4e+07,1.496e+09,2.509e+09,8e+08,2.36e+08,3.309e+09,4.805e+09,5.98e+08,5.65e+08,3.3e+07,1.3e+07,6.39e+08,1.089e+09,8e+08,4.61e+08,3.39e+08,1.889e+09,2.528e+09,1.712e+09,9.97e+08,-4.32e+08,2.277e+09,2.277e+09,4.805e+09,1.9e+07,7.1e+07,-1.1e+07,-1.2e+07,6.7e+07,-4e+07,-7e+07,-2.98023223876953e-08,-1e+06,-2.6e+07,-2.9e+07,-2.9e+07,-2.8e+07,6.8e+07,1.102e+09,4999999.99999999,0.13591,-0.00373999999999999,0.02369,0.00834,0.00395,0.263160000000001,2.34116,1.11023,0.22934,0.34483,0.3442,14.55535,41.32486,0.0907399999999999,0.01053,0.0012,14.38235,-326
"43","2020_Q4",28.46625,"Up",8.99e+08,-7.5e+08,1.49e+08,-1.22e+08,-6.6e+07,-5.6e+07,0,2.7e+07,-1.4e+07,-1.4e+07,1.3e+07,-1.75e+08,-1.62e+08,5.2e+07,-1.11e+08,-9.2e+07,-9.2e+07,-9.2e+07,2.18e+08,2.18e+08,5.43e+08,5.43e+08,7.64e+08,8e+07,3.6e+07,4.4e+07,1.605e+09,2.378e+09,8.08e+08,2.35e+08,3.186e+09,4.791e+09,6.63e+08,6.26e+08,3.7e+07,1.3e+07,7.03e+08,1.086e+09,7.91e+08,4.13e+08,3.78e+08,1.877e+09,2.58e+09,1.715e+09,9.05e+08,-4.09e+08,2.211e+09,2.211e+09,4.791e+09,-9.2e+07,7.1e+07,6.1e+07,8.1e+07,1.21e+08,-2.8e+07,-2.8e+07,-3e+06,1e+06,-2e+06,9.1e+07,9.1e+07,9.4e+07,9.8e+07,1.099e+09,9.9e+07,0.16574,0.03003,-0.10234,-0.04161,-0.0192,-1.07609,2.28307,1.16689,0.22939,-1.66365,-1.66969,16.25678,39.98192,1.79024,-0.02243,0.02414,8.9898,32.62963
"44","2021_Q1",34.4968852459016,"Up",6.83e+08,-5.65e+08,1.18e+08,-9.3e+07,-5.9e+07,-3.8e+07,4e+06,2.5e+07,-1.5e+07,-1.5e+07,1e+07,-5.1e+07,-4.1e+07,2e+07,-2.2e+07,-5.9e+07,-5.9e+07,-5.9e+07,3.09e+08,3.09e+08,3.55e+08,3.55e+08,5.62e+08,1.33e+09,5e+07,5.4e+07,2.556e+09,1.92e+09,3.8e+08,3.51e+08,2.3e+09,4.856e+09,4.71e+08,4.56e+08,1.5e+07,1.3e+07,8.4e+08,1.079e+09,6.77e+08,3.08e+08,3.69e+08,1.756e+09,2.596e+09,1.718e+09,8.46e+08,-3.04e+08,2.26e+09,2.26e+09,4.856e+09,-5.9e+07,6.9e+07,1.26e+08,-1000000.00000001,1.35e+08,-4.2e+07,-4.2e+07,-4e+06,0,-3999999.99999999,88999999.9999999,88999999.9999999,9.1e+07,9.4e+07,1.092e+09,3.1e+07,0.17277,0.0366,-0.08638,-0.02611,-0.01215,-0.52542,3.04286,1.14867,0.22488,-1.07078,-1.07078,12.39564,41.01633,0.56261,-0.01464,0.00769,8.32979,31.32
