"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","pension_liabilities","pensions","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",40.6662295081967,"Down",21601000,-1923000,19678000,-16531000,-6250000,-3150000,-3100000,-9972000,3147000,879000,879000,4026000,4026000,-863000,3163000,3163000,3163000,3163000,138835000,56171000,82664000,16494000,3747000,3747000,159076000,6926000,109004000,46612000,3643000,57007000,117736000,276812000,18396000,392000,18004000,4399000,4399000,22795000,9347000,9347000,9347000,9347000,32142000,217439000,53873000,-586000,244670000,244670000,276812000,3163000,876000,3309000,-577000,6771000,-795000,-795000,-8898000,1130000,-8563000,589000,589000,589000,-1203000,-1203000,11000,-1192000,4023000,0,3514000,0.91098,0.14569,0.14643,0.01293,0.01143,1.11097,6.97855,0.13137,0,0.14529,0.1402,0.99219,11.23834,0.16141,4,0.01245,0.01383,-34.51032,-44.11662
"33","2018_Q2",33.78515625,"Down",17569000,-1972000,15597000,-18505000,-6130000,-3176000,-2954000,-12016000,-2908000,927000,927000,-1981000,-1981000,-201000,-2182000,-2182000,-2182000,-2182000,136863000,51651000,85212000,13902000,13561000,4136000,164326000,6805000,113605000,46612000,4085000,59325000,122216000,286542000,18570000,499000,18071000,4973000,4973000,23543000,10184000,9784000,9784000,10184000,33727000,217945000,60204000,-1188000,252815000,252815000,286542000,-2182000,935000,2575000,455000,1783000,-1305000,-1305000,-3464000,12000,-4757000,-397000,1062000,-397000,-3371000,-3371000,14000,-3357000,-1973000,0,-2622000,0.88776,-0.16552,-0.1242,-0.00863,-0.00761,1.20165,6.97982,0.13341,0,-0.10023,-0.09672,0.80699,11.61247,-0.12044,3,-0.0083,-0.00997,69.36797,47.06431
"34","2018_Q3",30.1555555555556,"Down",17494000,-1988000,15506000,-18167000,-6232000,-3399000,-2833000,-11843000,-2661000,777000,777000,-1884000,-1884000,-206000,-2090000,-2090000,-2090000,-2090000,125695000,43249000,82446000,9246000,14997000,6244000,149938000,8100000,114973000,46612000,4454000,60600000,124879000,274817000,18133000,1034000,17099000,2717000,2717000,20850000,9601000,9601000,9601000,9601000,30451000,219355000,58068000,-1417000,244366000,244366000,274817000,-2090000,890000,2870000,348000,2018000,-2635000,-2635000,2373000,-343000,-605000,-8975000,-2.3283064365387e-10,-8975000,-7562000,-7562000,-120000,-7682000,-1771000,0,-3852000,0.88636,-0.15211,-0.11947,-0.00855,-0.00761,1.84306,7.19127,0.12461,0,-0.0944,-0.0944,0.79019,11.03781,-0.17399,3,-0.00823,-0.01517,70.97403,47.236
"35","2018_Q4",25.0095238095238,"Down",21413000,-2006000,19407000,-17255000,-5133000,-2727000,-2406000,-11897000,2152000,831000,831000,2983000,2983000,-440000,2543000,2543000,2543000,2543000,119556000,40773000,78783000,7577000,22360000,5904000,149493000,7979000,115973000,46612000,4727000,61630000,125758000,275251000,17449000,1e+06,16449000,3614000,3614000,21063000,9800000,9800000,9800000,9800000,30863000,221270000,60570000,-1284000,244388000,244388000,275251000,2543000,1027000,2469000,-5758000,281000,-933000,-933000,3500000,8e+05,3367000,-5121000,1187000,-5121000,-1473000,-1473000,-15000,-1488000,3179000,0,-3072000,0.90632,0.1005,0.11876,0.01041,0.00924,-1.20802,7.09742,0.12629,0,0.11562,0.11562,0.97354,11.11107,-0.13967,3,0.01,-0.01209,-37.60805,-55.55576
"36","2019_Q1",27.1529508196721,"Up",21401000,-1985000,19416000,-17244000,-5020000,-2859000,-2161000,-11999000,2172000,883000,883000,3055000,2185000,118000,2303000,2303000,2303000,2303000,145868000,68399000,77469000,26156000,5264000,5264000,177288000,7344000,91695000,46612000,5924000,36459000,99975000,277263000,18159000,632000,17527000,3593000,3593000,21752000,9632000,9632000,9632000,9632000,31384000,223272000,62853000,-1114000,245879000,245879000,277263000,2303000,1305000,2131000,-1209000,4530000,-406000,-406000,1401000,10827000,11822000,-3266000,-2.3283064365387e-10,-3266000,13086000,13086000,-38000,13048000,3477000,0,1744000,0.90725,0.10149,0.10761,0.00937,0.00831,0.75727,8.15042,0.12764,0,0.10534,0.09701,0.97887,11.24635,0.07977,4,0.00901,0.00683,-41.95226,-67.15838
"37","2019_Q2",24.5552380952381,"Down",16969000,-2023000,14946000,-17878000,-5338000,-3021000,-2317000,-12330000,-2932000,8e+05,8e+05,-2132000,-2132000,-165000,-2297000,-2297000,-2297000,-2297000,156809000,79222000,77587000,19351000,7630000,7630000,183790000,7265000,94841000,46612000,6186000,39632000,103042000,286832000,18599000,750000,17849000,4360000,2811000,22959000,18561000,10349000,10349000,18561000,41520000,221093000,60332000,-427000,245312000,245312000,286832000,-2297000,991000,2703000,3271000,4668000,-623000,-623000,365000,-3846000,-4104000,-1373000,1163000,-1373000,-809000,-809000,18000,-791000,-1941000,0,872000,0.88078,-0.17279,-0.13536,-0.00936,-0.00801,-0.37963,8.00514,0.16925,0,-0.10425,-0.10208,0.77013,11.13334,0.03958,4,-0.0087,0.0033,80.78774,53.48192
"38","2019_Q3",29.14015625,"Up",18400000,-2493000,15907000,-18090000,-5490000,-2956000,-2534000,-12390000,-2183000,896000,896000,-1287000,-1287000,-225000,-1512000,-1512000,-1512000,-1512000,151035000,74912000,76123000,22019000,7432000,7432000,180486000,7416000,95927000,46612000,6446000,40747000,104279000,284765000,17113000,542000,16571000,4219000,2395000,21332000,18788000,10592000,10592000,18788000,40120000,223328000,58751000,64000.0000000001,244645000,244645000,284765000,-1512000,1025000,2885000,-5807000,-3409000,-728000,-728000,1909000,7610000,8791000,-2325000,-4.65661287307739e-10,-2325000,3057000,3057000,1000.00000000001,3058000,-1158000,0,-7468000,0.86451,-0.11864,-0.08217,-0.00618,-0.00531,4.93915,8.46081,0.16399,0,-0.06896,-0.06896,0.83915,11.15725,-0.34058,3,-0.00574,-0.02835,130.42746,69.1869
"39","2019_Q4",27.31703125,"Down",23471000,-2767000,20704000,-20971000,-6341000,-2832000,-3509000,-13873000,-267000,603000,603000,336000,336000,439000,775000,775000,775000,775000,142304000,71842000,70462000,26813000,5682000,5682000,174799000,7891000,110299000,51070000,10891000,30985000,119126000,293925000,18486000,1319000,17167000,7208000,4766000,25694000,18871000,10447000,10447000,18871000,44565000,225505000,59369000,-22000,249360000,249360000,293925000,775000,1670000,-671000,1285000,3059000,-11453000,-11453000,5437000,3055000,-13961000,1274000,1274000,1274000,-9628000,-9628000,-48000,-9676000,1403000,0,-9204000,0.88211,-0.01138,0.03302,0.00311,0.00264,-11.87613,6.80311,0.17872,0,0.0353,0.0353,1.0691,11.35829,-0.41924,5,0.00289,-0.03431,-101.42837,532.97378
"40","2020_Q1",27.7385483870968,"Up",28312000,-2823000,25489000,-22031000,-7035000,-3554000,-3481000,-14250000,3458000,992000,992000,4450000,4450000,-1388000,3062000,3062000,3062000,3062000,144585000,79718000,64867000,28307000,5660000,5660000,178552000,7879000,109654000,51070000,10605000,34555000,118469000,297021000,20343000,701000,19642000,6035000,3642000,26378000,19486000,10551000,10551000,19486000,45864000,228027000,62426000,93999.9999999999,251157000,251157000,297021000,3062000,1583000,3038000,-2327000,5356000,1979000,1979000,5582000,-730000,6831000,-4252000,0,-4252000,7935000,7935000,17000,7952000.00000001,5041000,0,6081000,0.90029,0.12214,0.10815,0.01219,0.01031,1.98596,6.76897,0.18261,0,0.13959,0.13959,1.29066,11.44954,0.27722,6,0.01131,0.02247,-28.68181,-41.81174
"41","2020_Q2",32.065873015873,"Up",23615000,-2751000,20864000,-22527000,-6832000,-3168000,-3664000,-15113000,-1663000,831000,831000,-832000,-832000,-353000,-1185000,-1185000,-1185000,-1185000,149293000,81384000,67909000,24925000,6981000,6981000,181199000,7944000,105838000,51070000,11753000,30244000,114718000,295917000,21204000,925000,20279000,6409000,4034000,27613000,19032000,10607000,10607000,19032000,46645000,225605000,60049000,-349000,249272000,249272000,295917000,-1185000,1462000,3140000,3e+06,6417000,-790000,-790000,-3925000,2e+06,-2919000,-3364000,1416000,-3364000,134000,134000,-34000,1e+05,-201000,0,2362000,0.88351,-0.07042,-0.05018,-0.00475,-0.004,-1.99325,6.56209,0.18712,0,-0.05385,-0.05385,1.07312,11.32746,0.10733,6,-0.00442,0.0088,742.75124,89.7733
"42","2020_Q3",39.6559375,"Up",23606000,-3005000,20601000,-22110000,-6556000,-2893000,-3663000,-14979000,-1509000,838000,838000,-671000,-671000,-419000,-1090000,-1090000,-1090000,-1090000,156110000,88817000,67293000,19781000,6585000,6585000,182476000,7843000,105051000,51070000,13068000,28787000,113830000,296306000,19025000,1290000,17735000,6053000,3821000,25078000,18847000,10541000,10541000,18847000,43925000,228516000,58629000,433000,252381000,252381000,296306000,-1090000,1458000,920000,4916000,6204000,-588000,-588000,1486000,0,898000.000000002,0,0,0,7102000,7102000,-26000,7076000,-51000,0,4696000,0.8727,-0.06392,-0.04617,-0.00432,-0.00368,-4.30826,7.27634,0.17404,0,-0.04953,-0.04953,1.07271,11.46874,0.2134,5,-0.00402,0.01731,3060.98039,103.452620000003
"43","2020_Q4",41.03828125,"Up",24960000,-2503000,22457000,-22455000,-6277000,-2711000,-3566000,-15603000,2000,1020000,1020000,1022000,1022000,-1761000,-739000,-739000,-739000,-739000,141731000,63225000,78506000,28979000,6888000,6888000,177598000,8084000,114946000,51070000,12317000,40078000,123966000,301564000,20609000,862000,19747000,5282000,2777000,25891000,19102000,10328000,10328000,19102000,44993000,230054000,56910000,361000,256571000,256571000,301564000,-739000,1421000,4023000,-8986000,-4281000,-1163000,-1163000,-11160000,7e+06,-5323000,1455000,1455000,1455000,-8149000,-8149000,237000,-7912000,1423000,0,-6965000,0.89972,8e-05,-0.02961,-0.00288,-0.00245,9.4249,6.85945,0.17536,0,-0.03334,-0.03334,1.1261,11.5755,-0.31423,3,-0.00268,-0.02527,-99.60014,-70865.5
"44","2021_Q1",59.4780327868852,"Up",28145000,-2490000,25655000,-23248000,-6358000,-3135000,-3223000,-16315000,2407000,595000,595000,3002000,3002000,-2367000,635000,635000,635000,635000,130130000,41376000,88754000,31224000,6205000,6205000,167559000,7586000,130871000,51070000,10826000,58139000,139393000,306952000,22777000,894000,21883000,5403000,2434000,28180000,17883000,11226000,11226000,17883000,46063000,233194000,57350000,478000,260889000,260889000,306952000,635000,1480000,5077000,-369000,6823000,-394000,-394000,-10184000,2500000,-7874000,-2.3283064365387e-10,2.3283064365387e-10,-204000,-1255000,-1255000,331000,-924000,3887000,0,5491000,0.91153,0.08552,0.02256,0.00243,0.00207,8.64724,5.94603,0.17656,0,0.02879,0.02879,1.2759,11.82687,0.24892,4,0.00228,0.0197,-33.4782599999998,-54.0631500000018
"45","2021_Q2",49.3144444444444,"Down",25402000,-2381000,23021000,-24351000,-6182000,-3302000,-2880000,-17593000,-1330000,36000,36000,-1294000,-1294000,-2336000,-3630000,-3630000,-3630000,-3630000,145981000,62097000,83884000,24631000,8061000,8061000,178673000,7829000,128095000,51070000,11931000,54904000,136860000,315533000,30691000,818000,29873000,6228000,3394000,36919000,16965000,1.1e+07,1.1e+07,16965000,53884000,227694000,51570000,93000,261649000,261649000,315533000,-3630000,1467000,3716000,13640000,15193000,-1057000,-1057000,4286000,12989000,16218000,1577000,1577000,1577000,32988000,32988000,-469000,32519000,137000,0,15056000,0.90627,-0.05236,-0.1429,-0.01387,-0.0115,-4.14766,4.83959,0.20594,0,-0.16002,-0.16002,1.11977,11.53401,0.6637,4,-0.01303,0.05404,-1065.55474,109.76015
"46","2021_Q3",45.3628125,"Down",30457000,-3693000,26764000,-25176000,-7052000,-2893000,-4159000,-17457000,1588000,356000,356000,1944000,1944000,-1629000,314999.999999999,314999.999999999,314999.999999999,314999.999999999,127100000,51776000,75324000,26697000,7451000,7451000,161248000,7421000,141020000,75979000,13220000,37068000,149377000,310625000,21836000,2077000,19759000,7445000,4382000,29281000,16328000,10606000,10606000,16328000,45609000,230106000,51881000,239000,265016000,265016000,310625000,314999.999999999,1552000,2977000,-11606000,-6762000,-203000,-203000,8627000,1500000,-20440000,-2.3283064365387e-10,2.3283064365387e-10,2.3283064365387e-10,-27202000,-27202000,246000,-26956000,3140000,0,-7040000,0.87875,0.05214,0.0103399999999999,0.00119,0.00101,-22.34921,5.50692,0.1721,0,0.01389,0.01389,1.34261,11.68243,-0.31034,4,0.00112,-0.02502,-40.4777100000001,-80.0377800000025
"47","2021_Q4",44.655,"Down",32790000,-4830000,27960000,-26266000,-6657000,-2737104.64631274,-4652363.63652596,-18760000,1694000,-47000,-47000,1647000,1647000,-1814000,-167000,-167000,-167000,-167000,145233000,71084000,74149000,26581000,8371000,8371000,180185000,6840000,129750000,75506000,14618000,25792000,137526000,317711000,21100000,1781000,19319000,9538000,6217000,30638000,17331000,10434000,10434000,17331000,47969000,232172000,51657000,64000,269742000,269742000,317711000,-167000,1700000,3813000,1059000,6405000,-246000,175434.141930632,860000,-1500000,-413000,1665000,1665000,1665000,7657000,7657000,-85000,7572000,3394000,0,6021000,0.8527,0.05166,-0.00509,-0.00062,-0.00053,-36.05389,5.8811,0.17783,0,-0.00736,-0.00736,1.44545,11.89076,0.26542,4,-0.00058,0.02097,-42.7911,-85.73377
"48","2022_Q1",38.8693548387097,"Down",34057000,-5923000,28134000,-26578000,-7266000,-2839893.86583538,-4218504.1323347,-18694000,1556000,-148000,-148000,1408000,3391000,487000,3878000,3878000,3878000,3878000,123451000,33153000,90298000,27449000,38080000,6670000,188980000,6765000,129995000,74777000,15850000,24761000,139679000,328659000,23505000,1464000,22041000,11935000,8661000,35440000,16487000,10551000,10551000,16487000,51927000,235409000,55485000,-372000,276732000,276732000,328659000,3878000,2266000,-4169000,8993000,10968000,-687000,-264605.546044143,-16887000,5500000,-12074000,4.65661287307739e-10,2.3283064365387e-10,0,-1105999.99999999,-1105999.99999999,-19000.0000000001,-1125000,3822000,0,11641000,0.82609,0.04569,0.11387,0.01401,0.0118,3.00181,5.33239,0.18764,0,0.16878,0.16602,1.48222,12.04387,0.50664,5,0.01323,0.0397,-32.3001,-79.33869
"49","2022_Q2",35.2658064516129,"Down",34391000,-6404000,27987000,-27519000,-6559000,-2923000,-3636000,-20210000,468000,282000,282000,750000,-381000,-1315000,-1696000,-1696000,-1696000,-1696000,132403000,39778000,92625000,23508000,41393000,11421000,197304000,7842000,128106000,74777000,17502000,22387000,137736000,335040000,28907000,3176000,25731000,11880000,8731000,40787000,16174000,10666000,10666000,16174000,56961000,235586000,53759000,-2438000,278079000,278079000,335040000,-1696000,1947000,4797000,4776000,9824000,-909000,-909000.000000001,-5289000,1385000,-4813000,1720000,1720000,1720000,6731000,6731000,-106000,6625000,2415000,0,7597000,0.81379,0.01361,-0.04932,-0.0061,-0.00506,-4.47936,4.83742,0.20484,0,-0.07381,-0.07261,1.49676,12.10249,0.33063,4,-0.00576,0.02582,-54.82526,-282.91239
"50","2022_Q3",32.09375,"Down",33195000,-6825000,26370000,-26646000,-6358000,-2723000,-3635000,-19538000,-276000,413000,413000,137000,-548000,-575000,-1123000,-1123000,-1123000,-1123000,122261000,19289000,102972000,27962000,23349000,7562000,173572000,7610000,137122000,74777000,20629000,29444000,145835000,319407000,24354000,2241000,22113000,7235000,4546000,31589000,14103000,9182000,9182000,14103000,45692000,237402000,52529000,-4525000,273715000,273715000,319407000,-1123000,1982000,4112000,-13084000,-8113000,-1194000,-1194000,-12249000,6e+06,-7443000,-4457000,0,-4457000,-20013000,-20013000,-476000,-20489000,1706000,0,-11997000,0.7944,-0.00831,-0.03383,-0.0041,-0.00352,10.68299,5.4947,0.16693,0,-0.04887,-0.04808,1.44471,11.91256,-0.52213,1,-0.0039,-0.04168,-71.6653,442.97464
