"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","commissions_fees_earned","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","commissions_fees_paid","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","short_long_term_investments","net_loans","total_loans","net_fixed_assets","intangible_assets","goodwill","other_assets","total_assets","total_deposits","demand_deposits","interest_bearing_deposits","short_term_debt","long_term_debt","other_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","depreciation_amortization","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","net_change_in_loans_interbank","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"33","2018_Q2",28.0065625,"Up",148886000,102093000,115640000,-13547000,46793000,34469000,12324000,-4111000,144775000,-102465000,-15746000,-86719000,42310000,42310000,42310000,-5480000,36830000,36830000,36830000,36830000,315276000,3121472000,8725167000,8725167000,178584000,14963000,379627000,728238000,13463439000,10975801000,3004442000,7971359000,274833000,505474000,137194000,11893302000,380142000,1257881000,-67886000,1570137000,1570137000,13463439000,11958000,280986000,-235171000,57773000,2452000,143992000,101122000,263123000,-15660000,-720135000,398289000,-1380000,-341388000,-20492000,-20492000,-20492000,54268000,780307000,-172971000,0.28418,0.24737,0.02346,0.00274,-4.69647,7.57469,0.05796,0.5438,0.54252,2.19833,23.18332,-2.55394,0.23122,0.0039,-0.01285,0.4252,8.56916,10.99104
"34","2018_Q3",30.4838095238095,"Up",152555000,105164000,120266000,-15102000,47391000,35930000,11461000,-2726000,149829000,-103800000,-16322000,-87478000,46029000,46029000,46029000,-6216000,39813000,39813000,39813000,39813000,387119000,2960520000,8849044000,8849044000,177686000,13677000,379627000,757592000,13525265000,11072435000,2958354000,8114081000,477891000,249416000,141451000,11941193000,375804000,1282007000,-73739000,1584072000,1584072000,13525265000,12662000,321331000,-314364000,19629000,2656000,150145000,-129234000,29334000,-15687000,-52650000,96634000,-42000,22879999.9999999,71843000,71843000,71843000,58691000,727307000,-246801000,0.30172,0.26097,0.02513,0.00294,-6.19901,7.53829,0.05377,0.58735,0.5861,2.2506,23.36941,-3.64099,0.23143,0.0041,-0.01825,0.39402,5.79625,7.39073
"35","2018_Q4",27.2993650793651,"Down",154076000,106983000,124770000,-17787000,47093000,37088000,10005000,-8206000,145870000,-105223000,-16404000,-88819000,40647000,40647000,40647000,-4394000,36253000,36253000,36253000,36253000,432471000,2808516000,8877931000,8877931000,178739000,12391000,379627000,749137000,13439812000,10956910000,2786539000,8170371000,486865000,252775000,143658000,11840208000,376957000,1302593000,-79946000,1599604000,1599604000,13439812000,12089000,350824000,-298602000,64311000,1163000,141206000,-36069000,103071000,-15667000,9167000,-115525000,-5000,-122030000,45352000,45352000,45352000,52736000,739640000,-240309000,0.26381,0.23529,0.02266,0.0027,-6.62867,7.40196,0.05503,0.53614,0.53494,2.27859,23.65613,-3.55387,0.2317,0.00386,-0.01788,0.43216,5.82465,7.55699
"36","2019_Q1",29.0150819672131,"Up",148739000,105180000,124936000,-19756000,43559000,35939000,7620000,-1945000,146794000,-103927000,-17910000,-86017000,42867000,42867000,42867000,-6179000,36688000,36688000,36688000,36688000,349561000,2721456000,8941569000,8941569000,178668000,11112000,379627000,703637000,13286460000,11364411000,2937594000,8426817000,50471000.0000001,141741000,138384000,11695007000,323262000,1323870000,-55679000,1591453000,1591453000,13286460000,11412000,316088000,-230015000,97485000,359000,113681000,-76744000,43259000,-15411000,-561201000,407501000,1000,-223654000,-82910000,-82910000,-82910000,54279000,192212000,-169198000,0.2882,0.24666,0.02305,0.00276,-4.61181,7.34863,0.01447,0.54895,0.54752,2.22553,23.81238,-2.53165,0.23059,0.00392,-0.01273,0.42006,-2.89889,-3.67063
"37","2019_Q2",30.1857142857143,"Up",146299000,104808000,125491000,-20683000,41491000,35810000,5681000,-1689000,144610000,-106021000,-16968000,-89053000,38589000,38589000,38589000,-5250000,33339000,33339000,33339000,33339000,454047000,2607764000,9086918000,9086918000,189743000,10092000,379627000,749826000,13478017000,11534815000,2867778000,8667037000,46867000,145121000,164186000,11890989000,285767000,1342176000,-40915000,1587028000,1587028000,13478017000,11344000,242208000,-238680000,14872000,-779000,132351000,-147359000,-23036000,-15033000,-4224000,170404000,-1604000,112650000,104486000,104486000,104486000,49933000,191988000,-184276000,0.26377,0.22788,0.02101,0.00247,-5.52734,7.49261,0.01424,0.51103,0.50993,2.24251,24.32637,-2.82463,0.23043,0.00359,-0.01367,0.45091,-5.24821,-6.79103
"38","2019_Q3",30.3009375,"Up",157363000,107724000,130136000,-22412000,49639000,37214000,12425000,-2592000,154771000,-106101000,-18009000,-88092000,48670000,48670000,48670000,-6530000,42140000,42140000,42140000,42140000,404413000,2469261000,9203245000,9203245000,189820000,9101000,379627000,817992000,13548958000,11566629000,2909141000,8657488000,51800000,140868000,171111000,11930408000,274037000,1369329000,-24816000,1618550000,1618550000,13548958000,11697000,320807000,-350746000,-18242000,-1115000,156832000,-194340000,-39821000,-14987000,4611000,31814000,-1000,8429000,-49634000.0000001,-49634000.0000001,-49634000.0000001,60367000,192668000,-284964000,0.30928,0.26779,0.02604,0.00311,-6.76232,7.37105,0.01422,0.65157,0.65032,2.43313,25.0259,-4.40609,0.23173,0.00422,-0.02103,0.35565,-3.50763,-4.35063
"39","2019_Q4",31.2959375,"Up",156803000,108466000,130228000,-21762000,48337000,38177000,10160000,-2899000,153904000,-106853000,-18838000,-88015000,47051000,47051000,47051000,-6016000,41035000,41035000,41035000,41035000,486263000,2339127000,9303423000,9303423000,188423000,8345000,379627000,879578000,13584786000,11254183000,3064127000,8190056000,376712000,138541000,169988000,11939424000,270760000,1395460000,-20858000,1645362000,1645362000,13584786000,12243000,479346000,-506219000,-14630000,-369000,133355000,-28599000,103741000,-14904000,324638000,-312446000,-34000,-7261000,81850000,81850000,81850000,59294000,515253000,-441278000,0.30006,0.2617,0.02494,0.00302,-10.7537,7.25641,0.03793,0.63767,0.63628,2.43668,25.56855,-6.85736,0.2316,0.00412,-0.03248,0.3632,0.48892,0.61614
"40","2020_Q1",27.1729032258065,"Down",153169000,105591000,124637000,-19046000,47578000,36213000,11365000,-3659000,149510000,-110027000,-19500000,-90527000,39483000,39483000,39483000,-5537000,33946000,33946000,33946000,33946000,358916000,2340503000,9407414000,9407414000,189791000,7343000,379627000,814283000,13497877000,11245557000,2891215000,8354342000,256020000,147252000,188346000,11837175000,269776000,1414526000,-23600000,1660702000,1660702000,13497877000,11925000,507116000,-395433000,134447000,-634000,-1632000,-109514000,-115123000,-14880000,-120947000,-8626000,-19000.0000000001,-146671000,-127347000,-127347000,-127347000,51408000,403272000,-339122000,0.25777,0.22162,0.02044,0.00251,-9.99004,7.12781,0.02988,0.53243,0.53112,2.40239,26.04737,-5.31898,0.23339,0.00362,-0.02512,0.43834,0.86282,1.12342
"41","2020_Q2",22.1549206349206,"Down",169216000,103952000,120394000,-16442000,65264000,35474000,29790000,-20581000,148635000,-123810000,-19930000,-103880000,24825000,24825000,24825000,-2607000,22218000,22218000,22218000,22218000,404341000,2538055000,9567920000,9567920000,190179000,7537000,381717000,928080000,14019829000,11575764000,2977058000,8598706000,421821000,146086000,223759000,12367430000,242612000,1402089000,7698000,1652399000,1652399000,14019829000,10914000,355166000,-445243000,-79163000,-483000,-158103000,-167194000,-327553000,-14706000,165198000,330207000,-1020000,452141000,45425000,45425000,45425000,35739000,567907000,-407380000,0.14671,0.1313,0.01345,0.00158,-18.33558,7.48453,0.04051,0.34848,0.34762,2.65408,25.91714,-6.38957,0.23066,0.00263,-0.02906,0.6619,4.57668,6.58876
"42","2020_Q3",21.34515625,"Down",174511000,1.05e+08,114653000,-9653000,69511000,33553000,35958000,-18185000,156326000,-118659000,-20567000,-98092000,37667000,37667000,37667000,-5517000,32150000,32150000,32150000,32150000,1026640000,2544201000,10599589000,10599589000,190567000,8895000,385270000,936917000,15692079000,13505473000,3880540000,9624933000,70255000.0000001,214716000,227691000,14018135000,243827000,1419552000,10565000,1673944000,1673944000,15692079000,13408000,834515000,-753208000,94715000,2127000,-5466999.99999997,-1029300000,-1039539000,-14687000,-347840000,1929709000,-59000.0000000002,1567123000,622299000,622299000,622299000,51075000,284971000,-694489000,0.21584,0.18423,0.01921,0.00205,-21.60152,8.37432,0.01816,0.50698,0.50606,2.75189,26.39666,-10.95149,0.2316,0.00298,-0.04426,0.45683,-14.52117,-19.69015
"43","2020_Q4",23.50984375,"Up",179908000,106207000,114364000,-8157000,73701000,35661000,38040000,-1760000,178148000,-113959000,-20992000,-92967000,64189000,64189000,64189000,-9749000,54440000,54440000,54440000,54440000,564588000,2534008000,10791998000,10791998000,192722000,8142000,385270000,1081384000,15558162000,13222413000,3964023000,9258390000,153834000,240455000,231419000,13848121000,245051000,1459306000,5684000,1710041000,1710041000,15558162000,14136000,756859000,-815574000,-44579000,-5296000,-503000,-191486000,-203082000,-14686000,83370000,-283060000,-15000,-214391000,-462052000,-462052000,-462052000,78325000,394289000,-732796000,0.35679,0.3026,0.03184,0.0035,-13.46062,8.09812,0.02534,0.85616,0.85434,2.82936,26.89336,-11.52449,0.23096,0.00444,-0.0471,0.26976,-2.17426,-2.65309
"44","2021_Q1",29.5918032786885,"Up",186429000,111378000,118924000,-7546000,75051000,44358000,30693000,4413000,190842000,-109873000,-22327000,-87546000,80969000,80969000,80969000,-11884000,69085000,69085000,69085000,69085000,1952504000,2529887000,10434658000,10434658000,194278000,7390000,385270000,1047803000,16551840000,14048764000,4349010000,9699754000,226375000,291173000,244411000,14810723000,246335000,1495833000,-1051000,1741117000,1741117000,16551840000,16114000,725919000,-692707000,94373000,1221000,-4759000.00000001,360006000,352459000,-14690000,129429000,826351000,-6000,941084000,1387916000,1387916000,1387916000,84187105.4331196,517548000,-640013921.043261,0.406592119381457,0.337967829681105,0.0330107149454778,0.00357053061057186,-10.6066669741428,8.50645,0.03127,0.900578033078928,0.898446707454166,2.64661703274149,27.3527641770292,-10.0733642696154,0.231196286512832,0.00448859387856314,-0.0401044022881468,0.265399079667935,-3.45691845533053,-4.47228177781461
"45","2021_Q2",31.4787301587302,"Up",162919000,102336000,109472000,-7136000,60583000,37689000,22894000,10501000,173420000,-112181000,-22484000,-89697000,61239000,61239000,61239000,-9277000,51962000,51962000,51962000,51962000,1774541000,2831414000,10663429000,10663429000,199098000,6724000,384237000,1018870000,16878313000,14383440000,4705991000,9677449000,160991000,330727000,243450000,15118608000,243101000,1533110000,-16506000,1759705000,1759705000,16878313000,16556000,721282000,-634627000,83343000,-7243000,-328046000,-226335000,-567776000,-14685000,-8106000,334676000,-1230000,306470000,-177963000,-177963000,-177963000,77795000,491718000,-554798000,0.37589,0.31894,0.02953,0.00308,-10.67699,8.59156,0.02913,0.82082,0.81874,2.57356,27.79725,-8.76389,0.23197,0.00395,-0.03287,0.28261,-16.48979,-20.94781
"46","2021_Q3",29.45828125,"Down",175834000,119423000,125925000,-6502000,56411000,37077000,19334000,3991000,179825000,-128046000,-21769000,-106277000,51779000,51779000,56618000,-8637000,47981000,47981000,47981000,47981000,2267224000,2981751000,10318988000,10318988000,200970000,6170000,384237000,938792000,17098132000,14632084000,4446991000,10185093000,157176000,302011000,227552000,15318823000,223499000,1566451000,-10641000,1779309000,1779309000,17098132000,16652000,681265000,-593679000,104775000,-5510000,-148339000,342006000,179331000,-14640000,-4610999.99999999,248644000,-11000,208577000,492683000,492683000,492683000,68431000,459187000,-522121000,0.29448,0.27288,0.02697,0.00281,-10.88183,8.60942,0.02686,0.75793,0.75601,2.77757,28.10693,-8.24771,0.23126,0.00366,-0.03054,0.30512,-26.42131,-34.91835
"47","2021_Q4",31.62546875,"Up",152415000,98266000,103741000,-5475000,54149000,38664000,15485000,2492000,154907000,-129600000,-22306000,-107294000,25307000,25307000,26356000,-5156000,21200000,21200000,21200000,21200000,2175058000,3452510000,10221385000,10221385000,201937000,5621000,384237000,923896000,17364644000,14922839000,4987885000,9934954000,146417000,279732000,246709000,15595697000,214851000,1573176000,-19080000,1768947000,1768947000,17364644000,16656000,533806000,-487839000,59082000,-2394000,-487411000,99747000,-392122000,-14475000,-25642000,290755000,-96000,240874000,-92166000,-92166000,-92166000,41963000,426149000,-443114000,0.16604,0.13909,0.01198,0.00122,-20.9016,8.81637,0.02454,0.33489,0.33404,2.40763,27.94324,-6.99967,0.22865,0.00205,-0.02552,0.68278,-41.67741,-69.10772
"48","2022_Q1",31.5579032258065,"Down",146144000,98326000,103373000,-5047000,47818000,35230000,12588000,4515000,150659000,-119469000,-22904000,-96565000,31190000,31190000,25302000,-4978000,20324000,20324000,20324000,20324000,2266829000,3614750000,20396201000,20396201000,210201000,5074000,483694000,966173000,27942922000,15087160000,5445645952.41695,10316095000,300433000,214067000,252665000,15854325000,188758000,1585113000,-32560000,1741311000,1741311000,17595636000,16259000,518029000,-431141000,101571000,-6188000,-154848000,-59881000,-224447000,-14285000,91794000,164321000,-42000.0000000001,214647000,91770999.9999999,91770999.9999999,91770999.9999999,37506639.6599055,0,-372551245.921711,0.159500334513257,0.126293573253116,0.0101703927131831,0.000949662719362143,-19.4851370668977,9.27536129582665,0.0251642719451463,0.273768832415518,0.272909193589406,2.30117767928521,27.3221841664755,-5.9552888603392,0.228760765008988,0.0017673552789933,-0.0212279861201449,0.704940658124208,-43.59201408754,-70.7220504330661
"49","2022_Q2",28.3717741935484,"Down",153459000,99344000,103713000,-4369000,54115000,41036000,13079000,860000,154319000,-120413000,-24453000,-95960000,33906000,33906000,33906000,-4695000,29211000,29211000,29211000,29211000,1917564000,3625844000,10415708000,10415708000,210488000,4591000,384237000,883119000,17441551000,15113292000,4739102000,10374190000,232355000,207741000,256781000,15810169000,179900000,1600138000,-148656000,1631382000,1631382000,17441551000,14152000,412200000,-362518000,61868000,-3445000,-203278000,-134451000,-344528000,-14186000,-68448000,26132000,-1009000,-66605000,-349265000,-349265000,-349265000,48058000,440096000,-313210000,0.22095,0.19035,0.01791,0.00167,-10.72233,9.69127,0.02523,0.47486,0.47336,2.49468,26.52033,-5.09165,0.23061,0.00249,-0.01796,0.48564,-30.74344,-43.57541
"50","2022_Q3",31.36390625,"Up",165929000,112676000,117184000,-4508000,53253000,43197000,10056000,-2716000,163213000,-124873000,-24538000,-100335000,38340000,38340000,41014000,-6730000,34284000,34284000,34284000,34284000,742461000,3782118000,10957389000,10957389000,210948000,4264000,384237000,870093000,16951510000,14770168000,1935689892.74914,10260696000,70157000,257561000,266928000,15364814000,173628000,1620210000,-207142000,1586696000,1586696000,16951510000,13205000,371520000,-297072000,88801000,-4097000,-237551000,-540403000,-798342000,-14212000,-100714000,-343124000,-7000,-465562000,-1175103000,-1175103000,-1175103000,51545000,327718000,-242894000,0.23106,0.20662,0.02161,0.00202,-7.08476,9.68353,0.01933,0.55857,0.55704,2.70339,25.85112,-3.95733,0.23155,0.00286,-0.01433,0.41454,-8.04623,-10.8175
