"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",62.1253968253968,"Up",1.386e+09,-7.48e+08,6.38e+08,-2.76e+08,-2.76e+08,3.62e+08,-4.2e+07,-4.4e+07,3.2e+08,3.3e+08,-1.09e+08,3.72529029846191e-09,2.21e+08,2.21e+08,2.21e+08,2.21e+08,2.99e+08,2.99e+08,8.45e+08,8.45e+08,4.88e+08,4.88e+08,1.632e+09,3.96e+08,7.657e+09,1.807e+09,5.435e+09,4.15e+08,8.053e+09,9.685e+09,1.148e+09,1.148e+09,9.5e+07,4.64e+08,1.707e+09,4.646e+09,9.41e+08,7.73e+08,1.68e+08,5.587e+09,7.294e+09,1.021e+09,-8.033e+09,9.462e+09,-5.9e+07,2.391e+09,2.391e+09,9.685e+09,2.21e+08,2.21e+08,1.11e+08,1.9e+07,1.7e+07,3e+06,-1e+06,-1.23e+08,1.7e+07,-1.4e+08,2.28e+08,-6e+07,-6e+07,1e+06,-4e+07,9.3e+07,9.3e+07,-4.83e+08,5.76e+08,-2.9e+08,1.9e+07,-3.09e+08,9.31322574615479e-10,-1.97e+08,-9e+06,-9000000.00000001,-8999999.99999999,4.73e+08,4.741e+09,3.99e+08,0.46032,0.26118,0.15945,0.09243,0.02282,1.80543,0.95606,3.05061,0.48952,0.52172,0.51086,3.27195,5.64448,0.94193,6,0.02738,0.04942,9.39112,12.27072
"31","2017_Q4",64.574126984127,"Up",1.4e+09,-7.46e+08,6.54e+08,-2.84e+08,-2.84e+08,3.7e+08,-4.5e+07,-4.5e+07,3.25e+08,3.25e+08,-9.8e+07,5e+06,2.32e+08,2.32e+08,2.32e+08,2.32e+08,3.25e+08,3.25e+08,8.98e+08,8.98e+08,6.47e+08,6.47e+08,1.87e+09,3.85e+08,7.944e+09,1.888e+09,5.612e+09,4.44e+08,8.329e+09,1.0199e+10,1.306e+09,1.306e+09,9.3e+07,4.51e+08,1.85e+09,5.018e+09,9.81e+08,8.15e+08,1.66e+08,5.999e+09,7.849e+09,1.025e+09,-8.314e+09,9.694e+09,-5.5e+07,2.35e+09,2.35e+09,1.0199e+10,2.32e+08,2.32e+08,1.11e+08,4.7e+07,1.5e+07,2e+07,1.2e+07,-6.6e+07,-3.6e+07,-3e+07,3.24e+08,-7.2e+07,-7.2e+07,-4e+06,-3.81e+08,3.68e+08,3.68e+08,-4.05e+08,7.73e+08,-2.85e+08,1.8e+07,-3.03e+08,0,8.3e+07,2.6e+07,2.6e+07,2.6e+07,4.81e+08,5.111e+09,4.41e+08,0.46714,0.26429,0.16571,0.09872,0.02275,1.90086,1.01081,3.34,0.50113,0.55212,0.54079,3.33175,5.59257,1.0495,6,0.02748,0.05224,9.9501,12.93514
"32","2018_Q1",70.3191803278688,"Up",1.516e+09,-7.78e+08,7.38e+08,-3.13e+08,-3.13e+08,4.25e+08,-4.5e+07,-4.5e+07,3.8e+08,3.8e+08,1.51e+08,1e+06,5.32e+08,5.46e+08,5.46e+08,5.46e+08,3.25e+08,3.25e+08,9.97e+08,9.97e+08,6.53e+08,6.03e+08,1.975e+09,3.9e+08,7.924e+09,1.882e+09,5.59e+09,4.52e+08,8.314e+09,1.0289e+10,1.359e+09,1.359e+09,3e+06,5.76e+08,1.938e+09,4.897e+09,7.23e+08,5.52e+08,1.71e+08,5.62e+09,7.558e+09,1.039e+09,-8.494e+09,1.024e+10,-5.4e+07,2.731e+09,2.731e+09,1.0289e+10,5.32e+08,5.46e+08,1.14e+08,-2.51e+08,1.5e+07,-2.67e+08,1000000.00000001,7.3e+07,-9.8e+07,1.71e+08,4.68e+08,-7.9e+07,-7.9e+07,0,-8.2e+07,-2.11e+08,-2.11e+08,-5.75e+08,3.64e+08,-1.94e+08,1.3e+07,-2.07e+08,0,-4.05e+08,-1.9e+07,3.72529029846191e-09,1.11758708953857e-08,5.39e+08,4.9e+09,3.82e+08,0.48681,0.28034,0.36016,0.19993,0.05307,0.69963,1.01909,2.76748,0.47624,1.3125,1.28531,3.64423,6.5649,0.91827,7,0.06536,0.04573,8.48794,10.76471
"33","2018_Q2",72.615,"Up",1.44e+09,-7.59e+08,6.81e+08,-3.05e+08,-3.05e+08,3.76e+08,-4.5e+07,-4.5e+07,3.31e+08,5.63e+08,-1.4e+08,0,4.23e+08,4.23e+08,4.23e+08,4.23e+08,3.82e+08,3.82e+08,8.78e+08,8.78e+08,5.08e+08,5.08e+08,1.768e+09,3.75e+08,8.024e+09,1.855e+09,5.454e+09,7.15e+08,8.399e+09,1.0167e+10,1.303e+09,1.303e+09,1e+06,3.79e+08,1.683e+09,4.603e+09,9.1e+08,6.93e+08,2.17e+08,5.513e+09,7.196e+09,1.013e+09,-8.857e+09,1.0871e+10,-5.6e+07,2.971e+09,2.971e+09,1.0167e+10,4.23e+08,4.23e+08,1.34e+08,-1.36e+08,1.9e+07,7.7e+07,-2.32e+08,-4.9e+07,6.7e+07,-1.16e+08,3.72e+08,-7.7e+07,-7.7e+07,-1.1e+07,3.31e+08,-2.97e+08,-2.97e+08,-8.06e+08,5.09e+08,-3.99e+08,2.8e+07,-4.27e+08,5078548.75673006,-6.96e+08,7e+06,7e+06,7e+06,5.1e+08,4.604e+09,5.24e+08,0.47292,0.26111,0.29375,0.14238,0.04161,1.23877,1.05051,2.42208,0.45284,1.02397,1.00332,3.48584,7.19196,1.26846,8,0.04985,0.06176,8.27843,11.22872
"34","2018_Q3",78.4939682539682,"Up",1.42e+09,-7.39e+08,6.81e+08,-3.2e+08,-3.2e+08,3.61e+08,-4.2e+07,-4.5e+07,3.19e+08,3.16e+08,-7.2e+07,7e+06,2.51e+08,2.51e+08,2.51e+08,2.51e+08,3.48e+08,3.48e+08,9.32e+08,9.32e+08,5.24e+08,5.24e+08,1.804e+09,3.74e+08,8.04e+09,1.833e+09,5.456e+09,7.51e+08,8.414e+09,1.0218e+10,1.302e+09,1.302e+09,1000000.00000001,3.52e+08,1.655e+09,4.805e+09,9.08e+08,6.92e+08,2.16e+08,5.713e+09,7.368e+09,1.031e+09,-9.237e+09,1.1122e+10,-6.6e+07,2.85e+09,2.85e+09,1.0218e+10,2.51e+08,2.51e+08,1.36e+08,1.8e+07,1.7e+07,3e+06,-2e+06,-1.64e+08,-7.8e+07,-8.6e+07,2.41e+08,-9.2e+07,-9.2e+07,-3e+06,-9.5e+07,2.01e+08,2.01e+08,-4.51e+08,6.52e+08,-3.81e+08,1.6e+07,-3.97e+08,7e+06,-1.73e+08,-2.7e+07,1.6e+07,1.6e+07,4.97e+08,4.806e+09,3.13e+08,0.47958,0.25423,0.17676,0.08807,0.02456,1.24701,1.09003,2.58526,0.47035,0.61459,0.60279,3.47698,6.97845,0.76641,7,0.02931,0.03655,8.96982,12.34903
"35","2018_Q4",77.3046031746032,"Down",1.412e+09,-7.49e+08,6.63e+08,-3.05e+08,-3.05e+08,3.58e+08,-4.4e+07,-4.7e+07,3.14e+08,3.04e+08,-7.8e+07,1e+06,2.27e+08,2.27e+08,2.27e+08,2.27e+08,6.73e+08,6.73e+08,9.49e+08,9.49e+08,7.16e+08,7.16e+08,2.338e+09,3.85e+08,8.025e+09,1.802e+09,5.45e+09,7.73e+08,8.41e+09,1.0748e+10,1.551e+09,1.551e+09,4.52e+08,3.17e+08,2.32e+09,4.823e+09,9.44e+08,7.15e+08,2.29e+08,5.767e+09,8.087e+09,1.053e+09,-9.662e+09,1.1349e+10,-7.9e+07,2.661e+09,2.661e+09,1.0748e+10,2.27e+08,2.27e+08,1.36e+08,5.4e+07,1.8e+07,2.5e+07,1.1e+07,-4.9e+07,-1.8e+07,-3.1e+07,3.68e+08,-9.4e+07,-9.4e+07,1e+06,-9.3e+07,4.67e+08,4.67e+08,-1.999e+09,2.466e+09,-4.14e+08,1.6e+07,-4.3e+08,-3e+06,5e+07,3.25e+08,3.25e+08,3.25e+08,4.94e+08,5.275e+09,4.29e+08,0.46955,0.25354,0.16076,0.08531,0.02112,1.88987,1.00776,3.03908,0.49079,0.56216,0.55097,3.49678,6.5899,1.06241,6,0.02556,0.04831,9.31579,12.85475
"36","2019_Q1",82.5127868852459,"Up",1.551e+09,-8.22e+08,7.29e+08,-2.98e+08,-2.98e+08,4.31e+08,-5.3e+07,-5.2e+07,3.78e+08,3.72e+08,-8.8e+07,2e+06,2.86e+08,2.86e+08,2.86e+08,2.86e+08,4.15e+08,4.15e+08,1.049e+09,1.049e+09,7.6e+08,7.6e+08,2.224e+09,3.98e+08,8.64e+09,2.143e+09,5.702e+09,7.95e+08,9.038e+09,1.1262e+10,1.626e+09,1.626e+09,4e+06,3.8e+08,2.01e+09,5.955e+09,1.004e+09,7.45e+08,2.59e+08,6.959e+09,8.969e+09,1.065e+09,-1.034e+10,1.1635e+10,-6.7e+07,2.293e+09,2.293e+09,1.1262e+10,2.86e+08,2.86e+08,-2.4e+07,2.16e+08,1.9e+07,2.8e+07,1.69e+08,9.3e+07,-7.9e+07,1.72e+08,5.71e+08,-9.7e+07,-9.7e+07,6e+06,-8.06e+08,6.63e+08,6.63e+08,-7.49e+08,1.412e+09,-6.77e+08,1.5e+07,-6.92e+08,-9e+06,-22999999.9999999,-2.58e+08,-2.58e+08,-2.58e+08,4.07e+08,5.959e+09,4.91e+08,0.47002,0.27789,0.1844,0.12473,0.0254,1.71678,1.10647,3.91147,0.52912,0.72095,0.70652,3.90976,5.78019,1.23771,5,0.0309,0.05305,13.62162,12.86311
"37","2019_Q2",87.6250793650794,"Up",1.502e+09,-7.98e+08,7.04e+08,-3.41e+08,-3.41e+08,3.63e+08,-5.6e+07,-5.9e+07,3.07e+08,2.58e+08,-3.1e+07,-2e+06,2.25e+08,2.25e+08,2.25e+08,2.25e+08,4.52e+08,4.52e+08,1.044e+09,1.044e+09,7.79e+08,7.79e+08,2.275e+09,4.09e+08,8.992e+09,2.117e+09,5.703e+09,1.172e+09,9.401e+09,1.1676e+10,1.718e+09,1.718e+09,7e+06,3.95e+08,2.12e+09,5.868e+09,1.294e+09,7.45e+08,5.49e+08,7.162e+09,9.282e+09,1.042e+09,-1.0423e+10,1.186e+10,-8.5e+07,2.394e+09,2.394e+09,1.1676e+10,2.25e+08,2.25e+08,1.45e+08,1.07e+08,1.9e+07,8e+06,8e+07,-1.04e+08,6e+06,-1.1e+08,3.73e+08,-9.8e+07,-9.8e+07,6e+06,-3.6e+07,-1.49e+08,-1.49e+08,-7.36e+08,5.87e+08,-1.51e+08,3.2e+07,-1.83e+08,18166928.8562037,-3e+08,3.7e+07,3.7e+07,3.7e+07,5.08e+08,5.875e+09,3.37e+08,0.46871,0.24168,0.1498,0.09398,0.01927,1.49778,1.07311,3.87719,0.50317,0.57442,0.56377,3.83457,6.11182,0.86035,5,0.02353,0.03524,10.6752,14.93939
"38","2019_Q3",102.0925,"Up",1.512e+09,-7.85e+08,7.27e+08,-3.43e+08,-3.43e+08,3.84e+08,-5.6e+07,-6.4e+07,3.28e+08,2.91e+08,-6e+07,-8e+06,2.23e+08,2.23e+08,2.23e+08,2.23e+08,8.441e+09,8.441e+09,9.89e+08,9.89e+08,7.79e+08,7.79e+08,1.0209e+10,4.18e+08,9.013e+09,2.102e+09,5.702e+09,1.209e+09,9.431e+09,1.964e+10,1.685e+09,1.685e+09,9000000.00000003,3.6e+08,2.054e+09,1.3747e+10,1.293e+09,7.13e+08,5.8e+08,1.504e+10,1.7094e+10,1.064e+09,-1.0408e+10,1.2083e+10,-1.93e+08,2.546e+09,2.546e+09,1.964e+10,2.23e+08,2.23e+08,1.46e+08,-1.44e+08,1.5e+07,4e+06,-1.63e+08,-1.9e+07,5.4e+07,-7.3e+07,2.06e+08,-1.12e+08,-1.12e+08,4e+06,-100000000.000001,7.861e+09,7.861e+09,-1.446e+09,9.307e+09,2.2e+07,2.4e+07,-2e+06,-1.49011611938477e-08,7.883e+09,7.989e+09,7.989e+09,7.989e+09,5.3e+08,1.3756e+10,4.59e+08,0.48082,0.25397,0.14749,0.08759,0.01135,2.0583,4.9703,6.71406,0.70041,0.56815,0.55792,3.85223,6.48662,1.16943,5,0.01267,0.02609,10.0283,13.84115
"39","2019_Q4",110.41125,"Up",3.128e+09,-1.617e+09,1.511e+09,-1.137e+09,-1.137e+09,3.74e+08,-1.67e+08,-1.56e+08,2.07e+08,2.56e+08,-5.3e+07,2.2e+07,2.25e+08,2.25e+08,1.98e+08,1.98e+08,1.028e+09,1.028e+09,2.653e+09,2.653e+09,1.431e+10,1.33e+09,1.7991e+10,1.639e+09,5.8234e+10,1.7737e+10,3.5517e+10,2.362e+09,5.9873e+10,7.7864e+10,2.901e+09,2.901e+09,3.68e+08,1.3392e+10,1.6661e+10,2.2123e+10,5.228e+09,4.11e+09,1.118e+09,2.7351e+10,4.4012e+10,2.3676e+10,-2.909e+09,1.2281e+10,-3.79e+08,3.2669e+10,3.3852e+10,7.7864e+10,2.25e+08,2.25e+08,5.71e+08,3.3e+07,8.7e+07,1.4e+07,-6.8e+07,2.09e+08,9.1e+07,1.18e+08,1.038e+09,-2.21e+08,-2.21e+08,8.1e+07,-1.6173e+10,7.845e+09,7.845e+09,-1.116e+09,8.961e+09,-2.6e+07,6e+07,-8.6e+07,-5.1e+07,7.768e+09,-7.367e+09,-7.367e+09,-7.371e+09,9.45e+08,2.2491e+10,9.86e+08,0.48306,0.11957,0.0633,0.00585,0.00254,4.9798,1.07983,1.30013,0.28885,0.33864,0.33177,5.34975,55.8731,1.68633,6,0.00322,0.01601,22.71217,57.3877
"40","2020_Q1",111.077096774194,"Up",4.045e+09,-2.109e+09,1.936e+09,-1.463e+09,-1.463e+09,4.73e+08,-2.47e+08,-1.94e+08,2.26e+08,2.78e+08,-5.4e+07,1.7e+07,2.41e+08,2.41e+08,2.47e+08,2.47e+08,8.93e+08,8.93e+08,2.782e+09,2.782e+09,1.3371e+10,1.503e+09,1.7046e+10,1.606e+09,5.8887e+10,3.6e+09,3.6038e+10,1.6529e+10,6.0493e+10,7.7539e+10,3.08e+09,3.08e+09,2.87e+08,1.236e+10,1.5727e+10,2.1612e+10,5.343e+09,4.247e+09,1.096e+09,2.6955e+10,4.2682e+10,2.3749e+10,-3.118e+09,1.2528e+10,-1.8e+08,3.2979e+10,3.4857e+10,7.7539e+10,2.41e+08,2.41e+08,7.89e+08,1.98e+08,1.08e+08,2.1e+07,6.9e+07,-5e+07,-1.58e+08,1.08e+08,1.178e+09,-2.9e+08,-2.9e+08,2.7e+07,629000000.000004,-8.17e+08,-8.17e+08,-1.992e+09,1.175e+09,-2.5e+08,4e+07,-2.9e+08,8.9e+07,-9.78e+08,828999999.999996,828999999.999998,8.34e+08,1.262e+09,2.1899e+10,9.76e+08,0.47862,0.11693,0.06106,0.00709,0.00319,3.95142,1.08387,1.22449,0.28243,0.36308,0.3555,5.94591,48.47714,1.43466,5,0.00398,0.01572,16.64501,44.41015
"41","2020_Q2",100.698412698413,"Down",3.769e+09,-2.167e+09,1.602e+09,-1.404e+09,-1.404e+09,1.98e+08,-1.67e+08,-1.87e+08,3.1e+07,4.62e+08,-7.9e+07,-6e+06,3.77e+08,3.77e+08,3.92e+08,3.92e+08,8.96e+08,8.96e+08,2.582e+09,2.582e+09,9.455e+09,1.055e+09,1.2933e+10,1.708e+09,5.7957e+10,1.7004e+10,3.5695e+10,2.444e+09,5.9665e+10,7.2598e+10,2.875e+09,2.875e+09,3.38e+08,8.906e+09,1.2119e+10,2.163e+10,5.303e+09,4.227e+09,1.076e+09,2.6933e+10,3.9052e+10,2.3701e+10,-3.922e+09,1.2875e+10,-8.11e+08,3.1843e+10,3.3546e+10,7.2598e+10,3.77e+08,3.77e+08,2.79e+08,2.02e+08,1.08e+08,-5.7e+07,1.51e+08,3e+07,2e+08,-1.7e+08,8.88e+08,-2.46e+08,-2.46e+08,3.6e+07,2.64e+08,-2.01e+08,-2.08e+08,-2.04e+09,1.832e+09,-9.22e+08,4.8e+07,-9.7e+08,-1.1e+07,-1.134e+09,1.8e+07,1.8e+07,1e+06,4.77e+08,2.1968e+10,3.4e+08,0.42505,0.05253,0.10401,0.01169,0.0054,0.86735,1.06717,1.16413,0.3026,0.57809,0.56713,5.55818,46.95915,0.5014,4,0.00645,0.00559,44.1761,106.42424
"42","2020_Q3",99.5975,"Down",3.465e+09,-1.92e+09,1.545e+09,-1.377e+09,-1.377e+09,1.68e+08,-1.73e+08,-1.74e+08,-5e+06,-8000000.00000012,2.7e+07,-1e+07,9e+06,9e+06,2e+06,2e+06,8.69e+08,8.69e+08,2.512e+09,2.512e+09,1.4101e+10,1.114e+09,1.7482e+10,1.688e+09,5.7923e+10,1.6636e+10,3.6088e+10,2.436e+09,5.9611e+10,7.7093e+10,2.933e+09,2.933e+09,3.59e+08,1.3468e+10,1.676e+10,2.1515e+10,5.532e+09,4.481e+09,1.051e+09,2.7047e+10,4.3807e+10,2.3779e+10,-4.429e+09,1.2877e+10,-6.44e+08,3.1583e+10,3.3286e+10,7.7093e+10,9e+06,9e+06,2.71e+08,6.66e+08,9.4e+07,-3.7e+07,6.09e+08,8.5e+07,77999999.9999999,7e+06,1.031e+09,-2.42e+08,-2.42e+08,3e+07,-2.38e+08,-2.07e+08,-1.99e+08,-4.179e+09,3.98e+09,-5.66e+08,3.8e+07,-6.04e+08,-5.2e+07,-8.25e+08,-32000000.0000005,-31999999.9999995,-26999999.9999995,4.39e+08,2.1874e+10,2.55e+08,0.44589,0.04848,0.000579999999999983,5.99999999999993e-05,3.00000000000005e-05,127.5,1.04308,1.31608,0.28374,0.00297999999999998,0.00294000000000005,5.17087,47.13177,0.38054,4,2.99999999999996e-05,0.0042,47.84738,125.02976
"43","2020_Q4",107.76046875,"Up",3.786e+09,-1.868e+09,1.918e+09,-1.412e+09,-1.412e+09,5.06e+08,-1.61e+08,-1.74e+08,3.45e+08,3.81e+08,-1.24e+08,1.9e+07,2.76e+08,2.76e+08,2.64e+08,2.64e+08,9.37e+08,9.37e+08,2.323e+09,2.323e+09,1.0765e+10,1.362e+09,1.4025e+10,1.63e+09,5.6717e+10,3.742e+09,3.5908e+10,1.4295e+10,5.8347e+10,7.2372e+10,3.044e+09,3.044e+09,3.65e+08,9.854e+09,1.3263e+10,2.0894e+10,5.526e+09,4.532e+09,9.94e+08,2.642e+10,3.9683e+10,2.3779e+10,-4.397e+09,1.3141e+10,-8.31e+08,3.1692e+10,3.2689e+10,7.2372e+10,2.76e+08,2.76e+08,1.886e+09,-1.086e+09,8.4e+07,-3.1e+07,-1.139e+09,-3.4e+07,1.82e+08,-2.16e+08,1.042e+09,-2.01e+08,-2.01e+08,2.8e+07,-1.8e+08,-8.02e+08,-7.75e+08,-3.088e+09,2.313e+09,-1.6e+07,2.2e+07,-3.8e+07,-8e+06,-8.26e+08,3.6e+07,3.6e+07,4.4e+07,2.392e+09,2.1259e+10,2.281e+09,0.5066,0.13365,0.06973,0.00808,0.00365,8.64015,1.05745,1.21396,0.29375,0.39427,0.38806,5.65412,47.32975,3.40651,5,0.00444,0.03835,8.49582,40.16206
"44","2021_Q1",114.758852459016,"Up",3.832e+09,-1.857e+09,1.975e+09,-1.459e+09,-1.459e+09,5.16e+08,-1.8e+08,-1.74e+08,3.36e+08,3.36e+08,-2e+07,-3e+06,3.13e+08,3.13e+08,3e+08,3e+08,9.06e+08,9.06e+08,2.482e+09,2.482e+09,1.2831e+10,1.31e+09,1.6219e+10,1.628e+09,5.6772e+10,1.1603e+10,3.6322e+10,2.336e+09,5.84e+10,7.4619e+10,3.186e+09,3.186e+09,3.84e+08,1.2067e+10,1.5637e+10,2.03e+10,5.353e+09,4.389e+09,9.64e+08,2.5653e+10,4.129e+10,2.3651e+10,-4.375e+09,1.3441e+10,-3.87e+08,3.233e+10,3.3329e+10,7.4619e+10,3.13e+08,3.13e+08,7.74e+08,3.91e+08,8.3e+07,1.96e+08,1.12e+08,-2.92e+08,-1.4e+08,-1.52e+08,1.186e+09,-2.11e+08,-2.11e+08,1.5e+07,-1.87e+08,-8.33e+08,-8.55e+08,-1.627e+09,7.72e+08,-1.89e+08,2.5e+07,-2.14e+08,3.76e+08,-6.46e+08,3.53e+08,3.53e+08,3.73e+08,1.29e+09,2.0684e+10,8.07e+08,0.5154,0.13466,0.07829,0.009,0.00402,2.68999999999999,1.03722,1.23886,0.27719,0.44736,0.44033,5.71429,48.21056,1.2034,7,0.00505,0.01359,15.33178,38.32946
"45","2021_Q2",116.25619047619,"Up",3.755e+09,-1.907e+09,1.848e+09,-1.373e+09,-1.373e+09,4.75e+08,-1.55e+08,-1.76e+08,3.2e+08,3.2e+08,-1.8e+07,1.6e+07,3.18e+08,3.18e+08,3.04e+08,3.04e+08,8.31e+08,8.31e+08,2.617e+09,2.617e+09,1.2992e+10,1.251e+09,1.644e+10,1.646e+09,5.6754e+10,1.1171e+10,3.638e+10,2.342e+09,5.84e+10,7.484e+10,3.243e+09,3.243e+09,3.66e+08,1.2296e+10,1.5905e+10,2.0838e+10,5.252e+09,4.289e+09,9.63e+08,2.609e+10,4.1995e+10,2.353e+10,-4.888e+09,1.3745e+10,-5.36e+08,3.1851e+10,3.2845e+10,7.484e+10,3.18e+08,3.18e+08,7.97e+08,-1.6e+07,6.6e+07,-7e+07,-1.2e+07,-1.47e+08,-1.29e+08,-1.8e+07,9.52e+08,-2.34e+08,-2.34e+08,3.2e+07,-7.08e+08,4.01e+08,4.57e+08,-1.725e+09,2.182e+09,-6.99e+08,4.3e+07,-7.42e+08,-9.5e+07,-3.93e+08,-1.49e+08,-1.49e+08,-1.57e+08,1.272e+09,2.1204e+10,9.09e+08,0.49214,0.1265,0.08096,0.00926,0.00406,2.99013,1.03364,1.27858,0.28332,0.45468,0.44712,5.61621,47.63835,1.35956,6,0.00513,0.01533,16.01651,42.89053
"46","2021_Q3",111.7271875,"Down",4.051e+09,-1.967e+09,2.084e+09,-1.44e+09,-1.44e+09,6.44e+08,-1.74e+08,-1.75e+08,4.7e+08,4.7e+08,-2.28e+08,4.2e+07,2.84e+08,2.84e+08,2.69e+08,2.69e+08,8.41e+08,8.41e+08,2.663e+09,2.663e+09,1.4223e+10,1.278e+09,1.7727e+10,1.65e+09,5.6399e+10,1.0845e+10,3.6668e+10,2.43e+09,5.8049e+10,7.5776e+10,3.364e+09,3.364e+09,4.18e+08,1.3469e+10,1.7251e+10,2.0425e+10,5.307e+09,4.324e+09,9.83e+08,2.5732e+10,4.2983e+10,2.2968e+10,-4.866e+09,1.4014e+10,-3.23e+08,3.1793e+10,3.2793e+10,7.5776e+10,2.84e+08,2.84e+08,8.13e+08,37000000.0000001,6.1e+07,1e+06,-2.5e+07,-7.3e+07,-2.5e+07,-4.8e+07,1.061e+09,-2.6e+08,-2.6e+08,2e+07,10000000.0000001,-4.26e+08,3.886e+09,1.725e+09,2.161e+09,-6.02e+08,1.7e+07,-6.19e+08,2.1e+08,-8.18e+08,2.53e+08,2.53e+08,2.59e+08,1.457e+09,2.0843e+10,1.352e+09,0.51444,0.15897,0.0664,0.0082,0.00355,5.02602,1.02759,1.31074,0.27506,0.40233,0.39565,6.05893,47.5516,2.02214,7,0.00456,0.02294,13.72821,31.05901
"47","2021_Q4",103.40234375,"Down",4.163e+09,-2.051e+09,2.112e+09,-1.476e+09,-1.476e+09,6.36e+08,-1.58e+08,-1.72e+08,4.78e+08,4.78e+08,-5.4e+07,2.2e+07,4.46e+08,4.46e+08,4.28e+08,4.28e+08,9.33e+08,9.33e+08,2.793e+09,2.793e+09,1.4699e+10,1.455e+09,1.8425e+10,1.717e+09,5.5625e+10,1.0347e+10,3.6303e+10,2.452e+09,5.7342e+10,7.5767e+10,3.34e+09,3.34e+09,4.49e+08,1.3773e+10,1.7562e+10,2.054e+10,5.081e+09,4.113e+09,9.68e+08,2.5621e+10,4.3183e+10,2.2982e+10,-5.179e+09,1.4442e+10,-6.49e+08,3.1596e+10,3.2584e+10,7.5767e+10,4.46e+08,4.46e+08,8.05e+08,-1.39e+08,6.3e+07,-1.97e+08,-5e+06,-4.34e+08,-1.44e+08,-2.9e+08,6.78e+08,-3.2e+08,-3.2e+08,3.9e+07,-2.67e+08,7.5e+07,-5.681e+09,-6.515e+09,8.34e+08,-3.62e+08,4.5e+07,-4.07e+08,-1.94e+08,-4.81e+08,-7e+07,-7e+07,-7.9e+07,1.441e+09,2.0989e+10,7.41e+08,0.50733,0.15277,0.10281,0.01314,0.00565,1.73131,1.04914,1.32528,0.27702,0.644,0.63492,6.26392,47.54138,1.11496,8,0.0073,0.01263,13.91811,31.53459
"48","2022_Q1",101.209838709677,"Down",4.257e+09,-2.203e+09,2.054e+09,-1.521e+09,-1.521e+09,5.33e+08,-1.35e+08,-1.7e+08,3.98e+08,3.98e+08,-6.3e+07,2e+07,3.55e+08,3.55e+08,3.33e+08,3.33e+08,8.35e+08,8.35e+08,2.86e+09,2.86e+09,1.5175e+10,1.523e+09,1.887e+10,1.742e+09,5.5637e+10,9.991e+09,3.6433e+10,2.634e+09,5.7379e+10,7.6249e+10,3.55e+09,3.55e+09,5.08e+08,1.4237e+10,1.8295e+10,2.0729e+10,5.275e+09,4.172e+09,1.103e+09,2.6004e+10,4.4299e+10,2.2991e+10,-6.14e+09,1.4846e+10,-7.45e+08,3.0952e+10,3.195e+10,7.6249e+10,3.55e+08,3.55e+08,7.81e+08,48000000.0000001,4.9e+07,4e+06,-4999999.99999999,1.59e+08,-6e+07,2.19e+08,1.343e+09,-3.46e+08,-3.46e+08,2.4e+07,-6.65e+08,2.45e+08,-1.08e+08,-1.366e+09,1.258e+09,-9.83e+08,3.5e+07,-1.018e+09,6.89e+08,-4.9e+07,6.29e+08,6.29e+08,6.13e+08,1.314e+09,2.1237e+10,1.19e+09,0.4825,0.12521,0.07822,0.01042,0.00437,3.57357,1.03143,1.38651,0.27852,0.51532,0.50724,6.58774,47.89848,1.84154,7,0.0057,0.02036,15.52664,38.27767
