"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",37.7225806451613,"Up",1.6501e+10,-1.5491e+10,1.01e+09,-4.56e+08,-4.56e+08,5.54e+08,9.4e+07,-5.6e+07,1.39e+08,1.1e+07,6.48e+08,6.29e+08,-2.03e+08,4.26e+08,4.26e+08,-2e+06,4.24e+08,4.24e+08,9.15e+08,6.19e+08,1.905e+09,1.905e+09,8.831e+09,9.394e+09,9.394e+09,2.1045e+10,9.758e+09,2.3497e+10,-1.3739e+10,4.282e+09,5.79e+08,1.8724e+10,3.9769e+10,8.764e+09,3.606e+09,4.27e+08,1.54e+08,2.73e+08,3.982e+09,3.982e+09,1.3173e+10,6.504e+09,6.504e+09,2.887e+09,1.669e+09,1.218e+09,9.391e+09,2.2564e+10,2.327e+09,2.327e+09,1.7444e+10,-2.598e+09,1.7173e+10,3.2e+07,1.7205e+10,3.9769e+10,4.26e+08,2.22e+08,1.47e+08,1.6e+07,2e+07,1.11e+08,-8.599e+09,-7.76e+09,-1.707e+09,1.53e+08,-7.804e+09,-1.7e+08,9.1e+07,9.1e+07,-2.61e+08,-2.61e+08,-2.8e+07,8.058e+09,8.083e+09,-1.73e+08,-45999999.9999999,2e+07,-4.45e+08,-1.66e+08,-1.66e+08,-1.66e+08,7.76e+08,6.931e+09,-7.79e+09,0.06121,0.03357,0.0257,0.02464,0.01066,-18.37264,1.59759,1.31148,0.17428,0.73103,0.72603,28.45,29.60862,-13.43103,0.29828,0.02209,-0.28827,0.40802,7.75258,10.85921
"29","2017_Q2",36.4201587301587,"Down",1.4988e+10,-1.4116e+10,8.72e+08,-5.16e+08,-5.16e+08,3.56e+08,1.12e+08,-5.8e+07,1.72e+08,-2e+06,4.68e+08,4.58e+08,-1.18e+08,3.4e+08,3.4e+08,-1e+06,3.39e+08,3.39e+08,7.48e+08,4.76e+08,1.757e+09,1.757e+09,8.664e+09,9.317e+09,9.317e+09,2.0486e+10,9.771e+09,2.3619e+10,-1.3848e+10,4.477e+09,6.97e+08,1.9144e+10,3.963e+10,8.889e+09,3.415e+09,1.251e+09,4.2e+08,8.31e+08,3.462e+09,3.462e+09,1.3602e+10,5.956e+09,5.956e+09,2.917e+09,1.682e+09,1.235e+09,8.873e+09,2.2475e+10,2.35e+09,2.35e+09,1.7345e+10,-2.574e+09,1.7121e+10,3.4e+07,1.7155e+10,3.963e+10,3.4e+08,2.25e+08,4.4e+07,3.2e+07,1e+06,1.1e+07,-2.098e+09,-2.016e+09,2.22e+08,-9.5e+07,-1.489e+09,-1.75e+08,2.5e+07,2.5e+07,-2e+08,-2e+08,-2.75e+08,2.426e+09,2.048e+09,-1.83e+08,2.61e+08,-1e+07,-1.8e+08,3.79e+08,3.79e+08,3.79e+08,5.81e+08,7.207e+09,-1.574e+09,0.05818,0.02375,0.02262,0.01976,0.00855,-4.64307,1.5061,1.31011,0.18186,0.58854,0.58549,26.02083,29.72396,-2.73264,0.31771,0.01914,-0.0577,0.53982,11.11704,18.14326
"30","2017_Q3",36.0195238095238,"Down",1.4943e+10,-1.4051e+10,8.92e+08,-5.25e+08,-5.25e+08,3.67e+08,3.9e+07,-6.1e+07,1.09e+08,-9e+06,4.06e+08,3.83e+08,-1.08e+08,2.75e+08,2.75e+08,1e+06,2.76e+08,2.76e+08,6.7e+08,4.33e+08,1.717e+09,1.717e+09,7.846e+09,7.968e+09,7.968e+09,1.8201e+10,9.945e+09,2.4172e+10,-1.4227e+10,4.616e+09,7.5e+08,1.9616e+10,3.7817e+10,8.032e+09,2.926e+09,9.24e+08,3.53e+08,5.71e+08,2.465e+09,2.465e+09,1.1421e+10,6.056e+09,6.056e+09,2.895e+09,1.606e+09,1.289e+09,8.951e+09,2.0372e+10,2.376e+09,2.376e+09,1.7176e+10,-2.141e+09,1.7411e+10,3.4e+07,1.7445e+10,3.7817e+10,2.75e+08,2.27e+08,2.96e+08,1.6e+07,-8.3e+07,3.63e+08,-1.389e+09,-1.799e+09,9.07e+08,51000000.0000001,-5.91e+08,-1.28e+08,1.24e+08,1.24e+08,-2.52e+08,-2.52e+08,-9.1e+07,1.485e+09,1.3e+09,-1.81e+08,-3.18e+08,3e+06,-7.59e+08,-5e+07,-5e+07,-5e+07,5.94e+08,6.98e+09,-8.15e+08,0.05969,0.02456,0.01847,0.01582,0.0073,-2.9529,1.59364,1.16778,0.18457,0.48336,0.48084,26.16988,30.49212,-1.42732,0.31699,0.01673,-0.02983,0.6558,10.6229,17.19346
"31","2017_Q4",35.4303174603175,"Down",1.4827e+10,-1.4015e+10,8.12e+08,-4.78e+08,-4.78e+08,3.34e+08,-2e+06,-5.2e+07,4.6e+07,4e+06,3.32e+08,2.25e+08,-3e+07,1.95e+08,1.95e+08,-3e+06,1.92e+08,1.92e+08,7.79e+08,5.18e+08,1.911e+09,1.911e+09,8.326e+09,8.124e+09,8.124e+09,1.914e+10,9.956e+09,2.4465e+10,-1.4509e+10,4.694e+09,7.55e+08,1.9829e+10,3.8969e+10,8.584e+09,3.449e+09,7.41e+08,7.28e+08,1.3e+07,2.548e+09,2.548e+09,1.1873e+10,6.595e+09,6.595e+09,2.871e+09,1.754e+09,1.117e+09,9.466e+09,2.1339e+10,2.39e+09,2.39e+09,1.7023e+10,-1.843e+09,1.757e+10,6e+07,1.763e+10,3.8969e+10,1.95e+08,2.32e+08,3.4e+07,1.5e+07,5.5e+07,-3.6e+07,-1.63e+09,-1.483e+09,-4.26e+08,-2.19e+08,-1.169e+09,-2.21e+08,2.3e+07,2.3e+07,-2.44e+08,-2.44e+08,-1.02e+08,1.479e+09,1.123e+09,-1.8e+08,2.84e+08,1.1e+07,-5e+07,-9.6e+07,-9.6e+07,-9.6e+07,5.66e+08,7.336e+09,-1.255e+09,0.05476,0.02253,0.01295,0.01089,0.00493,-6.53646,1.61206,1.21038,0.18825,0.33922,0.33743,26.19611,31.0424,-2.21731,0.31802,0.01336,-0.04508,0.9375,11.58481,19.63174
"32","2018_Q1",36.5404918032787,"Up",1.607e+10,-1.5128e+10,9.42e+08,-4.59e+08,-4.59e+08,4.83e+08,9.3e+07,-5.3e+07,1.29e+08,1.7e+07,5.76e+08,5.43e+08,2.49e+08,7.92e+08,7.92e+08,-4e+06,7.88e+08,7.88e+08,8.04e+08,8.04e+08,1.947e+09,1.947e+09,9.173e+09,8.001e+09,8.001e+09,1.9925e+10,1.0138e+10,2.4793e+10,-1.4655e+10,4.72e+09,8.02e+08,2.0038e+10,3.9963e+10,8.867e+09,3.894e+09,8.7e+08,8.57e+08,1.3e+07,2.833e+09,2.833e+09,1.257e+10,6.623e+09,6.623e+09,2.395e+09,1.053e+09,1.342e+09,9.018e+09,2.1588e+10,2.398e+09,2.398e+09,1.7552e+10,-1.637e+09,1.8313e+10,6.2e+07,1.8375e+10,3.9963e+10,7.92e+08,2.4e+08,-7.45e+08,3e+06,-6.87e+08,-6.1e+07,-3.004e+09,-2.806e+09,-8.4e+08,2.02e+08,-2.717e+09,-3.3e+08,2.3e+07,2.3e+07,-3.53e+08,-3.53e+08,1e+06,2.775e+09,2.82e+09,-1.86e+08,1.55e+08,6.6e+07,-3.9e+07,6.4e+07,6.4e+07,6.4e+07,7.23e+08,7.493e+09,-2.86e+09,0.05862,0.03006,0.04904,0.04288,0.01972,-3.62944,1.58512,1.17486,0.1875,1.39964,1.39223,28.54352,32.52753,-5.07993,0.33037,0.03446,-0.10119,0.23604,9.25173,13.84886
"33","2018_Q2",39.28578125,"Up",1.5526e+10,-1.4637e+10,8.89e+08,-5.13e+08,-5.13e+08,3.76e+08,1.04e+08,-5.8e+07,1.47e+08,1.5e+07,4.8e+08,4.64e+08,-6.8e+07,3.96e+08,3.96e+08,-3e+06,3.93e+08,3.93e+08,7.97e+08,7.97e+08,2.147e+09,2.147e+09,9.82e+09,8.142e+09,8.142e+09,2.0906e+10,1.0123e+10,2.498e+10,-1.4857e+10,4.829e+09,8.59e+08,2.0194e+10,4.11e+10,7.907e+09,3.34e+09,2.343e+09,2.33e+09,1.3e+07,3.035e+09,3.035e+09,1.3285e+10,6.657e+09,6.657e+09,2.362e+09,1.037e+09,1.325e+09,9.019e+09,2.2304e+10,2.428e+09,2.428e+09,1.7755e+10,-1.451e+09,1.8732e+10,6.4e+07,1.8796e+10,4.11e+10,3.96e+08,2.35e+08,2.3e+08,2.9e+07,-2.1e+07,2.22e+08,-4.435e+09,-2.635e+09,-6e+08,-6.33e+08,-3.574e+09,-1.82e+08,1.4e+07,1.4e+07,-1.96e+08,-1.96e+08,0,2.362e+09,2.18e+09,-1.9e+08,1.473e+09,-6e+06,1.277e+09,-1.17e+08,-1.17e+08,-1.17e+08,6.11e+08,9e+09,-3.938e+09,0.05726,0.02422,0.02531,0.02091,0.00956,-10.02036,1.57365,1.18664,0.21898,0.69805,0.69558,27.57726,33.27176,-6.99467,0.33748,0.01933,-0.13058,0.48346,13.42553,21.81649
"34","2018_Q3",43.2373015873016,"Up",1.7068e+10,-1.5887e+10,1.181e+09,-5.6e+08,-5.6e+08,6.21e+08,5.5e+07,-4.7e+07,1e+08,2e+06,6.76e+08,6.52e+08,-8.6e+07,5.66e+08,5.66e+08,0,5.66e+08,5.66e+08,8.51e+08,8.51e+08,1.9e+09,1.9e+09,7.953e+09,7.943e+09,7.943e+09,1.8647e+10,9.948e+09,2.4877e+10,-1.4929e+10,4.772e+09,9.38e+08,2.0108e+10,3.8755e+10,6.903e+09,2.609e+09,1.642e+09,1.047e+09,5.95e+08,3.173e+09,3.173e+09,1.1718e+10,5.981e+09,5.981e+09,2.291e+09,1.002e+09,1.289e+09,8.272e+09,1.999e+10,2.489e+09,2.489e+09,1.8132e+10,-1.911e+09,1.871e+10,5.5e+07,1.8765e+10,3.8755e+10,5.66e+08,2.39e+08,2.01e+08,3.4e+07,-7.1e+07,2.38e+08,-6.11e+08,-1.502e+09,1.756e+09,-1.67e+08,3.95e+08,-1.71e+08,1.2e+07,1.2e+07,-1.83e+08,-1.83e+08,-1.32e+08,1.673e+09,1.368e+09,-1.89e+08,-1.283e+09,1.9e+07,-1.453e+09,3.1e+08,3.1e+08,3.1e+08,8.6e+08,7.623e+09,1.64e+08,0.06919,0.03638,0.03316,0.03016,0.0146,0.28975,1.59131,1.06528,0.1967,1.00355,0.99824,30.26241,33.17376,0.29078,0.33511,0.02633,0.00571999999999998,0.33392,7.87442,10.90499
"35","2018_Q4",41.3295238095238,"Down",1.58e+10,-1.4742e+10,1.058e+09,-5.34e+08,-5.34e+08,5.24e+08,1.09e+08,-4.7e+07,1.31e+08,2.5e+07,6.33e+08,6.32e+08,-9.6e+07,5.36e+08,5.36e+08,0,5.36e+08,5.36e+08,9.15e+08,9.15e+08,1.934e+09,1.934e+09,8.483e+09,8.133e+09,8.133e+09,1.9465e+10,9.885e+09,2.4877e+10,-1.4992e+10,4.995e+09,9.3e+08,2.0199e+10,3.9664e+10,7.601e+09,3.082e+09,1.122e+09,5.32e+08,5.9e+08,2.925e+09,2.925e+09,1.1648e+10,6.73e+09,6.73e+09,2.24e+09,9.65e+08,1.275e+09,8.97e+09,2.0618e+10,2.541e+09,2.541e+09,1.8478e+10,-2.032e+09,1.8987e+10,5.9e+07,1.9046e+10,3.9664e+10,5.36e+08,2.32e+08,4.15e+08,2.5e+07,-3.2e+07,4.22e+08,-1.684e+09,-1.338e+09,-5.78e+08,-2.57e+08,-5.01e+08,-2.5e+07,1.51e+08,1.51e+08,-1.76e+08,-1.76e+08,-3.19e+08,1.369e+09,1.027e+09,-1.89e+08,2.42e+08,1.9e+07,7.2e+07,5.98e+08,5.98e+08,5.98e+08,7.56e+08,7.852e+09,-8.57e+08,0.06696,0.03316,0.03392,0.02814,0.01351,-1.59888,1.6711,1.08254,0.19796,0.94867,0.94366,27.9646,33.60531,-1.51681,0.33451,0.02488,-0.02941,0.35261,9.17593,13.23855
"36","2019_Q1",38.2411475409836,"Down",1.5947e+10,-1.4894e+10,1.053e+09,-5.58e+08,-5.58e+08,4.95e+08,-5.3e+07,-5e+07,1.4e+08,-1.43e+08,4.42e+08,3.12e+08,5e+06,3.17e+08,3.17e+08,-2e+06,3.15e+08,3.15e+08,2.003e+09,1.997e+09,2.233e+09,2.233e+09,8.813e+09,7.539e+09,7.539e+09,2.0588e+10,9.953e+09,2.5102e+10,-1.5149e+10,4.968e+09,9.27e+08,2.0245e+10,4.0833e+10,8.173e+09,3.545e+09,6.9e+08,1.08e+08,5.82e+08,2.913e+09,2.913e+09,1.1776e+10,7.698e+09,7.698e+09,2.314e+09,1.067e+09,1.247e+09,1.0012e+10,2.1788e+10,2.56e+09,2.56e+09,1.8527e+10,-2.106e+09,1.8981e+10,6.4e+07,1.9045e+10,4.0833e+10,3.17e+08,2.35e+08,2.46e+08,2.1e+07,7.7e+07,1.48e+08,-1.902e+09,5.099e+09,-3.52e+08,-7.125e+09,-1.104e+09,-2.73e+08,1.4e+07,1.4e+07,-2.87e+08,-2.87e+08,-1.7e+08,2.437e+09,2.007e+09,-1.9e+08,5.57e+08,1e+06,2.91e+08,1.194e+09,1.194e+09,1.194e+09,7.3e+08,8.388e+09,-1.45e+09,0.06603,0.03104,0.01975,0.01654,0.00771,-4.60317,1.7483,1.14403,0.20542,0.55851,0.55458,28.27482,33.65426,-2.57092,0.33688,0.01698,-0.04874,0.60317,8.74658,12.89899
"37","2019_Q2",37.3455555555556,"Down",1.5304e+10,-1.4376e+10,9.28e+08,-6.59e+08,-6.59e+08,2.69e+08,5.7e+07,-5.2e+07,1.01e+08,8e+06,3.26e+08,3.15e+08,-8.1e+07,2.34e+08,2.34e+08,-1e+06,2.33e+08,2.33e+08,9.35e+08,9.26e+08,2.515e+09,2.515e+09,8.946e+09,7.866e+09,7.866e+09,2.0262e+10,1.0299e+10,2.5645e+10,-1.5346e+10,7.236e+09,1.777e+09,2.2889e+10,4.3151e+10,8.154e+09,3.538e+09,2.209e+09,1.595e+09,6.14e+08,2.998e+09,2.998e+09,1.3361e+10,7.675e+09,7.675e+09,3.156e+09,1.25e+09,1.906e+09,1.0831e+10,2.4192e+10,2.584e+09,2.584e+09,1.8553e+10,-2.242e+09,1.8895e+10,6.4e+07,1.8959e+10,4.3151e+10,2.34e+08,2.45e+08,1.5e+07,4.3e+07,3.9e+07,-6.7e+07,-2.529e+09,-1.744e+09,1.66e+08,-6.91e+08,-2.035e+09,-1.8e+08,1.8e+07,1.8e+07,-1.98e+08,-1.98e+08,-1.885e+09,1.744e+09,-2.71e+08,-1.98e+08,1.305e+09,-4.2e+07,1.065e+09,-1.241e+09,-1.241e+09,-1.241e+09,5.14e+08,9.884e+09,-2.114e+09,0.06064,0.01758,0.01522,0.01229,0.0054,-9.07296,1.5165,1.27602,0.22906,0.41239,0.41166,27.08673,33.44248,-3.74159,0.35044,0.01347,-0.06606,0.84979,17.41051,33.26766
"38","2019_Q3",36.19671875,"Down",1.6297e+10,-1.5325e+10,9.72e+08,-6.02e+08,-6.02e+08,3.7e+08,4e+07,-6.3e+07,9e+07,1.3e+07,4.1e+08,2.74e+08,-3.6e+07,2.38e+08,2.38e+08,-3e+06,2.35e+08,2.35e+08,8.53e+08,8.49e+08,2.433e+09,2.433e+09,8.294e+09,7.968e+09,7.968e+09,1.9548e+10,1.0245e+10,2.5838e+10,-1.5593e+10,7.366e+09,1.821e+09,2.3068e+10,4.2616e+10,7.763e+09,3.067e+09,1.711e+09,1.699e+09,1.2e+07,3.128e+09,3.128e+09,1.2602e+10,7.701e+09,7.701e+09,3.281e+09,1.305e+09,1.976e+09,1.0982e+10,2.3584e+10,2.588e+09,2.588e+09,1.8497e+10,-2.13e+09,1.8955e+10,7.7e+07,1.9032e+10,4.2616e+10,2.38e+08,2.48e+08,1.49e+08,2000000.00000001,-2.8e+07,1.75e+08,-1.313e+09,-1.74e+09,6.86e+08,2.23e+08,-6.78e+08,-1.8e+08,5e+06,5e+06,-1.85e+08,-1.85e+08,-68999999.9999998,1.851e+09,1.617e+09,-1.97e+08,-5.01e+08,7.45058059692383e-09,-7.92e+08,1.47e+08,1.47e+08,1.47e+08,6.18e+08,9.412e+09,-8.39e+08,0.05964,0.0227,0.01442,0.01235,0.00551,-3.57021,1.55118,1.23918,0.22086,0.41593,0.41519,28.84425,33.54867,-1.48496,0.34867,0.01362,-0.02645,0.8383,13.84951,23.13243
"39","2019_Q4",39.13125,"Up",1.6726e+10,-1.5648e+10,1.078e+09,-5.78e+08,-5.78e+08,5e+08,5.6e+07,-5e+07,8.8e+07,1.8e+07,5.56e+08,5.03e+08,-9.5e+07,4.08e+08,4.08e+08,-1e+06,4.07e+08,4.07e+08,9.58e+08,9.32e+08,2.241e+09,2.241e+09,8.075e+09,7.904e+09,7.904e+09,1.9178e+10,1.0101e+10,2.5734e+10,-1.5633e+10,7.116e+09,1.715e+09,2.2626e+10,4.1804e+10,7.836e+09,2.973e+09,1.257e+09,1.242e+09,1.5e+07,2.927e+09,2.927e+09,1.202e+10,7.631e+09,7.631e+09,3.205e+09,1.302e+09,1.903e+09,1.0836e+10,2.2856e+10,2.617e+09,2.617e+09,1.8651e+10,-2.395e+09,1.8873e+10,7.5e+07,1.8948e+10,4.1804e+10,4.08e+08,2.49e+08,2.14e+08,2.1e+07,-3e+06,1.96e+08,-1.797e+09,3.76e+09,1.42e+08,-5.633e+09,-9.26e+08,-1.63e+08,2e+07,2e+07,-1.83e+08,-1.83e+08,-4e+06,2.096e+09,1.905e+09,-1.97e+08,-4.56e+08,6e+06,-7.03e+08,2.76e+08,2.76e+08,2.76e+08,7.49e+08,8.888e+09,-1.116e+09,0.06445,0.02989,0.02433,0.02148,0.00974,-2.74201,1.59551,1.20625,0.21261,0.7242,0.72291,29.76157,33.58185,-1.98577,0.35053,0.01946,-0.03595,0.48403,10.58745,15.86
"40","2020_Q1",37.8388709677419,"Down",1.6329e+10,-1.516e+10,1.169e+09,-6.54e+08,-6.54e+08,5.15e+08,8.4e+07,-2.37e+08,1.75e+08,-5e+07,5.99e+08,4.96e+08,3e+06,4.99e+08,4.99e+08,5e+06,5.04e+08,5.04e+08,8.52e+08,8.52e+08,2.267e+09,2.267e+09,9.17e+09,9.058e+09,9.058e+09,2.1347e+10,1.0106e+10,2.5999e+10,-1.5893e+10,7.412e+09,1.936e+09,2.265e+10,4.3997e+10,1.231e+10,3.746e+09,1.209e+09,1.202e+09,7e+06,2.15e+08,2.15e+08,1.3734e+10,7.672e+09,7.672e+09,3.308e+09,1.194e+09,2.114e+09,1.098e+10,2.4714e+10,2.655e+09,2.655e+09,1.8958e+10,-2.405e+09,1.9208e+10,7.5e+07,1.9283e+10,4.3997e+10,4.99e+08,2.51e+08,-1.86e+08,2.3e+07,1.3e+07,-2.22e+08,-2.377e+09,10999999.999999,-1.015e+09,-2.117e+09,-1.813e+09,-1.2e+07,2.5e+08,2.5e+08,-2.62e+08,-2.62e+08,-1e+06,1.985e+09,2.008e+09,-1.97e+08,-46999999.9999998,1.4e+07,-2.3e+08,-3.5e+07,-3.5e+07,-3.5e+07,7.66e+08,8.881e+09,-1.626e+09,0.07159,0.03154,0.03087,0.02614,0.01146,-3.22619,1.55432,1.28165,0.20185,0.9,0.89204,29.15893,34.3,-2.90357,0.35179,0.02227,-0.05166,0.39087,10.48172,15.59029
"41","2020_Q2",34.9536507936508,"Down",1.497e+10,-1.4019e+10,9.51e+08,-6.64e+08,-6.64e+08,2.87e+08,1.29e+08,-4.3e+07,1.4e+08,3.2e+07,4.16e+08,3.75e+08,1.6e+07,3.91e+08,3.91e+08,1469673.998368,3.91e+08,3.91e+08,4.734e+09,4.734e+09,2.437e+09,2.437e+09,8.83e+09,1.0145e+10,1.0145e+10,2.6146e+10,9.883e+09,2.5809e+10,-1.5926e+10,7.223e+09,2.029e+09,2.2249e+10,4.8395e+10,9.218e+09,3.44e+09,3.89e+09,3.382e+09,5.08e+08,4.209e+09,4.209e+09,1.7317e+10,8.613e+09,8.613e+09,3.418e+09,1.347e+09,2.071e+09,1.2031e+10,2.9348e+10,2.69e+09,2.69e+09,1.9026e+10,-2.764e+09,1.8952e+10,9.5e+07,1.9047e+10,4.8395e+10,3.91e+08,2.45e+08,2.2e+08,5.1e+07,6.4e+07,1.05e+08,-1.511e+09,-2.51e+08,1.82e+08,-1.182e+09,-6.55e+08,-1.87e+08,7e+06,7e+06,-1.94e+08,-1.94e+08,-1.1e+07,2.046e+09,1.853e+09,-2.03e+08,3.668e+09,-1.1e+07,3.342e+09,4.54e+09,4.54e+09,4.54e+09,5.32e+08,1.2503e+10,-1.182e+09,0.06353,0.01917,0.02612,0.02053,0.00808,-3.02302,1.50985,1.54082,0.25835,0.69449,0.69326,26.5897,33.66252,-2.09947,0.36057,0.01699,-0.0338,0.51918,14.60338,27.06969
"42","2020_Q3",41.20703125,"Up",1.6281e+10,-1.5173e+10,1.108e+09,-6.38e+08,-6.38e+08,4.7e+08,9.8e+07,-1.27e+08,1.03e+08,4.8e+07,5.68e+08,5.52e+08,-8e+07,4.72e+08,4.72e+08,-3e+06,4.69e+08,4.69e+08,1.203e+09,1.203e+09,2.583e+09,2.583e+09,7.626e+09,1.0599e+10,1.0599e+10,2.2011e+10,9.833e+09,2.5899e+10,-1.6066e+10,7.258e+09,2.046e+09,2.233e+10,4.4341e+10,8.737e+09,2.897e+09,5.41e+08,5.31e+08,9999999.99999988,3.531e+09,3.531e+09,1.2809e+10,8.632e+09,8.632e+09,3.504e+09,1.347e+09,2.157e+09,1.2136e+10,2.4945e+10,2.705e+09,2.705e+09,1.9293e+10,-2.705e+09,1.9293e+10,1.03e+08,1.9396e+10,4.4341e+10,4.72e+08,2.44e+08,6.09e+08,2.4e+07,-1.5e+07,6e+08,-1.106e+09,-1.13e+08,1.257e+09,-1.691e+09,2.19e+08,-8.2e+07,8.4e+07,8.4e+07,-1.66e+08,-1.66e+08,3000000.00000001,4.07e+08,3.2e+08,-2.02e+08,-3.382e+09,1.4e+07,-3.57e+09,-3.031e+09,-3.031e+09,-3.031e+09,7.14e+08,9.173e+09,-3.94e+08,0.06805,0.02887,0.02881,0.02418,0.01058,-0.84009,1.7184,1.28609,0.20687,0.83601,0.83452,29.02139,34.39037,-0.70232,0.36007,0.02092,-0.01228,0.4307,11.16246,16.95745
"43","2020_Q4",46.91578125,"Up",1.5126e+10,-1.4084e+10,1.042e+09,-6.36e+08,-6.36e+08,4.06e+08,-2.02e+08,-1e+08,1.6e+08,-2.82e+08,2.04e+08,2e+08,2.6e+07,2.26e+08,2.26e+08,-1e+06,2.25e+08,2.25e+08,9.48e+08,9.48e+08,2.616e+09,2.616e+09,8.762e+09,1.044e+10,1.044e+10,2.2766e+10,9.816e+09,2.5996e+10,-1.618e+10,7.442e+09,2.167e+09,2.2029e+10,4.4795e+10,1.3696e+10,3.347e+09,2.11e+08,2.09e+08,2e+06,1419367855.04434,1419367855.04434,1.3907e+10,7.922e+09,7.922e+09,3.54e+09,1.344e+09,2.196e+09,1.1462e+10,2.5369e+10,2.76e+09,2.76e+09,1.9311e+10,-2.749e+09,1.9322e+10,1.04e+08,1.9426e+10,4.4795e+10,2.26e+08,2.38e+08,-2.03e+08,3.9e+07,8e+06,-2.5e+08,-1.341e+09,2.1e+07,-1.069e+09,-7.23e+08,-1.08e+09,4.19e+08,6.17e+08,6.17e+08,-1.98e+08,-1.98e+08,0,2.133e+09,2.555e+09,-2.02e+08,-1.521e+09,1.3e+07,-1.715e+09,-2.4e+08,-2.4e+08,-2.4e+08,6.44e+08,8.133e+09,-3.04e+08,0.06889,0.02684,0.01488,0.01158,0.00502,-1.35111,1.63702,1.30593,0.18156,0.4025,0.39964,27.05903,34.5653,-0.54383,0.36136,0.01373,-0.00978,0.89778,11.15683,17.69704
"44","2021_Q1",52.5360655737705,"Up",1.7978e+10,-1.6626e+10,1.352e+09,-7.49e+08,-7.49e+08,6.03e+08,5.81e+08,4.2e+07,1.76e+08,4.57e+08,1.184e+09,7.56e+08,-6.3e+07,6.93e+08,6.93e+08,-6e+06,6.87e+08,6.87e+08,6.66e+08,6.66e+08,2.793e+09,2.793e+09,1.1713e+10,1.2114e+10,1.2114e+10,2.7286e+10,9.779e+09,2.6167e+10,-1.6388e+10,1.2654e+10,2.156e+09,2.2433e+10,4.9719e+10,1.5877e+10,4.474e+09,2.044e+09,2.042e+09,2000000.00000001,2.61e+08,2.61e+08,1.8182e+10,7.885e+09,7.885e+09,3.556e+09,1.302e+09,2.254e+09,1.1441e+10,2.9623e+10,2.824e+09,2.824e+09,1.978e+10,-2.604e+09,2e+10,9.6e+07,2.0096e+10,4.9719e+10,6.93e+08,2.49e+08,1.53e+08,72345689.0831871,21984378.4736172,254075083.520772,-1.965e+09,-277135146.0811,-2361292185.54569,48154869.0572948,-8.7e+08,-2.45e+08,2e+07,427309926.912835,5.58e+08,5.58e+08,-1.2e+07,-6e+06,-2.63e+08,-2.02e+08,1.727e+09,1.1e+07,1.52e+09,3.87e+08,3.87e+08,3.87e+08,8.52e+08,9.929e+09,-1.295e+09,0.0752,0.03354,0.03821,0.03419,0.01382,-1.88501,1.50071,1.47407,0.1997,1.2246,1.22025,32.04635,35.65062,-2.30838,0.36007,0.02647,-0.03856,0.29403,10.87207,15.36153
