"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","commissions_fees_paid","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","fed_funds_sold_repos","short_long_term_investments","trading_securities","investment_securities_available_for_sale","investment_securities_held_to_maturity","other_investments","net_loans","reserve_for_loan_losses","total_loans","net_fixed_assets","property_plant_equipment_net","goodwill","customer_acceptances_liabilities","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","short_term_debt","securities_sold_under_repo","trading_account_liabilities","short_term_borrowings","long_term_debt","derivatives_hedging_liabilities","other_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","gain_on_sale_of_securities_loans","deferred_income_taxes","change_in_working_capital","trading_assets_liabilities","accrued_interest_payable","other_operating_assets_liabilities","net_cash_from_operating_activities","net_change_in_investments","decrease_in_investments","decrease_in_htm_investments","decrease_in_afs_investments","increase_in_investments","increase_in_htm_investments","increase_in_afs_investments","net_change_in_loans_interbank","net_change_in_customer_loans","net_change_in_interbank_assets","net_change_in_other_loans","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","net_change_in_interbank_transfers","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"41","2020_Q2",22.5387301587302,"Down",2.2767e+10,1.213e+10,1.6098e+10,-3.968e+09,1.0637e+10,2.316e+09,-4.761e+09,1.8006e+10,-1.3475e+10,-3.75e+08,-1.31e+10,4.531e+09,4.531e+09,4.531e+09,-5.21e+08,4.01e+09,4.01e+09,4.01e+09,-4.69e+08,3.541e+09,2.5039e+11,3.01969e+11,3.01969e+11,7.39112e+11,1.93323e+11,2.21104e+11,2.54748e+11,6.9937e+10,1.035019e+12,-1.5766e+10,1.050785e+12,1.0792e+10,1.0792e+10,6.8951e+10,6.9238e+10,1.44483e+11,2.619954e+12,1.583325e+12,1.085288e+12,4.98037e+11,2.77312e+11,1.70043e+11,7.7151e+10,3.0118e+10,2.56712e+11,5.4658e+10,1.83029e+11,2.355036e+12,2.3427e+10,8.5745e+10,1.55866e+11,-1.2e+08,2.64918e+11,2.64918e+11,2.619954e+12,4.01e+09,9.14e+08,4.761e+09,7.396e+09,7.082e+09,-2.29e+08,1.962e+09,2.9615e+10,-5.88e+08,-2.0987e+10,1.9043e+10,8.179e+09,3.8618e+10,1.6708e+10,2.191e+10,-3.0439e+10,-1.8131e+10,-1.2308e+10,-9.6971e+10,-6.9667e+10,-2.7372e+10,6.8e+07,-1.619e+09,-9.0411e+10,-3.155e+09,2.1723e+10,5.904e+09,4.934e+09,1.0885e+10,-7.843e+09,1.8728e+10,-5.264e+09,1.098e+09,1.48522e+11,-6.79e+08,1.61147e+11,8.9779e+10,8.9779e+10,-9.49e+08,8.883e+10,5.445e+09,5.34024e+11,0.19902,0.15553,0.01337,0.00135,8.88968,0.20383,0.40167,0.39954,2.58258,27.3936,0.35789,0.00256,0.89099,52.09073,62.59854
"42","2020_Q3",23.9065625,"Up",2.2326e+10,1.0848e+10,1.254e+10,-1.692e+09,1.1478e+10,3.086e+09,-5.117e+09,1.7209e+10,-1.341e+10,-3.81e+08,-1.3029e+10,3.799e+09,3.799e+09,3.799e+09,-2.66e+08,3.533e+09,3.533e+09,3.533e+09,-2.49e+08,3.284e+09,2.89346e+11,4.51179e+11,4.51179e+11,7.49581e+11,2.26465e+11,2.02912e+11,2.68949e+11,5.1255e+10,9.79555e+11,-1.9389e+10,9.98944e+11,1.079e+10,1.079e+10,6.8951e+10,5.5392e+10,1.36894e+11,2.741688e+12,1.718666e+12,1.122917e+12,5.95749e+11,2.77934e+11,1.79024e+11,8.0912e+10,1.7998e+10,2.61638e+11,4.2511e+10,1.75302e+11,2.476051e+12,2.3427e+10,8.5794e+10,1.57578e+11,-1.162e+09,2.65637e+11,2.65637e+11,2.741688e+12,3.533e+09,1.33e+09,5.117e+09,3.581e+09,3.504e+09,-4.57e+08,-1.6567e+10,-2.855e+10,-8.709e+09,2.3765e+10,-3006000000.00001,1.6538e+10,5.1306e+10,2.0424e+10,3.0882e+10,-3.4768e+10,-2.0525e+10,-1.4243e+10,-1.0452e+11,3.9601e+10,-1.4921e+11,5.089e+09,-3.67e+08,-8.8349e+10,-1.833e+09,-4.196e+09,-1.212e+10,8.981e+09,-1.057e+09,-1.3033e+10,1.1976e+10,-2.86e+08,-4.76837158203125e-07,1.35341e+11,1.06e+08,1.29132e+11,3.7777e+10,3.7777e+10,1.179e+09,3.8956e+10,5.129e+09,5.39572e+11,0.17016,0.14709,0.01236,0.0012,9.32118,0.1968,0.37576,0.37472,2.55458,27.71408,0.20973,0.00187,0.55816,48.78651,65.86628
"43","2020_Q4",25.91796875,"Up",2.0336e+10,1.0129e+10,1.1486e+10,-1.357e+09,1.0207e+10,1.43e+09,-1.389e+09,1.8947e+10,-1.4401e+10,-4.5e+08,-1.3951e+10,4.546e+09,4.546e+09,4.546e+09,3.35e+08,4.881e+09,4.881e+09,4.881e+09,-4.41e+08,4.44e+09,3.01006e+11,3.26745e+11,3.26745e+11,8.89282e+11,2.555e+11,2.45997e+11,3.384e+11,4.9385e+10,9.35576e+11,-1.9596e+10,9.55172e+11,1.0902e+10,1.0902e+10,6.8951e+10,6.1684e+10,1.44306e+11,2.738452e+12,1.70288e+12,1.070797e+12,6.32083e+11,2.93311e+11,1.90769e+11,8.4681e+10,1.7861e+10,2.55723e+11,4.1728e+10,1.7596e+11,2.469602e+12,2.3427e+10,8.5954e+10,1.60447e+11,-9.78e+08,2.6885e+11,2.6885e+11,2.738452e+12,4.881e+09,1.748e+09,1.389e+09,3.901e+09,4.689e+09,-1.308e+09,-4.4557e+10,-2.6568e+10,-1.98e+08,-1.5849e+10,-3.2638e+10,-1.11758e+11,9.6631e+10,2.4841e+10,7.179e+10,-2.08389e+11,-1.10249e+11,-9.814e+10,1.67222e+11,4.1876e+10,1.24434e+11,9.12e+08,-4.87e+08,5.4977e+10,-1.983e+09,5.515e+09,-1.37e+08,1.1745e+10,-6.093e+09,-1.6247e+10,1.0154e+10,-1.14e+08,0,-1.5786e+10,-3e+07,-1.2398e+10,9.941e+09,9.941e+09,1.719e+09,1.166e+10,6.294e+09,5.49034e+11,0.22354,0.21833,0.01651,0.00162,9.1858,0.20049,0.50844,0.50599,2.32875,28.10423,0.22708,0.00235,0.44662,39.40705,54.55961
"44","2021_Q1",33.563606557377,"Up",2.0099e+10,1.0253e+10,1.1461e+10,-1.208e+09,9.846e+09,7.85e+08,-52999999.9999998,2.0046e+10,-1.3927e+10,-4.88e+08,-1.3439e+10,6.119e+09,6.119e+09,6.119e+09,-6.49e+08,5.47e+09,5.47e+09,5.47e+09,-2.62e+08,5.208e+09,3.80463e+11,3.04058e+11,3.04058e+11,9.37429e+11,1.98854e+11,2.46601e+11,4.38249e+11,5.3725e+10,9.09059e+11,-1.8802e+10,9.27861e+11,1.1e+10,1.1e+10,6.8951e+10,6.4221e+10,1.44446e+11,2.819627e+12,1.79548e+12,1.127108e+12,6.68372e+11,2.60964e+11,1.70323e+11,7.132e+10,1.9321e+10,2.62934e+11,4.5526e+10,1.81799e+11,2.546703e+12,2.451e+10,8.5982e+10,1.64088e+11,-1.656e+09,2.72924e+11,2.72924e+11,2.819627e+12,5.47e+09,1.952e+09,52999999.9999998,4.054e+09,3.363e+09,2.57e+08,4.3065e+10,4.2445e+10,5.11e+09,4074000000.00001,5.4594e+10,-1.02367e+11,7.5888e+10,2.9111e+10,4.6777e+10,-1.78255e+11,-4.5972e+10,-1.32283e+11,4.9501e+10,2.4761e+10,2.2687e+10,2.053e+09,-1.016e+09,-5.3882e+10,-1.828e+09,-1.3656e+10,1.46e+09,-2.0446e+10,5.33e+09,-1.0825e+10,1.6155e+10,8.2e+08,1.083e+09,9.26e+10,1999999.99999994,7.7938e+10,7.865e+10,7.865e+10,8.07e+08,7.9457e+10,8.071e+09,5.23898e+11,0.30444,0.25912,0.01908,0.00185,9.33118,0.1858,0.59691,0.59275,2.30361,28.47152,0.20951,0.0025,0.351,17.77165,23.44092
"45","2021_Q2",40.0511111111111,"Up",2.2821e+10,1.0197e+10,1.1395e+10,-1.198e+09,1.2624e+10,3.088e+09,1.86e+09,2.4681e+10,-1.5515e+10,-4.03e+08,-1.5112e+10,9.166e+09,9.166e+09,9.166e+09,-1.116e+09,8.05e+09,8.05e+09,8.05e+09,-4.9e+08,7.56e+09,3.26101e+11,2.59147e+11,2.59147e+11,1.18755e+12,2.76881e+11,2.80912e+11,5.76e+11,5.3757e+10,8.8692e+11,-1.6168e+10,9.03088e+11,1.0803e+10,1.0803e+10,6.8951e+10,6.6404e+10,1.64116e+11,2.969992e+12,1.884938e+12,1.158693e+12,7.26245e+11,3.23955e+11,1.99443e+11,1.02788e+11,2.1724e+10,2.51211e+11,4.2325e+10,1.93563e+11,2.695992e+12,2.4319e+10,8.3071e+10,1.70082e+11,-3.472e+09,2.74e+11,2.74e+11,2.969992e+12,8.05e+09,1.991e+09,-1.86e+09,1.0802e+10,9.383e+09,5.66e+08,-7.1311e+10,-5.3756e+10,1.2186e+10,-2.1488e+10,-5.2328e+10,-1.81019e+11,6.9299e+10,3.7105e+10,3.2194e+10,-2.50318e+11,-7.9075e+10,-1.71243e+11,6.8706e+10,2.2585e+10,4.4911e+10,1.21e+09,-7.67e+08,-1.1308e+11,-3.207e+09,3.0664e+10,2.403e+09,2.912e+10,-8.59e+08,-1.3991e+10,1.3132e+10,-2.568e+09,9.02e+08,8.9458e+10,-7.2e+08,1.13627e+11,-5.1781e+10,-5.1781e+10,-2.581e+09,-5.4362e+10,1.1157e+10,5.75166e+11,0.40165,0.33127,0.02759,0.00255,9.83939,0.19366,0.86896,0.86345,2.62307,28.69864,0.36862,0.00363,0.42421,22.32365,27.1727
"46","2021_Q3",39.53234375,"Down",2.1466e+10,1.0233e+10,1.1387e+10,-1.154e+09,1.1233e+10,1.528e+09,1.621e+09,2.3087e+10,-1.5045e+10,-4.26e+08,-1.4619e+10,8.042e+09,8.042e+09,8.042e+09,1.182e+09,9.224e+09,9.224e+09,9.224e+09,-2.6e+08,8.964e+09,2.6003e+11,2.68594e+11,2.68594e+11,1.280901e+12,2.91733e+11,2.88913e+11,6.51401e+11,4.8854e+10,9.04833e+11,-1.4095e+10,9.18928e+11,1.0747e+10,1.0747e+10,6.9023e+10,6.7967e+10,1.67799e+11,3.029894e+12,1.909142e+12,1.164471e+12,7.44671e+11,3.45506e+11,2.13787e+11,1.10084e+11,2.1635e+10,2.74604e+11,3.8916e+10,1.84607e+11,2.752775e+12,2.3441e+10,7.9242e+10,1.77499e+11,-3.063e+09,2.77119e+11,2.77119e+11,3.029894e+12,9.224e+09,2.052e+09,-1.621e+09,5.912e+09,7.325e+09,-2.023e+09,-2.4878e+10,-4616000000.00002,-9.886e+09,-1.598e+09,-9311000000.00002,-8.2021e+10,7.3073e+10,3.9266e+10,3.3807e+10,-1.55094e+11,-4.7578e+10,-1.07516e+11,-2.5703e+10,-1.7862e+10,-9.447e+09,1.606e+09,-8.82e+08,-1.08606e+11,-2.709e+09,3.4051e+10,-8.9e+07,1.4344e+10,1.9796e+10,-1.5249e+10,3.5045e+10,-4.209e+09,0,2.4204e+10,-1.7e+07,5.132e+10,-6.6597e+10,-6.6597e+10,5.26e+08,-6.6071e+10,1.0094e+10,6.2011e+11,0.37464,0.41759,0.03235,0.00296,9.93355,0.20466,1.03033,1.0238,2.46733,29.15806,0.31138,0.00385,0.30221,35.67268,44.77493
"47","2021_Q4",44.93203125,"Up",2.2766e+10,1.1094e+10,1.2336e+10,-1.242e+09,1.1672e+10,1.757e+09,6.24e+08,2.339e+10,-1.444e+10,-4.34e+08,-1.4006e+10,8.95e+09,8.95e+09,8.95e+09,-1.259e+09,7.691e+09,7.691e+09,7.691e+09,-4.31e+08,7.26e+09,2.79854e+11,2.61934e+11,2.61934e+11,1.30453e+12,2.88566e+11,2.85377e+11,6.8324e+11,4.7347e+10,9.14581e+11,-1.3155e+10,9.27736e+11,1.0684e+10,1.0684e+10,6.9023e+10,7.4998e+10,1.69842e+11,3.085446e+12,1.964804e+12,1.186361e+12,7.78443e+11,3.39923e+11,2.07428e+11,1.12217e+11,2.0278e+10,2.78621e+11,3.8062e+10,1.91572e+11,2.812982e+12,2.3441e+10,6.9612e+10,1.83007e+11,-3.596e+09,2.72464e+11,2.72464e+11,3.085446e+12,7.691e+09,1.894e+09,-6.24e+08,9.014e+09,8.14e+09,3.06e+08,-8.18e+09,3.062e+09,6.413e+09,-7.683e+09,9.795e+09,-2.9556e+10,7.9946e+10,4.7778e+10,3.2168e+10,-1.09502e+11,-4.7864e+10,-6.1638e+10,-2.341e+09,-1.0589e+10,6.66e+09,1.588e+09,-8.01e+08,-3.2698e+10,-2.145e+09,1.9e+07,-1.357e+09,-6.359e+09,7.735e+09,-9.547e+09,1.7282e+10,-9.914e+09,0,5.5662e+10,4.1e+07,4.3663e+10,2.076e+10,2.076e+10,-9.36e+08,1.9824e+10,1.0844e+10,6.18544e+11,0.39313,0.3189,0.02665,0.00235,10.32423,0.20047,0.88251,0.8742,2.7674,30.27083,0.26074,0.00305,0.29545,31.23294,37.84246
"48","2022_Q1",44.7114516129032,"Down",2.206e+10,1.141e+10,1.2554e+10,-1.144e+09,1.065e+10,5.07e+08,4.89e+08,2.2549e+10,-1.4731e+10,-5.12e+08,-1.4219e+10,7.818e+09,7.818e+09,7.818e+09,-8.05e+08,7.013e+09,7.013e+09,7.013e+09,-2.4e+08,6.773e+09,3.48221e+11,2.5072e+11,2.5072e+11,1.272195e+12,2.4708e+11,3.08073e+11,6.74554e+11,4.2488e+10,9.66737e+11,-1.2387e+10,9.79124e+11,1.0833e+10,1.0833e+10,6.9022e+10,7.2263e+10,1.79504e+11,3.169495e+12,2.064446e+12,1.2528e+12,8.11646e+11,3.16772e+11,1.92329e+11,1.0069e+11,2.3753e+10,2.80117e+11,3.7675e+10,2.00419e+11,2.899429e+12,2.4708e+10,6.2398e+10,1.88064e+11,-5.104e+09,2.70066e+11,2.70066e+11,3.169495e+12,7.013e+09,1.798e+09,-4.89e+08,1.0864e+10,9.814e+09,3.13e+08,2.5465e+10,3.3206e+10,7.926e+09,964999999.999998,4.4651e+10,-1.7747e+10,6.9071e+10,3.5467e+10,3.3604e+10,-8.6818e+10,-6.3881e+10,-2.2937e+10,-4.0131e+10,-5.2173e+10,1.1214e+10,8.28e+08,-1.029e+09,-5.8907e+10,-1.965e+09,-8.447e+09,3.475e+09,-1.5099e+10,3.177e+09,-8.039e+09,1.1216e+10,-6.266e+09,1.267e+09,9.9642e+10,7.6e+07,8.304e+10,6.8784e+10,6.8784e+10,-4.17e+08,6.8367e+10,9.616e+09,5.96889e+11,0.3544,0.30703,0.02508,0.00214,10.736,0.18832,0.82331,0.81556,2.68158,29.82532,0.23886,0.00276,0.29012,25.85982,31.80711
"49","2022_Q2",35.8603225806452,"Down",2.3228e+10,1.1572e+10,1.2894e+10,-1.322e+09,1.1656e+10,2.671e+09,-3e+07,2.3198e+10,-1.5319e+10,-4.5e+08,-1.4869e+10,7.879e+09,7.879e+09,7.879e+09,-8.12e+08,7.067e+09,7.067e+09,7.067e+09,-4.67e+08,6.6e+09,2.73934e+11,3.02108e+11,3.02108e+11,1.337156e+12,3.134e+11,2.977e+11,6.7218e+11,5.3876e+10,9.81041e+11,-1.2104e+10,9.93145e+11,1.082e+10,1.082e+10,6.9022e+10,8.3622e+10,1.8052e+11,3.238223e+12,2.072409e+12,1.257775e+12,8.14634e+11,3.56596e+11,2.14685e+11,1.17122e+11,2.4789e+10,2.7871e+11,4.4266e+10,2.19625e+11,2.971606e+12,2.7137e+10,5.9968e+10,1.92929e+11,-1.3417e+10,2.66617e+11,2.66617e+11,3.238223e+12,7.067e+09,1.399e+09,3e+07,1.3713e+10,1.2927e+10,4.7e+07,-6.7639e+10,-6.4939e+10,1.982e+10,-1.5688e+10,-4.543e+10,-2.7e+08,5.3491e+10,2.9654e+10,2.3837e+10,-5.3761e+10,-3.5661e+10,-1.81e+10,-6.7163e+10,-1.6193e+10,-5.1388e+10,4.18e+08,-9.75e+08,-6.8408e+10,-2.222e+09,3.6274e+10,1.036e+09,2.2356e+10,1.2882e+10,-8.241e+09,2.1123e+10,-2.21e+08,2.429e+09,7.878e+09,-8.23e+08,4.0886e+10,-7.2952e+10,-7.2952e+10,-1.335e+09,-7.4287e+10,9.278e+09,6.35306e+11,0.3392,0.28414,0.02475,0.00204,11.1456,0.19619,0.81113,0.80467,2.85468,29.43172,0.27308,0.00272,0.33667,38.94934,45.86521
"50","2022_Q3",33.5835,"Down",2.2688e+10,1.2444e+10,1.4975e+10,-2.531e+09,1.0244e+10,1.753e+09,-5.23e+08,2.2165e+10,-1.5273e+10,-5.18e+08,-1.4755e+10,6.892e+09,6.892e+09,6.892e+09,-6.45e+08,6.247e+09,6.247e+09,6.247e+09,-3.15e+08,5.932e+09,1.98002e+11,2.7243e+11,2.7243e+11,1.295825e+12,2.94027e+11,2.74665e+11,6.58245e+11,6.8888e+10,1.018793e+12,-1.1973e+10,1.030766e+12,1.1016e+10,1.1016e+10,6.9022e+10,7.9893e+10,1.66625e+11,3.111606e+12,1.984349e+12,1.215903e+12,7.68446e+11,3.29495e+11,2.04307e+11,9.7302e+10,2.7886e+10,2.75697e+11,3.8425e+10,2.14522e+11,2.842488e+12,2.9134e+10,5.9499e+10,1.97159e+11,-1.6674e+10,2.69118e+11,2.69118e+11,3.111606e+12,6.247e+09,1.075e+09,5.23e+08,8.967e+09,8.136e+09,3.9e+07,-2.1861e+10,-2.6324e+10,-5.57e+09,1.4561e+10,-5.049e+09,2.3656e+10,8.5875e+10,3.8055e+10,4.782e+10,-6.2219e+10,-5.6627e+10,-5.592e+09,-5760999999.99999,-4.3564e+10,2.9678e+10,8.125e+09,-1.157e+09,1.6738e+10,-1.995e+09,4170999999.99999,3.097e+09,-1.0378e+10,1.1452e+10,-8.106e+09,1.9558e+10,1.022e+09,1.997e+09,-8.806e+10,2.11e+08,-8.4651e+10,-7.2962e+10,-7.2962e+10,-2.97e+09,-7.5932e+10,7.967e+09,6.05192e+11,0.30377,0.26146,0.02204,0.00191,10.56224,0.1945,0.72903,0.72323,2.78832,29.49366,0.24518,0.00255,0.33631,51.10958,59.08154
