"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",28.0275806451613,"Up",471757000,-304969000,166788000,-81415000,-25418000,-55997000,85373000,-93749000,-34976000,-58773000,-8375999.99999999,-8376000,-2680000,-11056000,-11056000,-11056000,-11056000,35942000,35942000,170293000,170293000,37945000,133003000,377183000,3722283000,5435278000,-1712995000,931079000,127083000,696637000,105308000,4653362000,5030545000,235396000,118686000,22195000,94515000,5.4e+07,289396000,3014364000,115168000,22204000,92964000,3129532000,3418928000,1705794000,-94177000,1611617000,1611617000,5030545000,-11056000,55997000,66465000,10806000,122212000,-58944000,-58944000,-58944000,4441000,-150160000,-98809000,-84711000,-2969000,31911000,3962999.99999999,3962999.99999999,-683000,3280000,141370000,3068364000,95912000,0.35355,0.18097,-0.02344,-0.00686,-0.0022,-8.67511,1.30335,2.12143,0.60995,-0.14081,-0.14081,6.00822,20.52529,1.22152,1.25842,0.0183,0.02,-8.93714,21.45025,35.51968
"29","2017_Q2",25.4752380952381,"Down",487430000,-308832000,178598000,-81459000,-24595000,-56864000,97139000,-36274000,-36414000,140000,60865000,60865000,-2925000,57940000,57940000,57940000,57940000,27205000,27205000,166842000,166842000,37107000,22512000,253666000,3723268000,5490005000,-1766737000,918482000,119860000,696637000,100242000,4641750000,4895416000,182492000,98477000,16787000,67228000,7.2e+07,254492000,2951980000,118601000,22445000,96156000,3070581000,3325073000,1660757000,-90414000,1570343000,1570343000,4895416000,57940000,56864000,8318000,-39142000,83980000,-45732000,-45732000,-45732000,-6820000,-50693000,-104904000,64789000,-1935000,-42050000,-8763000,-8763000,26000,-8737000,154003000,3023980000,72054000,0.36641,0.19929,0.11887,0.0369,0.01184,1.2436,0.99675,2.11742,0.61772,0.73675,0.73675,6.19802,19.96802,0.91622,1.33393,0.03455,0.01529,1.81056,19.4592,30.85038
"30","2017_Q3",23.6203174603175,"Down",435488000,-260879000,174609000,-101205000,-33604000,-67601000,73404000,-45524000,-45612000,88000,27880000,27880000,-1630000,26250000,26250000,26250000,26250000,29191000,29191000,147548000,147548000,25772000,28351000,230862000,4147333000,5974427000,-1827094000,1981129000,857616000,1023359000,98795000,6128462000,6359324000,206442000,92668000,17556000,96218000,448075000,654517000,3073864000,129894000,22863000,107031000,3203758000,3858275000,2218719000,-89283000,2501049000,2501049000,6359324000,26250000,67601000,-833000,31990000,125008000,-63117000,-63117000,-63117000,13671000,-1526058000,-121931000,495767000,12917000,1402413000,1363000,1363000,623000,1986000,141005000,3521939000,111508000,0.40095,0.16856,0.06028,0.0105,0.00413,4.24792,0.35272,1.54266,0.55382,0.29055,0.29055,4.82025,23.56993,1.23424,1.34961,0.02408,0.01812,4.64499,24.77038,47.58253
"31","2017_Q4",18.6160317460317,"Down",440566000,-254668000,185898000,-94181000,-25003000,-69178000,91717000,-50382000,-45256000,-5126000,41335000,41335000,-2743000,38592000,38592000,38592000,38592000,33615000,33615000,152074000,152074000,23297000,24886000,233872000,4188149000,6073194000,-1885045000,1996747000,797339000,1095943000,102395000,6184896000,6418768000,223060000,97854000,22929000,102277000,418007000,641067000,3232599000,125240000,23166000,102074000,3357839000,3998906000,2131642000,-83393000,2419862000,2419862000,6418768000,38592000,69178000,8295000,-14038000,102027000,-111768000,-111768000,-111768000,6421000,-90290000,-131068000,126786000,-4019000,-8301000,3436000,3436000,988000,4424000,160895000,3650606000,37832000,0.42195,0.20818,0.0876,0.01595,0.00601,0.98031,0.36482,1.65253,0.56874,0.41483,0.41483,4.73567,22.01677,0.40666,1.40886,0.02738,0.00611,3.39625,22.48044,39.43643
"32","2018_Q1",15.9014754098361,"Down",81288000,5865000.00000003,87153000,-58903000,-24354000,-34549000,28250000,-39662000,-44492000,4830000,-11412000,-11412000,-475000,-11887000,25182000,25182000,25182000,24292000,24292000,176570000,176570000,26857000,22713000,250432000,4300933000,6243481000,-1942548000,1983868000,784479000,1097475000,101681000,6284801000,6535233000,266516000,145932000,18557000,102027000,384990000,651506000,3263069000,140569000,22272000,118297000,3403638000,4055144000,1808413000,-84927000,2480089000,2480089000,6535233000,25182000,70589000,1959000,-1946000.00000001,95784000,-164021000,-164021000,-164021000,24608000,-139400000,-127236000,-3045000,-2287000,34209999.9999998,-9406000,-9406000,83000.0000000002,-9323000,98839000,3648059000,-66653000,1.07215,0.34753,0.30979,0.01015,0.00385,-2.64685,0.38439,1.63508,0.55821,0.26995,0.26995,0.8714,18.47565,-0.71452,1.36396,0.02431,-0.01063,5.05266,36.66333,128.27494
"33","2018_Q2",13.88109375,"Down",475881000,-285612000,190269000,-91789000,-19774000,-72015000,98480000,31980000,-47772000,79752000,130460000,130460000,-4327000,126133000,126133000,126133000,126133000,15128000,15128000,157269000,157269000,29549000,26051000,227997000,4387224000,6388927000,-2001703000,1971492000,771623000,1094661000,105208000,6358716000,6586713000,232663000,122040000,19129000,91494000,419973000,652636000,3306093000,135927000,23032000,112895000,3442020000,4094656000,2017873000,-64003000,2492057000,2492057000,6586713000,126133000,72015000,-74632000,-352000,123164000,-137874000,-137874000,-137874000,66401000,-71454000,-131952000,74281000,-3175000,-60846000,-9136000,-9136000,-28000,-9164000,170495000,3726066000,36596000,0.39982,0.20694,0.26505,0.05061,0.01915,0.29014,0.34935,1.64308,0.56569,1.35362,1.35362,5.10702,20.96837,0.39274,1.41607,0.04062,0.00576,1.04613,21.76567,37.68215
"34","2018_Q3",16.6992063492063,"Up",290102000,-149797000,140305000,-78905000,-25122000,-53783000,61400000,-125134000,-48005000,-77129000,-63734000,-63734000,-2257000,-65991000,29399000,29399000,29399000,20344000,20344000,141872000,141872000,28071000,26805000,217092000,4459681000,6514589000,-2054908000,1970196000,758767000,1094661000,116768000,6429877000,6646969000,248289000,127801000,19577000,100911000,6.3e+07,311289000,3380366000,128126000,23113000,105013000,3508492000,3819781000,1766767000,-66624000,2827188000,2827188000,6646969000,29399000,75864000,3635000,11788000,120686000,-110647000,-110647000,-110647000,-7302000,-153373000,-73085000,-274966000,-23653000,38296000,5609000,5609000,-393000,5216000,137264000,3443366000,40662000,0.48364,0.21165,0.10134,0.0104,0.00442,1.38311,0.6974,1.35109,0.51804,0.31547,0.31547,3.11294,18.2434,0.43632,0.78424,0.01602,0.00635,2.48597,24.93751,55.74954
"35","2018_Q4",15.7357142857143,"Down",380142000,-200419000,179723000,-90558000,-26255000,-64303000,89165000,-43389000,-44314000,925000,45776000,45776000,-2113000,43663000,48136000,48136000,48136000,24579000,24579000,164768000,164768000,24761000,62766000,276874000,4484848000,6601221000,-2116373000,1959236000,745912000,1094661000,118663000,6444084000,6720958000,306626000,154212000,24271000,128143000,10500000,317126000,3376852000,120254000,23343000,96911000,3497106000,3814232000,1652302000,-61723000,2906726000,2906726000,6720958000,48136000,75700000,6322000,-10688000,119470000,-93199000,-89919000,-89919000,690000,-92386000,-91759000,-53887000,-67109000,-22551000,4533000,4533000,-298000,4235000,164865000,3387352000,63091000,0.47278,0.23456,0.12663,0.01656,0.00716,1.31068,0.87307,1.31221,0.504,0.46167,0.46167,3.64593,15.25519,0.6051,0.88006,0.02181,0.00984,1.90624,20.39713,37.71405
"36","2019_Q1",17.0660655737705,"Up",374137000,-192747000,181390000,-94707000,-28916000,-65791000,86683000,-42653000,-44307000,1654000,44030000,44030000,-1460000,42570000,2126000,2126000,2126000,11529000,11529000,110417000,110417000,8434000,616721000,747101000,3774802000,5627805000,-1853003000,1827237000,733056000,1005853000,88328000,5602039000,6349140000,235101000,103122000,21268000,110711000,18500000,323435000,3111996000,91986000,12428000,79558000,3203982000,3527417000,2312609000,-54878000,2821723000,2821723000,6349140000,2126000,74295000,47813000,56653000,180887000,-115732000,-119012000,-119012000,10947000,163435000,-94651000,-251616000,-8499000,-354766000,-10444000,-10444000,-491000,-10935000,160978000,3130496000,103359000,0.48482,0.23169,0.00567999999999999,0.000750000000000001,0.00033,48.61665,2.3099,1.25009,0.49306,0.01981,0.01981,3.48608,21.03675,0.96306,0.88193,0.01601,0.0171,44.5207,19.37511,35.9813
"37","2019_Q2",18.3304761904762,"Up",347826000,-181593000,166233000,-92628000,-25691000,-66937000,73605000,-43500000,-44291000,791000,30105000,30105000,-1182000,28923000,-277863000,-277863000,-277863000,15822000,15822000,163739000,163739000,25023000,21361000,225945000,4144265000,6051532000,-1907267000,1946689000,720200000,1005853000,220636000,6090954000,6316899000,312051000,176871000,21284000,113896000,9335000,321386000,3333220000,205323000,11787000,193536000,3538543000,3859929000,1192080000,-59704000,2456970000,2456970000,6316899000,-277863000,74406000,331227000,-24202000,103568000,-159429000,-159429000,-159429000,19401000,-139949000,-94790000,149792000,-7885000,47117000,10736000,10736000,154000,10890000,148011000,3342555000,-34438000,0.47792,0.21161,-0.79886,-0.11309,-0.04399,0.12394,0.70303,1.57101,0.52914,-2.58401,-2.58401,3.23464,10.53063,-0.32026,0.88151,-0.03049,-0.00574,-0.34114,22.47626,45.19711
"38","2019_Q3",19.2290625,"Up",372445000,-187484000,184961000,-91678000,-24868000,-66810000,93283000,-45072000,-45693000,621000,48211000,48211000,-1296000,46915000,45951000,45950999.9999999,45950999.9999999,15299000,15299000,117688000,117688000,9454000,331120000,473561000,4020814000,5981860000,-1961046000,1885316000,707344000,1005853000,172119000,5906130000,6379691000,253426000,128547000,15980000,108899000,10087000,332129000,3456461000,189201000,12250000,176951000,3645662000,3977791000,1896966000,-67663000,2401900000,2401900000,6379691000,45951000,67877000,11177999.9999999,12320000,137326000,-160532000,-160532000,-160532000,-3257000,-163725000,-95081000,123655000,-1934000,26639999.9999999,240999.999999996,240999.999999996,107000,348000,161160000,3466548000,14244000,0.49661,0.25046,0.12338,0.01913,0.00719999999999999,0.309979999999998,1.42583,1.6561,0.54337,0.426410000000001,0.42641,3.45615,16.97524,0.13218,0.88232,0.02328,0.00235,2.06917999999999,21.41505,36.99762
"39","2019_Q4",19.6121875,"Up",378056000,-181732000,196324000,-96352000,-27804000,-68548000,99972000,-46294000,-46902000,608000,53678000,53678000,-1090000,52588000,47811000,47811000,47811000,15354000,15354000,130549000,130549000,10123000,31925000,187951000,4075340000,6090131000,-2014791000,1872545000,694488000,1005853000,172204000,5947885000,6135836000,261332000,102209000,18332000,140791000,468905000,730237000,2898477000,160205000,12097000,148108000,3058682000,3788919000,1848987000,-79261000,2346917000,2346917000,6135836000,47811000,68548000,8712000,-11304000,113767000,-115082000,-115082000,-115082000,-29885000,82913000,-95081000,-94059000,-8718000,-197858000,-1178000,-1178000,420000,-758000,168520000,3367382000,43224000,0.5193,0.26444,0.12647,0.02037,0.00779,0.90406,0.25738,1.61442,0.54881,0.44366,0.44321,3.50819,16.42226,0.4011,0.88231,0.02432,0.00736,1.98868,19.89098,33.52967
"40","2020_Q1",15.6216129032258,"Down",399694000,-175517000,224177000,-100121000,-29492000,-70629000,124056000,-44462000,-46184000,1722000,79594000,79594000,-1186000,78408000,78408000,78408000,78408000,16192000,16192000,152530000,152530000,12393000,21933000,203048000,4118979000,6187144000,-2068165000,1863965000,681632000,1005853000,176480000,5982944000,6185992000,269150000,109834000,12781000,146535000,462413000,731563000,2934918000,161366000,12427000,148939000,3096284000,3827847000,1844106000,-67896000,2358145000,2358145000,6185992000,78408000,70629000,6025000,-966000.000000004,154096000,129627000,-98525000,-98525000,-90000,-98486000,-95095000,25840000,706000,-53549000,2061000,2061000,-1205000,856000,194685000,3397331000,324532000,0.56087,0.31038,0.19617,0.03325,0.01268,4.13902,0.27755,1.62324,0.5492,0.72534,0.72433,3.69753,16.43154,3.00221,0.87971,0.02932,0.05485,1.21282,17.36723,27.25494
"41","2020_Q2",9.87809523809524,"Down",392791000,-167632000,225159000,-93218000,-22971000,-70247000,131941000,-53983000,-47494000,-6489000,77958000,-147042000,-599000,-147641000,-147641000,-147641000,-147641000,17694000,17694000,144667000,144667000,10720000,14775000,187856000,4105641000,6224005000,-2118364000,1584323000,668776000,780853000,134694000,5689964000,5877820000,232993000,74032000,14179000,144782000,14869000,247862000,3374747000,160560000,10673000,149887000,3535307000,3783169000,1612023000,-104209000,2094651000,2094651000,5877820000,-147641000,70247000,235356000,-6534000,151428000,-56283000,-56283000,-56283000,-15706000,-71424000,-95592000,33891000,-15388000,-77089000,2915000,2915000,-1403000,1512000,202188000,3389616000,139970000,0.57323,0.33591,-0.37588,-0.07048,-0.02512,-0.94804,0.75791,1.80611,0.57668,-1.35578,-1.35578,3.60698,13.84619,1.28534,0.87782,-0.00922,0.0248,-0.64746,16.67716,25.55629
"42","2020_Q3",10.18546875,"Up",339540000,-151754000,187786000,-95085000,-23700000,-71385000,92701000,-57283000,-59499000,2216000,35418000,31575999.9999999,-1810000,29766000,29766000,29766000,29766000,17278000,17278000,122623000,122623000,8202000,30606000,178709000,4090652000,6269183000,-2178531000,1566837000,655920000,780853000,130064000,5657489000,5836198000,183757000,77457000,15905000,90395000,4613000,188370000,3429160000,163809000,11268000,152541000,3592969000,3781339000,1564419000,-101455000,2054859000,2054859000,5836198000,29766000,71385000,7921000,9941000,119013000,-40075000,-40075000,-40075000,197000.000000004,-34656000,-74100000,44570000,-55700000,-85230000,-873000,-873000,458000,-415000,164086000,3433773000,135762000,0.55306,0.27302,0.08767,0.01449,0.00509999999999999,4.56098,0.94871,1.84019,0.58836,0.2726,0.2726,3.10949,13.39775,1.2433,0.6786,0.01838,0.02402,2.48942,20.82137,36.855
"43","2020_Q4",10.1221875,"Down",362591000,-159505000,203086000,-98042000,-25457000,-72585000,105044000,-65563000,-64165000,-1398000,39481000,-98423000,1783000,-96640000,-96640000,-96640000,-96640000,55494000,55494000,116733000,116733000,10017000,33316000,215560000,4073510000,6309053000,-2235543000,1573236000,643064000,780853000,149319000,5646746000,5862306000,200463000,68874000,18135000,113454000,4188000,204651000,3597824000,172121000,12013000,160108000,3769945000,3974596000,1390852000,-98791000,1887710000,1887710000,5862306000,-96640000,72585000,148134000,-1661000,122418000,-38080000,-43984000,-43984000,-353000,-44220000,-75567000,38189000,-3168000,-40546000,37652000,37652000,565000,38217000,177629000,3602012000,136105000,0.5601,0.2897,-0.26653,-0.05119,-0.01648,-1.40837,1.05331,2.10551,0.61444,-0.88502,-0.88502,3.32057,11.83256,1.24644,0.69203,-0.00372,0.02404,-0.78194,19.96587,33.76221
"44","2021_Q1",13.8259016393443,"Up",386642000,-180754000,205888000,-101472000,-30588000,-70884000,104416000,-86847000,-57896000,-28951000,17569000,17569000,-2037000,15532000,15532000,15532000,15532000,153625000,153625000,133473000,133473000,11059000,25400000,323557000,3957512000,6164742000,-2207230000,1535949000,630209000,766416000,139324000,5493461000,5817018000,217346000,71731000,16998000,128617000,3839000,221185000,3593496000,170836000,13011000,157825000,3764332000,3985517000,1328615000,-96656000,1831501000,1831501000,5817018000,15532000,70884000,36722000,10001000,133139000,46999000,-57737000,-57737000,5217000,52216000,-75566000,-10889000,-2063999.99999999,-88519000,96836000,96836000,1296000,98132000,175300000,3597335000,234337000,0.5325,0.27006,0.0401699999999999,0.00848,0.00266999999999999,15.08737,1.46283,2.17609,0.61842,0.14185,0.14185,3.53117,11.25139,2.14018,0.69014,0.01627,0.04185,4.86518,19.64467,32.98067
"45","2021_Q2",15.3930158730159,"Up",361646000,-168400000,193246000,-94957000,-24492000,-70465000,98289000,-54520000,-54918000,398000,43769000,43769000,-1512000,42257000,42257000,42257000,42257000,28246000,28246000,121253000,121253000,17534000,15719000,182752000,3940765000,6205276000,-2264511000,1520355000,617353000,766416000,136586000,5461120000,5643872000,221348000,71623000,12968000,136757000,3517000,224865000,3446604000,169538000,13200000,156338000,3616142000,3841007000,1293838000,-94536000,1802865000,1802865000,5643872000,42257000,70465000,7835000,25100000,145657000,-40333000,-40463000,-40463000,-5449000,-45782000,-75698000,-147700000,-2331000,-225729000,-125854000,-125854000,475000,-125379000,168754000,3450121000,155033000,0.53435,0.27178,0.11685,0.02344,0.00749,3.66881,0.81272,2.1305,0.6113,0.38589,0.38589,3.30252,10.95191,1.41575,0.69127,0.02175,0.02859,1.79137,20.2773,34.81442
"46","2021_Q3",14.005625,"Down",427093000,-213134000,213959000,-98354000,-27477000,-70877000,115605000,-50884000,-53780000,2896000,64721000,64721000,-1338000,63383000,63383000,63383000,63383000,23500000,23500000,143392000,143392000,12812000,30177000,209881000,3932163000,6255183000,-2323020000,1503936000,604497000,766416000,133023000,5436099000,5645980000,185788000,70484000,15432000,99872000,3522000,189310000,3496933000,164299000,12252000,152047000,3661232000,3850542000,1280012000,-92292000,1795438000,1795438000,5645980000,63383000,70877000,3474999.99999999,-69155000,68580000,-46557000,-46731000,-46731000,104000,-46453000,-75699000,49900000,-1325000,-27124000,-4997000.00000003,-4997000.00000003,252000,-4745000.00000006,186482000,3500455000,72108000,0.50097,0.27068,0.14841,0.0353,0.01123,1.13766,1.10866,2.14463,0.61999,0.57881,0.57881,3.90017,10.84614,0.65848,0.69128,0.02547,0.01321,1.19431,18.64499,30.07616
"47","2021_Q4",13.566875,"Down",412345000,-207190000,205155000,-95372000,-27365000,-68007000,109783000,-45063000,-53513000,8450000,64720000,-124248000,-685000,-124933000,-124933000,-124933000,-124933000,7948000,7948000,138389000,138389000,11793000,274930000,433060000,3544096000,5678855000,-2134759000,1428581000,568891000,732356000,127334000,4972677000,5405737000,237585000,76262000,18778000,142545000,3568000,244939000,3400794000,163006000,11750000,151256000,3563800000,3808739000,1077806000,-92818000,1596998000,1596998000,5405737000,-124933000,68007000,187446000,62342000,192862000,-43737000,-47520499.0493415,-47520499.0493415,9253000,-34484000,151397000,-96600000,-228183000,-173386000,-15008000,-15008000,-544000,-15552000,177790000,3404362000,197080000,0.49753,0.26624,-0.30298,-0.07823,-0.02311,-1.57749,1.76803,2.38494,0.62977,-1.1406,-1.1406,3.76459,8.99266,1.79929,-1.38221,-0.05351,0.03816,1.21183,19.10352,30.93752
"48","2022_Q1",14.4627419354839,"Up",417416000,-216767000,200649000,-98904000,-33873000,-65031000,101745000,-43874000,-51774000,7900000,57871000,57871000,-353000,57518000,57518000,57518000,57518000,5637000,5637000,135126000,135126000,16644000,27135000,184542000,3541642000,5728848000,-2187206000,1430148000,557785000,732356000,140007000,4971790000,5156332000,210878000,82446000,14475000,79818000,3848000,214726000,3183555000,159787000,11831000,147956000,3343342000,3558068000,1055803000,-73978000,1598264000,1598264000,5156332000,57518000,65031000,1033000,-29203000,94379000,195969000,-39149381.2132173,-39149381.2132173,6728000,202697000,-302814000,-218442000,221916000,-299340000,-2264000,-2264000,-47000,-2310999.99999999,166776000,3187403000,333895000,0.48069,0.24375,0.1378,0.03599,0.01115,5.80505,0.85943,2.22621,0.61815,0.52512,0.52512,3.81089,8.96379,3.04837,2.76461,0.07286,0.06752,5.26468,19.07808,31.27196
"49","2022_Q2",13.8229032258065,"Down",409863000,-213117000,196746000,-92198000,-27071000,-65127000,104548000,-46147000,-49818000,3671000,58401000,12279000,33000,12312000,12312000,12312000,12312000,8398000,8398000,142527000,142527000,19310000,101537000,271772000,3453388000,5625080000,-2171692000,1404765000,546679000,732356000,125730000,4858153000,5129925000,207110000,70360000,10196000,126554000,4e+06,277606000,3168425000,140611000,2848000,137763000,3309036000,3586642000,995311000,-73046000,1543283000,1543283000,5129925000,12312000,65127000,47897000,20494000,145830000,-32409000,-32750000,-32750000,-8693000,-41102000,-75066000,-15800000,-8848000,-99714000,5014000,5014000,176000,5190000,169675000,3172425000,157727000,0.48003,0.25508,0.03004,0.00798,0.0024,12.81083,0.97898,2.32403,0.61842,0.11241,0.11241,3.74193,8.42002,1.44,0.68533,0.01799,0.03248,6.09698,18.64757,30.26387
"50","2022_Q3",14.1859375,"Up",430157000,-229126000,201031000,-91972000,-27909000,-64063000,109059000,-48929000,-50941000,2012000,60130000,60130000,-931000,59199000,59199000,59199000,59199000,4341000,4341000,152039000,152039000,14793000,24126000,195299000,3439094000,5663334000,-2224240000,1390268000,535573000,732356000,122339000,4829362000,5024661000,177400000,77435000,11407000,88558000,4124000,181524000,3137275000,135471000,2845000,132626000,3272746000,3454270000,976812000,-32172000,1570391000,1570391000,5024661000,59199000,64063000,4220999.99999997,-51026000,76457000,20515000,-38675000,-38675000,5782000,26297000,-75530000,-31900000,-2395000,-109825000,-7071000,-7071000,587000,-6484000,173122000,3141399000,143542000,0.46734,0.25353,0.13762,0.0377,0.01178,2.42474,1.07589,2.19962,0.6252,0.53668,0.53668,3.89965,8.56376,1.3013,0.68473,0.02779,0.02961,1.27587,18.1205,28.76478
