"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",158.813968253968,"Down",5.902e+09,-4.639e+09,1.263e+09,1.356e+09,-9e+07,-9.3e+07,3e+06,1.266e+09,1.266e+09,-3.88e+08,8.78e+08,8.78e+08,8.78e+08,8.78e+08,3.486e+09,3.486e+09,6.545e+09,6.545e+09,3.087e+09,2.1e+09,6.32e+08,1.5218e+10,4.654e+09,1.988e+10,1.0841e+10,4.024e+09,5.015e+09,2.4534e+10,3.9752e+10,3.667e+09,1.945e+09,1.722e+09,7.9e+09,7.9e+09,1.1567e+10,8.404e+09,1.6261e+10,1.2498e+10,1.14e+10,3.763e+09,2.4665e+10,3.6232e+10,3.13e+08,1.4922e+10,-1.1715e+10,3.52e+09,3.52e+09,3.9752e+10,8.78e+08,2.44e+08,4e+07,-2.05e+08,9.57e+08,-1.18e+08,2.6e+07,-9.2e+07,-4.98e+08,-5.39e+08,-1e+06,1.175e+09,2.04e+09,2.04e+09,2.04e+09,1.6e+09,8.404e+09,1.665e+09,0.214,0.22975,0.14876,0.24943,0.02209,1.89636,1.31564,10.29318,0.21141,2.78377,2.74204,18.71275,11.16043,5.27901,1.57895,6,0.04882,0.05907,0.5672,3.07375,3.62684
"22","2015_Q3",169.07296875,"Up",6.941e+09,-5.57e+09,1.371e+09,1.445e+09,-1.02e+08,-1.04e+08,2e+06,1.343e+09,1.343e+09,-4.14e+08,9.29e+08,9.29e+08,9.29e+08,9.29e+08,3.202e+09,3.202e+09,7.064e+09,7.064e+09,3.032e+09,1.989e+09,5.2e+08,1.5287e+10,4.64e+09,1.9921e+10,1.0867e+10,4.035e+09,5.019e+09,2.4561e+10,3.9848e+10,3.824e+09,2.016e+09,1.808e+09,8.348e+09,8.348e+09,1.2624e+10,7.95e+09,1.6292e+10,1.2477e+10,1.1387e+10,3.815e+09,2.4242e+10,3.6866e+10,3.09e+08,1.4129e+10,-1.1456e+10,2.982e+09,2.982e+09,3.9848e+10,9.29e+08,2.46e+08,4.9e+07,39000000.0000001,1.263e+09,-1.91e+08,6.5e+07,-1.26e+08,-4.67e+08,-9.18e+08,-3.6e+07,-1.421e+09,-2.84e+08,-2.84e+08,-2.84e+08,1.691e+09,8.402e+09,1.953e+09,0.19752,0.20818,0.13384,0.31154,0.02331,2.10226,1.21095,12.36284,0.21085,2.97756,2.93801,22.24679,9.55769,6.25962,1.49679,6,0.05044,0.07057,0.50269,3.0751,3.59862
"23","2015_Q4",181.6584375,"Up",8.876e+09,-8.14e+09,7.36e+08,8.26e+08,-1.03e+08,-1.04e+08,1e+06,7.23e+08,7.08e+08,-2.06e+08,5.02e+08,8.65e+08,8.65e+08,8.65e+08,3.3e+09,3.3e+09,6.74e+09,6.74e+09,3.237e+09,1.778e+09,5.15e+08,1.5055e+10,4.677e+09,1.9885e+10,1.0832e+10,4.096e+09,4.957e+09,2.4562e+10,3.9617e+10,4.162e+09,2.215e+09,1.947e+09,7.866e+09,7.866e+09,1.298e+10,7.46e+09,1.6364e+10,1.2456e+10,1.1374e+10,3.908e+09,2.3824e+10,3.6804e+10,3.06e+08,1.3828e+10,-1.1321e+10,2.813e+09,2.813e+09,3.9617e+10,8.65e+08,2.36e+08,6.4e+07,3.52e+08,1.517e+09,-1.91e+08,-2e+06,-1.93e+08,-4.62e+08,-7.81e+08,1.7e+07,-1.226e+09,9.8e+07,9.8e+07,9.8e+07,1.062e+09,8.412e+09,1.429e+09,0.08292,0.09306,0.09745,0.3075,0.02183,1.65202,1.15986,13.08354,0.21233,2.80571,2.768,28.79014,9.12423,4.6351,1.49854,6,0.0481,0.0518,0.5341,4.81356,6.18886
"24","2016_Q1",181.484098360656,"Down",8.325e+09,-7.121e+09,1.204e+09,1.167e+09,-1.18e+08,-1.42e+08,2.4e+07,1.049e+09,9.82e+08,-1.65e+08,8.17e+08,9.33e+08,9.33e+08,9.33e+08,1.09e+09,1.09e+09,7.254e+09,7.254e+09,4.819e+09,1.41e+09,4.41e+08,1.4573e+10,5.389e+09,2.9342e+10,1.0695e+10,6.068e+09,5.396e+09,3.4731e+10,4.9304e+10,3.452e+09,1.745e+09,1.707e+09,9.51e+09,9.51e+09,1.3918e+10,1.4305e+10,1.7984e+10,1.2877e+10,1.1807e+10,4.902e+09,3.2289e+10,4.6207e+10,3.03e+08,1.4238e+10,-1.1444e+10,3.097e+09,3.097e+09,4.9304e+10,9.33e+08,3e+08,-3.58e+08,4.89e+08,1.364e+09,-4.39e+08,1.19e+08,-9.323e+09,-5.05e+08,-6.59e+08,2.5e+07,5.749e+09,-2.21e+09,-2.21e+09,-2.21e+09,1.467e+09,1.5261e+10,1.682e+09,0.14462,0.14018,0.11207,0.30126,0.01892,1.80279,1.04706,14.91992,0.30953,3.05401,3.01065,27.25041,10.13748,5.50573,1.65303,5,0.03957,0.04628,0.54126,9.65985,12.1431
"25","2016_Q2",200.29453125,"Up",7.315e+09,-6.14e+09,1.175e+09,1.238e+09,-1.64e+08,-1.65e+08,1e+06,1.074e+09,9.94e+08,-1.88e+08,8.06e+08,8.98e+08,8.98e+08,8.98e+08,1.452e+09,1.452e+09,8.62e+09,8.62e+09,5.223e+09,4.72e+08,4.72e+08,1.5767e+10,5.417e+09,2.8974e+10,1.3583e+10,5.893e+09,5.377e+09,3.4391e+10,5.0158e+10,4.678e+09,2.715e+09,1.963e+09,9.278e+09,9.278e+09,1.4912e+10,1.432e+10,1.7749e+10,1.2872e+10,1.18e+10,4.877e+09,3.2069e+10,4.6981e+10,3.03e+08,1.4128e+10,-1.1254e+10,3.177e+09,3.177e+09,5.0158e+10,8.98e+08,2.96e+08,1.43e+08,3.3e+08,1.667e+09,-1.51e+08,4e+06,-1.47e+08,-5.33e+08,-4.73e+08,-1.52e+08,-1.158e+09,3.62e+08,3.62e+08,3.62e+08,1.534e+09,1.5276e+10,1.901e+09,0.16063,0.16924,0.12276,0.28266,0.0179,2.11693,1.05734,14.78785,0.30456,2.9491,2.91748,24.02299,10.4335,6.24302,1.75041,5,0.03953,0.05251,0.59354,9.01173,11.1664
"26","2016_Q3",214.0375,"Up",8.244e+09,-7.014e+09,1.23e+09,1.375e+09,-1.65e+08,-1.65e+08,-3.72529029846191e-09,1.21e+09,1.21e+09,-3.11e+08,8.99e+08,1.021e+09,1.021e+09,1.021e+09,1.269e+09,1.269e+09,9.275e+09,9.275e+09,5.136e+09,3.93e+08,3.93e+08,1.6073e+10,5.438e+09,2.8897e+10,1.3621e+10,5.83e+09,5.395e+09,3.4335e+10,5.0408e+10,4.79e+09,2.778e+09,2.012e+09,1.0303e+10,1.0303e+10,1.5595e+10,1.4307e+10,1.7509e+10,1.2889e+10,1.1816e+10,4.62e+09,3.1816e+10,4.7411e+10,3.01e+08,1.38e+10,-1.1104e+10,2.997e+09,2.997e+09,5.0408e+10,1.021e+09,2.97e+08,53000000.0000001,1.02e+08,1.473e+09,-2.35e+08,5.5e+07,-179999999.999999,-5.01e+08,-4.76e+08,-4.7e+07,-1.476e+09,-1.83e+08,-1.83e+08,-1.83e+08,1.672e+09,1.4809e+10,1.85e+09,0.1492,0.16679,0.12385,0.34067,0.02025,1.81195,1.03065,15.81949,0.29378,3.36853,3.31494,27.19894,9.88783,6.1036,1.65292,5,0.0431,0.05239,0.4907,8.09809,9.84727
"27","2016_Q4",215.235396825397,"Up",8.749e+09,-7.365e+09,1.384e+09,1.588e+09,-1.61e+08,-1.62e+08,1e+06,1.427e+09,1.427e+09,-3.38e+08,1.089e+09,2.395e+09,2.395e+09,2.395e+09,2.895e+09,2.895e+09,8.955e+09,8.955e+09,4.852e+09,4.08e+08,4.08e+08,1.711e+10,5.369e+09,2.626e+10,1.0791e+10,5.85e+09,5.414e+09,3.1629e+10,4.8739e+10,4.696e+09,2.84e+09,1.856e+09,9.729e+09,9.729e+09,1.4425e+10,1.4304e+10,1.758e+10,1.2942e+10,1.1859e+10,4.638e+09,3.1884e+10,4.6309e+10,2.91e+08,1.3023e+10,-1.0991e+10,2.323e+09,2.43e+09,4.8739e+10,2.395e+09,2.95e+08,-1.311e+09,-5.9e+07,1.32e+09,-2.41e+08,1.7e+07,-2.24e+08,-4.84e+08,-2.56e+08,-3e+07,5.3e+08,1.626e+09,1.626e+09,1.626e+09,1.883e+09,1.4304e+10,1.921e+09,0.15819,0.18151,0.27375,0.9856,0.04914,0.80209,1.18614,19.0572,0.29348,8.02614,7.93309,29.31971,7.78485,6.43767,1.62198,6,0.0839,0.05598,0.20209,6.05895,7.18451
"28","2017_Q1",227.157741935484,"Up",1.0017e+10,-8.664e+09,1.353e+09,1.428e+09,-1.73e+08,-1.71e+08,-2e+06,1.255e+09,1.255e+09,-2.96e+08,9.59e+08,9.88e+08,9.88e+08,9.88e+08,1.837e+09,1.837e+09,8.202e+09,8.202e+09,4.67e+09,3.99e+08,3.99e+08,1.5108e+10,5.549e+09,2.7149e+10,1.0764e+10,6.625e+09,5.667e+09,3.2698e+10,4.7806e+10,3.417e+09,1.653e+09,1.764e+09,9.125e+09,9.125e+09,1.2542e+10,1.4282e+10,1.9376e+10,1.4717e+10,1.3855e+10,4.659e+09,3.3658e+10,4.62e+10,2.89e+08,1.3324e+10,-1.2102e+10,1.511e+09,1.606e+09,4.7806e+10,9.88e+08,3.27e+08,-1.35e+08,-4.51e+08,7.29e+08,-4.36e+08,2e+06,-4.34e+08,-5.3e+08,-7.85e+08,-3.8e+07,-1.353e+09,-1.058e+09,-1.058e+09,-1.058e+09,1.755e+09,1.4282e+10,1.164e+09,0.13507,0.14256,0.09863,0.61519,0.02067,1.17814,1.20459,28.76712,0.29875,3.39286,3.35256,34.39904,5.18887,3.99725,1.82005,6,0.04305,0.03301,0.53644,7.09117,8.71499
"29","2017_Q2",239.822380952381,"Up",8.137e+09,-6.984e+09,1.153e+09,1.149e+09,-1.54e+08,-1.55e+08,1e+06,9.95e+08,9.95e+08,-2.32e+08,7.63e+08,7.63e+08,7.63e+08,7.63e+08,2.216e+09,2.216e+09,8.869e+09,8.869e+09,5.074e+09,4.27e+08,4.27e+08,1.6586e+10,5.481e+09,2.6769e+10,1.0773e+10,6.489e+09,5.488e+09,3.225e+10,4.8836e+10,4.365e+09,2.718e+09,1.647e+09,9.232e+09,9.232e+09,1.3597e+10,1.4276e+10,1.9378e+10,1.4769e+10,1.3908e+10,4.609e+09,3.3654e+10,4.7251e+10,2.88e+08,1.3087e+10,-1.1892e+10,1.483e+09,1.585e+09,4.8836e+10,7.63e+08,2.85e+08,4.4e+07,5.74e+08,1.666e+09,-1.7e+08,4e+06,-1.66e+08,-5.44e+08,-4.69e+08,-1.08e+08,-1.121e+09,3.79e+08,3.79e+08,3.79e+08,1.434e+09,1.4276e+10,2.07e+09,0.1417,0.14121,0.09377,0.48139,0.01562,2.71298,1.21983,29.81136,0.29233,2.63103,2.60587,28.05862,5.11379,7.13793,1.87586,6,0.03709,0.05874,0.71298,8.41004,10.49608
"30","2017_Q3",262.055079365079,"Up",1.5638e+10,-1.3729e+10,1.909e+09,1.969e+09,-5.87e+08,-1.6e+08,-4.27e+08,1.382e+09,1.382e+09,-4.01e+08,9.81e+08,9.81e+08,9.81e+08,9.81e+08,2.452e+09,2.452e+09,8.762e+09,8.762e+09,4.941e+09,4.11e+08,4.11e+08,1.6566e+10,5.532e+09,2.6613e+10,1.078e+10,6.332e+09,5.557e+09,3.2145e+10,4.8711e+10,4.35e+09,2.554e+09,1.796e+09,9.291e+09,9.291e+09,1.3641e+10,1.4283e+10,1.9438e+10,1.4819e+10,1.396e+10,4.619e+09,3.3721e+10,4.7362e+10,2.86e+08,1.2616e+10,-1.1637e+10,1.265e+09,1.349e+09,4.8711e+10,9.81e+08,2.96e+08,56999999.9999999,2.1e+08,1.544e+09,-2.78e+08,5e+06,-2.73e+08,-5.25e+08,-5.31e+08,2.1e+07,-1.035e+09,2.36e+08,2.36e+08,2.36e+08,2.265e+09,1.4283e+10,2.598e+09,0.12207,0.12591,0.06273,0.72721,0.02014,2.64832,1.21443,35.10897,0.29322,3.40153,3.36882,54.2233,4.38627,9.00832,1.82039,6,0.04294,0.07408,0.53517,5.2234,6.00863
"31","2017_Q4",278.530476190476,"Up",1.2341e+10,-1.0741e+10,1.6e+09,1.677e+09,-3.8e+08,-1.62e+08,-2.18e+08,1.297e+09,1.297e+09,-3.34e+08,9.63e+08,9.63e+08,9.63e+08,9.63e+08,2.941e+09,2.941e+09,9.021e+09,9.021e+09,4.803e+09,4.43e+08,4.43e+08,1.7208e+10,5.511e+09,2.6227e+10,1.0812e+10,5.97e+09,5.568e+09,3.1738e+10,4.8946e+10,4.743e+09,2.848e+09,1.895e+09,8.341e+09,8.341e+09,1.3084e+10,1.4268e+10,1.9419e+10,1.4856e+10,1.3998e+10,4.563e+09,3.3687e+10,4.6771e+10,2.85e+08,1.3173e+10,-1.136e+10,2.098e+09,2.175e+09,4.8946e+10,9.63e+08,2.99e+08,3.2e+07,4.6e+08,1.754e+09,-2.22e+08,6e+06,-2.16e+08,-5.22e+08,-5e+08,-2.7e+07,-1.049e+09,4.89e+08,4.89e+08,4.89e+08,1.976e+09,1.4268e+10,2.548e+09,0.12965,0.13589,0.07803,0.44276,0.01967,2.6459,1.31519,21.50391,0.2915,3.35423,3.32069,42.98502,7.30756,8.87496,1.81818,7,0.04141,0.07105,0.54206,5.73229,6.75432
"32","2018_Q1",302.549836065574,"Up",1.3844e+10,-1.2135e+10,1.709e+09,1.949e+09,-3.77e+08,-1.74e+08,-2.03e+08,1.572e+09,1.572e+09,-2.389e+09,-8.17e+08,-7.44e+08,-7.44e+08,-7.44e+08,2.861e+09,2.861e+09,2.265e+09,2.265e+09,2.878e+09,9.501e+09,9.501e+09,1.7505e+10,5.775e+09,2.334e+10,1.0807e+10,3.156e+09,5.58e+09,2.9115e+10,4.662e+10,3.252e+09,1.467e+09,1.785e+09,8.911e+09,8.911e+09,1.2913e+10,1.3513e+10,2.097e+10,1.6422e+10,1.5703e+10,4.548e+09,3.4483e+10,4.7396e+10,2.84e+08,1.1405e+10,-1.2539e+10,-8.5e+08,-7.76e+08,4.662e+10,-7.44e+08,3.15e+08,3.202e+09,-1.261e+09,1.512e+09,-5.07e+08,1.5e+07,-4.92e+08,-5.72e+08,-5.01e+08,-2.7e+07,-1.1e+09,-8e+07,-8e+07,-8e+07,2.264e+09,1.4263e+10,2.885e+09,0.12345,0.14078,-0.05374,0.958759999999999,-0.01596,-3.87769,1.35561,-61.07732,0.30594,-2.60413,-2.57975,48.45642,-2.97515,10.098,2.0021,6,-0.00499,0.08373,-0.76882,5.03622,5.85018
"33","2018_Q2",288.3990625,"Down",1.1635e+10,-9.977e+09,1.658e+09,1.725e+09,-3.65e+08,-1.55e+08,-2.1e+08,1.36e+09,1.36e+09,-2.03e+08,1.157e+09,1.157e+09,1.157e+09,1.157e+09,2.393e+09,2.393e+09,2.373e+09,2.373e+09,3.196e+09,9.854e+09,9.854e+09,1.7816e+10,5.749e+09,2.3069e+10,1.0806e+10,3.084e+09,5.449e+09,2.8818e+10,4.6634e+10,4.486e+09,2.715e+09,1.771e+09,8.738e+09,8.738e+09,1.3974e+10,1.3473e+10,1.9298e+10,1.4912e+10,1.4199e+10,4.386e+09,3.2771e+10,4.6745e+10,2.84e+08,1.4123e+10,-1.4589e+10,-1.82e+08,-1.11e+08,4.6634e+10,1.157e+09,2.79e+08,3.8e+07,-8.42e+08,6.32e+08,-2.16e+08,1.3e+08,-8.6e+07,-5.86e+08,-3e+08,-1.28e+08,-1.014e+09,-4.68e+08,-4.68e+08,-4.68e+08,2.004e+09,1.4223e+10,1.149e+09,0.1425,0.14826,0.09944,-10.42342,0.02481,0.99309,1.27494,-421.12613,0.30499,4.05254,4.01876,40.75306,-0.63748,4.02452,2.05254,8,0.05217,0.03439,0.50648,5.90319,6.85797
"34","2018_Q3",290.312063492063,"Up",1.3398e+10,-1.1645e+10,1.753e+09,1.795e+09,-3.75e+08,-1.65e+08,-2.1e+08,1.42e+09,1.42e+09,-2.57e+08,1.163e+09,1.163e+09,1.163e+09,1.163e+09,1.181e+09,1.181e+09,2.482e+09,2.482e+09,3.038e+09,9.803e+09,9.803e+09,1.6504e+10,5.786e+09,2.2835e+10,1.0781e+10,3.051e+09,5.357e+09,2.8621e+10,4.5125e+10,4.726e+09,2.675e+09,2.051e+09,8.405e+09,8.405e+09,1.3881e+10,1.3479e+10,1.7286e+10,1.2902e+10,1.2196e+10,4.384e+09,3.0765e+10,4.4646e+10,2.83e+08,1.4528e+10,-1.4395e+10,4.16e+08,4.79e+08,4.5125e+10,1.163e+09,2.87e+08,1.56e+08,-1.678e+09,-7.2e+07,-2.64e+08,2.1e+07,-2.43e+08,-5.7e+08,-3.1e+08,-1.7e+07,-8.97e+08,-1.212e+09,-1.212e+09,-1.212e+09,2.082e+09,1.4229e+10,3.97e+08,0.13084,0.13398,0.0868,2.42797,0.02577,0.341360000000001,1.18896,93.20668,0.31532,4.0807,4.05085,47.01053,1.45965,1.39298,2,4,0.05417,0.01241,0.49011,6.26705,7.26908
"35","2018_Q4",274.695873015873,"Down",1.4318e+10,-1.2397e+10,1.921e+09,1.963e+09,-3.88e+08,-1.77e+08,-2.11e+08,1.575e+09,1.575e+09,-1.02e+08,1.473e+09,1.473e+09,1.473e+09,1.473e+09,8.97e+08,8.97e+08,2.416e+09,2.416e+09,3.05e+09,1.0496e+10,1.0496e+10,1.6859e+10,5.902e+09,2.2734e+10,1.0788e+10,3.036e+09,5.34e+09,2.8636e+10,4.5495e+10,4.856e+09,2.691e+09,2.165e+09,9.108e+09,9.108e+09,1.5204e+10,1.3486e+10,1.5803e+10,1.1392e+10,1.0692e+10,4.411e+09,2.9289e+10,4.4493e+10,2.83e+08,1.4737e+10,-1.4077e+10,9.43e+08,1.002e+09,4.5495e+10,1.473e+09,2.91e+08,5e+07,-1.453e+09,3.61e+08,-3.39e+08,-5e+06,-3.44e+08,-5.69e+08,2.74e+08,-6e+06,-3.01e+08,-2.84e+08,-2.84e+08,-2.84e+08,2.254e+09,1.4726e+10,5.64e+08,0.13417,0.1371,0.10288,1.47006,0.03238,0.38289,1.10885,44.40419,0.32368,5.18115,5.13777,50.36229,3.31692,1.98382,2.00141,6,0.06476,0.01789,0.38629,6.13531,7.04483
"36","2019_Q1",267.60131147541,"Down",1.4411e+10,-1.2469e+10,1.942e+09,1.791e+09,-3.08e+08,-1.71e+08,-1.37e+08,1.483e+09,1.483e+09,-2.3e+08,1.253e+09,1.253e+09,1.253e+09,1.253e+09,7.72e+08,7.72e+08,2.444e+09,2.444e+09,2.997e+09,9.89e+09,9.89e+09,1.6103e+10,6.124e+09,2.2649e+10,1.0769e+10,3.208e+09,5.178e+09,2.8773e+10,4.4876e+10,4.524e+09,2.402e+09,2.122e+09,8.374e+09,8.374e+09,1.4398e+10,1.2604e+10,1.6425e+10,1.2114e+10,1.141e+10,4.311e+09,2.9029e+10,4.3427e+10,2.81e+08,1.5434e+10,-1.4321e+10,1.394e+09,1.449e+09,4.4876e+10,1.253e+09,3.04e+08,-2.19e+08,8.79e+08,2.217e+09,-4.59e+08,5.7e+07,-4.02e+08,-6.22e+08,-1.156e+09,-1.2e+07,-1.94e+09,-1.25e+08,-1.25e+08,-1.25e+08,2.095e+09,1.4104e+10,2.745e+09,0.13476,0.12428,0.08695,0.86473,0.02792,2.19074,1.11842,29.97032,0.31429,4.42444,4.38879,50.8863,4.92232,9.6928,2.19633,8,0.05863,0.08584,0.49641,6.36372,7.44389
"37","2019_Q2",307.315555555556,"Up",1.4336e+10,-1.2148e+10,2.188e+09,2.283e+09,-3.38e+08,-1.71e+08,-1.67e+08,1.945e+09,1.945e+09,-2.41e+08,1.704e+09,1.704e+09,1.704e+09,1.704e+09,9.91e+08,9.91e+08,2.833e+09,2.833e+09,3.285e+09,1.0922e+10,1.0922e+10,1.8031e+10,6.14e+09,2.3513e+10,1.0769e+10,3.169e+09,6.15e+09,2.9653e+10,4.7684e+10,4.958e+09,3.097e+09,1.861e+09,9.145e+09,9.145e+09,1.5403e+10,1.2621e+10,1.7138e+10,1.2116e+10,1.1418e+10,5.022e+09,2.9759e+10,4.5162e+10,2.81e+08,1.6278e+10,-1.4094e+10,2.465e+09,2.522e+09,4.7684e+10,1.704e+09,2.77e+08,-1.4e+07,-3.04e+08,1.663e+09,-2.84e+08,2.7e+07,-2.57e+08,-6.38e+08,-4.81e+08,-6.8e+07,-1.187e+09,2.19e+08,2.19e+08,2.19e+08,2.56e+09,1.3921e+10,2.213e+09,0.15262,0.15925,0.11886,0.67565,0.03574,1.29871,1.17062,17.90722,0.29194,6.03186,5.99367,50.7469,8.72566,7.83363,2.25841,7,0.06974,0.0659,0.37441,5.05078,5.6636
"38","2019_Q3",347.61546875,"Up",1.4427e+10,-1.2434e+10,1.993e+09,2.008e+09,-3.25e+08,-1.63e+08,-1.62e+08,1.683e+09,1.683e+09,-2.63e+08,1.42e+09,1.42e+09,1.42e+09,1.42e+09,1.167e+09,1.167e+09,2.546e+09,2.546e+09,3.599e+09,1.0788e+10,1.0788e+10,1.81e+10,6.17e+09,2.357e+10,1.0775e+10,3.163e+09,6.281e+09,2.974e+10,4.784e+10,4.688e+09,2.611e+09,2.077e+09,9.544e+09,9.544e+09,1.5132e+10,1.2637e+10,1.7175e+10,1.2114e+10,1.1426e+10,5.061e+09,2.9812e+10,4.4944e+10,2.81e+08,1.6408e+10,-1.3839e+10,2.85e+09,2.896e+09,4.784e+10,1.42e+09,2.88e+08,6.7e+07,-1.07e+08,1.668e+09,-2.49e+08,-2e+06,-2.51e+08,-6.22e+08,-1.9e+07,0,-1.241e+09,1.76e+08,1.76e+08,1.76e+08,2.296e+09,1.3537e+10,2.203e+09,0.13814,0.13918,0.09843,0.49033,0.02968,1.55141,1.19614,15.51934,0.28296,5.03368,5.00176,51.14144,10.1028,7.80929,2.20489,9,0.06076,0.06555,0.43803,5.38763,6.16036
"39","2019_Q4",356.79625,"Up",1.5171e+10,-1.3108e+10,2.063e+09,2.105e+09,-3.24e+08,-1.62e+08,-1.62e+08,1.781e+09,1.781e+09,-1.73e+08,1.608e+09,1.608e+09,1.608e+09,1.608e+09,2.539e+09,2.539e+09,2.384e+09,2.384e+09,3.474e+09,1.1406e+10,1.1406e+10,1.9803e+10,6.24e+09,2.3232e+10,1.0762e+10,2.912e+09,6.28e+09,2.9472e+10,4.9275e+10,5.212e+09,2.904e+09,2.308e+09,9.403e+09,9.403e+09,1.5515e+10,1.2652e+10,1.7171e+10,1.2113e+10,1.1436e+10,5.058e+09,2.9823e+10,4.5338e+10,2.81e+08,1.7265e+10,-1.3653e+10,3.893e+09,3.937e+09,4.9275e+10,1.608e+09,3.02e+08,5.4e+07,5.26e+08,2.49e+09,-3.08e+08,1.3e+07,-2.95e+08,-6.21e+08,-2.1e+08,8e+06,-8.23e+08,1.372e+09,1.372e+09,1.372e+09,2.407e+09,1.3552e+10,2.798e+09,0.13598,0.13875,0.10599,0.40843,0.03263,1.74005,1.27638,11.51588,0.27503,5.70213,5.66596,53.79787,13.80496,9.92199,2.20213,9,0.06431,0.08073,0.38619,4.57541,5.23183
"40","2020_Q1",367.905483870968,"Up",1.5878e+10,-1.3755e+10,2.123e+09,1.971e+09,-1.39e+08,-1.57e+08,1.8e+07,1.832e+09,1.832e+09,-3.34e+08,1.498e+09,1.498e+09,1.498e+09,1.498e+09,1.514e+09,1.514e+09,2.337e+09,2.337e+09,3.619e+09,9.625e+09,9.625e+09,1.7095e+10,6.591e+09,2.3842e+10,1.0604e+10,3.319e+09,6.706e+09,3.0433e+10,4.7528e+10,3.747e+09,1.281e+09,2.466e+09,8.975e+09,8.975e+09,1.3972e+10,1.1404e+10,1.8981e+10,1.3234e+10,1.3234e+10,5.747e+09,3.0385e+10,4.4357e+10,2.8e+08,1.8401e+10,-1.5554e+10,3.127e+09,3.171e+09,4.7528e+10,1.498e+09,3.22e+08,2.53e+08,-5.83e+08,1.49e+09,-6.43e+08,2.05e+08,-4.38e+08,-6.75e+08,-4.9e+08,-1.2e+07,-2.077e+09,-1.025e+09,-1.025e+09,-1.025e+09,2.293e+09,1.2654e+10,1.401e+09,0.13371,0.12413,0.09434,0.47241,0.03152,0.93525,1.22352,13.98833,0.26624,5.32338,5.28955,56.42502,11.1123,4.97868,2.39872,7,0.06243,0.04025,0.4506,4.85826,5.65195
"41","2020_Q2",355.697301587302,"Down",1.5651e+10,-1.356e+10,2.091e+09,2.091e+09,-6.1e+07,-1.48e+08,8.7e+07,2.03e+09,2.03e+09,-3.13e+08,1.717e+09,1.717e+09,1.717e+09,1.717e+09,1.988e+09,1.988e+09,2.892e+09,2.892e+09,3.539e+09,1.0803e+10,1.0803e+10,1.9222e+10,6.605e+09,2.3421e+10,1.0565e+10,3.164e+09,6.55e+09,3.0026e+10,4.9248e+10,5.188e+09,3.166e+09,2.022e+09,9.214e+09,9.214e+09,1.5652e+10,1.1439e+10,1.867e+10,1.3078e+10,1.3078e+10,5.592e+09,3.0109e+10,4.5761e+10,2.79e+08,1.8708e+10,-1.5541e+10,3.446e+09,3.487e+09,4.9248e+10,1.717e+09,3.01e+08,4.2e+07,2.54e+08,2.314e+09,-2.93e+08,-2e+06,-2.95e+08,-6.93e+08,-7.56e+08,-9.6e+07,-1.545e+09,4.74e+08,4.74e+08,4.74e+08,2.392e+09,1.2689e+10,2.666e+09,0.1336,0.1336,0.10971,0.4924,0.03486,1.55271,1.22809,13.12332,0.25766,6.1038,6.07573,55.63811,12.25027,9.47743,2.46356,7,0.06916,0.07651,0.40361,4.47366,5.11765
