"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accrued_taxes","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",16.0166666666667,"Up",349532000,-202767000,146765000,-37885000,-37885000,108880000,-8781000,-5760000,-6144000,-3021000,100099000,100099000,-34033000,66066000,66066000,66066000,66066000,174952000,174952000,340438000,340438000,9136000,134726000,16759000,83524000,34443000,659252000,882256000,299733000,8938000,256867000,32692000,1181989000,1841241000,192592000,7624000,184968000,7204000,5938000,345947000,33665000,3446000,30219000,599591000,945538000,429968000,585284000,-119549000,895703000,895703000,1841241000,66066000,15326000,6844000,-7001000,81235000,-54007000,-54007000,6404000,6404000,-23000,-23611000,3617000,3617000,2914000,6531000,124206000,712077000,97231000,0.41989,0.3115,0.18901,0.07376,0.03588,1.47173,1.90564,1.05564,0.38674,0.14416,0.14022,0.7627,1.95447,0.21216,0.04025,0.05924,4.32447,4.93318
"31","2017_Q4",19.4644444444444,"Up",373862000,-201357000,172505000,-35717000,-35717000,136788000,-5700000,-5506000,-5869000,-194000,131088000,131088000,-40542000,90546000,90546000,90546000,90546000,189621000,189621000,302071000,302071000,9239000,92678000,18002000,42663000,31822000,593609000,913303000,304774000,7624000,258634000,35538000,1218077000,1811686000,199190000,6421000,192769000,6147000,6147000,221488000,33114000,3773000,29341000,583869000,805357000,444767000,675830000,-114268000,1006329000,1006329000,1811686000,90546000,13805000,2895000,85053000,192299000,-32130000,-44646000,9790000,9790000,0,-135210000,12443000,12443000,2226000,14669000,150593000,566906000,244058000,0.46141,0.36588,0.24219,0.08998,0.04998,2.6954,2.6801,0.80029,0.31292,0.19691,0.19092,0.81303,2.18843,0.53075,0.05637,0.15193,2.50533,2.75817
"32","2018_Q1",23.1340983606557,"Up",378596000,-211131000,167465000,-37293000,-37293000,130172000,-4428000,-5485000,-5807000,1057000,125744000,106379000,-36010000,70369000,70369000,70335000,70335000,210100000,210100000,311846000,311846000,10163000,55152000,17616000,6418000,31118000,587261000,944056000,451184000,75938000,340243000,33716000,1395240000,1982501000,214887000,6472000,208415000,5111000,5019000,302153000,30865000,3192000,27673000,581748000,883901000,453372000,745370000,-100676000,1098066000,1098600000,1982501000,70369000,13490000,23827000,36545000,144231000,-47257000,-198069000,1017000,1017000,-795000.000000004,68584000,14746000,14746000,5733000,20479000,143662000,633038000,168960000,0.44233,0.34383,0.18578,0.06402,0.03548,2.40222,1.94359,0.80457,0.31931,0.15274,0.14801,0.82216,2.38455,0.36691,0.03991,0.09586,2.94398,3.24907
"33","2018_Q2",27.088125,"Up",419168000,-255904000,163264000,-39322000,-39322000,123942000,-9814000,-5398000,-5595000,-4416000,114128000,114128000,-36568000,77560000,77560000,77515000,77515000,224246000,224246000,366641000,366641000,10138000,53346000,15528000,139000,37679000,654371000,959716000,448583000,73285000,339024000,36274000,1408299000,2062670000,250830000,28430000,222400000,5189000,5189000,289169000,33888000,4807000,29081000,584592000,873761000,467932000,822555000,-102156000,1188331000,1188909000,2062670000,77560000,16012000,12963000,-13175000,93360000,-39465000,-39342000,9253000,9253000,-3000,-39750000,14268000,14268000,-122000,14146000,139954000,583854000,123882000,0.3895,0.29569,0.18493,0.0652,0.03758,1.59817,2.26294,0.73493,0.28306,0.168,0.16231,0.90849,2.57556,0.2685,0.04291,0.06857,2.56947,2.90142
"34","2018_Q3",29.8757142857143,"Up",459106000,-267497000,191609000,-40662000,-40662000,150947000,-6509000,-5561000,-5758000,-947999.999999999,144438000,144438000,-41137000,103301000,103301000,103256000,103256000,195300000,195300000,398972000,398972000,13025000,59179000,17374000,3836000,37969000,666476000,1024564000,452501000,69934000,344499000,37767000,1477065000,2143541000,256400000,13806000,242594000,6797000,6797000,375048000,36056000,5196000,30860000,436702000,811750000,483918000,926163000,-78913000,1331168000,1331791000,2143541000,103301000,17982000,6904000,-35154000,93033000,-68628000,-68628000,7350000,7350000,-55000.0000000002,-61282000,-36877000,-36877000,7931000,-28946000,168929000,512497000,106284000,0.41735,0.32878,0.22491,0.07753,0.04817,1.02933,1.77704,0.60952,0.23909,0.22304,0.2139,0.99168,2.87537,0.22958,0.05491,0.05652,1.87769,2.10138
"35","2018_Q4",24.6933333333333,"Down",478198000,-259130000,219068000,-44449000,-44449000,174619000,-3403000,-4134000,-4416000,731000,171216000,171216000,-43811000,127405000,127405000,127348000,127348000,204275000,204275000,356125000,356125000,17034000,53468000,16616000,1363000,35489000,630902000,1087910000,446381000,69382000,342459000,33301000,1534291000,2165193000,263521000,18048000,245473000,5906000,5906000,270578000,34889000,3927000,30962000,433803000,704381000,497033000,1053510000,-90412000,1460131000,1460812000,2165193000,127405000,16684000,3174000,43541000,190804000,-68234000,-77144000,7213000,7213000,0,-103487000,10173000,10173000,-1198000,8975000,191303000,400065000,210421000,0.45811,0.36516,0.26631,0.08718,0.05882,1.65233,2.33168,0.48218,0.18477,0.27445,0.26208,1.03055,3.1467,0.45347,0.06717,0.111,1.02345,1.12124
"36","2019_Q1",27.1645901639344,"Up",449223000,-260798000,188425000,-52457000,-52457000,135968000,-2108000,-3982000,-4599000,1874000,133860000,132729000,-22988000,109741000,109741000,109748000,109748000,274520000,274520000,351601000,351601000,16734000,66261000,16665000,15312000,34284000,709116000,1163425000,435157000,64892000,337235000,32560000,1598582000,2307698000,271617000,673000,270944000,4488000,4488000,277256000,50596000,19733000,30863000,449343000,726599000,526881000,1162146000,-107928000,1581099000,1581099000,2307698000,109741000,28362000,23186000,-3417000,157872000,-105158000,-103362000,20643000,20643000,-1292000,22481000,76991000,76991000,-6746000,70245000,164330000,399898000,78743000,0.41945,0.30267,0.24431,0.06941,0.04756,0.71749,2.55762,0.45955,0.17329,0.23552,0.22453,0.96404,3.39306,0.16898,0.05402,0.03876,0.76296,0.92211
"37","2019_Q2",34.3149206349206,"Up",461368000,-265450000,195918000,-44478000,-44478000,151440000,-2654000,-3691000,-4651000,1037000,148786000,148786000,-34703000,114083000,114083000,114083000,114083000,320309000,320309000,336004000,336004000,19734000,87175000,16553000,24000,70598000,763222000,1188088000,430478000,62897000,335120000,31993000,1618566000,2381788000,248875000,12893000,235982000,4934000,4934000,254808000,56578000,23815000,32763000,455220000,710028000,534131000,1253275000,-115646000,1671760000,1671760000,2381788000,114083000,21978000,4975000,-33353000,107683000,-61526000,-61526000,1229000,1229000,-2000,1227000,47384000,47384000,-1595000,45789000,173418000,399641000,113242000,0.42465,0.32824,0.24727,0.06824,0.0479,0.99263,2.99528,0.42472,0.16779,0.24388,0.23299,0.9863,3.57385,0.24209,0.05361,0.05322,0.45746,0.52385
"38","2019_Q3",38.82109375,"Up",484898000,-276672000,208226000,-43487000,-43487000,164739000,227000,-4555000,-5233000,4782000,164966000,164966000,-33593000,131373000,131373000,131373000,131373000,108174000,108174000,393561000,393561000,28315000,98416000,17781000,25000,80610000,628466000,1237117000,431322000,60265000,338045000,32664000,1668439000,2296905000,270567000,4441000,266126000,7344000,7344000,372033000,66179000,32314000,33865000,464919000,836952000,530125000,1037051000,-107223000,1459953000,1459953000,2296905000,131373000,20509000,9299000,-53660000,107521000,-57713000,-57713000,-361006000,3991000,-25000,-264230000,-214422000,-214422000,2287000,-212135000,185248000,492862000,107468000,0.42942,0.33974,0.27093,0.08998,0.0572,0.81804,1.68927,0.57327,0.21458,0.28461,0.27294,1.05048,3.16284,0.23282,0.06507,0.05323,2.07661,2.33514
"39","2019_Q4",42.68859375,"Up",553116000,-301537000,251579000,-44085000,-44085000,207494000,-3365000,-5084000,-5324000,1719000,204129000,204129000,-11388000,192741000,192741000,192741000,192741000,102826000,102826000,376564000,376564000,22309000,111886000,17695000,18902000,75289000,613585000,1340692000,437486000,57627000,337725000,41801000,1778178000,2391763000,281362000,1583000,279779000,7988000,7988000,296906000,77170000,40165000,37005000,476005000,772911000,545918000,1186125000,-113191000,1618852000,1618852000,2391763000,192741000,21222000,12645000,11684000,238292000,-122169000,-122914000,12041000,12041000,-45567000,-119826000,-4448000,-4448000,-9e+05,-5348000,228716000,406391000,129619000,0.45484,0.37514,0.34846,0.11906,0.08059,0.6725,2.0666,0.47744,0.16991,0.42253,0.40494,1.21255,3.54887,0.28415,0.09168,0.06165,1.32726,1.46301
"40","2020_Q1",44.5043548387097,"Up",542575000,-299956000,242619000,-49817000,-49817000,192802000,-5732000,-4255000,-2377000,-1477000,187070000,187070000,-33574000,153496000,153496000,153496000,153496000,186319000,186319000,367265000,367265000,20941000,112642000,16568000,19526000,76548000,687167000,1427726000,432724000,55156000,333321000,43836000,1860450000,2547617000,274400000,3482000,270918000,6466000,6466000,282004000,87141000,48683000,38458000,487232000,769236000,572582000,1338328000,-132529000,1778381000,1778381000,2547617000,153496000,21625000,16610000,1419000.00000001,193150000,-114114000,-114114000,24320000,24320000,-1294000,12525000,91561000,91561000,-8068000,83493000,214427000,401229000,135306000,0.44716,0.35535,0.2829,0.08631,0.06025,0.8815,2.43673,0.43255,0.15749,0.33487,0.32201,1.18368,3.87971,0.29518,0.06772,0.05969,1.00225,1.11467
"41","2020_Q2",40.1453968253968,"Down",554424000,-299555000,254869000,-49478000,-49478000,205391000,-3309000,-4026000,-4026000,717000,202082000,202082000,16098000,218180000,218180000,218180000,218180000,181102000,181102000,394309000,394309000,19482000,149183000,14778000,48370000,86035000,744076000,1545714000,566149000,52617000,337179000,175949000,2111863000,2855939000,290560000,1313000,289247000,32168000,5113000,323318000,206043000,53678000,152365000,606022000,929340000,587666000,1458223000,-119290000,1926599000,1926599000,2855939000,218180000,23704000,11337000,-40763000,212458000,-131510000,-131510000,12620000,12620000,-101354000,-88734000,-7786000,-7786000,2569000,-5217000,229095000,400569000,40724000,0.4597,0.37046,0.39353,0.11325,0.0764,0.18665,2.30138,0.48237,0.14026,0.47191,0.45709,1.19917,4.16708,0.08808,0.08613,0.01608,0.95797,1.06853
"42","2020_Q3",48.445,"Up",575140000,-315251000,259889000,-49997000,-49997000,209892000,-4818000,-4464000,-4464000,-354000,205074000,205074000,-36367000,168707000,168707000,168707000,168707000,93511000,93511000,445963000,445963000,18515000,173974000,14964000,68415000,90595000,731963000,1789326000,527316000,50291000,338262000,138415000,2316642000,3048605000,297705000,728000,296977000,30917000,7603000,342837000,181193000,55499000,125694000,581039000,923876000,617737000,1626862000,-119870000,2124729000,2124729000,3048605000,168707000,24393000,10166000,-58804000,144462000,-267203000,-267203000,19974000,19974000,-68000,37461000,-85280000,-85280000,-2311000,-87591000,234285000,414061000,-55355000,0.45187,0.36494,0.29333,0.0794,0.05534,-0.32811,2.13502,0.43482,0.13582,0.36254,0.35373,1.23595,4.56595,-0.11896,0.06203,-0.02035,1.36821,1.52721
"43","2020_Q4",58.27375,"Up",550360000,-307747000,242613000,-47512000,-47512000,195101000,-3301000,-5578000,-5578000,2277000,191800000,191800000,-44313000,147487000,147487000,147487000,147487000,306387000,306387000,346244000,346244000,19809000,121712000,14777000,31578000,75357000,794152000,1838297000,529134000,48671000,338039000,142114000,2367431000,3161583000,251746000,905000,250841000,31279000,7884000,286568000,190351000,57724000,132627000,594004000,880572000,646354000,1773580000,-138923000,2281011000,2281011000,3161583000,147487000,28659000,6496000,111406000,294048000,-86864000,-90132000,27017000,27017000,-769000,8693000,212609000,212609000,267000,212876000,223760000,407196000,292615000,0.44083,0.3545,0.26798,0.06466,0.04665,1.98401,2.77125,0.38604,0.12879,0.31501,0.30912,1.17548,4.87185,0.62498,0.05124,0.10165,0.45052,0.5167
"44","2021_Q1",56.3755737704918,"Down",525659000,-275228000,250431000,-44716000,-44716000,205715000,-3832000,-4803000,-5675161.21964263,971000,201883000,201883000,-36350000,165533000,165533000,165533000,165533000,477718000,477718000,350207000,350207000,20080000,115754000,15330000,26740000,73684000,963759000,1941719000,549783000,47772000,343622000,158389000,2491502000,3455261000,322239000,3709000,318530000,33805000,8233000,356044000,609701000,71686000,538015000,609701000,965745000,672751000,1937853000,-121088000,2489516000,2489516000,3455261000,165533000,27501000,19563000,42618000,255215000,-103929000,-100661000,20305000,20305000,-5139000,15166000,169720000,169720000,1611000,171331000,233216000,0,208255000,0.47641,0.39135,0.31491,0.06649,0.04791,1.25809,2.70685,0.38792,0,0.35576,0.34694,1.12974,5.35042,0.44758,0.05341,0.0672,-2.04839,-2.32223
"45","2021_Q2",62.0022222222222,"Up",592940000,-296171000,296769000,-48175000,-48175000,248594000,-1779000,-5032000,-5032000,3253000,246815000,246815000,-46530000,200285000,200285000,200285000,200285000,605732000,605732000,407897000,407897000,28244000,96303000,11260000,915000.000000007,84128000,1138176000,2072059000,530953000,45864000,342576000,142301000,2603012000,3741188000,372456000,12640000,359816000,35080000,9476000,407536000,210974000,77826000,133148000,622819000,1030355000,701678000,2137649000,-128494000,2710833000,2710833000,3741188000,200285000,29227000,12024000,16997000,258533000,-146822000,-146822000,20014000,20014000,-489000,19198000,130909000,130909000,-2895000,128014000,277821000,411845000,194526000,0.5005,0.41926,0.33778,0.07388,0.05354,0.97125,2.79282,0.38009,0.11008,0.42471,0.41732,1.25734,5.74838,0.4125,0.06008,0.05835,-0.69788,-0.77993
"46","2021_Q3",71.45375,"Up",617031000,-309533000,307498000,-49277000,-49277000,258221000,-5769000,-4849000,-4849000,-920000,252452000,252452000,-59012000,193440000,193440000,193440000,193440000,764015691.573974,767202270.089333,462405000,462405000,30203000,732859000,17030000,6498000,709331000,1225467000,2175346000,533625000,44270000,346966000,142168000,2708971000,3934438000,332780000,8672000,324108000,38235000,14431000,371015000,218128000,81316000,136812000,620831000,991846000,718521000,2330791000,-106720000,2942592000,2942592000,3934438000,193440000,31671000,12921000,-103524000,134508000,-136263000,-136263000,7978000,7978000,-920000,7385000,5630000.00000003,5630000.00000003,5041000,10671000,289892000,402703000,109117000,0.49835,0.41849,0.3135,0.06574,0.04917,0.56409,3.30301,0.33707,0.10235,0.40957,0.40253,1.30643,6.23032,0.23103,0.05428,0.03062,-0.186410936640368,-0.189565797522344
"47","2021_Q4",74.22890625,"Up",733910000,-352569000,381341000,-53230000,-53230000,328111000,-4576000,-5346000,-5957057.9514282,770000,323535000,323535000,-36739000,286796000,286796000,286796000,286796000,911890000,911890000,434873000,434873000,39229000,113379000,16106000,10588000,86685000.0000001,1499371000,2227531000,555044000,42535000,347515000,164994000,2782575000,4281946000,368379000,9140000,359239000,44666000,20660000,413045000,221891000,57767000,164124000,619524000,1032569000,733605000,2617436000,-101664000,3249377000,3249377000,4281946000,286796000,32243000,-16737000,66862000,369164000,-80711000,-80711000,5717000,5717000,-491000,5226000,293679000,293679000,1808000,295487000,360354000,397633000,383244000,0.5196,0.44707,0.39078,0.08826,0.06698,1.33629,3.63004,0.31777,0.09286,0.60662,0.597,1.55234,6.87297,0.81062,0.07413,0.09906,-1.42709,-1.56733
"48","2022_Q1",63.5043548387097,"Down",748630000,-391147000,357483000,-55983000,-55983000,301500000,-2456000,-5020000,-9094673.8542846,2564000,299044000,299044000,-43070000,255974000,255974000,255974000,255974000,1048260000,1048260000,480628000,480628000,44968000,128755000,14294000,20012000,94449000,1702611000,2296624000,562908000,45873000,355717000,161318000,2859532000,4562143000,377586000,7760000,369826000,43445000,20973000,421031000,611911000,63969000,547942000,611911000,1032942000,761858000,2868203000,-100860000,3529201000,3529201000,4562143000,255974000,29943000,18922000,-81153000,223686000,-96670000,-96670000,14476000,14476000,-5363000,9113000,136129000,136129000,241000,136370000,331443000,0,196690000,0.47752,0.40274,0.34192,0.07253,0.05611,0.7684,4.04391,0.29268,0,0.54207,0.53295,1.58534,7.47364,0.41652,0.06181,0.0475,-3.16272,-3.47682
"49","2022_Q2",56.9298387096774,"Down",810132000,-425102000,385030000,-54909000,-54909000,330121000,-4295000,-5107000,-15000347.7085692,812000,325826000,325826000,-65463000,260363000,260363000,260363000,260363000,1298373000,1298373000,562637000,562637000,48194000,130576000,14045000,537000,115994000,2039780000,2318701000,560371000,43914000,354062000,162395000,2879072000,4918852000,448424000,37175000,411249000,43487000,19951000,491911000,633120000,72166000,560954000,633120000,1125031000,776882000,3128317000,-111378000,3793821000,3793821000,4918852000,260363000,32049000,17794000,2334000,312540000,-63883000,-63883000,5572000,5572000,-249000,5166000,253823000,253823000,-3710000,250113000,362170000,0,366084000,0.47527,0.40749,0.32138,0.06863,0.05293,1.40605,4.14664,0.29654,-6.93889390390723e-18,0.55003,0.54081,1.71146,8.0147,0.77338,0.05881,0.08269,-3.58498,-3.93302
"50","2022_Q3",59.53984375,"Up",867460000,-464118000,403342000,-56014000,-56014000,347328000,-5273000,-4433000,-24412579.514282,-840000,342055000,342055000,-54643000,287412000,287412000,287412000,287412000,1346517000,971651000,630629000,630629000,52979000,159248000,19926000,15426000,123896000,2189373000,2376013000,571570000,42731000,352908000,175931000,2947583000,5136956000,374157000,6458000,367699000,43703000,20577000,417860000,629240000,69759000,559481000,629240000,1047100000,797979000,3415379000,-123502000,4089856000,4089856000,5136956000,287412000,33578000,8948000,-195930000,134008000,-91065000,-466400000,11435000,11435000,-664000,10928000,-321464000,-321464000,-5258000,-326722000,380906000,0,148554000,0.46497,0.4004,0.33133,0.07027,0.05595,0.51687,5.23949,0.25602,0,0.60718,0.597,1.83257,8.64009,0.31383,0.0609,0.03148,-3.53504,-3.87679
