"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",46.6949180327869,"Up",144086000,-58703000,85383000,-41813000,-24986000,-14630000,-2197000,43570000,-580000,-1754000,42990000,42990000,-18476000,24514000,24514000,24514000,24514000,125522000,125522000,92231000,92231000,10320000,228073000,15493000,71429000,62248000,1877000,7304000,86922000,314995000,49187000,14028000,27931000,75068000,75068000,124255000,15784000,15784000,15784000,140039000,678000,186117000,-11839000,174956000,174956000,314995000,24514000,2197000,6242000,14474000,47427000,-2302000,2614000,-50007000,-50007000,-50007000,34000,34000,670000,704000,45767000,0,76415000,0.59258,0.30239,0.17013,0.14012,0.07782,3.1172,1.83552,0.80042,0,0.35749,0.35583,2.10124,2.55142,1.11438,0.12852,0.40062,-2.74263,-2.88093
"33","2018_Q2",44.24234375,"Down",130569000,-57794000,72775000,-44945000,-25684000,-17059000,-2202000,27830000,721000,721000,28551000,28551000,-5899000,22652000,22652000,22652000,22652000,119009000,106668000,85285000,85285000,14557000,218851000,15758000,72573000,62252000,634000,9687000,88331000,307182000,57300000,14869000,32904000,85505000,85505000,142805000,16429000,16429000,16429000,159234000,668000,159288000,-12008000,147948000,147948000,307182000,22652000,2202000,5594000,20853000,51301000,-2174000,-14772000,-55815000,-55815000,-55815000,-19286000,-19286000,432000,-18854000,30032000,0,54610000,0.55737,0.21314,0.17349,0.15311,0.07374,2.41082,1.53252,1.07628,0,0.33532,0.33442,1.93284,2.1901,0.8084,0.13781,0.33222,-3.96274,-4.27628
"34","2018_Q3",53.305873015873,"Up",141871000,-59081000,82790000,-47105000,-26694000,-18176000,-2235000,35685000,986000,986000,36671000,36671000,-9003000,27668000,27668000,27668000,27668000,83426000,79034000,99112000,99112000,22192000,204730000,15323000,72442000,62244000,606000,9592000,87765000,292495000,57614000,21192000,36422000,90413000,90413000,148027000,15226000,15226000,15226000,163253000,658000,143994000,-15410000,129242000,129242000,292495000,27668000,2235000,3083000,-16193000,16793000,-1881000,5521000.00000001,-47899000,-47899000,-47899000,-25585000,-25585000,-2049000,-27634000,37920000,0,28849000,0.58356,0.25153,0.19502,0.21408,0.09459,1.04268,1.38306,1.26316,0,0.4165,0.41584,2.13568,1.94557,0.43428,0.19152,0.19969,-2.20005,-2.33785
"35","2018_Q4",47.3628571428571,"Down",142351000,-61186000,81165000,-45069000,-24437000,-18453000,-2179000,36096000,1538000,1538000,37634000,37634000,-9179000,28455000,28455000,28455000,28455000,93897000,89749000,92966000,92966000,16292000,203155000,14501000,73352000,62243000,1424000,9685000,87853000,291008000,53586000,14273000,37958000,83020000,83020000,136606000,14724000,14724000,14724000,151330000,654000,156912000,-17888000,139678000,139678000,291008000,28455000,2179000,4335000,255000,35224000,-1481000,-1481000,-20844000,-20844000,-20844000,12899000,12899000,-2184000,10715000,38275000,0,46228000,0.57018,0.25357,0.19989,0.20372,0.09778,1.6246,1.48716,1.08342,0,0.43338,0.43178,2.16807,2.12736,0.70407,0.18429,0.2994,-2.45322,-2.60131
"36","2019_Q1",51.1522950819672,"Up",144366000,-62820000,81546000,-47270000,-27065000,-18208000,-1997000,34276000,-901000,-1968000,33375000,33375000,-7460000,25915000,25915000,25915000,25915000,100566000,99126000,100108000,100108000,14708000,215382000,14318000,77450000,62240000,5442000,9768000,91768000,307150000,63370000,18181000,41646000,81894000,81894000,145264000,14739000,12765000,14739000,160003000,649000,163359000,-16861000,147147000,147147000,307150000,25915000,1997000,2944000,3175000,34031000,-1770000,894000,-24764000,-24764000,-24764000,10161000,10161000,-784000,9377000,36273000,0,45138000,0.56486,0.23742,0.17951,0.17612,0.08437,1.74177,1.48269,1.08737,0,0.39769,0.39526,2.21543,2.2581,0.69268,0.16008,0.27883,-2.77248,-2.93401
"37","2019_Q2",64.3806349206349,"Up",148404000,-67170000,81234000,-52958000,-29831000,-21213000,-1914000,28276000,-371000,-371000,27905000,27905000,-6933000,20972000,20972000,20972000,20972000,104879000,104879000,107352000,107352000,19065000,231296000,13327000,114888000,62237000,3664000,48987000,128215000,359511000,71171000,16940000,47900000,94363000,94363000,165534000,48577000,48577000,48577000,214111000,646000,161356000,-16602000,145400000,145400000,359511000,20972000,1914000,9351000,2950000,35187000,-616000,823000,-30160000,-30160000,-30160000,5850000,5850000,-97000,5753000,30190000,0,39457000,0.54738,0.19053,0.14132,0.14424,0.05833,1.88141,1.39727,1.47257,0,0.3231,0.32164,2.28634,2.24006,0.60788,0.10812,0.20341,-3.47396,-3.70912
"38","2019_Q3",80.16328125,"Up",154341000,-71578000,82763000,-55181000,-31325000,-21997000,-1859000,27582000,-71000,-71000,27511000,27511000,-6586000,20925000,20925000,20925000,20925000,119401000,119401000,100291000,100291000,19865000,239557000,14512000,118114000,62239000,5174000,50701000,132626000,372183000,70937000,17272000,52578000,98195000,98195000,169132000,48364000,48364000,48364000,217496000,643000,170668000,-16624000,154687000,154687000,372183000,20925000,1859000,6600000,7836000,37220000,-2689000,-2689000,-20078000,-20078000,-20078000,14453000,14453000,69000.0000000001,14522000,29441000,0,41174000,0.53623,0.17871,0.13558,0.13527,0.05622,1.96769,1.41639,1.40604,0,0.32381,0.32147,2.3884,2.39376,0.63716,0.10305,0.20278,-4.0556,-4.32895
"39","2019_Q4",79.5234375,"Down",162275000,-74366000,87909000,-52912000,-28361000,-22614000,-1937000,34997000,810000,810000,35807000,35807000,-8700000,27107000,27107000,27107000,27107000,113618000,113618000,108397000,108397000,19580000,241595000,20959000,117743000,62233000,6747000,48763000,138702000,380297000,85192000,21190000,59357000,97302000,97302000,182494000,46153000,46153000,46153000,228647000,639000,169560000,-18549000,151650000,151650000,380297000,27107000,1937000,5358000,5537000,39939000,-8053000,-8053000,-36221000,-36221000,-36221000,-4335000,-4335000,-1448000,-5783000,36934000,0,43118000,0.54173,0.21566,0.16704,0.17875,0.07128,1.59066,1.32385,1.50773,0,0.42194,0.41677,2.52596,2.36057,0.67117,0.13704,0.21798,-3.07624,-3.24651
"40","2020_Q1",72.0595161290323,"Down",152929000,-71853000,81076000,-56007000,-31946000,-21784000,-2277000,25069000,-215000,-930000,24854000,24854000,-8096000,16758000,16758000,16758000,16758000,110678000,110678000,100937000,100937000,20426000,232041000,22725000,117513000,62237000,6814000,48462000,140238000,372279000,87225000,20561000,65316000,94371000,94371000,181596000,48405000,48368000,48405000,230001000,635000,159490000,-17847000,142278000,142278000,372279000,16758000,2277000,7989000,7538000,34562000,-3835000,-3835000,-35028000,-35028000,-35028000,-4301000,-4301000,1361000,-2940000,27346000,0,39145000,0.53015,0.16393,0.10958,0.11778,0.04501,2.3359,1.27779,1.61656,0,0.2626,0.25751,2.39644,2.22954,0.61341,0.08788,0.20529,-4.04732,-4.41493
"41","2020_Q2",74.4385714285714,"Up",153903000,-74831000,79072000,-54876000,-29202000,-23328000,-2346000,24196000,1420000,1420000,25616000,25616000,-3086000,22530000,22530000,22530000,22530000,75279000,75279000,112467000,112467000,29209000,216955000,21189000,109900000,62234000,1212000,46454000,131089000,348044000,70713000,22517000,47707000,105475000,105475000,176188000,45987000,45987000,45987000,222175000,635000,146552000,-21318000,125869000,125869000,348044000,22530000,2346000,11952000,-25240000,11588000,-1245000,-1245000,-43032000,-43032000,-43032000,-32689000,-32689000,-2710000,-35399000,26542000,0,3143000,0.51378,0.15722,0.14639,0.179,0.06473,0.1395,1.23138,1.76513,0,0.35429,0.35016,2.42016,1.97932,0.04942,0.1311,0.01829,-2.83622,-3.11122
"42","2020_Q3",94.66828125,"Up",135630000,-63025000,72605000,-45913000,-23725000,-19931000,-2257000,26692000,-158000,-158000,26534000,26534000,-7330000,19204000,19204000,19204000,19204000,123638000,123638000,108099000,108099000,20022000,251759000,19458000,109172000,62237000,2529000,44406000,128630000,380389000,64626000,16262000,46963000,118795000,118795000,183421000,44190000,44190000,44190000,227611000,635000,173125000,-20982000,152778000,152778000,380389000,19204000,2257000,6607000,20732000,48800000,-507000,-507000,-123000,-123000,-123000,48170000,48170000,189000.000000001,48359000,28949000,0,56504000,0.53532,0.1968,0.14159,0.1257,0.05049,2.9423,1.37257,1.48982,0,0.30239,0.29947,2.13564,2.40565,0.88971,0.0975,0.28687,-4.27089,-4.63202
"43","2020_Q4",98.4290625,"Up",149757000,-65199000,84558000,-49582000,-26935000,-20454000,-2193000,34976000,-891000,-891000,34085000,34085000,-9119000,24966000,24966000,24966000,24966000,166254000,166254000,105339000,105339000,16795000,288388000,17930000,110663000,62244000,4386000,44033000,128593000,416981000,71884000,18038000,52521000,113205000,113205000,185089000,43915000,43915000,43915000,229004000,635000,206735000,-19393000,187977000,187977000,416981000,24966000,2193000,8348000,6973000,42480000,-176000,-176000,-368000,-368000,-368000,41936000,41936000,680000,42616000,37169000,0,53085000,0.56463,0.23355,0.16671,0.13281,0.05987,2.12629,1.5581,1.21826,0,0.39302,0.38751,2.35752,2.9592,0.83568,0.10766,0.22892,-4.47292,-4.75337
"44","2021_Q1",121.045737704918,"Up",147082000,-66832000,80250000,-52053000,-29340000,-20563000,-2150000,28197000,-656000,-754000,27541000,27541000,-7001000,20540000,20540000,20540000,20540000,204705000,204705000,109202000,109202000,20134000,334041000,17903000,113468000,62252000,5760000,45456000,131371000,465412000,82822000,17805000,63143000,114164000,114164000,196986000,49529000,49529000,49529000,246515000,635000,236524000,-18262000,218897000,218897000,465412000,20540000,2150000,8402000,6925000,38017000,-802000,-802000,-38000,-38000,-38000,37177000,37177000,1274000,38451000,30347000,0,43471000,0.54561,0.19171,0.13965,0.09383,0.04413,2.11641,1.69576,1.12617,0,0.32332,0.31876,2.31519,3.44562,0.68427,0.07652,0.16195,-6.74548,-7.25981
"45","2021_Q2",133.194603174603,"Up",156850000,-74065000,82785000,-57360000,-30965000,-24260000,-2135000,25425000,-293000,-293000,25132000,25132000,-2489000,22643000,22643000,22643000,22643000,197166000,197166000,106274000,106274000,26611000,330051000,16484000,111993000,62244000,2117000,47632000,128477000,458528000,83799000,18327000,65044000,122939000,122939000,206738000,47130000,47130000,47130000,253868000,636000,222815000,-18791000,204660000,204660000,458528000,22643000,2135000,13299000,1808000,39885000,-569000,-569000,-46402000,-46402000,-46402000,-7086000,-7086000,-453000,-7539000,27560000,0,31288000,0.5278,0.1621,0.14436,0.11064,0.04938,1.3818,1.59647,1.24044,0,0.35577,0.35124,2.46445,3.21565,0.4916,0.08993,0.12426,-7.15406,-7.75481
"46","2021_Q3",155.94,"Up",166114000,-70628000,95486000,-56129000,-30832000,-23213000,-2084000,39357000,306000,306000,39663000,39663000,-9070000,30593000,30593000,30593000,30593000,209343000,209343000,113955000,113955000,23934000,347232000,15115000,112650000,62246000,3975000,46429000,127765000,474997000,90868000,22031000,68643000,125993000,125993000,216861000,45686000,45686000,45686000,262547000,634000,231035000,-19219000,212450000,212450000,474997000,30593000,2084000,8200000,4633000,45510000,-602000,-602000,-33084000,-33084000,-33084000,11824000,11824000,353000,12177000,41441000,0,54542000,0.57482,0.23693,0.18417,0.144,0.06441,1.78283,1.60117,1.23581,0,0.48068,0.47456,2.61001,3.33805,0.85697,0.11852,0.21129,-5.05159,-5.31908
"47","2021_Q4",162.45125,"Up",169185000,-71503000,97682000,-55274000,-29985000,-23372000,-1917000,42408000,-42000,-42000,42366000,42366000,-5712000,36654000,36654000,36654000,36654000,246445000,246445000,115344000,115344000,23878000,385667000,14272000,114344000,62242000,5939000,46163000,128616000,514283000,96410000,21647000,72215000,136452000,136452000,232862000,42794000,42794000,42794000,275656000,633000,257507000,-19513000,238627000,238627000,514283000,36654000,1917000,8686000,12428000,59685000,-987000,-987000,-20756000,-20756000,-20756000,37942000,37942000,-840000,37102000,44325000,0,61478000,0.57737,0.25066,0.21665,0.1536,0.07127,1.67725,1.6562,1.15518,0,0.57848,0.5706,2.67009,3.76603,0.97025,0.13025,0.21846,-5.55995,-5.81129
"48","2022_Q1",133.941290322581,"Down",171494000,-81631000,89863000,-62720000,-34159000,-26783000,-1778000,27143000,-232000,-3e+05,26911000,26911000,-6329000,20582000,20582000,20582000,20582000,263706000,263706000,124420000,124420000,20293000,408419000,13889000,117400000,62239000,7650000,47511000,131289000,539708000,95846000,19625000,75845000,153196000,153196000,249042000,40022000,40022000,40022000,289064000,631000,269841000,-19828000,250644000,250644000,539708000,20582000,1778000,10676000,7067000,40103000,-1858000,-1858000,-20176000,-20176000,-20176000,18069000,18069000,-808000,17261000,28921000,0,40459000,0.524,0.15827,0.12002,0.08212,0.03814,1.96575,1.63996,1.15329,0,0.32483,0.3204,2.70653,3.95568,0.63853,0.07081,0.13919,-9.11815,-9.71543
"49","2022_Q2",124.511774193548,"Down",178956000,-83427000,95529000,-61557000,-32355000,-27455000,-1747000,33972000,738000,738000,34710000,34710000,-4118000,30592000,30592000,30592000,30592000,216317000,216317000,132038000,132038000,28915000,377270000,13218000,121266000,62236000,11627000,47403000,134484000,511754000,95433000,24586000,64748000,161615000,161615000,257048000,37570000,37570000,37570000,294618000,631000,237463000,-20958000,217136000,217136000,511754000,30592000,1747000,9659000,-10206000,31792000,-1159000,-1159000,-77108000,-77108000,-77108000,-46475000,-46475000,-914000,-47389000,35719000,0,28472000,0.53381,0.18983,0.17095,0.14089,0.05978,0.9307,1.4677,1.35684,0,0.48374,0.47633,2.82975,3.43347,0.45021,0.12011,0.11178,-6.05608,-6.36751
"50","2022_Q3",135.29125,"Up",191924000,-88646000,103278000,-66025000,-36355000,-27924000,-1746000,37253000,2243000,2243000,39496000,39496000,-8671000,30825000,30825000,30825000,30825000,213771000,213771000,133852000,133852000,26929000,374552000,12343000,127394000,62227000,20093000,45074000,139737000,514289000,93207000,25154000,67983000,178019000,178019000,271226000,34328000,34328000,34328000,305554000,627000,233151000,-25043000,208735000,208735000,514289000,30825000,1746000,5303000,14816000,52690000,-1084000,-1084000,-50679000,-50679000,-50679000,927000,927000,-3473000,-2546000,38999000,0,61402000,0.53812,0.1941,0.16061,0.14768,0.05994,1.99195,1.38096,1.46384,0,0.48964,0.48605,3.04864,3.31567,0.97535,0.12682,0.25262,-5.48145,-5.73836
