"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2017_Q3",38.6488888888889,"Down",5.431e+09,-1.65e+09,3.781e+09,-2.418e+09,-7.53e+08,-1.665e+09,1.363e+09,-2.88e+08,-4.24e+08,1.08e+08,1.075e+09,-3.012e+09,-1.937e+09,5.88e+08,-1.349e+09,-1.349e+09,-2.1e+07,-1.37e+09,-1.381e+09,1.433e+09,1.433e+09,1.461e+09,5.943e+09,3.61e+08,5.038e+09,8.837e+09,7.8686e+10,1.09353e+11,-3.0667e+10,2.1161e+10,1.325e+09,1.1004e+10,9.9847e+10,1.08684e+11,4.027e+09,1.92e+09,6.15e+08,1.492e+09,6.305e+09,3.274e+09,3.031e+09,2.419e+09,2.419e+09,1.2751e+10,4.3885e+10,2.6638e+10,2.156e+09,1.6042e+10,8.44e+09,7.0523e+10,8.3274e+10,5.8e+08,1.5103e+10,4.997e+09,2.3952e+10,2.541e+10,1.08684e+11,-1.349e+09,8.6e+08,2.338e+09,-4.31e+08,2.769e+09,-4e+06,-2.03e+08,1.8e+08,1.9e+07,1.845e+09,-1.909e+09,-1.91e+09,-1.91e+09,-1e+08,-2.086e+09,-5.78e+08,1.136e+09,4.57e+08,6.79e+08,2.31e+08,2.31e+08,-2.09e+08,5.8e+08,3.39e+08,3.39e+08,3.39e+08,2.223e+09,5.019e+10,-2.78e+08,0.69619,0.25097,-0.25428,-0.05435,-0.01271,0.2013,0.69304,3.27721,0.4618,-1.38377,-1.37413,5.44188,23.41884,-0.27856,0.57916,-0.00784999999999999,-0.00272,-0.41854,21.93297,35.77183
"28","2017_Q4",41.0815873015873,"Up",6.201e+09,-1.764e+09,4.437e+09,-2.43e+09,-7.67e+08,-1.663e+09,2.007e+09,-2.9e+08,-4.08e+08,8.5e+07,1.717e+09,-1.6e+07,1.701e+09,-5.9e+08,1.111e+09,1.111e+09,-3.1e+07,1.08e+09,1.07e+09,1.841e+09,1.841e+09,1.499e+09,5.862e+09,3.65e+08,5.359e+09,9.202e+09,7.9741e+10,1.10905e+11,-3.1164e+10,2.1372e+10,1.318e+09,1.1248e+10,1.01113e+11,1.10315e+11,4.382e+09,2.353e+09,8.66e+08,1.163e+09,6.084e+09,2.579e+09,3.505e+09,2.137e+09,2.137e+09,1.2603e+10,4.4042e+10,2.7311e+10,2.139e+09,1.6611e+10,8.561e+09,7.1353e+10,8.3956e+10,8.23e+08,1.5318e+10,5.018e+09,2.4905e+10,2.6359e+10,1.10315e+11,1.111e+09,8.81e+08,3.02e+08,2.85e+08,1.7e+07,2.16e+08,3.16e+08,-1.14e+08,1.4e+07,2.51e+09,-1.843e+09,-1.844e+09,-1.844e+09,28999999.9999999,-1.802e+09,-5.82e+08,-8.8e+07,-6.95e+08,6.07e+08,4.46e+08,4.46e+08,-81000000.0000001,-3.05e+08,4.03e+08,4.03e+08,4.03e+08,2.888e+09,5.0126e+10,1.851e+09,0.71553,0.32366,0.17255,0.04059,0.0097,1.72991,0.73014,3.1851,0.45439,1.0668,1.05941,6.18245,24.00997,1.84546,0.58026,0.01592,0.01783,0.54393,16.71918,24.0583
"29","2018_Q1",36.2381967213115,"Down",5.628e+09,-1.981e+09,3.647e+09,-2.464e+09,-7.74e+08,-1.69e+09,1.183e+09,-6.33e+08,-4.46e+08,-1.93e+08,5.5e+08,-2.26e+08,3.24e+08,1.75e+08,4.99e+08,4.99e+08,2e+06,5.01e+08,4.95e+08,2.13e+09,2.13e+09,1.438e+09,6.504e+09,4.52e+08,6.04e+09,1.0072e+10,7.9872e+10,1.11329e+11,-3.1457e+10,2.1061e+10,8.25e+08,1.1582e+10,1.00933e+11,1.11005e+11,4.613e+09,2.53e+09,6.36e+08,1.447e+09,6.331e+09,2.439e+09,3.892e+09,2.65e+09,2.65e+09,1.3594e+10,4.4462e+10,2.7097e+10,2.256e+09,1.6365e+10,8.476e+09,7.1559e+10,8.5153e+10,3.24e+08,1.5507e+10,5.038e+09,2.4491e+10,2.5852e+10,1.11005e+11,4.99e+08,8.93e+08,1.9e+08,1.51e+08,3.9e+07,-4.38e+08,-6.22e+08,1.87e+08,-3e+06,1.144e+09,-2.247e+09,-2.181e+09,-2.181e+09,1.813e+09,-5.06e+08,-5.84e+08,7.01e+08,-1.4e+08,8.41e+08,1.8e+08,1.8e+08,-6.46e+08,-3.49e+08,2.89e+08,2.89e+08,2.89e+08,2.076e+09,5.0793e+10,-7.84e+08,0.64801,0.2102,0.08795,0.01915,0.00446,-1.58384,0.74092,3.29387,0.45757,0.49205,0.48673,5.59443,24.02286,-0.77932,0.58052,0.0104,-0.00756,1.1798,23.44075,41.13525
"30","2018_Q2",37.02796875,"Up",6.372e+09,-2.377e+09,3.995e+09,-2.575e+09,-7.69e+08,-1.806e+09,1.42e+09,-3.27e+08,-4.58e+08,9e+07,1.093e+09,-4.4e+07,1.049e+09,-1.13e+08,9.36e+08,9.36e+08,6e+06,9.42e+08,9.38e+08,2.284e+09,2.284e+09,1.43e+09,5.81e+09,4.32e+08,5.378e+09,9.524e+09,8.0947e+10,1.12867e+11,-3.192e+10,2.1096e+10,8.18e+08,1.1662e+10,1.02043e+11,1.11567e+11,3.382e+09,2.089e+09,3.68e+08,9.25e+08,7.506e+09,4.271e+09,3.235e+09,2.742e+09,2.742e+09,1.363e+10,4.4446e+10,2.7142e+10,2.206e+09,1.6471e+10,8.465e+09,7.1588e+10,8.5218e+10,3.24e+08,1.5657e+10,5.054e+09,2.5e+10,2.6349e+10,1.11567e+11,9.36e+08,8.73e+08,55999999.9999999,3.4e+07,22000000.0000001,-3.56e+08,1.97e+08,-4.25e+08,-1.28e+08,1.509e+09,-1.646e+09,-1.781e+09,-1.781e+09,-2.73e+08,-1.995e+09,-5.86e+08,1.149e+09,1.832e+09,-6.83e+08,1.13e+08,1.13e+08,-4.7e+07,6.29e+08,1.43e+08,1.43e+08,1.43e+08,2.293e+09,5.1952e+10,4.04e+08,0.62696,0.22285,0.14721,0.0356,0.00841,0.4307,0.69875,3.2342,0.46566,0.92779,0.92323,6.30267,24.40752,0.3996,0.57962,0.01445,0.00383,0.62473,21.66071,34.97746
"31","2018_Q3",38.6360317460317,"Up",5.627e+09,-1.847e+09,3.78e+09,-2.656e+09,-7.83e+08,-1.873e+09,1.124e+09,-3.28e+08,-4.7e+08,1.11e+08,7.96e+08,-1.061e+09,-2.65e+08,1.38e+08,-1.27e+08,-1.27e+08,-2.3e+07,-1.5e+08,-1.54e+08,1.98e+09,1.98e+09,1.397e+09,8.242e+09,3.98e+08,5.14e+09,1.1619e+10,7.7192e+10,1.07447e+11,-3.0255e+10,2.3966e+10,7.89e+08,1.5614e+10,1.01158e+11,1.12777e+11,3.821e+09,2.162e+09,5.44e+08,1.115e+09,7.218e+09,4.981e+09,2.237e+09,3.327e+09,3.327e+09,1.4366e+10,4.2483e+10,2.8912e+10,2.009e+09,1.4941e+10,1.1962e+10,7.1395e+10,8.5761e+10,3.24e+08,1.5369e+10,5.066e+09,2.396e+10,2.7016e+10,1.12777e+11,-1.27e+08,8.77e+08,7.09e+08,-3.72e+08,1.081e+09,2.9e+08,-1.03e+08,1.9e+07,3.74e+08,1.749e+09,-1.682e+09,-2.047e+09,-2.047e+09,1.04e+08,-1.629e+09,-6.08e+08,-8.86e+08,7.1e+08,-1.596e+09,1.09e+08,1.09e+08,9.92e+08,-3.93e+08,-2.73e+08,-2.73e+08,-2.73e+08,2.001e+09,4.9701e+10,4.71e+08,0.67176,0.19975,-0.02737,-0.0057,-0.00137,-3.05844,0.80878,3.17445,0.4407,-0.15187,-0.15187,5.54931,23.30966,0.4645,0.59961,0.0043,0.00446,-3.94805,23.84858,42.45641
"32","2018_Q4",38.601746031746,"Down",6.159e+09,-1.791e+09,4.368e+09,-2.314e+09,-7.86e+08,-1.528e+09,2.054e+09,-3.29e+08,-4.58e+08,9.3e+07,1.725e+09,1.2e+08,1.845e+09,-6.23e+08,1.222e+09,1.222e+09,-5.4e+07,1.168e+09,1.164e+09,1.847e+09,1.847e+09,1.418e+09,6.119e+09,3.54e+08,5.358e+09,9.384e+09,7.8432e+10,1.09171e+11,-3.0739e+10,2.3901e+10,7.92e+08,1.5551e+10,1.02333e+11,1.11717e+11,4.528e+09,2.246e+09,1.06e+09,1.222e+09,5.577e+09,2.564e+09,3.013e+09,2.86e+09,2.86e+09,1.2965e+10,4.1425e+10,2.8938e+10,2.017e+09,1.5063e+10,1.1858e+10,7.0363e+10,8.3328e+10,3.24e+08,1.6045e+10,5.14e+09,2.5201e+10,2.8389e+10,1.11717e+11,1.222e+09,8.97e+08,-3.29e+08,52000000.0000001,-3.81e+08,5.36e+08,-56999999.9999999,1.58e+08,4.35e+08,2.326e+09,3.08e+08,-1.965e+09,-1.965e+09,-1.54e+08,1.24e+08,-6.11e+08,-2.686e+09,-2.417e+09,-2.69e+08,6.56e+08,6.56e+08,64999999.9999999,-2.576e+09,-1.26e+08,-1.26e+08,-1.26e+08,2.951e+09,4.7002e+10,4.418e+09,0.70921,0.3335,0.18899,0.041,0.01042,3.79553,0.72379,2.93522,0.42072,1.13783,1.1312,6.02053,24.31769,4.31867,0.59726,0.01701,0.04235,0.524909999999999,15.30159,21.98393
"33","2019_Q1",42.1673770491803,"Up",5.337e+09,-1.938e+09,3.399e+09,-2.827e+09,-7.93e+08,-2.034e+09,5.72e+08,-4.58e+08,-4.56e+08,-4.2e+07,1.14e+08,5999999.99999976,1.2e+08,1.49e+08,2.69e+08,2.69e+08,1.3e+07,2.82e+08,2.78e+08,1.396e+09,1.396e+09,1.465e+09,5.975e+09,4.32e+08,5.15e+09,8.836e+09,8.0797e+10,1.11835e+11,-3.1038e+10,2.7281e+10,7.94e+08,1.8979e+10,1.08078e+11,1.16914e+11,4.738e+09,2.58e+09,6.56e+08,1.502e+09,6.113e+09,2.915e+09,3.198e+09,3.01e+09,3.01e+09,1.3861e+10,4.0736e+10,3.2987e+10,2.147e+09,1.3018e+10,1.7822e+10,7.3723e+10,8.7584e+10,2.91e+08,2.9039e+10,2.9039e+10,2.933e+10,2.933e+10,1.16914e+11,2.69e+08,9.02e+08,6.1e+08,3.75e+08,2.35e+08,-4.2e+08,-4.63e+08,5.39e+08,-3.2e+08,1.361e+09,-4.981e+09,-2.208e+09,-2.208e+09,2.629e+09,-2.26e+09,-6.2e+08,-1.56e+08,3.51e+08,-5.07e+08,2.12e+08,2.12e+08,1.091e+09,5.27e+08,-3.72e+08,-3.72e+08,-3.72e+08,1.474e+09,4.6849e+10,-4.076e+09,0.63687,0.10718,0.05209,0.00948,0.00238,-14.66187,0.63747,2.98616,0.40071,0.26938,0.26705,5.17151,28.13857,-3.94961,0.60078,0.00823,-0.03734,2.23022,30.8365,79.46329
"34","2019_Q2",46.5971428571429,"Up",5.412e+09,-1.824e+09,3.588e+09,-2.392e+09,-7.51e+08,-1.641e+09,1.196e+09,-2.72e+08,-4.3e+08,1.1e+08,9.24e+08,2.495e+09,3.419e+09,-1.36e+09,2.059e+09,2.059e+09,2.9e+07,2.088e+09,2.084e+09,1.361e+09,1.361e+09,1.477e+09,5.76e+09,7.86e+08,4.919e+09,8.598e+09,8.1637e+10,1.12471e+11,-3.0834e+10,2.3861e+10,7.94e+08,1.56e+10,1.05498e+11,1.14096e+11,3.593e+09,2.037e+09,6.71e+08,8.85e+08,3.566e+09,1.251e+09,2.315e+09,2.722e+09,2.722e+09,9.881e+09,4.0457e+10,3.278e+10,2.084e+09,1.4354e+10,1.6342e+10,7.3237e+10,8.3118e+10,2.91e+08,3.0687e+10,3.0687e+10,3.0978e+10,3.0978e+10,1.14096e+11,2.059e+09,8.51e+08,-2.075e+09,1.91e+08,-2.266e+09,-9.1e+07,391263069.08503,-7.83e+08,6.92e+08,7.44e+08,-1.678e+09,-1.678e+09,-1.678e+09,4.144e+09,2.454e+09,-6.23e+08,-2.873e+09,-1.664e+09,-1.209e+09,2.24e+08,2.24e+08,-8.1e+07,-3.353e+09,-1.55e+08,-1.55e+08,-1.55e+08,2.047e+09,4.4023e+10,1.638e+09,0.66297,0.22099,0.38507,0.06727,0.01827,0.785989999999996,0.87015,2.68313,0.38584,2.00771,1.99426,5.21387,29.56358,1.57803,0.60019,0.02512,0.0152,0.29894,20.84123,35.67057
"35","2019_Q3",51.01734375,"Up",5.098e+09,-1.391e+09,3.707e+09,-2.37e+09,-7.55e+08,-1.615e+09,1.337e+09,-2.67e+08,-4.29e+08,1.29e+08,1.07e+09,5e+06,1.075e+09,-1.45e+08,9.3e+08,9.3e+08,-2.9e+07,9.01e+08,8.98e+08,1.383e+09,1.383e+09,1.44e+09,5.529e+09,5.43e+08,4.821e+09,8.352e+09,8.1174e+10,1.11867e+11,-3.0693e+10,2.5341e+10,7.94e+08,1.7158e+10,1.06515e+11,1.14867e+11,3.781e+09,1.978e+09,6.72e+08,1.131e+09,4.546e+09,1.398e+09,3.148e+09,2.672e+09,2.672e+09,1.0999e+10,3.9682e+10,3.2764e+10,2.058e+09,1.4114e+10,1.6592e+10,7.2446e+10,8.3445e+10,2.91e+08,3.1131e+10,3.1131e+10,3.1422e+10,3.1422e+10,1.14867e+11,9.3e+08,7.72e+08,-3.07e+08,8.3e+07,-3.9e+08,3.74e+08,6.53e+08,-2.62e+08,-1.7e+07,1.769e+09,-1.806e+09,-1.806e+09,-1.806e+09,4.76e+08,-1.452e+09,-6.46e+08,1.86e+08,1.47e+08,3.9e+07,2.28e+08,2.28e+08,-6.3e+07,-2.95e+08,2.2e+07,2.2e+07,2.2e+07,2.109e+09,4.4228e+10,8.22e+08,0.72715,0.26226,0.17615,0.02858,0.00782,0.91537,0.75934,2.65562,0.38504,0.86015,0.8528,4.88314,29.81897,0.78736,0.61877,0.01424,0.00757999999999999,0.71938,20.31532,32.04562
"36","2019_Q4",55.10390625,"Up",5.995e+09,-1.518e+09,4.477e+09,-2.334e+09,-7.61e+08,-1.573e+09,2.143e+09,-3e+08,-4.35e+08,9.6e+07,1.843e+09,-1.3e+08,1.713e+09,-3.67e+08,1.346e+09,1.346e+09,-2.6e+07,1.32e+09,1.316e+09,2.931e+09,2.931e+09,1.412e+09,5.574e+09,2.79e+08,5.162e+09,9.917e+09,8.1713e+10,1.12182e+11,-3.0469e+10,2.5961e+10,7.96e+08,1.7795e+10,1.07674e+11,1.17591e+11,3.95e+09,1.898e+09,8.68e+08,1.184e+09,3.855e+09,5.42e+08,3.313e+09,2.729e+09,2.729e+09,1.0534e+10,4.2098e+10,3.2877e+10,1.999e+09,1.4093e+10,1.6785e+10,7.4975e+10,8.5509e+10,2.91e+08,3.1791e+10,3.1791e+10,3.2082e+10,3.2082e+10,1.17591e+11,1.346e+09,8.91e+08,1.298e+09,-2.1e+07,1.319e+09,-1.167e+09,-6.53e+08,-1.1e+08,-3.73e+08,2.368e+09,-1.933e+09,-1.933e+09,-1.933e+09,-1.35e+08,-2.075e+09,-6.5e+08,1.835e+09,-8.56e+08,2.691e+09,1.71e+08,1.71e+08,-1e+08,1.256e+09,1.549e+09,1.549e+09,1.549e+09,3.034e+09,4.5953e+10,3.01e+08,0.74679,0.35746,0.21952,0.04102,0.01119,0.22872,0.94143,2.66533,0.39079,1.25692,1.24739,5.72588,30.3639,0.287489999999999,0.62082,0.01773,0.00271,0.49392,14.17996,20.07559
"37","2020_Q1",56.8659677419355,"Up",4.914e+09,-1.459e+09,3.455e+09,-2.796e+09,-7.71e+08,-2.025e+09,6.59e+08,-3.55e+08,-4.42e+08,4.5e+07,3.04e+08,31000000.0000001,3.35e+08,7.4e+07,4.09e+08,4.09e+08,3.6e+07,4.45e+08,4.41e+08,1.975e+09,1.975e+09,1.388e+09,6.454e+09,3.14e+08,5.769e+09,9.817e+09,8.308e+10,1.13845e+11,-3.0765e+10,2.5803e+10,7.98e+08,1.7886e+10,1.08883e+11,1.187e+11,4.24e+09,2.115e+09,6.59e+08,1.466e+09,5.044e+09,2.055e+09,2.989e+09,3.262e+09,3.262e+09,1.2546e+10,4.1798e+10,3.2306e+10,1.814e+09,1.3966e+10,1.6526e+10,7.4104e+10,8.665e+10,2.91e+08,1.6991e+10,5.257e+09,2.7796e+10,3.205e+10,1.187e+11,4.09e+08,8.17e+08,-1.186e+09,3.58e+08,-1.544e+09,8.6e+08,6.3e+08,4.62e+08,-2.46e+08,9e+08,2.984e+09,-2.138e+09,-2.138e+09,-5.394e+09,-2.319e+09,-6.51e+08,8.65e+08,-9.84e+08,1.849e+09,2.21e+08,-6.23e+08,2.7e+07,4.62e+08,-9.57e+08,-9.57e+08,-9.57e+08,1.476e+09,4.6842e+10,5.246e+09,0.70309,0.13411,0.08974,0.01376,0.00372,11.89569,0.78248,2.70359,0.39463,0.41801,0.41486,4.65782,26.07109,4.97251,0.61706,0.00982,0.04718,1.47619,30.3977,68.08346
"38","2020_Q2",50.4385714285714,"Down",5.018e+09,-1.311e+09,3.707e+09,-2.483e+09,-8.57e+08,-1.626e+09,1.224e+09,-2.77e+08,-4.56e+08,1.37e+08,9.47e+08,3.9e+07,9.86e+08,-1.45e+08,8.41e+08,8.41e+08,3.1e+07,8.72e+08,8.68e+08,2.164e+09,2.164e+09,1.405e+09,5.861e+09,6.67e+08,5.06e+09,9.43e+09,8.3965e+10,1.15145e+11,-3.118e+10,2.5457e+10,7.98e+08,1.747e+10,1.09422e+11,1.18852e+11,2.932e+09,1.653e+09,3.63e+08,9.16e+08,3.519e+09,1.71e+09,1.809e+09,3.102e+09,3.102e+09,9.553e+09,4.4235e+10,3.2857e+10,1.778e+09,1.4352e+10,1.6727e+10,7.7092e+10,8.6645e+10,2.91e+08,3.1916e+10,3.1916e+10,3.2207e+10,3.2207e+10,1.18852e+11,8.41e+08,9.49e+08,4.3e+07,-5.8e+07,1.01e+08,-9.39e+08,3.17e+08,-5.04e+08,-7.52e+08,8.94e+08,-5.78e+08,-1.56e+09,-1.56e+09,-3.11e+08,-8.89e+08,-6.55e+08,9.52e+08,-2.2e+08,1.172e+09,5.2e+07,5.2e+07,-1.64e+08,1.85e+08,1.9e+08,1.9e+08,1.9e+08,2.173e+09,4.7754e+10,8.01e+08,0.73874,0.24392,0.17298,0.02695,0.0073,0.92281,0.98712,2.69025,0.40179,0.82119,0.8135,4.7474,30.19489,0.757810000000001,0.61968,0.0135,0.0071,0.75461,20.98021,37.24673
"39","2020_Q3",49.078125,"Down",4.62e+09,-1.039e+09,3.581e+09,-2.374e+09,-8.73e+08,-1.501e+09,1.207e+09,-2.79e+08,-4.44e+08,1.35e+08,9.28e+08,-3.03e+08,6.25e+08,-5e+06,6.2e+08,6.2e+08,-5e+06,6.15e+08,6.12e+08,1.879e+09,1.879e+09,1.49e+09,5.7e+09,5.02e+08,5.078e+09,9.069e+09,8.5029e+10,1.16506e+11,-3.1477e+10,2.5633e+10,7.97e+08,1.7682e+10,1.10662e+11,1.19731e+11,3.496e+09,1.787e+09,5.44e+08,1.165e+09,2.781e+09,1.185e+09,1.596e+09,3.057e+09,3.057e+09,9.334e+09,4.5138e+10,3.3007e+10,1.789e+09,1.4158e+10,1.706e+10,7.8145e+10,8.7479e+10,2.91e+08,3.1961e+10,3.1961e+10,3.2252e+10,3.2252e+10,1.19731e+11,6.2e+08,8.65e+08,-1.7e+08,-1.6e+08,-1e+07,6.38e+08,-2.5e+07,3.7e+07,6.26e+08,1.953e+09,-1.641e+09,-1.642e+09,-1.642e+09,-4.4e+07,-1.766e+09,-6.77e+08,1.52e+08,-5.25e+08,6.77e+08,7e+06,7e+06,4.9e+07,-4.69e+08,-2.82e+08,-2.82e+08,-2.82e+08,2.072e+09,4.7919e+10,1.074e+09,0.77511,0.26126,0.13247,0.01898,0.00511,1.7549,0.97161,2.71236,0.40022,0.579,0.57573,4.37086,30.23746,1.01608,0.64049,0.01139,0.00949,1.10621,22.22008,38.14416
"40","2020_Q4",55.82046875,"Up",5.62e+09,-1.306e+09,4.314e+09,-2.479e+09,-8.89e+08,-1.59e+09,1.835e+09,-2.57e+08,-4.43e+08,1.53e+08,1.578e+09,0,1.578e+09,-2.93e+08,1.285e+09,1.285e+09,-2.9e+07,1.256e+09,1.252e+09,3.379e+09,3.379e+09,1.522e+09,5.673e+09,2.99e+08,5.239e+09,1.0574e+10,8.6397e+10,1.18496e+11,-3.2099e+10,2.6187e+10,7.99e+08,1.8251e+10,1.12584e+11,1.23158e+11,4.005e+09,1.924e+09,8.17e+08,1.264e+09,4.549e+09,1.71e+08,4.378e+09,3.196e+09,3.196e+09,1.175e+10,4.5581e+10,3.3036e+10,1.753e+09,1.4105e+10,1.7178e+10,7.8617e+10,9.0367e+10,2.91e+08,3.25e+10,3.25e+10,3.2791e+10,3.2791e+10,1.23158e+11,1.285e+09,1.089e+09,2e+08,2.2e+07,1.78e+08,-2.01e+08,-1.67e+08,39000000.0000001,68000000.0000002,2.373e+09,-2.159e+09,-2.163e+09,-2.163e+09,-77999999.9999999,-2.237e+09,-6.76e+08,2.208e+09,-1.014e+09,3.222e+09,4e+06,3999999.99999997,-1.75e+08,1.361e+09,1.497e+09,1.497e+09,1.497e+09,2.924e+09,5.013e+10,8.57e+08,0.76762,0.32651,0.22278,0.03818,0.01017,0.6845,0.89991,2.75585,0.40704,1.18113,1.17891,5.30189,30.66038,0.80849,0.63774,0.01663,0.00739,0.53994,15.98871,25.47738
"41","2021_Q1",56.1762295081967,"Up",5.117e+09,-1.409e+09,3.708e+09,-2.829e+09,-8.99e+08,-1.93e+09,8.79e+08,-3.7e+08,-4.78e+08,6e+07,5.09e+08,-2.02e+08,3.07e+08,5e+07,3.57e+08,3.57e+08,3.4e+07,3.91e+08,3.87e+08,1.065e+09,1.065e+09,1.478e+09,6.074e+09,2.76e+08,5.651e+09,8.617e+09,8.7634e+10,1.20031e+11,-3.2397e+10,2.6684e+10,7.96e+08,1.8759e+10,1.14318e+11,1.22935e+11,4.679e+09,2.312e+09,8.29e+08,1.538e+09,4.116e+09,6.09e+08,3.507e+09,3.284e+09,3.284e+09,1.2079e+10,4.5073e+10,3.3258e+10,2.213e+09,1.3942e+10,1.7103e+10,7.8331e+10,9.041e+10,2.91e+08,1.7102e+10,5.268e+09,2.8263e+10,3.2525e+10,1.22935e+11,3.57e+08,1.002e+09,-1.36e+08,-4.5e+07,-9.1e+07,2.53e+08,-3.47e+08,4.01e+08,2.15e+08,1.476e+09,-2.014e+09,-2.076e+09,-2.076e+09,-1.24e+08,-2.138e+09,-6.77e+08,-1.044e+09,-3.18e+09,2.136e+09,1.1e+07,-6.3e+07,5.7e+07,-1.653e+09,-2.315e+09,-2.315e+09,-2.315e+09,1.881e+09,4.9189e+10,7e+07,0.72464,0.17178,0.07563,0.0119,0.00315,0.18088,0.71339,2.77971,0.40012,0.36578,0.36236,4.83648,26.43856,0.06616,0.63989,0.00925,0.000610000000000001,1.74935,25.58426,54.74858
"42","2021_Q2",60.6131746031746,"Up",5.91e+09,-1.72e+09,4.19e+09,-2.588e+09,-8.71e+08,-1.717e+09,1.602e+09,-3.01e+08,-4.5e+08,1.04e+08,1.301e+09,-4e+06,1.297e+09,-1.9e+08,1.107e+09,1.107e+09,3.2e+07,1.139e+09,1.135e+09,1.77e+09,1.77e+09,1.504e+09,6.195e+09,6.57e+08,5.438e+09,9.469e+09,8.9037e+10,1.21924e+11,-3.2887e+10,2.6887e+10,8.03e+08,1.8959e+10,1.15924e+11,1.25393e+11,3.548e+09,2.058e+09,4.83e+08,1.007e+09,4.627e+09,1.092e+09,3.535e+09,3.411e+09,3.411e+09,1.1586e+10,4.6727e+10,3.3721e+10,2.091e+09,1.4515e+10,1.7115e+10,8.0448e+10,9.2034e+10,2.91e+08,3.3068e+10,3.3068e+10,3.3359e+10,3.3359e+10,1.25393e+11,1.107e+09,9.64e+08,-1.04e+08,1.4e+08,-2.44e+08,-7.25e+08,3.08e+08,-2.16e+08,-7.9e+08,1.242e+09,-1.678e+09,-1.678e+09,-1.678e+09,-2.2e+08,-2.243e+09,-6.78e+08,2.248e+09,1.23e+08,2.125e+09,1.4e+07,-49629707.0761407,1.5e+08,1.734e+09,7.33e+08,7.33e+08,7.33e+08,2.566e+09,5.1354e+10,3.53e+08,0.70897,0.27107,0.19205,0.03402,0.00905,0.31101,0.81728,2.7589,0.40954,1.07075,1.06473,5.57547,31.19623,0.33302,0.63962,0.01531,0.00298,0.59736,19.32346,30.95131
