"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","prepaid_pension_costs","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_revenue_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"41","2020_Q2",100.675079365079,"Down",1.757e+10,-9.648e+09,7.922e+09,-7.58e+09,-5.955e+09,-1.625e+09,3.42e+08,-5.08e+08,-3.26e+08,-1.82e+08,-1.66e+08,1.16e+08,-5e+07,1.226e+09,1.176e+09,1.175e+09,1.175e+09,1.175e+09,1.1865e+10,1.1218e+10,6.47e+08,6.927e+09,1.786e+09,1.8351e+10,2.509e+09,1.3894e+10,3.8929e+10,9.625e+09,3.1089e+10,-2.1464e+10,1.911e+09,1.02936e+11,1.4666e+10,5.7517e+10,8.782e+09,6.933e+09,1.5038e+10,1.14472e+11,1.53401e+11,4.172e+09,4.172e+09,1.1642e+10,2.4858e+10,1.3377e+10,9.133e+09,4.0672e+10,5.2685e+10,3.9916e+10,1.6474e+10,3.769e+09,1.9673e+10,9.2601e+10,1.33273e+11,5.6092e+10,-1.69437e+11,1.62626e+11,-2.9283e+10,1.9998e+10,1.29e+08,2.0127e+10,1.534e+11,1.175e+09,1.634e+09,5.04e+08,1.162e+09,4.475e+09,-5.84e+08,4.6e+07,4.6e+07,-6.3e+08,-6.3e+08,-1.58e+08,9.38e+08,-1.096e+09,1.3e+07,-1.3e+07,-1.73e+08,-9.02e+08,-1.44e+09,1.356e+09,5.86e+08,7.7e+08,-5.285e+09,6.055e+09,-4.4e+07,-1.15e+08,3.458e+09,3.458e+09,-4.03e+08,3.055e+09,1.976e+09,6.4327e+10,1.328e+09,0.45088,0.01946,0.06688,0.05838,0.00766,1.13021,0.95714,6.6216,0.41934,1.26501,1.25511,18.9159,21.5299,1.42973,1.55031,4,0.02103,0.01068,1.22553,26.5496,153.39766
"42","2020_Q3",103.38,"Up",1.8124e+10,-9.423e+09,8.701e+09,-6.83e+09,-5.248e+09,-1.582e+09,1.871e+09,-5.02e+08,-3.23e+08,-1.79e+08,1.369e+09,2.03e+08,1.572e+09,-2.09e+08,1.363e+09,1.362e+09,1.362e+09,1.362e+09,1.4104e+10,1.2041e+10,2.063e+09,6.543e+09,1.869e+09,1.7438e+10,2.26e+09,1.3051e+10,3.9954e+10,9.709e+09,3.1666e+10,-2.1957e+10,1.921e+09,1.02616e+11,1.427e+10,5.7833e+10,8.689e+09,7.254e+09,1.457e+10,1.14246e+11,1.542e+11,4.719e+09,4.719e+09,9.289e+09,2.4434e+10,1.2469e+10,9.338e+09,3.8442e+10,5.5449e+10,3.962e+10,1.6483e+10,3.787e+09,1.935e+10,9.5069e+10,1.33511e+11,5.6135e+10,-1.69386e+11,1.62559e+11,-2.8757e+10,2.0551e+10,1.37e+08,2.0688e+10,1.54199e+11,1.361e+09,1.679e+09,9.3e+07,4.44e+08,3.577e+09,-5.49e+08,3.6e+07,3.6e+07,-5.85e+08,-5.85e+08,-1.378e+09,1.004e+09,-2.382e+09,7.25e+08,-6000000.00000095,-3.3e+07,-1.235e+09,-1.45e+09,-3.8e+07,-1.035e+09,9.97e+08,-3.138e+09,4.135e+09,-1.67e+08,-1.625e+09,7.17e+08,7.17e+08,1.02e+08,8.19e+08,3.55e+09,6.4738e+10,3.654e+09,0.48008,0.10323,0.0751499999999998,0.06584,0.00883,2.68282,1.03933,6.45355,0.41983,1.46402,1.45486,19.48163,22.09043,3.92771,1.55862,5,0.02249,0.02922,1.06461,14.2631,27.06253
"43","2020_Q4",102.86,"Down",1.7559e+10,-9.13e+09,8.429e+09,-6.161e+09,-4.646e+09,-1.515e+09,2.268e+09,-5.75e+08,-3.22e+08,-2.53e+08,1.693e+09,1.34e+08,1.827e+09,-1.29e+08,1.698e+09,1.698e+09,1.698e+09,1.698e+09,1.5593e+10,1.4393e+10,1.2e+09,6.099e+09,1.949e+09,1.6203e+10,2.188e+09,1.4015e+10,3.9844e+10,9.958e+09,3.2432e+10,-2.2474e+10,1.944e+09,1.02381e+11,1.3962e+10,5.8355e+10,8.852e+09,7.636e+09,1.3576e+10,1.14283e+11,1.54127e+11,3.985e+09,3.985e+09,1.0285e+10,2.3724e+10,1.1681e+10,9.668e+09,3.7994e+10,5.5129e+10,3.9671e+10,1.6732e+10,3.82e+09,1.9119e+10,9.48e+10,1.32794e+11,5.6366e+10,-1.6938e+11,1.62806e+11,-2.8584e+10,2.1208e+10,1.26e+08,2.1334e+10,1.54128e+11,1.698e+09,1.683e+09,1.41e+08,7.64e+08,4.286e+09,-6.6e+08,6.5e+07,6.5e+07,-7.25e+08,-7.25e+08,8.26e+08,2.36e+09,-1.534e+09,-2.65e+08,-1.8e+07,-2.34e+08,-3.33e+08,-1.453e+09,-2.5e+08,-1.8e+07,-2.32e+08,-3.79e+08,1.47e+08,-1.4e+07,-1.688e+09,2.265e+09,2.265e+09,1.01e+08,2.366e+09,3.951e+09,6.5414e+10,4.184e+09,0.48004,0.12916,0.0967,0.07959,0.01102,2.46408,1.04869,6.22452,0.42442,1.8211,1.80892,18.83196,22.7455,4.48732,1.55834,5,0.02493,0.0331,0.85571,12.60972,21.96693
"44","2021_Q1",107.977704918033,"Up",1.926e+09,3.887e+09,5.813e+09,-6.252e+09,-4.712e+09,-1.54e+09,-4.39e+08,-5.05e+08,-3.17e+08,-1.88e+08,-9.44e+08,1.67e+08,-7.77e+08,4.72e+08,-3.05e+08,1.355e+09,1.355e+09,1.355e+09,2.4297e+10,2.3697e+10,6e+08,5.79e+09,1.812e+09,7.266e+09,2.784e+09,1.864e+09,3.9165e+10,6.205e+09,2.01e+10,-1.3895e+10,2.187e+09,1.08414e+11,1.3739e+10,5.3765e+10,8.404e+09,7.557e+09,1.1802e+10,1.16806e+11,1.55971e+11,1.2863e+10,4.033e+09,7.116e+09,1.9891e+10,1.198e+10,4.091e+09,3.987e+10,5.4217e+10,4.1159e+10,1.7184e+10,3.758e+09,1.69e+10,9.5376e+10,1.35246e+11,5.6556e+10,-1.69339e+11,1.62717e+11,-2.9337e+10,2.0597e+10,1.29e+08,2.0726e+10,1.55972e+11,1.356e+09,1.699e+09,-3.074e+09,5.879e+09,5.86e+09,-6.37e+08,4.1e+07,4.1e+07,-6.78e+08,-6.78e+08,82000000.0000005,1.316e+09,-1.234e+09,-3.06e+08,-2.99e+08,3.03e+08,-5.58e+08,-1.454e+09,-4.782e+09,-3.86e+08,-4.396e+09,-4.563e+09,1.67e+08,-7.7e+07,-6.293e+09,-9.91e+08,-9.91e+08,1.13e+08,-8.78e+08,1.26e+09,6.1333e+10,6.03e+09,3.01817,-0.22793,0.70353,0.06538,0.00869,4.45018,0.98232,6.52543,0.39323,1.45129,1.44118,2.06286,22.06063,6.45849,1.55732,5,0.0228,0.04894,1.07306,29.39365,-84.36446
"45","2021_Q2",124.900634920635,"Up",1.3187e+10,-6.16e+09,7.027e+09,-6.304e+09,-4.688e+09,-1.616e+09,7.23e+08,-6.26e+08,-2.8e+08,-3.46e+08,9.7e+07,1.46e+08,2.43e+08,1.6e+08,4.03e+08,9.55e+08,9.55e+08,9.55e+08,1.1131e+10,1.0531e+10,6e+08,6.458e+09,1.828e+09,1.4621e+10,2.647e+09,1.1974e+10,3.4038e+10,9.452e+09,3.2269e+10,-2.2817e+10,2.125e+09,1.03013e+11,1.3535e+10,5.9984e+10,8.953e+09,7.8e+09,1.2741e+10,1.1459e+11,1.48628e+11,1.2555e+10,4.14e+09,5.198e+09,1.879e+10,1.4197e+10,4.593e+09,3.6543e+10,5.1206e+10,3.9367e+10,1.7346e+10,4.153e+09,1.7868e+10,9.0573e+10,1.27116e+11,5.6788e+10,-1.6936e+11,1.62218e+11,-2.8257e+10,2.1389e+10,1.24e+08,2.1513e+10,1.48629e+11,9.55e+08,1.672e+09,2.2e+08,2.066e+09,4.913e+09,-3.55e+08,1.39e+08,1.39e+08,-4.94e+08,-4.94e+08,-3.26e+08,5.49e+08,-8.75e+08,-1.135e+09,-1.12e+09,-1.84e+08,-2e+09,-1.457e+09,-4.299e+09,-8.9e+07,-4.21e+09,-4.261e+09,5.1e+07,-4.1e+07,-5.782e+09,-2.869e+09,-2.869e+09,-1.34e+08,-3.003e+09,2.395e+09,5.6404e+10,3.946e+09,0.53287,0.05483,0.07242,0.04439,0.00643,4.13194,0.93145,5.9088,0.3795,1.02171,1.01253,14.10819,22.88314,4.22165,1.55878,4,0.02057,0.03365,1.52565,18.90313,62.61826
"46","2021_Q3",123.46546875,"Down",1.4217e+10,-6.365e+09,7.852e+09,-6.489e+09,-4.848e+09,-1.641e+09,1.363e+09,-5.82e+08,-2.81e+08,-3.01e+08,7.81e+08,1.32e+08,9.13e+08,-1.02e+08,8.11e+08,1.326e+09,1.326e+09,1.326e+09,7.95e+09,7.35e+09,6e+08,6.827e+09,1.807e+09,1.419e+10,2.768e+09,1.1422e+10,3.0774e+10,9.423e+09,3.2575e+10,-2.3152e+10,2.01e+09,1.04607e+11,1.3539e+10,6.1645e+10,8.954e+09,8.046e+09,1.2423e+10,1.1604e+11,1.46814e+11,1.1723e+10,4.214e+09,6.442e+09,1.8452e+10,1.3272e+10,5.18e+09,3.6617e+10,4.8735e+10,3.9397e+10,1.7265e+10,4.113e+09,1.8019e+10,8.8132e+10,1.24749e+11,5.6912e+10,-1.69404e+11,1.62086e+11,-2.7652e+10,2.1942e+10,1.25e+08,2.2067e+10,1.46816e+11,1.325e+09,1.68e+09,9.3e+07,-4.72e+08,2.626e+09,-4.84e+08,7.6e+07,7.6e+07,-5.6e+08,-5.6e+08,-2.52e+08,7.63e+08,-1.015e+09,-1.756e+09,-1.746e+09,-1.79e+08,-2.671e+09,-1.467e+09,-1.5e+09,2.1e+07,-1.521e+09,-1.713e+09,1.92e+08,-1.93e+08,-3.131e+09,-3.176e+09,-3.176e+09,6.9e+07,-3.107e+09,3.043e+09,5.5177e+10,2.189e+09,0.5523,0.09587,0.09327,0.06009,0.00903,1.65083,0.84043,5.65319,0.37583,1.41863,1.40588,15.21014,23.47477,2.34191,1.56948,6,0.02395,0.01877,1.10633,15.51988,34.6493
"47","2021_Q4",117.2828125,"Down",1.3251e+10,-6.145e+09,7.106e+09,-5.912e+09,-4.306e+09,-1.606e+09,1.194e+09,-5.34e+08,-2.9e+08,-2.44e+08,6.6e+08,1.53e+08,8.13e+08,2.24e+08,1.037e+09,1.13e+09,1.13e+09,1.13e+09,8.055e+09,7.455e+09,6e+08,6.609e+09,1.891e+09,1.3412e+10,2.954e+09,1.0458e+10,2.9967e+10,9.138e+09,3.2349e+10,-2.3211e+10,1.996e+09,1.03114e+11,1.3025e+10,6.1378e+10,8.967e+09,8.197e+09,1.1547e+10,1.14248e+11,1.44215e+11,1.0927e+10,4.248e+09,7.575e+09,1.7329e+10,1.2264e+10,5.065e+09,3.5831e+10,4.6926e+10,3.91e+10,1.6764e+10,3.965e+09,1.8371e+10,8.6026e+10,1.21857e+11,5.7189e+10,-1.69406e+11,1.61747e+11,-2.7302e+10,2.2228e+10,1.29e+08,2.2357e+10,1.44214e+11,1.13e+09,1.684e+09,2.56e+08,-3.56e+08,2.714e+09,-4.61e+08,9.7e+07,9.7e+07,-5.58e+08,-5.58e+08,1.25e+08,832244213.877805,-1080463013.61061,-1.01e+08,-1735869122.99073,-1.92e+08,-6.29e+08,-1.471e+09,-2.88e+08,1742528.69831073,1686051321.69133,-273506660.046202,1959557981.73753,-1.8e+07,-1.75e+09,3.35e+08,3.35e+08,-9.4e+07,2.41e+08,2.878e+09,5.4501e+10,1.837e+09,0.53626,0.09011,0.08528,0.05054,0.00784,1.62566,0.83634,5.45051,0.37791,1.26215,1.25,14.80063,24.82743,2.05183,1.64302,6,0.02243,0.01584,1.30177,16.13829,38.8995
"48","2022_Q1",123.491612903226,"Up",1.6696e+10,-7.195e+09,9.501e+09,-6.528e+09,-4.903e+09,-1.625e+09,2.973e+09,-2.86e+08,-3.04e+08,1.8e+07,2.687e+09,1.81e+08,2.868e+09,-4.06e+08,2.462e+09,2.332e+09,2.332e+09,2.332e+09,1.4471e+10,6.65e+09,7.821e+09,7.756e+09,1.65e+09,5.663e+09,3.466e+09,2.197e+09,2.954e+10,5.695e+09,2.0085e+10,-1.439e+10,1.823e+09,9.4945e+10,1.2511e+10,5.5643e+10,7.37e+09,9.85e+09,9.571e+09,1.02463e+11,1.32003e+11,1.0136e+10,3.955e+09,6.787e+09,1.6696e+10,1.2518e+10,4.178e+09,3.3619e+10,4.4917e+10,3.447e+10,1.4435e+10,3.577e+09,1.6458e+10,7.9387e+10,1.13006e+11,5.7319e+10,-1.69392e+11,1.54209e+11,-2.3234e+10,1.8902e+10,9.5e+07,1.8997e+10,1.32003e+11,2.333e+09,1.381e+09,-1.895e+09,7.24e+08,2.543e+09,-3.75e+08,7.5e+07,7.5e+07,-4.5e+08,-4.5e+08,3.9e+07,707837227.013149,-1013621917.7522,-1.87e+08,-1287371260.08501,-1.51e+08,-6.74e+08,-1.474e+09,-2.028e+09,-6227481.73743863,3767287204.71266,-182676965.483946,3949964170.19661,-6.7e+07,-2.691e+09,-8.22e+08,-8.22e+08,-26000000.0000001,-8.48e+08,4.354e+09,5.1704e+10,5.109e+09,0.56906,0.17807,0.13967,0.12276,0.01767,2.19082,0.87867,5.94862,0.39169,2.6509,2.73196,18.9792,21.48687,5.80766,1.67557,7,0.03619,0.04858,0.63208,8.55145,12.52371
"49","2022_Q2",129.463870967742,"Up",1.4197e+10,-6.862e+09,7.335e+09,-6.276e+09,-4.597e+09,-1.679e+09,1.059e+09,-5.57e+08,-3.11e+08,-2.46e+08,5.02e+08,1.21e+08,6.23e+08,3.9e+07,6.62e+08,7.33e+08,7.33e+08,7.33e+08,1.7243e+10,1.6693e+10,5.5e+08,5.963e+09,1.776e+09,6.35e+09,3.548e+09,2.802e+09,3.1332e+10,5.558e+09,2.0006e+10,-1.4448e+10,1.771e+09,9.4614e+10,1.2312e+10,5.6106e+10,7.567e+09,9.995e+09,8.634e+09,1.01943e+11,1.33275e+11,8.95e+09,3.453e+09,7.69e+09,1.7417e+10,1.3526e+10,3.891e+09,3.4057e+10,4.6545e+10,3.3562e+10,1.3937e+10,3.423e+09,1.6202e+10,8.0107e+10,1.14164e+11,5.7603e+10,-1.69422e+11,1.53401e+11,-2.2532e+10,1.905e+10,6.2e+07,1.9112e+10,1.33276e+11,7.33e+08,1.256e+09,1.83e+08,1.076e+09,3.248e+09,-2.09e+08,7.2e+07,7.2e+07,-2.81e+08,-2.81e+08,-3.43e+08,6.82e+08,-1.025e+09,-6.37e+08,-6.98e+08,-1.69e+08,-1.358e+09,-1.475e+09,2.947e+09,-8e+06,2.955e+09,-1.129e+09,4.084e+09,-8e+07,1.377e+09,3.267e+09,3.267e+09,-5e+06,3.262e+09,2.315e+09,5.4235e+10,3.143e+09,0.51666,0.07459,0.05163,0.03835,0.0055,4.28786,0.91999,5.97342,0.40694,0.81608,0.80852,15.80606,21.20908,3.49922,1.64217,5,0.02065,0.0294,2.01228,15.97927,34.93107
"50","2022_Q3",127.42796875,"Down",1.5536e+10,-7.244e+09,8.292e+09,-6.528e+09,-4.855e+09,-1.673e+09,1.764e+09,-2.16e+08,-2.96e+08,8e+07,1.548e+09,1.76e+08,1.724e+09,-2.57e+08,1.467e+09,1.394e+09,1.394e+09,1.394e+09,1.4177e+10,1.3653e+10,523999999.999998,5.867e+09,1.684e+09,6.167e+09,3.414e+09,2.753e+09,2.7895e+10,5.275e+09,1.9079e+10,-1.3804e+10,1.689e+09,9.2642e+10,1.1571e+10,5.5039e+10,7.073e+09,9.93e+09,9.029e+09,9.9606e+10,1.27501e+11,9.131e+09,3.707e+09,5.981e+09,1.6733e+10,1.2522e+10,4.211e+09,3.1845e+10,4.4328e+10,3.1855e+10,1.3118e+10,3.069e+09,1.5668e+10,7.6183e+10,1.08028e+11,5.7802e+10,-1.69522e+11,1.53298e+11,-2.2169e+10,1.9409e+10,6.7e+07,1.9476e+10,1.27504e+11,1.392e+09,1.246e+09,2.05e+08,-1.522e+09,1.321e+09,-3.21e+08,1.8e+07,1.8e+07,-3.39e+08,-3.39e+08,-2.82e+08,1.029e+09,-1.311e+09,9.47e+08,-2.6e+08,-1.72e+08,1.72e+08,-1.488e+09,-2.513e+09,-1e+06,-2.512e+09,-2.83e+09,3.18e+08,-2.35e+08,-4.196e+09,-2.703e+09,-2.703e+09,-2.62e+08,-2.965e+09,3.01e+09,5.0309e+10,1.424e+09,0.53373,0.11354,0.08973,0.07158,0.01093,1.02152,0.87596,5.54672,0.39458,1.55009,1.53322,17.27566,21.58234,1.58345,1.65462,6,0.02836,0.01401,1.06743,12.00399,20.48299
