"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","trading_account_profits_losses","investment_income_loss","commissions_fees_earned","other_non_interest_income","net_revenue_after_provisions","total_non_interest_expense","commissions_fees_paid","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","short_long_term_investments","trading_securities","intangible_assets","goodwill","customer_acceptances_liabilities","other_assets","total_assets","total_deposits","short_term_debt","securities_sold_under_repo","trading_account_liabilities","short_term_borrowings","long_term_debt","other_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","other_share_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","net_change_in_loans_interbank","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",39.8701587301587,"Up",9.503e+09,7.51e+08,2.106e+09,-1.355e+09,8.752e+09,2.931e+09,1.63e+08,5.459e+09,1.99e+08,9.503e+09,-6.861e+09,-1.086e+09,-5.775e+09,2.642e+09,2.642e+09,2.642e+09,-8.46e+08,1.796e+09,1.791e+09,-3.4e+07,1.757e+09,-1.7e+08,1.587e+09,2.5008e+10,5.76107e+11,2.90802e+11,2.567e+09,6.591e+09,5.4917e+10,5.8767e+10,8.41016e+11,1.44913e+11,2.19927e+11,6.7559e+10,1.3481e+11,1.7558e+10,1.84112e+11,2.12097e+11,7.61049e+11,8.52e+09,2.0215e+10,2e+07,2.314e+10,-2.945e+09,-3.746e+09,5.6325e+10,-2.488e+09,7.8826e+10,1.141e+09,7.9967e+10,8.41016e+11,1.791e+09,4.55e+08,2.55e+08,-1.675e+10,-1.4249e+10,-3.73e+08,9.557e+09,-4.221e+09,4.863e+09,-4.43e+08,1.2879e+10,-5.48e+08,-7.196e+09,-4.9e+07,4.643e+09,-4.743e+09,-4.743e+09,6.92e+08,-4.051e+09,3.097e+09,4.04039e+11,-1.318e+10,0.27802,0.167,0.01985,0.00189,-8.30498,9.51704,0.48042,0.8861,0.86721,5.30597,39.25516,-7.35902,0.24735,0.00241,-0.01567,0.27914,122.3865,143.46366
"31","2017_Q4",43.681746031746,"Up",9.197e+09,7.83e+08,2.34e+09,-1.557e+09,8.414e+09,2.704e+09,1.67e+08,5.343e+09,2e+08,9.197e+09,-6.715e+09,-1.056e+09,-5.659e+09,2.482e+09,2.482e+09,2.482e+09,-6.97e+08,1.785e+09,1.791e+09,-1e+07,1.781e+09,-9.3e+07,1.688e+09,2.4047e+10,5.88273e+11,2.85088e+11,2.491e+09,6.59e+09,5.4388e+10,6.3654e+10,8.53693e+11,1.54639e+11,2.12181e+11,6.9613e+10,1.27237e+11,1.5331e+10,1.91677e+11,2.15082e+11,7.73579e+11,8.52e+09,2.051e+10,2e+07,2.3389e+10,-2.899e+09,-5.062e+09,5.7554e+10,-2.544e+09,7.8978e+10,1.136e+09,8.0114e+10,8.53693e+11,1.791e+09,4.51e+08,2.64e+08,3.104e+09,5.61e+09,-4.54e+08,-7.007e+09,-4.024e+09,-1.1523e+10,-6.08e+08,2.451e+09,-1.299e+09,9.726e+09,-1.02e+08,1.0168e+10,4.255e+09,4.255e+09,1.837e+09,6.092e+09,2.933e+09,4.03858e+11,6.28e+09,0.26987,0.18354,0.02107,0.00198,3.72038,9.65598,0.47307,0.95045,0.92849,5.17849,39.6723,3.53604,0.34234,0.00269,0.00736,0.36019,129.49574,153.02619
"32","2018_Q1",48.0316393442623,"Up",9.5e+09,9.95e+08,2.586e+09,-1.591e+09,8.505e+09,2.246e+09,3.25e+08,5.714e+09,2.2e+08,9.5e+09,-7.029e+09,-1.084e+09,-5.945e+09,2.471e+09,2.471e+09,2.471e+09,-1.81e+09,6.61e+08,6.63e+08,-2e+07,6.43e+08,-1.7e+08,4.73e+08,2.4816e+10,6.28278e+11,2.98282e+11,2.448e+09,6.597e+09,5.6187e+10,2.7801e+10,8.51733e+11,1.59436e+11,2.12582e+11,7.0016e+10,1.31295e+11,1.1271e+10,1.92582e+11,2.08667e+11,7.73267e+11,8.52e+09,2.0658e+10,2e+07,2.3545e+10,-2.907e+09,-6.304e+09,5.7577e+10,-3.06e+09,7.7391e+10,1.075e+09,7.8466e+10,8.51733e+11,6.63e+08,4.13e+08,2.995e+09,-27000000.0000038,4.044e+09,-4.52e+08,-1.62e+08,-2.775e+09,-3.563e+09,-5.23e+08,-4.406e+09,-1.284e+09,4.797e+09,1.44e+08,-1.272e+09,-791000000.000003,-791000000.000003,2.64e+08,-527000000.000001,2.884e+09,4.05164e+11,4.215e+09,0.26011,0.04979,0.00603,0.00056,8.91121,9.8548,0.47569,0.26998,0.26366,5.42237,39.30993,2.40582,0.29852,0.00117,0.00495,1.10571,131.88211,153.92473
"33","2018_Q2",45.5565625,"Down",1.1077e+10,9.75e+08,2.86e+09,-1.885e+09,1.0102e+10,3.77e+09,1.26e+08,5.999e+09,2.07e+08,1.1077e+10,-7.657e+09,-1.137e+09,-6.52e+09,3.42e+09,3.42e+09,3.42e+09,-7.14e+08,2.706e+09,2.704e+09,-3.6e+07,2.668e+09,-9.3e+07,2.575e+09,2.9073e+10,6.19935e+11,2.73044e+11,2.427e+09,6.706e+09,6.6835e+10,3.0293e+10,8.58495e+11,1.60424e+11,2.14429e+11,6.5131e+10,1.39023e+11,1.0275e+10,1.94964e+11,2.09189e+11,7.79006e+11,8.52e+09,2.0373e+10,2e+07,2.326e+10,-2.907e+09,-7.462e+09,6.0009e+10,-3.406e+09,7.8034e+10,1.455e+09,7.9489e+10,8.58495e+11,2.704e+09,3.9e+08,3.47e+08,9.207e+09,1.2648e+10,-4.1e+08,-2.547e+09,-3.801e+09,-6.922e+09,-5.99e+08,1.892e+09,-1.868e+09,9.88e+08,-5e+07,3.63e+08,6.089e+09,6.089e+09,8.6e+08,6.949e+09,3.81e+09,4.09393e+11,1.3321e+10,0.30875,0.23246,0.03239,0.003,5.1732,9.80017,0.47687,1.47989,1.45398,6.36609,39.95057,7.65575,0.34425,0.0037,0.01552,0.23262,99.82152,111.20468
"34","2018_Q3",42.8104761904762,"Down",1.061e+10,9.06e+08,3.294e+09,-2.388e+09,9.704e+09,3.293e+09,1.47e+08,6.021e+09,2.43e+08,1.061e+10,-7.501e+09,-1.189e+09,-6.312e+09,3.109e+09,3.109e+09,3.109e+09,-6.4e+08,2.469e+09,2.467e+09,-3e+07,2.437e+09,-1.7e+08,2.267e+09,3.0176e+10,6.30706e+11,2.66438e+11,2.332e+09,6.692e+09,6.1714e+10,3.162e+10,8.75875e+11,1.72802e+11,2.12619e+11,6.337e+10,1.39359e+11,9.89e+09,1.92244e+11,2.17704e+11,7.95369e+11,8.52e+09,2.0645e+10,2e+07,2.3454e+10,-2.829e+09,-8.821e+09,6.1835e+10,-3.07e+09,7.9109e+10,1.397e+09,8.0506e+10,8.75875e+11,2.467e+09,5.17e+08,1.5e+08,-1.5863e+10,-1.2729e+10,-4.98e+08,-1.141e+09,-7.59e+08,-2.381e+09,-5.16e+08,1.086e+09,-1.305e+09,1.2378e+10,-1.8e+08,1.1463e+10,-3.647e+09,-3.647e+09,-2.108e+09,-5.755e+09,3.626e+09,4.04863e+11,-1.2095e+10,0.29303,0.21367,0.02816,0.00259,-5.33524,9.87962,0.46224,1.31802,1.29691,6.1686,41.04012,-7.03198,0.3,0.00318,-0.01381,0.22761,103.33343,120.51689
"35","2018_Q4",38.4947619047619,"Down",9.872e+09,9.36e+08,3.627e+09,-2.691e+09,8.936e+09,2.752e+09,1.36e+08,5.75e+09,2.98e+08,9.872e+09,-7.021e+09,-1.129e+09,-5.892e+09,2.851e+09,2.851e+09,2.851e+09,-6.96e+08,2.155e+09,2.154e+09,-4.2e+07,2.112e+09,-9.3e+07,2.019e+09,3.6641e+10,6.39777e+11,2.83188e+11,2.24e+09,6.68e+09,6.0839e+10,2.7616e+10,8.65517e+11,1.75185e+11,2.1125e+11,7.2161e+10,1.29032e+11,1.0057e+10,1.90889e+11,2.08119e+11,7.85443e+11,8.52e+09,2.0887e+10,2e+07,2.3664e+10,-2.797e+09,-1.0035e+10,6.333e+10,-3.999e+09,7.8703e+10,1.371e+09,8.0074e+10,8.65517e+11,2.154e+09,4.68e+08,2.19e+08,1.1724e+10,1.4565e+10,-4.53e+08,-1.075e+09,-3.137e+09,-4.763e+09,-6.73e+08,1.146e+09,-1.207e+09,2.383e+09,-1.13e+08,1.536e+09,1.1338e+10,1.1338e+10,-4.46e+08,1.0892e+10,3.319e+09,4.02139e+11,1.5286e+10,0.2888,0.20452,0.02521,0.00233,7.57107,9.80896,0.46462,1.18975,1.16908,5.81732,41.3571,9.00766,0.39658,0.00311,0.01766,0.33333,110.12293,128.19993
"36","2019_Q1",37.3883606557377,"Down",8.548e+09,9.89e+08,4.111e+09,-3.122e+09,7.559e+09,1.736e+09,2.8e+07,5.8e+09,-5e+06,8.548e+09,-6.691e+09,-1.203e+09,-5.488e+09,1.857e+09,1.857e+09,1.857e+09,-3e+08,1.557e+09,1.558e+09,-2.7e+07,1.531e+09,-1.7e+08,1.361e+09,3.0541e+10,6.09615e+11,2.66299e+11,2.163e+09,6.688e+09,5.3298e+10,3.1405e+10,8.53531e+11,1.8782e+11,1.9788e+11,6.1667e+10,1.26747e+11,9.466e+09,1.89662e+11,1.96763e+11,7.72125e+11,8.52e+09,2.0978e+10,2e+07,2.3794e+10,-2.836e+09,-1.1135e+10,6.4175e+10,-2.292e+09,8.0246e+10,1.16e+09,8.1406e+10,8.53531e+11,1.558e+09,4.69e+08,6.38e+08,-9.844e+09,-7.179e+09,-5.04e+08,-7.161e+09,-1.097e+09,-8.815e+09,-5.87e+08,-7.2e+07,-1.186e+09,1.2635e+10,5.3e+07,1.0843e+10,-5.151e+09,-5.151e+09,-1.34e+08,-5.285e+09,2.326e+09,3.87542e+11,-7721999999.99999,0.21724,0.15922,0.01672,0.00159,-5.67377,9.48487,0.45405,0.81254,0.79777,5.10328,42.82149,-4.61015,0.35045,0.00228,-0.00905,0.4313,153.4828,192.2461
"37","2019_Q2",39.8793650793651,"Up",1.0286e+10,1.014e+09,4.29e+09,-3.276e+09,9.272e+09,3.441e+09,2.73e+08,5.257e+09,3.01e+08,1.0286e+10,-7.331e+09,-1.107e+09,-6.224e+09,2.955e+09,2.955e+09,2.955e+09,-4.87e+08,2.468e+09,2.468e+09,-3.9e+07,2.429e+09,-9.3e+07,2.336e+09,3.5472e+10,6.33631e+11,2.64818e+11,2.084e+09,6.686e+09,5.2667e+10,3.4356e+10,8.75964e+11,1.79731e+11,2.13064e+11,6.0456e+10,1.44565e+11,8.043e+09,1.90691e+11,2.10586e+11,7.94072e+11,8.52e+09,2.0198e+10,2e+07,2.3178e+10,-3e+09,-1.1582e+10,6.6061e+10,-2.473e+09,8.0724e+10,1.168e+09,8.1892e+10,8.75964e+11,2.468e+09,6.58e+08,3.29e+08,1.3586e+10,1.7041e+10,-5.29e+08,-5.357e+09,-1.329e+09,-7.227e+09,-6.63e+08,-5.411e+09,-1.645e+09,-8.089e+09,-5.6e+07,-1.5864e+10,-6.05e+09,-6.05e+09,-4.64e+08,-6.514e+09,3.613e+09,4.03755e+11,1.7157e+10,0.28728,0.2271,0.02853,0.00267,7.34461,9.69658,0.46093,1.40893,1.39296,6.20386,43.54885,10.34801,0.39988,0.00342,0.01959,0.28382,101.93274,124.63046
"38","2019_Q3",38.49046875,"Down",1.0244e+10,1.029e+09,4.506e+09,-3.477e+09,9.215e+09,2.732e+09,4.41e+08,5.789e+09,2.53e+08,1.0244e+10,-7.341e+09,-1.167e+09,-6.174e+09,2.903e+09,2.903e+09,2.903e+09,-6.57e+08,2.246e+09,2.246e+09,-4.5e+07,2.201e+09,-1.7e+08,2.031e+09,3.8257e+10,6.59191e+11,2.86965e+11,2.276e+09,7.158e+09,5.3381e+10,3.541e+10,8.91959e+11,1.76593e+11,2.24005e+11,7.2619e+10,1.39405e+11,1.1981e+10,1.97848e+11,2.10668e+11,8.09114e+11,8.52e+09,2.0577e+10,2e+07,2.3446e+10,-2.889e+09,-1.291e+10,6.7588e+10,-2.051e+09,8.1724e+10,1.121e+09,8.2845e+10,8.91959e+11,2.246e+09,6.75e+08,3.17e+08,7.293e+09,1.0531e+10,-4.79e+08,-5.795e+09,-3.557e+09,-1.0595e+10,-7.49e+08,3.804e+09,-1.264e+09,-3.138e+09,-5e+07,-1.397e+09,-1.461e+09,-1.461e+09,3.59e+08,-1.102e+09,3.578e+09,4.21853e+11,1.1049e+10,0.28339,0.19826,0.02452,0.00228,5.44018,9.7666,0.47295,1.24296,1.22719,6.26928,44.80049,6.76193,0.45838,0.00312,0.01239,0.36878,107.20961,132.13779
"39","2019_Q4",42.96265625,"Up",1.0032e+10,1.218e+09,4.35e+09,-3.132e+09,8.814e+09,2.608e+09,8.7e+07,5.988e+09,1.31e+08,1.0032e+10,-7.322e+09,-1.168e+09,-6.154e+09,2.71e+09,2.71e+09,2.71e+09,-4.92e+08,2.218e+09,2.218e+09,-4.5e+07,2.173e+09,-1.13e+08,2.06e+09,3.5721e+10,6.57168e+11,2.77423e+11,2.211e+09,7.139e+09,5.9514e+10,3.4288e+10,9.02604e+11,1.80738e+11,2.22394e+11,6.9153e+10,1.43405e+11,9.836e+09,1.93659e+11,2.22263e+11,8.19054e+11,8.52e+09,2.0804e+10,2e+07,2.3649e+10,-2.865e+09,-1.4415e+10,6.9071e+10,-1.598e+09,8.2382e+10,1.168e+09,8.355e+10,9.02604e+11,2.218e+09,6.54e+08,2.83e+08,1.0182e+10,1.3337e+10,-4.52e+08,-2.182e+09,-5.193e+09,-7.899e+09,-6.7e+08,-5.674e+09,-1.538e+09,4.143e+09,-1.8e+08,-3.919e+09,1.519e+09,1.519e+09,-1.443e+09,7.6e+07,3.364e+09,4.16053e+11,1.3586e+10,0.27014,0.20534,0.02466,0.00228,6.59515,9.80316,0.46095,1.28429,1.26613,6.25436,46.04863,8.47007,0.41771,0.00302,0.01505,0.32524,113.05945,140.34391
"40","2020_Q1",43.0277419354839,"Up",1.0976e+10,1.433e+09,3.952e+09,-2.519e+09,9.543e+09,2.493e+09,7.39e+08,6.131e+09,1.8e+08,1.0815e+10,-8.082e+09,-1.188e+09,-6.894e+09,2.733e+09,2.733e+09,2.733e+09,-4.28e+08,2.305e+09,2.305e+09,-6.6e+07,2.239e+09,-1.54e+08,2.085e+09,8.2171e+10,6.27444e+11,2.9711e+11,2.107e+09,7.143e+09,5.5646e+10,3.2694e+10,8.95429e+11,1.90356e+11,2.1076e+11,6.2706e+10,1.33356e+11,1.4698e+10,1.92627e+11,2.18989e+11,8.12732e+11,8.52e+09,2.1037e+10,2e+07,2.3935e+10,-2.918e+09,-1.5809e+10,7.0589e+10,-2.788e+09,8.1549e+10,1.148e+09,8.2697e+10,8.95429e+11,2.305e+09,6.56e+08,1.0153e+10,-1.3411e+10,-1.36e+08,-3.66e+08,-89000000.0000005,-7.28e+09,-7.84e+09,-5.45e+08,1.033e+09,-1.01e+09,9.597e+09,1.39e+08,9.214e+09,1.238e+09,1.238e+09,1.277e+09,2.515e+09,3.389e+09,4.03387e+11,-9.96e+09,0.249,0.18996,0.02521,0.00233,-4.77698,9.82783,0.4505,1.32634,1.30231,6.98219,46.45611,-6.33588,0.34669,0.00294,-0.01112,0.26139,94.78194,117.53238
"41","2020_Q2",38.6960317460317,"Down",9.779e+09,1.356e+09,3.503e+09,-2.147e+09,8.423e+09,2.801e+09,3.8e+07,6.048e+09,-4.64e+08,9.372e+09,-7.226e+09,-1.189e+09,-6.037e+09,2.146e+09,2.146e+09,2.146e+09,-3.66e+08,1.78e+09,1.78e+09,-8.2e+07,1.698e+09,-1.08e+08,1.59e+09,1.31509e+11,5.90708e+11,2.70916e+11,2.021e+09,7.125e+09,7.4424e+10,3.7208e+10,9.47795e+11,2.35239e+11,2.12581e+11,5.7447e+10,1.42076e+11,1.3058e+10,1.94856e+11,2.17891e+11,8.60567e+11,8.52e+09,2.036e+10,2e+07,2.3428e+10,-3.088e+09,-1.6633e+10,7.1518e+10,2.095e+09,8.586e+10,1.368e+09,8.7228e+10,9.47795e+11,1.78e+09,8.24e+08,1.54e+08,2.0671e+10,2.3836e+10,-3.54e+08,-7.418e+09,-1.3243e+10,-2.1108e+10,-6.88e+08,5.893e+09,-1.782e+09,4.4694e+10,-1.63e+08,4.7954e+10,5.0682e+10,5.0682e+10,-1.344e+09,4.9338e+10,2.97e+09,4.07437e+11,2.3653e+10,0.21945,0.16259,0.01823,0.00168,14.8761,9.86572,0.42988,1.02251,1.01081,6.28875,49.73633,15.21093,0.44244,0.0024,0.02496,0.4327,92.90505,128.57782
"42","2020_Q3",46.75265625,"Up",1.366e+10,1.6e+09,2.358e+09,-7.58e+08,1.206e+10,4.803e+09,2.75e+08,6.509e+09,4.73e+08,1.3421e+10,-9.066e+09,-1.251e+09,-7.815e+09,4.355e+09,4.355e+09,4.355e+09,-1.119e+09,3.236e+09,3.236e+09,-4e+07,3.196e+09,-1.49e+08,3.047e+09,1.06276e+11,6.67267e+11,3.00391e+11,1.958e+09,7.329e+09,6.229e+10,3.3631e+10,9.75363e+11,2.36849e+11,2.24759e+11,6.1341e+10,1.49756e+11,1.3662e+10,2.05464e+11,2.20282e+11,8.87354e+11,8.52e+09,2.0784e+10,2e+07,2.3782e+10,-3.018e+09,-1.6675e+10,7.4015e+10,999999.999999523,8.6645e+10,1.364e+09,8.8009e+10,9.75363e+11,3.236e+09,6.86e+08,394000000.000002,-2.1365e+10,-1.681e+10,-4.28e+08,-1.658e+10,4.543e+09,-1.251e+10,-6.4e+08,2.721e+09,-2.8e+07,1593000000.00001,-999999.99999994,3.645e+09,-2.5675e+10,-2.5675e+10,4.42e+08,-2.5233e+10,5.041e+09,4.30223e+11,-1.5633e+10,0.31881,0.22306,0.03462,0.00312,-5.13062000000001,10.08254,0.44109,1.97729,1.95697,8.86437,50.6976,-10.14471,0.41531,0.00378,-0.01603,0.21004,64.26245,74.38507
"43","2020_Q4",53.65015625,"Up",1.1721e+10,1.486e+09,2.056e+09,-5.7e+08,1.0235e+10,3.15e+09,3.46e+08,6.527e+09,2.12e+08,1.161e+10,-8.123e+09,-1.239e+09,-6.884e+09,3.487e+09,3.487e+09,3.487e+09,-7.36e+08,2.751e+09,2.751e+09,-3.4e+07,2.717e+09,-1.2e+08,2.597e+09,9.4772e+10,6.58632e+11,2.93968e+11,1.88e+09,7.348e+09,7.2537e+10,3.2488e+10,9.5594e+11,2.39253e+11,4.11617e+11,4.93e+10,1.45016e+11,2.17301e+11,214520059967.492,2.15252e+11,8.66122e+11,8.52e+09,2.1043e+10,2e+07,2.4015e+10,-2.992e+09,-1.6693e+10,7.6061e+10,-5.37e+08,8.8394e+10,1.424e+09,8.9818e+10,9.5594e+11,2.751e+09,8.53e+08,6e+09,-1.6582e+10,-6.867e+09,-1.23e+08,1.311e+09,-4.892e+09,-3.82e+09,-6.8e+08,-4.367e+09,-3e+07,2.447e+09,-4.4e+07,-2.674e+09,-1.3361e+10,-1.3361e+10,1.857e+09,-1.1504e+10,4.34e+09,4.11617e+11,-1.1629e+10,0.2975,0.22157,0.02891,0.00272,-4.47786,9.64308,0.43059,1.68418,1.65942,7.60117,51.79896,-7.5415,0.44099,0.00343,-0.01216,0.26184,73.00576,90.86464
"44","2021_Q1",72.0677049180328,"Up",1.3597e+10,1.871e+09,2.245e+09,-3.74e+08,1.1726e+10,3.229e+09,3.27e+08,7.713e+09,4.57e+08,1.3593e+10,-9.163e+09,-1.455e+09,-7.708e+09,4.43e+09,4.43e+09,4.43e+09,-1.018e+09,3.412e+09,3.412e+09,-2.7e+07,3.385e+09,-1.19e+08,3.266e+09,1.05654e+11,8.61301e+11,8.61301e+11,4.98e+09,1.1635e+10,9.7737e+10,3.4555e+10,1.115862e+12,3.10782e+11,2.31812e+11,51885406101.0127,1.81225e+11,50587000000.0001,2.17079e+11,2.5304e+11,1.012713e+12,9.25e+09,2.8609e+10,2e+07,2.5546e+10,3.043e+09,-1.281e+10,7.8694e+10,-1.962e+09,1.01781e+11,1.368e+09,1.03149e+11,1.115862e+12,3.412e+09,1.406e+09,-1.0562e+10,-1.965e+10,-2.539e+10,-5.39e+08,1.177e+09,-4.357e+09,-4.6e+08,-7.31e+08,8.789e+09,-49999999.9999999,2.6683e+10,1.68e+08,3.4859e+10,9.009e+09,9.009e+09,1.873e+09,1.0882e+10,5.836e+09,4.48891e+11,-1.3335e+10,0.32581,0.2402,0.03166,0.00293,-4.08298,9.81796,0.40228,1.84104,1.81344,7.6646,52.15953,-7.51691,0.41206,0.00358,-0.01195,0.22382,58.81374,77.48014
"45","2021_Q2",80.981746031746,"Up",1.5719e+10,2.028e+09,2.437e+09,-4.09e+08,1.3691e+10,4.225e+09,3.18e+08,8.864e+09,2.84e+08,1.5817e+10,-1.0473e+10,-1.534e+09,-8.939e+09,5.344e+09,5.344e+09,5.344e+09,-1.176e+09,4.168e+09,4.168e+09,-4.8e+07,4.12e+09,-1.38e+08,3.982e+09,1.18118e+11,7.48148e+11,3.13158e+11,8.846e+09,1.6836e+10,1.15043e+11,3.706e+10,1.158772e+12,3.23138e+11,2.5813e+11,6.305e+10,1.85667e+11,9.413e+09,2.15826e+11,2.5409e+11,1.051184e+12,7.75e+09,3.1287e+10,2e+07,2.7406e+10,3.861e+09,-1.2058e+10,8.2034e+10,-2.754e+09,1.06259e+11,1.329e+09,1.07588e+11,1.158772e+12,4.168e+09,8.87e+08,1.076e+10,1.1162e+10,2.6879e+10,-5.25e+08,-1.287e+10,-6.474e+09,-2.2561e+10,-7.55e+08,5.4e+08,-2.582e+09,1.2391e+10,-3e+07,9.564e+09,1.3882e+10,1.3882e+10,-1.418e+09,1.2464e+10,6.231e+09,4.73956e+11,1.8044e+10,0.33997,0.25332,0.03701,0.00344,4.53139,9.77046,0.40902,2.21838,2.19032,8.7571,54.87967,10.05237,0.42061,0.00409,0.01557,0.1896,57.10769,66.58645
"46","2021_Q3",94.176875,"Up",1.4759e+10,1.865e+09,2.212e+09,-3.47e+08,1.2894e+10,3.33e+09,3.81e+08,8.841e+09,3.42e+08,1.4686e+10,-1.012e+10,-1.541e+09,-8.579e+09,4.566e+09,4.566e+09,4.566e+09,-1.054e+09,3.512e+09,3.512e+09,-1e+06,3.511e+09,-1.03e+08,3.408e+09,1.2648e+11,8.73466e+11,8.73466e+11,8.69e+09,1.6838e+10,1.00921e+11,3.541e+10,1.161805e+12,3.20358e+11,2.47525e+11,6.7219e+10,1.69074e+11,1.1232e+10,2.24142e+11,2.61618e+11,1.053643e+12,7.75e+09,3.1818e+10,2e+07,2.803e+10,3.768e+09,-1.4966e+10,8.4791e+10,-2.523e+09,1.0687e+11,1.292e+09,1.08162e+11,1.161805e+12,3.512e+09,1.057e+09,-2.3936e+10,2.3909e+10,4.615e+09,-5.14e+08,1.477e+10,-1.0952e+10,3.117e+09,-7.46e+08,7.153e+09,-3.018e+09,-2.748e+09,-1.56e+08,4.85e+08,8.217e+09,8.217e+09,1.45e+08,8.362e+09,5.623e+09,4.71667e+11,3.0072e+10,0.30937,0.23091,0.03151,0.00293,8.82394,9.74134,0.40598,1.87976,1.85217,8.14065,54.67181,16.58687,0.41147,0.00358,0.02588,0.2189,61.3884,75.59943
"47","2021_Q4",95.329375,"Up",1.4753e+10,2.063e+09,2.351e+09,-2.88e+08,1.269e+10,2.861e+09,4.5e+07,9.494e+09,2.9e+08,1.4729e+10,-9.855e+09,-1.559e+09,-8.296e+09,4.874e+09,4.874e+09,4.874e+09,-1.15e+09,3.724e+09,3.724e+09,-1.7e+07,3.707e+09,-1.23e+08,3.584e+09,1.23863e+11,7.44235e+11,7.44235e+11,8.514e+09,1.6832e+10,9.8353e+10,3.8488e+10,1.190476e+12,3.29041e+11,2.53351e+11,66860697561.421,2.53351e+11,-78827764352.2434,2.29762e+11,2.71203e+11,1.083357e+12,7.75e+09,3.2294e+10,2e+07,2.8504e+10,3.77e+09,-1.8539e+10,8.7099e+10,-2.701e+09,1.05903e+11,1.216e+09,1.07119e+11,1.190476e+12,3.724e+09,1.035e+09,1.281e+09,-3.936e+09,2.128e+09,-6.19e+08,-8.541e+09,-5.771e+09,-1.5147e+10,-1.356e+09,8.074e+09,-3.628e+09,8.704e+09,-1.1e+07,1.1783e+10,-1.236e+09,-1.236e+09,-1.381e+09,-2.617e+09,5.909e+09,4.83113e+11,2.504e+09,0.33037,0.24293,0.03346,0.00301,0.69866,10.11358,0.40581,1.9867,1.95954,8.17794,54.40854,1.38803,0.75166,0.00415,0.0021,0.37835,60.79709,73.70743
"48","2022_Q1",92.9556451612903,"Down",1.4524e+10,2.089e+09,2.411e+09,-3.22e+08,1.2435e+10,2.394e+09,6.32e+08,9.283e+09,1.26e+08,1.4519e+10,-9.635e+09,-1.64e+09,-7.995e+09,4.884e+09,4.884e+09,4.884e+09,-1.168e+09,3.716e+09,3.716e+09,-2e+07,3.696e+09,-1.04e+08,3.592e+09,1.27725e+11,9.01881e+11,745252007632.749,8.36e+09,1.6833e+10,9.6018e+10,3.7323e+10,1.18814e+12,3.47574e+11,2.42856e+11,6.2188e+10,1.58328e+11,-343313293056.73,2.33127e+11,2.57985e+11,1.081542e+12,7.75e+09,2.8861e+10,2e+07,2.8841e+10,4327875558.78693,-1.75e+10,8.9432e+10,-3.102e+09,1.05441e+11,1.157e+09,1.06598e+11,1.18814e+12,3.716e+09,1.237e+09,-3.338e+09,-1.271e+09,3.49e+08,-6.5e+08,-1.362e+09,-1.2909e+10,-1.5306e+10,-1.314e+09,3.757e+09,-1.572e+09,1.855e+10,2.94e+08,1.9715e+10,4.758e+09,4.758e+09,-8.96e+08,3.862e+09,6.121e+09,4.75983e+11,5.368e+09,0.33627,0.24731,0.0337,0.00302,1.49443,10.14599,0.40061,2.0514,2.01232,8.29469,55.79155,3.06568,0.75043,0.00413,0.00452,0.36581,56.89561,71.3059
