"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","prepaid_pension_costs","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"27","2017_Q2",43.0169841269841,"Up",219800000,-141500000,78300000,-39300000,-39300000,3.9e+07,18300000,-8900000,18300000,8900000,57300000,57300000,-21800000,35500000,30400000,30400000,30400000,8.1e+07,8.1e+07,127200000,116100000,29200000,1e+07,19200000,353500000,689200000,715100000,456800000,68100000,105300000,7.1e+07,1404300000,1757800000,173600000,172400000,1200000,47500000,221100000,840500000,4.25e+08,171500000,87600000,224100000,29400000,1265500000,1486600000,507500000,5.09e+08,-390100000,271200000,271200000,1757800000,30400000,18900000,5200000,-43800000,10700000,-25300000,19200000,-37500000,14400000,-49900000,-6e+05,-36100000,-62900000,-62900000,2100000,-60800000,57900000,8.88e+08,10600000,0.35623,0.17743,0.13831,0.11209,0.01729,0.34868,1.59882,5.48156,0.50518,0.56192,0.5578,4.06285,5.01294,0.19593,0.01919,0.00669,13.93782,20.69231
"28","2017_Q3",45.1660317460317,"Up",225600000,-140400000,85200000,-35700000,-35700000,49500000,19100000,-8900000,19700000,8300000,68600000,68600000,-24900000,43700000,41300000,41300000,41300000,79700000,79700000,140200000,116900000,25200000,7600000,17600000,3.62e+08,6.96e+08,726300000,453600000,79600000,109200000,71700000,1422300000,1784300000,168400000,163900000,4500000,47500000,215900000,832900000,438200000,171400000,89300000,238500000,28300000,1271100000,1.487e+09,510200000,550300000,-387100000,297300000,297300000,1784300000,41300000,19700000,-14400000,-14900000,31700000,-19500000,16300000,-3200000,-8100000,-20400000,9.31322574615479e-10,-28500000,0,0,-1400000,-1399999.99999999,69200000,880400000,59700000,0.37766,0.21941,0.18307,0.13892,0.02315,1.44552,1.6767,5.00168,0.49341,0.77486,0.76909,4.23265,5.57786,1.12008,0.02556,0.03695,11.57081,16.17576
"29","2017_Q4",52.852380952381,"Up",233900000,-143100000,90800000,-30800000,-30800000,6e+07,-7200000,-8800000,13900000,-12300000,52800000,52800000,-15500000,37300000,49400000,49400000,49400000,116500000,116500000,142500000,117800000,3.1e+07,7400000,23600000,407800000,6.99e+08,722900000,450300000,91200000,105400000,64400000,1421900000,1829700000,173400000,169800000,3600000,32500000,205900000,825300000,432300000,170600000,90400000,234100000,27600000,1257600000,1463500000,513200000,599700000,-366100000,366200000,366200000,1829700000,49400000,24300000,19900000,-31100000,62500000,-18400000,17800000,-6e+05,-23100000,-4500000,0,-27600000,34300000,34300000,2500000,36800000,84300000,857800000,50300000,0.3882,0.25652,0.2112,0.1349,0.027,1.01822,1.98057,3.99645,0.46882,0.93208,0.92336,4.41321,6.90943,0.94906,0.02983,0.03037,8.79359,12.355
"30","2018_Q1",58.1688524590164,"Up",214300000,-153200000,61100000,-32800000,-32800000,28300000,15100000,-8800000,15100000,8800000,43400000,43400000,60700000,104100000,33700000,33700000,33700000,159600000,159600000,90800000,53800000,344700000,30700000,7900000,648900000,499900000,724700000,441100000,88300000,107300000,68400000,1224600000,1873500000,108900000,108400000,5e+05,32500000,269900000,817700000,366600000,136400000,57200000,194700000,35500000,1184300000,1454200000,517400000,633400000,-345900000,419300000,419300000,1873500000,33700000,26300000,-10600000,16100000,65500000,-26500000,13400000,-12900000,-8200000,-2300000,0,-10500000,42100000,42100000,1e+06,43100000,54600000,850200000,-16500000,0.28511,0.13206,0.15726,0.08037,0.01799,-0.48961,2.40422,3.46816,0.4538,0.63826,0.62523,4.05871,7.94129,-0.3125,0.0206,-0.01008,12.64835,24.40283
"31","2018_Q2",57.15375,"Down",227300000,-156500000,70800000,-37500000,-37500000,33300000,16100000,-9200000,16300000,9e+06,49400000,49400000,-8200000,41200000,27800000,27800000,27800000,116900000,116900000,71700000,6e+07,350500000,24900000,8400000,599100000,489500000,736500000,437900000,99800000,107600000,72700000,1.226e+09,1825100000,94200000,92600000,1600000,32500000,245100000,810100000,366100000,134400000,56700000,197600000,34100000,1176200000,1421300000,532600000,715500000,-388700000,403800000,403800000,1825100000,27800000,22800000,-1900000,-22700000,2.6e+07,-10200000,1.6e+07,5800000,-8100000,-56100000,5988529.31318903,-64200000,-32400000,-32400000,-3e+05,-32700000,56100000,842600000,31400000,0.31148,0.1465,0.12231,0.06885,0.01523,1.1295,2.44431,3.51981,0.46167,0.52453,0.51673,4.28868,7.61887,0.59245,0.01724,0.01947,12.93583,21.79279
"32","2018_Q3",66.1866666666667,"Up",248600000,-165900000,82700000,-40900000,-40900000,41800000,23500000,-9800000,24200000,9100000,65300000,65300000,-17700000,47600000,47300000,47300000,47300000,1.29e+08,1.29e+08,81600000,61700000,310700000,5900000,6900000,5.83e+08,484800000,756900000,443700000,111200000,111800000,73600000,1241700000,1824700000,1.05e+08,103800000,1200000,4e+07,259900000,7.95e+08,365700000,132100000,5.6e+07,200600000,3.3e+07,1160700000,1420600000,536300000,762800000,-404400000,404100000,404100000,1824700000,47300000,21500000,-22900000,17100000,6.3e+07,-15400000,19900000,-7100000,-8200000,-33400000,15051682.7049082,-41600000,14300000,14300000,-2200000,12100000,63300000,8.35e+08,82700000,0.33266,0.16814,0.19027,0.11705,0.02592,1.74841,2.24317,3.51547,0.45761,0.91137,0.89924,4.78998,7.78613,1.59345,0.02947,0.05153,11.15324,16.88995
"33","2018_Q4",61.3247619047619,"Down",260500000,-162600000,97900000,-35300000,-35300000,62600000,1.8e+07,-9900000,18700000,9200000,80600000,80600000,-16400000,64200000,76200000,76200000,76200000,3.27e+08,3.27e+08,81400000,63700000,308800000,1e+07,8500000,780900000,484300000,737300000,4.46e+08,122700000,77500000,76700000,1221600000,2002500000,368400000,366500000,1900000,47500000,533100000,779900000,358600000,129800000,55800000,195600000,33200000,1138500000,1671600000,512800000,8.39e+08,-409200000,330900000,330900000,2002500000,76200000,17200000,-14100000,-9300000,7e+07,-15100000,-15300000,287200000,-8100000,-148600000,21188994.7441733,-156700000,200500000,200500000,-2500000,1.98e+08,79800000,827400000,71800000,0.37582,0.24031,0.29251,0.23028,0.03805,0.94226,1.46483,5.05168,0.41318,1.50296,1.46821,5.13807,6.52663,1.41617,0.05023,0.04733,6.27068,7.99361
"34","2019_Q1",67.0947540983607,"Up",238900000,-156800000,82100000,-45300000,-45300000,36800000,10600000,-10300000,15700000,5200000,47400000,47400000,-10800000,36600000,34600000,34600000,34600000,325700000,325700000,79900000,61200000,2.86e+08,1700000,4800000,752800000,5.01e+08,619700000,4.42e+08,52800000,40800000,69300000,1120700000,1873500000,384200000,383300000,9e+05,5.5e+07,549500000,764800000,2.98e+08,109100000,50300000,150900000,3.8e+07,1062800000,1612300000,5.48e+08,8.65e+08,-459600000,261200000,261200000,1873500000,34600000,17900000,-29900000,21600000,44200000,-31200000,383100000,23699999.9999999,-8100000,-68500000,18400000,-66800000,1100000.00000003,1100000.00000003,-2400000,-1300000,54700000,819800000,55900000,0.34366,0.15404,0.14483,0.13247,0.01847,1.61561,1.36997,6.17266,0.43758,0.69758,0.69062,4.81653,5.26613,1.12702,0.03133,0.04054,9.03291,13.42663
"35","2019_Q2",86.3260317460317,"Up",242100000,-150700000,91400000,-55600000,-55600000,35800000,1.4e+07,-10400000,18900000,5500000,49800000,49800000,-13400000,36400000,39100000,39100000,39100000,273800000,273800000,85300000,72100000,317800000,7e+05,8200000,7.49e+08,510500000,683100000,472300000,59500000,38700000,93600000,1193600000,1942600000,398100000,390900000,7200000,62500000,589900000,749700000,322700000,107300000,49700000,158800000,56600000,1072400000,1662300000,553900000,895100000,-456500000,280300000,280300000,1942600000,39100000,15100000,-1.6e+07,-23500000,14700000,-14800000,19900000,-3.8e+07,-8100000,-15200000,1900000,-29900000,-53200000,-53200000,1300000,-51900000,50900000,812200000,2.6e+07,0.37753,0.14787,0.1615,0.13949,0.02013,0.66496,1.26971,5.93043,0.4181,0.80287,0.7899,4.97125,5.75565,0.53388,0.03363,0.01837,10.5776,15.03911
"36","2019_Q3",93.153125,"Up",2.72e+08,-168600000,103400000,-37400000,-37400000,6.6e+07,17100000,-9500000,21200000,5400000,83100000,83100000,-19400000,63700000,54500000,54500000,54500000,240300000,240300000,96700000,70800000,287800000,4400000,6700000,695600000,511900000,682500000,466900000,66200000,41600000,91200000,1194400000,1.89e+09,384700000,378300000,6400000,62500000,581500000,734600000,330800000,105300000,49100000,162400000,63100000,1065400000,1646900000,538700000,905700000,-4.61e+08,243100000,243100000,1.89e+09,54500000,18700000,-6e+06,-34900000,32300000,-12300000,18700000,6400000,-15700000,-32900000,-15300000,-72700000,-3.4e+07,-3.4e+07,5e+05,-33500000,84700000,797100000,56900000,0.38015,0.24265,0.20037,0.22419,0.02884,1.04404,1.19622,6.77458,0.42175,1.11452,1.09658,5.56237,4.97137,1.1636,0.04617,0.0415,6.57379,8.43636
"37","2019_Q4",92.5621875,"Down",277100000,-165400000,111700000,-41300000,-41300000,70400000,36300000,-11700000,42900000,5100000,106700000,106700000,-1.6e+07,90700000,73200000,73200000,73200000,9.8e+07,9.8e+07,88800000,69400000,40500000,26400000,14100000,296700000,508800000,704200000,459400000,72900000,65700000,95600000,1.213e+09,1509700000,142200000,141800000,4e+05,25903274.3059905,142200000,650500000,349700000,1.03e+08,48400000,175400000,71300000,1000200000,1142400000,5.5e+08,970300000,-379600000,367300000,367300000,1509700000,73200000,18600000,15200000,-32600000,74400000,-16900000,-22100000,-39300000,-146600000,-33100000,1900000,-186400000,-151300000,-151300000,-1e+06,-152300000,8.9e+07,650500000,55500000,0.4031,0.25406,0.26416,0.19929,0.04849,0.7582,2.0865,3.11026,0.43088,1.5,1.47581,5.67828,7.52664,1.1373,0.05982,0.04059,6.20787,7.84801
"38","2020_Q1",93.5303225806452,"Up",246899999,-158300000,88599999,-4e+07,-4e+07,48599999,11200000,-6800000,13600000,4400000,59799999,59799999,-8300000,51499999,47699999,47699999,47699999,45300000,45300000,85100000,68500000,45500000,3e+07,15500000,244400000,524600000,724300000,411900000,94800000,58500000,95700000,1248900000,1493300000,143700000,143500000,2e+05,6300000,155200000,604500000,368700000,117600000,46600000,183200000,67900000,973200000,1128400000,556300000,1008200000,-376100000,364900000,364900000,1493300000,47700000,19700000,-37400000,31300000,61300000,-27300000,22100000,-18200000,-4e+07,-50100000,3900000,-95900000,-52800000,-52800000,1e+05,-52700000,68299999,610800000,80599999,0.35885,0.19684,0.1932,0.13072,0.03194,1.68973,1.57474,3.09235,0.40903,0.98554,0.96951,5.10124,7.53926,1.66529,0.0427,0.05995,8.27965,11.6358
"39","2020_Q2",73.7766666666667,"Down",248700000,-157400000,91300000,-34800000,-34800000,56500000,-356600000,-6700000,19500000,-369400000,-300100000,-300100000,77500000,-222600000,-226200000,-226200000,-226200000,146900000,146900000,96900000,68500000,33100000,17800000,15300000,345400000,521300000,723600000,407200000,1.13e+08,59800000,90400000,1244900000,1590300000,127300000,1.27e+08,3e+05,42500000,169800000,678500000,371600000,115600000,45900000,176300000,79700000,1050100000,1219900000,557900000,772100000,-101700000,370400000,370400000,1590300000,-226200000,18200000,265200000,-31500000,25700000,-1.2e+07,21900000,9900000,1.1e+08,-34400000,8e+05,66800000,102400000,102400000,-8e+05,101600000,74700000,7.21e+08,-46300000,0.36711,0.22718,-0.90953,-0.61069,-0.14224,0.20469,2.03416,3.29347,0.45337,-4.7125,-4.7125,5.18125,7.71667,-0.96458,-0.14805,-0.03165,7.68541,10.16106
"40","2020_Q3",71.42578125,"Down",203200000,-135400000,67800000,-3.3e+07,-3.3e+07,34800000,11999999.9999999,-5900000,13500000,4400000,46800000.0000001,60900000,-11400001,49499999,50299998.9999999,50299998.9999999,50299998.9999999,117100000,117100000,106800000,7.4e+07,22100000,10800000,11300000,3.2e+08,514900000,709400000,402800000,115700000,48500000,8.9e+07,1224300000,1544300000,108100000,107100000,1e+06,48800000,156900000,607500000,3.77e+08,114400000,45500000,179300000,83300000,984500000,1141400000,552300000,812800000,-104300000,402900000,402900000,1544300000,50300000.0000001,19300000,-2.4e+07,7399999.99999999,5.3e+07,-6500000,6900000,4e+05,-6.5e+07,0,-8600000,-83500000,-30100000,-30100000,3e+05,-29800000,54100000,656300000,66400001,0.33366,0.17126,0.24754,0.12484,0.03257,1.32008,2.03952,2.83296,0.42498,1.0523,1.0523,4.25105,8.42887,1.38912,0.04192,0.04623,9.96673,15.49425
"41","2020_Q4",70.78546875,"Down",246300000,-155100000,91200000,-4.1e+07,-4.1e+07,50200000,12300000,-6100000,15200000,3200000,62500000,69400000,-15199999,54200001,54000001,54000001,54000001,138800000,138800000,90100000,77400000,1.7e+07,5300000,11700000,323300000,514799999,795600000,428200000,116400000,44900000,97900000,1310399999,1633699999,101100000,100800000,3e+05,26800000,132300000,656500000,402300000,112200000,45200000,183100000,1.07e+08,1058800000,1191100000,553200000,857100000,-109800000,442600000,442600000,1633700000,5.4e+07,24100000,-17900000,9500000,69700000,4600000,7100000,-62500000,2.5e+07,0,-1200000,14200000,21400000,21400000,3e+05,21700000,74300000,683300000,103599999,0.37028,0.20382,0.21924,0.12201,0.03305,1.91852,2.44369,2.69114,0.41825,1.12735,1.12735,5.14196,9.24008,2.16284,0.04162,0.06779,7.3284,10.84661
"42","2021_Q1",83.3203278688525,"Up",238700000,-155900000,82800000,-54400000,-54400000,28400000,14800000,-5400000,15800000,4400000.00000001,43200000,43100000,-8300000,34800000,22800000,22800000,22800000,136900000,136900000,78300000,81500000,15100000,2300000,12800000,311800000,529900000,876800000,457500000,119500000,41200000,77500000,1406700000,1718500000,140500000,136500000,4e+06,2.5e+07,172300000,690500000,404800000,115300000,115300000,179600000,109900000,1095300000,1267600000,554300000,869800000,-109300000,450900000,450900000,1718500000,22800000,22400000,-5700001.00000001,30900000,70399999,-19800000,21300000,-88900000,33700000,-1e+07,2400000,1.6e+07,-2500000.99999999,-2500000.99999999,6e+05,-1900001,50800000,715500000,70200000,0.34688,0.11898,0.09552,0.05057,0.01327,3.07895,1.80963,2.81127,0.41635,0.47599,0.47599,4.9833,9.41336,1.46555,0.02094,0.04468,11.38976,20.37324
"43","2021_Q2",101.341746031746,"Up",251900000,-164400000,87500000,-54200000,-54200000,33300000,16600000,-5700000,2.1e+07,1300000,49900000,49700000,-12200000,37500000,35400000,35400000,35400000,121600000,121600000,91300000,81900000,21500000,1800000,19700000,316300000,523600000,875400000,444300000,120400000,46200000,78100000,1.399e+09,1715300000,1.24e+08,115500000,8500000,2.5e+07,156200000,684400000,401100000,113500000,39900000,1.82e+08,105600000,1085500000,1241700000,557200000,8.95e+08,-104700000,473600000,473600000,1715300000,35400000,25600000,-16700000,-24700000,19600000,-13200000,4400000,-8800000,-6800000,-1e+07,7e+05,-26200000,-15400000,-15400000,1e+05,-15300000,58900000,709400000,33200000,0.34736,0.1322,0.14053,0.07475,0.02064,0.93785,2.02497,2.62183,0.41357,0.74059,0.7375,5.26987,9.90795,0.69456,0.02872,0.02096,9.97963,17.65165
"44","2021_Q3",103.32671875,"Up",2.8e+08,-175100000,104900000,-6e+07,-6e+07,44900000,19700000,-5600000,23700000,1600000,64600000,74300000,-19200000,55100000,55100000,55100000,55100000,1.19e+08,1.19e+08,92900000,83100000,22500000,2100000,20400000,317500000,527600000,871600000,434200000,121200000,5e+07,80100000,1399200000,1716700000,145200000,1.4e+08,5200000,2.5e+07,177600000,653400000,387400000,110900000,39300000,187400000,89100000,1040800000,1218400000,555300000,939800000,-102900000,498300000,498300000,1716700000,55100000,25700000,-25600000,7099999,62299999,-17500000,19500000,2e+06,-31700000,-2e+07,-5200000,-67200000,-2900001,-2900001,3e+05,-2600001,70600000,678400000,79399999,0.37464,0.16036,0.19679,0.11058,0.0321,1.44102,1.78773,2.44511,0.39518,1.15272,1.14792,5.85774,10.42469,1.66109,0.04181,0.05076,7.92351,12.4588
"45","2021_Q4",106.59953125,"Up",292200000,-181500000,110700000,-62300000,-62300000,48400000,18700000,-6100000,23400000,1400000,67100000,67400000,-16600000,50800000,50800000,50800000,50800000,94300000,94300000,102900000,89600000,23500000,2700000,20800000,310300000,527299999,867300000,4.27e+08,122100000,5.4e+07,78600000,1394599999,1704899999,162100000,156800000,5300000,2.5e+07,194300000,602400000,3.86e+08,109300000,109300000,189800000,86900000,988400000,1182700000,558300000,980600000,-102800000,522200000,522200000,1704900000,50800000,2.3e+07,-19100000,1300001,56000001,-17200000,19400000,1400000,-51700000,-2e+07,0,-81700000,-24299999,-24299999,-4e+05,-24699999,71400000,627400000,72100001,0.37885,0.16564,0.17385,0.09728,0.0298,1.41929,1.59701,2.26484,0.368,1.06499,1.05833,6.12579,10.94759,1.51153,0.03959,0.04695,7.46639,11.01446
"46","2022_Q1",95.8466129032258,"Down",282500000,-1.8e+08,102500000,-60900000,-60900000,41600000,15400000,-5500000,19600000,1300000,5.7e+07,51299999,-9400000,41899999,41899999,41899999,41899999,98100000,98100000,109100000,90200000,24500000,1400000,23100000,321900000,542800000,795300000,421400000,1.09e+08,55681483.0693576,97900000,1388100000,1.71e+09,176800000,174900000,1900000,2.5e+07,209600000,606400000,374300000,1.08e+08,36900000,166900000,99400000,980700000,1190300000,561900000,1011400000,-109600000,519700000,519700000,1.71e+09,41900000,22200000,-8999999,-5800000,49300001,-31800000,23200000,-8500000,5200000.00000001,-3e+07,-1200000,-3.7e+07,3800001,3800001,-196942.6953474,3800000.99999999,63800000,631400000,35600000,0.36283,0.14726,0.14832,0.08062,0.0245,0.84964,1.53578,2.29036,0.36924,0.89339,0.88771,6.02345,11.08102,0.75906,0.03468,0.02334,8.35893,12.81971
"47","2022_Q2",83.9648387096774,"Down",282600000,-180400000,102200000,-57100000,-57100000,45100000,14400000,-5100000,18200000,1300000,59500000,59400000,-1.5e+07,44400000,44400000,44400000,44400000,76100000,76100000,114100000,103900000,2.4e+07,4e+05,23600000,318100000,539200000,850800000,416900000,110300000,57500000,81200000,1.39e+09,1708100000,159400000,145400000,1.4e+07,2.5e+07,192800000,615300000,362400000,107100000,107100000,191400000,63900000,977700000,1170500000,564500000,1044800000,-97700000,537600000,537600000,1708100000,44400000,21200000,-1.6e+07,-32900000,16700000,-1.2e+07,12200000,2e+05,8200000,-3e+07,-6500000,-39200000,-22300000,-22300000,3e+05,-2.2e+07,66300000,640300000,36400000,0.36164,0.15959,0.15711,0.08259,0.02599,0.81982,1.6499,2.17727,0.37486,0.93251,0.93082,5.93527,11.29088,0.76449,0.0359,0.02363,8.5098,12.50998
"48","2022_Q3",84.23703125,"Up",3.21e+08,-203100000,117900000,-61500000,-61500000,56400000,16900000,-5800000,21300000,1400000,73300000,67200000,-1.5e+07,52200000,52200000,52200000,52200000,79300000,79300000,1.3e+08,108800000,26300000,3800000,22500000,344400000,539500000,850100000,412700000,111500000,63700000,78100000,1389600000,1.734e+09,173700000,172700000,1e+06,2.5e+07,207200000,644300000,354700000,105500000,105500000,191100000,58100000,9.99e+08,1206200000,566300000,1.086e+09,-95500000,527800000,527800000,1.734e+09,52200000,20900000,-12200000,-14500000,46400000,-15900000,14100000,-1800000,28200000,-5.5e+07,-3100000,-4.1e+07,3600000,3600000,-4e+05,3200000,77300000,669300000,61900000,0.36729,0.1757,0.16262,0.0989,0.0301,1.18582,1.66216,2.28534,0.38599,1.10828,1.10593,6.81529,11.20594,1.31423,0.04079,0.03989,7.6326,10.46099
