"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"22","2016_Q1",42.5329508196721,"Down",9.502e+09,-6.159e+09,3.343e+09,-1.626e+09,-4.51e+08,-7.73e+08,1.717e+09,-1.84e+08,-1.02e+08,-8.2e+07,1.533e+09,1.533e+09,-5.53e+08,9.8e+08,9.8e+08,9.8e+08,9.8e+08,3.437e+09,1.972e+09,2.02e+09,2.02e+09,6.97e+08,2.902e+09,9.15e+08,9.056e+09,2.3039e+10,2.1039e+10,4.861e+09,9.794e+09,1.428e+09,4.4078e+10,5.3134e+10,7.244e+09,2.743e+09,4.501e+09,1.563e+09,8.719e+09,1.635e+09,4.503e+09,1.7526e+10,6.766e+09,1.7992e+10,1.3855e+10,4.137e+09,2.4758e+10,4.2284e+10,1.2936e+10,1.2936e+10,-3.73e+08,5.562e+09,-7.275e+09,1.085e+10,1.085e+10,5.3134e+10,1.479e+09,-2.38e+08,-9.41e+08,-1.179e+09,-4.07e+08,-4.07e+08,2.4e+08,-6.97e+08,-3.97e+08,-3.97e+08,-3.97e+08,8.329e+09,0.35182,0.1807,0.10314,0.09032,0.01844,0.51672,3.89714,0.15675,1.25802,1.25,12.19769,13.92811,0.02919,2.84916
"23","2016_Q2",38.8384375,"Down",9.251e+09,-6.072e+09,3.179e+09,-1.639e+09,-4.86e+08,-7.65e+08,1.54e+09,-1.06e+08,-1.07e+08,1e+06,1.434e+09,1.434e+09,-4.88e+08,9.46e+08,9.46e+08,9.46e+08,9.46e+08,2.914e+09,1.708e+09,2.179e+09,2.179e+09,6.93e+08,3.52e+09,8.87e+08,9.306e+09,2.3422e+10,2.0614e+10,4.856e+09,9.794e+09,1.475e+09,4.4036e+10,5.3342e+10,6.354e+09,2.732e+09,3.622e+09,1.531e+09,1.0223e+10,1.605e+09,5.988e+09,1.8108e+10,6.92e+09,1.7062e+10,1.2695e+10,4.367e+09,2.3982e+10,4.209e+10,1.0339e+10,1.0339e+10,-2.7e+08,8.462e+09,-7.279e+09,1.1252e+10,1.1252e+10,5.3342e+10,1.011e+09,-1.07e+08,-4.94e+08,-6.01e+08,5.9e+07,-9e+06,1.49e+08,-6.74e+08,-2.64e+08,-2.64e+08,-2.64e+08,8.451e+09,0.34364,0.16647,0.10226,0.08407,0.01773,0.51392,3.74067,0.15843,1.22222,1.21282,11.9522,14.53747,0.02864,3.59545
"24","2016_Q3",34.72390625,"Down",1.0447e+10,-6.308e+09,4.139e+09,-1.716e+09,-4.7e+08,-8.09e+08,2.423e+09,-7.3e+07,-9.3e+07,2e+07,2.35e+09,2.35e+09,-8.04e+08,1.546e+09,1.546e+09,1.546e+09,1.546e+09,2.951e+09,1.662e+09,2.102e+09,2.102e+09,7.95e+08,1.79e+09,1.017e+09,7.638e+09,2.3975e+10,2.0021e+10,4.852e+09,9.794e+09,1.578e+09,4.3996e+10,5.1634e+10,6.696e+09,2.956e+09,3.74e+09,1.115e+09,8.439e+09,1.589e+09,5.955e+09,1.625e+10,6.689e+09,1.6885e+10,1.2576e+10,4.309e+09,2.3574e+10,3.9824e+10,9.361e+09,9.361e+09,-2.72e+08,1e+10,-7.279e+09,1.181e+10,1.181e+10,5.1634e+10,3.215e+09,-1.66e+08,-9.46e+08,-1.112e+09,-7.58e+08,-6.9e+08,-2.62e+08,-2.149e+09,-4.6e+07,-4.6e+07,-4.6e+07,7.804e+09,0.39619,0.23193,0.14799,0.13091,0.02994,0.47003,3.37206,0.15114,2.03958,2.02621,13.78232,15.58047,0.04518,2.00289
"25","2016_Q4",42.0542857142857,"Up",1.0483e+10,-6.721e+09,3.762e+09,-1.793e+09,-4.74e+08,-8.53e+08,1.969e+09,-6.9e+07,-9.5e+07,2.6e+07,1.9e+09,1.9e+09,-6.41e+08,1.259e+09,1.259e+09,1.259e+09,1.259e+09,3.152e+09,1.638e+09,1.996e+09,1.996e+09,7.75e+08,1.406e+09,9.1e+08,7.329e+09,2.4105e+10,1.9514e+10,4.848e+09,9.794e+09,1.722e+09,4.3619e+10,5.0948e+10,6.561e+09,2.567e+09,3.994e+09,1.092e+09,7.494e+09,1.628e+09,5.142e+09,1.5147e+10,6.473e+09,1.6818e+10,1.2587e+10,4.231e+09,2.3291e+10,3.8438e+10,8.887e+09,8.887e+09,-2.74e+08,1.1109e+10,-7.212e+09,1.251e+10,1.251e+10,5.0948e+10,1.854e+09,-1.75e+08,-7.12e+08,-8.87e+08,-2.54e+08,-2.54e+08,-8.7e+07,-9.91e+08,-2.4e+07,-2.4e+07,-2.4e+07,7.565e+09,0.35887,0.18783,0.1201,0.10064,0.02471,0.48386,3.07258,0.14848,1.70135,1.6922,14.16622,16.90541,0.03819,2.24124
"26","2017_Q1",45.1861290322581,"Up",9.269e+09,-6.98e+09,2.289e+09,-1.225e+09,-4.56e+08,-3.09e+08,1.064e+09,-3.95e+08,-9.3e+07,-3.02e+08,6.69e+08,6.69e+08,-2.25e+08,4.44e+08,4.44e+08,4.44e+08,4.44e+08,3.249e+09,2.762e+09,2.064e+09,2.064e+09,8.91e+08,1.247e+09,1.247e+09,7.451e+09,2.4375e+10,1.9435e+10,4.844e+09,9.794e+09,1.733e+09,4.381e+10,5.1261e+10,7.403e+09,2.572e+09,4.831e+09,1.562e+09,6.274e+09,1.648e+09,4.626e+09,1.5239e+10,6.201e+09,1.7534e+10,1.3378e+10,4.156e+09,2.3735e+10,3.8974e+10,1.2294e+10,1.2294e+10,-2.74e+08,7.903e+09,-7.636e+09,1.2287e+10,1.2287e+10,5.1261e+10,1.135e+09,-3.26e+08,7.71e+08,4.45e+08,-94999999.9999999,-3.06e+08,9.8e+07,-4.46e+08,1.134e+09,1.134e+09,1.134e+09,7.763e+09,0.24695,0.11479,0.0479,0.03614,0.00866,0.48894,3.17197,0.15144,0.60656,0.60573,12.66257,16.78552,0.01578,4.24248
"27","2017_Q2",45.5587301587302,"Up",9.101e+09,-6.64e+09,2.461e+09,-1.462e+09,-5.37e+08,-5.21e+08,9.99e+08,-1.5e+08,-9.4e+07,-5.6e+07,8.49e+08,8.49e+08,-2.88e+08,5.61e+08,5.61e+08,5.61e+08,5.61e+08,2.65e+09,1.907e+09,2.307e+09,2.307e+09,8.55e+08,1.068e+09,1.068e+09,6.88e+09,2.4817e+10,1.9762e+10,4.855e+09,9.794e+09,2.363e+09,4.4579e+10,5.1459e+10,6.807e+09,2.353e+09,4.454e+09,1.04e+09,8.106e+09,1.696e+09,6.41e+09,1.5953e+10,8.187e+09,1.4374e+10,1.0291e+10,4.083e+09,2.2561e+10,3.8514e+10,1.2443e+10,1.2443e+10,-1.53e+08,8.226e+09,-7.571e+09,1.2945e+10,1.2945e+10,5.1459e+10,-8.3e+08,-2.07e+08,-8.79e+08,-1.708e+09,1.716e+09,1.716e+09,3.13e+08,1.68e+09,-8.58e+08,-8.58e+08,-8.58e+08,9.227e+09,0.27041,0.10977,0.06164,0.04334,0.0109,0.43127,2.9752,0.17931,0.7706,0.76744,12.50137,17.78159,0.01943,6.58358
"28","2017_Q3",46.5639682539683,"Up",1.0747e+10,-7e+09,3.747e+09,-1.765e+09,-5.31e+08,-7.66e+08,1.982e+09,-1.51e+08,-1.03e+08,-4.8e+07,1.831e+09,1.831e+09,-6.45e+08,1.186e+09,1.186e+09,1.186e+09,1.186e+09,2.988e+09,2.241e+09,2.164e+09,2.164e+09,9.38e+08,1.087e+09,1.087e+09,7.177e+09,2.5367e+10,1.9271e+10,4.855e+09,9.794e+09,2.545e+09,4.4638e+10,5.1815e+10,7.442e+09,2.726e+09,4.716e+09,1.098e+09,8.091e+09,1.726e+09,6.365e+09,1.6631e+10,7.916e+09,1.3789e+10,9.623e+09,4.166e+09,2.1705e+10,3.8336e+10,1.2279e+10,1.2279e+10,-1.56e+08,8.905e+09,-7.549e+09,1.3479e+10,1.3479e+10,5.1815e+10,2.369e+09,-2.91e+08,-6.67e+08,-9.58e+08,-2.76e+08,-2.76e+08,-49999999.9999999,-1.074e+09,3.37e+08,3.37e+08,3.37e+08,9.014e+09,0.34866,0.18442,0.11036,0.08799,0.02289,0.43154,2.84413,0.17397,1.62912,1.62244,14.76236,18.51511,0.03677,3.04036
"29","2017_Q4",49.122380952381,"Up",1.1062e+10,-7.422e+09,3.64e+09,-1.816e+09,-5.71e+08,-7.46e+08,1.824e+09,-4.7e+07,-1e+08,5.3e+07,1.777e+09,1.777e+09,-6.17e+08,1.16e+09,1.16e+09,1.16e+09,1.16e+09,2.438e+09,1.478e+09,2.399e+09,2.399e+09,1.136e+09,1.11e+09,1.11e+09,7.083e+09,2.59e+10,1.8945e+10,4.851e+09,9.794e+09,2.878e+09,4.4845e+10,5.1928e+10,7.985e+09,3.059e+09,4.926e+09,1.224e+09,7.287e+09,1.759e+09,5.528e+09,1.6496e+10,7.584e+09,1.3847e+10,9.565e+09,4.282e+09,2.1431e+10,3.7927e+10,1.2133e+10,1.2133e+10,-1.58e+08,9.502e+09,-7.476e+09,1.4001e+10,1.4001e+10,5.1928e+10,1.593e+09,-3.28e+08,-7.94e+08,-1.295e+09,8.6e+07,-2.55e+08,-4.03e+08,-1.086e+09,-7.88e+08,-7.88e+08,-7.88e+08,8.808e+09,0.32905,0.16489,0.10486,0.08285,0.02234,0.42938,2.70888,0.16962,1.62011,1.61335,15.44972,19.55447,0.03762,3.49232
"30","2018_Q1",52.1588524590164,"Up",1.0228e+10,-7.387e+09,2.841e+09,-1.68e+09,-5.83e+08,-6.41e+08,1.161e+09,-1.18e+08,-9.9e+07,-1.9e+07,1.043e+09,1.043e+09,-7.45e+08,2.98e+08,2.98e+08,2.98e+08,2.98e+08,2.639e+09,1.814e+09,2.377e+09,2.377e+09,1.329e+09,1.459e+09,1.459e+09,7.804e+09,2.6563e+10,1.9304e+10,4.847e+09,9.794e+09,3.309e+09,4.5867e+10,5.3671e+10,8.524e+09,3.634e+09,4.89e+09,3.309e+09,7.126e+09,2.762e+09,4.364e+09,1.8959e+10,6.592e+09,1.559e+10,9.81e+09,5.78e+09,2.2182e+10,4.1141e+10,1.2053e+10,1.2053e+10,-1.58e+08,8.256e+09,-7.621e+09,1.253e+10,1.253e+10,5.3671e+10,1.891e+09,-3.61e+08,-4.94e+08,-1.305e+09,3.06e+08,1.1e+07,-13999999.9999999,-2.5e+08,3.36e+08,3.36e+08,3.36e+08,9.901e+09,0.27777,0.11351,0.02914,0.02378,0.00555,0.41163,3.2834,0.18448,0.4209,0.41913,14.44633,17.69774,0.01349,6.25495
"31","2018_Q2",50.77296875,"Down",9.968e+09,-7.498e+09,2.47e+09,-1.63e+09,-6.1e+08,-5.93e+08,8.4e+08,-1.4e+08,-1.02e+08,-3.8e+07,7e+08,7.18e+08,-1.71e+08,5.47e+08,5.47e+08,5.47e+08,5.47e+08,1.97e+09,1.447e+09,2.568e+09,2.568e+09,1.146e+09,2.04e+09,2.04e+09,7.724e+09,2.7096e+10,1.9258e+10,4.843e+09,9.794e+09,3.446e+09,4.6354e+10,5.4078e+10,7.67e+09,3.351e+09,4.319e+09,3.351e+09,8.991e+09,2.758e+09,6.233e+09,2.0012e+10,6.36e+09,1.5149e+10,9.193e+09,5.956e+09,2.1509e+10,4.1521e+10,1.1967e+10,1.1967e+10,-1.94e+08,8.465e+09,-7.681e+09,1.2557e+10,1.2557e+10,5.4078e+10,1.343e+09,-2.74e+08,-6.53e+08,-9.27e+08,-2.44e+08,-2.44e+08,-1e+06,-7.87e+08,-3.71e+08,-3.71e+08,-3.71e+08,9.711e+09,0.24779,0.08427,0.05488,0.04356,0.01012,0.38597,3.3066,0.17957,0.77699,0.77479,14.15909,17.83665,0.02042,9.21548
"32","2018_Q3",52.8155555555556,"Up",1.1775e+10,-8.155e+09,3.62e+09,-1.94e+09,-5.9e+08,-8.39e+08,1.68e+09,-7e+07,-8.9e+07,1.9e+07,1.61e+09,1.372e+09,-3.47e+08,1.025e+09,1.025e+09,1.025e+09,1.025e+09,2.406e+09,1.886e+09,2.427e+09,2.427e+09,1.589e+09,1.219e+09,1.219e+09,7.641e+09,2.8124e+10,2.0031e+10,4.839e+09,9.794e+09,4.594e+09,4.8155e+10,5.5796e+10,7.706e+09,3.749e+09,3.957e+09,2.404e+09,9.159e+09,2.799e+09,6.36e+09,1.9269e+10,8.562e+09,1.5109e+10,9.052e+09,6.057e+09,2.3671e+10,4.294e+10,1.1807e+10,1.1807e+10,-1.96e+08,8.851e+09,-7.606e+09,1.2856e+10,1.2856e+10,5.5796e+10,2.807e+09,-3.09e+08,-1.236e+09,-1.545e+09,1.275e+09,1.275e+09,5.4e+07,5.16e+08,1.778e+09,1.778e+09,1.778e+09,1.0966e+10,0.30743,0.14268,0.08705,0.07973,0.01837,0.39654,3.34007,0.19654,1.47482,1.47059,16.94245,18.49784,0.0318,5.09524
"33","2018_Q4",52.5112698412698,"Down",1.1953e+10,-8.346e+09,3.607e+09,-1.966e+09,-5.8e+08,-8.51e+08,1.641e+09,-1.6e+07,-8.3e+07,6.7e+07,1.625e+09,1.674e+09,-3.62e+08,1.312e+09,1.312e+09,1.312e+09,1.312e+09,1.858e+09,1.38e+09,2.517e+09,2.517e+09,1.17e+09,1.181e+09,1.181e+09,6.726e+09,2.8565e+10,1.9712e+10,4.835e+09,9.794e+09,4.651e+09,4.8277e+10,5.5003e+10,7.446e+09,3.265e+09,4.181e+09,2.242e+09,8.47e+09,2.935e+09,5.535e+09,1.8158e+10,8.115e+09,1.5026e+10,8.902e+09,6.124e+09,2.3141e+10,4.1299e+10,1.174e+10,1.174e+10,-1.97e+08,9.696e+09,-7.535e+09,1.3704e+10,1.3704e+10,5.5003e+10,1.5e+09,-3.97e+08,-5.12e+08,-9.09e+08,-6.49e+08,-6.48e+08,1.1e+07,-1.203e+09,-6.12e+08,-6.12e+08,-6.12e+08,1.0357e+10,0.30177,0.13729,0.10976,0.09574,0.02385,0.37042,3.01365,0.1883,1.91254,1.90698,17.4242,19.97668,0.03971,5.17916
"34","2019_Q1",48.0775409836066,"Down",1.0742e+10,-7.881e+09,2.861e+09,-1.758e+09,-5.49e+08,-2.682e+09,1.103e+09,1.35e+08,-3.7e+07,1.72e+08,1.238e+09,1.387e+09,-3.36e+08,1.051e+09,1.051e+09,1.051e+09,1.051e+09,1.768e+09,1.565e+09,2.314e+09,2.314e+09,1.055e+09,1.203e+09,1.203e+09,6.34e+09,2.8335e+10,2.5591e+10,4.83e+09,9.781e+09,1.0738e+10,5.3926e+10,6.0266e+10,7.38e+09,2.976e+09,4.404e+09,3.548e+09,7.65e+09,2.989e+09,4.661e+09,1.8578e+10,8.253e+09,1.9748e+10,9.163e+09,1.0585e+10,2.8001e+10,4.6579e+10,1.1671e+10,1.1671e+10,-1.98e+08,1.0039e+10,-7.825e+09,1.3687e+10,1.3687e+10,6.0266e+10,1.364e+09,-4.188e+09,3.176e+09,-1.012e+09,3.11e+08,3.1e+08,1e+06,-2.52e+08,1e+08,1e+08,1e+08,1.1801e+10,0.26634,0.10268,0.09784,0.07679,0.01744,0.34126,3.40316,0.19582,1.54786,1.53431,15.82032,20.15758,0.02852,9.0961
"35","2019_Q2",54.778253968254,"Up",1.0472e+10,-7.761e+09,2.711e+09,-1.691e+09,-6.15e+08,-6.49e+08,1.02e+09,-1.74e+08,-8.3e+07,-9.1e+07,8.46e+08,9.46e+08,-2.16e+08,7.3e+08,7.3e+08,7.3e+08,7.3e+08,1.91e+09,1.91e+09,3.154e+09,3.154e+09,1.071e+09,1.061e+09,1.061e+09,7.196e+09,2.9139e+10,2.5506e+10,4.827e+09,9.781e+09,1.0898e+10,5.4645e+10,6.1841e+10,6.648e+09,3.214e+09,3.434e+09,5.062e+09,9.613e+09,3.013e+09,6.6e+09,2.1323e+10,1.3515e+10,1.4092e+10,9.086e+09,5.006e+09,2.7607e+10,4.893e+10,1.1254e+10,1.1254e+10,-2.33e+08,9.656e+09,-7.766e+09,1.2911e+10,1.2911e+10,6.1841e+10,1.951e+09,-3.01e+08,-8.04e+08,-1.105e+09,9.65e+08,-7.85e+08,-1.6e+07,-6.09e+08,2.37e+08,2.37e+08,2.37e+08,1.8577e+10,0.25888,0.0974,0.06971,0.05654,0.0118,0.33748,3.78979,0.3004,1.09774,1.09445,15.74737,19.41504,0.02113,16.3402
"36","2019_Q3",58.296875,"Up",1.2536e+10,-8.225e+09,4.311e+09,-2.183e+09,-7.13e+08,-9.32e+08,2.128e+09,-1.39e+08,-7.5e+07,-6.4e+07,1.989e+09,1.907e+09,-4.64e+08,1.443e+09,1.443e+09,1.443e+09,1.443e+09,2.009e+09,2.009e+09,2.844e+09,2.844e+09,1.083e+09,1.198e+09,1.198e+09,7.134e+09,3.0165e+10,2.5219e+10,4.824e+09,9.781e+09,1.0614e+10,5.5384e+10,6.2518e+10,7.311e+09,3.359e+09,3.952e+09,4.189e+09,9.664e+09,3.048e+09,6.616e+09,2.1164e+10,1.3249e+10,1.4147e+10,8.516e+09,5.631e+09,2.7396e+10,4.856e+10,1.1201e+10,1.1201e+10,-2.35e+08,1.0686e+10,-7.694e+09,1.3958e+10,1.3958e+10,6.2518e+10,3.272e+09,-3.93e+08,-1.084e+09,-1.566e+09,-1.165e+09,-1.165e+09,-1000000.00000006,-1.662e+09,4.4e+07,4.4e+07,4.4e+07,1.7438e+10,0.34389,0.16975,0.11511,0.10338,0.02308,0.33708,3.47901,0.27893,2.21659,2.2098,19.25653,21.44086,0.03669,7.25047
"37","2019_Q4",55.605,"Down",1.256e+10,-8.325e+09,4.235e+09,-2.164e+09,-6.32e+08,-9.92e+08,2.071e+09,-4.5e+07,-7e+07,2.5e+07,2.026e+09,1.947e+09,-4.51e+08,1.496e+09,1.496e+09,1.496e+09,1.496e+09,1.899e+09,1.899e+09,2.836e+09,2.836e+09,1.072e+09,1.137e+09,1.137e+09,6.944e+09,3.0796e+10,2.5479e+10,4.821e+09,9.781e+09,1.0877e+10,5.6275e+10,6.3219e+10,7.77e+09,3.47e+09,4.3e+09,3.479e+09,8.963e+09,3.2e+09,5.763e+09,2.0212e+10,1.3364e+10,1.4576e+10,8.457e+09,4.874e+09,2.794e+10,4.8152e+10,1.1177e+10,1.1177e+10,-2.36e+08,1.1772e+10,-7.645e+09,1.5068e+10,1.5068e+10,6.322e+10,2.232e+09,-3.96e+08,-6.35e+08,-1.112e+09,-3.55e+08,-3.55e+08,-6.27e+08,-1.451e+09,-3.31e+08,-3.31e+08,-3.31e+08,1.6843e+10,0.33718,0.16489,0.11911,0.09928,0.02366,0.34356,3.19565,0.26642,2.31579,2.30864,19.44272,23.32508,0.03777,7.21584
"38","2020_Q1",49.3596774193548,"Down",1.1439e+10,-7.816e+09,3.623e+09,-2.224e+09,-6.21e+08,-3.108e+09,1.399e+09,-1.19e+08,-7.3e+07,-4.6e+07,1.28e+09,1.398e+09,-3e+08,1.098e+09,1.098e+09,1.098e+09,1.098e+09,2.882e+09,2.882e+09,2.854e+09,2.854e+09,1.251e+09,1.262e+09,1.262e+09,8.249e+09,3.131e+10,2.2405e+10,5.163e+09,9.781e+09,7.341e+09,5.6283e+10,6.4532e+10,8.045e+09,3.266e+09,4.779e+09,3.824e+09,8.335e+09,3.219e+09,5.116e+09,2.0204e+10,1.4167e+10,1.4803e+10,8.452e+09,4.895e+09,2.897e+10,4.9174e+10,1.1129e+10,1.1129e+10,-2.36e+08,1.2454e+10,-7.989e+09,1.5358e+10,1.5358e+10,6.4532e+10,9.7e+08,-5.02e+08,-5.57e+08,-7.8e+08,1.042e+09,6.112e+09,2.84e+08,8.42e+08,1.032e+09,1.032e+09,1.032e+09,1.7991e+10,0.31672,0.1223,0.09599,0.07149,0.01701,0.40829,3.20185,0.27879,1.71028,1.70497,17.81776,23.92212,0.02818,10.79986
"39","2020_Q2",25.4403174603175,"Down",8.592e+09,-7.393e+09,1.199e+09,-1.609e+09,-6.78e+08,-9.31e+08,-4.1e+08,1.75e+08,-7.9e+07,2.54e+08,-2.35e+08,-6.07e+08,7.3e+07,-5.34e+08,-5.34e+08,-5.34e+08,-5.34e+08,5.967e+09,5.967e+09,2.28e+09,2.28e+09,9.74e+08,1.054e+09,1.054e+09,1.0275e+10,3.1644e+10,2.3135e+10,6.019e+09,9.753e+09,7.363e+09,5.8463e+10,6.8738e+10,6.49e+09,3.337e+09,3.153e+09,6.205e+09,6.697e+09,1.099e+09,5.598e+09,1.9392e+10,1.7866e+10,1.7171e+10,8.285e+09,7.384e+09,3.5037e+10,5.4429e+10,1.1054e+10,1.1054e+10,-2.7e+08,1.1423e+10,-7.898e+09,1.4309e+10,1.4309e+10,6.8738e+10,3.58e+08,-9.37e+08,6.5e+07,-2.971e+09,5.606e+09,2.724e+09,3.42e+08,5.344e+09,2.731e+09,2.731e+09,2.731e+09,2.4071e+10,0.13955,-0.04772,-0.06215,-0.03732,-0.00777,0.52986,3.80383,0.35018,-0.8383,-0.8383,13.48823,22.46311,-0.00493,-44.1561
"40","2020_Q3",28.8353125,"Up",1.468e+09,-4.258e+09,-2.79e+09,-8.51e+08,-5.9e+08,-2.61e+08,-3.641e+09,-1.49e+08,-1.94e+08,4.5e+07,-3.79e+09,-7.014e+09,1.297e+09,-5.717e+09,-5.717e+09,-5.717e+09,-5.717e+09,1.5668e+10,1.1366e+10,1.375e+09,1.375e+09,8.47e+08,1.025e+09,1.025e+09,1.8915e+10,2.8473e+10,2.324e+10,6.017e+09,9.753e+09,7.47e+09,5.3346e+10,7.2261e+10,7.468e+09,2.332e+09,5.136e+09,6.801e+09,5.881e+09,1.195e+09,4.686e+09,2.015e+10,2.4783e+10,1.8638e+10,8.16e+09,1.0031e+10,4.3421e+10,6.3571e+10,1.1192e+10,1.1192e+10,-2.71e+08,5.706e+09,-7.937e+09,8.69e+09,8.69e+09,7.2261e+10,-2.9e+08,-2.81e+08,-3.794e+09,-4.075e+09,7.69e+09,5.37e+08,2.032e+09,9.722e+09,5.357e+09,5.357e+09,5.357e+09,3.1584e+10,-1.90054,-2.48025,-3.89441,-0.65788,-0.07912,0.93871,7.31542,0.43708,-9.00315,-9.00315,2.31181,13.68504,-0.09704,-4.37133
"41","2020_Q4",36.370625,"Up",3.062e+09,-4.522e+09,-1.46e+09,-8.97e+08,-5.45e+08,-3.52e+08,-2.357e+09,-2.63e+08,-2.91e+08,2.8e+07,-2.62e+09,-6.858e+09,1.479e+09,-5.379e+09,-5.379e+09,-5.379e+09,-5.379e+09,2.1525e+10,1.6477e+10,1.503e+09,1.503e+09,7.46e+08,1.256e+09,1.256e+09,2.503e+10,2.6602e+10,2.5882e+10,6.014e+09,9.753e+09,8.81e+09,5.4046e+10,7.9076e+10,7.203e+09,2.403e+09,4.8e+09,6.859e+09,5.663e+09,1.284e+09,4.379e+09,1.9725e+10,3.5681e+10,2.0313e+10,9.272e+09,1.1041e+10,5.5994e+10,7.5719e+10,1.1241e+10,1.1241e+10,-2.72e+08,3.27e+08,-7.939e+09,3.357e+09,3.357e+09,7.9076e+10,-2.575e+09,-1.33e+08,-1.011e+09,-1.144e+09,1.0128e+10,1.922e+10,1.19e+08,1.0247e+10,6.528e+09,6.528e+09,6.528e+09,4.254e+10,-0.47681,-0.76976,-1.75669,-1.60232,-0.06802,1.26895,22.55556,0.53796,-8.45755,-8.45755,4.81447,5.2783,-0.08124,-8.91599
"42","2021_Q1",44.2401639344262,"Up",3.973e+09,-4.931e+09,-9.58e+08,-8.3e+08,-4.99e+08,-3.31e+08,-1.788e+09,-3.36e+08,-3.65e+08,2.9e+07,-2.124e+09,-1.108e+09,3.53e+08,-7.55e+08,-7.55e+08,-7.55e+08,-7.55e+08,1.4096e+10,8.307e+09,1.396e+09,1.396e+09,7.32e+08,1.18e+09,1.18e+09,1.7404e+10,2.6529e+10,2.6398e+10,6.011e+09,9.753e+09,8.646e+09,5.4592e+10,7.1996e+10,6.596e+09,2.84e+09,3.756e+09,2.41e+09,6.921e+09,1.777e+09,5.144e+09,1.5927e+10,3.3138e+10,2.1397e+10,1.063e+10,1.0767e+10,5.4535e+10,7.0462e+10,1.1259e+10,1.1259e+10,-2.59e+08,-4.28e+08,-9.038e+09,1.534e+09,1.534e+09,7.1996e+10,-1.286e+09,3.48e+08,-1.396e+09,-1.048e+09,-5.932e+09,3.57e+09,-2.5e+07,-5.957e+09,-8.291e+09,-8.291e+09,-8.291e+09,3.5548e+10,-0.24113,-0.45004,-0.19003,-0.49218,-0.01049,1.09274,45.93351,0.49375,-1.18711,-1.18711,6.24686,2.41195,-0.01291,-11.99776
"43","2021_Q2",46.2963492063492,"Up",4.15e+09,-5.854e+09,-1.704e+09,-9.24e+08,-4.92e+08,-4.32e+08,-2.628e+09,-3.23e+08,-3.61e+08,9.2e+07,-2.951e+09,-1.515e+09,3.38e+08,-1.177e+09,-1.177e+09,-1.177e+09,-1.177e+09,1.4035e+10,8.46e+09,1.837e+09,1.837e+09,8.28e+08,1.153e+09,1.153e+09,1.7853e+10,2.6862e+10,2.6439e+10,6.009e+09,9.753e+09,8.371e+09,5.523e+10,7.3083e+10,8.408e+09,3.432e+09,4.976e+09,4.736e+09,7.544e+09,2.439e+09,5.105e+09,2.0688e+10,3.1629e+10,2.0284e+10,1.0396e+10,9.888e+09,5.1913e+10,7.2601e+10,1.1326e+10,1.1326e+10,-2.79e+08,-1.605e+09,-8.96e+09,4.82e+08,4.82e+08,7.3083e+10,6.91e+08,-4.38e+08,3.78e+08,-6e+07,-8.51e+08,9.24e+08,6.1e+07,-7.9e+08,-1.59e+08,-1.59e+08,-1.59e+08,3.6365e+10,-0.4106,-0.63325,-0.28361,-2.44191,-0.0161,0.86296,150.62448,0.49758,-1.85063,-1.85063,6.52516,0.75786,-0.0206,-8.49696
