"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q3",48.9401587301587,"Up",97512000,-67839000,29673000,-23379000,-19398000,-3981000,6294000,-36000,-118000,82000,6258000,6258000,-2102000,4156000,4156000,4156000,4156000,28002000,28002000,79686000,79686000,75498000,12330000,9985000,2345000,195516000,107234000,48821000,16478000,10897000,10978000,156055000,351571000,52253000,24145000,1055000,27053000,2827000,4e+06,4e+06,59080000,36570000,31413000,10298000,2201000,18914000,67983000,127063000,26341000,306979000,-48932000,224508000,224508000,351571000,4156000,2901000,910000,-4379000,3588000,-2353000,2101000,-1055000,-8044000,-238000,-1.16415321826935e-10,-238000,-9232000,-3543000,-3543000,596000,-2947000,9195000,39397000,4565000,0.3043,0.06455,0.04262,0.01851,0.01182,1.09841,3.30934,0.56596,0.11206,0.81235,0.81061,19.0602,43.8835,0.8923,0.20622,0.01765,0.01546,0.25385,1.23926,1.81045
"29","2017_Q4",69.3419047619048,"Up",99239000,-65703000,33536000,-23726000,-19999000,-3727000,9810000,-71000,-193000,122000,9739000,9739000,-3461000,6278000,6278000,6278000,6278000,39163000,39163000,80370000,80370000,75675000,11564000,9703000,1861000,206772000,108307000,47546000,16689000,10321000,10132000,155853000,362625000,57980000,24725000,1050000,32205000,2010000,5578000,5578000,65568000,32828000,31686000,10058000,2244000,19384000,64514000,130082000,27388000,312206000,-45922000,232543000,232543000,362625000,6278000,3235000,2470000,7711000,19694000,-3227000,-2338000,-1057000,-4590000,236000,0,236000,-6897000,10459000,10459000,699000,11158000,13045000,34838000,20990000,0.33793,0.09885,0.06326,0.027,0.01731,3.34342,3.15355,0.55939,0.09607,1.23002,1.22617,19.44338,45.56093,4.11246,0.20709,0.02453,0.07018,0.16837,-0.33154,-0.44088
"30","2018_Q1",66.0495081967213,"Down",96892000,-66138000,30754000,-23008000,-19198000,-3810000,7746000,-55000,-125000,70000,7691000,7691000,-6989000,702000,702000,702000.000000001,702000.000000001,44358000,44358000,73972000,73972000,77886000,10914000,8700000,2214000,207130000,108598000,44057000,16544000,7774000,9719000,152655000,359785000,54237000,25141000,1046000,28050000,2312000,6284000,6284000,62833000,34598000,35651000,10664000,2090000,22897000,70249000,133082000,30493000,311765000,-47440000,226703000,226703000,359785000,701999.999999999,3682000,3652000,4081000,12117000,-3311000,-1932000,-950000,2084000,1962000,1962000,0,-3891000,6294000,6294000,-1099000,5195000,11428000,36910000,19187000,0.3174,0.07994,0.00725000000000001,0.0031,0.00195,27.33191,3.29652,0.58703,0.10259,0.13846,0.13618,19.11085,44.7146,3.78442,0.18738,0.00552,0.06411,1.35328,-0.65173,-0.96153
"31","2018_Q2",69.75796875,"Up",98139000,-66621000,31518000,-23773000,-19777000,-3996000,7745000,-116000,-185000,69000,7629000,7629000,-2101000,5528000,5528000,5528000,5528000,45488000,45488000,77421000,77421000,83342000,11524000,8932000,2592000,217775000,109836000,48350000,16622000,7908000,14002000,158186000,375961000,55591000,27653000,1058000,26880000,3283000,2718000,2718000,61592000,43793000,35404000,10583000,2046000,22775000,79197000,140789000,31362000,316275000,-43517000,235172000,235172000,375961000,5528000,3265000,1799000,-11619000,-1027000,-2699000,-7007000,-1008000,10127000,-110000,1316790.77873192,-110000,8286000,252000,252000,939000,1191000,11010000,47076000,-1207000,0.32116,0.07892,0.05633,0.02351,0.0147,-0.21834,3.53577,0.59866,0.12522,1.09552,1.09163,19.44887,46.60563,-0.2392,0.19976,0.02058,-0.0038,0.18234,0.14423,0.20504
"32","2018_Q3",77.6468253968254,"Up",108915000,-73712000,35203000,-25869000,-20758000,-5111000,9334000,-110000,-214000,104000,9224000,9224000,-2489000,6735000,6735000,6735000,6735000,41395000,41395000,78107000,78107000,83212000,11705000,7592000,4113000,214419000,105172000,44489000,15867000,8023000,11506000,149661000,364080000,56457000,28240000,1055000,27162000,4170000,4195000,4195000,64822000,37308000,33409000,10006000,1833000,21570000,70717000,135539000,33308000,321954000,-56792000,228541000,228541000,364080000,6735000,3259000,1441000,-2729000,8706000,-2871000,-3253000,-1057000,-5230000,252000,252000.000000001,0,-7017000,-1564000,-1564000,-3509000,-5073000,12593000,41478000,9482000,0.32322,0.0857,0.06184,0.02947,0.0185,1.40787,3.30781,0.59306,0.11393,1.33525,1.32998,21.59298,45.30948,1.87986,0.20956,0.02568,0.03125,0.15694,0.00658999999999996,0.0088899999999999
"33","2018_Q4",61.3033333333333,"Down",108413000,-74922000,33491000,-25477000,-20621000,-4856000,8014000,-159000,-253000,94000,7855000,7855000,1200000,9055000,9055000,9055000,9055000,34032000,34032000,87034000,87034000,82402000,12442000,8700000,3742000,215910000,104608000,43451000,15882000,7830000,10882000,148059000,363969000,59105000,29749000,1050000,28306000,5243000,6055000,6055000,70403000,32681000,25488000,4919000,1841000,18728000,58169000,128572000,34919000,329959000,-57239000,235397000,235397000,363969000,9055000,2771000,1167000,-13585000,-592000,-1719000,-1719000,-1056000,-3573000,849000,894000,-45000,-6046000,-8357000,-8357000,1001000,-7356000,10785000,37924000,-5719000,0.30892,0.07392,0.08352,0.03847,0.02488,-0.63158,3.06677,0.54619,0.1042,1.80199,1.76236,21.57473,46.84517,-1.13811,0.21015,0.03384,-0.01914,0.11662,0.36087,0.48565
"34","2019_Q1",53.4909836065574,"Down",105411000,-73392000,32019000,-24178000,-20600000,-3578000,7841000,39000,-152000,191000,7880000,7880000,-2617000,5263000,5263000,5263000,5263000,43609000,43609000,73139000,73139000,85259000,12256000,9374000,2882000,214263000,102955000,41579000,15621000,6900000,10600000,144534000,358797000,52015000,26414000,1051000,24550000,10490000,6982000,6982000,69487000,24960000,25988000,5259000,1711000,19018000,50948000,120435000,36055000,334170000,-59583000,238362000,238362000,358797000,5263000,3149000,3787000,3690000,15889000,-2044000,-2044000,-967000,-2344000,-960000,-924000,-36000,-4274000,9571000,9571000,-22000.0000000005,9549000,10990000,35450000,15253000,0.30375,0.07439,0.04993,0.02208,0.01467,2.89816,3.0835,0.50526,0.0988,1.04987,1.01957,21.02753,47.54877,3.04269,0.1929,0.02078,0.05088,0.18374,-0.7424,-1.04056
"35","2019_Q2",49.8157142857143,"Down",97153000,-69888000,27265000,-25219000,-20731000,-4488000,2046000,-118000,-189000,71000,1928000,1928000,-104000,1824000,1824000,1824000,1824000,43457000,43457000,73604000,73604000,87557000,16330000,12261000,4069000,220948000,103186000,62994000,25465000,6737000,22474000,166180000,387128000,56758000,25743000,1055000,29960000,9272000,4908000,4908000,70938000,41769000,35256000,5172000,1731000,28353000,77025000,147963000,36929000,334947000,-58137000,239165000,239165000,387128000,1824000,3140000,1381000,-5844000,501000,-2396000,-13065000,-1043000,14471000,-239000,-963349.909304666,-239000,11134000,-1430000,-1430000,1292000,-138000,5186000,51041000,-2950000,0.28064,0.02106,0.01877,0.00763,0.00471,-1.61732,3.11466,0.61866,0.13185,0.36155,0.3609,19.25728,47.40634,-0.58474,0.20674,0.00881,-0.00906,0.57182,1.4624,3.70674
"36","2019_Q3",51.24953125,"Up",114842000,-77035000,37807000,-26692000,-21938000,-4754000,11115000,-265000,-361000,96000,10850000,10850000,-2984000,7866000,7866000,7904000,7904000,41260000,41260000,91767000,91767000,92732000,11462000,9426000,2036000,237221000,112263000,75669000,28726000,7462000,26622000,187932000,425153000,64923000,28727000,1092000,35104000,12125000,6454000,6454000,83502000,55222000,39681000,5085000,3198000,31398000,94903000,178405000,37956000,341804000,-56944000,246786000,246748000,425153000,7866000,3399000,1562000,-7493000,5334000,-9587000,-18388000,-1177000,16162000,-1456000,9.31322574615479e-10,-1456000,13529000,474999.999999998,474999.999999998,-2662000,-2187000,14514000,67347000,418000,0.32921,0.09679,0.06882,0.03203,0.01859,0.0528800000000011,2.8409,0.72303,0.15841,1.56546,1.56267,22.74549,48.87819,0.0827900000000001,0.23312,0.02567,0.00117999999999999,0.14891,1.79737,2.34701
"37","2019_Q4",59.73953125,"Up",119217000,-79875000,39342000,-27699000,-22685000,-5014000,11643000,-386000,-525000,139000,11257000,11257000,-3214000,8043000,8043000,7951000,7951000,41158000,41158000,85842000,85842000,92227000,13687000,8889000,4798000,232914000,117697000,74393000,25278000,8220000,25679000,192090000,425004000,65316000,28607000,1132000,35577000,10117000,8049000,8049000,83482000,52888000,39898000,5082000,3619000,31197000,92786000,176268000,39486000,348710000,-62733000,248682000,248736000,425004000,8043000,3305000,1431000,2055000,14834000,-9919000,-9839000,-1006000,-2959000,-673000,29000,-702000,-4687000,308000,308000,-408000,-1e+05,14948000,63005000,10298000,0.33,0.09766,0.06669,0.03197,0.01871,1.29518,2.78999,0.70865,0.14825,1.58292,1.55323,23.73422,49.50866,2.05017,0.20028,0.02547,0.02929,0.12652,1.46153,1.87641
"38","2020_Q1",50.8895161290323,"Down",113649000,-77468000,36181000,-28358000,-23061000,11890000,7823000,-4e+05,-359000,-41000,7423000,7423000,-1820000,5603000,5603000,5624000,5624000,38929000,38929000,83517000,83517000,95718000,13811000,9522000,4289000,231975000,124018000,77578000,27840000,7564000,27058000,201596000,433571000,66961000,28282000,1173000,37506000,12050000,2062000,2062000,81073000,53722000,41189000,5278000,3116000,32795000,94911000,175984000,40721000,353292000,-136459000,257554000,257587000,433571000,5603000,3904000,2465000,-5424000,6548000,-7511000,-7511000,-1004000,883000,-4245000,184000,-4429000,-2262000,-3225000,-3225000,1003000,-2222000,11727000,65772000,612000,0.31836,0.06883,0.04949,0.02183,0.01297,0.10882,2.86131,0.6832,0.1517,1.12323,1.09908,22.69802,51.43879,0.12223,0.20052,0.01818,0.00168,0.17852,2.28899,3.43129
"39","2020_Q2",47.0420634920635,"Down",102852000,-69942000,32910000,-27757000,-22339000,-5418000,5153000,-49000,-598000,549000,5104000,5104000,-1451000,3653000,3653000,3698000,3698000,34117000,34117000,83441000,83441000,92513000,12412000,9753000,2659000,222483000,119356000,71418000,25814000,6094000,26030000,190774000,413257000,56192000,28534000,1205000,26453000,13821000,4438000,4438000,74451000,58724000,39462000,5279000,2829000,31354000,98186000,172637000,41870000,355984000,-74136000,240632000,240620000,413257000,3653000,3357000,2564000,-12629000,-3055000,-5997000,-5997000,-1175000,10630000,-3744000,236000,-3980000,5711000,-3341000,-3341000,-1805000,-5146000,8510000,72545000,-8665000,0.31997,0.0501,0.03595,0.01537,0.00895,-2.34316,2.98831,0.71747,0.17554,0.73842,0.73709,20.53754,48.04952,-1.73023,0.23462,0.01382,-0.02457,0.31774,4.51563,7.4574
"40","2020_Q3",51.33484375,"Up",117629000,-78063000,39566000,-25268000,-20870000,4010000,14298000,-413000,-640000,227000,13885000,13885000,-3397000,10488000,10488000,10481000,10481000,36507000,36507000,94840000,94840000,95454000,11420000,8369000,3051000,238221000,124261000,73784000,27048000,6275000,26675000,198045000,436266000,62534000,30866000,1220000,30448000,15191000,6613000,6613000,84338000,57657000,41025000,5148000,2879000,32998000,98682000,183020000,42478000,365443000,-68573000,253251000,253246000,436266000,10488000,3304000,1050000,-2603000,12239000,-5823000,-5823000,-998000,-1036000,-2981000,30000,-3011000,-5015000,1401000,1401000,988000,2389000,17602000,72848000,12573000,0.33636,0.12155,0.0891,0.04139,0.02402,1.1996,2.8246,0.7227,0.16698,2.11055,2.10843,23.68687,50.99698,2.53182,0.20097,0.03127,0.03425,0.09522,2.06459,2.54168
"41","2020_Q4",56.4175,"Up",127463000,-82549000,44914000,-28025000,-22922000,-561000,16889000,531000,-468000,999000,17420000,17420000,-4458000,12962000,12962000,12954000,12954000,41248000,41248000,96712000,96712000,94315000,13647000,11130000,2517000,245922000,134440000,71679000,27689000,6515000,23549000,206119000,452041000,66717000,30299000,1256000,35162000,22780000,8698000,8698000,98195000,45220000,39988000,4384000,2890000,32714000,85208000,183403000,44120000,377384000,-65549000,268635000,268638000,452041000,12962000,3419000,3594000,4398000,24373000,-12399000,-12399000,-1015000,-4856000,-1311000,-92000,-1219000,-7182000,4792000,4792000,-50000,4742000,20308000,6.8e+07,16765000,0.35237,0.1325,0.10163,0.04822,0.02866,1.29419,2.50442,0.68271,0.15043,2.63561,2.58769,25.93347,54.65615,3.41099,0.20651,0.03709,0.04451,0.07835,1.31731,1.58399
"42","2021_Q1",68.455737704918,"Up",118505000,-81882000,36623000,-32756000,-25841000,-2240000,3867000,295000,-431000,726000,4162000,4162000,-1504000,2658000,2658000,2670000,2670000,45175000,45175000,92686000,92686000,97537000,20916000,17660000,3256000,256314000,125965000,78808000,29508000,10863000,23994000,204773000,461087000,78890000,31646000,1292000,45952000,22644000,2240000,2240000,103774000,33333000,42851000,5826000,2921000,34104000,76184000,179958000,45222000,379035000,-143119000,281138000,281129000,461087000,2658000,3758000,-1297000,2966000,8085000,10175000,10175000,-996000,-14509000,-1174000,78000,-1252000,-16679000,1581000,1581000,2346000,3927000,7625000,55977000,22270000,0.30904,0.03263,0.02253,0.0095,0.00579,8.34082,2.46993,0.64013,0.1214,0.5559,0.54027,24.67312,58.53383,4.63669,0.20737,0.00965,0.05861,0.37303,1.41666,2.79338
"43","2021_Q2",70.5495238095238,"Up",117553000,-77361000,40192000,-29424000,-23995000,-818000,10768000,-214000,-442000,228000,10554000,10554000,-3377000,7177000,7177000,7179000,7179000,34685000,34685000,93654000,93654000,99694000,12005000,8722000,3283000,240038000,145400000,71565000,28844000,5459000,23451000,216965000,457003000,73704000,33945000,1183000,38576000,21886000,2083000,2083000,97673000,37394000,41618000,5522000,2802000,33294000,79012000,176685000,46657000,385184000,-59266000,280329000,280318000,457003000,7177000,3145000,6257000,-3343000,13236000,-3465000,-3465000,-1131000,-15675000,-3678000,0,-3678000,-20484000,-10713000,-10713000,223000,-10490000,13913000,59280000,10482000,0.34191,0.0916,0.06107,0.02561,0.01571,1.46009,2.45757,0.6303,0.12971,1.46004,1.45442,23.90746,57.0122,2.13179,0.23002,0.0218,0.0275,0.15754,1.76777,2.28408
"44","2021_Q3",69.2478125,"Down",133038000,-89999000,43039000,-30301000,-23870000,-1668000,12738000,-161000,-431000,270000,12577000,12577000,-3686000,8891000,8891000,8869000,8869000,33454000,33454000,104674000,104674000,105428000,15046000,11897000,3149000,258602000,148511000,76296000,29316000,9191000,24134000,224807000,483409000,83960000,38737000,1222000,44001000,21378000,2108000,2108000,107446000,42066000,41104000,5218000,2817000,33069000,83170000,190616000,47884000,393032000,-54842000,292782000,292793000,483409000,8891000,3687000,-2467000,-9286000,825000.000000002,-3850000,-3850000,-983000,3417000,-682000,364000,-1046000,1752000,-1273000,-1273000,42000,-1231000,16425000,63444000,6975000,0.32351,0.09575,0.06667,0.03029,0.01835,0.78645,2.40681,0.65103,0.13124,1.80374,1.7968,27.05674,59.54484,1.41855,0.19992,0.02479,0.01755,0.11084,1.82588,2.35437
"45","2021_Q4",64.46375,"Down",135380000,-92217000,43163000,-30085000,-24883000,-341000,13078000,722000,-529000,1251000,13800000,13800000,-3097000,10703000,10703000,10708000,10708000,38326000,38326000,108034000,108034000,108603000,16440000,13050000,3390000,271403000,148097000,74093000,28695000,8948000,23511000,222190000,493593000,91445000,38501000,1261000,51683000,20811000,2100000,2100000,114356000,42424000,38119000,4923000,2687000,30509000,80543000,194899000,50025000,402720000,-60221000,298688000,298694000,493593000,10702000,3723000,2412000,-6812000,10025000,-5258000,-5258000,-980000,1113000,-513000,30000,-543000,-380000,4387000,4387000,485000,4872000,16801000,63235000,7828000,0.31883,0.0966,0.0791,0.03585,0.02169,0.73104,2.37332,0.6525,0.12811,2.18531,2.15236,27.62857,60.95673,1.59755,0.2,0.02922,0.01957,0.09152,1.48259,1.90465
"46","2022_Q1",59.2367741935484,"Down",131446000,-91598000,39848000,-28883000,-23048000,-882000,10965000,1e+06,-452000,1452000,11965000,11965000,-3015000,8950000,8950000,8973000,8973000,36406000,36406000,98203000,98203000,114507000,22995000,19778000,3217000,272111000,149774000,67133000,28194000,3839000,23061000,216907000,489018000,84010000,42376000,1301000,39225000,19539000,1986000,1986000,105535000,40048000,37437000,3653000,2791000,20891000,77485000,183020000,50897000,410673000,-61719000,306015000,305998000,489018000,8951000,5009000,10924000,-15372000,9512000,-5670000,-5670000,-1034000,-3097000,13000.0000000001,15000,-1999.99999999988,-4118000,-276000,-276000,-1644000,-1920000,15974000,59587000,-2053000,0.30315,0.08342,0.06826,0.02932,0.01835,-0.2288,2.5784,0.59811,0.12185,1.83122,1.80362,26.82571,62.45204,-0.41898,0.21102,0.02483,-0.00509,0.11523,1.45117,2.11409
"47","2022_Q2",61.2341935483871,"Up",138223000,-96272000,41951000,-32500000,-26970000,-756000,9451000,4690000,-413000,5103000,14141000,14141000,-1840000,12301000,12301000,12285000,12285000,34630000,34630000,115764000,115764000,126113000,22569000,19111000,3458000,299076000,156434000,78990000,38435000,5645000,18241000,235424000,534500000,95988000,51499000,1350000,43139000,17497000,2012000,2012000,115497000,60594000,39701000,3350000,4436000,31915000,100295000,215792000,51948000,421921000,-59529000,318709000,318708000,534500000,12301000,3021000,-3077000,-17420000,-5175000,-4853000,-10934000,-1031000,17808000,-1679000,116000,-1795000,15098000,-1011000,-1011000,-765000,-1776000,12472000,78091000,-7961000,0.3035,0.06838,0.08888,0.03855,0.02298,-0.64803,2.58947,0.67708,0.1461,2.50357,2.44429,28.16853,64.94987,-1.62238,0.21011,0.03051,-0.01824,0.08392,3.48469,4.59856
"48","2022_Q3",70.0534375,"Up",163471000,-110765000,52706000,-34757000,-28614000,-780000,17949000,-185000,-681000,496000,17764000,17764000,-4043000,13721000,13721000,13712000,13712000,30103000,30103000,123122000,123122000,127408000,26416000,20855000,5561000,307049000,157444000,72563000,34792000,5551000,17116000,230007000,537056000,97638000,49217000,1238000,47183000,20073000,1959000,1959000,119670000,57502000,37428000,3056000,4246000,30126000,94930000,214600000,52990000,434718000,-69629000,322448000,322456000,537056000,13721000,3853000,-952000,-17624000,-1002000,-5799000,-5799000,-1030000,1460000,999.999999999534,1000,0,431000,-6370000,-6370000,1843000,-4527000,21802000,77575000,2422000,0.32242,0.1098,0.08388,0.04252,0.02553,0.17663,2.5658,0.66552,0.14444,2.78247,2.77402,33.17188,65.43182,0.49148,0.20901,0.0337,0.00554,0.07512,2.17741,2.64483
