"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",370.663870967742,"Down",1226800000,-74687000,1152113000,-805151000,-325940000,-479211000,346962000,-5450000,-2813000,-2637000,341512000,341512000,-88419000,253093000,253093000,253093000,253093000,1038684000,535203000,503481000,1343368000,1343368000,398780000,130528000,3180188000,2083421000,864260000,845597000,20294000,3793278000,6973466000,879096000,879096000,232842000,231664000,1241495000,351569000,931157000,427683000,1282726000,2524221000,3030103000,1748222000,-12840000,4449245000,4449245000,6973466000,253093000,28855000,16321000,154580000,31514000,92114000,32279000,109929000,390383000,-150414000,-150414000,-120838000,82409000,-203247000,-271252000,36923000,36923000,-497529000,-491788000,-372657000,-372657000,-372657000,375817000,481126000,405936000,0.93912,0.28282,0.2063,0.05688,0.03629,1.6039,2.56158,0.56734,0.06899,2.40766,2.13503,11.67047,42.32539,3.86164,0.04318,0.06925,-1.48359,-1.60697
"29","2017_Q2",437.607936507937,"Up",1318991000,-84168000,1234823000,-804281000,-296846000,-507435000,430542000,1747000,-7501000,9248000,432289000,432289000,-183358000,248931000,248931000,248931000,248931000,1307084000,811773000,495311000,1339794000,1339794000,555809000,146055000,3669263000,2277029000,967695000,903378000,37087000,4148102000,7817365000,1061777000,1061777000,239294000,238418000,1308271000,700407000,942666000,422475000,1643073000,2951344000,3190992000,1997153000,-5884000,4866021000,4866021000,7817365000,248931000,38115000,96757000,133789000,3956000,-27902000,-137928000,179770000,355901000,-50461000,-50461000,-89682000,119012000,-208694000,-140143000,16673000,16673000,0,60812000,276570000,276570000,276570000,468657000,707607000,573652000,0.93619,0.32642,0.18873,0.05116,0.03184,2.30446,2.80467,0.60652,0.09052,2.35793,2.16262,12.49376,46.09197,5.43375,0.0382,0.08803,-1.27914,-1.39238
"30","2017_Q3",475.838253968254,"Up",1470116000,-102921000,1367195000,-816883000,-306908000,-509975000,550312000,-24462000,-5401000,-19061000,525850000,525850000,-138106000,387744000,387744000,387744000,387744000,1267850000,744313000,523537000,1420403000,1420403000,617478000,193334000,3860051000,2261702000,1064677000,919943000,36963000,4246322000,8106373000,716364000,716364000,312653000,312256000,1029017000,701173000,855445000,411541000,1556618000,2585635000,3449733000,2384897000,2348000,5520738000,5520738000,8106373000,387744000,35126000,138184000,121258000,33675000,-591624000,-94999000,-414825000,-30570000,-54849000,-54849000,-115560000,153154000,-268714000,-170409000,172020000,172020000,-31437000,133519000,-67460000.0000002,-67460000.0000002,-67460000.0000002,585438000,701173000,77071000.0000001,0.92999,0.37433,0.26375,0.07023,0.04783,0.19877,3.7512,0.46835,0.0865,3.65679,3.33868,13.86457,52.06573,0.72685,0.05479,0.01089,-0.96795,-1.02974
"31","2017_Q4",404.999365079365,"Down",1500673000,-104232000,1396441000,-836515000,-306766000,-529749000,559926000,5679000,-6182000,11861000,565605000,565605000,-177288000,388317000,388317000,388317000,388317000,1378944000,792065000,586879000,1532693000,1532693000,582517000,143761000,4135742000,2274529000,1327303000,963641000,36618000,4565473000,8701215000,818426000,818426000,320202000,319868000,1138628000,702317000,808677000,399891000,1510994000,2649622000,3570784000,2773214000,23835000,6051593000,6051593000,8701215000,388317000,37719000,80977000,125097000,6385000,-92181000,-126902000,118822000,414832000,-59653000,-59653000,-299231000,107109000,-406340000,-358884000,38199000,38199000,-46395000,-8196000,47752000,47752000,47752000,597645000,702317000,623099000,0.93054,0.37312,0.25876,0.06417,0.04463,1.60461,3.63222,0.43784,0.08071,3.63913,3.31815,14.06362,56.71277,5.8394,0.05135,0.08239,-1.13216,-1.20842
"32","2018_Q1",347.81393442623,"Down",1582420000,-105779000,1476641000,-937821000,-409880000,-527941000,538820000,15936000,-6016000,21952000,554756000,554756000,-381248000,173508000,173508000,173508000,173508000,1409500000,812700000,596800000,1538600000,1538600000,660800000,225100000,4.335e+09,2358600000,1486500000,584200000,77900000,4429300000,8764300000,178200000,178200000,957300000,320100000,1135500000,703500000,781200000,781200000,1484700000,2620200000,3.513e+09,2946700000,6e+05,6144100000,6144100000,8764300000,173508000,34540000,573682000,127156000,19484000,-214793000,-2871000.00000001,-133367000,566937000,-107637000,-107637000,-228127000,165325000,-393452000,-335764000,13308000,13308000,-223868000,-210535000,20638000,20638000,20638000,573360000,703500000,632178000,0.93315,0.3405,0.10965,0.02824,0.0198,3.64351,3.8177,0.42646,0.08027,1.62096,1.50165,14.78345,57.40004,5.906,0.02274,0.08287,-1.23134,-1.31027
"33","2018_Q2",312.75078125,"Down",1511485000,-114898000,1396587000,-829356000,-330770000,-498586000,567231000,18167000,-6439000,24606000,585398000,585398000,-107418000,477980000,477980000,477980000,477980000,1624952000,1019491000,605461000,1531936000,1531936000,567447000,155451000,4544732000,2394727000,1821985000,611252000,78984000,4827964000,9372696000,207611000,207611000,1058129000,391913000,1265740000,704645000,834667000,427889000,1539312000,2805052000,3611711000,3287767000,-15594000,6567644000,6567644000,9372696000,477980000,36358000,71863000,82422000,-4193000,32542000,30408000,90894000,618743000,-79375000,-79375000,-346037000,255276000,-601313000,-425412000,13427000,13427000,-171292343.507747,13427000,206758000,206758000,206758000,603589000,704645000,664174000,0.92398,0.37528,0.31623,0.07278,0.051,1.38954,3.59057,0.4271,0.07518,4.44021,4.15975,14.04099,61.01037,6.16987,0.05896,0.08193,-1.52472,-1.62246
"34","2018_Q3",380.584444444444,"Up",1608022000,-91661000,1516361000,-894173000,-364884000,-529289000,622188000,33886000,-6918000,40804000,656074000,656074000,-104662000,551412000,551412000,551412000,551412000,1683518000,917876000,765642000,1534324000,1534324000,668522000,163599000,4814917000,2461614000,2044703000,630746000,85669000,5137063000,9951980000,171906000,171906000,1159284000,488575000,1331190000,705903000,728461000,389421000,1434364000,2765554000,3712711000,3839179000,-11612000,7186426000,7186426000,9951980000,551412000,33642000,46887000,106795000,-50787000,-237376000,-95315000,-48721000.0000001,394565000,-112017000,-112017000,-372956000,206936000,-579892000,-484973000,20646000,20646000,-31853000,-11207000,-101615000,-101615000,-101615000,655830000,705903000,411099000,0.943,0.38693,0.34291,0.07673,0.05541,0.74554,3.617,0.38483,0.07093,5.11514,4.81679,14.91672,66.66443,3.81353,0.06396,0.04769,-1.49065,-1.57125
"35","2018_Q4",366.018412698413,"Down",1663496000,-110369000,1553127000,-926204000,-369232000,-556972000,626923000,8938000,-7494000,16432000,635861000,635861000,-41206000,594655000,594655000,594655000,594655000,2192152000,1087843000,1104309000,1665737000,1665737000,822015000,284807000,5719583000,2524446000,1873569000,688015000,125197000,5086030000,10805613000,172361000,172361000,1244869000,462945000,1417230000,707203000,812880000,391684000,1520083000,2937313000,3841286000,4433904000,-10519000,7868300000,7868300000,10805613000,594655000,35441000,65687000,111435000,-27714000,-242822000,-163698000,20400000,452961000,-106246000,-106246000,-170462000,181891000,-352353000,-276708000,53335000,53335000,-59621000,-6286000,169967000,169967000,169967000,662364000,707203000,354502000,0.93365,0.37687,0.35747,0.07558,0.05503,0.59615,4.03575,0.37331,0.06545,5.50438,5.16696,15.39804,72.83238,3.28142,0.06334,0.03776,-2.24189,-2.36863
"36","2019_Q1",411.785409836066,"Up",362596999,-100572000,262024999,456033000,-62314000,116047000,718057999,-41891000,-7349000,-34542000,676166999,676166999,144186000,820352999,820352999,820352999,820352999,2809900000,1467700000,1342200000,1723700000,1723700000,762800000,243300000,6447600000,2575800000,1.755e+09,956100000,127400000,5286900000,11734500000,218200000,218200000,1224600000,452500000,1442800000,708500000,825900000,825900000,1534400000,2977200000,3911700000,5254300000,-12300000,8757300000,8757300000,11734500000,820353000,42759000,115063000,126748000,94794000,-249344000,-7795000,-135273000,728831000,-85462000,-85462000,-180445000,131497000,-311942000,-275907000,22692000,27092000,-95726000,-73034000,379890000,379890000,379890000,760816999,708500000,281824999,0.72263,1.98032,2.26244,0.09368,0.06991,0.34354,4.46881,0.33997,0.06038,7.5875,7.15035,3.35368,80.99686,2.60662,0.07971,0.02738,-2.76203,-2.9265
"37","2019_Q2",332.918095238095,"Down",1711800000,-179200000,1532600000,-1052600000,-410800000,-641800000,4.8e+08,66100000,-7700000,73800000,546100000,546100000,-8.5e+07,461100000,461100000,461100000,461100000,3232400000,1708500000,1523900000,1728400000,1728400000,7.59e+08,182200000,6928600000,2612800000,2339800000,973600000,144300000,5926200000,12854800000,980700000,239600000,530700000,530700000,1511400000,709900000,1188800000,555100000,1898700000,3410100000,4.161e+09,5725100000,2800000,9444700000,9444700000,12854800000,461100000,5.1e+07,73400000,107900000,-23800000,311500000,-106100000,476200000,8.97e+08,-74300000,-74300000,-701800000,338400000,-1040200000,-776100000,130600000,140600000,-10700000,119900000,240800000,240800000,240800000,5.31e+08,709900000,853200000,0.89531,0.28041,0.26937,0.04882,0.03587,1.85036,4.58423,0.36106,0.05522,4.23416,3.99221,15.71901,86.72819,7.83471,0.04065,0.07522,-4.75047,-5.25521
"38","2019_Q3",295.91484375,"Down",1933700000,-152500000,1781200000,-1465600000,-417300000,-1048300000,315600000,-90900000,-8e+06,-82900000,224700000,224700000,-31600000,193100000,193100000,193100000,193100000,2669700000,1045500000,1624200000,1920200000,1920200000,743900000,208200000,6.651e+09,2676600000,2884600000,961400000,139800000,6522600000,13173600000,1120700000,2.44e+08,592400000,592400000,1713100000,711300000,993300000,449100000,1704600000,3417700000,4263700000,5918200000,15800000,9755900000,9755900000,13173600000,193100000,52100000,125700000,105800000,134500000,-182600000,-150700000,77700000,188300000,-94600000,-94600000,-741400000,407500000,-1148900000,-8.36e+08,14500000,14500000,-29800000,-15300000,-6.63e+08,-6.63e+08,-6.63e+08,367700000,711300000,122100000,0.92114,0.16321,0.0998600000000002,0.01979,0.01466,0.63231,3.88244,0.35032,0.05399,1.7667,1.68646,17.69167,89.25801,1.11711,0.01685,0.01065,-5.32608,-6.20532
"39","2019_Q4",336.4425,"Up",1048600000,-211700000,836900000,-98400000,-6.2e+07,-207500000,738500000,3e+07,-7800000,37800000,768500000,768500000,-98900000,669600000,669600000,669600000,669600000,2877900000,1384800000,1493100000,2027700000,2027700000,859200000,226900000,7109100000,2771400000,3112600000,946200000,137900000,6830200000,13939300000,1156700000,335600000,608700000,608700000,1765400000,712700000,956800000,404900000,1669500000,3434900000,4388500000,6587800000,16500000,10504400000,10504400000,13939300000,669600000,52900000,134900000,117100000,2500000,-300100000,-207700000,-33400000,557300000,-121700000,-121700000,-85300000,560500000,-645800000,-2.07e+08,-1.1e+07,8400000,0,-1.1e+07,339300000,339300000,339300000,791400000,712700000,468500000,0.79811,0.70427,0.63857,0.06374,0.04804,0.69967,4.02691,0.327,0.05113,6.12066,5.86854,9.58501,96.01828,4.28245,0.055,0.03848,-2.73591,-2.93189
"40","2020_Q1",412.485806451613,"Up",1863500000,-221700000,1641800000,-966100000,-451800000,-552400000,675700000,214100000,-6700000,220800000,889800000,889800000,-97800000,7.92e+08,7.92e+08,7.92e+08,7.92e+08,3214300000,1617800000,1596500000,2.525e+09,2.525e+09,534300000,273700000,7689100000,2890400000,3256800000,968900000,144700000,7116100000,14805200000,1629500000,418100000,467100000,382100000,2096600000,599792056.504571,1618900000,1541300000,1618900000,3715500000,4428700000,7379800000,21100000,11089700000,11089700000,14805200000,7.92e+08,54300000,-29600000,133500000,-142500000,-29300000,-59200000.0000001,138200000,787400000,-1.39e+08,-1.39e+08,-69700000,297800000,-367500000,-208700000,-198200000,48300000,-147500000,-345700000,2.33e+08,2.33e+08,2.33e+08,7.3e+08,0,659500000,0.88103,0.3626,0.42501,0.07142,0.05349,0.8327,3.66741,0.33504,0,7.25275,6.92913,17.06502,101.55403,6.03938,0.06232,0.05189,-4.40315,-4.75699
"41","2020_Q2",567.616349206349,"Up",1828199999,-217300000,1610899999,-910800000,-367300000,-583900000,700099999,-31500000,-6100000,-25400000,668599999,668599999,-4.4e+07,624599999,624599999,624599999,624599999,4003400000,2208200000,1795200000,2063100000,2063100000,1096700000,226600000,8644100000,2944600000,3236400000,932400000,161200000,7113400000,15757500000,1.491e+09,347800000,564200000,479200000,2055200000,450500000,1118800000,1102600000,1569300000,3624500000,5211500000,8004400000,-9100000,1.2133e+10,1.2133e+10,15757500000,624600000,56100000,198300000,105800000,82600000,-1.81e+08,-1.69e+08,58800000,6.98e+08,-170100000,-170100000,-273100000,441200000,-714300000,-443200000,490700000,811400000,-155100000,335600000,590400000,590400000,590400000,756199999,450500000,449099999,0.88114,0.38294,0.34165,0.05148,0.03964,0.71902,4.20597,0.29873,0.02859,5.68852,5.42659,16.65027,110.50091,4.09016,0.04558,0.03278,-4.69836,-5.07485
"42","2020_Q3",606.3346875,"Up",1.952e+09,-275500000,1676500000,-1020100000,-348300000,-7.22e+08,656400000,262500000,-9700000,272200000,918900000,918900000,-21599999,897300001,897300001,897300001,897300001,3144200000,1992200000,1.152e+09,1.991e+09,1.991e+09,1084100000,263800000,7860200000,3031400000,2587600000,949500000,175500000,6568500000,14428700000,1637100000,380100000,2065300000,461500000,3702400000,715900000,9.53e+08,915200000,1668900000,5371300000,6263100000,8901700000,35500000,9057400000,9057400000,14428700000,897300000,58800000,-46799999.9999999,103500000,-258400000,34100000,121900000,74800000,943400000,-129900000,-129900000,1583300000,2402500000,-819200000,1453400000,-3696300000,1356600000,-416500000,-2612800000,-2.16e+08,-2.16e+08,-2.16e+08,715200000,715900000,640999999,0.85886,0.33627,0.45968,0.09907,0.06219,0.71437,2.123,0.59303,0.04962,8.18704,7.57215,17.81022,82.64051,5.84854,0.08365,0.05976,-3.39527,-3.69942
"43","2020_Q4",539.8,"Down",2294000001,-2.74e+08,2020000001,-966900000,-326900000,-684600000,1053100001,-54800000,-26300000,-28500000,998300001,998300001,-156200001,842100000,842100000,842100000,842100000,3025900000,1.573e+09,1452900000,3092500000,3092500000,1177600000,230600000,9097600000,3138300000,2875100000,9.73e+08,168800000,6986400000,1.6084e+10,1746100000,443100000,591700000,494800000,2337800000,1978300000,1642400000,1604500000,3620700000,5958500000,6592900000,9743800000,30800000,10125500000,10125500000,1.6084e+10,842100000,59300000,165600000,101200000,64500000,-1321300001,-1228200000,75899999,-254300001,-153200000,-153200000,-622600000,486600000,-1109200000,-775800000,2.11e+08,303100000,-80900000,6.12e+08,-418100001,-418100001,-418100001,1112400001,1978300000,-205899999,0.88056,0.45907,0.36709,0.08317,0.05236,-0.24451,3.89152,0.58846,0.123,7.98199,7.34176,21.74408,95.9763,-1.95166,0.06126,-0.01498,-0.94175,-0.99478
"44","2021_Q1",486.872295081967,"Down",2422900000,-353100000,2069800000,-814800000,-303500000,-656500000,1.255e+09,57600000,-14800000,72399999.9999999,1312600000,1224600000,-75400000,1149200000,1149200000,1149200000,1149200000,3.587e+09,2193700000,1393300000,4114700000,4114700000,160800000,160800000,9779100000,3221600000,3135600000,1.027e+09,168100000,7384200000,17163300000,2119700000,475500000,577700000,577700000,2697400000,1978500000,1462100000,1462100000,3440600000,6.138e+09,6716200000,1.0893e+10,29300000,11025300000,11025300000,17163300000,1149200000,61700000,55500000,112139189.252896,115421578.341404,-35399999.0000002,-346359281.037557,-201831215.028957,1231000001,-161400000,453200000,-143600000,-239493358.778223,-1513730801.98854,-3.05e+08,-2.77e+08,104100000,-28300000,-305300000,620700001,620700001,620700001,1316700000,1978500000,1195300001,0.85427,0.51797,0.47431,0.10423,0.06696,1.04011,3.62538,0.55672,0.11528,10.89289,10.25156,22.96588,104.50427,11.32986,0.07944,0.08263,-1.22161,-1.28167
"45","2021_Q2",506.621904761905,"Up",2528700000,-3.08e+08,2220700000,-1.108e+09,-405600000,-742900000,1112700000,140300000,-14600000,154900000,1.253e+09,1.253e+09,-137800000,1115200000,1115200000,1115200000,1115200000,3503800000,1437900000,2065900000,4.173e+09,4.173e+09,213600000,213600000,10055100000,3262600000,3543700000,910800000,145700000,7717100000,17772200000,2035100000,542900000,1182700000,464900000,3217800000,1978900000,598500000,598500000,2577400000,5795200000,6887900000,12008200000,16200000,1.1977e+10,1.1977e+10,17772200000,1115200000,67400000,25300000,130900000,-115700000,-539400000,-58300000.0000005,-228300000,668500000,-115300000,-115300000,-943700000,416300000,-1.36e+09,-1.059e+09,-211900000,9.5e+07,-154500000,-366400000,-756900000,-756900000,-756900000,1180100000,1978900000,663200000,0.8782,0.44003,0.44102,0.09311,0.06275,0.59469,3.12484,0.48386,0.11135,10.58065,10.09231,23.99146,113.63378,6.29222,0.07662,0.04557,-1.29218,-1.37045
"46","2021_Q3",620.81515625,"Up",5138500000,-693700000,4444800000,-1097600000,-414700000,-714200000,3347200000,405600000,-14400000,4.2e+08,3752800000,3752800000,-653900000,3098900000,3098900000,3098900000,3098900000,3910799999,2072199999,1838600000,6998600000,6998600000,444300000,444300000,13337599999,3358500000,3900300000,889500000,142900000,8148300000,21485899999,2.494e+09,4.76e+08,1238400000,5.2e+08,3732400000,1979200000,6.47e+08,6.47e+08,2626200000,6358600000,7225900000,15107100000,15700000,15127300000,15127300000,21485900000,3098900000,71100000,-58400000,145500000,-245600000,-2484900000,-2825600000,309400000,626700000,-148500000,-148500000,274300000,800800000,-526500000,125800000,-92000000.0000001,213200000,-26200000,-118200000,634300000,634300000,634300000,3418300000,1979200000,1438800000,0.865,0.6514,0.60307,0.20485,0.14423,0.46429,3.57346,0.42034,0.09212,29.40133,28.04434,48.75237,143.52277,13.65085,0.17455,0.08104,-0.56508,-0.57708
"47","2021_Q4",614.83265625,"Down",3452800000,-453200000,2999600000,-1152400000,-4.45e+08,-665400000,1847200000,-30600000,-14200000,-16400000,1816600000,1816600000,-184400000,1632200000,1632200000,1632200000,1632200000,5787600000,3432400000,2355200000,5.452e+09,5.452e+09,4.82e+08,4.82e+08,13775400000,3395700000,5631300000,869100000,145900000,9896100000,23671500000,2.488e+09,4.27e+08,1226800000,507800000,3714800000,1979600000,719100000,719100000,2698700000,6413500000,7919300000,16739300000,9500000,1.7258e+10,1.7258e+10,23671500000,1632200000,73200000,2.45e+08,157282316.398155,-159706256.66112,1463200000,-2798868390.57792,387092665.416258,3413600000,-133200000,-133200000,-2305600000,768652269.447896,-778219410.939631,-2438800000,6.55e+08,821400000,-269600000,385400000,1360200000,1360200000,1360200000,1920400000,1979600000,3434800000,0.86874,0.53499,0.47272,0.09458,0.06895,2.1044,3.70825,0.37162,0.08363,15.47109,14.59928,32.72796,163.58199,32.55735,0.08179,0.17211,-1.98292,-2.0615
"48","2022_Q1",632.651774193548,"Up",4951700000,-982600000,3969100000,-1281400000,-559600000,-737600000,2687700000,-136300000,-14100000,-122200000,2551400000,2503400000,-274400000,2.229e+09,2.229e+09,2.229e+09,2.229e+09,5694700000,2885600000,2809100000,6036500000,6036500000,332400000,332400000,14014900000,3482200000,6.838e+09,1099700000,216100000,11419900000,25434800000,2770800000,5.64e+08,1161700000,4.42e+08,3932500000,1.98e+09,753500000,680200000,2733500000,6.666e+09,8087600000,18968300000,-26200000,18768800000,18768800000,25434800000,2.229e+09,74500000,424400000,165251474.071553,58069654.8520146,-355400000,-523094430.36777,49213514.3558002,2372500000,-154900000,3.97e+08,-1857800000,637117807.83048,-1732872352.41613,-2012700000,-324200000,542700000,-582400000,-906600000,-546800000,-546800000,-546800000,2762200000,1.98e+09,2526300000,0.80156,0.54278,0.45015,0.11876,0.08764,1.13338,3.56387,0.35516,0.07785,20.58172,18.54409,45.72207,173.30379,23.32687,0.10366,0.11749,-1.34483,-1.38211
"49","2022_Q2",650.014838709677,"Up",2965100000,-4.33e+08,2532100000,-1273600000,-4.5e+08,-843800000,1258500000,-197400000,-13600000,-183800000,1061100000,1061100000,-87600000,973500000,973500000,973500000,973500000,7050600000,3345700000,3704900000,4.839e+09,4.839e+09,424900000,424900000,1.4306e+10,3556400000,7.084e+09,1402300000,2.62e+08,12042700000,26348700000,2516300000,470300000,491300000,491300000,3007600000,1980400000,1.446e+09,1.446e+09,3426400000,6.434e+09,8754100000,19941800000,-170100000,19914700000,19914700000,26348700000,973500000,74300000,230700000,166900000,288800000,823200000,1197500000,-285700000,2101700000,-141800000,-141800000,-1563500000,746300000,-2309800000,-1705300000,163500000,521600000,-98800000,64700000,461100000,461100000,461100000,1332800000,1980400000,2101800000,0.85397,0.42444,0.32832,0.04888,0.03695,2.15901,4.75662,0.32308,0.07516,9.16667,8.59982,27.91996,187.51977,19.79096,0.04171,0.09005,-3.80417,-4.02876
"50","2022_Q3",629.39,"Down",2857200000,-494100000,2363100000,-1253200000,-476300000,-794300000,1109900000,-146700000,-13100000,-133600000,963200000,963200000,-111100000,852100000,852100000,852100000,852100000,7566400000,3395100000,4171300000,5161400000,5161400000,583600000,583600000,15529900000,3637700000,6415900000,1622300000,269900000,11675900000,27205800000,2467600000,534200000,566300000,566300000,3033900000,1980700000,1503400000,1503400000,3484100000,6.518e+09,9120200000,20793900000,-223800000,20687800000,20687800000,27205800000,852100000,74400000,419200000,159800000,415400000,-781300000,-322400000,-218800000,564400000,-153600000,-153600000,-3e+07,1435100000,-1465100000,-413900000,-52200000,306800000,-48900000,-101100000,49400000,49400000,49400000,1184300000,1980700000,360500000,0.82707,0.38846,0.29823,0.04119,0.03132,0.42307,5.11879,0.31506,0.0728,7.89713,7.47456,26.48007,191.73031,3.34106,0.03525,0.01491,-4.71646,-5.03262
