"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","commissions_fees_earned","other_non_interest_income","net_revenue_after_provisions","total_non_interest_expense","commissions_fees_paid","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","fed_funds_sold_repos","short_long_term_investments","other_investments","customer_acceptances_liabilities","other_assets","total_assets","total_deposits","short_term_debt","securities_sold_under_repo","trading_account_liabilities","short_term_borrowings","long_term_debt","other_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","stock_based_compensation","change_in_working_capital","other_operating_assets_liabilities","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","capital_expenditures","net_change_in_investments","decrease_in_investments","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",202.734126984127,"Up",7.887e+09,7.88e+08,3.22e+09,-2.432e+09,7.099e+09,3.957e+09,3.142e+09,7.887e+09,-5.378e+09,-9.7e+08,-4.408e+09,2.509e+09,2.509e+09,2.509e+09,-6.78e+08,1.831e+09,1.831e+09,1.831e+09,-2e+08,1.631e+09,1.10888e+11,1.15553e+11,1.15553e+11,5.06041e+11,1.78301e+11,5.9343e+10,6.0741e+10,9.06518e+11,1.25544e+11,2.89622e+11,8.3635e+10,1.29984e+11,6.5399e+10,2.03647e+11,2.0103e+11,8.19843e+11,1.1203e+10,5.3196e+10,9e+06,5.3187e+10,-7.1642e+10,9.2225e+10,1.693e+09,8.6675e+10,8.6675e+10,9.06518e+11,1.831e+09,2.65e+08,7.2e+07,1.8e+08,-1.2876e+10,3.643e+09,-1.0708e+10,-5.57e+08,1.25e+08,-6.82e+08,-3.82e+08,3.46e+08,-5.159e+09,-5.1e+08,8.061e+09,1.869e+09,6.192e+09,-8.021e+09,1.4213e+10,-1.465e+09,-1.466e+09,-2.385e+09,18999999.9999995,3.72e+09,-1.2147e+10,-1.2147e+10,-1.2147e+10,2.774e+09,4.93269e+11,-9.981e+09,0.31812,0.2068,0.01882,0.0018,-6.11956,9.45882,0.54414,4.01625,3.94629,19.42132,185.84585,-24.57769,1.25585,0.00236,-0.01101,0.31269,137.84463,152.40375
"31","2017_Q4",221.184285714286,"Up",8.326e+09,7.3e+08,3.411e+09,-2.681e+09,7.596e+09,3.93e+09,3.666e+09,8.326e+09,-5.35e+09,-9.38e+08,-4.412e+09,2.976e+09,2.976e+09,2.976e+09,-8.48e+08,2.128e+09,2.128e+09,2.128e+09,-9.3e+07,2.035e+09,1.1661e+11,1.12532e+11,1.12532e+11,5.21868e+11,1.88394e+11,5.9695e+10,5.7941e+10,9.30132e+11,1.32761e+11,2.91895e+11,8.6424e+10,1.27873e+11,6.8096e+10,2.11852e+11,2.07332e+11,8.4384e+11,1.1203e+10,5.3303e+10,9e+06,5.3294e+10,-7.3811e+10,9.3958e+10,1.639e+09,8.6292e+10,8.6292e+10,9.30132e+11,2.128e+09,2.8e+08,1.58e+08,1.58e+08,1.47e+08,6.446e+09,2.713e+09,-4.55e+08,2.34e+08,-6.89e+08,-2.143e+09,4e+08,-1.1123e+10,-3.95e+08,8.853e+09,5.9e+07,8.794e+09,-6.218e+09,1.5012e+10,-2.174e+09,-2.174e+09,7.218e+09,6.3e+08,1.4132e+10,5.722e+09,5.722e+09,5.722e+09,3.256e+09,5.03747e+11,3.796e+09,0.35743,0.24442,0.02358,0.00219,1.86536,9.77889,0.54159,5.1105,5.01726,20.90909,188.57107,9.5329,0.99196,0.00261,0.00408,0.1941,118.89957,130.08636
"32","2018_Q1",235.48262295082,"Up",8.491e+09,8.98e+08,3.736e+09,-2.838e+09,7.593e+09,4.467e+09,3.126e+09,7.834e+09,-4.726e+09,-1.236e+09,-3.49e+09,3.108e+09,3.108e+09,3.108e+09,-5.036e+09,-1.928e+09,-1.928e+09,-1.928e+09,-2.15e+08,-2.143e+09,1.10051e+11,1.20822e+11,1.20822e+11,5.06836e+11,1.90848e+11,8.4788e+10,2.8346e+10,9.16776e+11,1.38604e+11,4.6132e+11,8.4718e+10,1.26723e+11,7.171e+10,2.17687e+11,1.6922e+10,8.34533e+11,1.1853e+10,5.3366e+10,9e+06,5.3357e+10,-7.5392e+10,9.1519e+10,8.97e+08,8.2243e+10,8.2243e+10,9.16776e+11,-1.928e+09,3.5e+08,5.611e+09,1.59e+08,-1.1533e+10,-3.2085e+10,-6.843e+09,-8.37e+08,1.38e+08,-9.75e+08,-4.97e+09,1.612e+09,-1.081e+10,-4.98e+08,7.573e+09,-55999999.9999995,7.629e+09,-6.77e+09,1.4399e+10,-9.84e+08,-2.479e+09,5.842e+09,-8.39e+08,1.1094e+10,-6.559e+09,-6.559e+09,-6.559e+09,3.458e+09,6.79007e+11,-3.876e+09,0.36603,-0.25238,-0.02606,-0.00234,1.80868,10.14716,0.74065,-5.50051,-5.39255,21.79415,180.67248,-9.94867,1.27823,-0.00179,-0.00423,-0.23238,164.53326,183.06178
"33","2018_Q2",216.34453125,"Down",1.008e+10,9.18e+08,4.23e+09,-3.312e+09,9.162e+09,4.294e+09,4.868e+09,1.0036e+10,-6.617e+09,-1.137e+09,-5.48e+09,3.419e+09,3.419e+09,3.419e+09,-5.87e+08,2.832e+09,2.832e+09,2.832e+09,-9.5e+07,2.737e+09,1.20503e+11,1.31461e+11,1.31461e+11,5.14446e+11,1.77567e+11,7.0273e+10,6.5155e+10,9.73535e+11,1.5094e+11,3.2159e+11,9.469e+10,1.40654e+11,7.4517e+10,2.25899e+11,1.91527e+11,8.89956e+11,1.1203e+10,5.4001e+10,9e+06,5.3992e+10,-7.6177e+10,9.3907e+10,6.45e+08,8.3579e+10,8.3579e+10,9.73535e+11,2.832e+09,2.99e+08,1.329e+09,1.329e+09,-5.468e+09,2.075e+09,-9.64e+08,-5.56e+08,1.007e+09,-1.563e+09,-3.005e+09,1.83e+08,-9.213e+09,-3.76e+08,1.1005e+10,5.603e+09,5.402e+09,-1.1889e+10,1.7291e+10,-1.45e+09,-1.45e+09,1.2336e+10,-8.86e+08,2.0629e+10,1.0452e+10,1.0452e+10,1.0452e+10,3.718e+09,5.47489e+11,-1.719e+09,0.33919,0.27153,0.03275,0.00281,-0.62806,10.64808,0.56237,7.03418,6.95023,25.90594,186.00874,-4.41789,0.96633,0.0032,-0.00177,0.13738,114.84293,124.88622
"34","2018_Q3",211.75253968254,"Down",9.358e+09,1.002e+09,4.92e+09,-3.918e+09,8.356e+09,4.568e+09,3.788e+09,9.402e+09,-6.126e+09,-9.77e+08,-5.149e+09,3.276e+09,3.276e+09,3.276e+09,-7.11e+08,2.565e+09,2.565e+09,2.565e+09,-2.17e+08,2.348e+09,1.31417e+11,1.3518e+11,1.3518e+11,5.10784e+11,1.62825e+11,5.9778e+10,5.7369e+10,9.6861e+11,1.53441e+11,3.02614e+11,9.3219e+10,1.29047e+11,7.0769e+10,2.27354e+11,1.98602e+11,8.82011e+11,1.1203e+10,5.4009e+10,9e+06,5.4e+10,-7.6177e+10,9.5941e+10,1.623e+09,8.6599e+10,8.6599e+10,9.6861e+11,2.565e+09,3.35e+08,176000000.000001,1.76e+08,5.566e+09,2.9108e+10,8.598e+09,-1.249e+09,9.39e+08,-2.188e+09,1.08e+08,1.2e+08,-3.59e+09,-5.31e+08,3.422e+09,-2.6e+07,3.448e+09,-1.2847e+10,1.6295e+10,1e+07,0,2.501e+09,5.04e+08,5.906e+09,1.0914e+10,1.0914e+10,1.0914e+10,3.611e+09,5.29968e+11,8.639e+09,0.35007,0.25091,0.02711,0.00242,3.6793,10.185,0.54714,6.05623,5.98064,24.13722,194.46995,22.28269,1.36962,0.00297,0.00892,0.22615,110.37137,121.65781
"35","2018_Q4",184.255714285714,"Down",8.646e+09,8.56e+08,5.061e+09,-4.205e+09,7.79e+09,4.264e+09,3.526e+09,8.646e+09,-5.568e+09,-9.52e+08,-4.616e+09,3.078e+09,3.078e+09,3.078e+09,-5.54e+08,2.524e+09,2.524e+09,2.524e+09,-7.1e+07,2.453e+09,1.18871e+11,1.43447e+11,1.43447e+11,5.05919e+11,1.54891e+11,5.4985e+10,5.7957e+10,9.5719e+11,1.51518e+11,2.931e+11,8.592e+10,1.29268e+11,6.8219e+10,2.29387e+11,1.96423e+11,8.70428e+11,1.1203e+10,5.4021e+10,9e+06,5.4012e+10,-7.7422e+10,9.8083e+10,8.77e+08,8.6762e+10,8.6762e+10,9.5719e+11,2.524e+09,3.17e+08,6e+06,1.66e+08,-8.161e+09,-3.356e+09,-5.314e+09,-1.656e+09,5.4e+08,-2.196e+09,3.4e+07,5.8e+07,-4.032e+09,-3.82e+08,1.26e+08,1.892e+09,-1.766e+09,-1.268e+10,1.0914e+10,-1.241e+09,-1.244e+09,-1.923e+09,2.2e+08,-3.2e+09,-1.2546e+10,-1.2546e+10,-1.2546e+10,3.395e+09,5.22487e+11,-5.868e+09,0.356,0.28372,0.02827,0.00256,-2.39217,10.03236,0.54586,6.36482,6.28169,22.43383,196.05345,-15.22574,0.99118,0.00296,-0.00613,0.15573,118.88542,131.1293
"36","2019_Q1",176.997213114754,"Down",8.532e+09,9.91e+08,5.468e+09,-4.477e+09,7.541e+09,4.093e+09,3.448e+09,7.858e+09,-5.15e+09,1.852e+09,-7.002e+09,2.708e+09,2.708e+09,2.708e+09,-1.7e+08,2.538e+09,2.538e+09,2.538e+09,-2.16e+08,2.322e+09,1.30547e+11,1.39258e+11,1.39258e+11,4.71446e+11,1.35285e+11,7.9315e+10,3.064e+10,9.31796e+11,1.58257e+11,4.41598e+11,7.8723e+10,1.20705e+11,6.1935e+10,2.24149e+11,1.7607e+10,8.41611e+11,1.1203e+10,5.4014e+10,9e+06,5.4005e+10,-7.867e+10,1.001e+11,3.538e+09,9.0185e+10,9.0185e+10,9.31796e+11,2.538e+09,3.77e+08,2.5662e+10,1.6e+08,-1.5007e+10,-2.3575e+10,1.4244e+10,-8.1e+08,1.225e+09,-2.035e+09,1.54e+09,7.734e+09,-1.985e+09,-5.21e+08,-7.432e+09,-4.546e+09,-2.886e+09,-9.309e+09,6.423e+09,-1.225e+09,-1.25e+09,7.292e+09,1.303e+09,-5.83e+08,1.1676e+10,1.1676e+10,1.1676e+10,3.085e+09,6.65747e+11,-1.2562e+10,0.31739,0.27215,0.02575,0.00249,-5.40999,9.33205,0.71448,6.12019,6.04845,22.48814,208.17607,-33.11017,1.37322,0.00305,-0.01348,0.22438,173.4846,197.63663
"37","2019_Q2",182.329365079365,"Up",8.807e+09,1.218e+09,5.597e+09,-4.379e+09,7.589e+09,3.986e+09,3.603e+09,8.583e+09,-5.864e+09,-1.06e+09,-4.804e+09,2.719e+09,2.719e+09,2.719e+09,-4.68e+08,2.251e+09,2.251e+09,2.251e+09,-6.9e+07,2.182e+09,8.7884e+10,1.32445e+11,1.32445e+11,5.11225e+11,1.4795e+11,7.3438e+10,3.7683e+10,9.25349e+11,1.64136e+11,4.30293e+11,7.0569e+10,1.13546e+11,6.5181e+10,2.24473e+11,1.6174e+10,8.35076e+11,1.1203e+10,5.4871e+10,9e+06,5.4862e+10,-7.9915e+10,1.01988e+11,2.126e+09,9.0273e+10,9.0273e+10,9.25349e+11,2.251e+09,3.68e+08,1.503e+09,1.503e+09,-4.9352e+10,-1.1962e+10,-4.5006e+10,1.38e+08,2.266e+09,-2.128e+09,2.12e+08,5.015e+09,-1.501e+09,-3.75e+08,-2.39e+09,-2.309e+09,-8.1e+07,-7.776e+09,7.695e+09,-1.25e+09,-1.25e+09,5.594e+09,2.265e+09,3.844e+09,-4.2663e+10,-4.2663e+10,-4.2663e+10,3.087e+09,6.54766e+11,-4.5659e+10,0.30873,0.24776,0.02417,0.00236,-20.9253,9.25056,0.70759,5.74513,5.70607,23.18852,208.18852,-120.21854,0.98736,0.00276,-0.04934,0.17186,183.63524,208.48915
"38","2019_Q3",193.63046875,"Up",9.461e+09,1.071e+09,5.76e+09,-4.689e+09,8.39e+09,4.15e+09,4.24e+09,9.247e+09,-6.12e+09,-1.125e+09,-4.995e+09,3.127e+09,3.127e+09,3.127e+09,-7.06e+08,2.421e+09,2.421e+09,2.421e+09,-2.23e+08,2.198e+09,9.1092e+10,1.37639e+11,1.37639e+11,5.094e+11,1.38458e+11,8.3915e+10,3.9088e+10,9.44903e+11,1.66367e+11,4.4852e+11,7.0879e+10,1.2464e+11,6.7722e+10,2.21145e+11,1.7979e+10,8.54011e+11,1.1203e+10,5.4874e+10,9e+06,5.4865e+10,-8.1167e+10,1.03867e+11,2.115e+09,9.0892e+10,9.0892e+10,9.44903e+11,2.421e+09,3.99e+08,1.92e+08,1.92e+08,6213000000.00001,1.643e+09,9438999999.99999,-8.21e+08,1.219e+09,-2.04e+09,2.088e+09,3.241e+09,-1e+06,-5.35e+08,-6.992e+09,-2.68e+08,-6.724e+09,-1.3183e+10,6.459e+09,-7.51e+08,-1.25e+09,2.027e+09,2.1e+07,-6.23e+09,3207999999.99998,3207999999.99998,3207999999.99998,3.526e+09,6.69665e+11,9.624e+09,0.33051,0.23232,0.02418,0.00233,4.37852999999999,9.39589,0.70871,5.87073,5.81481,25.26976,212.84455,25.70513,1.42895,0.00289,0.01019,0.2434,164.08763,185.02494
"39","2019_Q4",202.1296875,"Up",8.323e+09,1.008e+09,5.459e+09,-4.451e+09,7.315e+09,3.649e+09,3.666e+09,8.032e+09,-5.616e+09,-1.203e+09,-4.413e+09,2.416e+09,2.416e+09,2.416e+09,-5.39e+08,1.877e+09,1.877e+09,1.877e+09,-8.4e+07,1.793e+09,9.4094e+10,1.38299e+11,1.38299e+11,5.65358e+11,1.40369e+11,8.3092e+10,4.064e+10,1.00732e+12,1.82702e+11,4.96334e+11,1.09438e+11,1.2968e+11,6.9055e+10,2.16878e+11,1.9394e+10,9.15308e+11,1.1203e+10,5.4888e+10,9e+06,5.4879e+10,-8.1841e+10,1.05194e+11,2.568e+09,9.2012e+10,9.2012e+10,1.00732e+12,1.877e+09,4.73e+08,1.57e+08,1.57e+08,6.806e+09,3.3905e+10,9.604e+09,-1.153e+09,1.076e+09,-2.229e+09,-1.4718e+10,5.501e+09,-1.9414e+10,-5.5e+08,-1.796e+09,1.009e+09,-2.805e+09,-1.2359e+10,9.554e+09,-1.173e+09,-1.173e+09,1.631e+10,2.1e+07,1.2812e+10,3.002e+09,3.002e+09,3.002e+09,2.889e+09,7.13212e+11,9.081e+09,0.29028,0.21543,0.01949,0.00178,5.0647,9.9477,0.70803,4.84726,4.79156,22.50068,218.46175,24.54988,1.48689,0.00233,0.00902,0.30675,214.30183,256.25745
"40","2020_Q1",198.80435483871,"Down",9.955e+09,1.065e+09,4.922e+09,-3.857e+09,8.89e+09,4.19e+09,4.7e+09,9.619e+09,-7.298e+09,2.072e+09,-9.37e+09,2.321e+09,2.321e+09,2.321e+09,-4.04e+08,1.917e+09,1.917e+09,1.917e+09,-1.93e+08,1.724e+09,1.33546e+11,8.5691e+10,8.5691e+10,5.5534e+11,1.36071e+11,7.4605e+10,3.4882e+10,9.92968e+11,1.90019e+11,3.0914e+11,1.17756e+11,1.2382e+11,6.7564e+10,2.07076e+11,1.96468e+11,9.02703e+11,1.1203e+10,5.4892e+10,9e+06,5.4883e+10,-8.4006e+10,1.06465e+11,1.711e+09,9.0265e+10,9.0265e+10,9.92968e+11,1.917e+09,4.64e+08,9.4803e+10,1.66e+08,-4.7689e+10,-3.8695e+10,4.9831e+10,25000000.0000002,2.071e+09,-2.046e+09,457000000.000002,4.055e+09,-3.32e+09,-6.44e+08,-1.2624e+10,-4.68e+08,-1.2156e+10,-1.8086e+10,5.93e+09,-2.163e+09,-2.762e+09,7.283e+09,1.089e+09,-7059000000.00001,3.9452e+10,3.9452e+10,3.9452e+10,2.785e+09,5.16216e+11,-4.4475e+10,0.23315,0.17318,0.0191,0.00174,-25.79756,10.00059,0.51987,4.75849,4.69243,27.47723,218.22247,-122.75738,1.77753,0.00238,-0.04479,0.37355,137.40395,164.8729
"41","2020_Q2",177.028571428571,"Down",8.743e+09,1.313e+09,4.75e+09,-3.437e+09,7.43e+09,4.53e+09,2.9e+09,7.806e+09,-6.458e+09,-3.47e+08,-6.111e+09,1.348e+09,1.348e+09,1.348e+09,-1.35e+08,1.213e+09,1.213e+09,1.213e+09,-9e+07,1.123e+09,1.05489e+11,1.32333e+11,1.32333e+11,5.65835e+11,1.2167e+11,1.20927e+11,3.6719e+10,1.089756e+12,2.19994e+11,5.33613e+11,9.5864e+10,1.50227e+11,7.4344e+10,2.25476e+11,1.8294e+10,9.97377e+11,1.1203e+10,5.563e+10,9e+06,5.5621e+10,-8.5929e+10,1.06501e+11,4.974e+09,9.2379e+10,9.2379e+10,1.089756e+12,1.213e+09,4.37e+08,-5.3855e+10,1.395e+09,-1.763e+09,-8.706e+09,-5.3031e+10,-2.446e+09,3.97e+08,-2.843e+09,-6.325e+09,3.889e+09,-3.2336e+10,-5.38e+08,3.2077e+10,1.9222e+10,1.2855e+10,-1.662e+10,2.9475e+10,-1.929e+09,-2.278e+09,2.8381e+10,-6.81e+08,5.731e+10,-2.8057e+10,-2.8057e+10,-2.8057e+10,1.785e+09,7.59089e+11,-2.289e+09,0.15418,0.12845,0.01216,0.00103,-2.03829,10.79658,0.69657,3.13687,3.10994,24.42179,226.7486,-6.39385,1.50279,0.00152,-0.0021,0.47907,366.16246,484.86647
"42","2020_Q3",192.99546875,"Up",1.3295e+10,9.44e+08,3.034e+09,-2.09e+09,1.2351e+10,5.243e+09,7.108e+09,1.1705e+10,-1.0414e+10,-3.11e+08,-1.0103e+10,1.291e+09,1.291e+09,1.291e+09,-9.18e+08,3.73e+08,3.73e+08,3.73e+08,-1.76e+08,1.97e+08,1.32599e+11,1.3082e+11,1.3082e+11,6.16762e+11,1.42806e+11,1.06489e+11,3.7759e+10,1.141523e+12,2.68537e+11,5.36521e+11,8.8282e+10,1.78867e+11,7.0161e+10,2.22627e+11,2.3809e+10,1.051494e+12,1.1203e+10,5.5646e+10,9e+06,5.5637e+10,-8.593e+10,1.06248e+11,2.862e+09,9.0029e+10,9.0029e+10,1.141523e+12,3.73e+08,4.99e+08,-2.4329e+10,1.85e+08,1.022e+10,1.925e+09,-1.1647e+10,-6.4e+08,4.25e+08,-1.065e+09,-6.319e+09,1.1754e+10,3.907e+09,-6.26e+08,-1.6167e+10,-9.523e+09,-6.644e+09,-1.3081e+10,6.437e+09,2.38418579101562e-07,0,5.1144e+10,4.99e+08,3.485e+10,2.711e+10,2.711e+10,2.711e+10,1.79e+09,7.59148e+11,1.2288e+10,0.0971,0.01482,0.00219,0.00017,62.37563,11.6795,0.66503,0.55399,0.55887,37.38751,221.67042,34.55568,1.7604,0.00072,0.01076,3.17766,350.02737,485.32068
"43","2020_Q4",212.44765625,"Up",1.0781e+10,1.084e+09,2.932e+09,-1.848e+09,9.697e+09,4.427e+09,5.27e+09,1.0503e+10,-6.204e+09,-2.98e+08,-5.906e+09,4.299e+09,4.299e+09,4.299e+09,-9.32e+08,3.367e+09,3.367e+09,3.367e+09,-1.34e+08,3.233e+09,1.53201e+11,1.01277e+11,1.01277e+11,6.16583e+11,1.27391e+11,1.11181e+11,3.7974e+10,1.132059e+12,2.61234e+11,5.41074e+11,1.01279e+11,1.79429e+11,7.3009e+10,2.13936e+11,2.3165e+10,1.039409e+12,1.1203e+10,5.5671e+10,9e+06,5.5662e+10,-8.593e+10,1.09033e+11,2.673e+09,9.265e+10,9.265e+10,1.132059e+12,3.367e+09,4.68e+08,5.884e+10,1.57e+08,-2.8017e+10,-1.5148e+10,3.4936e+10,-5.48e+08,4.5e+08,-9.98e+08,-1.672e+09,7.557e+09,2.996e+09,-5.8e+08,-8.639e+09,-1.503e+09,-7.136e+09,-1.336e+10,6.224e+09,0,0,-8.871e+09,7.6e+08,-1.733e+10,2.0602e+10,2.0602e+10,2.0602e+10,4.767e+09,7.5501e+11,-2.2866e+10,0.39876,0.29988,0.03489,0.00286,-7.07269,11.21866,0.66694,9.08401,8.82369,30.29222,228.84799,-64.24838,1.62967,0.00337,-0.0202,0.1794,126.24481,139.98814
"44","2021_Q1",298.572786885246,"Up",1.1741e+10,1.41e+09,2.973e+09,-1.563e+09,1.0331e+10,5.412e+09,4.919e+09,1.1448e+10,-5.907e+09,-3.5e+08,-5.557e+09,5.541e+09,5.541e+09,5.541e+09,-1.035e+09,4.506e+09,4.506e+09,4.506e+09,-1.44e+08,4.362e+09,1.55842e+11,1.0806e+11,1.0806e+11,6.24235e+11,1.4216e+11,1.21331e+11,3.7445e+10,1.163028e+12,2.59962e+11,3.27674e+11,1.26571e+11,1.75348e+11,2.5755e+10,2.66351e+11,2.13109e+11,1.067096e+12,1.1203e+10,5.5688e+10,9e+06,5.5679e+10,-8.594e+10,1.12947e+11,2.034e+09,9.5932e+10,9.5932e+10,1.163028e+12,4.506e+09,4.98e+08,7.423e+09,1.83e+08,3.294e+09,-5.824e+09,1.6014e+10,2.95e+08,1.698e+09,-1.403e+09,-5.297e+09,5.857e+09,-8.923e+09,-5.92e+08,-557000000.000004,2.372e+09,-2.929e+09,-1.6116e+10,1.3187e+10,-4.76837158203125e-07,-2.38418579101562e-07,-3.311e+09,1e+07,-4.45e+09,2.641e+09,2.641e+09,2.641e+09,6.039e+09,5.94025e+11,1.0663e+10,0.47194,0.37152,0.04547,0.00375,2.44452000000001,11.12346,0.51076,12.24937,12.07641,32.97108,237.93597,29.94384,1.66245,0.00426,0.00917,0.13572,72.55887,79.08013
"45","2021_Q2",344.378571428571,"Up",1.7704e+10,1.482e+09,3.054e+09,-1.572e+09,1.6222e+10,6.435e+09,9.787e+09,1.7774e+10,-9.437e+09,-3.6e+08,-9.077e+09,8.337e+09,8.337e+09,8.337e+09,-1.501e+09,6.836e+09,6.836e+09,6.836e+09,-1.25e+08,6.711e+09,1.91155e+11,1.46084e+11,1.46084e+11,6.40479e+11,1.78245e+11,1.64658e+11,3.7911e+10,1.301548e+12,2.86018e+11,4.5189e+11,1.30607e+11,2.35152e+11,8.6131e+10,2.19044e+11,2.46932e+11,1.203884e+12,9.203e+09,5.6349e+10,9e+06,5.634e+10,-8.8632e+10,1.1921e+11,1.534e+09,9.7664e+10,9.7664e+10,1.301548e+12,6.836e+09,4.98e+08,-5.559e+10,1.759e+09,4.3143e+10,-1.9007e+10,-5.183e+09,-1.12e+09,1.92e+08,-1.312e+09,2.471e+09,1.5319e+10,-2.487e+09,-5.51e+08,2.1973e+10,6.343e+09,1.563e+10,-1.2491e+10,2.8121e+10,-4.7e+09,-4.7e+09,2.6522e+10,-2.61e+08,4.2983e+10,3.5313e+10,3.5313e+10,3.5313e+10,8.835e+09,6.70934e+11,5.2359e+10,0.47091,0.37907,0.06872,0.00516,7.80197,12.32679,0.51549,18.81941,18.59518,49.64666,248.06786,146.82838,1.54515,0.00558,0.04023,0.0821,54.30436,57.54816
"46","2021_Q3",377.26796875,"Up",1.5388e+10,1.629e+09,2.939e+09,-1.31e+09,1.3759e+10,6.188e+09,7.571e+09,1.548e+10,-8.64e+09,-3.44e+08,-8.296e+09,6.84e+09,6.84e+09,6.84e+09,-1.354e+09,5.486e+09,5.486e+09,5.486e+09,-1.39e+08,5.347e+09,2.40289e+11,1.54123e+11,1.54123e+11,6.62898e+11,1.96254e+11,1.62094e+11,3.7981e+10,1.387922e+12,3.06142e+11,4.78315e+11,1.51692e+11,2.3725e+11,8.9373e+10,2.3893e+11,2.62645e+11,1.286032e+12,9.203e+09,5.6399e+10,9e+06,5.639e+10,-8.9633e+10,1.24051e+11,1.87e+09,1.0189e+11,1.0189e+11,1.387922e+12,5.486e+09,5.2e+08,-9.49e+08,2.02e+08,1.5502e+10,1.5201e+10,2.0467e+10,-8.1e+08,5.43e+08,-1.353e+09,1.382e+09,8.25e+09,-9.221e+09,-5.6e+08,1.9672e+10,4.162e+09,1.551e+10,-1.2145e+10,2.7655e+10,-1e+09,-1.675e+09,1.9812e+10,-3.6e+07,3.7888e+10,4.9134e+10,4.9134e+10,4.9134e+10,7.36e+09,7.17245e+11,2.3406e+10,0.4445,0.34748,0.05248,0.00385,4.37741,12.62177,0.51678,14.99439,14.81574,43.15199,259.91868,65.63657,1.57039,0.00426,0.01686,0.10473,64.8038,69.73041
"47","2021_Q4",384.33578125,"Up",1.3608e+10,1.564e+09,3.117e+09,-1.553e+09,1.2044e+10,6.547e+09,5.497e+09,1.3433e+10,-6.591e+09,-4.33e+08,-6.158e+09,6.842e+09,6.842e+09,6.842e+09,-1.464e+09,5.378e+09,5.378e+09,5.378e+09,-9.4e+07,5.284e+09,2.1183e+11,2.13062e+11,2.13062e+11,6.66377e+11,1.86671e+11,1.7178e+11,3.6557e+10,1.44323e+12,3.33038e+11,4.32827e+11,1.67339e+11,2.45803e+11,1.9685e+10,2.9177e+11,2.79298e+11,1.336933e+12,9.953e+09,5.6407e+10,9e+06,5.6398e+10,-9.0634e+10,1.28631e+11,1.94e+09,1.06297e+11,1.06297e+11,1.44323e+12,5.378e+09,5.09e+08,-3.0152e+10,506595972.755052,-1.517e+10,38580769719.7961,-3.926e+10,1.493e+09,891504375.770072,-1270407324.95284,4.276e+09,2170252622.54404,-4.819e+09,-7.92e+08,-1.1771e+10,5330382664.99339,17064535769.1369,-14699720339.1187,31764256108.2556,-2.52e+08,640079568.660981,2.8278e+10,1.57e+08,1.562e+10,-2.8459e+10,-2.8459e+10,-2.8459e+10,7.351e+09,7.24597e+11,-4.862e+09,0.50279,0.3883,0.04971,0.00366,-0.92014,12.57734,0.50207,15.17083,14.93077,39.06977,276.61212,-13.95923,2.2739,0.00421,-0.00337,0.14989,69.75473,74.94402
