"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","other_operating_expenses","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",25.4384126984127,"Up",374148000,-234751000,139397000,-99666000,-99666000,41896000,708000,708000,42604000,42604000,-13581000,29023000,29023000,-59000,28964000,28964000,156735000,99411000,57324000,255260000,255260000,121213000,49210000,49210000,582418000,74129000,314246000,151504000,153651000,7278000,430246000,1012664000,200820000,101447000,99373000,204582000,58352000,38865000,58352000,262934000,369871000,-662525000,1066875000,-26185000,748036000,1694000,749730000,1012664000,29023000,5181000,8554000,-1797000,-23372000,-24240000,45815000,40961000,-4379000,-4379000,-4379000,349000,-3809000,-26943000,3837000,-5321000,-32264000,4888000.00000001,4888000.00000001,5150000,47077000,3.5527136788005e-15,54482000,0.37257,0.11198,0.07741,0.03863,0.0286,1.88102,2.84687,0.3507,-3.30872245021211e-24,0.35015,0.33445,4.52312,9.0431,0.65864,8,0.03584,0.06742,-3.32933,-3.74105
"31","2017_Q4",25.9074603174603,"Up",441193000,-275303000,165890000,-105194000,-105194000,65442000,564000,564000,66006000,66006000,-21180000,44826000,44826000,-596000,44230000,44230000,143056000,92080000,50976000,337200000,337200000,124117000,44621000,44621000,648994000,73922000,314648000,151648000,153974000,7213000,422409000,1071403000,209391000,102906000,106485000,211280000,57122000,38382000,57122000,268402000,380441000,-671810000,1111105000,-22675000,797061000,5940000,803001000,1071403000,44826000,5286000,4386000,-68962000,-81878000,-2904000,15820000,-14464000,-4038000,-4038000,-4038000,16649000,12611000,-3622000,5663000,-2038000,-5660000,-7513000,-7513000,-7331000,70728000,0,18908000,0.376,0.14833,0.10025,0.05508,0.04128,0.42749,3.07172,0.33425,0,0.53714,0.51064,5.35793,9.67965,0.22962,4,0.05142,0.02198,-2.02262,-2.186
"32","2018_Q1",27.9573770491803,"Up",385355000,-224634000,160721000,-117217000,-117217000,32666000,587000,587000,33253000,32253000,-7486000,24767000,24767000,-171000,24596000,24596000,245241000,181214000,64027000,240909000,240909000,110324000,49044000,49044000,645518000,71498000,310622000,151304000,148538000,4410000,411643000,1057161000,199612000,66955000,131091000,206612000,41617000,38015000,41617000,248229000,390729000,-697996000,1135701000,-25613000,802821000,6111000,808932000,1057161000,24767000,5701000,-14817000,107274000,98362000,12730000,-3818000,122925000,-3065000,-3065000,-3065000,-10358000,-12822000,-21065000,5121000,-9.31322574615479e-10,-21065000,89038000,89038000,89134000,38367000,0,150062000,0.41707,0.08477,0.06383,0.03041,0.02327,6.10107,3.1243,0.30686,0,0.28449,0.28449,4.45719,9.28578,1.73568,7,0.02892,0.17643,-6.39198,-7.50753
"33","2018_Q2",31.1428125,"Up",389014000,-248281000,140733000,-107835000,-107835000,36557000,597000,597000,37154000,37154000,-7956000,29198000,29198000,-525000,28673000,28673000,180052000,125383000,54669000,300092000,300092000,94367000,47975000,47975000,622486000,69599000,309341000,149208000,149331000,4432000,399447000,1021933000,172319000,65296000,105457000,172319000,41392000,37790000,41392000,213711000,397141000,-723673000,1152616000,-24498000,801586000,6636000,808222000,1021933000,29198000,5541000,4764000,-66720000,-59183000,15957000,-23494000,-27217000,-2946000,-2946000,-2946000,16888000,13942000,-24158000,1519000,-7e+06,-42916000,-56191000,-56191000,-55831000,42098000,0,-19612000,0.36177,0.09397,0.07371,0.03548,0.02806,-0.68399,3.6124,0.26442,0,0.34928,0.33345,4.73876,9.76448,-0.2389,4,0.04759,-0.02308,-4.27697,-4.92524
"34","2018_Q3",34.6228571428571,"Up",395753000,-247979000,147774000,-108434000,-108434000,41584000,1033000,1033000,42617000,42617000,-10172000,32445000,32445000,-35000,32410000,32410000,255312000,190985000,64327000,285318000,285318000,133627000,37772000,37772000,712029000,67378000,306113000,147312000,148142000,4319000,375613000,1087642000,231426000,100463000,130963000,231426000,25923000,22321000,25923000,257349000,412079000,-733098000,1173310000,-28669000,823622000,6671000,830293000,1087642000,32445000,5568000,7310000,26821000,14774000,-39260000,51307000,72144000,-2305000,-2305000,-2305000,8008000,5703000,171000,9596000,0,-11545000,66302000,66302000,65602000,47152000,4.54747350886464e-13,81840000,0.3734,0.10508,0.08189,0.03903,0.0298,2.52515,3.0767,0.30995,-4.2351647362715e-22,0.3968,0.37574,4.84528,10.08377,1.00198,7,0.05154,0.09558,-5.41466,-6.13967
"35","2018_Q4",28.8147619047619,"Down",458482000,-283265000,175217000,-110007000,-110007000,70204000,872000,872000,71076000,71076000,-14757000,56319000,56319000,-756000,55563000,55563000,230433000,172537000,57896000,332049000,332049000,147491000,43966000,43966000,753939000,65472000,305648000,146313000,148956000,3998000,371120000,1125059000,216530000,94636000,121894000,216530000,41332000,37730000,41332000,257862000,418870000,-748876000,1217200000,-27424000,859770000,7427000,867197000,1125059000,56319000,6060000,5071000,-65911000,-46732000,-13864000,-5315000,1539000,-2913000,-2913000,-2913000,8946000,6033000,-14092000,1686000,0,-25765000,-18193000,-18193000,-18448000,76264000,0,22197000,0.38217,0.15312,0.12119,0.06407,0.04939,0.39949,3.48191,0.29735,0,0.67987,0.64181,5.60999,10.52015,0.2716,6,0.07401,0.02443,-3.02152,-3.28233
"36","2019_Q1",30.7560655737705,"Up",434485000,-258046000,176439000,-140505000,-140505000,25037000,1456000,1456000,26493000,26493000,-13956000,12537000,12537000,-47000,12490000,12490000,266999000,200031000,66968000,266452000,266452000,137247000,32427000,32427000,703125000,64807000,304638000,143311000,148112000,3894000.00000001,369445000,1072570000,221689000,79802000,141887000,224689000,33199000,29158000,33199000,257888000,424841000,-803920000,1217521000,-32628000,805814000,8868000,814682000,1072570000,12537000,5313000,14657000,75403000,56148000,10244000,9011000.00000001,107910000,-4286000,-4286000,-4286000,-10327000,-14613000,-54809000,235000,1394000,-65584000,27713000,27713000,27494000,30350000,0,115423000,0.40609,0.05762,0.02875,0.01533,0.01164,9.24123,3.12933,0.31655,0,0.14596,0.14596,5.0776,9.41713,1.34889,6,0.02908,0.13613,-8.79733,-10.66418
"37","2019_Q2",31.0601587301587,"Up",415788000,-253943000,161845000,-117185000,-117185000,44660000,1192000,1192000,45852000,45852000,-10587000,35265000,35265000,-740000,34525000,34525000,221639000,160256000,61383000,295880000,295880000,115260000,28285000,28285000,661064000,63657000,485033000,141620000,148345000,185726000,548690000,1209754000,166148000,62564000,103584000,203844000,175364000,171323000,175364000,379208000,431234000,-821074000,1240004000,-30469000,819695000,10851000,830546000,1209754000,35265000,5350000,5654000,-62023000,-30979000,21987000,-53031000,-15754000,-3399000,-3399000,-3399000,6165000,2766000,-16432000,722000,1283000,-27191000,-40179000,-40179000,-39775000,50010000,0,-4825000,0.38925,0.10741,0.08304,0.04157,0.02854,-0.13975,3.24299,0.45658,0,0.4287,0.40977,5.16289,10.17825,-0.05991,4,0.04629,-0.0048,-4.43189,-4.96281
"38","2019_Q3",31.35328125,"Up",449629000,-279629000,1.7e+08,-121317000,-121317000,48683000,1262000,1262000,49945000,45895000,-9784000,36111000,36111000,461000,36572000,36572000,248760000,212664000,36096000,306636000,306636000,146120000,39287000,39287000,740803000,61654000,479103000,137563000,148566000,183655000,540757000,1281560000,243567000,107436000,136131000,282219000,171785000,167744000,171785000,454004000,438248000,-855076000,1264631000,-29449000,818354000,9202000,827556000,1281560000,36111000,5413000,8600000,25391000,-8944000,-30860000,65195000,75515000,-2815000,-2815000,-2815000,25897000,23082000,-32925000,1077000,-1113000,-45983000,52614000,52614000,52408000,54096000,1.16415321826935e-10,86456000,0.37809,0.10827,0.08134,0.04419,0.02854,2.36399,2.62492,0.54861,1.0842021724855e-19,0.45745,0.43604,5.62402,10.23608,1.0814,6,0.04855,0.08651,-4.59849,-5.10979
"39","2019_Q4",38.455625,"Up",502114000,-306277000,195837000,-127796000,-127796000,68041000,961000,961000,69002000,69002000,-15886000,53116000,53116000,-653000,52463000,52463000,194944000,167492000,27452000,335503000,335503000,148053000,28586000,28586000,707086000,60662000,514717000,162929000,171412000,166730000,575379000,1282465000,214634000,90278000,123404000,252702000,179527000,162410000,179527000,432229000,445083000,-880425000,1305276000,-31196000,838738000,11498000,850236000,1282465000,53116000,5424000,8446000,-43589000,-24409000,7420000,-26600000,23397000,-2997000,-2997000,-2997000,8269000,-31481000,-24542000,807000,0,-36360000,-44444000,-44444000,-45172000,73465000,0,42765000,0.39002,0.13551,0.10448,0.0617,0.04091,0.81515,2.7981,0.50836,0,0.66342,0.63138,6.34944,10.6062,0.54078,4,0.06242,0.04153,-2.65356,-2.8651
"40","2020_Q1",33.1251612903226,"Down",419626000,-261291000,158335000,-136972000,-136972000,21363000,997000,-3415000,22360000,20477000,-3247000,17230000,17230000,521000,17751000,17751000,304622000,264101000,40521000,254637000,254637000,136896000,22724000,22066000,718879000,65504000,494264000,162709000,171349000,160206000,559768000,1278647000,242647000,61706000,180941000,281271000,156152000,150275000,156152000,437423000,454223000,-905688000,1310406000,-30440000,828501000,12723000,841224000,1278647000,17230000,5150000,19660000,108582000,71419000,9889000,27274000,150622000,-9100000,-9100000,-9100000,-12595000,-22115000,-21657000,3606000,1634000,-32644000,95863000,95863000,96609000,26513000,0,129242000,0.37732,0.05091,0.0423,0.0211,0.01388,7.28083,2.55582,0.51998,-1.73472347597681e-18,0.21293,0.21293,5.03366,9.93835,1.55033,5,0.03045,0.12958,-11.48953,-14.25933
"41","2020_Q2",22.492380952381,"Down",359168000,-225704000,133464000,-121373000,-121373000,12091000,1046000,1046000,13137000,-25202000,7401000,-17801000,-17801000,350000,-17451000,-17451000,245409000,211138000,34271000,261551000,261551000,102265000,31567000,24194000,640792000,52206000,452906000,148997000,165855000,131632000,505112000,1145904000,166095000,76284000,89811000,232712000,139568000,135607000,139568000,372280000,460783000,-934827000,1280496000,-45245000,761207000,12417000,773624000,1145904000,-17801000,4996000,35732000,-62536000,-6914000,34631000,-90253000,-39609000,-3301000,-3301000,-3301000,3074000,-227000,-28265000,874000,29100000,-11624000,-51460000,-51460000,-52963000,17087000,0,-56151000,0.37159,0.03366,-0.04859,-0.02256,-0.01523,3.21764,2.75358,0.48122,0,-0.22125,-0.22125,4.55364,9.6508,-0.7119,1,-0.00547,-0.06149,-14.36232,-20.29683
"42","2020_Q3",20.679375,"Down",142812000,-86924000,55888000,-78412000,-78412000,-22524000,357000,-1046000,-22167000,-23345000,6201000,-17144000,-17144000,558000,-16586000,-16586000,356938000,318101000,38837000,143679000,143679000,103282000,32022000,18444000,635921000,49594000,446877000,149409000,166333000,124775000,496471000,1132392000,158340000,42474000,115866000,237892000,12750000,9622000.00000003,127380000,365272000,466390000,-935366000,1263910000,-39850000,755084000,12036000,767120000,1132392000,-17144000,4248000,1561000,108811000,117873000,-1017000,-8044999.99999999,97476000,-1019000,-1019000,-1019000,22582000,-4255000,-453000,86000,13921000,13468000,106689000,106689000,106963000,-18276000,151520000,83315000,0.39134,-0.15772,-0.11614,-0.02162,-0.01465,-5.02321,2.67315,0.47616,0.13381,-0.21124,-0.21124,1.81887,9.61682,1.06111,5,-0.01781,0.08945,11.23977,9.11996
"43","2020_Q4",27.344375,"Up",346867000,-206990000,139877000,-102968000,-102968000,36909000,88000,-2396997.4081958,36997000,-2910000,-4236000,-7146000,-7146000,195000,-6951000,-6951000,257152000,223820000,33332000,266402000,266402000,109683000,14597000,13477000,647834000,43130000,413446000,116300000,166794000,115666000,456576000,1104410000,181860000,65666000,116194000,218072000,118598000,115544000,118598000,336670000,472122000,-935484000,1256959000,-37477000,756120000,11620000,767740000,1104410000,-7146000,3991000,36990000,-91095000,-122724000,-6401000,38030000,-57260000,-1176000,-1176000,-1176000,-19636000,5006000,-118000,0,-42662000,-42780000,-95034000,-95034000,-94281000,40900000,0,-47135000,0.40326,0.10641,-0.02004,-0.00905,-0.00629,6.78104,2.97073,0.43852,0,-0.08848,-0.08848,4.41543,9.62499,-0.6,3,-0.00784,-0.05318,-6.28733,-6.96719
"44","2021_Q1",35.044262295082,"Up",352967000,-217655000,135312000,-112225000,-112225000,23087000,129000,-1353917.77211528,23216000,21472000,2338000,23810000,23810000,-1219000,22591000,22591000,287166000,247864000,39302000,277715000,277715000,101420000,31940000,17415000,698241000,43268000,396252000,115191000,168265000,107381000,439520000,1137761000,201659000,73904000,121956000,235916000,111476000,108914000,111476000,347392000,478471000,-952271000,1279550000,-29164000,776586000,13783000,790369000,1137761000,23810000,4125000,13193000,2470999.99999994,-11313000,8263000,5521000,43599000,-1066000,-1066000,-1066000,-4341999.99999999,-5408000,-16138000,649000,0,-16138000,22053000,22053000,24044000.0000001,27212000,1.49011611938477e-08,26279000,0.38336,0.06541,0.064,0.02858,0.01986,1.16325,2.9597,0.43953,0,0.28745,0.28745,4.49125,9.88149,0.33438,7,0.02505,0.02914,-10.55292,-12.43843
"45","2021_Q2",39.8487301587302,"Up",361025000,-221921000,139104000,-110448000,-110448000,28656000,-37000,-36999.9999999995,28619000,28007000,-5676000,22331000,22331000,-1134000,21197000,21197000,272990000,233202000,39788000,319884000,319884000,106561000,35096000,16667000,734531000,40458000,393954000,114754000,167979000,105807000,434412000,1168943000,223021000,99007000,124014000,256493000,111682000,108915000,111682000,368175000,485564000,-957829000,1288322000,-28529000,787528000,13240000,800768000,1168943000,22331000,4028000,6124000,-27441000,-41250000,-5141000,18950000,5042000,-1598000,-1598000,-1598000,2036000,-1616000,-4004000,1554000,-1363000,-17792000,-14366000,-14366000,-14662000,32684000,0,9321000,0.3853,0.07937,0.05871,0.02647,0.01813,0.43973,2.86375,0.45978,0,0.26819,0.25885,4.56774,9.96392,0.11793,6,0.03685,0.01022,-8.3524,-9.52645
"46","2021_Q3",40.05390625,"Up",397894000,-227839000,170055000,-121860000,-121860000,48195000,-777000,37000,47418000,46941000,-9600000,37341000,37341000,-489000,36852000,36852000,302657000,262144000,40513000,279143000,279143000,125525000,36455000,20549000,743780000,38213000,391150000,114526000,168426000,102783000,429363000,1173143000,241937000,91822000,148638000,279158000,111463000,108542000,111463000,390621000,481654000,-995065000,1312827000,-25081000,774335000,8187000,782522000,1173143000,37341000,3965000,5550000,40025000,40741000,-18964000,18248000,86881000,6816000,-1184000,-1184000,24424000,6720000,-31967000,5269000,-20623000,-64937000,28664000,28664000,28942000,52160000,1.86264514923096e-09,108601000,0.42739,0.12113,0.09262,0.04709,0.03141,2.94695,2.66437,0.49918,8.67361737988404e-19,0.46626,0.45002,5.03421,9.797,1.37404,7,0.05503,0.12148,-5.80247,-6.27984
"47","2021_Q4",44.8046875,"Up",528742000,-308744000,219998000,-131580000,-131580000,88418000,-202000,-202000,88216000,88216000,-21551000,66665000,66665000,-22000,66643000,66643000,259913000,219523000,40390000,384272000,384272000,201198000,35718000,19182000,881101000,36843000,382116000,113140000,167957000,96055000,418959000,1300060000,352851000,121838000,223819000,388574000,104306000,101743000,104306000,492880000,487740000,-1026956000,1367252000,-29206000,798830000,8350000,807180000,1300060000,66665000,3618000,5909000,-71931000,52868282.0037737,3572240.62362363,-28856040.5250749,4261000,-1817000,-1878467.94434638,-1878467.94434638,-26460000,-2696000,-31482000,409000,0,-43700000,-42135000,-42135000,-42621000,92036000,0,39839000,0.41608,0.16722,0.12604,0.08256,0.05126,0.5978,2.26752,0.61062,0,0.84695,0.81517,6.71965,10.15212,0.5063,5,0.08652,0.04371,-2.82404,-2.93959
"48","2022_Q1",40.3693548387097,"Down",578481000,-340141000,238340000,-155960000,-155960000,82380000,-513000,202000,81867000,78904000,-12782000,66122000,66122000,-136000,65986000,65986000,263536000,219499000,44037000,391528000,391528000,255213000,34383000,20845000,944660000,35790000,375092000,112093000,167995000,90423000,410882000,1355542000,399322000,136766000,258034000,435190000,99814000,96436000,99814000,535004000,496007000,-1075432000,1421067000,-29544000,812098000,8440000,820538000,1355542000,66122000,3597000,13882000,-20322000,-6823111.45214403,32756162.2150332,-80936334.8795931,63279000,-2009000,-3183288.69185679,-3183288.69185679,-4604000,-5620000,-45976000,2500000,-77000,-58224000,-565000.000000007,-565000.000000007,-24000,85977000,0,76428000,0.41201,0.14241,0.11407,0.08042,0.04868,1.15825,2.17068,0.65202,0,0.86304,0.82518,7.566,10.62149,0.99961,5,0.08492,0.08304,-3.06519,-3.19903
"49","2022_Q2",37.2187096774194,"Down",559734000,-331836000,227898000,-130002000,-130002000,97896000,57000,56999.9999999999,97953000,97953000,-23360000,74593000,74593000,-80000,74513000,74513000,180244000,170347000,9897000,429581000,429581000,233380000,24898000,21225000,868103000,36436000,373987000,110330000,168409000,88994000,410423000,1278526000,311595000,121428000,166972000,345260000,89859000,86481000,89859000,435119000,502262000,-1117831000,1478806000,-28022000,835215000,8192000,843407000,1278526000,74593000,5223000,-399000,-98863000,-38053000,21833000,-82643000,-19446000,-5596000,-3596000,-3596000,44488000,29224000,-42124000,275000,-8267197.11957075,-58898000,-49120000,-49120000,-49152000,103119000,0,22020000,0.40715,0.1749,0.13312,0.08835,0.05828,0.29552,2.51435,0.51591,0,0.95876,0.91757,7.20212,10.74674,0.28333,5,0.09781,0.02359,-1.74792,-1.84118
"50","2022_Q3",31.0903125,"Down",534989000,-317224000,217765000,-152526000,-152526000,65239000,-1291000,-57000,63948000,63948000,-15033000,48915000,48915000,-455000,48460000,48460000,180498000,150929000,29569000,376093000,376093000,306547000,43272000,31047000,906410000,35004000,371878000,107167000,167959000,90235000,406882000,1313292000,346569000,105130000,227339000,379643000,90331000,86953000,90331000,469974000,508071000,-1152459000,1510651000,-32729000,833534000,9784000,843318000,1313292000,48915000,5248000,5905000,-336000,54078000,-75055000,20641000,59732000,-1667000,-1667000,-1667000,9315000,-21635000,-34488000,140000,-4770000,-55873000,-17776000,-17776000,-19418000,70487000,7.27595761418343e-12,83517000,0.40705,0.12194,0.09058,0.05746,0.0369,1.72342,2.38753,0.55729,-6.7762635780344e-21,0.633,0.61565,6.9882,10.8879,1.09093,6,0.0697,0.08945,-2.56073,-2.76672
