"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","prepaid_pension_costs","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",38.0819047619048,"Down",5.986e+09,-3.672e+09,2.314e+09,-1.678e+09,-1.455e+09,-2.23e+08,6.36e+08,-1.24e+08,5.12e+08,5.17e+08,-8.4e+07,5e+08,5e+08,-2e+06,4.98e+08,4.98e+08,1.397e+09,1.397e+09,2.71e+09,1.691e+09,1.691e+09,8.193e+09,8.444e+09,4.0267e+10,1.8514e+10,2.0915e+10,3.47e+08,1.44e+08,3.47e+08,5.4564e+10,6.2757e+10,7.189e+09,5.012e+09,2.177e+09,5.555e+09,2.819e+09,2.819e+09,1.5563e+10,1.3226e+10,8.176e+09,2.101e+09,1.708e+09,3.93e+08,4.587e+09,1.488e+09,2.1402e+10,3.6965e+10,3.186e+10,-1.7571e+10,2.1648e+10,-1.0217e+10,2.572e+10,7.2e+07,2.5792e+10,6.2757e+10,5e+08,1.95e+08,-2e+06,1.26e+08,818999999.999999,-1.68e+08,1e+06,-2.89e+08,4.9e+07,9.4e+07,-7.54e+08,66000000.0000001,66000000.0000001,2.4e+07,90000000.0000001,8.31e+08,1.8781e+10,8.73e+08,0.38657,0.10625,0.08319,0.01931,0.00794,1.75301,0.52644,1.4332,0.29927,0.32785,0.3238,3.94075,16.93219,0.57472,0.19026,6,0.01492,0.01655,0.58032,20.91937,27.33333
"31","2017_Q4",37.8579365079365,"Down",6.53e+09,-3.981e+09,2.549e+09,-1.378e+09,-1.338e+09,-4e+07,1.171e+09,-1.9e+07,1.152e+09,1.162e+09,-2.72e+08,1.006e+09,1.006e+09,-1e+06,1.005e+09,1.005e+09,8.44e+08,8.44e+08,2.781e+09,1.549e+09,1.549e+09,8.155e+09,8.538e+09,4.0538e+10,1.8638e+10,2.1071e+10,3.32e+08,1.48e+08,3.49e+08,5.5136e+10,6.3291e+10,7.489e+09,5.139e+09,2.35e+09,5.715e+09,2.831e+09,2.831e+09,1.6035e+10,1.2918e+10,8.239e+09,2.079e+09,1.684e+09,3.95e+08,4.664e+09,1.496e+09,2.1157e+10,3.7192e+10,3.1886e+10,-1.8234e+10,2.2296e+10,-9.917e+09,2.6031e+10,6.8e+07,2.6099e+10,6.3291e+10,1.006e+09,2.09e+08,-2.78e+08,-4.02e+08,5.35e+08,-1.89e+08,1.58e+08,-2.88e+08,-2.78e+08,1.1e+07,-1.272e+09,-5.79e+08,-5.79e+08,2.6e+07,-5.53e+08,1.38e+09,1.8633e+10,1.061e+09,0.39035,0.17933,0.15391,0.03851,0.01588,1.05572,0.50857,1.42504,0.2944,0.66733,0.65988,4.33599,17.28486,0.70452,0.19124,7,0.02441,0.02003,0.28657,12.89058,15.19129
"32","2018_Q1",39.3640983606557,"Up",6.966e+09,-4.313e+09,2.653e+09,-1.823e+09,-1.662e+09,-1.61e+08,8.3e+08,-1.2e+08,7.1e+08,7.24e+08,-1.56e+08,6.63e+08,7.03e+08,-8e+06,6.95e+08,6.95e+08,7.61e+08,7.61e+08,2.557e+09,1.511e+09,1.511e+09,7.52e+09,8.677e+09,4.0567e+10,1.8639e+10,2.1085e+10,3.19e+08,1.58e+08,3.66e+08,5.5437e+10,6.2957e+10,8.154e+09,5.705e+09,2.449e+09,4.68e+09,2.959e+09,2.959e+09,1.5793e+10,1.2972e+10,8.118e+09,2.088e+09,1.669e+09,4.19e+08,3.341e+09,2.689e+09,2.109e+10,3.6883e+10,3.1915e+10,-1.8555e+10,2.2631e+10,-9.997e+09,2.5994e+10,8e+07,2.6074e+10,6.2957e+10,7.03e+08,2.12e+08,16999999.9999999,9.04e+08,1.836e+09,-2.61e+08,-2.13e+08,-3.29e+08,-1.038e+09,4.2e+07,-1.713e+09,-90000000.0000001,-90000000.0000001,7e+06,-82999999.9999999,1.042e+09,1.7652e+10,1.841e+09,0.38085,0.11915,0.09977,0.02665,0.01104,2.64892,0.47616,1.41455,0.28038,0.46395,0.45935,4.6502,17.35247,1.22897,0.21963,8,0.01975,0.03551,0.47338,16.21017,20.3506
"33","2018_Q2",36.6184375,"Down",6.765e+09,-3.916e+09,2.849e+09,-1.625e+09,-1.527e+09,-9.8e+07,1.224e+09,-8e+07,1.144e+09,1.157e+09,-3.07e+08,9.44e+08,9.44e+08,-6e+06,9.38e+08,9.38e+08,1.13e+09,1.13e+09,2.62e+09,1.507e+09,1.507e+09,8.37e+09,8.792e+09,4.0994e+10,1.881e+10,2.1301e+10,3.01e+08,1.6e+08,4.22e+08,5.6133e+10,6.4503e+10,8.191e+09,5.727e+09,2.464e+09,5.608e+09,2.999e+09,2.999e+09,1.6798e+10,1.318e+10,7.975e+09,1.967e+09,1.548e+09,4.19e+08,3.419e+09,2.589e+09,2.1155e+10,3.7953e+10,3.1876e+10,-1.8881e+10,2.3315e+10,-9.858e+09,2.6452e+10,9.8e+07,2.655e+10,6.4503e+10,9.44e+08,2.07e+08,2.32e+08,-9.76e+08,4.07e+08,-2.74e+08,-2.74e+08,-3.3e+08,9.94e+08,9.2e+07,2.29e+08,3.62e+08,3.62e+08,7e+06,3.69e+08,1.431e+09,1.8788e+10,4.88e+08,0.42114,0.18093,0.13865,0.03533,0.01454,0.52026,0.49827,1.42949,0.29127,0.62995,0.62326,4.54332,17.76494,0.32774,0.22163,7,0.02378,0.00915,0.35181,12.33962,14.42647
"34","2018_Q3",39.0820634920635,"Up",6.112e+09,-3.572e+09,2.54e+09,-2.059e+09,-1.904e+09,-1.55e+08,4.81e+08,-2.48e+08,2.33e+08,2.48e+08,-1.4e+07,3.25e+08,3.25e+08,-2e+06,3.23e+08,3.23e+08,1.246e+09,1.246e+09,2.683e+09,1.857e+09,1.857e+09,8.202e+09,8.384e+09,4.0165e+10,1.8362e+10,2.1002e+10,2.59e+08,1.69e+08,3.73e+08,5.4772e+10,6.2974e+10,7.449e+09,5.248e+09,2.201e+09,4.854e+09,2.529e+09,2.529e+09,1.4832e+10,1.4857e+10,7.998e+09,1.784e+09,1.389e+09,3.95e+08,3.395e+09,2.819e+09,2.2855e+10,3.7687e+10,3.1913e+10,-1.9489e+10,2.3305e+10,-1.0526e+10,2.5203e+10,8.4e+07,2.5287e+10,6.2974e+10,3.25e+08,2e+08,3.9e+08,-1.4e+08,7.75e+08,-2.39e+08,-7.67e+08,-3.27e+08,1.105e+09,3.2e+07,1.6e+08,1.68e+08,1.68e+08,-5.2e+07,1.16e+08,6.81e+08,1.9711e+10,3.16e+08,0.41558,0.0787,0.05285,0.01277,0.00513,0.97833,0.55299,1.49037,0.313,0.21898,0.21707,4.14373,17.08678,0.21424,0.22169,7,0.01227,0.00596,1.01238,27.11454,38.38877
"35","2018_Q4",39.2911111111111,"Up",6.288e+09,-3.874e+09,2.414e+09,-1.677e+09,-1.508e+09,-1.69e+08,7.37e+08,-8.6e+07,6.51e+08,6.7e+08,-3.41e+08,5.43e+08,1.3e+09,-3e+06,1.297e+09,1.297e+09,1.373e+09,1.373e+09,2.842e+09,1.775e+09,1.775e+09,8.722e+09,8.403e+09,3.9787e+10,1.8136e+10,2.09e+10,2.36e+08,1.71e+08,3.44e+08,5.5196e+10,6.3918e+10,7.692e+09,5.374e+09,2.318e+09,5.212e+09,2.604e+09,2.604e+09,1.5508e+10,1.4852e+10,8.026e+09,1.703e+09,1.306e+09,3.97e+08,3.558e+09,2.765e+09,2.2878e+10,3.8386e+10,3.1932e+10,-1.9908e+10,2.4075e+10,-1.0642e+10,2.5457e+10,7.5e+07,2.5532e+10,6.3918e+10,1.3e+09,2.06e+08,9.4e+07,-1.4e+08,1.46e+09,-1.61e+08,-9.18e+08,-3.23e+08,3.7e+08,3e+07,-3.96e+08,1.46e+08,1.46e+08,-1.9e+07,1.27e+08,9.43e+08,2.0064e+10,9.83e+08,0.38391,0.11721,0.20627,0.0508,0.02029,0.7579,0.56242,1.50345,0.3139,0.88472,0.87635,4.28922,17.36494,0.67053,0.22033,6,0.03021,0.01833,0.24904,19.82078,25.36092
"36","2019_Q1",42.5618032786885,"Up",6.773e+09,-4.224e+09,2.549e+09,-1.679e+09,-1.536e+09,-1.43e+08,8.7e+08,-1.06e+08,7.64e+08,7.67e+08,-1.11e+08,7.41e+08,7.62e+08,-3e+06,7.59e+08,7.59e+08,1.1e+09,1.1e+09,2.592e+09,1.65e+09,1.65e+09,7.604e+09,8.482e+09,3.952e+10,1.8002e+10,2.0725e+10,2.55e+08,1.32e+08,4.06e+08,5.5125e+10,6.2729e+10,8.251e+09,5.794e+09,2.457e+09,5.84e+09,2.646e+09,2.646e+09,1.6737e+10,1.2532e+10,7.747e+09,1.572e+09,1.221e+09,3.51e+08,3.552e+09,2.623e+09,2.0279e+10,3.7016e+10,3.1961e+10,-2.0185e+10,2.4491e+10,-1.063e+10,2.5637e+10,7.6e+07,2.5713e+10,6.2729e+10,7.62e+08,1.98e+08,-8.13e+08,1.159e+09,1.306e+09,-2.3e+07,7.35e+08,-3.79e+08,-1.63e+09,5.7e+07,-2.322e+09,-2.81e+08,-2.81e+08,8e+06,-2.73e+08,1.068e+09,1.8372e+10,2.315e+09,0.37635,0.12845,0.11206,0.02952,0.0121,3.05007,0.45432,1.43958,0.29288,0.52058,0.51598,4.6454,17.58368,1.58779,0.25995,6,0.02196,0.04466,0.49934,16.17228,19.85287
"37","2019_Q2",48.4222222222222,"Up",6.538e+09,-3.945e+09,2.593e+09,-1.557e+09,-1.493e+09,-6.4e+07,1.036e+09,-8e+07,9.56e+08,9.73e+08,-1.89e+08,8.97e+08,9.2e+08,-6e+06,9.14e+08,9.14e+08,1.542e+09,1.542e+09,2.62e+09,1.596e+09,1.596e+09,8.539e+09,8.52e+09,4.0099e+10,1.7958e+10,2.0686e+10,2.7e+08,1.38e+08,1.047e+09,5.5623e+10,6.4162e+10,8.01e+09,5.566e+09,2.444e+09,6.983e+09,2.728e+09,2.728e+09,1.7721e+10,1.2437e+10,8.095e+09,1.478e+09,1.124e+09,3.54e+08,3.546e+09,3.071e+09,2.0532e+10,3.8253e+10,3.1933e+10,-2.0561e+10,2.4954e+10,-1.0498e+10,2.5828e+10,8.1e+07,2.5909e+10,6.4162e+10,9.2e+08,2.58e+08,7.4e+07,-7.87e+08,4.65e+08,-2.23e+08,-2.23e+08,-3.8e+08,1.07e+09,1.57e+08,2.01e+08,4.43e+08,4.43e+08,-1e+06,4.42e+08,1.294e+09,1.942e+10,4.73e+08,0.3966,0.15846,0.1398,0.03528,0.01425,0.51751,0.48186,1.47644,0.30267,0.63078,0.6256,4.51208,17.82471,0.32643,0.26225,4,0.02422,0.00885,0.41575,13.81607,17.25676
"38","2019_Q3",51.2628125,"Up",6.062e+09,-3.593e+09,2.469e+09,-1.444e+09,-1.427e+09,-1.7e+07,1.025e+09,-1.01e+08,9.24e+08,9.36e+08,-2.16e+08,8.33e+08,8.08e+08,-1e+06,8.07e+08,8.07e+08,1.248e+09,1.248e+09,2.731e+09,1.678e+09,1.678e+09,7.836e+09,8.55e+09,4.0092e+10,1.7943e+10,2.0701e+10,2.63e+08,1.36e+08,1.049e+09,5.5737e+10,6.3573e+10,7.561e+09,5.312e+09,2.249e+09,7.455e+09,2.782e+09,2.782e+09,1.7798e+10,1.1764e+10,7.837e+09,1.412e+09,1.057e+09,3.55e+08,3.591e+09,2.834e+09,1.9601e+10,3.7399e+10,3.197e+10,-2.0684e+10,2.5348e+10,-1.0541e+10,2.6093e+10,8.1e+07,2.6174e+10,6.3573e+10,8.08e+08,2.59e+08,-87999999.9999998,-3.98e+08,5.81e+08,-2.07e+08,-4.4e+07,-3.76e+08,-2.84e+08,1.14e+08,-8.4e+08,-3.03e+08,-3.03e+08,9e+06,-2.94e+08,1.284e+09,1.9219e+10,8.95e+08,0.40729,0.16909,0.13312,0.03083,0.01269,1.10905,0.44027,1.42886,0.30231,0.55848,0.55312,4.19516,18.05744,0.61938,0.26021,5,0.02222,0.01681,0.46592,13.99611,17.53268
"39","2019_Q4",50.3809375,"Down",6.355e+09,-3.839e+09,2.516e+09,-1.64e+09,-1.466e+09,-1.74e+08,8.76e+08,-2.05e+08,6.71e+08,6.84e+08,6.33e+08,1.48e+09,1.48e+09,-5e+06,1.475e+09,1.475e+09,1.537e+09,1.537e+09,2.742e+09,1.859e+09,1.859e+09,8.63e+09,8.316e+09,3.9909e+10,1.7642e+10,2.0465e+10,6.96e+08,1.36e+08,9.7e+08,5.5265e+10,6.3895e+10,7.713e+09,5.322e+09,2.391e+09,6.927e+09,2.48e+09,2.48e+09,1.712e+10,1.2593e+10,7.308e+09,1.302e+09,9.47e+08,3.55e+08,3.232e+09,2.774e+09,1.9901e+10,3.7021e+10,3.1998e+10,-2.082e+10,2.6345e+10,-1.0717e+10,2.6806e+10,6.8e+07,2.6874e+10,6.3895e+10,1.48e+09,2.6e+08,-7.65e+08,-1.39e+08,8.36e+08,-2.56e+08,-4.68e+08,-3.75e+08,4.74e+08,5.7e+07,-4.7e+07,3.21e+08,3.21e+08,-3.2e+07,2.89e+08,1.136e+09,1.952e+10,1.08e+08,0.39591,0.13784,0.2321,0.05489,0.02308,0.07322,0.50409,1.37758,0.3055,1.02147,1.01235,4.40097,18.56371,0.07479,0.2597,7,0.03445,0.00201,0.25424,15.83011,20.52854
"40","2020_Q1",51.2806451612903,"Up",6.913e+09,-4.154e+09,2.759e+09,-1.669e+09,-1.75e+09,8.1e+07,1.09e+09,-7e+07,1.02e+09,8.54e+08,-2.3e+08,7.36e+08,7.36e+08,-3e+06,7.33e+08,7.33e+08,1.291e+09,1.291e+09,2.546e+09,1.581e+09,1.581e+09,7.63e+09,8.733e+09,4.0974e+10,1.7957e+10,2.0848e+10,7.26e+08,5.16e+08,9.27e+08,5.6885e+10,6.4515e+10,8.458e+09,5.853e+09,2.605e+09,4.219e+09,2.645e+09,2.645e+09,1.5322e+10,1.4207e+10,7.669e+09,1.577e+09,1.19e+09,3.87e+08,3.338e+09,2.754e+09,2.1876e+10,3.7198e+10,3.2019e+10,-2.1139e+10,2.6615e+10,-1.0254e+10,2.7241e+10,7.6e+07,2.7317e+10,6.4515e+10,7.36e+08,2.7e+08,2.01e+08,8.76e+08,2.083e+09,-1.57e+08,-2.25e+08,-4.11e+08,-1.338e+09,-1.5e+07,-2.101e+09,-2.43e+08,-2.43e+08,3.4e+07,-2.09e+08,1.36e+09,1.8426e+10,2.309e+09,0.3991,0.15767,0.10603,0.02683,0.01136,3.15007,0.49798,1.36172,0.28561,0.50832,0.50378,4.79404,18.89112,1.60125,0.28502,7,0.02142,0.04323,0.56071,12.59926,15.72018
"41","2020_Q2",48.9012698412698,"Down",6.707e+09,-4.256e+09,2.451e+09,-1.58e+09,-1.537e+09,-4.3e+07,8.71e+08,-1.9e+08,6.81e+08,6.99e+08,-1.48e+08,6.72e+08,7.43e+08,-7e+06,7.36e+08,7.36e+08,1.925e+09,1.925e+09,2.441e+09,2.074e+09,2.074e+09,9.068e+09,8.054e+09,3.9589e+10,1.7271e+10,2.0216e+10,7.08e+08,5.37e+08,8.57e+08,5.453e+10,6.3598e+10,7.975e+09,5.554e+09,2.421e+09,6.436e+09,2.593e+09,2.593e+09,1.7004e+10,1.3354e+10,7.488e+09,1.486e+09,1.11e+09,3.76e+08,3.308e+09,2.694e+09,2.0842e+10,3.7846e+10,3.199e+10,-2.1652e+10,2.6961e+10,-1.1625e+10,2.5674e+10,7.8e+07,2.5752e+10,6.3598e+10,7.43e+08,2.56e+08,1.01e+08,-8.16e+08,2.84e+08,-2.14e+08,-5.5e+07,-4.09e+08,1.467e+09,1.17e+08,4.55e+08,6.84e+08,6.84e+08,-6e+07,6.24e+08,1.127e+09,1.979e+10,2.45e+08,0.36544,0.12986,0.10974,0.02858,0.01157,0.33288,0.53329,1.46963,0.31117,0.51325,0.50934,4.67713,17.90377,0.17085,0.28522,5,0.02159,0.00462,0.55571,15.85182,20.51091
"42","2020_Q3",53.2953125,"Up",5.911e+09,-3.58e+09,2.331e+09,-1.503e+09,-1.453e+09,-5e+07,8.28e+08,-8.5e+07,7.43e+08,6.59e+08,-3.41e+08,4.24e+08,5.45e+08,-1e+06,5.44e+08,5.44e+08,1.602e+09,1.602e+09,2.71e+09,1.704e+09,1.704e+09,7.995e+09,8.365e+09,4.1175e+10,1.7877e+10,2.0997e+10,7.85e+08,5.86e+08,9.3e+08,5.6199e+10,6.4194e+10,7.909e+09,5.466e+09,2.443e+09,3.7e+09,2.93e+09,2.93e+09,1.4539e+10,1.6004e+10,7.554e+09,1.479e+09,1.108e+09,3.71e+08,3.383e+09,2.692e+09,2.3558e+10,3.8097e+10,3.2022e+10,-2.1625e+10,2.704e+10,-1.1419e+10,2.6018e+10,7.9e+07,2.6097e+10,6.4194e+10,5.45e+08,2.72e+08,-1.21e+08,5.78e+08,1.274e+09,-2.31e+08,-9.82e+08,-4.1e+08,-232000000.000001,5999999.99999994,-6.36e+08,-3.44e+08,-3.44e+08,2.3e+07,-3.21e+08,1.1e+09,1.9704e+10,1.788e+09,0.39435,0.14008,0.09203,0.02085,0.00847,3.28676,0.5499,1.45982,0.30694,0.38042,0.37804,4.13357,18.19441,1.25035,0.28671,5,0.01788,0.03351,0.75368,16.45636,21.86232
"43","2020_Q4",55.0209375,"Up",6.665e+09,-3.873e+09,2.792e+09,-1.534e+09,-1.484e+09,-5e+07,1.258e+09,-8.9e+07,1.169e+09,1.084e+09,-3.91e+08,7.77e+08,1.122e+09,-3e+06,1.119e+09,1.119e+09,2.759e+09,2.759e+09,2.84e+09,1.356e+09,1.356e+09,9.446e+09,8.533e+09,4.1782e+10,1.8056e+10,2.1335e+10,7.99e+08,6.54e+08,9.38e+08,5.6803e+10,6.6249e+10,8.385e+09,5.597e+09,2.788e+09,1.198e+09,3.102e+09,3.102e+09,1.2685e+10,1.8916e+10,7.62e+09,1.488e+09,1.115e+09,3.73e+08,3.387e+09,2.745e+09,2.6536e+10,3.9221e+10,3.2054e+10,-2.1558e+10,2.7702e+10,-1.1255e+10,2.6943e+10,8.5e+07,2.7028e+10,6.6249e+10,1.122e+09,2.85e+08,-2.48e+08,-4.02e+08,7.57e+08,-1.85e+08,6.8e+08,-4.08e+08,1.13e+08,-1.9e+07,-3.14e+08,1.123e+09,1.123e+09,3.6e+07,1.159e+09,1.543e+09,2.0114e+10,1.347e+09,0.4189,0.18875,0.16789,0.0414,0.01689,1.20375,0.74466,1.45112,0.30361,0.78142,0.77601,4.65433,18.81494,0.94064,0.28492,6,0.02788,0.0246,0.36461,11.24757,13.79571
"44","2021_Q1",54.6381967213115,"Down",7.298e+09,-4.426e+09,2.872e+09,-1.675e+09,-1.624e+09,-5.1e+07,1.197e+09,-2.44e+08,9.53e+08,9.41e+08,-3.44e+08,7.07e+08,1.159e+09,-3e+06,1.156e+09,1.156e+09,3.619e+09,3.619e+09,2.647e+09,7.59e+08,7.59e+08,9.979e+09,9.026e+09,4.2769e+10,1.8482e+10,2.1895e+10,7.9e+08,6.72e+08,9.3e+08,5.7831e+10,6.781e+10,9.173e+09,6.209e+09,2.964e+09,2.77e+09,3.216e+09,3.216e+09,1.5159e+10,1.7276e+10,7.721e+09,1.603e+09,1.257e+09,3.46e+08,3.346e+09,2.772e+09,2.4997e+10,4.0156e+10,3.207e+10,-2.2204e+10,2.8402e+10,-1.069e+10,2.7578e+10,7.6e+07,2.7654e+10,6.781e+10,1.159e+09,3.03e+08,-2.76e+08,4.63e+08,1.649e+09,-2.23e+08,8.57e+08,-4.51e+08,-6.26e+08,2.7e+07,-1.72e+09,7.86e+08,7.86e+08,7.4e+07,8.6e+08,1.5e+09,2.0046e+10,2.084e+09,0.39353,0.16402,0.1584,0.0418,0.01705,1.80277,0.65829,1.45209,0.29562,0.80952,0.80389,5.11064,19.31232,1.45938,0.31583,7,0.029,0.0376,0.39014,10.95133,13.72348
"45","2021_Q2",59.9484126984127,"Up",7.238e+09,-4.272e+09,2.966e+09,-1.602e+09,-1.564e+09,-3.8e+07,1.364e+09,-2.18e+08,1.146e+09,1.109e+09,-2.12e+08,9.75e+08,9.68e+08,-7e+06,9.61e+08,9.61e+08,2.028e+09,2.028e+09,2.635e+09,8.65e+08,8.65e+08,8.843e+09,8.766e+09,4.2824e+10,1.8527e+10,2.1945e+10,7.25e+08,7.42e+08,8.85e+08,5.7506e+10,6.6349e+10,9.178e+09,6.372e+09,2.806e+09,2.569e+09,2.803e+09,2.803e+09,1.455e+10,1.6961e+10,7.689e+09,1.506e+09,1.161e+09,3.45e+08,3.353e+09,2.83e+09,2.465e+10,3.92e+10,3.2009e+10,-2.3091e+10,2.8903e+10,-1.0746e+10,2.7075e+10,7.4e+07,2.7149e+10,6.6349e+10,9.68e+08,2.84e+08,1.83e+08,-5.2e+08,9.15e+08,-2e+08,-6.9e+08,-4.53e+08,-3.33e+08,5.1e+07,-1.781e+09,-1.556e+09,-1.556e+09,-3.5e+07,-1.591e+09,1.648e+09,1.953e+10,1.14e+09,0.40978,0.18845,0.13277,0.0354,0.01448,1.18626,0.60777,1.44388,0.29435,0.68059,0.67581,5.12606,19.17493,0.80737,0.32082,7,0.02601,0.02097,0.47138,10.62015,12.83138
"46","2021_Q3",60.84171875,"Up",6.642e+09,-4.011e+09,2.631e+09,-1.625e+09,-1.593e+09,-3.2e+07,1.006e+09,-5.8e+07,9.48e+08,8.68e+08,-3.98e+08,5.77e+08,1.079e+09,-1e+06,1.078e+09,1.078e+09,1.938e+09,1.938e+09,2.925e+09,8.78e+08,8.78e+08,8.654e+09,8.857e+09,4.338e+10,1.8691e+10,2.227e+10,7.23e+08,8.02e+08,8.94e+08,5.7823e+10,6.6477e+10,9.084e+09,6.375e+09,2.709e+09,1.969e+09,3.032e+09,3.032e+09,1.4085e+10,1.7046e+10,7.726e+09,1.481e+09,1.135e+09,3.46e+08,3.436e+09,2.809e+09,2.4772e+10,3.8857e+10,3.2042e+10,-2.3465e+10,2.9538e+10,-1.0572e+10,2.7543e+10,7.7e+07,2.762e+10,6.6477e+10,1.079e+09,2.8e+08,-3.66e+08,-1.16e+08,8.77e+08,-1.85e+08,4.7e+08,-4.43e+08,-6.28e+08,7.6e+07,-1.447e+09,-1e+08,-1e+08,1e+07,-9e+07,1.286e+09,1.9015e+10,1.383e+09,0.39612,0.15146,0.1623,0.03903,0.01622,1.28293,0.61441,1.40684,0.28604,0.76346,0.75809,4.70397,19.50637,0.97946,0.31374,7,0.02798,0.02544,0.41095,13.27916,16.97515
"47","2021_Q4",60.70984375,"Down",7.182e+09,-4.358e+09,2.824e+09,-1.468e+09,-1.436e+09,-3.2e+07,1.356e+09,-8.2e+07,1.274e+09,1.249e+09,-3.42e+08,1.012e+09,1.262e+09,-4e+06,1.258e+09,1.258e+09,3.401e+09,3.401e+09,2.922e+09,8.03e+08,8.03e+08,1.0455e+10,8.668e+09,4.2925e+10,1.8413e+10,2.2029e+10,6.33e+08,8.38e+08,1.012e+09,5.6862e+10,6.7317e+10,9.284e+09,6.484e+09,2.8e+09,2.295e+09,2.68e+09,2.68e+09,1.4259e+10,1.7692e+10,7.612e+09,1.4e+09,1.059e+09,3.41e+08,3.388e+09,2.824e+09,2.5304e+10,3.9563e+10,3.2066e+10,-2.3769e+10,3.0305e+10,-1.0904e+10,2.7698e+10,5.6e+07,2.7754e+10,6.7317e+10,1.262e+09,2.73e+08,-1.95e+08,-4.12e+08,9.28e+08,-2.54e+08,3.26e+08,-4.41e+08,1.191e+09,-1.67e+08,2.57e+08,1.511e+09,1.511e+09,-7.2e+07,1.439e+09,1.629e+09,1.9987e+10,1.305e+09,0.39321,0.18881,0.17516,0.04533,0.01869,1.03736,0.73322,1.42549,0.29691,0.89474,0.88905,5.10811,19.69986,0.92817,0.31366,6,0.03069,0.02358,0.35056,10.18171,12.23156
"48","2022_Q1",64.3753225806452,"Up",7.658e+09,-4.825e+09,2.833e+09,-1.702e+09,-1.67e+09,-3.2e+07,1.131e+09,-8.9e+07,1.042e+09,1.143e+09,-2.38e+08,1.008e+09,1.005e+09,-2e+06,1.003e+09,1.003e+09,3.546e+09,3.546e+09,2.708e+09,9e+08,9e+08,1.0342e+10,8.658e+09,4.2803e+10,1.8291e+10,2.1978e+10,5.41e+08,1.009e+09,9.84e+08,5.675e+10,6.7092e+10,9.649e+09,6.73e+09,2.919e+09,1.962e+09,2.397e+09,2.397e+09,1.4008e+10,1.755e+10,7.211e+09,9.82e+08,6.81e+08,3.01e+08,3.444e+09,2.785e+09,2.4761e+10,3.8769e+10,3.2097e+10,-2.401e+10,3.0806e+10,-1.0624e+10,2.8269e+10,5.4e+07,2.8323e+10,6.7092e+10,1.005e+09,2.76e+08,-2.59e+08,3.99e+08,1.421e+09,-9.3e+07,-1.32e+08,-4.89e+08,-3.62e+08,39000000.0000001,-1.098e+09,1.91e+08,1.91e+08,-4.6e+07,1.45e+08,1.407e+09,1.9512e+10,1.951e+09,0.36994,0.14769,0.13097,0.03541,0.01495,1.94516,0.73829,1.36882,0.29082,0.71848,0.71388,5.48567,20.25,1.39756,0.35029,6,0.0271,0.03544,0.48754,11.34755,14.11671
