"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","deferred_revenue_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",111.619523809524,"Up",292428000,-47333000,245095000,-64036000,-51321000,-12715000,181059000,-31515000,-37756000,6241000,149544000,149544000,-34645000,114899000,114899000,114899000,114899000,2365727000,286822000,2078905000,40293000,40293000,2406020000,265306000,237037000,52527000,164052000,502343000,2908363000,193462000,717586000,717586000,1535522000,1781912000,1781912000,820867000,289262000,130246000,2602779000,4138301000,0,-17797627000,-3154000,-1229938000,-1229938000,2908363000,114899000,12493000,13454000,33825000,174671000,-21635000,-508322000,-529957000,-143613000,399572000,44286000,44286000,116000,44402000,193552000,2406386000,240387000,0.83814,0.61916,0.39291,-0.09342,0.03951,2.09216,1.56691,-3.36464,0.8274,1.15344,0.92605,2.93561,-12.34704,2.41318,6,0.05753,0.12036,0.21007,0.22456
"32","2018_Q1",115.829508196721,"Up",295501000,-47680000,247821000,-71389000,-58616000,-12773000,176432000,-34385000,-40467000,6082000,142047000,142047000,-39210000,102837000,102837000,102837000,102837000,2414751000,465851000,1948900000,31402000,31402000,2446153000,263513000,231522000,52527000,163603000,495035000,2941188000,219603000,713309000,713309000,1560528000,1782529000,1782529000,858402000,286097000,128197000,2640931000,4201459000,0,-17694790000,-2941000,-1260271000,-1260271000,2941188000,102837000,12213000,-3609000,60202000,171643000,-8890000,135439000,126549000,-146883000,-146883000,151309000,151309000,176000,151485000,188645000,2410145000,279167000,0.83865,0.59706,0.34801,-0.0816,0.03496,2.71466,1.56752,-3.33377,0.81945,1.04766,0.82798,3.01043,-12.83908,2.84403,6,0.05121,0.13901,-0.02442,-0.02611
"33","2018_Q2",128.21171875,"Up",299288000,-48152000,251136000,-65717000,-50342000,-15375000,185419000,-32984000,-40788000,7804000,152435000,152435000,-18172000,134263000,134263000,134263000,134263000,2356462000,1703722000,652740000,52066000,52066000,2408528000,257536000,239259000,52527000,171307000,496795000,2905323000,181567000,736555000,736555000,1548946000,1783159000,1783159000,807952000,289970000,303582000,2591111000,4140057000,0,-17538015000,-2698000,-1234734000,-1234734000,2905323000,134263000,12117000,12855000,-69246000,89989000,-7662000,1300474000,1292652000,-144930000,-144930000,1237711000,1237711000,167000,1237878000,197536000,2413983000,138800000,0.83911,0.61953,0.44861,-0.10874,0.04621,1.03379,1.55495,-3.353,0.83088,1.3806,1.0871,3.07751,-12.69649,1.42725,5,0.06756,0.06985,0.29119,0.31022
"34","2018_Q3",153.222857142857,"Up",302452000,-47365000,255087000,-62077000,-48322000,-13755000,193010000,-28132000,-28792000,660000.000000001,164878000,164878000,-36527000,128351000,128351000,128351000,128351000,1171275000,256396000,914879000,57640000,57640000,1228915000,256064000,426606000,52527000,172179000,682670000,1911585000,183521000,737706000,737706000,921227000,1783788000,1783788000,587559000,288996000,298563000,2371347000,3292574000,1.45519152283669e-11,-17409664000,-2681000,-1380989000,-1380989000,1911585000,128351000,12078000,19187000,42201000,201817000,-11007000,-258501000,-269508000,-128856000,-1378865000,-1446556000,-1446556000,-757000,-1447313000,205088000,1783788000,272809000,0.8434,0.63815,0.42437,-0.09294,0.06714,2.12549,1.334,-2.38421,0.93315,1.12652,1.04181,2.65458,-12.12074,2.39441,8,0.1296,0.27547,2.98659,3.17348
"35","2018_Q4",149.969841269841,"Down",305777000,-48249000,257528000,-62531000,-48819000,-13712000,194997000,-16696000,-22631000,5935000,178301000,178301000,-40621000,137680000,137680000,137680000,137680000,1178966000,231571000,947395000,57016000,57016000,1235982000,256269000,392377000,52527000,172078000,648646000,1884628000,176121000,737515000,737515000,913636000,1784417000,1784417000,587676000,286735000,300941000,2372093000,3285729000,0,-17271984000,-3003000,-1401101000,-1401101000,1884628000,137680000,12255000,-1738000,26156000,174353000,-10928000,-27769000,-38697000,-173181000,-173181000,-37525000,-37525000,-395000,-37920000,207252000,1784417000,263101000,0.84221,0.63771,0.45026,-0.09827,0.07305,1.91096,1.35282,-2.34511,0.94683,1.13147,1.12612,2.51292,-11.51445,2.1622,7,0.14179,0.27096,2.92133,3.10492
"36","2019_Q1",171.555901639344,"Up",307452000,-48368000,259084000,-65118000,-50076000,-15042000,193966000,39936000,-22634000,62570000,233902000,233902000,-51707000,182195000,182195000,182195000,182195000,1269669000,357415000,912254000,47365000,47365000,1317034000,253905000,343565000,52527000,186046000,597470000,1914504000,215208000,732382000,732382000,947590000,1785047000,1785047000,567341000,285720000,281487000,2352388000,3299978000,2.3283064365387e-10,-17089789000,-2811000,-1385474000,-1385474000,1914504000,182195000,11917000,-36253000,73749000,231608000,-7410000,40853000,85683000,-178349000,-178349000,138942000,138942000,27000.0000000001,138969000,205883000,1785047000,323929000,0.84268,0.63088,0.5926,-0.1315,0.09517,1.77792,1.38988,-2.38184,0.93238,1.50649,1.49737,2.54219,-11.45588,2.67843,7,0.18843,0.33501,2.50326,2.65705
"37","2019_Q2",196.355555555556,"Up",306408000,-45504000,260904000,-60652000,-44520000,-16132000,200252000,-10428000,-22631000,12203000,189824000,189824000,-27297000,162527000,162527000,162527000,162527000,1252990000,779625000,473365000,62277000,62277000,1315267000,252237000,352172000,52527000,179453000,604409000,1919676000,183996000,757284000,757284000,941280000,1785676000,1785676000,598849000,289730000,309119000,2384525000,3325805000,0,-16927262000,-2762000,-1406129000,-1406129000,1919676000,162527000,11593000,8461000,4749000,187330000,-9133000,442782000,430691000,-196049000,-196049000,421972000,421972000,255000,422227000,211845000,1785676000,234758000,0.85149,0.65355,0.53043,-0.11558,0.08466,1.44442,1.39732,-2.36522,0.9302,1.35714,1.35082,2.55858,-11.74152,1.96029,7,0.16612,0.23994,2.51451,2.66008
"38","2019_Q3",205.5359375,"Up",306289000,-44066000,262223000,-60530000,-45577000,-14953000,201693000,-11199000,-22635000,11436000,190494000,190494000,-42960000,147534000,147534000,147534000,147534000,1224942000,751580000,473362000,70440000,70440000,1295382000,250820000,343696000,52527000,181252000,594516000,1889898000,171215000,763466000,763466000,934681000,1786306000,1786306000,594078000,286143000,307935000,2380384000,3315065000,0,-16779728000,-2727000,-1425167000,-1425167000,1889898000,147534000,11291000,12371000,-6351000,164845000,-11056000,1780000,-12629000,-180230000,-180230000,-28014000,-28014000,-12000,-28026000,212984000,1786306000,238537000,0.85613,0.65851,0.48168,-0.10352,0.07806,1.61683,1.38591,-2.32609,0.94519,1.24019,1.23607,2.5747,-11.98012,2.00517,8,0.15445,0.24972,2.63571,2.78326
"39","2019_Q4",187.88234375,"Down",308421000,-44443000,263978000,-58362000,-43743000,-14619000,205616000,-12135000,-22633000,10498000,193481000,193481000,-39568000,153913000,153913000,153913000,153913000,1230011000,109288000,1120723000,68135000,68135000,1298146000,250159000,338425000,52527000,185334000,588584000,1886730000,200361000,760517000,760517000,960878000,1786935000,1786935000,590836000,281735000,309101000,2377771000,3338649000,0,-16625815000,-2419000,-1451919000,-1451919000,1886730000,153913000,11443000,9260000,33503000,208119000,-11309000,-642361000,-655889000,-194054000,-194054000,-641824000,-641824000,-451000,-642275000,217059000,1786935000,278821000,0.8559,0.66667,0.49904,-0.10601,0.08158,1.81155,1.351,-2.29947,0.94711,1.30236,1.29823,2.60976,-12.28566,2.35929,7,0.16624,0.30115,2.56577,2.70856
"40","2020_Q1",196.623064516129,"Up",310543000,-46454000,264089000,-65523000,-50422000,-15101000,198566000,-13589000,-22712000,9123000,184977000,184977000,-36652000,148325000,148325000,148325000,148325000,1218059000,508196000,709863000,60530000,60530000,1278589000,250283000,325137000,52527000,184812000,575420000,1854009000,209988000,755178000,755178000,965166000,1787565000,1787565000,591378000,278702000,312676000,2378943000,3344109000,348862485.954408,-16477490000,-2621000,-1490100000,-1490100000,1854009000,148325000,12003000,8608000,24662000,193598000,-8818000,415182000,405022000,-199098000,-199970000,398650000,398650000,272000,398922000,210569000,1787565000,263065000,0.85041,0.63942,0.47763,-0.09954,0.08,1.77357,1.32473,-2.24422,0.96416,1.26607,1.26082,2.65072,-12.71916,2.24546,6,0.16687,0.29596,2.70461,2.86809
"41","2020_Q2",207.566666666667,"Up",312524000,-45573000,266951000,-60687000,-43329000,-17358000,206264000,-15451000,-22535000,7084000,190813000,190813000,143303000,334116000,334116000,334116000,334116000,1138632000,498693000,639939000,46863000,46863000,1185495000,247764000,320602000,52527000,183687000,568366000,1753861000,180015000,775657000,775657000,955672000,1788194000,1788194000,419109000,281030000,138079000,2207303000,3162975000,2.38418579101562e-07,-16143374000,-358000,-1409114000,-1409114000,1753861000,334116000,11232000,10130000,-175418000,180060000,-11013000,75241000,79084000,-267327000,-267327000,-8183000,-8183000,-1316000,-9499000,217496000,1788194000,-112238000,0.85418,0.65999,1.06909,-0.23711,0.1905,-0.33593,1.24048,-2.24466,1.01958,2.87103,2.8623,2.68549,-12.10839,-0.96445,6,0.41859,-0.14062,2.98655,3.14918
"42","2020_Q3",206.55109375,"Down",314365000,-43608000,270757000,-63977000,-45775000,-18202000,206780000,-15132000,-22535000,7403000,191648000,191648000,-39169000.0000001,152479000,152479000,152479000,152479000,1194573000,306701000,887872000,55075000,55075000,1249648000,250290000,320188000,52527000,185613000,570478000,1820126000,235671000,782661000,782661000,1018332000,1788824000,1788824000,413294000,281649000,131645000,2202118000,3220450000,0,-15990895000,-2358000,-1400324000,-1400324000,1820126000,152479000,11609000,5197000,46027000,215312000,-10878000,-247727000,-253452000,-154203000,-154203000,-192343000,-192343000,351000,-191992000,218389000,1788824000,292707000,0.86128,0.65777,0.48504,-0.10889,0.08377,1.91965,1.22715,-2.29979,0.9828,1.32192,1.31966,2.72539,-12.1401,2.53762,7,0.19017,0.36507,2.72107,2.87383
"43","2020_Q4",204.63546875,"Down",317879000,-45024000,272855000,-66206000,-46498000,-19708000,206649000,-21762000,-22537000,775000,184887000,184887000,-13908000,170979000,170979000,170979000,170979000,1150359000,145701000,1004658000,55767000,55767000,1206126000,248587000,309593000,52527000,180163000,558180000,1764306000,198342000,779666000,779666000,978008000,1789453000,1789453000,383093000,281887000,101206000,2172546000,3150554000,7198474909.19065,-15819916000,-2741000,-1386248000,-1386248000,1764306000,170979000,11622000,12297000,-55308000,139590000,-15042000,-116410000,-131452000,-169598000,-169598000,-161460000,-161460000,459000,-161001000,218271000,1789453000,161829000,0.85836,0.65009,0.53787,-0.12334,0.09691,0.94648,1.23325,-2.27272,1.01425,1.49136,1.48907,2.7727,-12.09155,1.41155,6,0.21745,0.20581,2.92798,3.09265
"44","2021_Q1",196.490327868852,"Down",320332000,-45995000,274337000,-69830000,-50398000,-19432000,204507000,-21655000,-22593000,938000,182852000,182852000,-25526000,157326000,157326000,157326000,157326000,1166907000,401194000,765713000,51033000,51033000,1217940000,245571000,303399000,52527000,182958000,548970000,1766910000,208642000,780051000,780051000,988693000,1790083000,1790083000,378332000,282838000,95494000,2168415000,3157108000,14275160000,-15662602000,-2756000,-1390198000,-1390198000,1766910000,157326000,11937000,11476000,14499000,195238000,-6467000,239196000,233520000,-173772000,-173772000,254986000,254986000,506000,255492000,216444000,1790083000,250002000,0.85641,0.63842,0.49113,-0.11317,0.08904,1.58907,1.23187,-2.27098,1.01311,1.3817,1.3789,2.81329,-137.57955,2.19562,7,0.20216,0.32125,2.87916,3.04721
"45","2021_Q2",217.721111111111,"Up",323600000,-4.7e+07,276600000,-66200000,-45900000,-20300000,210400000,-22100000,-22500000,4e+05,188300000,188300000,-37900000,150400000,150400000,150400000,150400000,1181176000,246811000,934365000,54374000,54374000,1235550000,241136000,306212000,52527000,186108000,547348000,1782898000,201463000,808754000,808754000,1010217000,1790712000,1790712000,385729000,290288000,95441000,2176441000,3186658000,14111235000,-15512248000,-2747000,-1403760000,-1403760000,1782898000,150400000,11600000,14100000,22200000,198300000,-6700000,-168500000,-175200000,-177300000,-177300000,-154200000,-154200000,-2e+05,-154400000,2.22e+08,1790712000,275400000,0.85476,0.65019,0.46477,-0.10714,0.08436,1.83112,1.22305,-2.27009,1.00438,1.32943,1.3275,2.8604,-137.14185,2.43435,7,0.19465,0.35642,2.74566,2.89703
"46","2021_Q3",219.11578125,"Up",329400000,-47800000,281600000,-68600000,-48800000,-19800000,2.13e+08,-25100000,-23100000,-2e+06,187900000,187900000,-40200000,147700000,147700000,147700000,147700000,1122989000,216497000,906492000,66078000,66078000,1189067000,247694000,304619000,52527000,185651000,552313000,1741380000,175350000,822984000,822984000,998334000,1784654000,1784654000,376177000,289881000,86296000,2160831000,3159165000,13949525000,-15364476000,-2834000,-1417785000,-1417785000,1741380000,147700000,1.2e+07,16900000,-34100000,142500000,-17600000,27900000,10300000,-175800000,-183500000,-30700000.0000001,-30700000.0000001,-1e+05,-30800000,2.25e+08,1784654000,213500000,0.85489,0.64663,0.44839,-0.10418,0.08482,1.4455,1.19105,-2.22824,1.02485,1.30557,1.30366,2.91167,-135.83642,1.88719,5,0.19878,0.28733,2.94073,3.10641
"47","2021_Q4",231.23,"Up",334300000,-47800000,286500000,-65200000,-45600000,-19600000,221300000,-18700000,-18800000,1e+05,202600000,202600000,-4.6e+07,156600000,156600000,156600000,156600000,1198421000,256869000,941552000,65989000,65989000,1264410000,249093000,301204000,52527000,183514000,550297000,1814707000,204511000,843664000,843664000,1048175000,1785152000,1785152000,398958000,314089000,84869000,2184110000,3232285000,13793049000,-15207854000,-2773000,-1417578000,-1417578000,1814707000,156600000,1.2e+07,15400000,76100000,260100000,-15200000,-3.5e+07,-50200000,-171300000,-172500000,37400000,37400000,-3e+05,37100000,233300000,1785152000,340200000,0.85701,0.66198,0.46844,-0.11047,0.08629,2.17241,1.2063,-2.28015,0.98371,1.39337,1.39163,2.97449,-135.33911,3.02699,6,0.2043,0.44382,2.51492,2.65129
"48","2022_Q1",218.091129032258,"Down",340300000,-49300000,2.91e+08,-68900000,-48100000,-20800000,222100000,-18700000,-18900000,2e+05,203400000,203400000,126700000,330100000,330100000,330100000,330100000,1205800000,223500000,982300000,62900000,62900000,1268700000,251200000,463900000,52500000,180700000,715100000,1983800000,226600000,847400000,847400000,1.074e+09,1785700000,1786184137.93009,384600000,3.06e+08,78600000,2170300000,3244300000,13616445018.0262,-14877800000,-2800000,-1260500000,-1260500000,1983800000,330100000,12300000,1.3e+07,-149100000,206300000,-13500000,-40600000,-54100000,-185800000,-185800000,-33600000,-33600000,-1e+05,-33700000,234400000,1785700000,-54900000,0.85513,0.65266,0.97003,-0.26188,0.1664,-0.16631,1.18128,-2.57382,0.90014,3.01491,3.01236,3.10807,-11.51257,-0.50142,6,0.36283,-0.06034,2.47398,2.61099
"49","2022_Q2",183.430483870968,"Down",346900000,-50700000,296200000,-71400000,-48500000,-22900000,224800000,-18500000,-18800000,3e+05,206300000,206300000,-48800000,157500000,157500000,157500000,157500000,1209600000,758500000,451100000,58100000,58100000,1267700000,244900000,460599999,52500000,177299999,705499999,1973199999,211100000,877400000,877400000,1088500000,1786300000,1786300000,383500000,304200000,79300000,2169800000,3258300000,13438200000,-14720300000,-3e+06,-1285100000,-1285100000,1973200000,157500000,11900000,14800000,22900000,207100000,-6600000,531100000,524500000,-196400001,-196400001,535199999,535199999,-1e+05,535099999,236700000,1786300000,301800000,0.85385,0.64803,0.45402,-0.12256,0.07982,1.91619,1.16463,-2.53544,0.90528,1.4201,1.41781,3.12782,-132.75237,2.72117,6,0.17803,0.34113,2.43642,2.56539
"50","2022_Q3",184.990625,"Up",351900000,-49500000,302400000,-66400000,-46100000,-20300000,2.36e+08,-17300000,-18900000,1600000,218700000,218700000,-51400000,167300000,167300000,167300000,167300000,996900000,606300000,390600000,65300000,65300000,1062200000,240100000,460200000,52500000,177100000,700300000,1762500000,184300000,882900000,882900000,1067200000,1786800000,1786800000,363500000,298700000,64800000,2150300000,3217500000,13100900000,-1.4553e+10,-2900000,-1.455e+09,-1.455e+09,1762500000,167300000,11900000,14600000,-48900000,144900000,-6200000,61100000,54900000,-351500000,-351500000,-151700000,-151700000,-6e+05,-152300000,247900000,1786800000,244200000,0.85934,0.67065,0.47542,-0.11498,0.09492,1.45965,0.99531,-2.21134,1.01379,1.53768,1.53768,3.23438,-133.78585,2.24449,7,0.24062,0.35122,3.18637,3.34703
