"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","other_intangible_assets","prepaid_pension_costs","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","interest_dividends_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",31.6931746031746,"Down",2302376000,-1827091000,475285000,-206876000,-206876000,268409000,5708000,-3147000,274117000,274117000,-78341000,195776000,195776000,-122000,195654000,195654000,379597000,379597000,564922000,564922000,1034307000,31279000,15832000,8432000,2010105000,1052918000,2695455000,-1642537000,3325274000,1921971000,815236000,170858000,146273000,4378192000,6388297000,983727000,414691000,7198000,79987000,481851000,1128727000,2.5e+08,615623000,516055000,99568000,865623000,1994350000,7752000,7752000,4607360000,-224361000,4390751000,3196000,4393947000,6388297000,195776000,32612000,8801000,-24638000,212551000,-66095000,-5313000,-242914000,-76866000,-37755000,33113000,2750000,2750000,-3034000,-284000,301021000,3.95e+08,288629000,0.20643,0.11658,0.08498,0.04453,0.03063,1.4752,1.78086,0.45389,0.06183,0.3694,0.36088,4.3469,8.28977,0.54493,0.14512,0.05042,0.0534,0.39287,0.05117,0.05739
"28","2017_Q1",31.4782258064516,"Down",2627941000,-2029421000,598520000,-244006000,-244006000,354514000,10219000,-3288000,364733000,364733000,-120543000,244190000,244190000,-250000,243940000,243940000,415143000,415143000,591310000,591310000,985683000,37776000,13775000,5719000,2029912000,1105449000,2767315000,-1661866000,3234706000,1834497000,903258000,68901000,182237000,4340155000,6370067000,1053196000,481826000,4331000.00000001,77266000,489773000,1053196000,2.5e+08,615465000,522356000,93109000,865465000,1918661000,7742000,7742000,4736567000,-296303000,4448006000,3400000,4451406000,6370067000,244190000,35448000,43482000,48042000,371162000,-86059000,4213000,-81080000,-76749000,-40067000,-253349000,36733000,36733000,-1187000,35546000,389962000,2.5e+08,472488000,0.22775,0.1349,0.09283,0.0548,0.03829,1.9369,1.92738,0.43102,0.03925,0.46136,0.45072,4.97019,8.41245,0.89361,0.14515,0.06032,0.08887,0.31462,-0.42348,-0.46583
"29","2017_Q2",30.5469841269841,"Down",2280227000,-1727947000,552280000,-210217000,-210217000,342063000,12722000,-3026000,354785000,354785000,-119482000,235303000,235303000,-156000,235147000,235147000,609821000,609821000,530851000,530851000,958130000,20784000,15356000,5428000,2119586000,1035275000,2557847000,-1522572000,3211537000,1822671000,886797000,73535000,184666000,4246812000,6366398000,919762000,387711000,65016000,92976000,374059000,919762000,2.5e+08,621339000,524752000,90351000,871339000,1791101000,7747000,7747000,4866374000,-302140000,4571981000,3316000,4575297000,6366398000,235303000,31319000,-11960000,-77043000,177619000,-33969000,3596000,105571000,-76629000,-23190000,-82189000,201001000,201001000,-6323000,194678000,373382000,2.5e+08,381852000,0.2422,0.15001,0.10312,0.05139,0.03694,1.62389,2.30449,0.39147,0.03927,0.44486,0.43541,4.31383,8.64947,0.7224,0.14497,0.05724,0.07011,0.32588,-0.96368,-1.05191
"30","2017_Q3",29.1425396825397,"Down",2187309000,-1700389000,486920000,-181009000,-181009000,305911000,9916000,-3023000,315827000,315827000,-104941000,210886000,210886000,40000,210926000,210926000,548901000,548901000,525322000,525322000,988408000,63160000,15892000,5242000,2125791000,1043566000,2589001000,-1545435000,3216350000,1822671000,884739000,78168000,183932000,4259916000,6385707000,824587000,372361000,1665999.99999999,90462000,360098000,824587000,2.5e+08,624692000,526992000,90180000,874692000,1699279000,7743000,7743000,4974512000,-299151000,4683104000,3324000,4686428000,6385707000,210886000,32009000,22926000,-162888000,102933000,-41849000,381000,-41468000,-89878000,-17514000,-125022000,-63557000,-63557000,2637000,-60920000,337920000,2.5e+08,238124000,0.22261,0.13986,0.09643,0.04501,0.03303,1.12895,2.57801,0.3626,0.03915,0.39894,0.39087,4.13704,8.85755,0.45038,0.16999,0.05409,0.04282,0.42611,-0.88453,-0.97708
"31","2017_Q4",30.1174603174603,"Up",2207375000,-1754966000,452409000,-176660000,-176660000,275749000,2275000,-3057000,278024000,278024000,-95473000,182551000,182551000,-43000,182508000,182508000,633341000,633341000,549011000,549011000,1013214000,21529000,17096000,4433000,2217095000,1054096000,2621774000,-1567678000,3236774000,1822671000,882717000,98893000,184364000,4290870000,6507965000,877771000,421170000,1990000,93007000,361604000,877771000,2.5e+08,627014000,529107000,88336000,877014000,1754785000,7732000,7732000,5033945000,-291964000,4749713000,3467000,4753180000,6507965000,182551000,32793000,869000,34628000,250841000,-40417000,-3505000,-43922000,-89834000,-39446000,-125711000,81208000,81208000,3232000,84440000,308542000,2.5e+08,398226000,0.20495,0.12492,0.08268,0.0384,0.02804,2.18196,2.52582,0.36918,0.03841,0.34555,0.33872,4.17934,8.99289,0.75398,0.17009,0.04837,0.07073,0.49222,-1.24243,-1.39018
"32","2018_Q1",30.5485245901639,"Up",2492608000,-1981054000,511554000,-194218000,-194218000,317336000,12853000,-3577000,330189000,330009000,-111646000,218363000,218363000,-209000,218154000,218154000,444122000,444122000,618351000,618351000,921022000,43028000,16144000,4538000,2026523000,1203251000,2776705000,-1573454000,3746134000,2119813000,1027014000,171990000,184948000,4949385000,6975908000,1058212000,552714000,525000.000000004,90287000,414686000,1058212000,2.5e+08,727999000,530249000,99340000,977999000,2036211000,21411000,7741000,5162571000,-248075000,4935907000,3790000,4939697000,6975908000,218363000,34856000,45577000,203696000,502492000,-101297000,9946000,-611814000,-89669000,7389000,-81395000,-190717000,-190717000,1498000,-189219000,352192000,2.5e+08,566237000,0.20523,0.12731,0.08752,0.04416,0.03127,2.59558,1.91504,0.41221,0.03584,0.41318,0.40553,4.72093,9.34847,1.07244,0.16983,0.05202,0.09569,0.41104,-0.55118,-0.61172
"33","2018_Q2",32.51515625,"Up",2331293000,-1829114000,502179000,-219122000,-219122000,283057000,22108000,-4729000,305165000,305165000,-1954000,303211000,303211000,-104000,303107000,303107000,385775000,385775000,569099000,569099000,973221000,20174000,15581000,4417000,1948269000,1293066000,2892766000,-1599700000,4617513000,2957463000,1023322000,178010000,196571000,5910579000,7858848000,1068514000,532847000,46235000,102229000,387203000,1323514000,624726000,755234000,532652000,107894000,1379960000,2703474000,27006000,7764000,5366501000,-242176000,5151331000,4043000,5155374000,7858848000,303211000,39123000,-97036000,58879000,304177000,-52943000,5746000,-905299000,-89814000,-1744000,538168000,-62954000,-62954000,4607000,-58347000,322180000,879726000,330070000,0.21541,0.12142,0.13002,0.05879,0.03857,1.08896,1.47204,0.5244,0.11194,0.57249,0.55771,4.40321,9.72953,0.62342,0.16964,0.05786,0.04861,0.29631,1.53315,1.74506
"34","2018_Q3",34.8588888888889,"Up",2330568000,-1833882000,496686000,-203799000,-203799000,292887000,3996000,-7001000,296883000,296883000,-59361000,237522000,237522000,-138000,237384000,237384000,261571000,261571000,551392000,551392000,1011215000,26602000,18534000,5138000,1850780000,1353853000,2987219000,-1633366000,4625116000,2731956000,1251296000,184030000,192255000,5978969000,7829749000,963461000,465572000,1432000,99990000,396467000,1148461000,624763000,764892000,535282000,104185000,1389655000,2538116000,18737000,7766000,5504221000,-235753000,5287205000,4428000,5291633000,7829749000,237522000,41193000,-2887000.00000003,-136664000,139164000,-81778000,188000.000000001,-81161000,-99325000,-13019000,-182307000,-124304000,-124304000,1e+05,-124204000,334080000,809763000,174999000,0.21312,0.12567,0.10186,0.04486,0.03032,0.7372,1.61153,0.47965,0.10342,0.44806,0.43732,4.39897,9.97964,0.33031,0.18748,0.04904,0.02549,0.41841,1.6409,1.87168
"35","2018_Q4",39.3987301587302,"Up",2359142000,-1899970000,459172000,-210747000,-210747000,248425000,9307000,-8435000,257732000,257732000,-47379000,210353000,210353000,-110000,210243000,210243000,268982000,268982000,559181000,559181000,1001044000,25103000,14542000,5920000,1854310000,1410310000,3073615000,-1663305000,4630753000,2734575000,1236897000,190050000,192769000,6041063000,7895373000,1001831000,488978000,2372000,103760000,406721000,1096831000,624801000,777973000,534698000,104083000,1402774000,2499605000,35756000,7781000,5615053000,-259208000,5391601000,4167000,5395768000,7895373000,210353000,40792000,20308000,28411000,299864000,-102012000,-7503000,-109510000,-99376000,10754000,-178584000,11770000,11770000,-4359000,7411000,289217000,719801000,262995000,0.19464,0.1053,0.08912,0.03896,0.02663,1.25091,1.69061,0.46325,0.09117,0.39623,0.38665,4.44613,10.16121,0.49565,0.18729,0.04491,0.03815,0.47267,1.55876,1.81471
"36","2019_Q1",39.3493442622951,"Down",2524697000,-2003261000,521436000,-207537000,-207537000,313899000,24884000,21488000,338783000,321504000,-60008000,261496000,261496000,-90000,261406000,261406000,459136000,459136000,600438000,600438000,963527000,26999000,16342000,6662000,2050100000,1512600000,3201817000,-1689217000,4579592000,2714116000,1207219000,195153000,189951000,6092192000,8142292000,1138914000,618830000,2490000,101079000,416515000,1138914000,624840000,773720000,477557000,99070000,1398560000,2537474000,114353000,7825000,5729956000,-243498000,5600811000,4007000,5604818000,8142292000,261496000,40750000,70324000,125954000,498524000,-143125000,3727000,-139398000,-99592000,28914000,-165639000,193487000,193487000,-3333000,190154000,354649000,624840000,397486000,0.20653,0.12433,0.10354,0.04664,0.0321,1.52057,1.80005,0.45273,0.07674,0.49034,0.47927,4.73579,10.50592,0.7456,0.18681,0.05155,0.05676,0.38099,0.46723,0.52789
"37","2019_Q2",37.4552380952381,"Down",2360355000,-1872021000,488334000,-193544000,-193544000,294790000,12185000,-6147000,306975000,306975000,-65456000,241519000,241519000,-94000,241425000,241425000,512689000,512689000,565060000,565060000,994428000,28509000,23601000,4761000,2100686000,1483681000,3130259000,-1646578000,4571031000,2716750000,1204991000,200448000,171005000,6054712000,8155398000,1060934000,505617000,63791000,116370000,375156000,1435812000,2.5e+08,763807000,484004000,100134000,1013807000,2449619000,138022000,7826000,5856029000,-292342000,5701709000,4070000,5705779000,8155398000,241519000,40018000,-12453000,-81659000,187425000,-9125000,7446000,-1679000,-100125000,-28812000,-128899000,56847000,56847000,-3294000,53553000,334808000,624878000,309480000,0.20689,0.12489,0.10228,0.04231,0.0296,1.28189,1.46306,0.42932,0.07662,0.45169,0.44127,4.41605,10.66747,0.57901,0.18733,0.04814,0.04362,0.41473,0.33508,0.38057
"38","2019_Q3",38.9715625,"Up",2344744000,-1875595000,469149000,-170076000,-170076000,299073000,18973000,-5615000,318046000,318046000,-35410000,282636000,282636000,-207000,282429000,282429000,646002000,639327000,537447000,537447000,1030574000,36644000,24219000,12132000,2250667000,1494567000,3172207000,-1677640000,4190511000,2486635000,1040392000,205229000,181777000,5685078000,7935745000,1051676000,523673000,22154000,112798000,393051000,1051676000,2.5e+08,732285000,488479000,101378000,982285000,2033961000,171834000,7854000,6003637000,-278135000,5897336000,4448000,5901784000,7935745000,282636000,40725000,-60365000,-84828000,178168000,-47329000,-50000,426506000,-112162000,5466999.99999999,-481573000,123101000,123101000,3537000,126638000,339798000,2.5e+08,243051000,0.20009,0.12755,0.12045,0.04785,0.03559,0.86057,2.14008,0.34463,0.0315,0.52743,0.51696,4.37876,11.01316,0.45389,0.20946,0.05732,0.03531,0.39713,-1.1654,-1.3241
"39","2019_Q4",40.15765625,"Up",2290705000,-1857263000,433442000,-180169000,-180169000,253273000,7727000,-3213000,2.61e+08,2.61e+08,-61573000,199427000,199427000,22000,199449000,199449000,574263000,560199000,528583000,528583000,1108514000,34608000,22606000,11335000,2245968000,1516386000,3215293000,-1698907000,4192222000,2487289000,1038127000,210012000,177529000,5708608000,7954576000,1073087000,513372000,34377000,115744000,409594000,1073087000,2.5e+08,740154000,492860000,102140000,990154000,2063241000,177961000,7818000,5984305000,-275195000,5887071000,4264000,5891335000,7954576000,199427000,41472000,6178000,-39758000,207319000,-61519000,-8367000,-69886000,-112684000,-102794000,-215478000,-78045000,-78045000,-1083000,-79128000,294745000,2.5e+08,255041000,0.18922,0.11057,0.08707,0.03385,0.02507,1.27873,2.093,0.35022,0.03143,0.37337,0.36685,4.28821,11.02062,0.47744,0.21094,0.04536,0.03706,0.56498,-1.10015,-1.28029
"40","2020_Q1",42.6690322580645,"Up",2501513000,-2007790000,493723000,-183795000,-183795000,309928000,13766000,28425000,323694000,323694000,-68128000,255566000,255566000,-63000,255503000,255503000,687637000,672901000,574396000,574396000,1042362000,57018000,22637000,14457000,2361413000,1629111000,3355328000,-1726217000,3829323000,2481645000,1033862000,135915000,177901000,5747591000,8109004000,891534000,590033000,6208000.00000001,112685000,182608000,1105049000,2.5e+08,828420000,536490000,115356000,1078420000,2183469000,192751000,7830000,6128207000,-399500000,5921458000,4077000,5925535000,8109004000,255566000,42994000,60827000,-9302999.99999999,350084000,-138463000,12250000,-134788000,-112082000,11788000,-100294000,115002000,115002000,-2300000,112702000,352922000,2.5e+08,273284000,0.19737,0.1239,0.10214,0.04312,0.03151,1.06959,2.13693,0.36848,0.03083,0.47834,0.46985,4.68317,11.08578,0.51163,0.20983,0.05248,0.03902,0.43867,-1.24004,-1.41206
"41","2020_Q2",45.0466666666667,"Up",2384434000,-1916014000,468420000,-195521000,-195521000,272899000,17262000,9674000,290161000,290161000,-47209000,242952000,242952000,-81000,242871000,242871000,739227000,724419000,562483000,562483000,1057277000,35980000,24817000,10976000,2394967000,1695227000,3458724000,-1763497000,4199914000,2484088000,1031804000,141892000,251353000,5895141000,8290108000,1014827000,490042000,30489000,127452000,366844000,1023086000,308972000,862005000,539972000,145920000,1170977000,2194063000,238402000,7873000,6246641000,-393278000,6091765000,4281000,6096046000,8290109000,242953000,49329000,-1025000,-102839000,188418000,-57097000,-3391000,-60504000,-112249000,36353000,-77915000,49999000,49999000,1519000,51518000,322228000,317231000,209501000,0.19645,0.11445,0.10186,0.03984,0.0293,0.8626,2.34092,0.35992,0.03827,0.4539,0.44579,4.45626,11.38488,0.39154,0.20978,0.04881,0.0288,0.46218,-1.30962,-1.54634
"42","2020_Q3",47.5290625,"Up",2422465000,-1945113000,477352000,-193912000,-193912000,283440000,3049000,-6971000,286489000,286489000,-58874000,227615000,227615000,120000,227735000,227735000,622914000,606073000,536009000,536009000,1048992000,40981000,24229000,16410000,2248896000,1750165000,3549047000,-1798882000,4396120000,2682839000,1023936000,147878000,238273000,6146285000,8395181000,1066298000,502133000,54765000,125595000,383805000,1324593000,56861000.0000001,847523000,542753000,139517000,904384000,2228977000,273024000,7896000,6336946000,-447908000,6162062000,4140000,6166202000,8395179000,227615000,50588000,15895000,65773999.9999999,359872000,-80345000,-11433000,-362631000,-124501000,15659000,-110816000,-113575000,-113575000,-4771000,-118346000,334028000,315156000,378331000,0.19705,0.117,0.09401,0.03693,0.02713,1.66128,1.6978,0.36148,0.03754,0.42321,0.41681,4.50173,11.45111,0.70306,0.23136,0.04806,0.05162,0.54669,-0.92135,-1.0858
"43","2020_Q4",46.424375,"Down",2381458000,-1959031000,422427000,-181085000,-181085000,241342000,18023000,9788000,259365000,259365000,-56103000,203262000,203262000,-142000,203120000,203120000,1746932000,1729368000,648991000,648991000,982355000,31496000,16968000,13956000,3409774000,1800012000,3636881000,-1836869000,4390686000,2615690000,1080546000,153865000,241947000,6190698000,9600472000,1168363000,537535000,49731000,130248000,450849000,1427051000,1046821000,854853000,545988000,138543000,1901674000,3328725000,284494000,7902000,6414813000,-431882000,6267425000,4322000,6271747000,9600472000,203260000,49857000,-6249000,82927000,329795000,-87922000,7580000,-82904000,-125253000,7746000,872723000,1119614000,1119614000,3680000,1123294000,291199000,1305509000,342307000,0.17738,0.10134,0.08529,0.03239,0.02116,1.68525,2.38938,0.53075,0.13598,0.37677,0.37123,4.4174,11.62555,0.63495,0.23233,0.03894,0.0406,0.61665,-1.51588,-1.82904
"44","2021_Q1",45.2560655737705,"Down",2420105000,-1962340000,457765000,-190797000,-190797000,266968000,11765000,2036000,278733000,278733000,-44207000,234526000,234526000,-169000,234357000,234357000,1731647000,1714309000,702419000,702419000,1072762000,72236000,18349000,12438000,3579064000,1898222000,3767455000,-1869233000,4122626000,2612727000,1076285000,183232000,250382000,6329220000,9908284000,1245274000,644609000,22480000,132632000,445553000,1503965000,1044936000,929056000,552878000,157399000,1973992000,3477957000,297463000,7909000,6523335000,-395250000,6425548000,4778000,6430326000,9908283000,234526000,56007000,34281000,-74875000,249939000,-140221000,-10108000,-150276000,-125373000,9700000,-117820000,-18157000,-18157000,3098000,-15058999.9999998,322975000,1303627000,152086000,0.18915,0.11031,0.09684,0.03645,0.02365,0.64895,2.37975,0.54087,0.13157,0.43421,0.42763,4.48395,11.9052,0.28178,0.23229,0.04152,0.01756,0.53497,-1.32524,-1.60326
"45","2021_Q2",45.8088888888889,"Up",2461147000,-2010977000,450170000,-196380000,-196380000,253790000,23292000,9064000,277082000,277082000,-54687000,222395000,222395000,-112000,222283000,222283000,1769061000,1751541000,706654000,706654000,1086660000,39288000,21356000,8935000,3601663000,1898266000,3801704000,-1903438000,4458002000,2617589000,1073455000,189852000,272239000,6356268000,9957931000,954589000,558523000,45897000,137583000,212586000,1417470000,1043050000,941685000,555220000,161988000,1984735000,3402205000,306896000,7908000,6604506000,-360869000,6550533000,5195000,6555728000,9957933000,222395000,51043000,-5167000,-62585000,205686000,-38902000,-193000,-39301000,-125516000,-7072000,-134753000,31632000,31632000,5600000,37232000,304833000,1301740000,258033000,0.18291,0.10312,0.09032,0.03391,0.02232,1.16083,2.54091,0.51897,0.13072,0.4117,0.40604,4.55841,12.13257,0.47792,0.23247,0.03953,0.02932,0.56467,-1.53304,-1.84137
"46","2021_Q3",43.61,"Down",2606621000,-2130314000,476307000,-199966000,-199966000,276341000,16279000,3205000,292620000,292620000,-64699000,227921000,227921000,-21000,227900000,227900000,1502233000,1484533000,722185000,722185000,1229030000,60845000,23875000,27707000,3514293000,1897488000,3838375000,-1940887000,4167967000,2614036000,1068399000,196473000,289059000,6374711000,9889004000,939736000,577365000,28940000,139102000,194329000,1175180000,1040486000,967487000,557400000,172626000,2007973000,3183153000,326965000,7917000,6699336000,-325629000,6700672000,5178000,6705850000,9889003000,227921000,52264000,3187999.99999999,-127799000,155574000,-44989000,-2450000,-47954999.9999998,-132271000,10759000,-373707000,-266088000,-266088000,-920000,-267008000,328605000,1049819000,220516000,0.18273,0.10602,0.08743,0.03399,0.02305,0.9676,2.99043,0.47468,0.10616,0.42211,0.4163,4.82785,12.41065,0.40843,0.24499,0.04129,0.02528,0.58039,-1.37677,-1.63716
"47","2021_Q4",42.61921875,"Down",2863670000,-2440322000,423348000,-226284000,-226284000,197064000,7174000,-3246000,204238000,204238000,-27164000,177074000,177074000,-157000,176917000,176917000,309735000,291363000,896008000,896008000,1426738000,56192000,26250000,13534000,2688673000,2067141000,4050644000,-1983503000,7271950000,4907073000,1863713000,203093000,298071000,9643508000,12332181000,1242460000,654162000,17453000,140469000,430376000,1251192000,3316262000,970997000,559958000,174473000,4287259000,5538451000,362110000,7948000,6743701000,-317528000,6788283000,5448000,6793731000,12332182000,177074000,59183000,488000,-160218000,76527000,-53560000,7326000,-3443062000,-132419000,30667000,2172365000,-1194170000,-1194170000,1003000,-1193167000,256247000,3324994000,69633000,0.14783,0.06882,0.06178,0.02604,0.01435,0.39359,2.14889,0.81523,0.26962,0.32725,0.32303,5.29703,12.55652,0.1288,0.24494,0.02789,0.00628,0.74848,11.767,15.30091
"48","2022_Q1",47.8772580645161,"Up",3454751000,-2876670000,578081000,-230441000,-230441000,347640000,4589000,-5452000,352229000,352229000,-70479000,281750000,281750000,-11000,281739000,281739000,634692000,613530000,895719000,895719000,1369198000,48207000,39914000,-7913177.25029134,2947816000,2109118000,4136532000,-2027414000,7340378000,4929102000,1822273000,289096000,299907000,9748515000,12696331000,1406898000,793310000,23520000,154803000,435265000,1415654000,3315147000,987168000,546362000,162623000,4302315000,5717969000,368282000,7952708.09371115,6881870000,-277269000,6972883000,5478000,6978361000,12696330000,281750000,65916000,31664000,184816000,564146000,-92749000,289000,-95520000.0000005,-132908000,-8393000,-143383000,325243000,325243000,-3077000,322166000,413556000,3323903000,576102000,0.16733,0.10063,0.08155,0.04037,0.02219,2.04481,2.0823,0.81939,0.2618,0.52114,0.51442,6.39037,12.89799,1.06564,0.24584,0.03673,0.05103,0.47174,6.50265,7.73562
"49","2022_Q2",49.0290322580645,"Up",3044358000,-2505610000,538748000,-225972000,-225972000,312776000,-3873000,-10771000,308903000,308903000,-69194000,239709000,239709000,-139000,239570000,239570000,846628000,824434000,812706000,812706000,1385705000,48313000,40614000,-2931877.25029134,3093352000,2101834000,4170358000,-2068524000,7345331000,4928139000,1817165000,296450000,303577000,9733658000,12827010000,1406504000,799368000,89134000,154024000,363978000,1415333000,3309150000,996200000,547779000,166906000,4305350000,5720683000,385663000,7955000,6980451000,-265524000,7100590000,5736000,7106326000,12827009000,239710000,64280000,25384000,54382000,383756000,-49359000,1290000,-49680000,-132909000,11053000,-124019000,210057000,210057000,846000,210903000,377056000,3317979000,451273000,0.17697,0.10274,0.07869,0.03371,0.01868,1.88368,2.1856,0.80501,0.25867,0.44161,0.43774,5.61176,13.08874,0.83185,0.245,0.03261,0.03951,0.55478,6.55433,7.90134
"50","2022_Q3",47.72328125,"Down",3096559000,-2543087000,553472000,-224659000,-224659000,328813000,-6943000,-12859000,321870000,321870000,-60189000,261681000,261681000,-62000,261619000,261619000,885197000,861719000,795292000,795292000,1597001000,96067000,31478000,56826000,3373557000,2123595000,4227832000,-2104237000,7349263000,4935832000,1814501000,303803000,295127000,9748707000,13122264000,1472576000,826729000,93324000,181782000,370741000,1480660000,3294101000,1002289000,550047000,160401000,4296390000,5777050000,459836000,8e+06,7100730000,-221164000,7339402000,5812000,7345214000,13122264000,261679000,62156000,24385000,-154865000,193355000,-78420000,5045000,-76130999.9999999,-141154000,64033000,-79982000,37242000.0000001,37242000.0000001,44000,37286000,390969000,3302185000,217873000,0.17874,0.10619,0.08449,0.03562,0.01994,0.83279,2.27841,0.78651,0.25165,0.4803,0.47564,5.68487,13.47416,0.39999,0.25914,0.03457,0.0187,0.53954,6.18205,7.35065
