"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","long_term_marketable_securities","other_long_term_assets","prepaid_expense","investments_in_affiliates","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",191.03,"Up",329038000,-64375000,264663000,-158681000,-12224000,-111835000,-34622000,105982000,-37416000,-54927000,9766000,7745000,68566000,135951000,204517000,204517000,204517000,-8948000,195569000,195569000,64921000,64921000,105381000,105381000,211272000,10657222000,12968768000,-2311546000,139189000,139189000,1209725000,48450000,1161275000,12006136000,12217408000,248396000,138226000,110170000,5438260000,193831000,193831000,5880487000,0,0,0,5880487000,7029685000,6000,7029679000,-837507000,6192178000,144743000,6336921000,12217408000,204517000,111835000,-133254000,-51774000,131324000,-248824000,0,-62017000,155332000,-155509000,-104850000,7121000,24000,-8355999.99999999,-106061000,-130246000,-130246000,-130246000,217817000,5438260000,0.80435,0.3221,0.59437,0.03086,0.01601,0.03593,0.92797,0.44512,2.9848,2.9812,5.02182,94.50572,1.60023,0.02551,0.53613,24.66905,50.70049
"29","2017_Q2",210.936984126984,"Up",335404000,-63645000,271759000,-161972000,-10601000,-115503000,-35868000,109787000,-36920000,-54583000,10899000,6764000,72867000,114684000,187551000,187551000,187551000,-8587000,178964000,178964000,84344000,84344000,15908000,15908000,151107000,11032369000,13451162000,-2418793000,138977000,138977000,1124974000,53716000,1071258000,12296320000,12447427000,305351000,184778000,120573000,5426274000,281384000,281384000,6013009000,2.27373675443232e-13,2.27373675443232e-13,0,6013009000,7035184000,6000,7035178000,-771163000,6264021000,170397000,6434418000,12447427000,187551000,115503000,-118431000,38650000,223273000,-241499000,-20939000,-120816000,292828000,-90426000,-104857000,-6787000,5729000,-7509000,-113424000,19423000,19423000,19423000,225290000,5426274000,0.81024,0.32733,0.53358,0.02781,0.01438,0.02513,0.93451,0.43594,2.73021,2.71736,5.11681,95.56171,1.59966,0.02393,0.58591,23.71135,48.65722
"30","2017_Q3",220.610158730159,"Up",339062000,-48350000,290712000,-178191000,-10337000,-117939000,-49915000,112521000,-41142000,-56812000,10308000,5362000,71379000,4416000,75795000,75795000,75795000,-5036000,70759000,70759000,183885000,183885000,15991000,15991000,254536000,10987356000,13522002000,-2534646000,151995000,151995000,1131064000,49980000,1081084000,12270415000,12524951000,260493000,139042000,121451000,5663395000,117955000,117955000,6041843000,0,0,0,6041843000,7131053000,6000,7131047000,-814280000,6316773000,166335000,6483108000,12524951000,75795000,117939000,16000,-42924000,150826000,-59748000,-12676000,-23783000,-78581000,-174788000,-114761000,67115000,96877000,-15118000,34113000,10151000,10151000,10151000,230460000,5663395000,0.8574,0.33186,0.20869,0.01091,0.00565,0.04213,0.93194,0.45217,1.07653,1.07504,5.15848,96.10318,1.74597,0.01527,1.62186,23.7764,48.69767
"31","2017_Q4",214.593968253968,"Down",344369000,-59033000,285336000,-172343000,-9788000,-117451000,-45104000,112993000,-30421000,-55938000,19727000,5790000,82572000,2463000,85035000,85035000,85035000,-5312000,79723000,79723000,46507000,46507000,16766000,16766000,184830000,10967089000,13618631000,-2651542000,184574000,184574000,1176030000,51453000,1124577000,12327693000,12512523000,343618000,222122000,121496000,5612613000,132354000,132354000,6088585000,3.63797880709171e-12,3.63797880709171e-12,0,6088585000,7111872000,6000,7111866000,-846364000,6265508000,158430000,6423938000,12512523000,85035000,117451000,-2897000,52617000,252206000,-91094000,-32053000,-86953000,-12716000,-222816000,-115492000,-44778000,1850000,-7573000,-165993000,-136603000,-136603000,-136603000,230444000,5612613000,0.82858,0.32812,0.2315,0.01241,0.00637,0.03036,0.9478,0.44856,1.20802,1.20649,5.21812,94.93928,1.75001,0.01622,1.44867,24.15383,49.26063
"32","2018_Q1",197.51262295082,"Down",345064000,-88204000,256860000,-144070000,-10659000,-117988000,-15423000,112790000,-3362000,-55561000,45511000,6688000,109428000,234000,109662000,109662000,109662000,-6049000,103613000,103613000,44620000,44620000,16506000,16506000,162052000,10948511000,13717808000,-2769297000,190004000,190004000,1195139000,39155000,1155984000,12333654000,12495706000,248921000,127501000,121420000,5510126000,300628000,300628000,6059675000,0,0,0,6059675000,7129578000,7000,7129571000,-852172000,6277406000,158625000,6436031000,12495706000,109662000,117988000,-15327000,-72477000,139846000,-92500000,-2225000,-61811000,167327000,10791000,-115515000,75271000,11234000,-34899000,-63909000,86728000,86728000,86728000,230778000,5510126000,0.74438,0.32687,0.30027,0.0161,0.00829,0.02674,0.94152,0.44096,1.56887,1.57382,5.22483,95.05005,1.74908,0.01834,1.11487,23.68296,48.45736
"33","2018_Q2",205.66484375,"Up",347255000,-57250000,290005000,-179401000,-14813000,-119105000,-45483000,110604000,-16178000,-54861000,32774000,5909000,94426000,2213000,96639000,96639000,96639000,-5721000,90918000,90918000,121954000,121954000,17124000,17124000,209603000,10884315000,13772445000,-2888130000,197745000,197745000,1351004000,60047000,1290957000,12433064000,12642667000,308679000,179641000,129038000,5718970000,81700000.0000001,81700000,6109349000,5.82076609134674e-11,5.82076609134674e-11,5.82076609134674e-11,6109349000,7127255000,7000,7127248000,-758482000,6368773000,164545000,6533318000,12642667000,96639000,119105000,5128000,48780000,269652000,-71916000,-13437000,-56020000,41090000,-100283000,-115603000,36025000,-2619000,-9220000,-91417000,77952000,77952000,77952000,229709000,5718970000,0.83514,0.31851,0.26182,0.01392,0.00719,0.03431,0.93511,0.45235,1.37663,1.37583,5.25793,96.43224,1.75039,0.01686,1.27151,24.36568,50.6041
"34","2018_Q3",209.58,"Up",348723000,-58156000,290567000,-174227000,-11125000,-119330000,-43772000,116340000,-34334000,-56278000,15049000,6895000,82006000,24404000,106410000,106410000,106410000,-5970000,100440000,100440000,160902000,160902000,16674000,16674000,245962000,10754843000,13747662000,-2992819000,207191000,207191000,1347658000,56338000,1291320000,12309692000,12555654000,261803000,132796000,129007000,5688423000,94488000,94488000,6044714000,0,0,0,6044714000,7131816000,7000,7131809000,-777631000,6354185000,156755000,6510940000,12555654000,106410000,119330000,-17798000,-51440000,156502000,-76304000,-14558000,-41806000,171310000,38642000,-122851000,-24411000,356000,-9740000,-156646000,38498000,38498000,38498000,235670000,5688423000,0.83323,0.33362,0.28802,0.01543,0.008,0.04069,0.92839,0.45306,1.52072,1.5196,5.27986,96.20593,1.86003,0.0183,1.22313,23.4545,47.51178
"35","2018_Q4",221.057301587302,"Up",350917000,-59100000,291817000,-177889000,-10601000,-120852000,-46436000,113928000,-29971000,-55196000,16788000,8437000,83957000,2153000,86110000,86110000,86110000,-5135000,80975000,80975000,157279000,157279000,17347000,17347000,243792000,10745238000,13858624000,-3113386000,210596000,210596000,1318517000,50924000,1267593000,12274351000,12518143000,314257000,185426000,128831000,5633672000,97521000,97521000,6045450000,-4.65661287307739e-10,-4.65661287307739e-10,0,6045450000,7133594000,7000,7133587000,-816633000,6316961000,155732000,6472693000,12518143000,86110000,120852000,-2746000,54783000,258999000,-1.01e+08,-1135000,-2376000,26312000,-78199000,-122856000,-54158000,757000,-7493000,-183750000,-2950000,-2950000,-2950000,234780000,5633672000,0.83158,0.32466,0.23075,0.01251,0.00647,0.04033,0.93399,0.45004,1.22593,1.22497,5.31273,95.63602,1.85999,0.01684,1.51721,23.32564,48.06889
"36","2019_Q1",241.067213114754,"Up",353158000,-90320000,262838000,-153388000,-16912000,-120597000,-15879000,109450000,-27867000,-54157000,24521000,1769000,81583000,42857000,124440000,124440000,124440000,-6620000,117820000,117820000,134465000,134465000,16930000,16930000,151395000,10611182000,13820730000,-3209548000,209545000,209545000,1411474000,39439000,1300140000,12232201000,12383596000,255615000,127086000,128529000,5605942000,92720000,92720000,5954277000,0,0,0,5954277000,7093086000,7000,7093079000,-826013000,6267073000,162246000,6429319000,12383596000,124440000,120597000,-51687000,-51949000,141401000,259351000,22699000,84891000,-286994000,79947000.0000001,-122872000,-68081000,-44433000,-9193000,-244579000,-23231000,-23231000,-23231000,230047000,5605942000,0.74425,0.30992,0.33362,0.01833,0.00951,0.02543,0.92611,0.45269,1.7846,1.78359,5.34923,94.92638,1.86112,0.02,1.04288,23.78417,49.99065
"37","2019_Q2",256.343492063492,"Up",356223000,-67051000,289172000,-173445000,-13459000,-120568000,-39418000,115727000,-25106000,-53643000,16276000,12261000,90621000,34884000,125505000,125505000,125505000,-6647000,118858000,118858000,107034000,107034000,17092000,17092000,124126000,10740251000,14069994000,-3329743000,211030000,211030000,1502594000,46883000,1307561000,12453875000,12578001000,314910000,180571000,134339000,5735801000,93916000,93916000,6144627000,79010000,79010000,79010000,6223637000,7028161000,7000,7028154000,-836904000,6191257000,163107000,6354364000,12578001000,125505000,120568000,-39933000,49619000,255759000,-115522000,-8413000,-116282594.532874,-95313000,-219248000,-122525000,137259000,-50310000,-28204000,-63780000,-27269000,-27269000,-27269000,236295000,5735801000,0.81177,0.32487,0.33366,0.0187,0.00945,0.0202,0.97943,0.45602,1.80903,1.8068,5.42173,94.23127,1.86484,0.01984,1.03085,23.82093,48.63832
"38","2019_Q3",279.92640625,"Up",361635000,-67374000,294261000,-169677000,-13927000,-119465000,-36285000,124584000,-28806000,-54112000,16959000,8347000,95778000,2283000,98061000,98061000,98061000,-5786000,92275000,92275000,38168000,38168000,16803000,16803000,54971000,10880505000,14328353000,-3447848000,215434000,215434000,1520235000,45533000,1324081000,12616174000,12671145000,274628000,140188000,134440000,5724251000,212094000,212094000,6210973000,78226000,78226000,78226000,6289199000,7031893000,7000,7031886000,-876986000,6154907000,227039000,6381946000,12671145000,98061000,119465000,524000,-43976000,174074000,-90902000,-31685000,-167278000,177646000,-112219000,-128161000,4447000,1982000,-9278000,-131010000,-69155000,-69155000,-69155000,244049000,5724251000,0.8137,0.3445,0.25516,0.01446,0.00728,0.00885,0.98547,0.45175,1.40409,1.40191,5.50276,93.65506,1.95014,0.01809,1.3889,23.29894,45.64056
"39","2019_Q4",284.53546875,"Up",366932000,-71436000,295496000,-171444000,-11345000,-120809000,-39290000,124052000,-24511000,-54896000,21700000,8685000,99541000,6159000,105700000,105700000,105700000,-6365000,99335000,99335000,74031000,74031000,17695000,17695000,91726000,10941856000,14509488000,-3567632000,216894000,216894000,1747416000,41536000,1413861000,12906166000,12997892000,328833000,193341000,135492000,5828141000,309342000,309342000,6466316000,77495000,77495000,77495000,6543811000,7131649000,7000,7131642000,-906549000,6225100000,228981000,6454081000,12997892000,105700000,120809000,-9779000,60364000,277094000,-141933000,-2555000,167278000,-395576000,-372786000,-128172000,170310000,100310000,-10001000,132447000,36755000,36755000,36755000,244861000,5828141000,0.80532,0.33808,0.27072,0.01539,0.00764,0.01419,1.0139,0.44839,1.50846,1.5058,5.57207,94.53159,1.94636,0.01841,1.2903,23.4995,46.38466
"40","2020_Q1",260.520322580645,"Down",375365000,-69563000,305802000,-178616000,-15531000,-122908000,-40177000,127186000,19518000,-54688000,57201000,17005000,146704000,-11522000,135182000,135182000,135182000,-6364000,128818000,128818000,70087000,70087000,11007000,11007000,81094000,10894735000,14584217000,-3689482000,144193000,144193000,1585383000,40935000,1335339000,12624311000,12705405000,293401000,158017000,135384000,5753873000,140477000,140477000,6187751000,76740000,76740000,76740000,6264491000,7121934000,7000,7121927000,-901507000,6220427000,220487000,6440914000,12705405000,135182000,122908000,-18657000,-27281000,212152000,41353000,143726000,-133825000,125308000,176562000,-128896000,-239748000,1034999.99999999,-31737000,-399346000,-10632000,-10632000,-10632000,250094000,5753873000,0.81468,0.33883,0.34318,0.02,0.01014,0.01311,0.97261,0.45287,1.94919,1.94634,5.67978,94.12347,1.95037,0.021,1.00061,22.7266,44.68877
"41","2020_Q2",219.334603174603,"Down",392367000,-72890000,319477000,-188553000,-13982000,-131559000,-43012000,130924000,-39071000,-55147000,21297000,-5221000,91853000,236912000,328765000,328765000,328765000,-13759000,315006000,315006000,271877000,271877000,10470000,10470000,282347000,11863983000,15682472000,-3818489000,148139000,148139000,1156372000,49940000,997137000,13168494000,13450841000,336364000,193564000,142800000,6145652000,441828000,441828000,6923844000,76405000,76405000,76405000,7000249000,6959530000,7000,6959523000,-731365000,6228165000,222427000,6450592000,13450841000,328765000,131559000,-227520000,34122000,266926000,-61128000,-10566000,-458302000,84359000,-445637000,-128879000,690577000,-162052000,-19682000,379964000,201253000,201253000,201253000,262483000,6145652000,0.81423,0.33368,0.80284,0.04883,0.02342,0.04078,1.08521,0.4569,4.76965,4.75873,5.94101,94.30351,1.95142,0.03503,0.40913,22.37773,44.86401
"42","2020_Q3",201.1415625,"Down",370497000,-73788000,296709000,-193555000,-14952000,-133609000,-44994000,103154000,-25785000,-54447000,17257000,11405000,77369000,12707000,90076000,90076000,90076000,-5618000,84458000,84458000,246204000,246204000,10271000,10271000,256475000,11586434000,15514180000,-3927746000,154433000,154433000,1180069000,52894000,1008758000,12920936000,13177411000,306969000,164340000,142629000,6319412000,89282000,89282000,6715663000,75626000,75626000,75626000,6791289000,6944812000,7000,6944805000,-778738000,6166074000,220048000,6386122000,13177411000,90076000,133609000,-27353000,-37148000,159184000,-66090000,3877999.99999999,-554999.99999994,220601000,157834000,-135958000,-176717000,-19620000,-10595000,-342890000,-25872000,-25872000.0000001,-25872000.0000001,236763000,6319412000,0.80084,0.27842,0.22796,0.01323,0.00641,0.03819,1.06344,0.47956,1.29116,1.28913,5.66402,94.26459,2.07847,0.01725,1.60977,25.651,58.87516
"43","2020_Q4",215.21796875,"Up",370811000,-76656000,294155000,-187870000,-13310000,-130202000,-44358000,106285000,-33958000,-55430000,14960000,6512000,72327000,6515000,78842000,78842000,78842000,-5181000,73661000,73661000,558446000,558446000,10629000,10629000,569075000,11483735000,15527231000,-4043496000,134971000,134971000,1213261000,46684000,1018235000,12831967000,13401042000,347885000,205520000,142365000,6610184000,69928000,69928000,7027997000,74844000,74844000,74843999.9999998,7102841000,6921638000,7000,6921631000,-838641000,6082997000,215204000,6298201000,13401042000,78842000,130202000,-21786000,40069000,227327000,211330000,24669000,-498000,-249686000,-14185000,-135726000,277286000,-26681000,-15421000,99458000,312600000,312600000,312600000,236487000,6610184000,0.79327,0.28663,0.19865,0.0117,0.0055,0.08097,1.12776,0.49326,1.12926,1.12774,5.68474,93.2557,2.08075,0.01613,1.84258,25.59015,56.93878
"44","2021_Q1",244.046393442623,"Up",362073000,-74628000,287445000,-197918000,-23144000,-130127000,-44647000,89527000,-14308000,-55609000,12998000,28303000,75219000,26430000,101649000,101649000,101649000,-5904000,95745000,95745000,73629000,73629000,10412000,10412000,84041000,11371771000,15505730000,-4133959000,147768000,147768000,1332597000,47340000,1018010000,12852136000,12936177000,294772000,152855000,141917000,643550000,70557000,70557000,1008879000,103882000,103882000,5711867000,6720746000,6876332000,6000,6876326000,-875922000,6000410000,215021000,6215431000,12936177000,101649000,130127000,-31699000,-50406000,149671000,7207000,12105000,-1066000,-133158000,-114912000,-135535000,-329152000,-46393000,-8713000,-519793000,-485034000,-485034000,-485034000,219654000,6251535000,0.79389,0.24726,0.26444,0.0154,0.0074,0.0833,1.0813,0.48326,1.47004,1.46777,5.55917,92.12865,2.08097,0.0184,1.41558,28.12562,69.00607
"45","2021_Q2",279.665238095238,"Up",355125000,-74098000,281027000,-183727000,-9812000,-128587000,-45328000,97300000,-20251000,-51649000,17011000,14387000,77049000,99900000,176949000,176949000,176949000,-8505000,168444000,168444000,103442000,103442000,9918000,9918000,113360000,11123267000,15382415000,-4259148000,165265000,165265000,1388312000,87444000,962625000,12676844000,12790204000,301495000,158673000,142822000,6096709000,71546000,71546000,6469750000,73201000,73201000,73201000,6542951000,6864191000,6000,6864185000,-839015000,6025176000,222077000,6247253000,12790204000,176949000,128587000,-70479000,-39791000,195266000,197742000,-8524000,-1203000,-41146000,146869000,-135064000,-155586000,-7471000,-14695000,-312816000,29319000,29319000,29319000,225887000,6096709000,0.79135,0.27399,0.47432,0.02696,0.01317,0.01752,1.04733,0.47667,2.59186,2.58687,5.46433,92.70982,2.07824,0.02444,0.80183,26.53215,61.59576
"46","2021_Q3",308.8778125,"Up",350978000,-72320000,278658000,-185236000,-12222000,-128736000,-44278000,93422000,-4875000,-50971000,18248000,27848000,88547000,-18932000,69615000,69615000,69615000,-4769000,64846000,64846000,48155000,48155000,10021000,10021000,58176000,11113081000,15505137000,-4392056000,175782000,175782000,1400160000,53484000,1037270000,12689023000,12747199000,302931000,160121000,142810000,6045148000,155028000,155028000,6503107000,72363000,72363000,72363000,6575470000,6862886000,7000,6862879000,-909431000,5953455000,218274000,6171729000,12747199000,69615000,128736000,1088000,33366000,232805000,-58042000,-54000,-17215000,-77193000,-152504000,-135873000,16022000,490000.000000004,-16124000,-135485000,-55184000.0000001,-55183999.9999999,-55183999.9999999,222158000,6045148000,0.79395,0.26618,0.18476,0.01051,0.00509,0.00895,1.06542,0.47423,0.99779,0.99587,5.40052,91.60624,2.09069,0.01633,2.09532,26.99427,64.19251
"47","2021_Q4",327.03609375,"Up",362857000,-73084700.6947376,281634450.33068,-267783000,-12712000,-130564000,-124507000,95074000,-9928000,-50019000,25433000,14658000,85146000,39856000,125002000,125002000,125002000,-6612000,118390000,118390000,49910000,49910000,11042000,11042000,60952000,11115857000,15625100000,-4509243000,183140000,183140000,1428692000,63090000,1081861000,12727689000,12788641000,363464000,220428000,143036000,6088300000,100760000,100760000,6552524000,71520000,71520000,71520000,6624044000,6875515000,7000,6875508000,-926283000,5949232000,215365000,6164597000,12788641000,125002000,130564000,-48220000,64460000,271806000,-7782000,-167000,-87051000,5428000,-89572000,-135881000,-43219000,15454000,-15812000,-179458000,2776000,2776000,2776000,225638000,6088300000,0.794124706398713,0.26202,0.32627,0.0192,0.00926,0.0093,1.07453,0.47607,1.82003,1.81725,5.57825,91.45842,2.08892,0.02063,1.14774,26.76141,63.51253
"48","2022_Q1",322.878709677419,"Down",371596000,-76049800.4421057,289894186.574069,-115525000,-17092000,-132179000,33746000,101409000,42394000,-50486000,51029000,41851000,143803000,322000.000000015,144125000,144125000,144125000,-7251000,136874000,136874000,48420000,48420000,10218000,10218000,58638000,11094635000,15741489000,-4646854000,191829000,191829000,1652771000,64964000,1177802000,12939235000,12997873000,323964000,180751000,143213000,341257000,135356000,135356000,800577000,39969000,39969000,5986122000,6786699000,6915988000,6696.64206562077,6899267248.63092,-922385000,5993603000,217571000,6211174000,12997873000,144125000,132179000,-46206000,-24716000,205382000,-67114000,1517000,-48012000,-188581000,-302190000,-136042000,197702000,40397000,-7563000,94494000,-2314000.00000001,-2313999.99999999,-2313999.99999999,233588000,6287410000,0.79240708589009,0.2729,0.36834,0.02204,0.01053,0.07324,1.09266,0.48373,2.10418,2.10098,5.7126,92.14055,2.09139,0.02177,0.99392,26.70938,61.52304
"49","2022_Q2",294.429516129032,"Down",381905000,-79030000,302875000,-193017000,-12242000,-133533000,-47242000,109858000,-36773000,-50377000,21171000,-7567000,73085000,5290000,78375000,78375000,78375000,-5121000,73254000,73254000,98107000,98107000,10446000,10446000,108553000,11017335000,15796916000,-4779581000,169702000,169702000,1474711000,56591000,1144542000,12661748000,12770301000,372901000,221925000,150976000,735778000,105035000,105035000,1213714000,69801000,69801000,5378642000,6592356000,6930079000,7000,6930072000,-973096000,5956983000,220962000,6177945000,12770301000,78375000,133533000,49621000,53614000,315143000,-49803000,17085000,-61000,138497000,105718000,-136392000,-244161000,18942000,-9335000,-370946000,49915000,49915000,49915000,243391000,6044619000,0.79306,0.28766,0.19181,0.01186,0.00574,0.08944,1.06708,0.47333,1.12415,1.12126,5.86066,91.41498,2.09305,0.01705,1.86191,24.43193,54.12908
"50","2022_Q3",265.408125,"Down",399978000,-79937000,320041000,-191403000,-13127000,-134517000,-43759000,128638000,-71258000,-50477000,-8400000,-12381000,57380000,4310000,61690000,61690000,61690000,-4636000,57054000,57054000,192269000,37756000,10707000,10707000,202976000,10951359000,15864504000,-4913145000,82543903.9282221,82543903.9282221,1403676000,67751000,1093235000,12355035000,12558011000,322117000,171616000,150501000,699764000,5427408000,5427408000,6449289000,68924000,68924000,68924000,6518213000,6875870000,8660.07380313767,6964797504.10724,-1048023000,5827847000,211951000,6039798000,12558011000,61690000,134517000,52206000,-54011000,194402000,-73309000,771999.999999996,-162000,68632000,-4067000,-143755000,-35741000,-60724000,-10205000,-250425000,-60090000,-60090000,-60090000,263155000,699764000,0.80015,0.32161,0.14264,0.00945,0.00454,0.03147,1.07921,0.05572,0.87405,0.87319,6.12751,89.2804,2.20227,0.02949,2.51963,1.9285,3.94514
