"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_investment_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",120.729375,"Up",2.4755e+10,-2.2325e+10,2.43e+09,-2.933e+09,-8.06e+08,-2.127e+09,-5.03e+08,3.7e+07,-7.3e+07,9.7e+07,1.3e+07,-4.66e+08,-1.3e+07,-478999999.999999,2.45e+08,-2.34e+08,-2.34e+08,-2.34e+08,-2.34e+08,9.265e+09,8.605e+09,6.6e+08,9.809e+09,9.809e+09,4.4182e+10,2.51e+08,2.51e+08,6.3507e+10,1.2533e+10,1.312e+09,1.2257e+10,2.544e+09,5.128e+09,2.67e+08,4.318e+09,2.6102e+10,8.9609e+10,2.5282e+10,1.1748e+10,1.3534e+10,1.168e+09,2.3409e+10,4.9859e+10,9.847e+09,2.9256e+10,2.4786e+10,1.82e+10,6.586e+09,2.422e+09,2.048e+09,3.9103e+10,8.8962e+10,9.839e+09,5.061e+09,4.778e+09,-3.4821e+10,3.8362e+10,-1.2795e+10,5.85e+08,6.2e+07,6.47e+08,8.9609e+10,-2.34e+08,4.47e+08,1.31e+08,4.6e+07,8.5e+07,2.846e+09,4.99e+08,3.06e+09,2.61e+08,-9.74e+08,3.19e+09,-6.69e+08,-6.71e+08,-6.71e+08,-2.41e+08,2.12e+08,-9.12e+08,1.045e+09,1.045e+09,-1.63e+08,1.208e+09,-1.895e+09,1.05e+08,-3e+06,-1.544e+09,733999999.999999,733999999.999999,-1.5e+07,719000000.000001,-55999999.9999995,1.1015e+10,1.876e+09,0.09816,-0.02032,-0.00944999999999999,-0.36167,-0.00261,-8.01709,1.27373,137.49923,0.12292,-0.36775,-0.36833,38.9046,0.91938,2.94829,5,0.01117,0.04585,-31.25,-3.47913
"27","2016_Q4",134.93253968254,"Up",2.3898e+10,-1.9904e+10,3.994e+09,-1.78e+09,-9.23e+08,-8.57e+08,2.214e+09,-1e+07,-8.1e+07,6.9e+07,2e+06,2.204e+09,-1e+06,2.203e+09,7.6e+07,2.279e+09,2.279e+09,2.279e+09,2.279e+09,9.668e+09,8.986e+09,6.82e+08,9.524e+09,9.524e+09,4.268e+10,3.65e+08,3.65e+08,6.2237e+10,1.2713e+10,1.303e+09,1.2697e+10,2.488e+09,5.128e+09,2.65e+08,4.816e+09,2.6713e+10,8.895e+10,2.5211e+10,1.1968e+10,1.3243e+10,6.32e+08,2.2646e+10,4.8489e+10,9.824e+09,2.8487e+10,2.4547e+10,1.8003e+10,6.544e+09,2.211e+09,1.729e+09,3.8311e+10,8.68e+10,9.869e+09,5.061e+09,4.808e+09,-3.5763e+10,4.0641e+10,-1.2658e+10,2.089e+09,6.1e+07,2.15e+09,8.895e+10,2.279e+09,4.74e+08,1.36e+08,4.7e+07,8.9e+07,3.13e+08,-1.4e+07,1.33e+09,1.45e+08,-1.148e+09,3.202e+09,-5.94e+08,-5.95e+08,-5.95e+08,-2e+07,2.51e+08,-6.14e+08,-5.69e+08,-5.69e+08,-5.69e+08,0,-9.55e+08,4.5e+07,-4e+06,-2.204e+09,3.84e+08,3.84e+08,-3e+06,3.81e+08,2.688e+09,1.0456e+10,2.331e+09,0.16713,0.09264,0.09536,1.06,0.02562,1.02282,1.28353,40.37209,0.11755,3.64349,3.60715,38.20624,3.33973,3.72662,7,0.07191,0.05672,0.29315,0.35592
"28","2017_Q1",158.686290322581,"Up",2.3286e+10,-1.9464e+10,3.822e+09,-1.725e+09,-9.99e+08,-7.26e+08,2.097e+09,3000000.00000001,-7.9e+07,8.3e+07,-999999.999999999,2.1e+09,3e+06,2.103e+09,-4.72e+08,1.631e+09,1.631e+09,1.631e+09,1.631e+09,1.0029e+10,8.801e+09,1.228e+09,8.832e+09,8.832e+09,4.3199e+10,4.28e+08,4.28e+08,6.2488e+10,1.2807e+10,1.317e+09,1.3385e+10,2.54e+09,5.324e+09,3.32e+08,5.189e+09,2.7509e+10,8.9997e+10,2.5881e+10,1.119e+10,1.4691e+10,3.84e+08,2.3869e+10,5.0134e+10,9.568e+09,2.9418e+10,2.5859e+10,1.9943e+10,5.916e+09,1.338e+09,2.221e+09,3.8986e+10,8.912e+10,9.823e+09,5.061e+09,4.762e+09,-3.6097e+10,4.0714e+10,-1.3623e+10,8.17e+08,6e+07,8.77e+08,8.9997e+10,1.631e+09,5.46e+08,2.2e+08,4.6e+07,1.74e+08,4.35e+08,6.29e+08,-5.79e+08,-7.44e+08,1.129e+09,2.832e+09,-5.75e+08,-5.99e+08,-5.99e+08,-5.38e+08,2.53e+08,-1.416e+09,-5.21e+08,-5.21e+08,-5.23e+08,2000000.00000024,-3.71e+08,1.29e+08,-1e+07,-1.574e+09,-1.58e+08,-1.58e+08,-2.7e+07,-1.85e+08,2.643e+09,9.952e+09,2.975e+09,0.16413,0.09005,0.07004,1.85975,0.01812,1.82403,1.24642,101.61916,0.11058,2.61127,2.55123,37.28146,1.30804,4.76305,7,0.05722,0.07392,-0.0291300000000028,-0.0367200000000001
"29","2017_Q2",174.825873015873,"Up",2.0976e+10,-1.7264e+10,3.712e+09,-1.771e+09,-9.33e+08,-8.38e+08,1.941e+09,1.6e+07,-8.7e+07,8.1e+07,2.2e+07,1.957e+09,2e+06,1.959e+09,-5.08e+08,1.451e+09,1.451e+09,1.451e+09,1.451e+09,9.205e+09,8.19e+09,1.015e+09,9.335e+09,9.335e+09,4.3247e+10,5.8e+08,5.8e+08,6.2367e+10,1.2842e+10,1.319e+09,1.3145e+10,2.496e+09,5.342e+09,3.36e+08,4.971e+09,2.7306e+10,8.9673e+10,2.5296e+10,1.1964e+10,1.3332e+10,3.67e+08,2.4118e+10,4.9781e+10,1.0432e+10,2.9305e+10,2.5681e+10,1.9796e+10,5.885e+09,1.339e+09,2.285e+09,3.9737e+10,8.9518e+10,9.665e+09,5.061e+09,4.604e+09,-3.832e+10,4.2165e+10,-1.3415e+10,9.5e+07,6e+07,1.55e+08,8.9673e+10,1.451e+09,4.71e+08,1.3e+08,5e+07,8e+07,4.2e+07,-7.69e+08,-3.1e+07,6.16e+08,2.26e+08,2.094e+09,-4.57e+08,-4.66e+08,-4.66e+08,1.98e+08,8.03e+08,-2.62e+08,8.38e+08,8.38e+08,-3.4e+07,8.72e+08,-2.326e+09,1.74e+08,-1.07e+08,-2.463e+09,-6.31e+08,-6.31e+08,2e+07,-6.11e+08,2.412e+09,1.0799e+10,2.505e+09,0.17696,0.09253,0.06917,9.36129,0.01618,1.7264,1.25283,577.53548,0.12043,2.36165,2.33881,34.14062,0.15462,4.07715,6,0.0576,0.06222,0.66086,0.82123
"30","2017_Q3",220.384285714286,"Up",2.4036e+10,-1.9511e+10,4.525e+09,-1.85e+09,-1.039e+09,-8.11e+08,2.675e+09,-2.5e+07,-9.3e+07,3.9e+07,2.9e+07,2.65e+09,-2e+06,2.648e+09,-7.71e+08,1.877e+09,1.877e+09,1.877e+09,1.877e+09,1.0326e+10,8.737e+09,1.589e+09,9.503e+09,9.503e+09,4.2453e+10,5.49e+08,5.49e+08,6.2831e+10,1.282e+10,1.278e+09,1.3107e+10,2.567e+09,5.347e+09,3.25e+08,4.868e+09,2.7205e+10,9.0036e+10,2.6387e+10,1.2093e+10,1.4294e+10,7.2e+08,2.5802e+10,5.2909e+10,1.0055e+10,2.905e+10,2.5507e+10,1.9651e+10,5.856e+09,1.415e+09,2.128e+09,3.9105e+10,9.2014e+10,9.705e+09,5.061e+09,4.644e+09,-4.073e+10,4.2222e+10,-1.3234e+10,-2.037e+09,5.9e+07,-1.978e+09,9.0036e+10,1.877e+09,4.85e+08,1.54e+08,4.8e+07,1.06e+08,2.437e+09,6.06e+08,-1.005e+09,-1.97e+08,3.033e+09,4.953e+09,-5.54e+08,-5.7e+08,-4.39e+08,-5.77e+08,6.38e+08,-1.121e+09,-19999999.9999998,-19999999.9999998,-2.2e+07,1999999.99999988,-2.434e+09,6.6e+07,-5e+06,-3.311e+09,5.21e+08,5.21e+08,3.2e+07,5.53e+08,3.16e+09,1.0775e+10,5.814e+09,0.18826,0.11129,0.07809,-0.94894,0.02085,3.0975,1.18753,-46.5187100000001,0.11967,3.11535,3.08261,39.89378,-3.38091,9.64979,7,0.07211,0.15362,0.14209,0.16785
"31","2017_Q4",257.345238095238,"Up",2.4223e+10,-1.9956e+10,4.267e+09,-1.686e+09,-9.18e+08,-7.68e+08,2.581e+09,2e+06,-8.7e+07,4.9e+07,4e+07,2.583e+09,0,2.583e+09,-7.73e+08,1.81e+09,1.81e+09,1.81e+09,1.81e+09,1.0032e+10,8.569e+09,1.463e+09,1.0644e+10,1.0644e+10,4.3031e+10,4.35e+08,4.35e+08,6.4142e+10,1.2712e+10,1.27e+09,1.2883e+10,2.523e+09,5.344e+09,2.98e+08,4.718e+09,2.6865e+10,9.1007e+10,2.6726e+10,1.2718e+10,1.4008e+10,9.88e+08,2.6695e+10,5.4409e+10,9.78e+09,2.5673e+10,2.134e+10,1.5514e+10,5.826e+09,2.884e+09,1.449e+09,3.5453e+10,8.9862e+10,1.1815e+10,5.061e+09,6.754e+09,-4.1745e+10,4.4052e+10,-1.3036e+10,1.086e+09,5.9e+07,1.145e+09,9.1007e+10,1.81e+09,5.14e+08,1.42e+08,5.3e+07,8.9e+07,9.3e+08,-3.95e+08,2.36e+08,3.61e+08,7.28e+08,3.396e+09,-3.94e+08,-3.99e+08,-3.99e+08,1.76e+08,1.171e+09,-2.18e+08,-2.5e+07,-2.5e+07,-2.7e+07,2e+06,-2.449e+09,5.1e+07,-6e+06,-3.335e+09,-1.57e+08,-1.57e+08,2.1e+07,-1.36e+08,3.095e+09,1.0768e+10,4.404e+09,0.17615,0.10655,0.07472,1.58079,0.01989,2.43315,1.17889,78.4821,0.11832,3.02524,2.98877,40.48638,1.81514,7.36086,7,0.0709,0.11717,0.2378,0.28516
"32","2018_Q1",322.86393442623,"Up",2.477e+10,-1.9881e+10,4.889e+09,-1.967e+09,-1.205e+09,-7.62e+08,2.922e+09,-2.6e+07,-9.3e+07,3.5e+07,3.2e+07,2.896e+09,2.1e+07,2.917e+09,4.03e+08,3.32e+09,3.32e+09,3.32e+09,3.32e+09,9.992e+09,8.813e+09,1.179e+09,2.894e+09,2.894e+09,6.1388e+10,1.092e+10,1.092e+10,8.5194e+10,1.2672e+10,1.26e+09,1.3236e+10,2.573e+09,5.559e+09,3.21e+08,4.783e+09,2.7168e+10,1.12362e+11,2.5271e+10,1.2202e+10,1.3069e+10,1.335e+09,4.8042e+10,7.4648e+10,9.782e+09,2.6219e+10,2.2016e+10,1.6471e+10,5.545e+09,2.188e+09,2.015e+09,3.6001e+10,1.10649e+11,1.1865e+10,5.061e+09,6.804e+09,-4.3454e+10,4.9618e+10,-1.6373e+10,1.656e+09,5.7e+07,1.713e+09,1.12362e+11,3.32e+09,5.77e+08,1.63e+08,5.1e+07,1.12e+08,-1.157e+09,-2.82e+08,-6.03e+08,-6.5e+08,3.78e+08,2.903e+09,-3.73e+08,-4.35e+08,-4.35e+08,2.41e+08,9.95e+08,-4.57e+08,3.31e+08,3.31e+08,-8.7e+08,1.201e+09,-1.716e+09,2e+07,-1.4e+07,-2.241e+09,2.05e+08,2.05e+08,7e+06,2.12e+08,3.499e+09,1.1117e+10,1.566e+09,0.19738,0.11797,0.13403,1.93812,0.02955,0.47169,1.14128,64.5937,0.09894,5.55556,5.4867,41.44913,2.77108,2.62048,6,0.10658,0.0401,0.32152,0.38501
"33","2018_Q2",330.3725,"Up",2.3382e+10,-1.8824e+10,4.558e+09,-1.761e+09,-9.97e+08,-7.64e+08,2.797e+09,3.8e+07,-1.02e+08,7.4e+07,6.6e+07,2.835e+09,4e+06,2.839e+09,-3.62e+08,2.477e+09,2.477e+09,2.477e+09,2.477e+09,9.891e+09,9.235e+09,6.56e+08,2.802e+09,2.802e+09,6.1303e+10,1.2547e+10,1.2547e+10,8.6543e+10,1.2628e+10,1.248e+09,1.313e+10,2.525e+09,5.558e+09,3.25e+08,4.722e+09,2.7006e+10,1.13549e+11,2.3596e+10,1.2613e+10,1.0983e+10,1.981e+09,4.9955e+10,7.5532e+10,1.0471e+10,2.6248e+10,2.1773e+10,1.6279e+10,5.494e+09,2.001e+09,2.474e+09,3.6719e+10,1.12251e+11,1.1685e+10,5.061e+09,6.624e+09,-4.6396e+10,5.2095e+10,-1.6162e+10,1.222e+09,7.6e+07,1.298e+09,1.13549e+11,2.477e+09,5.01e+08,1.2e+08,4.5e+07,7.5e+07,3.8e+07,9.2e+07,2.83e+08,5.91e+08,-9.28e+08,3.136e+09,-3.87e+08,-4.14e+08,-3.94e+08,5.03e+08,7.52e+08,1.19e+08,1.316e+09,1.316e+09,-1.371e+09,2.687e+09,-2.949e+09,5.1e+07,-2.06e+08,-2.845e+09,4.1e+08,4.1e+08,8e+06,4.18e+08,3.298e+09,1.2452e+10,3.311e+09,0.19494,0.11962,0.10594,1.90832,0.02181,1.3367,1.14578,86.47997,0.10966,4.19262,4.15256,39.57684,2.06838,5.60427,7,0.08708,0.08278,0.77653,0.91562
"34","2018_Q3",339.093650793651,"Up",2.4258e+10,-1.9536e+10,4.722e+09,-2.021e+09,-1.194e+09,-8.27e+08,2.701e+09,-1.18e+08,-1.09e+08,5999999.99999999,-1.5e+07,2.583e+09,3e+06,2.586e+09,-3.9e+08,2.196e+09,2.196e+09,2.196e+09,2.196e+09,9.77e+09,8.121e+09,1.649e+09,2.823e+09,2.823e+09,6.125e+10,1.2558e+10,1.2558e+10,8.6401e+10,1.2605e+10,1.203e+09,1.2986e+10,2.494e+09,5.55e+09,3.25e+08,4.617e+09,2.6794e+10,1.13195e+11,2.5144e+10,1.2904e+10,1.224e+10,1.611e+09,5.097e+10,7.7725e+10,1.0507e+10,2.6337e+10,2.1562e+10,1.6118e+10,5.444e+09,1.9e+09,2.875e+09,3.6844e+10,1.14569e+11,1.1737e+10,5.061e+09,6.676e+09,-4.9342e+10,5.2303e+10,-1.6139e+10,-1.441e+09,6.7e+07,-1.374e+09,1.13195e+11,2.196e+09,5.07e+08,1.25e+08,5.3e+07,7.2e+07,1.852e+09,-3e+07,1.25e+08,91000000.0000002,1.666e+09,4.68e+09,-3.98e+08,-4.12e+08,-3.76e+08,-1.012e+09,2.76e+08,-1.414e+09,-3.76e+08,-3.76e+08,-1.337e+09,9.61e+08,-2.955e+09,1e+07,-1e+07,-4.332e+09,-1.066e+09,-1.066e+09,-4.4e+07,-1.11e+09,3.208e+09,1.2118e+10,5.052e+09,0.19466,0.11134,0.09053,-1.59825,0.0194,2.30055,1.11162,-83.38355,0.10705,3.76931,3.73469,41.63749,-2.4734,8.67147,6,0.08595,0.13624,0.73192,0.86931
"35","2018_Q4",334.988412698413,"Down",2.5146e+10,-2.104e+10,4.106e+09,-1.98e+09,-1.154e+09,-8.26e+08,2.126e+09,-6.2e+07,-1.06e+08,3.2e+07,1.2e+07,2.064e+09,6.9e+07,2.133e+09,2.3e+08,2.363e+09,2.363e+09,2.363e+09,2.363e+09,9.99e+09,8.034e+09,1.956e+09,2.893e+09,2.893e+09,6.2038e+10,1.2765e+10,1.2765e+10,8.7686e+10,1.2571e+10,1.19e+09,1.3212e+10,2.53e+09,5.722e+09,3.23e+08,4.637e+09,2.6973e+10,1.14659e+11,2.6532e+10,1.3663e+10,1.2869e+10,1.389e+09,5.1496e+10,7.9417e+10,1.0487e+10,2.5964e+10,2.1321e+10,1.5927e+10,5.394e+09,1.738e+09,2.905e+09,3.6451e+10,1.15868e+11,1.1775e+10,5.061e+09,6.714e+09,-5.1781e+10,5.4666e+10,-1.5949e+10,-1.289e+09,8e+07,-1.209e+09,1.14659e+11,2.363e+09,5.23e+08,4.7e+07,5.2e+07,-5e+06,1.626e+09,-5.2e+07,-5.81e+08,4.99e+08,1.76e+09,4.559e+09,-3.81e+08,-4.57e+08,-4.57e+08,-2.67e+08,3.41e+08,-9.02e+08,-2.73e+08,-2.73e+08,-1.321e+09,1.048e+09,-2.441e+09,9e+06,4e+06,-3.689e+09,-3.2e+07,-3.2e+07,-1e+06,-3.3e+07,2.649e+09,1.1876e+10,3.664e+09,0.16329,0.08455,0.09397,-1.95451,0.02061,1.55057,1.10412,-95.83788,0.10358,4.11171,4.19269,43.755,-2.24291,6.3755,6,0.09123,0.10002,0.71197,0.88711
"36","2019_Q1",375.237049180328,"Up",2.8341e+10,-2.209e+10,6.251e+09,-2.074e+09,-1.222e+09,-8.52e+08,4.177e+09,-1.3e+08,-1.58e+08,-999999.999999993,2.9e+07,4.047e+09,-1e+06,4.046e+09,-6.22e+08,3.424e+09,3.424e+09,3.424e+09,3.424e+09,8.564e+09,7.637e+09,9.27e+08,3.879e+09,3.879e+09,6.2567e+10,1.282e+10,1.282e+10,8.783e+10,1.2645e+10,1.087e+09,1.5797e+10,3.429e+09,7.84e+09,2.84e+08,4.244e+09,2.9529e+10,1.17359e+11,2.7724e+10,1.2916e+10,1.4808e+10,3.19e+09,5.0676e+10,8.159e+10,1.0657e+10,2.4702e+10,1.9907e+10,1.5323e+10,4.584e+09,1.736e+09,3.059e+09,3.5359e+10,1.16949e+11,1.1829e+10,5.061e+09,6.768e+09,-5.2348e+10,5.5941e+10,-1.5083e+10,3.39e+08,7.1e+07,4.1e+08,1.17359e+11,3.424e+09,5.83e+08,1.72e+08,5.2e+07,1.2e+08,-1.232e+09,-8.05e+08,3.377e+09,-1.179e+09,-2.625e+09,2.947e+09,-4.36e+08,-4.39e+08,-4.95e+08,3.674e+09,1.529e+09,-2.424e+09,6.98e+08,6.98e+08,-3.154e+09,3.852e+09,-5.74e+08,1.1e+07,-1e+07,-8.56e+08,-3.33e+08,-3.33e+08,-1.6e+07,-3.49e+08,4.76e+09,1.3847e+10,3.714e+09,0.22056,0.14738,0.12081,8.35122,0.02918,1.0847,1.07648,285.24146,0.11799,5.99125,5.99125,49.59055,0.59318,6.49869,5,0.11279,0.09533,1.10987,1.26478
"37","2019_Q2",357.289682539683,"Down",2.2917e+10,-1.8645e+10,4.272e+09,-2.05e+09,-1.184e+09,-8.66e+08,2.222e+09,3e+06,-1.23e+08,2e+07,1.06e+08,2.225e+09,1.08e+08,2.333e+09,-1.84e+08,2.149e+09,2.149e+09,2.149e+09,2.149e+09,7.729e+09,6.836e+09,8.93e+08,3.669e+09,3.669e+09,6.5369e+10,1.2742e+10,1.2742e+10,8.9509e+10,1.2594e+10,1.183e+09,1.6923e+10,3.498e+09,7.967e+09,2.81e+08,5.177e+09,3.07e+10,1.20209e+11,2.77e+10,1.4693e+10,1.3007e+10,3.381e+09,5.2534e+10,8.3615e+10,1.1363e+10,2.4999e+10,1.9612e+10,1.5077e+10,4.535e+09,1.656e+09,3.731e+09,3.6362e+10,1.19977e+11,1.1634e+10,5.061e+09,6.573e+09,-5.463e+10,5.809e+10,-1.4969e+10,1.25e+08,1.07e+08,2.32e+08,1.20209e+11,2.149e+09,5.21e+08,2.96e+08,4.7e+07,2.49e+08,-1.78e+08,2.06e+08,-2.725e+09,1.624e+09,7.17e+08,2.788e+09,-3.91e+08,-5.01e+08,-5.01e+08,-9.1e+07,3.66e+08,-7.67e+08,8.63e+08,8.63e+08,-4.374e+09,5.237e+09,-2.299e+09,4.2e+07,-2.26e+08,-2.823e+09,-8.02e+08,-8.02e+08,1e+06,-8.01e+08,2.743e+09,1.4744e+10,2.358e+09,0.18641,0.09696,0.09377,9.26293,0.01788,1.09725,1.07049,517.14224,0.12265,3.78545,3.78545,40.36815,0.22019,4.1536,4,0.0828,0.05899,2.55742,3.15707
"38","2019_Q3",352.3978125,"Down",1.5751e+10,-1.781e+10,-2.059e+09,-1.498e+09,-6.72e+08,-8.26e+08,-3.557e+09,-6.2e+07,-1.54e+08,-1.5e+07,1.07e+08,-3.619e+09,1.92e+08,-3.427e+09,4.85e+08,-2.942e+09,-2.942e+09,-2.942e+09,-2.942e+09,9.606e+09,9.167e+09,4.39e+08,3.291e+09,3.291e+09,6.8492e+10,1.3722e+10,1.3722e+10,9.5111e+10,1.2601e+10,1.142e+09,1.7407e+10,3.761e+09,8.051e+09,3.57e+08,5.238e+09,3.115e+10,1.26261e+11,3.5309e+10,1.5267e+10,2.0042e+10,4.357e+09,5.2523e+10,9.2189e+10,1.4859e+10,2.4156e+10,1.9317e+10,1.4831e+10,4.486e+09,0,4.839e+09,3.9015e+10,1.31204e+11,1.1699e+10,5.061e+09,6.638e+09,-5.4932e+10,5.2819e+10,-1.4908e+10,-5.322e+09,3.79e+08,-4.943e+09,1.26261e+11,-2.942e+09,5.46e+08,-28000000.0000001,5.7e+07,-8.5e+07,1.834e+09,3.82e+08,-665999999.999999,3.78e+08,1.74e+09,-5.9e+08,-2.2e+08,-4.41e+08,-4.21e+08,3.53e+08,3.92e+08,-8.6e+07,4.385e+09,4.385e+09,-2.048e+09,6.433e+09,-3.05e+08,4999999.99999999,-4999999.99999994,2.919e+09,2.243e+09,2.243e+09,-3e+06,2.24e+09,-3.011e+09,1.9216e+10,-1.882e+09,-0.13072,-0.22583,-0.18678,0.59519,-0.0233,0.6397,1.0317,-26.54339,0.15219,-5.20248,-5.20248,27.85323,-9.41114,-3.32803,2,-0.04648,-0.04897,-3.19163,-2.70171
"39","2019_Q4",351.03703125,"Down",1.998e+10,-1.693e+10,3.05e+09,-1.779e+09,-1.001e+09,-7.78e+08,1.271e+09,-9e+07,-2.03e+08,-8e+06,1.21e+08,1.181e+09,-4e+06,1.177e+09,-1e+07,1.167e+09,1.167e+09,1.167e+09,1.167e+09,1.0913e+10,9.763e+09,1.15e+09,3.564e+09,3.564e+09,7.3279e+10,1.39e+10,1.39e+10,1.01656e+11,1.2527e+10,1.117e+09,1.7298e+10,3.587e+09,8.063e+09,2.96e+08,5.352e+09,3.0942e+10,1.32598e+11,3.4325e+10,1.5101e+10,1.9224e+10,4.354e+09,5.3167e+10,9.1846e+10,2.0298e+10,2.4263e+10,1.9027e+10,1.459e+10,4.437e+09,1.615e+09,3.621e+09,4.4561e+10,1.36407e+11,1.1749e+10,5.061e+09,6.688e+09,-5.4924e+10,5.3986e+10,-1.4927e+10,-4.116e+09,3.07e+08,-3.809e+09,1.32598e+11,1.167e+09,5.76e+08,1.41e+08,5.6e+07,8.5e+07,-4.308e+09,-2.73e+08,-3.819e+09,-3.76e+08,1.6e+08,-2.424e+09,-4.62e+08,-4.65e+08,-4.65e+08,-7.34e+08,2.09e+08,-1.194e+09,5.395e+09,5.395e+09,-2.556e+09,7.951e+09,4e+06,4e+06,-3e+06,4.24e+09,6.22e+08,6.22e+08,-2.5e+07,5.97e+08,1.847e+09,2.4652e+10,-2.913e+09,0.15265,0.06361,0.05841,-0.30638,0.0088,-2.49614,1.10681,-35.81176,0.18592,2.06403,2.06403,35.33781,-7.2798,-5.1521,2,0.0515,-0.06458,7.43855,10.8096
"40","2020_Q1",272.817903225806,"Down",1.7911e+10,-1.8708e+10,-7.97e+08,-1.801e+09,-1.052e+09,-7.49e+08,-2.598e+09,-1.39e+08,-2.42e+08,-1e+06,1.04e+08,-2.737e+09,3.95e+08,-2.342e+09,1.332e+09,-1.01e+09,-1.01e+09,-1.01e+09,-1.01e+09,1.003e+10,9.485e+09,5.45e+08,3.266e+09,3.266e+09,7.6622e+10,1.2311e+10,1.2311e+10,1.02229e+11,1.2502e+10,1.092e+09,1.7802e+10,3.338e+09,8.06e+09,6.83e+08,5.721e+09,3.1396e+10,1.33625e+11,3.8421e+10,1.5553e+10,2.2868e+10,7.34e+09,5.1551e+10,9.7312e+10,1.9962e+10,2.4651e+10,2.0816e+10,1.6276e+10,4.54e+09,4.13e+08,3.422e+09,4.4613e+10,1.41925e+11,1.1806e+10,5.061e+09,6.745e+09,-5.4914e+10,5.0644e+10,-1.6153e+10,-8.617e+09,3.17e+08,-8.3e+09,1.33625e+11,-1.01e+09,6.28e+08,-1.95e+08,5.2e+07,-2.47e+08,-1.643e+09,2.88e+08,-5.181e+09,-2.6e+07,3.276e+09,-2.22e+09,-9e+07,-2.2e+08,-1.13e+08,2.231e+09,7.92e+08,5.17e+08,2.575e+09,2.575e+09,-3.193e+09,5.768e+09,7000000.00000003,7e+06,-2.2e+07,1.403e+09,-3e+08,-3e+08,2.2e+07,-2.78e+08,-1.97e+09,2.7302e+10,-5.035e+09,-0.0444999999999999,-0.14505,-0.05639,0.12169,-0.00756000000000001,4.98515,1.05053,-17.0994,0.20432,-1.78635,-1.78635,31.67846,-15.24054,-8.9052,1,0.00337000000000001,-0.11534,-8.76751,-6.64819
