"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","prepaid_pension_costs","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","liabilities_from_derivatives_hedging_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",27.7283870967742,"Up",3.698e+09,-9.37e+08,2.761e+09,-2.011e+09,-8.15e+08,-1.196e+09,7.5e+08,5.43e+08,4.08e+08,1e+06,1.34e+08,1.293e+09,2.28e+08,1.521e+09,-5.04e+08,1.017e+09,1.017e+09,9.66e+08,9.66e+08,1.292e+09,1.292e+09,1.784e+09,1.784e+09,1.289e+09,3.044e+09,2.592e+09,7.409e+09,6.6912e+10,2.482e+09,1.319e+10,1.177e+09,1.0663e+10,8.2584e+10,8.9993e+10,5.047e+09,3.447e+09,4.8e+08,1.12e+09,2.872e+09,2.68e+08,2.604e+09,2.701e+09,4.04e+08,2.297e+09,1.062e+10,2.7818e+10,2.6224e+10,1.1101e+10,4.77e+08,1.4646e+10,5.4042e+10,6.4662e+10,8.953e+09,5e+06,8.948e+09,1.5458e+10,-7e+07,2.4341e+10,2.5331e+10,8.9993e+10,1.017e+09,1.017e+09,8.15e+08,-4.64e+08,-3.69e+08,9.99e+08,-8.32e+08,-8.32e+08,-8.32e+08,-2.31e+08,-1.063e+09,-4.07e+08,-3.03e+08,9000000.00000012,1.402e+09,7.01e+08,6.37e+08,6.37e+08,6.47e+08,1.565e+09,3.069e+10,8.68e+08,0.74662,0.20281,0.26122,0.03814,0.01073,0.89855,0.69765,2.55268,0.34103,0.5168,0.51416,1.97839,13.02215,0.46437,0.21774,7,0.01669,0.01055,0.42133,18.78466,39.19733
"29","2017_Q2",30.3606349206349,"Up",3.972e+09,-8.99e+08,3.073e+09,-1.811e+09,-6.19e+08,-1.192e+09,1.262e+09,-1.84e+08,-3.41e+08,3.1e+07,1.26e+08,1.078e+09,1.188e+09,2.266e+09,-6.75e+08,1.591e+09,1.591e+09,1.583e+09,1.583e+09,6e+08,6e+08,1.635e+09,1.635e+09,1.303e+09,2.289e+09,2.289e+09,5.827e+09,6.84e+10,2.759e+09,1.4219e+10,1.206e+09,1.1551e+10,8.5378e+10,9.1205e+10,2.574e+09,1.237e+09,7.06e+08,6.31e+08,5.075e+09,2.309e+09,2.766e+09,1.948e+09,3.3e+08,1.618e+09,9.597e+09,2.8539e+10,2.66e+10,1.1727e+10,4.73e+08,1.44e+10,5.5139e+10,6.4736e+10,8.956e+09,5e+06,8.951e+09,1.6581e+10,-4e+07,2.5497e+10,2.6469e+10,9.1205e+10,1.591e+09,1.591e+09,6.19e+08,-9.13e+08,-3.9e+07,1.258e+09,-1.713e+09,-1.713e+09,-1.713e+09,-3.441e+09,-3.67e+09,-4.6e+08,2.182e+09,7e+06,-4.6e+07,1.683e+09,-7.29e+08,-7.29e+08,-7.29e+08,1.881e+09,3.3614e+10,8.04e+08,0.77367,0.31772,0.39854,0.05981,0.01736,0.5079,0.60717,2.44573,0.36855,0.84652,0.84166,2.12406,13.63476,0.42995,0.24599,5,0.02357,0.00928,0.29059,17.5513,26.16006
"30","2017_Q3",32.7628571428571,"Up",4.405e+09,-1.018e+09,3.387e+09,-2.097e+09,-8.86e+08,-1.211e+09,1.29e+09,-1.96e+08,-4.1e+08,6.6e+07,1.48e+08,1.094e+09,-1e+06,1.093e+09,-2.89e+08,8.04e+08,8.04e+08,7.93e+08,7.93e+08,6.42e+08,6.42e+08,1.95e+09,1.95e+09,1.313e+09,2.042e+09,2.042e+09,5.947e+09,6.9656e+10,2.95e+09,1.4337e+10,1.187e+09,1.1722e+10,8.6943e+10,9.289e+10,3.104e+09,1.814e+09,7.44e+08,5.46e+08,3.877e+09,2.115e+09,1.762e+09,1.844e+09,2.77e+08,1.567e+09,8.825e+09,3.0392e+10,2.6797e+10,1.2102e+10,5.07e+08,1.4188e+10,5.7189e+10,6.6014e+10,9.009e+09,5e+06,9.004e+09,1.6914e+10,3e+06,2.5926e+10,2.6876e+10,9.289e+10,8.04e+08,8.04e+08,8.86e+08,3.51e+08,-4.8e+07,1.993e+09,5.13e+08,5.13e+08,5.13e+08,-8.73e+08,-1.844e+09,-4.6e+08,5.51e+08,1.8e+07,-1.15e+08,-6e+06,1.43e+08,1.43e+08,1.43e+08,2.176e+09,3.4269e+10,2.93e+09,0.7689,0.29285,0.18002,0.02951,0.00854,3.69483,0.67388,2.45624,0.36892,0.4237,0.42029,2.3536,13.85232,1.56551,0.24578,7,0.01425,0.03332,0.58008,15.45358,26.06744
"31","2017_Q4",34.7493650793651,"Up",4.808e+09,-1.176e+09,3.632e+09,-2.284e+09,-1.071e+09,-1.213e+09,1.348e+09,-1.93e+08,-3.61e+08,5.6e+07,1.12e+08,1.155e+09,6.7e+07,1.222e+09,-3.65e+08,8.57e+08,8.57e+08,8.47e+08,8.47e+08,1.381e+09,1.381e+09,2.147e+09,2.147e+09,1.352e+09,2.147e+09,2.147e+09,7.027e+09,7.1088e+10,2.983e+09,1.5683e+10,1.217e+09,1.292e+10,8.9754e+10,9.6781e+10,4.05e+09,2.256e+09,8.73e+08,9.21e+08,4.359e+09,2.074e+09,2.285e+09,3.038e+09,2.57e+08,2.781e+09,1.1447e+10,3.0345e+10,2.7668e+10,1.2563e+10,5.14e+08,1.4591e+10,5.8013e+10,6.946e+10,9.051e+09,5e+06,9.046e+09,1.7299e+10,4.8e+07,2.6398e+10,2.7321e+10,9.6781e+10,8.57e+08,8.57e+08,1.071e+09,2.29e+08,-7.9e+07,2.078e+09,-1.052e+09,-1.052e+09,-1.052e+09,-2.85e+08,-1.337e+09,-4.62e+08,3.75e+08,1.1e+07,1.61e+08,8.5e+07,8.26e+08,8.26e+08,8.26e+08,2.419e+09,3.4704e+10,1.653e+09,0.75541,0.28037,0.17616,0.031,0.00875,1.95159,0.61387,2.54237,0.35858,0.45111,0.4472,2.56072,14.05944,0.88038,0.24606,6,0.01459,0.01843,0.54545,13.77553,24.72033
"32","2018_Q1",34.9352459016393,"Up",3.988e+09,-2.233e+09,1.755e+09,-1.078e+09,2.19e+08,-1.297e+09,6.77e+08,-2e+08,-3.65e+08,-1.2e+07,1.77e+08,4.77e+08,-3.95e+08,8.2e+07,1.989e+09,2.071e+09,2.071e+09,2.157e+09,2.157e+09,1.714e+09,1.714e+09,2.22e+09,2.22e+09,1.273e+09,1.974e+09,1.974e+09,7.181e+09,7.2289e+10,2.321e+09,1.6172e+10,1.427e+09,1.343e+10,9.0782e+10,9.7963e+10,4.889e+09,3.235e+09,6.21e+08,1.033e+09,3.36e+09,1.687e+09,1.673e+09,2.648e+09,3.64e+08,2.284e+09,1.0897e+10,3.141e+10,2.6125e+10,5.764e+09,5.35e+08,1.9826e+10,5.7535e+10,6.8432e+10,9.105e+09,5e+06,9.1e+09,1.902e+10,1.11e+08,2.8236e+10,2.9531e+10,9.7963e+10,2.071e+09,2.071e+09,-2.19e+08,-1.235e+09,5.12e+08,1.129e+09,-1.542e+09,-1.542e+09,-1.542e+09,-5.25e+08,-2.067e+09,-4.63e+08,-1.17e+08,1.9e+07,1.687e+09,1.126e+09,1.88e+08,1.88e+08,2.14e+08,4.58e+08,3.477e+10,-2.561e+09,0.44007,0.16976,0.54087,0.07304,0.02202,-1.1873,0.65899,2.31729,0.35493,1.14636,1.13622,2.11947,15.00638,-1.36108,0.24607,3,0.02897,-0.02832,0.21465,72.17467,48.82718
"33","2018_Q2",36.82203125,"Up",3.863e+09,-8.19e+08,3.044e+09,-2.013e+09,-8.57e+08,-1.156e+09,1.031e+09,1.7e+07,-2.08e+08,1.97e+08,2.8e+07,1.048e+09,4.032e+09,5.08e+09,-1.249e+09,3.831e+09,3.831e+09,4.428e+09,4.428e+09,5.5e+08,5.5e+08,1.881e+09,1.881e+09,1.205e+09,1.976e+09,1.976e+09,5.612e+09,6.7196e+10,6.774e+09,1.4702e+10,1.459e+09,1.1802e+10,8.8672e+10,9.4284e+10,3.241e+09,1.748e+09,6.96e+08,7.97e+08,4.132e+09,2.964e+09,1.168e+09,1.86e+09,4.5e+08,1.41e+09,9.233e+09,2.8062e+10,2.0996e+10,7.007e+09,4.69e+08,1.352e+10,4.9058e+10,5.8291e+10,9.703e+09,5e+06,9.698e+09,2.3181e+10,-1.78e+08,3.2706e+10,3.5993e+10,9.4284e+10,3.831e+09,3.831e+09,8.57e+08,-3.003e+09,-3.95e+08,1.29e+09,-1.178e+09,-1.178e+09,-1.178e+09,-2.489e+09,-3.667e+09,-5.23e+08,1.889e+09,7e+06,-6.2e+07,1.311e+09,-1.066e+09,-1.066e+09,-1.075e+09,1.888e+09,3.2194e+10,1.564e+09,0.78799,0.26689,1.14626,0.12302,0.04696,0.35321,0.60782,1.61951,0.34146,2.35182,2.33397,2.05173,17.37094,0.83068,0.27778,6,0.05552,0.01754,0.11811,16.76059,30.69253
"34","2018_Q3",39.0874603174603,"Up",4.069e+09,-8.94e+08,3.175e+09,-2.051e+09,-8.31e+08,-1.22e+09,1.124e+09,-2.98e+08,-3.84e+08,53999999.9999999,3.2e+07,8.26e+08,1.05e+08,9.31e+08,-2.3e+08,7.01e+08,7.01e+08,7.95e+08,7.95e+08,4.78e+08,4.78e+08,2.23e+09,2.23e+09,1.159e+09,2.018e+09,2.018e+09,5.885e+09,6.8659e+10,6.217e+09,1.4729e+10,1.49e+09,1.1779e+10,8.9605e+10,9.549e+10,3.721e+09,2.298e+09,7.37e+08,6.86e+08,4.005e+09,2.392e+09,1.613e+09,2.073e+09,4.96e+08,1.577e+09,9.799e+09,2.8356e+10,2.1163e+10,7.162e+09,4.91e+08,1.351e+10,4.9519e+10,5.9318e+10,9.741e+09,5e+06,9.736e+09,2.3453e+10,-1.73e+08,3.3021e+10,3.6172e+10,9.549e+10,7.01e+08,7.01e+08,8.31e+08,2.9e+08,-1.79e+08,1.643e+09,-1.337e+09,-1.337e+09,-1.337e+09,-3.51e+08,-1.688e+09,-5.24e+08,2.27e+08,4000000.00000003,1.72e+08,-1.21e+08,-1.66e+08,-1.66e+08,-1.72e+08,1.955e+09,3.2361e+10,6.69e+08,0.78029,0.27623,0.19538,0.02198,0.00833,0.84151,0.60057,1.63989,0.33889,0.42188,0.41824,2.15931,17.52335,0.35502,0.27807,5,0.01471,0.00746,0.65912,16.30844,28.36566
"35","2018_Q4",40.4077777777778,"Up",4.419e+09,-1.083e+09,3.336e+09,-2.363e+09,-1.131e+09,-1.232e+09,9.73e+08,3e+06,-1.56e+08,1.21e+08,3.8e+07,9.76e+08,9.3e+07,1.069e+09,-1.26e+08,9.43e+08,9.43e+08,1.006e+09,1.006e+09,4.97e+08,4.97e+08,2.454e+09,2.454e+09,1.083e+09,4.315e+09,2.045e+09,8.349e+09,6.8572e+10,6.493e+09,1.5189e+10,1.509e+09,1.2305e+10,9.0254e+10,9.8603e+10,4.836e+09,3e+09,9.31e+08,9.05e+08,5.109e+09,2.46e+09,2.649e+09,2.466e+09,4.83e+08,1.983e+09,1.2411e+10,2.7048e+10,2.1806e+10,7.42e+09,5.22e+08,1.3864e+10,4.8854e+10,6.1265e+10,1.0475e+10,5e+06,1.047e+10,2.3935e+10,-1.58e+08,3.4252e+10,3.7338e+10,9.8603e+10,9.43e+08,9.43e+08,1.131e+09,1.81e+08,3.7e+07,2.292e+09,-1.7e+09,-1.7e+09,-1.7e+09,-1.506e+09,-3.206e+09,-5.23e+08,3.62e+08,7.03e+08,3.43e+08,8.85e+08,-2.9e+07,-2.9e+07,-1.5e+07,2.104e+09,3.2157e+10,5.67e+08,0.75492,0.22019,0.22765,0.02694,0.0102,0.56362,0.67271,1.64082,0.32613,0.5316,0.52681,2.33513,18.09977,0.29962,0.27637,6,0.01675,0.00621,0.51988,15.04753,32.53854
"36","2019_Q1",42.5367213114754,"Up",4.376e+09,-9.39e+08,3.437e+09,-2.285e+09,-1.092e+09,-1.193e+09,1.152e+09,-6.67e+08,-6.99e+08,-1.4e+07,4.6e+07,4.85e+08,-2.13e+08,2.72e+08,28999999.9999999,3.01e+08,3.01e+08,4.09e+08,4.09e+08,6.38e+08,6.38e+08,2.302e+09,2.302e+09,1.223e+09,2.23e+09,2.23e+09,6.393e+09,7.0334e+10,6.748e+09,2.0227e+10,1.284e+09,1.7588e+10,9.7309e+10,1.03702e+11,4.058e+09,2.386e+09,4.77e+08,1.195e+09,5.465e+09,2.749e+09,2.716e+09,7.715e+09,6.75e+08,7.04e+09,1.7238e+10,2.6782e+10,2.1801e+10,7.367e+09,5.16e+08,1.3918e+10,4.8583e+10,6.5821e+10,1.0495e+10,5e+06,1.049e+10,2.3837e+10,-1.88e+08,3.4144e+10,3.7881e+10,1.03702e+11,3.01e+08,3.01e+08,1.092e+09,4.3e+07,-6.8e+07,1.368e+09,-1.477e+09,-1.477e+09,-1.477e+09,-9.12e+08,-2.389e+09,-5.31e+08,5.083e+09,4e+06,1.003e+09,5.559e+09,4.538e+09,4.538e+09,4.532e+09,2.244e+09,3.2247e+10,6.7e+08,0.78542,0.26325,0.09346,0.0108,0.00394,1.63814,0.37087,1.73757,0.31096,0.21396,0.21253,2.28918,17.86148,0.35049,0.27778,6,0.01023,0.00729,1.29829,14.08601,27.43837
"37","2019_Q2",46.0614285714286,"Up",4.091e+09,-9.67e+08,3.124e+09,-1.957e+09,-7.72e+08,-1.185e+09,1.167e+09,-6.78e+08,-7.02e+08,-1.6e+07,4e+07,4.89e+08,1.91e+08,6.8e+08,-7.4e+07,6.06e+08,6.06e+08,6.8e+08,6.8e+08,9.72e+08,9.72e+08,2.191e+09,2.191e+09,1.41e+09,3.649e+09,2.315e+09,8.222e+09,7.4794e+10,6.735e+09,1.9278e+10,1.295e+09,1.3156e+10,1.00807e+11,1.09029e+11,3.726e+09,2.398e+09,6.19e+08,7.09e+08,4.915e+09,2.301e+09,2.614e+09,1.9046e+10,6.74e+08,1.8372e+10,2.7687e+10,2.9883e+10,1.3548e+10,8.05e+09,6.16e+08,4.882e+09,4.3431e+10,7.1118e+10,1.052e+10,5e+06,1.0515e+10,2.3919e+10,-2.13e+08,3.4226e+10,3.7911e+10,1.09029e+11,6.06e+08,6.06e+08,7.72e+08,5.57e+08,-3.38e+08,1.597e+09,-1.238e+09,-1.238e+09,-1.238e+09,-1.156e+09,-6.945e+09,-1216432116.31422,2.08e+09,2e+07,-6.73e+08,1.427e+09,-3.921e+09,-3.921e+09,-3.912e+09,1.939e+09,3.4798e+10,4.37e+08,0.76363,0.28526,0.16622,0.01794,0.00624,0.64265,0.29696,1.87592,0.31916,0.35543,0.35284,2.1383,17.8894,0.22841,0.632768204085086,4,0.00788,0.00507,2.59617566853794,17.44507,28.98543
"38","2019_Q3",50.975625,"Up",4.931e+09,-1.074e+09,3.857e+09,-2.142e+09,-1.18e+09,-9.62e+08,1.715e+09,-5.34e+08,-5.88e+08,2.6e+07,2.8e+07,1.181e+09,82000000.0000001,1.263e+09,-1.24e+08,1.139e+09,1.139e+09,1.234e+09,1.234e+09,1.019e+09,1.019e+09,2.553e+09,2.553e+09,1.427e+09,2.472e+09,2.472e+09,7.471e+09,7.6136e+10,7.202e+09,1.9743e+10,1.31e+09,1.3311e+10,1.03081e+11,1.10552e+11,4.313e+09,2.598e+09,8.53e+08,8.62e+08,7.055e+09,4.382e+09,2.673e+09,1.2883e+10,3.43e+08,1.254e+10,2.4251e+10,3.3947e+10,1.386e+10,8.086e+09,8.92e+08,4.882e+09,4.7807e+10,7.2058e+10,1.0547e+10,5e+06,1.0542e+10,2.4554e+10,-1.91e+08,3.491e+10,3.8494e+10,1.10552e+11,1.139e+09,1.139e+09,1.18e+09,-6.89e+08,53999999.9999999,1.684e+09,-1.28e+09,-1.28e+09,-1.28e+09,-5.13e+08,-1.946e+09,-1971459189.84023,1.301e+09,6e+06,-6.82e+08,6.25e+08,3.63e+08,3.63e+08,3.62e+08,2.895e+09,4.1002e+10,1.793e+09,0.78219,0.3478,0.25025,0.03206,0.01116,1.453,0.30807,1.87193,0.37088,0.64418,0.63898,2.57413,18.22406,0.936,1.02468820069955,6,0.01322,0.01921,3.23661528455415,13.81105,23.3137
"39","2019_Q4",55.29765625,"Up",5.594e+09,-1.267e+09,4.327e+09,-2.733e+09,-1.295e+09,-1.438e+09,1.594e+09,-7.94e+08,-7.3e+08,-9e+07,2.6e+07,8e+08,5.7e+07,8.57e+08,-5.8e+07,7.99e+08,7.99e+08,8.8e+08,8.8e+08,1.131e+09,1.131e+09,2.717e+09,2.717e+09,1.451e+09,2.38e+09,2.38e+09,7.679e+09,7.8995e+10,7.18e+09,2.0368e+10,1.338e+09,1.3252e+10,1.06543e+11,1.14222e+11,4.991e+09,2.838e+09,1.115e+09,1.038e+09,5.403e+09,2.515e+09,2.888e+09,1.2715e+10,2.39e+08,1.2476e+10,2.3109e+10,3.6144e+10,1.4729e+10,8.109e+09,1.233e+09,5.387e+09,5.0873e+10,7.3982e+10,1.1938e+10,5e+06,1.1933e+10,2.4835e+10,-1.81e+08,3.6592e+10,4.024e+10,1.14222e+11,7.99e+08,7.99e+08,1.295e+09,6.13e+08,2.55e+08,2.962e+09,-1.294e+09,-1.085e+09,-1.085e+09,-2.054e+09,-3.572e+09,-1.797e+09,-5.28e+08,1.462e+09,1.334e+09,4.71e+08,-1.39e+08,-1.39e+08,-1.45e+08,2.889e+09,4.1547e+10,1.908e+09,0.77351,0.28495,0.15731,0.02187,0.0077,2.16818,0.33229,1.83852,0.36374,0.45653,0.45277,2.90205,18.98319,0.98983,0.93225,5,0.02774,0.01977,2.04205,13.98962,25.35508
"40","2020_Q1",59.8567741935484,"Up",4.588e+09,-1.289e+09,3.299e+09,-2.422e+09,-9.69e+08,-1.453e+09,8.77e+08,10999999.9999998,-2.29e+08,1.46e+08,9.4e+07,8.88e+08,1.48e+08,1.036e+09,-1.92e+08,8.44e+08,8.44e+08,9.75e+08,9.75e+08,6e+08,6e+08,2.282e+09,2.282e+09,1.328e+09,3.198e+09,3.198e+09,7.408e+09,8.201e+10,7.453e+09,2.082e+10,1.437e+09,1.3555e+10,1.10283e+11,1.17691e+11,5.341e+09,3.631e+09,5.58e+08,1.152e+09,5.04e+09,2.916e+09,2.124e+09,3.472e+09,3.44e+08,3.128e+09,1.3853e+10,3.7543e+10,2.4448e+10,8.361e+09,8.63e+08,1.5224e+10,6.1991e+10,7.5844e+10,1.1975e+10,2e+07,1.1955e+10,2.5199e+10,-1.69e+08,3.7005e+10,4.1847e+10,1.17691e+11,8.44e+08,8.44e+08,9.69e+08,-3.07e+08,4.06e+08,1.912e+09,-1.785e+09,-1.994e+09,-1.994e+09,-1.54e+09,-3.714e+09,-6.11e+08,7.07e+08,6e+06,1.248e+09,1.35e+09,-4.52e+08,-4.52e+08,-4.5e+08,1.846e+09,4.2583e+10,6.59e+08,0.71905,0.19115,0.21251,0.0233,0.00828,0.6759,0.53476,1.81241,0.36182,0.49857,0.49593,2.34608,18.92258,0.33698,0.31244,5,0.01457,0.00605,0.62667,22.74269,47.87115
"41","2020_Q2",57.3079365079365,"Down",4.613e+09,-8.21e+08,3.792e+09,-1.811e+09,-8.48e+08,-9.63e+08,1.981e+09,-1.656e+09,-1.298e+09,-3.9e+08,3.2e+07,3.25e+08,-2.52e+08,7.3e+07,2.35e+08,3.08e+08,3.08e+08,4.21e+08,4.21e+08,3.335e+09,3.335e+09,2.068e+09,2.068e+09,1.371e+09,2.951e+09,2.951e+09,9.725e+09,8.3873e+10,6.862e+09,2.0177e+10,1.471e+09,1.2569e+10,1.10912e+11,1.20637e+11,4.948e+09,3.35e+09,7.11e+08,8.87e+08,4.514e+09,2.025e+09,2.489e+09,4.092e+09,1.856e+09,2.236e+09,1.3554e+10,4.2692e+10,2.3278e+10,8.082e+09,4.48e+08,1.4748e+10,6.597e+10,7.9524e+10,1.1673e+10,5e+06,1.1668e+10,2.4922e+10,-1.92e+08,3.6403e+10,4.1113e+10,1.20637e+11,3.08e+08,3.08e+08,8.48e+08,9.12e+08,-1.74e+08,1.894e+09,-1.735e+09,-1.395e+09,-1.395e+09,-3.16e+08,-3.135e+09,-6.85e+08,4.774e+09,-5.7e+07,-7.1e+07,3.961e+09,2.72e+09,2.72e+09,2.726e+09,2.829e+09,4.7206e+10,6.85e+08,0.82202,0.42944,0.09126,0.01024,0.00349,1.62708,0.7175,1.93428,0.39131,0.2151,0.21405,2.35694,18.59953,0.34999,0.34999,5,0.00991,0.00614,1.62708,15.5076,22.14589
"42","2020_Q3",66.45734375,"Up",4.204e+09,-7.31e+08,3.473e+09,-2.287e+09,-9.81e+08,-1.306e+09,1.186e+09,-1.41e+08,-3.09e+08,1.54e+08,1.4e+07,1.045e+09,2.67e+08,1.312e+09,-1.84e+08,1.128e+09,1.128e+09,1.274e+09,1.274e+09,1.009e+09,1.009e+09,2.391e+09,2.391e+09,1.367e+09,2.814e+09,2.814e+09,7.581e+09,8.6326e+10,6.957e+09,2.1097e+10,1.5e+09,1.3622e+10,1.1438e+11,1.21961e+11,5.988e+09,4.097e+09,8.85e+08,1.006e+09,3.776e+09,7.08e+08,3.068e+09,2.5e+09,3.37e+08,2.163e+09,1.2264e+10,4.2768e+10,2.5064e+10,8.07e+09,1.715e+09,1.5279e+10,6.7832e+10,8.0096e+10,1.1725e+10,5e+06,1.172e+10,2.5511e+10,-1.63e+08,3.7073e+10,4.1865e+10,1.21961e+11,1.128e+09,1.128e+09,9.81e+08,-4.7e+07,-1.64e+08,1.898e+09,-1.88e+09,-1.712e+09,-1.712e+09,-3.9e+07,-3.05e+09,-6.86e+08,-697000000.000001,6e+06,1.39e+08,-1.238e+09,-2.39e+09,-2.39e+09,-2.398e+09,2.167e+09,4.6544e+10,3.07e+08,0.82612,0.28211,0.30304,0.03043,0.01045,0.240970000000001,0.61815,1.9132,0.38163,0.6504,0.64749,2.14621,18.92638,0.15673,0.35021,5,0.01727,0.00271,0.53846,21.01292,38.39376
"43","2020_Q4",72.36234375,"Up",4.785e+09,-1.111e+09,3.674e+09,-2.665e+09,-1.279e+09,-1.386e+09,1.009e+09,9.1e+07,-2.01e+08,2.49e+08,4.3e+07,1.1e+09,1.53e+08,1.253e+09,-1.3e+08,1.123e+09,1.123e+09,1.229e+09,1.229e+09,1.961e+09,1.961e+09,2.572e+09,2.572e+09,1.414e+09,3.079e+09,3.079e+09,9.026e+09,8.8855e+10,7.144e+09,2.1357e+10,1.532e+09,1.3989e+10,1.17356e+11,1.26382e+11,7.042e+09,4.744e+09,1.17e+09,1.128e+09,5.502e+09,4.58e+08,5.044e+09,3.168e+09,3.1e+08,2.858e+09,1.5712e+10,4.2794e+10,2.5649e+10,8.237e+09,1.58e+09,1.5832e+10,6.8443e+10,8.4155e+10,1.1385e+10,5e+06,1.138e+10,2.6054e+10,-1.52e+08,3.7287e+10,4.2227e+10,1.26382e+11,1.123e+09,1.123e+09,1.279e+09,3.34e+08,1.03e+08,2.839e+09,-7.72e+08,-1.28e+09,-1.28e+09,-3.462e+09,-3.021e+09,-6.86e+08,1.743e+09,-4.9e+07,1.83e+08,1.191e+09,1.009e+09,1.009e+09,1.001e+09,2.288e+09,4.8296e+10,1.749e+09,0.76782,0.21087,0.25684,0.0291,0.00972,1.42311,0.57447,1.99292,0.38214,0.6273,0.62436,2.44232,19.03175,0.89271,0.35014,5,0.01648,0.01506,0.55818,20.25131,45.9217
"44","2021_Q1",75.8609836065574,"Up",4.395e+09,-1.059e+09,3.336e+09,-2.396e+09,-9.44e+08,-1.452e+09,9.4e+08,-1.41e+09,-1.42e+08,-1.364e+09,9.6e+07,-4.7e+08,2.45e+08,-2.25e+08,3.5e+07,-1.9e+08,-1.9e+08,-4999999.99999976,-4999999.99999976,1.105e+09,1.105e+09,2.263e+09,2.263e+09,1.552e+09,2.462e+09,1.892e+09,7.382e+09,9.1803e+10,5.728e+09,2.2771e+10,1.707e+09,1.5163e+10,1.20302e+11,1.27684e+11,6.125e+09,4.615e+09,5.19e+08,9.91e+08,6.147e+09,2.009e+09,4.138e+09,3.286e+09,3.11e+08,2.975e+09,1.5558e+10,4.1944e+10,3.6475e+10,8.02e+09,809393347.7186,2.8455e+10,7.8419e+10,9.3977e+10,2e+07,2e+07,11183347395.6437,2.5363e+10,-9.2e+07,2.5291e+10,3.3707e+10,1.27684e+11,-1.9e+08,-1.9e+08,9.44e+08,9.67e+08,-3.69e+08,1.352e+09,-2.115e+09,-2.115e+09,-2.115e+09,-2.184e+09,-4.493e+09,-6.86e+08,-4.28e+08,8e+06,3.366e+09,2.26e+09,-8.81e+08,-8.81e+08,-8.91e+08,1.884e+09,4.8091e+10,-6.35e+08,0.75904,0.21388,-0.00113999999999997,-0.000150000000000001,-4.00000000000001e-05,127,0.47448,2.78806,0.37664,-0.00255000000000005,-0.00253000000000003,2.24143,12.89831,-0.32385,0.34986,3,0.00576,-0.00537,-137.2,24.93949,49.98511
