"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",78.3651612903226,"Up",919171000,-337568000,581603000,-231251000,-103797000,-127454000,350352000,-21865000,-30889000,9024000,328487000,328487000,-56946000,271541000,271541000,271541000,271541000,2491294000,1108488000,1382806000,613233000,613233000,698635000,64870000,64870000,3868032000,278014000,816386000,4331000,335177000,302219000,174659000,1094400000,4962432000,106517000,106517000,895906000,662208000,1002423000,3057936000,212959000,156623000,3270895000,4273318000,452974000,284825000,-48685000,689114000,689114000,4962432000,271541000,14888000,30554000,37110000,354093000,-4458000,-64795000,-69253000,-81120000,16388000,0,-459000,-105191000,179649000,179649000,2865000,182514000,365240000,3057936000,454838000,0.63275,0.38116,0.29542,0.39404,0.05472,1.67503,3.85868,6.20118,0.61622,1.74384,1.73279,5.90294,4.42551,2.92098,0.52096,0.08906,0.11486,0.29874,1.55142,1.61735
"29","2017_Q2",89.342380952381,"Up",750673000,-277836000,472837000,-223621000,-94388000,-129233000,249216000,-26996000,-30732000,3736000,222220000,222220000,-44119000,178101000,178101000,178101000,178101000,2494621000,966325000,1528296000,654699000,654699000,703262000,76580000,76580000,3929162000,272351000,794585000,3065000,335198000,267793000,188529000,1066936000,4996098000,105066000,105066000,869675000,629194000,974741000,3018567000,221281000,161002000,3239848000,4214589000,447018000,381124000,-46633000,781509000,781509000,4996098000,178101000,14422000,11632000,-34378000,169777000,-9883000,-157940000,-167823000,-89313000,0,-4.65661287307739e-10,-17376000,-146689000,-144735000,-144735000,2572000,-142163000,263638000,3018567000,263496000,0.62988,0.33199,0.23726,0.22789,0.03565,1.47948,4.03098,5.39289,0.60418,1.14073,1.13425,4.80803,5.00553,1.68768,0.57205,0.0665,0.06552,0.50147,1.98737,2.10238
"30","2017_Q3",85.9492063492063,"Down",876885000,-318507000,558378000,-224444000,-93532000,-130912000,333934000,-27089000,-30624000,3535000,306845000,306845000,-68594000,238251000,238251000,238251000,238251000,2592977000,937033000,1655944000,663852000,663852000,671172000,103638000,103638000,4031639000,279966000,782851000,2551000,335170000,259507000,185623000,1062817000,5094456000,116163000,116163000,821615000,570923000,1187736000,2729239000,212385000,149766000,2941624000,4129360000,483077000,534175000,-52156000,965096000,965096000,5094456000,238251000,14892000,11763000,-42493000,222413000,-6047000,-134286000,-140333000,-84529000,23694000,0,-79000.0000000075,-100914000,-18834000,-18834000,-10458000,-29292000,348826000,2979197000,368880000,0.63677,0.38082,0.2717,0.24687,0.04677,1.54828,3.39439,4.2787,0.58479,1.52398,1.51633,5.60901,6.17326,2.35955,0.54069,0.07765,0.08874,0.35479,1.1072,1.15658
"31","2017_Q4",95.4465079365079,"Up",913809000,-343274000,570535000,-226422000,-96252000,-130170000,344113000,-24964000,-30472000,5508000,319149000,319149000,-65587000,253562000,253562000,253562000,253562000,2703514000,955807000,1747707000,734717000,734717000,696784000,118315000,118315000,4253330000,285740000,785375000,2038000,335236000,258005000,190096000,1071115000,5324445000,139452000,139452000,859763000,618547000,1249186000,2704856000,223091000,160576000,2927947000,4177133000,493899000,702297000,-48884000,1147312000,1147312000,5324445000,253562000,14198000,12589000,-55511000,224838000,-9414000,-88957000,-98371000,-85514000,0,4.65661287307739e-10,-1714000,-112228000,14239000,14239000,4535000,18774000,358311000,2954827000,358973000,0.62435,0.37657,0.27748,0.22101,0.04762,1.41572,3.40488,3.6408,0.55495,1.61763,1.60741,5.82976,7.31942,2.29011,0.54555,0.07839,0.083,0.33725,0.70138,0.73032
"32","2018_Q1",101.320163934426,"Up",938647000,-347930000,590717000,-241719000,-105164000,-136555000,348998000,-23966000,-30648000,6682000,325032000,325032000,-68870000,256162000,256162000,256162000,256162000,3016740000,1153051000,1863689000,571117000,571117000,732988000,71221000,71221000,4392066000,283975000,856132000,18963000,349526000,291967000,195676000,1140107000,5532173000,147380000,147380000,895799000,649431000,1293162000,2680474000,232120000,172407000,2912594000,4205756000,529283000,848457000,-51323000,1326417000,1326417000,5532173000,256162000,14324000,18117000,174034000,462637000,-10303000,-115496000,-154359000,-84637000,-3337000,-25002000,0,-112974000,195304000,195304000,1940000,197244000,363322000,2930457000,595923000,0.62933,0.37181,0.27291,0.19312,0.0463,2.32635,3.39638,3.17076,0.52971,1.63516,1.62093,5.99166,8.46691,3.80395,0.54026,0.07592,0.13275,0.3304,-0.23748,-0.24723
"33","2018_Q2",99.62796875,"Down",969581000,-353117000,616464000,-254119000,-107432000,-146687000,362345000,-26193000,-30576000,4383000,336152000,336152000,-55216000,280936000,280936000,280936000,280936000,3056484000,1320697000,1735787000,666738000,666738000,762401000,73873000,73873000,4559496000,279872000,851030000,17763000,349678000,282302000,201287000,1130902000,5690398000,138657000,138657000,1077387000,806636000,1466040000,2524842000,235560000,175104000,2760402000,4226442000,518223000,996514000,-50781000,1463956000,1463956000,5690398000,280936000,15282000,17302000,60109000,373629000,34339000,79365000,112994000,-100327000,-39927000,-39927000,-23628000,-320132000,166491000,166491000,1155000,167646000,377627000,2774838000,527291000,0.6358,0.37371,0.28975,0.1919,0.04937,1.87691,3.11008,2.887,0.48764,1.79139,1.77981,6.18253,9.33491,3.36227,0.63973,0.08521,0.11785,0.35712,-0.74583,-0.77729
"34","2018_Q3",100.805079365079,"Up",975822000,-347002000,628820000,-261965000,-105265000,-156700000,366855000,-19548000,-27372000,7824000,347307000,347307000,-481626000,-134319000,-134319000,-134319000,-134319000,2758190000,1073394000,1684796000,740903000,740903000,787971000,66929000,66929000,4353993000,281634000,771641000,16563000,350023000,193740000,211315000,1053275000,5407268000,149844000,149844000,1016704000,703619000,1166548000,2486426000,528669000,460742000,3015095000,4181643000,548691000,729456000,-52522000,1225625000,1225625000,5407268000,-134319000,16130000,9585000,237975000,129371000,43137000,-12402000,25955000,-92575000,-19848000,-40427000,-2567000,-406297000,-250971000,-250971000,3668000,-247303000,382985000,2486426000,1145723000,0.6444,0.37594,-0.13765,-0.10959,-0.02484,-8.52987,3.73237,3.41185,0.45983,-0.85779,-0.85779,6.23182,7.82712,7.31685,0.5912,-0.00984,0.27017,-0.68922,-0.70959,-0.74079
"35","2018_Q4",86.4652380952381,"Down",1021294000,-369352000,651942000,-267454000,-114080000,-153374000,384488000,-18505000,-28119000,9614000,365983000,365983000,-59102000,306881000,306881000,306881000,306881000,2889982000,1255682000,1634300000,660455000,660455000,858924000,131153000,131153000,4540514000,284496000,773174000,15376000,349998000,193953000,213847000,1057670000,5598184000,169459000,169459000,1030976000,716693000,1200435000,2461914000,565692000,494758000,3027606000,4228041000,561677000,862743000,-54277000,1370143000,1370143000,5598184000,306881000,16283000,18140000,11303000,352607000,-121595000,147489000,25894000,-92128000,-84732000,-84724000,-428000,-202288000,176213000,176213000,6075000,182288000,400771000,2461914000,349581000,0.63835,0.37647,0.30048,0.22398,0.05482,1.13914,3.78239,3.08584,0.43977,1.9644,1.95216,6.53749,8.77054,2.23773,0.58973,0.09073,0.0794900000000001,0.30021,-1.06811,-1.11335
"36","2019_Q1",100.672786885246,"Up",1070004000,-377898000,692106000,-268600000,-116649000,-151951000,423506000,-17017000,-28309000,11292000,406489000,406489000,-57722000,348767000,348767000,348767000,348767000,2880318000,1404382000,1475936000,651678000,651678000,931845000,85159000,85159000,4.549e+09,286306000,784050000,19333000,354698000,193200000,216819000,1070356000,5619356000,169354000,169354000,1048729000,769148000,1218083000,2237402000,543360000,543360000,2780762000,3998845000,617999000,1056445000,-53933000,1620511000,1620511000,5619356000,348767000,14989000,117712000,-107955000,373513000,-22828000,161516000,126775000,-117035000,2782000,-38091000,-2133000,-341386000,158902000,158902000,-10202000,148700000,438495000,2237402000,365434000,0.64683,0.3958,0.32595,0.21522,0.06207,1.04779,3.73456,2.46764,0.39816,2.23927,2.20909,6.87001,10.40457,2.34629,0.75143,0.10583,0.08303,0.33557,-1.46619,-1.51808
"37","2019_Q2",108.947936507937,"Up",1093260000,-381387000,711873000,-267968000,-114438000,-153530000,443905000,-16337000,-26362000,10025000,427568000,427568000,-31624000,395944000,395944000,395944000,395944000,2780308000,1649514000,1130794000,602210000,602210000,993527000,144999000,144999000,4521044000,291232000,832833000,25129000,360428000,222107000,225169000,1124065000,5645109000,154930000,154930000,1.156e+09,1.156e+09,1310930000,2237890000,528920000,528920000,2766810000,4077740000,596166000,1027370000,-56167000,1567369000,1567369000,5645109000,395944000,16087000,20033000,-50659000,381405000,68908000,257750000,314871000,-122757000,-299974000,-299974000,-26961000,-449692000,246584000,246584000,-1452000,245132000,459992000,2237890000,509865000,0.65115,0.40604,0.36217,0.25262,0.07014,1.28772,3.44873,2.60165,0.39643,2.55084,2.53675,7.04325,10.09766,3.28477,0.79085,0.11968,0.11764,0.31004,-1.17919,-1.22192
"38","2019_Q3",132.54015625,"Up",1119898000,-408260000,711638000,-278365000,-112462000,-165903000,433273000,-17310000,-26538000,9228000,415963000,415963000,-46863000,369100000,369100000,369100000,369100000,2694094000,1793982000,900112000,658080000,658080000,1005990000,127350000,127350000,4485514000,306351000,813422000,23818000,360480000,225124000,2.04e+08,1119773000,5605287000,152491000,152491000,1080051000,1080051000,1482538000,1988382000,536745000,536745000,2525127000,4007665000,619265000,1048804000,-70447000,1597622000,1597622000,5605287000,369100000,15806000,16590000,-119324000,282172000,81004000,127607000,208611000,-114562000,-229657000,-250213000,-3233000.00000001,-347452000,143331000,143331000,1137000,144468000,449079000,2238378000,457622000,0.63545,0.38689,0.32958,0.23103,0.06585,1.23983,3.02556,2.50852,0.39933,2.42593,2.41798,7.36058,10.50045,3.00774,0.75296,0.11061,0.10465,0.31038,-1.01478,-1.0518
"39","2019_Q4",159.84859375,"Up",1097311000,-486945000,610366000,-367071000,-182184000,-184887000,243295000,-21905000,-31187000,9282000,221390000,221390000,-28745000,192645000,192645000,192645000,192645000,1897268000,1092163000,805105000,958021000,958021000,1317260000,270079000,270079000,4442628000,411852000,4333125000,1694313000,2172902000,205820000,260090000,4744977000,9187605000,206248000,206248000,1244611000,1244611000,1700856000,3172649000,1428512000,666209000,4601161000,6302017000,1989914000,928086000,-68907000,2849093000,2885588000,9187605000,192645000,73445000,34266000,-136762000,163594000,-224564000,296157000,-1734903000,-113581000,-200029000,-200029000,-894000,869285000,-702024000,-702024000,205000,-701819000,316740000,3422646000,-15841000,0.55624,0.22172,0.17556,0.06676,0.02097,-0.08223,2.612,2.18396,0.37253,1.23242,1.22548,7.01992,18.22673,-0.10134,0.72662,0.03958,-0.00205,0.58959,4.81587,6.26966
"40","2020_Q1",154.188064516129,"Down",1258435000,-592785000,665650000,-396750000,-190040000,-206710000,268900000,-37590000,-40517000,2927000,231310000,231310000,-13982000,217328000,217328000,217928000,217928000,1739385000,1015994000,723391000,990113000,990113000,1262500000,323077000,323077000,4315075000,448799000,4244642000,1560670000,2211858000,206141000,265973000,4693441000,9008516000,202416000,202416000,1316071000,1316071000,1768486000,3173383000,1388954000,686669000,4562337000,6330823000,2017312000,714825000,-73029000,2659108000,2677693000,9008516000,217328000,127886000,-155000.000000007,-19598000,325461000,-55846000,86285000,30438999.9999995,-121363000,-300714000,-344986000,-7591000,-432146000,-76245999.9999999,-76245999.9999999,77000,-76169000.0000001,396786000,3423382000,335324000,0.52895,0.21368,0.17317,0.08139,0.02419,1.53869,2.43998,2.36428,0.38002,1.35756,1.34635,7.8393,16.56466,2.08887,0.75602,0.0453,0.04477,0.55689,4.24409,6.26254
"41","2020_Q2",164.595238095238,"Up",1413414000,-604241000,809173000,-398925000,-188345000,-210580000,410248000,-38732000,-40350000,1618000,371516000,371516000,-25120000,346396000,346396000,346525000,346525000,1751522000,988348000,763174000,1066188000,1066188000,1254240000,283799000,283799000,4355749000,475210000,4398440000,1549201000,2263689000,216629000,368921000,4873650000,9229399000,221388000,221388000,1472059000,1472059000,1943447000,3174130000,1432203000,744033000,4606333000,6549780000,1999845000,733173000,-71855000,2661163000,2679619000,9229399000,346396000,98588000,39738000,11523000,496245000,-32566000,-35597000,-146693000,-121636000,-228382000,-228496000,-23595000,-373613000,-24061000,-24061000,-3585000,-27646000,508836000,3424130000,512913000,0.5725,0.29025,0.24517,0.12932,0.03755,1.48016,2.24125,2.4443,0.371,2.18356,2.16401,8.90637,16.76883,3.23203,0.76647,0.06212,0.06806,0.35102,3.28713,4.07707
"42","2020_Q3",191.12203125,"Up",1509453000,-633618000,875835000,-413004000,-192253000,-220751000,462831000,-37904000,-40472000,2568000,424927000,424927000,-44622000,380305000,380305000,380555000,380555000,1677522000,939864000,737658000,1191035000,1191035000,1251400000,257486000,257486000,4377443000,489980000,4383297000,1492450000,2299781000,213255000,377811000,4873277000,9250720000,256646000,256646000,1461597000,1461597000,1718243000,3399877000,1444630000,763701000,4844507000,6562750000,2017521000,719001000,-66758000,2669764000,2687970000,9250720000,380305000,88534000,21339000,-102447000,387731000,-34874000,26726000,-8148000.00000012,-134696000,-260094000,-284593000,-12240000,-432030000,-52447000,-52447000,3963000,-48484000,551365000,3399877000,458666000,0.58023,0.30662,0.25211,0.14158,0.04114,1.20526,2.54763,2.44153,0.36753,2.41943,2.40102,9.59656,16.97341,2.91603,0.85635,0.0684,0.06089,0.35395,3.1238,3.72135
"43","2020_Q4",226.36921875,"Up",1423964000,-590158000,833806000,-401193000,-185760000,-215433000,432613000,-38227000,-39231000,1004000,394386000,115199000,-37190000,78009000,78009000,78452000,78452000,1634531000,946175000,688356000,1119263000,1119263000,1264130000,300541000,300541000,4318465000,497743000,4029738000,1437844000,2043129000,207958000,340807000,4527481000,8845946000,243234000,243234000,1410040000,1410040000,1653274000,3443937000,1423539000,776319000,4867476000,6520750000,2019071000,376656000,-88294000,2307433000,2325196000,8845946000,78009000,81990000,282989000,-960000,442028000,-43445000,45303000,1788000,-133327000,-315323000,-315995000,-4958000,-432637000,11179000,11179000,-4868000,6311000,514603000,3443937000,507388000,0.58555,0.30381,0.05509,0.03374,0.00887,6.4675,2.61207,2.80439,0.38932,0.50264,0.49928,9.1233,14.78366,3.25082,0.85422,0.02944,0.07054,1.69947,3.51612,4.1825
"44","2021_Q1",293.530163934426,"Up",1459593000,-621544000,838049000,-384891000,-167791000,-217100000,453158000,-48089000,-40221000,-7868000,405069000,405069000,5246000,410315000,410315000,411253000,411253000,1980472000,1234409000,746063000,1107413000,1107413000,1310985000,324675000,324675000,4723545000,519824000,4036591000,1391413000,2045402000,236797000,362979000,4556415000,9279960000,264280000,264280000,1435506000,1435506000,1699786000,3469670000,1429494000,768609000,4899164000,6598950000,2090268000,654930000,-79774000,2665424000,2681010000,9279960000,410315000,78937000,-40925000,4519000,452846000,-41790000,-52488000,-105821000,-132762000,50349000,0,-3770000,-61354999.9999999,285670000,285670000,2564000,288234000,532095000,3469670000,489578000,0.57417,0.31047,0.28176,0.15339,0.04432,1.19045,2.77891,2.46137,0.37389,2.65119,2.63182,9.40944,17.18298,3.15612,0.85587,0.07177,0.06459,0.32282,2.79874,3.28627
"45","2021_Q2",313.075238095238,"Up",1538620000,-620562000,918058000,-391669000,-172631000,-219038000,526389000,-42583000,-39386000,-3197000,483806000,483806000,-63664000,420142000,420142000,420567000,420567000,2043453000,1215820000,827633000,1028883000,1028883000,1394225000,288138000,288138000,4754699000,561852000,4003545000,1340913000,2045432000,245614000,371586000,4565397000,9320096000,254458000,254458000,1494370000,1494370000,1748828000,3420403000,1388520000,731644000,4808923000,6557751000,2072715000,753915000,-79446000,2747184000,2762345000,9320096000,420142000,80066000,-17000,11980000,512171000,-54811000,-79509000,-134320000,-141164000,-187897000,-187897000,-25145000,-404206000,-26355000,-26355000,7766000,-18589000,606455000,3420403000,627288000,0.59668,0.34212,0.27334,0.15225,0.04512,1.49153,2.71879,2.37398,0.36699,2.70843,2.68833,9.90862,17.69169,4.0397,0.90909,0.07419,0.08285,0.33565,2.27049,2.61584
"46","2021_Q3",327.21203125,"Up",1650870000,-669733000,981137000,-410973000,-181909000,-229064000,570164000,-42762000,-38880000,-3882000,527402000,527402000,-70419000,456983000,456983000,457251000,457251000,2296530000,1431466000,865064000,1219189000,1219189000,1420618000,286617000,286617000,5222954000,594185000,3997505000,1289843000,2045445000,258734000,403483000,4591690000,9814644000,262496000,262496000,1737616000,1737616000,2020112000,3441465000,1402761000,756733000,4844226000,6864338000,2104190000,903696000,-72704000,2935182000,2950306000,9814644000,456983000,84257000,-3376000.00000001,23217000,561081000,-58403000,-37489000,-95892000,-139584000,-151136000,-177492000,-1.1e+07,-261377000,203812000,203812000,11834000,215646000,654421000,3461465000,689654000,0.59432,0.34537,0.27698,0.15498,0.04659,1.50826,2.58548,2.32665,0.35268,2.96391,2.93727,10.70097,19.0259,4.47035,0.90479,0.07638,0.08825,0.30527,1.7801,2.04316
"47","2021_Q4",379.34453125,"Up",1803773000,-709629000,1094144000,-421997000,-183040000,-238957000,672147000,-31744000,-39092000,7348000,640403000,640403000,-73233000,567170000,567170000,567496000,567496000,2442725000,1452150000,990575000,1201991000,1201991000,1450588000,309861000,309861000,5405165000,628438000,3905637000,1237589000,2011187000,240822000,416039000,4534075000,9939240000,295111000,295111000,1714355000,1714355000,2029466000,3422097000,1374813000,744917000,4796910000,6826376000,2115205000,1070124000,-70473000,3114856000,3112864000,9939240000,567170000,84365000,30962000,-36347000,646150000,-61183000,-132238000,-176588000,-139338000,-273441000,-273441000,-6674000,-439453000,30109000,30109000,-9425000,20684000,756512000,3442097000,732215000,0.60659,0.37263,0.31462,0.18231,0.0571,1.29026,2.66334,2.19296,0.34631,3.68942,3.6553,11.72675,20.2504,4.7603,0.90587,0.08914,0.09234,0.24553,1.32103,1.48684
"48","2022_Q1",368.583387096774,"Down",1925471000,-772241000,1153230000,-433450000,-192022000,-241428000,719780000,-10937000,-39970000,29033000,708843000,708843000,-75785000,633058000,633058000,632978000,632978000,2494522000,1434610000,1059912000,1305479000,1305479000,1575380000,320867000,320867000,5696248000,663027000,3911849000,1185311000,2011172000,270461000,444905000,4574876000,10271124000,342083000,342083000,1741144000,1456208000,2103227000,3422767000,1369488000,718865000,4792255000,6895482000,2175988000,1277123000,-75557000,3377554000,3375642000,10271124000,633058000,84647000,-9918000,-242163000,465624000,-55376000,-38228000,-93604000,-139267000,-240035000,-299777000,-13543000,-392845000,-20825000,-20825000,3285000,-17540000,804427000,3442767000,582673000,0.59893,0.37382,0.32874,0.18751,0.06163,0.92053,2.70834,2.04272,0.33519,4.09809,4.06305,12.46606,21.86728,3.7724,0.90166,0.09432,0.07116,0.22002,1.17878,1.31741
"49","2022_Q2",332.372258064516,"Down",2083838000,-813624000,1270214000,-451414000,-193261000,-258153000,818800000,-52452000,-38312000,-14140000,766348000,766348000,302137000,1068485000,1068485000,1068417000,1068417000,2624813000,1509564000,1115249000,1463974000,1463974000,1715339000,340546000,340546000,6144672000,698547000,4303258000,1157535000,2041338000,665672000,438713000,5001805000,11146477000,380827000,380827000,2122183000,1835442000,2523010000,3423436000,1340945000,715405000,4764381000,7287391000,2137706000,1801268000,-78044000,3860930000,3859086000,11146477000,1068485000,84824000,-381153000,91641000,863797000,-68955000,-68365000,-175306000,-162821000,-399677000,-399677000,-46532000,-609030000,79461000,79461000,-4507000,74954000,903624000,3443436000,624173000,0.60956,0.39293,0.51272,0.27686,0.09585,0.5842,2.43545,1.88837,0.30893,7.01383,6.96445,13.67976,25.34583,4.09751,1.06887,0.14245,0.07221,0.15239,0.90593,0.99978
"50","2022_Q3",343.5040625,"Up",2352630000,-908162000,1444468000,-478510000,-213479000,-265031000,965958000,-39053000,-37852000,-1201000,926905000,926905000,-209388000,717517000,717517000,717444000,717444000,2810461000,1657057000,1153404000,1728376000,1728376000,1829412000,333226000,333226000,6701475000,717178000,4261584000,1104991000,2042794000,662854000,450945000,4978762000,11680237000,379875000,379875000,2376223000,2068973000,2776098000,3424106000,1433277000,753589000,4857383000,7633481000,2181025000,1943981000,-76479000,4048527000,4046756000,11680237000,717517000,85545000,90597000,-82861000,810798000,-64901000,-41363000,-106264000,-159129000,-392962000,-429874000,-5755000,-557846000,146688000,146688000,805000,147493000,1051503000,3444106000,1113129000,0.61398,0.41059,0.30495,0.17729,0.06142,1.55152,2.41399,1.88632,0.29487,4.7098,4.67664,15.4443,26.57735,7.30735,1.04463,0.09822,0.12473,0.2218,0.60261,0.65598
