"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","total_realized_investment_gains","other_realized_investment_gains","other_income","total_claims_losses","claims_losses","underwriting_expense_acquisition_cost","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","total_investments","fixed_income_trading_afs_short_term_inv","other_investments","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","property_plant_equipment_net","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","reserve_for_outstanding_claims_losses","premium_reserve_unearned","other_short_term_liabilities","long_term_debt","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","net_change_in_investments","increase_in_investments","decrease_in_investments","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",27.5161904761905,"Up",5.935e+09,5723400000,119300000,92300000,-20700000,40900000,26200000,-4398200000,-4398200000,-1.215e+09,-2.8e+07,293800000,-35300000,-35300000,258500000,258500000,-5.3e+07,205500000,205500000,198700000,198700000,23521200000,19793100000,860100000,143400000,4743600000,1.115e+09,675400000,3422200000,33620800000,19020600000,11228200000,7792400000,2879100000,3153900000,25053600000,1865500000,580800000,1284700000,5183100000,1046100000,8094700000,8567200000,33620800000,205500000,5.2e+07,9200000,-51900000,61100000,437800000,704500000,-51800000,1200000,-1021800000,-2951600000,1929800000,-61600000,-1135200000,0,489400000,489400000,-51500000,-51500000,439200000,8500000,8500000,8700000,345800000,3153900000,784800000,0.0495,0.03348,0.02319,0.00591,3.94967,2.92436,0.09381,0.3417,0.33989,10.20636,13.92038,1.34961,0,0.00646,0.02553,0,8.7059,10.24677
"28","2017_Q1",32.1562903225806,"Up",6129600000,5871400000,126200000,1.32e+08,22100000,47100000,25600000,-4.325e+09,-4.325e+09,-1.199e+09,-3.1e+07,574600000,-37100000,-37100000,537500000,537500000,-139400000,398100000,398100000,383200000,383200000,23482600000,19816700000,853500000,211500000,4509200000,1177100000,651200000,3395900000,33427500000,18836300000,1.1368e+10,7468300000,3002200000,3148200000,24986700000,1883300000,579900000,1303400000,5140400000,933400000,7957100000,8440800000,33427500000,398100000,58300000,86600000,65500000,21100000,-86100000,456900000,-51200000,1700000,-131500000,-4313100000,4181600000,-157500000,-340200000,0,-6300000,-6300000,-28900000,-28900000,-3.4e+07,82700000,82700000,82700000,632900000,3148200000,6.35e+08,0.09374,0.06252,0.0454,0.01146,1.6571,2.96023,0.09418,0.66103,0.65527,10.57375,13.72624,1.09539,0,0.01259,0.02087,0,4.64007,5.11086
"29","2017_Q2",35.1979365079365,"Up",6321700000,6026700000,129200000,165800000,51900000,52900000,28700000,-4263400000,-4263400000,-1348500000,-31500000,678300000,-36800000,-36800000,641500000,641500000,-211200000,430300000,430300000,424300000,424300000,2.4303e+10,20515100000,809800000,214500000,4850700000,1.166e+09,679500000,3596800000,34810500000,19573900000,11628900000,7.945e+09,3107800000,3111700000,25793400000,1.912e+09,580900000,1331100000,5543400000,1067500000,8522900000,9017100000,34810500000,430300000,56500000,214900000,212700000,2200000,402700000,1104400000,-23800000,11200000,-585900000,-3256400000,2670500000,-52900000,-662600000,-395400000,-6200000,-6200000,-20900000,-21400000,-453200000,-11400000,-11400000,-11400000,734800000,3111700000,1324900000,0.1073,0.06712,0.04706,0.01219,3.12255,2.8605,0.08939,0.73117,0.72741,10.89385,14.68706,2.28313,0.68137,0.02586,0.04179,0.93189,3.94284,4.27127
"30","2017_Q3",39.6371428571429,"Up",6605700000,6313300000,138800000,153600000,32100000,45900000,32700000,-4614900000,-4614900000,-1359200000,-33600000,5.98e+08,-43400000,-43400000,554600000,554600000,-181900000,372700000,372700000,367600000,367600000,25978400000,22117800000,783100000,1.61e+08,5091300000,1152100000,727200000,3579800000,36689800000,20468100000,12060400000,8407700000,3.345e+09,3383400000,27196500000,1.932e+09,5.81e+08,1.351e+09,5908800000,1150700000,8991500000,9493300000,36689800000,372700000,58500000,-262200000,-2.77e+08,14800000,749200000,918200000,-36900000,1300000,-1.497e+09,-3636400000,2139400000,294100000,-1239800000,0,834800000,834800000,-2700000,-2700000,268400000,-53200000,-53200000,-53200000,656500000,3383400000,1550700000,0.09053,0.05565,0.03872,0.01002,4.21844,2.86481,0.09222,0.63325,0.62967,11.37933,15.48923,2.67132,0,0.01102,0.04651,0,4.90845,5.38863
"31","2017_Q4",43.8426984126984,"Up",6791800000,6.544e+09,142900000,104900000,-24700000,18300000,33300000,-5050500000,-5050500000,-1417800000,-34700000,288800000,-37400000,-37400000,251400000,251400000,-36600000,214800000,214800000,2.24e+08,2.24e+08,26994700000,22971500000,813700000,224900000,5519900000,1129400000,782600000,4281100000,38932600000,22358600000,13353300000,9005300000,3474200000,3312200000,2.9145e+10,1946700000,581600000,1365100000,6116500000,1226200000,9289400000,9787600000,38932600000,214800000,59900000,2.6e+07,-46900000,72900000,899800000,1200500000,-35200000,1300000,-912900000,-2.886e+09,1973100000,-48800000,-996900000,0,-30300000,-30300000,-3.8e+07,-3.8e+07,-109500000,94100000,94100000,94500000,348700000,3312200000,1249900000,0.04252,0.03298,0.02289,0.00575,5.57991,2.97775,0.08508,0.38534,0.38251,11.68381,15.98039,2.15018,0,0.00632,0.03525,0,8.85374,10.6901
"32","2018_Q1",49.0640983606557,"Up",7119800000,6845900000,152200000,121700000,-9700000,-3e+06,31100000,-4879200000,-4879200000,-1480100000,-33599999.9999999,726900000,-35500000,-35500000,691400000,691400000,-111100000,580300000,580300000,576300000,576300000,27274700000,23071100000,803800000,2.65e+08,5422500000,1119600000,780500000,3838900000,38701200000,21990400000,13086900000,8903500000,3.616e+09,3306300000,28912700000,1970900000,581700000,1389200000,6031700000,1282200000,9284800000,9788500000,38701200000,580300000,61200000,-11100000,-61400000,50300000,-96700000.0000001,533700000,-44500000,1500000,-218800000,-5064600000,4845800000,-244100000,-507400000,-5.96046447753906e-08,-6200000.00000012,-6200000.00000012,-399999.99999997,-399999.999999993,-6600000,19700000,19700000,1.9e+07,788100000,3306300000,7.58e+08,0.1021,0.08094,0.05888,0.01489,1.31529,2.95374,0.08543,0.99174,0.97661,12.25228,15.97797,1.30442,-5.55111512312578e-17,0.01643,0.0216,0,3.85903,4.18393
"33","2018_Q2",52.9675,"Up",7430100000,7.174e+09,166300000,89800000,-48200000,-48200000,34200000,-4870800000,-4870800000,-1576400000,-35300000,947600000,-36800000,-36800000,910800000,910800000,-1.81e+08,729800000,729800000,7.18e+08,716800000,29251600000,25472500000,745900000,190100000,6043800000,1.112e+09,842300000,3891100000,41330900000,23166800000,1.3329e+10,9837800000,3467500000,3859200000,30493500000,1.984e+09,582400000,1401600000,8017900000,-172600000,10323200000,10837400000,41330900000,729800000,58900000,262900000,181100000,81800000,695500000,1747100000,-34300000,1500000,-2235700000,-5602900000,3367200000,89400000,-2180600000,-654900000,552400000,552400000,457300000,-37200000,354800000,-78700000,-78700000,-78700000,1006500000,3859200000,1848700000,0.12754,0.09647,0.06614,0.01734,2.5791,2.81373,0.09337,1.23162,1.22404,12.76649,16.88883,3.17646,1.12526,0.03623,0.04883,0.91364,3.6454,3.87199
"34","2018_Q3",55.6598412698413,"Up",8.018e+09,7634200000,192100000,191700000,32800000,43900000,42900000,-5375300000,-5375300000,-1677700000,-43200000,921800000,-41700000,-41700000,880100000,880100000,-178900000,701200000,701200000,704200000,697500000,30921200000,27020400000,758600000,154800000,6230200000,1116400000,895700000,4045200000,43363500000,24316700000,14070800000,10245900000,3968300000,3859500000,32144500000,2008400000,582500000,1425900000,8720400000,-221900000,11000800000,1.1219e+10,43363500000,701200000,63700000,-182100000,-179100000,-3e+06,1153400000,1736200000,-6.1e+07,5200000,-1697200000,-5313500000,3616300000,278500000,-1479700000,0,0,0,-295400000,-298100000,-295400000,-38900000,-38900000,-38900000,985500000,3859500000,2256800000,0.11497,0.08699,0.06217,0.01608,3.23556,2.86518,0.089,1.19845,1.19068,13.77663,18.05309,3.87766,-4.44089209850063e-16,0.01771,0.05729,2.22044604925031e-16,3.75921,4.01898
"35","2018_Q4",57.5660317460317,"Up",8495800000,7930500000,218100000,347200000,182100000,204200000,42500000,10246100000,10246100000,-1758600000,-15810800000,1172500000,-4.2e+07,-4.2e+07,1130500000,1130500000,-200300000,930200000,930200000,928400000,921700000,32350600000,28452400000,840900000,121900000,6776600000,1139300000,962700000,4192600000,45543700000,2.563e+10,14620800000,11009200000,3977600000,3859900000,33467500000,2026500000,583100000,1443400000,9602100000,-263700000,11858800000,12076200000,45543700000,930200000,69200000,-131400000,2.3e+07,-154400000,850200000,1718200000,-61400000,1400000,-1281100000,-3749100000,2.468e+09,-356900000,-1699400000,-13500000,0,0,-40300000,-40300000,-53800000,-3.5e+07,-3.5e+07,-3.5e+07,1241700000,3859900000,2230800000,0.13801,0.10849,0.07632,0.02024,2.42031,2.77136,0.08475,1.58177,1.57126,14.58006,19.50386,3.82839,0.02317,0.0225,0.05367,0.01465,3.01039,3.18806
"36","2019_Q1",60.8329508196721,"Up",8035100000,8194600000,2.44e+08,-403500000,-572200000,-537100000,38900000,-2.1721e+10,-2.1721e+10,-1756800000,15730900000,288200000,-4.6e+07,-4.6e+07,242200000,242200000,17600000,259800000,259800000,264700000,257900000,33567400000,29907400000,1033900000,69500000,6497100000,1131700000,951600000,4357700000,4.6575e+10,26087300000,15400800000,10686500000,5046500000,4404900000,35538700000,2062200000,583200000,1.479e+09,8386600000,-120900000,10821800000,11036300000,4.6575e+10,259800000,70600000,383300000,-183700000,5.67e+08,369600000,1083300000,-99900000,1300000,-1.576e+09,-6176200000,4600200000,700000.00000006,-1675200000,-1.19209289550781e-07,544500000,544500000,-3e+05,-300000.00000003,544200000,-47700000,-47700000,-47700000,358800000,4404900000,610900000,0.03587,0.0321,0.02337,0.00554,2.36875,3.22016,0.09458,0.44244,0.43801,13.7847,17.71813,1.04804,-2.42861286636753e-17,0.00621,0.01471,3.46944695195361e-18,12.08305,15.04303
"37","2019_Q2",69.5785714285714,"Up",9.3e+09,8459800000,252900000,587300000,414500000,438800000,42600000,-5.759e+09,-5.759e+09,-1881800000,-44300000,1614900000,-47400000,-47400000,1567500000,1567500000,-484700000,1082800000,1082800000,1078400000,1071700000,34512500000,30406600000,1095400000,1.58e+08,7189800000,1127300000,999100000,4863600000,48850300000,27480200000,15876600000,11603600000,4632800000,4405400000,36518400000,2080600000,5.84e+08,1496600000,9358100000,178100000,12110700000,12331900000,48850300000,1082800000,70500000,75200000,465200000,-3.9e+08,6.4e+08,1868500000,-69600000,6200000,-125400000,-4804700000,4679300000,-82400000,-277400000,-1481300000,0,0,-26100000,-26100000,-1507400000,83700000,83700000,83700000,1685400000,4405400000,2740500000,0.17365,0.11524,0.0869,0.02194,2.55715,2.9613,0.09018,1.83668,1.82697,15.9383,19.90883,4.69666,2.53865,0.05774,0.06198,1.3822,2.52011,2.63013
"38","2019_Q3",70.84265625,"Up",9450700000,8824700000,261300000,364700000,179900000,179900000,5e+07,-6138100000,-6138100000,-1970100000,-51499999.9999962,1.291e+09,-47400000,-47400000,1243600000,1243600000,-264600000,9.79e+08,9.79e+08,979400000,972700000,36814600000,32549100000,1.13e+09,91900000,7167100000,1174900000,1047400000,5028300000,51324200000,28365300000,16568600000,11796700000,5.002e+09,4.406e+09,37773300000,2107400000,584100000,1523300000,10276400000,453100000,13330800000,13550900000,51324200000,9.79e+08,8e+07,-465900000,-307800000,-158100000,913100000,1506200000,-1.09e+08,18400000,-1772700000,12736100000,-14508800000,3.8e+08,-1501700000,-58400000,5.96046447753906e-08,5.96046447753906e-08,-11900000,-13500000,-70300000,-65800000,-65800000,-65800000,1.371e+09,4.406e+09,2439700000,0.1366,0.10292,0.07178,0.01895,2.50817,2.78751,0.08585,1.66701,1.65763,16.19657,21.99983,4.18115,0.10009,0.02226,0.05267,0.0600400000000001,3.14668,3.34167
"39","2019_Q4",65.006875,"Down",9530500000,9012200000,2.63e+08,255300000,65400000,103500000,51500000,-6426300000,-6426300000,-1991800000,-54600000,1057800000,-47500000,-47500000,1010300000,1010300000,-166700000,843600000,843600000,841700000,8.35e+08,38573699999,34280099999,4293600000,45900000,7687200000,1214200000,1093700000,5393400000,54008099999,29896500000,1.737e+10,12526500000,5358900000,4406500000,39661900000,2123700000,584600000,1539100000,10995200000,510500000,14123300000,14346200000,54008100000,843600000,72200000,-10700000,22300000,-3.3e+07,853600000,1758700000,-62700000,15300000,-1594200000,-3.519e+09,1924800000,-1.7e+07,-1673900000,-71800000,0,0,-59700000,-59700000,-131500000,-46700000,-46700000,-46700000,1.13e+09,4406500000,2087600000,0.11099,0.08761,0.0582,0.01546,2.50012,2.76463,0.08159,1.42955,1.41886,16.31656,23.33402,3.57405,0.12292,0.01864,0.04291,0.08599,3.85894,4.12233
"40","2020_Q1",71.6477419354839,"Up",10741100000,9895700000,264800000,580600000,369400000,370300000,50900000,-7147100000,-7147100000,-2154600000,-53100000,1386300000,-47400000,-47400000,1338900000,1338900000,-264300000,1074600000,1074600000,1070800000,1.064e+09,39254300000,34909100000,4345200000,226200000,7507300000,1213700000,1056500000,5652500000,54910500000,30494200000,18105400000,12388800000,6110400000,4407100000,41011700000,2.158e+09,584600000,1573400000,10679600000,341700000,13673200000,13898800000,54910500000,1074600000,83400000,-266100001,47499999.9999999,-313600001,236300000,1128199999,294600000,13400000,-664800000,14050200000,-1.4715e+10,-515100000,-885300000,-58500000,0,0,-3200000.00000001,-3200000,-61700000,181199999,181199999,181199999,1469700000,4407100000,2264900000,0.12906,0.09906,0.07655,0.01938,2.12867,2.95074,0.08026,1.82161,1.81292,18.38915,22.56343,3.87759,0.10015,0.023,0.04641,0.0549799999999999,2.84473,3.01587
"41","2020_Q2",72.758253968254,"Up",9323400000,9430700000,241200000,-348500000,-553600000,-553600000,51600000,-6155200000,-6155200000,-2192700000,-52800000,922700000,-4.8e+07,-4.8e+07,874700000,874700000,-175600000,699100000,699100000,692700000,6.86e+08,40342300000,36800800000,3541500000,369500000,7568300000,1215100000,1095800000,5675400000,56266400000,30947600000,18306500000,12641100000,5347700000,5.394e+09,41689300000,2187200000,585300000,1601900000,11266200000,404200000,14351500000,14577100000,56266400000,699100000,77100000,724599999,128699999,595900000,1.25e+08,1625799999,-58900000,3500000,-1.581e+09,-10439600000,8858600000,586100000,-1053800000,-1388800000,986300000,986300000,-26500000,-26500000,-4.29e+08,142999999,142999999,142999999,999800000,5.394e+09,1241500000,0.09897,0.07358,0.04706,0.01219,1.80977,2.85992,0.09587,1.17325,1.16885,15.94561,23.70036,2.12331,2.37524,0.04075,0.02438,2.02449,5.02551,5.44543
"42","2020_Q3",83.88,"Up",10971700000,9648600000,243800000,1079300000,890800000,890800000,5.9e+07,-6354800000,-6354800000,-2234400000,-57300000,2325200000,-56400000,-56400000,2268800000,2268800000,-478400000,1790400000,1790400000,1796800000,1790100000,43777900000,39426900000,4.351e+09,1.08e+08,7557400000,1189800000,1154800000,5633500000,59421400000,31567600000,1.8512e+10,13055600000,5788500000,5394700000,42750800000,2199900000,585400000,1614500000,13001800000,9.75e+08,16670600000,16670600000,59421400000,1790400000,81800000,-381699999,461900001,-843600000,762300000,2252800001,-47000000.0000001,1300000,1032899999,-7964100000,8996999999,-3203200000,-2217300001,-58500000,-2.38418579101562e-07,-2.38418579101562e-07,-238300000,-245600000,-296800000,-261300000,-261300000,-261300000,2.407e+09,5394700000,3600700000,0.21193,0.16316,0.10738,0.03013,2.01145,2.56444,0.09079,3.06052,3.04802,18.75825,27.65721,6.1561,0.10002,0.03447,0.06714,0.0326800000000005,2.19639,2.27365
"43","2020_Q4",88.3815625,"Up",10947200000,9973500000,230500000,743200000,532600000,532600000,58800000,-5679700000,-5679700000,-3228500000,-59100000,1979900000,-56400000,-56400000,1923500000,1923500000,-392700000,1530800000,1530800000,1530800000,1524100000,45764300000,40981300000,4.783e+09,90100000,8574299999,1181600000,1.265e+09,6030700000,62905999999,33788500000,19589200000,14199300000,5634900000,5395400000,44818800000,2.215e+09,585600000,1629400000,14427700000,950600000,18087200000,18087200000,6.2906e+10,1530800000,85100000,-1151700000,-668700000,-4.83e+08,1015500000,1479700000,-5.7e+07,8700000,-4397799999,37212800000,-41610599999,3074400000,-1380399999,-71900000,0,0,-45400000,-45400000,-117300000,-17999999,-17999999,-17999999,2.065e+09,5395400000,3416200000,0.18086,0.13922,0.08426,0.02423,2.24145,2.47793,0.08577,2.60485,2.58805,18.70996,30.06888,5.83866,0.12288,0.02787,0.05965,0.04718,2.56915,2.67958
"44","2021_Q1",88.7959016393443,"Up",11415800000,10208800000,221100000,985900000,760200000,760200000,5.7e+07,-6932100000,-6932100000,-2.265e+09,-56300000,2162400000,-56200000,-56200000,2106200000,2106200000,-421900000,1684300000,1684300000,1684300000,1677500000,47530300000,42029400000,5500900000,76500000,8160100000,1.106e+09,1237200000,5988200000,64098300000,33703300000,20265800000,13437500000,7960300000,5396100000,47059700000,2258100000,585200000,1672900000,13354900000,931700000,17038600000,17038600000,64098300000,1684300000,87800000,-641500000,5.5e+07,-696500000,416699999,1547299999,184800000,8400000,2858800000,4031900000,-1173100000,-4509800000,-1466200000,-58600000.0000001,2.98023223876953e-08,2.98023223876953e-08,-37100000,-37100000,-95699999.9999999,-14600001,-14600001,-14600001.0000001,2250200000,5396100000,3273599999,0.18942,0.14695,0.09845,0.02617,1.95148,2.76195,0.08418,2.86801,2.85629,19.51752,28.28637,5.59685,0.10019,0.03093,0.05831,0.0349300000000001,2.36406,2.46004
"45","2021_Q2",97.0034920634921,"Up",11445200000,10420200000,220200000,804800000,585300000,585300000,53800000,-7110500000,-7110500000,-2355500000,-54900000,1924300000,-56400000,-56400000,1867900000,1867900000,-387900000,1.48e+09,1.48e+09,1.48e+09,1473300000,47400600000,41334900000,6065700000,122900000,9218800000,1077400000,1309100000,6284500000,65413300000,36109600000,21063700000,15045900000,6070400000,5396800000,47576800000,2270700000,585200000,1685500000,14679600000,392300000,17836500000,17836500000,65413300000,1.48e+09,77100000,-255100000,283800000,-538900000,1312500000,2614500000,7500000,7500000,-3079200000,5393600000,-8472800000,3296600000,224900000,-2707900000,0,0,-84800000,-84800000,-2792700000,46700000,46700000,46700000,2001400000,5396800000,3709300000,0.16813,0.12873,0.0826,0.02252,2.51768,2.66738,0.0825,2.51889,2.51031,19.56779,29.65054,6.34177,4.62968,0.07046,0.06251,1.83798,2.63511,2.74068
"46","2021_Q3",93.56046875,"Down",11905500000,10982300000,210700000,712500000,461800000,464300000,74500000,-8406400000,-8406400000,-2369300000,-74200000,1055600000,-56400000,-56400000,999200000,999200000,-209100000,790100000,790100000,790100000,783400000,50942800000,44741600000,6201200000,99500000,9436200000,1086400000,1360600000,6898800000,69824300000,39451500000,23895600000,15555900000,6299700000,5397500000,51148700000,2297500000,585200000,1712300000,1.5401e+10,483200000,18675600000,18675600000,69824300000,790100000,80800000,-767699999,-364800000,-402899999,2220700000,2323900001,4e+06,4e+06,-2616800001,3376699999,-5993500000,369399999.999998,-2243400001,-58500000,0,0,-10600000,-10600000,-89100000,-8600000,-8600000,-8599999.99999999,1136400000,5397500000,3570200000,0.08866,0.0658,0.04195,0.01122,4.55731,2.7388,0.0773,1.33937,1.33481,20.35476,31.08514,6.10395,0.10002,0.01325,0.0562,0.0746699999999998,4.66209,5.01895
"47","2021_Q4",94.0384375,"Up",11859199999,11364800000,208900000,285499999,36800000,3.8e+07,73800000,-9250700000,-9250700000,-2335900000,-79400000,193199999,-54200000,-54200000,138999999,138999999,-20500000,118499999,118499999,118499999,111799999,52287400000,46134400000,6.153e+09,270600000,10246700000,1.161e+09,1430700000,7221700000,72618100000,42597700000,25926300000,16671400000,6564100000,4898200000,5.406e+10,2320900000,5.85e+08,1735900000,1.539e+10,353300000,18558100000,18558100000,72618100000,118500000,89100000,-55400001,-75200000,19799999,2.219e+09,2371199999,51600000,51600000,-2114499999,3095900001,-5210400000,506300000,-1556599999,-71900000,-5e+08,-5e+08,-71800000,-71800000,-643700000,170900000,170900000,170900000,282299999,4898200000,2573399999,0.01629,0.00943,0.00602,0.00154,23.01789,2.91301,0.06745,0.19121,0.19121,20.28254,30.89482,4.40123,0.12297,0.00278,0.03896,0.64311,16.39249,23.95238
"48","2022_Q1",107.968548387097,"Up",12492100001,11601400000,221100000,669600001,425300000,426600000,69300000,-8.86e+09,-8.86e+09,-2306800000,-69800000,1255500001,-51600000,-51600000,1203900001,1203900001,-241600000,962300001,962300001,962300001,955500001,51514100000,44815700000,6698400000,187100000,9399500000,1137300000,1355600000,7538700000,71132300000,41779900000,26164100000,15615800000,6.222e+09,4898800000,52900700000,2357300000,584400000,1772900000,15339700000,40700000,18231600000,18231600000,71132300000,962300000,90400000,-289600000,70200000,-359800000,-3.11e+08,452100000,3100000,3100000,835100000,7322100000,-6.487e+09,-382900000,455300000,-9.35e+08,-2e+07,-2e+07,-55800000,-55800000,-990800000,-83400000,-83400000,-83400000,1345900001,4898800000,1279600001,0.1005,0.07649,0.05241,0.01343,1.33919,2.90159,0.06887,1.63417,1.63417,21.36497,30.33641,2.18847,1.59911,0.02912,0.01971,0.97855,3.50078,3.75285
"49","2022_Q2",113.285806451613,"Up",11841500000,11802900000,242200000,-203600000,-445300000,-443100000,67700000,-8858400000,-8858400000,-2469700000,-68900000,444500000,-54300000,-54300000,390200000,390200000,-76300000,313900000,313900000,313900000,307200000,53186400000,46846300000,6340100000,272700000,1.0519e+10,1104400000,1407700000,7439400000,73929600000,43745600000,26754200000,16991400000,6747200000,6385600000,56878400000,2373500000,584900000,1788600000,15569600000,-1385800000,17051200000,17051200000,73929600000,313900000,85700000,569100000,76200000,492900000,1533600000,2502300000,6500000,6500000,-4460200000,5815600000,-10275800000,651200000,-3802500000,-71900000,1.486e+09,1.486e+09,-28700000,-28700000,1385400000,85200000,85200000,85200000,530200000,6385600000,2146600000,0.03754,0.02594,0.01802,0.00416,6.98763,3.33574,0.08637,0.52576,0.52396,20.26613,28.33698,3.6738,0.12305,0.00564,0.03195,0.23405,11.52942,13.75231
"50","2022_Q3",118.388,"Up",11519200000,12147900000,292400000,-921100000,-1177700000,-1175600000,80100000,-9421100000,-9421100000,-2364800000,-81400000,-348100000,-6.3e+07,-6.3e+07,-411100000,-635900000,9.3e+07,-542900000,-542900000,-542900000,-549600000,61975680013.1527,58530443862.1116,3445272022.78421,1013326758.45044,17641001865.3668,1168994542.97467,1888358421.74431,6459493024.35424,90146854626.0432,55889396879.7613,29971328840.8728,25918068038.8885,9659621687.63879,10319497155.1863,75868515722.5863,2332585267.8695,588099265.49608,1744486002.37342,16387951420.0163,-4936231949.85596,14278204740.1221,14278338903.4674,90146854626.0537,-542900000,8.4e+07,976400000,-453400000,1429800000,872100000,1389600000,5100000,5100000,1.955e+09,3602400000,-1647400000,-3337200000,-1377100000,-58500000,0,0,-8e+05,-8e+05,-59300000,-46800000,-46800000,-46800000,-264100000,0,520100000,-0.03022,-0.04771,-0.274675068718544,-0.0726991708682459,-0.946319999999999,4.89802678521708,0.123882340210047,-0.94061,-0.9374,19.71453,23.6665464131453,0.89012,0.10012,-0.154998651444321,0.110475368588589,-0.10644,91.2143544486692,131.492545159907
