"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"34","2019_Q1",11.0880327868852,"Down",268921000,-172945000,95976000,-150885000,-150885000,-54909000,-1613000,-1613000,-56522000,-56522000,-354000,-56876000,-56876000,-56876000,-56876000,11565000,11565000,318272000,36466000,6299000,30167000,366303000,93689000,15525000,9693000,5832000,109214000,475517000,82677000,73412000,9265000,159447000,155247000,242124000,20995000,20203000,85995000,328119000,213776000,76835000,147398000,147398000,475517000,-56876000,4383000,4314000,31022000,-17157000,-3681000,-3363000,-790000,21980000,1460000,1460000,-266000,-50526000,6.5e+07,-22831000,0.35689,-0.20418,-0.2115,-0.38587,-0.11961,0.40142,1.51287,2.22607,0.13669,-1.98673,-2.03296,9.39364,5.14874,-0.79751,-0.24369,-0.09782,-1.05757,-0.973160000000001
"35","2019_Q2",11.264126984127,"Up",266220000,-172609000,93611000,-97032000,-97032000,-3421000,-1290000,-1290000,-4711000,-4711000,-213000,-4924000,-4924000,-4924000,-4924000,17090000,17090000,299886000,40488000,9255000,31233000,357464000,92049000,126893000,9693000,117200000,218942000,576406000,63518000,55943000,7575000,200581000,194740000,264099000,101991000,101163000,168991000,433090000,214830000,71911000,143316000,143316000,576406000,-4924000,4312000,1086000,6003000,6477000,-3247000,-3230000,-727000,1273000,4520000,4520000,5525000,891000,6.7e+07,3860000,0.35163,-0.01285,-0.0185,-0.03436,-0.00854,-0.78392,1.35352,3.02192,0.11624,-0.17189,-0.17189,9.29344,5.003,0.13475,-0.01577,0.01236,56.01571,-14.5893
"36","2019_Q3",9.80578125,"Down",288567000,-186080000,102487000,-103864000,-103864000,-1377000,-1068000,-1068000,-2445000,-2445000,-411000,-2856000,-2856000,-2856000,-2856000,12727000,12727000,303700000,39949000,9142000,30807000,356376000,93074000,128860000,9693000,119167000,221934000,578310000,76876000,67826000,9050000,97792000,92954000,243143000,104269000,103406000,193769000,436912000,216189000,69055000,141398000,141398000,578310000,-2856000,4287000,1379000,-23379000,-20569000,-5660000,-5613000,-347000,22153000,-4029000,-4029000,-4363000,2910000,157975000,-25718000,0.35516,-0.00477,-0.0099,-0.0201999999999999,-0.00494,9.0049,1.46571,3.08994,0.27317,-0.0995399999999999,-0.0995400000000001,10.0574,4.92813,-0.89635,-0.00708000000000002,-0.06371,49.9134,-105.48148
"37","2019_Q4",9.35078125,"Down",263961000,-168287000,95674000,-93496000,-93496000,2178000,-907000,-907000,1271000,1271000,-226000,1045000,1045000,1045000,1045000,5605000,5605000,306881000,40030000,9170000,30860000,352516000,94052000,126781000,9693000,117088000,220833000,573349000,70070000,59200000,10870000,99126000,94220000,237671000,102646000,101748000,192146000,429817000,217395000,70100000,143532000,143532000,573349000,1045000,4304000,1702000,-10034000,-2983000,-4616000,-4261000,-30000,-30000,-7274000,-7274000,-7122000,6482000,157975000,-7942000,0.36246,0.00825,0.00396,0.00728,0.00182,-7.6,1.48321,2.99457,0.27553,0.0364,0.0364,9.19565,5.00024,-0.27668,0.00259,-0.01965,23.50663,69.95868
"38","2020_Q1",7.83306451612903,"Down",273854000,-161940000,111914000,-92578000,-92578000,19336000,-499000,-499000,18837000,18837000,-2439000,16398000,16398000,16398000,16398000,8993000,8993000,286369000,63751000,8288000,55463000,359113000,98733000,138163000,9693000,128470000,236896000,596009000,78794000,59827000,18967000,91841000,91841000,238106000,114653000,114227000,196653000,434759000,218646000,86498000,161250000,161250000,596009000,16398000,4562000,3125000,-6681000,17404000,-6383000,-6380000,473000,-7515000,3509000,3509000,3388000,23898000,149471000,13273000,0.40866,0.07061,0.05988,0.10169,0.02751,0.809430000000004,1.50821,2.69618,0.25079,0.5711,0.56294,9.53763,5.61592,0.46226,0.03855,0.0312,5.87823,7.2651
"39","2020_Q2",8.47952380952381,"Up",267374000,-162402000,104972000,-96207000,-96207000,8765000,-883000,-883000,7882000,7882000,4353000,12235000,12235000,12235000,12235000,22424000,22424000,269636000,62677000,6053000,54652000,354737000,98471000,136611000,9693000,126918000,235082000,589819000,78571000,68634000,9937000,92717000,88060000,238754000,113731000,112927000,177731000,416485000,218766000,98733000,173334000,173334000,589819000,12235000,4493000,207000,19030000,35965000,-4480000,-4174000,162152.278075956,-18316000,13475000,13475000,13431000,13258000,131466000,23455000,0.3926,0.03278,0.04576,0.07059,0.02074,1.91704,1.48578,2.40279,0.22289,0.42573,0.42405,9.30352,6.03132,0.81614,0.02923,0.05604,8.22462,12.44062
"40","2020_Q3",21.35984375,"Up",230284000,-141993000,88291000,-82288000,-82288000,6003000,-1141000,-1141000,4862000,4862000,-2223000,2639000,2639000,2639000,2639000,126737000,126737000,248722000,53874000,8544000,45330000,429333000,96864000,138283000,9693000,128590000,235147000,664480000,80022000,68516000,11506000,125952000,116230000,268760000,117760000,116839000,218760000,487520000,219648000,101372000,176960000,176960000,664480000,2639000,4441000,2001000,60621000,69702000,-2732000,-2089000,-199000,36679000,104292000,104292000,104313000,10444000,163786000,70556000,0.3834,0.02607,0.01146,0.01491,0.00397,26.73588,1.59746,2.75497,0.24649,0.09159,0.09124,7.99236,6.14167,2.44876,0.00576,0.15388,3.5474,6.17175
"41","2020_Q4",27.81609375,"Up",295833000,-179307000,116526000,-93374000,-93374000,23152000,-685000,-685000,22467000,22467000,-6964000,15503000,15503000,15503000,15503000,199347000,199347000,237440000,43906000,7940000,35966000,480693000,94202000,132132000,9693000,122439000,226334000,707027000,104466000,90194000,14272000,129379000,123382000,298596000,113445000,112472000,214445000,513041000,220999000,116875000,193986000,193986000,707027000,15503000,4393000,3549000,51650000,75095000,-2610000,-2610000,206000,131000,72616000,72616000,72610000,27545000,165751000,83549000,0.39389,0.07826,0.0524,0.07992,0.02193,5.38921,1.60984,2.64473,0.23443,0.53735,0.52647,10.25382,6.72372,2.89588,0.03276,0.17657,-1.21968,-1.45111
"42","2021_Q1",27.7050819672131,"Down",304211000,-186288000,117923000,-99561000,-99561000,18362000,67000,67000,18429000,18429000,12621000,31050000,31050000,31050000,31050000,169941000,169941000,244409000,23802000,9370000,14432000,438152000,97557000,138639000,9693000,117335000,236196000,674348000,85890000,70543000,15347000,156365000,150572000,242255000,103487000,103487000,204487000,446742000,222658000,147925000,227606000,227606000,674348000,31050000,4318000,-12152000,-46932000,-23716000,-6006000,-5989000,434000,284000,-29421000,-29421000,-29406000,22680000,1.01e+08,-42879000,0.38764,0.06036,0.10207,0.13642,0.04604,-1.38097,1.80864,1.96279,0.14977,1.07376,1.04324,10.52014,7.87101,-1.48283,0.07186,-0.09924,-3.03973,-3.75455
"43","2021_Q2",23.5447619047619,"Down",283450000,-167858000,115592000,-102487000,-102487000,13105000,769000,769000,13874000,13874000,-3252000,10622000,10622000,10622000,10622000,208864000,208864000,225404000,20079000,9661000,10418000,454347000,95679000,141279000,9693000,120002000,236958000,691305000,89935000,75103000,14832000,126665000,126665000,253194000,98987000,98987000,199987000,453181000,223929000,158547000,238124000,238124000,691305000,10622000,4664000,750000,28459000,44495000,-4238000,-4238000,41000,-1334000,38923000,38923000,38923000,17769000,137594000,45242000,0.4078,0.04623,0.03747,0.04461,0.01537,4.25927,1.79446,1.90313,0.19904,0.367,0.3595,9.79339,8.22734,1.56314,0.02238,0.09531,-4.01092,-5.43838
"44","2021_Q3",19.7396875,"Down",301384000,-188654000,112730000,-96115000,-96115000,16615000,-499000,-499000,16116000,16116000,-4127000,11989000,11989000,11989000,11989000,112395000,112395000,223907000,20625000,9602000,11023000,356927000,95055000,145926000,9693000,124650000,240981000,597908000,84594000,69367000,15227000,125060000,125060000,245404000,101439000,101439000,101439000,346843000,225317000,170536000,251065000,251065000,597908000,11989000,4618000,2491000,-10259000,8838999.99999999,-3140000,-3140000,-796000,-102168000,-96469000,-96469000,-96469000,21233000,35750000,11961000,0.37404,0.05513,0.03978,0.04775,0.02005,0.99766,1.45445,1.38149,0.05979,0.41423,0.40576,10.41302,8.67446,0.41326,0.03088,0.03081,-3.60971,-4.613
"45","2021_Q4",17.61171875,"Down",282229000,-177028000,105201000,-93165000,-93165000,12036000,-18000,-18000,12018000,12018000,-3239000,8779000,8779000,8779000,8779000,104211000,104211000,224998000,21569000,10173000,11396000,350778000,95586000,153471000,9693000,132195000,249057000,599835000,62296000,53093000,9203000,133055000,128348000,230254000,108678000,108678000,108678000,338932000,226666000,179315000,260903000,260903000,599835000,8779000,4703000,1364000,-17900000,-3054000,-4840000,-4840000,0,-290000,-8184000,-8184000,-8184000,16739000,34903000,-2762000,0.37275,0.04265,0.03111,0.03365,0.01464,-0.31461,1.52344,1.29907,0.05819,0.30187,0.29734,9.70459,8.97129,-0.09497,0.0217,-0.00683,-4.14051,-5.75839
"46","2022_Q1",15.2633870967742,"Down",285281000,-178762000,106519000,-95589000,-95589000,10930000,-148000,-148000,10782000,10782000,-474000,10308000,10308000,10308000,10308000,85189000,85189000,254385000,20254000,9160000,11094000,359828000,96926000,149138000,9693000,128109000,246064000,605892000,73592000,63464000,10128000,158748000,154451000,232340000,101431000,101431000,101431000,333771000,227835000,189623000,272121000,272121000,605892000,10308000,4848000,-4782000,-21984000,-11610000,-7225000,-7154000,65000,-257999.999999985,-19022000,-19022000,-19022000,15778000,-7.45058059692383e-09,-12957000,0.37338,0.03831,0.03613,0.03788,0.01701,-1.25698,1.54871,1.22655,-6.93889390390723e-18,0.35445,0.34913,9.80954,9.35702,-0.44553,0.02759,-0.03469,-5.39923,-7.79405
"47","2022_Q2",12.2109677419355,"Down",279032000,-174953000,104079000,-99025000,-99025000,5054000,15000,15000,5069000,5069000,-1032000,4037000,4037000,4037000,4037000,56071000,56071000,318574000,23342000,10549000,12793000,397987000,99365000,153278000,9693000,132406000,252643000,650630000,98714000,91109000,7605000,167045000,161975000,265759000,108368000,108368000,108368000,374127000,228990000,193660000,276503000,276503000,650630000,4037000,4492000,488000,-32418000,-23401000,-5189000,-5189000,282000,-528000,-29118000,-29118000,-29118000,9546000,0,-27029000,0.373,0.01811,0.01447,0.0146,0.0062,-6.69532,1.49755,1.35307,0,0.13875,0.13708,9.59038,9.50345,-0.92899,0.01049,-0.07023,-5.87377,-11.09438
"48","2022_Q3",8.984375,"Down",298957000,-192207000,106750000,-102087000,-102087000,4663000,-199000,-199000,4464000,4464000,-1728000,2736000,2736000,2736000,2736000,5032000,5032000,358804000,25954000,10959000,14995000,389790000,100148000,151322000,9693000,130160000,251470000,641260000,96996000,88954000,8042000,148943000,143383000,245939000,107052000,107052000,122052000,367991000,230117000,196396000,273269000,273269000,641260000,2736000,4555000,906000,-60778000,-52581000,-6375000,-6375000,-282000,7917000,-51039000,-51039000,-51039000,9218000,1.5e+07,-56207000,0.35707,0.0156,0.00915,0.01001,0.00427,-20.54349,1.58491,1.34663,0.02339,0.09458,0.09413,10.33488,9.44685,-1.94306,0.00692,-0.14218,1.08136,2.13768
