"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_revenue_long_term","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"25","2016_Q2",23.5515625,"Up",749219000,-586296000,162923000,-38904000,-38904000,124019000,-43324000,-43082000,-43082000,-242000,80695000,-928000,79767000,-32313000,47454000,47454000,-9000,47445000,47445000,213505000,213505000,83241000,83241000,28612000,27523000,27523000,352881000,3595037000,3595037000,3657844000,4150369000,1800522000,2349847000,11403250000,11756131000,460398000,446824000,13574000,57413000,517811000,3076342000,6971885000,1704592000,470715000,4796578000,10048227000,10566038000,1258040000,-101545000,28871000,1185366000,4727000,1190093000,11756131000,47454000,35834000,23865000,77609000,184762000,-31544000,10164000,10164000,-41708000,-41708000,-56000,5120000,-26480000,-23324000,573159000,-51499000,3133000,-54632000,-84924000,73358000,73358000,5548000,78906000,159853000,3133755000,238231000,0.21746,0.16553,0.06333,0.03987,0.00404,5.0212,0.68149,8.87833,0.26656,0.2434,0.23958,3.84365,6.08117,1.22217,0.11966,5,0.00627,0.02109,0.4916,18.26835,23.5468
"26","2016_Q3",24.30078125,"Up",751396000,-589407000,161989000,-36849000,-36849000,125140000,-39962000,-39398000,-39398000,-564000,85178000,-52539000,32639000,-16746000,15893000,15893000,-273000,15620000,15620000,171788000,171788000,78791000,78791000,28568000,53455000,53455000,332602000,3588842000,3588842000,3748967000,4205081000,1801645000,2403436000,11542890000,11875492000,411606000,410141000,1465000,90104000,501710000,3113179000,7092783000,1737053000,467364000,4888366000,10205962000,10707672000,1239730000,-106119000,29289000,1162900000,4920000,1167820000,11875492000,15893000,36688000,56638000,-68453000,40766000,-40223000,1258000,1258000,-41481000,-41481000,-52788000,1.86264514923096e-09,-93011000,-25182000,349675000,-21106000,5739000,-26845000,10641000,-41604000,-41604000,-113000,-41717000,161828000,3203283000,69898000,0.21558,0.16654,0.02079,0.01338,0.00132,4.4749,0.66294,9.16894,0.26974,0.0806,0.07933,3.87701,6.00027,0.36066,0.12993,6,0.00356,0.0061,1.61216,18.73282,24.22483
"27","2016_Q4",24.0393650793651,"Down",721468000,-580722000,140746000,-26915000,-26915000,113831000,-39399000,-39508000,-39508000,109000,74432000,532000,74964000,-27423000,47541000,47541000,186000,47727000,47727000,177571000,177571000,74293000,74293000,28526000,64460000,64460000,344850000,3597723000,3597723000,3861604000,4247299000,1801893000,2445406000,11706626000,12051476000,448310000,447313000,997000,89531000,537841000,3181694000,7242243000,1753989000,459162000,5029092000,10423937000,10961778000,1205760000,-142742000,24274000,1087292000,2406000,1089698000,12051476000,47541000,37009000,12411000,36021000,132982000,-46384000,1622000,1622000,-48006000,-48006000,-13265000,0,-59649000,-25159000,58248000,-104357000,7157000,-111514000,-66053000,7280000,7280000,-1497000,5783000,150840000,3271225000,167900000,0.19508,0.15778,0.06615,0.0438,0.00396,3.51792,0.64117,10.05946,0.27144,0.24695,0.24276,3.73305,5.62591,0.86876,0.13018,6,0.00628,0.01447,0.52714,20.50951,27.17761
"28","2017_Q1",27.2622580645161,"Up",809054000,-597862000,211192000,-34040000,-34040000,177152000,-41477000,-40105000,-40105000,-1372000,135675000,3613000.00000001,139288000,-72871000,66417000,66417000,-171000,66246000,66246000,194986000,194986000,98455000,98455000,26431000,34524000,34524000,354396000,3604522000,3604522000,1407465000,6671766000,1799081000,4872685000,11683753000,12038149000,447896000,439936000,7960000,89974000,537870000,3196616000,7208416000,1731417000,454638000,5022361000,10405032000,10942902000,1179608000,-103387000,16492000,1092713000,2534000,1095247000,12038149000,66417000,37702000,79572000,-53166000,130525000,-23482000,38769000,38769000,-62251000,-62251000,-6750000.00000001,-11653000,-41885000,-24753000,-887344000,-33304000,1633000,-34937000,-69118000,19522000,19522000,-2081000,17441000,214854000,3286590000,211077000,0.26104,0.21896,0.08188,0.06048,0.0055,3.18626,0.65889,9.99126,0.27301,0.34803,0.34388,4.25042,5.74064,1.10891,0.13004,7,0.00785,0.01821,0.37365,14.38932,17.4517
"29","2017_Q2",28.9885714285714,"Up",777710000,-600471000,177239000,-42283000,-42283000,134956000,-41365000,-40636000,-40636000,-729000,93591000,4935000,98526000,76223000,174749000,174749000,-47000,174702000,174702000,238254000,238254000,86946000,86946000,27375000,38182000,38182000,390757000,3593078000,3593078000,4022680000,4252651000,1805590000,2447061000,11868409000,12259166000,549384000,477002000,72382000,63606000,612990000,3224653000,7237773000,1761064000,446086000,5030623000,10462426000,11075416000,1156144000,5369000,19656000,1181169000,2581000,1183750000,12259166000,174749000,38043000,-126245000,101566000,188113000,-19915000,20235000,20235000,-40150000,-40150000,-33212000,-1921000,-55048000,-24433000,3062000,-68199000,15261000,-83460000,-89570000,43495000,43495000,784000,44279000,172999000,3288259000,178427000,0.2279,0.17353,0.22464,0.14758,0.01425,1.02132,0.63746,9.35621,0.26823,0.92798,0.90582,4.13104,6.27414,0.94777,0.12978,7,0.01701,0.01524,0.13986,17.63019,22.6
"30","2017_Q3",31.7115873015873,"Up",773242000,-589724000,183518000,-40369000,-40369000,143149000,-42384000,-42083000,-42083000,-301000,100765000,752999.999999998,101518000,-32956000,68562000,68562000,-81000,68481000,68481000,224889000,224889000,72251000,72251000,27333000,30396000,30396000,354869000,3613117000,3613117000,1465563000,6954735000,1804493000,5150242000,12033415000,12388284000,453624000,441396000,12228000,70725000,524349000,3290944000,7368007000,1777828000,442528000,5147651000,10658951000,11183300000,1145749000,28858000,30090000,1204697000,287000,1204984000,12388284000,68562000,37412000,27162000,-98759999.9999999,34376000,-39905000,5094000,5094000,-44999000,-44999000,-13161000,1332000,-51734000,-28096000,56884000,-31264000,5340000,-36604000,-7056000,-24414000,-24414000,3288000,-21126000,180561000,3361669000,74852000,0.23734,0.18513,0.08856,0.05683,0.00553,1.09303,0.67678,9.28087,0.27136,0.36505,0.35638,4.12189,6.42183,0.39901,0.14977,7,0.00809,0.00627,0.41027,17.37241,21.91269
"31","2017_Q4",32.841746031746,"Up",731346000,-581570000,149776000,-38992000,-38992000,110784000,-42773000,-42754000,-42754000,-19000,68011000,-1433000,66578000,-10437000,56141000,56141000,23000,56164000,56164000,267956000,267956000,77426000,77426000,27161000,32340000,32340000,404883000,3652251000,3652251000,1490201000,7077863000,1807816000,5270047000,12220315000,12625198000,503415000,494020000,9395000,76314000,579729000,3292816000,7513702000,1796756000,451273000,5265673000,10806518000,11386247000,1158877000,33140000,46661000,1238678000,273000,1238951000,12625198000,56141000,38186000,34438000,38229000,166994000,-49069000,7259000,7259000,-56328000,-56328000,-29445000,-3009000,-81523000,-28182000,-4041000,-18683000,10071000,-28754000,-50906000,34565000,34565000,5391000,39956000,148970000,3369130000,148567000,0.20479,0.15148,0.0768,0.04533,0.00445,2.64524,0.6984,9.19023,0.26686,0.29965,0.29217,3.90199,6.60879,0.79266,0.15036,8,0.00696,0.01226,0.50178,20.81744,27.99298
"32","2018_Q1",35.385737704918,"Up",812733000,-600487000,212246000,-37007000,-37007000,175239000,-44089000,-43652000,-43652000,-437000,131150000,2486000,133636000,113759000,247395000,247395000,-79000,247316000,247316000,330039000,330039000,90304000,90304000,25378000,35575000,35575000,481296000,3665033000,3665033000,1532167000,7186007000,1805981000,5380026000,12383207000,12864503000,491642000,489172000,2470000,337337000,828979000,3135316000,7490771000,1789776000,283765000,5417230000,10626087000,11455066000,1157083000,210364000,41943000,1409390000,46999.9999999999,1409437000,12864503000,247395000,39500000,-133555000,-39451000,113889000,-53056000,19793000,19793000,-72849000,-72849000,11166000,-12689000,-54579000,-28039000,99963000,-47880000,2939000,-50819000,11105000,70415000,70415000,-4429000,65986000,214739000,3472653000,8473000,0.26115,0.21562,0.3043,0.17547,0.01922,0.0342600000000002,0.58059,8.12741,0.26994,1.32087,1.2899,4.34066,7.5273,0.04525,0.14975,6,0.02225,0.000680000000000002,0.11337,14.63457,17.9333
"33","2018_Q2",34.29359375,"Down",794482000,-598720000,195762000,-34784000,-34784000,160978000,-43192000,-43576000,-43576000,384000,117786000,-7417000,110369000,-28321000,82048000,82048000,-60000,81988000,81988000,219507000,219507000,77080000,77080000,26955000,27463000,27463000,351005000,3684545000,3684545000,1497220000,6896238000,1819134000,5077104000,12078003000,12429008000,502556000,469159000,33397000,89249000,591805000,3316695000,7008659000,1337045000,341272000,5330342000,10325354000,10917159000,1145756000,333864000,32125000,1511745000,104000,1511849000,12429008000,82048000,38981000,35260000,55169000,211458000,-39789000,6452000,6452000,-46241000,-46241000,-33934000,-6366000,-80089000,-31348000,-98349000,-113808000,4989000,-118797000,-243505000,-112136000,-112136000,-1145000,-113281000,199959000,3405944000,243660000,0.2464,0.20262,0.1032,0.05423,0.0066,2.9719,0.59311,7.22106,0.27403,0.44287,0.43169,4.29148,8.16586,1.31616,0.16933,5,0.0095,0.02043,0.38235,15.93545,19.79424
"34","2018_Q3",37.5501587301587,"Up",796092000,-607965000,188127000,-31136000,-31136000,156991000,-42639000,-44519000,-44519000,1880000,114352000,4963000,119315000,-16034000,103281000,103281000,-42000,103239000,103239000,164460000,164460000,92494000,92494000,26095000,25894000,25894000,308943000,3741856000,3741856000,1562659000,7246579000,1850972000,5395607000,12551094000,12860037000,458260000,443153000,15107000,95623000,553883000,3493669000,7336088000,1426757000,367036000,5542295000,10829757000,11383640000,1135366000,314669000,26217000,1476252000,145000,1476397000,12860037000,103281000,39088000,45412000,-83863000,103918000,-44796000,11853000,11853000,-56649000,-56649000,-133688000,-14182000,-192666000,-30893000,172038000,-107756000,2313000,-110069000,33389000,-55359000,-55359000,-988000,-56347000,196079000,3589292000,83454000,0.23631,0.1972,0.12968,0.06993,0.00803,0.80836,0.55778,7.71042,0.2791,0.56531,0.55158,4.35919,8.08356,0.45697,0.16916,5,0.01082,0.00672999999999999,0.29924,17.46659,21.81547
"35","2018_Q4",40.5426984126984,"Up",778786000,-612616000,166170000,-41070000,-41070000,125100000,-46267000,-46419000,-46419000,152000,78833000,7203000,86036000,-17043000,68993000,68993000,-58000,68935000,68935000,158301000,158301000,84018000,84018000,26061000,32107000,32107000,300487000,3796090000,3796090000,1596542000,7377115000,1854167000,5522948000,12769747000,13070234000,486083000,482357000,3726000,68806000,554889000,3542314000,7484045000,1431181000,372929000,5679935000,11026359000,11581248000,1142975000,313720000,32167000,1488862000,124000,1488986000,13070234000,68993000,39427000,27469000,1001000,136890000,-51468000,11585000,11585000,-63053000,-63053000,-19994000,-2550000,-74012000,-30761000,-2493000,-35681000,11179000,-46860000,-68935000,-6057000,-6057000,1022000,-5035000,164527000,3611120000,131103000,0.21337,0.16063,0.08852,0.0463,0.00527,1.90184,0.54153,7.77794,0.27629,0.38123,0.3717,4.3069,8.23381,0.72503,0.17012,7,0.00792,0.01042,0.44623,20.98634,27.60047
"36","2019_Q1",39.1285245901639,"Down",820814000,-610551000,210263000,-38606000,-38606000,171657000,-46698000,-47042000,-47042000,344000,124959000,1053000,126012000,67224000,193236000,193236000,-190000,193046000,193046000,198850000,198850000,73825000,73825000,24950000,33607000,33607000,331232000,3814828000,3814828000,1477798000,7069385000,1863842000,5205543000,12362011000,12693243000,485704000,479768000,5936000,69896000,555600000,3532182000,6963646000,1418814000,404627000,5140205000,10495828000,11051428000,1154181000,474327000,13395000,1641903000,-88000,1641815000,12693243000,193236000,36154000,-33166000,-32660000,163564000,-76708000,7419000,7419000,-84127000,-84127000,11364000,-2510000,-67854000,-30847000,-23434000,4151000,6036000,-1885000,-50130000,45580000,45580000,-3934000,41646000,207811000,3602078000,31219000,0.25616,0.20913,0.23519,0.11758,0.01521,0.16172,0.59617,6.73123,0.28378,1.06531,1.04159,4.5296,9.06072,0.17228,0.17023,4,0.01834,0.00256,0.15979,16.37655,19.82575
"37","2019_Q2",40.6396825396825,"Up",798212000,-606378000,191834000,-42978000,-42978000,148856000,-46670000,-47390000,-47390000,720000,102186000,-1878000,100308000,-21095000,79213000,79213000,110000,79323000,79323000,153694000,153694000,81811000,81811000,25219000,29328000,29328000,290052000,3834128000,3834128000,1573903000,7380978000,1859194000,5521784000,12789009000,13079061000,535989000,520187000,15802000,68554000,604543000,3409196000,7364917000,1431389000,408323000,5525205000,10774113000,11378656000,1171229000,508578000,20646000,1700453000,-48000,1700405000,13079061000,79213000,37126000,35264000,33293000,184896000,-43809000,7764000,7764000,-51573000,-51573000,-13882000,-13249000,-70940000,-32820000,-131286000,1420000,15962000,-14542000,-162686000,-48730000,-48730000,1540000,-47190000,185982000,3477750000,196561000,0.24033,0.18649,0.09938,0.04665,0.00606,2.47798,0.47979,6.69173,0.2659,0.43657,0.42804,4.39312,9.35878,1.08181,0.18063,5,0.00894,0.01567,0.41375,17.873,22.33068
"38","2019_Q3",44.36625,"Up",812572000,-621426000,191146000,-29218000,-29218000,161928000,-46443000,-47317000,-47317000,874000,115485000,-19402000,96083000,-23570000,72513000,72513000,-184000,72329000,72329000,243684000,243684000,82261000,82261000,25669000,42603000,42603000,394217000,3862162000,3862162000,1624709000,7479255000,1846627000,5632628000,12966126000,13360343000,447388000,447388000,16207482.4174704,167084000,614472000,3464902000,7536753000,1444564000,404230000,5687959000,11001655000,11616127000,1181263000,535173000,27792000,1744228000,-12000,1744216000,13360343000,72513000,37118000,54557000,-86191000,77997000,-57525000,3616000,3616000,-61141000,-61141000,-7536000,-6674000,-71735000,-32871000,139216000,-7893000,7139000,-15032000,82916000,89178000,89178000,1573000,90751000,199046000,3631986000,78900000,0.23524,0.19928,0.08901,0.04147,0.00541,1.09085,0.64155,6.6598,0.27185,0.39654,0.38946,4.45489,9.56265,0.43257,0.18021,6,0.00815,0.00611,0.45447,17.02271,20.92474
"39","2019_Q4",42.800625,"Down",769241000,-609509000,159732000,-29668000,-29668000,130064000,-46658000,-46678000,-46678000,20000,83406000,-10537000,72869000,-1997000,70872000,70872000,-80000,70792000,70792000,194654000,194654000,74031000,74031000,26645000,56849000,24922000,352179000,3909869000,3909869000,1615779000,7438494000,1844884000,5593610000,12964142000,13316321000,493890000,493890000,10444306.3790753,69527000,563417000,3466769000,7510615000,1450002000,416366000,5644247000,10977384000,11540801000,1198356000,553610000,23527000,1775493000,27000,1775520000,13316321000,70872000,38372000,51212000,48848000,209304000,-61890000,2569000,2569000,-64459000,-64459000,-35000,-35082000,-97007000,-32890000,-123467000,-5879000,16730000,-22609000,-162237000,-49940000,-49940000,-912000,-50852000,168436000,3536296000,157391000,0.20765,0.16908,0.09203,0.03987,0.00532,2.22329,0.62508,6.49996,0.26556,0.38778,0.38087,4.21368,9.72564,0.86214,0.18016,6,0.00809,0.01227,0.4646,19.83924,25.69229
"40","2020_Q1",44.3083870967742,"Up",850760000,-632892000,217868000,-25022000,-25022000,192846000,-45773000,-44458000,-44458000,-1315000,147073000,48099000,195172000,-47999000,147173000,147173000,-21000,147152000,147152000,186276000,186276000,81671000,81671000,25118000,80488000,80488000,373553000,3939035000,3939035000,4789562000,4575280000,1864223000,2711057000,13303877000,13677430000,486898000,478545000,8353000,69821000,556719000,3513530000,7783926000,1467103000,421482000,5895341000,11297456000,11854175000,1191546000,601903000,29864000,1823313000,-58000,1823255000,13677430000,147173000,64033000,-34099000,-20549000,156558000,-51032000,63125000,63125000,-114157000,-114157000,-34191000,46394000,-38829000,-32821000,32052000,-76315000,1091000,-77406000,-77085999.9999999,40643000,40643000,1684000,42327000,256879000,3583351000,233297000,0.25609,0.22667,0.17297,0.08071,0.01076,1.58542,0.67099,6.50166,0.26199,0.80706,0.79461,4.66605,10.00007,1.27953,0.18001,7,0.01364,0.01769,0.22304,13.22442,17.61548
"41","2020_Q2",36.764126984127,"Down",802965000,-623921000,179044000,-31813000,-31813000,147231000,-45598000,-44351000,-44351000,-1247000,101633000,4406000,106039000,-24038000,82001000,82001000,-60000,81941000,81941000,176261000,176261000,75064000,75064000,27891000,80252000,80252000,359468000,3937853000,3937853000,5539677000,2878260000,1861454000,1016806000,12355790000,12715258000,501409000,474994000,26415000,85885000,587294000,3535754000,6841117000,1478520000,431010000,4931587000,10376871000,10964165000,1189880000,562549000,-1336000,1751093000,-46846.9242316457,1751093000,12715258000,82001000,43169000,21630000,33192000,179992000,-40951000,11324000,11324000,-52275000,-52275000,-26349000,-2365000,-69665000,-34414000,32307000,-107976000,15126000,-123102000,-110083000,244000,244000,-8249000,-8005000,190400000,3621639000,206679000,0.22298,0.18336,0.10205,0.04679,0.00644,2.52229,0.61208,6.26133,0.28483,0.45308,0.44634,4.43985,9.68236,1.14279,0.19029,6,0.00953,0.01692,0.41999,18.09547,23.40117
"42","2020_Q3",41.024375,"Up",820035000,-601268000,218767000,-37169000,-37169000,181598000,-40601000,-41767000,-41767000,1166000,140997000,726000,141723000,-36170000,105553000,105553000,-45000,105508000,105508000,222234000,222234000,76963000,76963000,25965000,58474000,58474000,383636000,3981086000,3981086000,6222299000,2900909000,1865401000,1035508000,13104294000,13487930000,519558000,460718000,58840000,87267000,606825000,3573709000,7553068000,1494106000,433021000,5625941000,11126777000,11733602000,1179999000,561882000,12400000,1754281000,47000,1754328000,13487930000,105553000,43717000,31253000,3787000.00000001,184310000,-51741000,812000.000000007,812000.000000007,-52553000,-52553000,78000,-30730000,-82393000,-33719000,31574000,-87466000,0,-87466000,-89611000,12306000,12306000,3674000,15980000,225315000,3660976000,213531000,0.26678,0.22145,0.12866,0.06014,0.00782,2.02384,0.6322,6.68837,0.27143,0.59307,0.58716,4.60948,9.86094,1.20027,0.18954,6,0.01074,0.01647,0.31959,15.26193,18.93601
"43","2020_Q4",45.8590625,"Up",918241000,-654585000,263656000,-40986000,-40986000,222670000,-40092000,-40721000,-40721000,629000,182578000,-17735000,164843000,-37351000,127492000,127492000,-77000,127415000,127415000,220304000,220304000,79980000,79980000,25830000,39944000,39944000,366058000,3995926000,3995926000,6506486000,2918670000,1867885000,1050785000,13421082000,13787140000,526272000,524691000,1581000,95862000,622134000,3584506000,7837364000,1501167000,444686000,5891511000,11421870000,12044004000,1166307000,556495000,20270000,1743072000,64000,1743136000,13787140000,127492000,46623000,60349000,-39329000,195135000,-101393000,810000,810000,-102203000,-102203000,-3530000,31578000,-73345000,-33339000,1.3e+07,-116682000,1873000,-118555000,-151522000,-29732000,-29732000,2246000,-27486000,269293000,3680368000,165922000,0.28713,0.2425,0.13876,0.0731,0.00924,1.30222,0.58839,6.90939,0.26694,0.72412,0.71537,5.21852,9.90618,0.94296,0.18947,8,0.01212,0.01251,0.26166,12.8487,15.53898
"44","2021_Q1",48.5895081967213,"Up",970268000,-639296000,330972000,-46710000,-46710000,284262000,-35991000,-36224000,-38696249.4138421,233000,248271000,1183999.99999999,249455000,-48364000,201091000,201091000,-48000,201043000,201043000,230857000,230857000,92939000,92939000,23929000,28427000,28427000,376152000,4013004000,4013004000,5345720000,4780549000,1880007000,2900542000,14139273000,14515425000,587582000,575948000,11634000,228352000,815934000,3514182000,8432688000,1488909000,437308000,6506471000,11946870000,12762804000,1152651000,560731000,39366000,1752748000,-127000,1752621000,14515425000,201091000,44234000,19618000,-20029000,244914000,-58289000,1407882.39187611,1407882.39187611,-97524898.0623004,-97524898.0623004,-34363000,-316000,-92968000,-35920000,72435000,-178075000,9672000,-187747000,-141562000,10384000,10384000,5117000,15501000,328496000,3742534000,298542000,0.34111,0.29297,0.2072,0.11471,0.01385,1.48497,0.46101,7.28212,0.25783,1.16803,1.15164,5.63709,10.18317,1.73448,0.20869,8,0.01701,0.02143,0.17867,10.69017,12.35366
"45","2021_Q2",51.7404761904762,"Up",1077981000,-695538000,382443000,-41669000,-41669000,340774000,-35471000,-35812000,-35812000,341000,305303000,1266000,306569000,-77614000,228955000,228955000,-76000,228879000,228879000,243726000,243726000,89590000,89590000,25945000,28224000,28224000,387485000,4002087000,4002087000,5549121000,4849567000,1882513000,2967054000,14400775000,14788260000,624720000,550072000,74648000,217062000,841782000,3439102000,8656716000,1501574000,438263000,6716879000,12095818000,12937600000,1144069000,662271000,44371000,1850711000,-51000,1850660000,14788260000,228955000,44893000,37066000,-13308000,297606000,-43837000,4045000,4045000,-47882000,-47882000,-1160000,-18000,-45015000,-35568000,-103607000,-103853000,2282000,-106135000,-243028000,9563000,9563000,1412000,10975000,385667000,3656164000,406136000,0.35478,0.31612,0.21232,0.12367,0.01548,1.77446,0.46032,6.9908,0.24723,1.347,1.32786,6.34412,10.89179,2.39019,0.20932,8,0.01867,0.02867,0.1554,8.84815,10.01379
"46","2021_Q3",59.5028125,"Up",987535000,-714211000,273324000,-33649000,-33649000,239675000,-36780000,-37435000,-33470949.4820129,655000,202895000,936000,203831000,-46042000,157789000,157789000,-84000,157705000,157705000,436796000,436796000,89972000,89972000,25036000,34770000,34770000,586574000,4012932000,4012932000,7751930000,2993013000,1884806000,1108207000,14757875000,15344449000,625032000,594778000,30254000,66460000,691492000,3772448000,8962398000,1520245000,439844000,7002309000,12734846000,13426338000,1152760000,714073000,51305000,1918138000,-27000,1918111000,15344449000,157789000,44786000,31683000,-42100000,192158000,-57590000,6439059.99063681,6439059.99063681,8584096.29829828,8584096.29829828,-2431000.00000001,-17134000,-77155000,-35352000,182579000,-67076000,13972000,-81048000,80151000,195154000,195154000,1899000,197053000,284461000,3838908000,230813000,0.27677,0.2427,0.1597,0.08222,0.01028,1.46357,0.84827,6.99977,0.25018,0.92812,0.91494,5.81183,11.28861,1.35838,0.20805,9,0.01312,0.01568,0.22417,11.95985,14.19469
"47","2021_Q4",65.22046875,"Up",1034372000,-696369000,338003000,-41461000,-41461000,296542000,-30400000,-38618000,-32647980.2617315,8218000,266142000,7804000,273946000,-64003000,209943000,209943000,-88000,209855000,209855000,406947000,406947000,99996000,99996000,24646000,40274000,40274000,571863000,4026197000,4026197000,5823805000,4948326000,1884189000,3064137000,14798328000,15370191000,658451000,623348000,35103000,65811000,724262000,3759974000,8944060000,1527079000,429491000,6987490000,12704034000,13428296000,1155915000,746019000,39961000,1941895000,21066.5183273608,1941895000,15370191000,209943000,44616000,12425000,-26386000,240598000,-66380000,7548318.08275384,7548318.08275384,43324556.9691596,43324556.9691596,-5630000,13486000,-58524000,-38365000,-14837000,-138923000,18267000,-157190000,-205765000,-23691000,-23691000,-3508000,-27199000,341158000,3825785000,312395000,0.32677,0.28669,0.20288,0.10807,0.01365,1.48862,0.78958,6.91505,0.24891,1.25349,1.2344,6.17842,11.59915,1.86597,0.22916,9,0.01687,0.02123,0.18282,10.02127,11.52902
"48","2022_Q1",62.0446774193548,"Down",1043255000,-713950000,329305000,-40789000,-40789000,288516000,-37299000,-38745000,-34211020.9105843,1446000,251217000,9937000,261154000,-54589000,206565000,206565000,-65000,206500000,206500000,268626000,268626000,106051000,106051000,25935000,40448000,40448000,441060000,4153002000,4080822931.96376,6015323000,5081793000,1915082000,3166711000,15250118000,15691178000,663245000,638824535.137449,3751000.00000001,65016000,728261000,3901304000,9152164000,1532749000,437902000,7181513000,13053468000,13781729000,1142210000,727021000,40214000,1909445000,4000,1909449000,15691178000,206565000,45013000,23105000,-84437000,190246000,-121761000,6641167.13349395,6641167.13349395,30188739.1554411,30188739.1554411,-112161000,-315999.999999996,-234238000,-37634000,145763000,-205107000,4833000,-209940000,-96978000,-140970000,-140970000,86000,-140884000,333529000,3966320000,181920000,0.31565,0.27655,0.19794,0.10815,0.01316,0.88097,0.60563,7.21765,0.25277,1.23345,1.21467,6.23148,11.40532,1.08663,0.22479,5,0.01625,0.01211,0.18225,11.08657,12.81625
"49","2022_Q2",67.6196774193548,"Up",1112403000,-735490000,376913000,-41704000,-41704000,335209000,-38900000,-39028000,-39028000,128000,296309000,489000,296798000,-77231000,219567000,219567000,-54000,219513000,219513000,300556000,300556000,103034000,103034000,28654000,26488000,26488000,458732000,4145848000,4145848000,5870456000,4982098000,1916965000,3065133000,14998402000,15457134000,711342000,645125000,66217000,63863000,775205000,3962944000,8876339000,1567217000,436459000,6872663000,12839283000,13614488000,1116325000,678932000,47493000,1842750000,-104000,1842646000,15457134000,219567000,47510000,28189000,36907000,332173000,-53988000,2986000,2986000,-56974000,-56974000,-169074216.66062,-1666000,-55654000,-39964000,44349000,-256083000,272000,-256355000,-251698000,24821000,24821000,2556000,27377000,382719000,4026807000,442869000,0.33883,0.30134,0.19733,0.11913,0.0142,2.01751,0.59176,7.38855,0.26051,1.33486,1.31296,6.76455,11.20581,2.6931,0.24302,5,0.0176,0.03003,0.18206,9.73626,11.1162
"50","2022_Q3",65.413125,"Down",990855000,-724210000,266645000,-45721000,-45721000,220924000,-41674000,-40571000,-47966846.1014071,-1103000,179250000,-931000,178319000,-45173000,133146000,133146000,-476000,132670000,132670000,206242000,206242000,93479000,93479000,30070000,31979000,31979000,361770000,4167769000,4167769000,5418621000,4753801000,1913448000,2840353000,14340191000,14701961000,651871000,635536000,16335000,63240000,715111000,3954475000,8192792000,1583394000,437010000,6172388000,12147267000,12862378000,1126674000,679052000,33627000,1839353000,230000,1839583000,14701961000,133146000,48202000,32370000,-73006000,140712000,-95401000,-4148790.46058516,-4148790.46058516,-244314303.354307,-244314303.354307,-1999999.99999994,-24000,-96256000,-39663000,-8761000.00000001,-87834000,15925000,-103759000,-136258000,-91802000,-91802000,-4453000,-96255000,269126000,4017715000,145892000,0.26911,0.22296,0.13389,0.07212,0.00902,1.09966,0.50589,6.99201,0.27328,0.83595,0.82256,6.24338,11.58976,0.91927,0.24992,4,0.01227,0.01038,0.29896,14.16241,17.25242
