"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","other_intangible_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",36.7295238095238,"Down",2.9814e+10,-1.2047e+10,1.7767e+10,-1.0805e+10,-6.746e+09,-4.059e+09,6.962e+09,-1.78e+09,-1.132e+09,-2.1e+07,-6.27e+08,5.182e+09,5.182e+09,-1.629e+09,3.553e+09,3.553e+09,-1.03e+08,3.45e+09,3.45e+09,4.307e+09,4.307e+09,1.6863e+10,1.6863e+10,1.194e+09,4.794e+09,4.645e+09,2.7158e+10,8.5213e+10,2.3555e+11,-1.50337e+11,1.3436e+11,2.763e+10,8.912e+09,1.08e+09,9.6738e+10,2.19573e+11,2.46731e+11,1.4826e+10,3.707e+09,8.131e+09,8.131e+09,2.6664e+10,1.12839e+11,8.2191e+10,2.2079e+10,4.7847e+10,1.2265e+10,1.9503e+11,2.21694e+11,1.1585e+10,-7.144e+09,1.6153e+10,2.899e+09,2.3493e+10,1.544e+09,2.5037e+10,2.46731e+11,3.553e+09,4.059e+09,-1.238e+09,-4.998e+09,1.376e+09,-3.263e+09,-1.746e+09,4.59e+08,-4.55e+09,-2.354e+09,8.693e+09,-1.674e+09,4.665e+09,1.491e+09,1.491e+09,1.491e+09,1.1021e+10,1.16546e+11,4.389e+09,0.59593,0.23351,0.11572,0.1378,0.01398,1.27217,1.01853,8.85466,0.47236,0.84517,0.84414,7.30377,5.75527,1.07521,0.57668,3,0.02594,0.01961,0.68232,10.1841,16.12166
"30","2017_Q3",37.5987301587302,"Up",3.0548e+10,-1.1729e+10,1.8819e+10,-1.0368e+10,-6.201e+09,-4.167e+09,8.451e+09,-1.484e+09,-1.218e+09,-2.8e+07,-2.38e+08,6.967e+09,6.967e+09,-2.489e+09,4.478e+09,4.478e+09,-1.16e+08,4.362e+09,4.362e+09,4.583e+09,4.583e+09,1.9771e+10,1.9771e+10,1.116e+09,3.353e+09,3.353e+09,2.8823e+10,8.6521e+10,2.39226e+11,-1.52705e+11,1.37634e+11,2.8527e+10,1.1143e+10,1.075e+09,9.6889e+10,2.24155e+11,2.52978e+11,1.7825e+10,1.153e+09,8.78e+09,8.78e+09,2.7758e+10,1.1639e+11,8.2069e+10,2.1775e+10,4.7506e+10,1.2788e+10,1.98459e+11,2.26217e+11,1.1523e+10,-7.142e+09,1.8159e+10,2.649e+09,2.5189e+10,1.572e+09,2.6761e+10,2.52978e+11,4.478e+09,4.167e+09,-1.992e+09,1.277e+09,7.93e+09,-4.063e+09,-9.73e+08,3.27e+08,-4.709e+09,-2.356e+09,-2.52e+08,-1.57e+08,-2.765e+09,456000000.000001,456000000.000001,456000000.000001,1.2618e+10,1.17543e+11,1.2321e+10,0.61605,0.27665,0.14279,0.163,0.01724,2.82462,1.03837,8.45323,0.46464,1.06859,1.06676,7.48359,6.17075,3.01837,0.57717,6,0.02968,0.05443,0.54012,8.95229,13.36647
"31","2017_Q4",39.757619047619,"Up",3.1717e+10,-1.3729e+10,1.7988e+10,-1.1437e+10,-7.165e+09,-4.272e+09,6.551e+09,-1.04e+09,-1.164e+09,-2.2e+07,1.46e+08,5.511e+09,5.511e+09,-1.775e+09,3.736e+09,3.736e+09,-1.16e+08,3.62e+09,3.62e+09,4.487e+09,4.487e+09,2.1549e+10,2.1549e+10,1.276e+09,3.555e+09,3.28e+09,3.0867e+10,8.6622e+10,2.42608e+11,-1.55986e+11,1.37193e+11,2.8725e+10,1.0993e+10,1.054e+09,9.6421e+10,2.23815e+11,2.54682e+11,1.8434e+10,2.18e+09,8.316e+09,8.316e+09,2.893e+10,1.15317e+11,8.1984e+10,2.1131e+10,4.8345e+10,1.2508e+10,1.97301e+11,2.26231e+11,1.1522e+10,-7.141e+09,1.9373e+10,3.094e+09,2.6848e+10,1.603e+09,2.8451e+10,2.54682e+11,3.736e+09,4.272e+09,1.697e+09,-2.536e+09,7.169e+09,-4.425e+09,8.6e+07,6.11e+08,-3.728e+09,-2.357e+09,-1.05e+08,-1.035e+09,-3.497e+09,-5.6e+07,-5.6e+07,-5.6e+07,1.0823e+10,1.17497e+11,5.637e+09,0.56714,0.20655,0.11413,0.12724,0.01421,1.55718,1.06695,7.9516,0.46135,0.88639,0.8853,7.76616,6.57395,1.38026,0.57713,4,0.02622,0.02473,0.6511,10.44165,17.2508
"32","2018_Q1",41.087868852459,"Up",3.3955e+10,-1.5558e+10,1.8397e+10,-1.2936e+10,-8.48e+09,-4.456e+09,5.461e+09,-2.527e+09,-1.219e+09,-6e+06,-1.302e+09,2.934e+09,2.934e+09,1.5849e+10,1.8783e+10,1.8783e+10,-1.14e+08,1.8669e+10,1.8669e+10,2.079e+09,2.079e+09,2.3493e+10,2.3493e+10,1.034e+09,3.307e+09,3.307e+09,2.9913e+10,8.8568e+10,2.46498e+11,-1.5793e+11,1.38662e+11,2.9172e+10,1.0247e+10,1.039e+09,9.8204e+10,2.2723e+11,2.57143e+11,2.1232e+10,3.453e+09,8.352e+09,8.352e+09,3.3037e+10,1.13642e+11,6.5777e+10,2.2112e+10,3.1232e+10,1.2433e+10,1.79419e+11,2.12456e+11,1.1525e+10,-7.139e+09,3.5635e+10,3.075e+09,4.3096e+10,1.591e+09,4.4687e+10,2.57143e+11,1.8783e+10,4.456e+09,-1.5715e+10,319000000.000001,7.843e+09,-6.079e+09,3.67e+08,2.43e+08,-5.469e+09,-2.405e+09,-5.76e+08,-1.573e+09,-4.554e+09,-2.18e+09,-2.18e+09,-2.18e+09,9.917e+09,1.17095e+11,-1.1692e+10,0.54181,0.16083,0.54982,0.41777,0.0726,-0.62628,0.90544,4.75431,0.45537,4.56678,4.56343,8.30602,10.54207,-2.86008,0.58831,5,0.09261,-0.05138,0.12882,11.59786,21.06134
"33","2018_Q2",40.07171875,"Down",3.1772e+10,-1.3255e+10,1.8517e+10,-1.1168e+10,-6.844e+09,-4.324e+09,7.349e+09,-1.295e+09,-1.201e+09,-1.9e+07,-7.5e+07,6.054e+09,6.054e+09,-1.388e+09,4.666e+09,4.666e+09,-1.21e+08,4.545e+09,4.545e+09,1.923e+09,1.923e+09,2.2595e+10,2.2595e+10,1.285e+09,5.222e+09,5.222e+09,3.1025e+10,8.7922e+10,2.46877e+11,-1.58955e+11,1.45569e+11,2.9121e+10,1.0014e+10,9.94e+08,1.0544e+11,2.33491e+11,2.64516e+11,1.7052e+10,6.323e+09,8.24e+09,8.24e+09,3.1615e+10,1.12734e+11,6.7822e+10,2.0689e+10,3.4414e+10,1.2719e+10,1.80556e+11,2.12171e+11,1.3866e+10,-6.992e+09,3.9974e+10,3.933e+09,5.0781e+10,1.564e+09,5.2345e+10,2.64516e+11,4.666e+09,4.324e+09,-3.09e+08,-2.033e+09,6.648e+09,-5.522e+09,-3.2e+07,2.69e+08,-5.285e+09,-2.407e+09,1.372e+09,-2.81e+08,-1.316e+09,4.7e+07,4.7e+07,4.7e+07,1.1673e+10,1.19057e+11,5.506e+09,0.58281,0.2313,0.14305,0.08683,0.01718,1.21144,0.98134,4.05332,0.45009,1.10746,1.10665,7.74172,12.37354,1.34162,0.5865,6,0.02906,0.02302,0.52959,10.03461,15.93877
"34","2018_Q3",44.3396825396825,"Up",3.2203e+10,-1.3631e+10,1.8572e+10,-1.1955e+10,-7.605e+09,-4.35e+09,6.617e+09,-1.09e+09,-1.222e+09,-2.28e+08,3.6e+08,5.527e+09,5.527e+09,-1.281e+09,4.246e+09,4.246e+09,-1.26e+08,4.12e+09,4.12e+09,1.75e+09,1.75e+09,2.3099e+10,2.3099e+10,1.102e+09,4.925e+09,4.925e+09,3.0876e+10,8.7781e+10,2.49294e+11,-1.61513e+11,1.44646e+11,2.92e+10,9.861e+09,7.87e+08,1.04798e+11,2.32427e+11,2.63303e+11,1.856e+10,5.466e+09,8.303e+09,8.303e+09,3.2329e+10,1.09174e+11,6.8225e+10,1.9955e+10,3.5069e+10,1.3201e+10,1.77399e+11,2.09728e+11,1.3867e+10,-6.99e+09,4.1657e+10,3.49e+09,5.2024e+10,1.551e+09,5.3575e+10,2.63303e+11,4.246e+09,4.35e+09,6.94e+08,4.95e+08,9.785e+09,-3.471e+09,-5999999.99999994,3.4e+07,-3.443e+09,-2.438e+09,-3.85e+09,-2.61e+08,-6.549e+09,-2.07e+08,-2.07e+08,-2.07e+08,1.0967e+10,1.1464e+11,9.272e+09,0.57672,0.20548,0.12794,0.0769,0.01565,2.25049,0.95506,3.91466,0.43539,0.996369999999999,0.99541,7.78791,12.58138,2.24232,0.5896,4,0.02774,0.03922,0.59175,10.29361,17.0606
"35","2018_Q4",48.0380952380952,"Up",3.2607e+10,-1.3331e+10,1.9276e+10,-1.1601e+10,-7.224e+09,-4.377e+09,7.675e+09,-1e+09,-1.211e+09,-3e+06,2.14e+08,6.675e+09,6.675e+09,-1.613e+09,5.062e+09,5.062e+09,-1.38e+08,4.924e+09,4.924e+09,2.538e+09,2.538e+09,2.4012e+10,2.4012e+10,1.27e+09,5.334e+09,5.334e+09,3.3154e+10,8.7464e+10,2.5203e+11,-1.64566e+11,1.44944e+11,2.92e+10,9.731e+09,7.32e+08,1.05281e+11,2.32408e+11,2.65562e+11,1.9342e+10,6.502e+09,8.323e+09,8.323e+09,3.4167e+10,1.0644e+11,6.8868e+10,1.966e+10,3.5712e+10,1.3496e+10,1.75308e+11,2.09475e+11,1.3865e+10,-6.987e+09,4.4091e+10,3.526e+09,5.4495e+10,1.592e+09,5.6087e+10,2.65562e+11,5.062e+09,4.377e+09,7.78e+08,-4.06e+08,9.811e+09,-4.34e+09,-1e+06,-6.7e+07,-4.408e+09,-2.438e+09,-1.065e+09,-1.053e+09,-4.556e+09,8.47e+08,8.47e+08,8.47e+08,1.2052e+10,1.12942e+11,8.919e+09,0.59116,0.23538,0.15101,0.08779,0.01854,1.81133,0.97035,3.73482,0.42529,1.19052,1.18937,7.8837,13.17577,2.15643,0.58946,6,0.03095,0.03749,0.49513,9.16064,14.38489
"36","2019_Q1",48.4585245901639,"Up",3.4281e+10,-1.5291e+10,1.899e+10,-1.3762e+10,-9.41e+09,-4.352e+09,5.228e+09,7.3e+08,-1.199e+09,6.4e+07,1.865e+09,5.958e+09,1.367e+09,6.98e+08,2.065e+09,2.065e+09,-1.26e+08,1.939e+09,1.939e+09,2.745e+09,2.745e+09,2.5102e+10,2.5102e+10,1.336e+09,5.453e+09,5.453e+09,3.4636e+10,8.9286e+10,2.52835e+11,-1.63549e+11,1.40907e+11,2.4614e+10,9.775e+09,6.71e+08,1.05847e+11,2.30193e+11,2.64829e+11,2.2501e+10,7.19e+09,8.239e+09,8.239e+09,3.793e+10,1.05873e+11,6.6316e+10,1.8599e+10,3.3795e+10,1.3922e+10,1.72189e+11,2.10119e+11,1.3866e+10,-6.986e+09,4.3542e+10,2.723e+09,5.3145e+10,1.565e+09,5.471e+10,2.64829e+11,2.065e+09,4.352e+09,9.11e+08,7.67e+08,8.095e+09,-4.754e+09,-1.91e+08,1.47e+08,-4.798e+09,-2.489e+09,-2.38e+08,-2.29e+08,-2.956e+09,3.41e+08,3.41e+08,3.41e+08,9.58e+09,1.13063e+11,4.895e+09,0.55395,0.1525,0.05656,0.03544,0.00732,2.5245,0.91316,3.8406,0.42693,0.4687,0.46813,8.28644,12.84627,1.18322,0.60164,6,0.01892,0.02091,1.28365,11.51545,21.10138
"37","2019_Q2",49.805873015873,"Up",3.2128e+10,-1.299e+10,1.9138e+10,-1.1429e+10,-7.198e+09,-4.231e+09,7.709e+09,-9.21e+08,-1.21e+09,-6e+06,2.95e+08,6.788e+09,6.788e+09,-1.628e+09,5.16e+09,5.16e+09,-1.28e+08,5.032e+09,5.032e+09,2.322e+09,2.322e+09,2.4469e+10,2.4469e+10,1.417e+09,5.189e+09,5.189e+09,3.3397e+10,8.7849e+10,2.54457e+11,-1.66608e+11,1.62701e+11,2.4635e+10,9.608e+09,6.74e+08,1.27784e+11,2.5055e+11,2.83947e+11,1.8664e+10,8.614e+09,1.1329e+10,1.1329e+10,3.8607e+10,1.05045e+11,8.2835e+10,1.7888e+10,3.4344e+10,3.0603e+10,1.8788e+11,2.26487e+11,1.3847e+10,-6.825e+09,4.6493e+10,2.341e+09,5.5856e+10,1.604e+09,5.746e+10,2.83947e+11,5.16e+09,4.231e+09,-2.398e+09,8.8e+07,7.081e+09,-4.372e+09,-2.5e+07,-4.06e+08,-4.803e+09,-2.489e+09,-5.28e+08,3.6e+08,-2.657e+09,-3.79e+08,-3.79e+08,-3.79e+08,1.194e+10,1.13659e+11,9.284e+09,0.59568,0.23995,0.15662,0.08757,0.01772,1.84499,0.86505,3.94165,0.40028,1.21605,1.21546,7.76414,13.49831,2.2436,0.6015,6,0.02962,0.03656,0.49463,9.32471,14.44247
"38","2019_Q3",50.3203125,"Up",3.2071e+10,-1.2721e+10,1.935e+10,-1.15e+10,-7.268e+09,-4.232e+09,7.85e+09,-2.54e+09,-1.215e+09,-1.3e+07,-1.312e+09,5.31e+09,5.31e+09,-1.236e+09,4.074e+09,4.074e+09,-1.3e+08,3.944e+09,3.944e+09,1.949e+09,1.949e+09,2.4926e+10,2.4926e+10,1.167e+09,5.266e+09,5.266e+09,3.3308e+10,8.7818e+10,2.57395e+11,-1.69577e+11,1.61982e+11,2.4632e+10,9.474e+09,6.5e+08,1.27226e+11,2.498e+11,2.83108e+11,1.7633e+10,8.773e+09,1.1808e+10,1.1808e+10,3.8214e+10,1.04598e+11,8.2349e+10,1.804e+10,3.4225e+10,3.0084e+10,1.86947e+11,2.25161e+11,1.3848e+10,-6.823e+09,4.7945e+10,1.612e+09,5.6582e+10,1.365e+09,5.7947e+10,2.83108e+11,4.074e+09,4.232e+09,-1.413e+09,1.862e+09,8.755e+09,-3.794e+09,-3e+06,1.1e+07,-3.786e+09,-2.492e+09,-1.7e+09,-1.194e+09,-5.386e+09,-4.17e+08,-4.17e+08,-4.17e+08,1.2082e+10,1.13371e+11,1.1386e+10,0.60335,0.24477,0.12298,0.06806,0.01393,2.88692,0.87162,3.88564,0.40045,0.95312,0.95266,7.75036,13.67376,2.75157,0.60222,5,0.02537,0.04489,0.63185,9.22215,14.19389
"39","2019_Q4",53.24390625,"Up",3.2894e+10,-1.3384e+10,1.951e+10,-1.133e+10,-7.216e+09,-4.114e+09,8.18e+09,-1.257e+09,-1.146e+09,-1e+06,-1.1e+08,6.923e+09,6.923e+09,-1.586e+09,5.337e+09,5.337e+09,-1.43e+08,5.194e+09,5.194e+09,3.02e+09,3.02e+09,2.4713e+10,2.4713e+10,1.538e+09,5.624e+09,5.624e+09,3.4895e+10,8.8849e+10,2.60053e+11,-1.71204e+11,1.61131e+11,2.457e+10,9.264e+09,6.28e+08,1.26669e+11,2.4998e+11,2.84875e+11,1.9566e+10,7.83e+09,1.1813e+10,1.1813e+10,3.9209e+10,1.01769e+11,8.3585e+10,1.8236e+10,3.4592e+10,3.0757e+10,1.85354e+11,2.24563e+11,1.3847e+10,-6.822e+09,5.0595e+10,1.301e+09,5.8921e+10,1.391e+09,6.0312e+10,2.84875e+11,5.337e+09,4.114e+09,3.411e+09,-1.95e+09,1.0912e+10,-4.465e+09,2.6e+07,8.71e+08,-3.568e+09,-2.493e+09,-3.189e+09,-5.76e+08,-6.258e+09,1.086e+09,1.086e+09,1.086e+09,1.2294e+10,1.09599e+11,7.465e+09,0.59312,0.24868,0.1579,0.08612,0.01823,1.43724,0.88997,3.72336,0.38473,1.2552,1.25459,7.94925,14.239,1.80401,0.60246,5,0.03032,0.02945,0.47998,8.66919,13.02922
"40","2020_Q1",51.036935483871,"Down",3.4775e+10,-1.5631e+10,1.9144e+10,-1.2319e+10,-8.214e+09,-4.105e+09,6.825e+09,-2.927e+09,-1.159e+09,5e+06,-1.773e+09,3.898e+09,3.712e+09,1.505e+09,5.217e+09,5.217e+09,-1.22e+08,5.095e+09,5.095e+09,2.594e+09,2.594e+09,2.5429e+10,2.5429e+10,1.422e+09,8.028e+09,8.028e+09,3.7473e+10,9.1915e+10,2.65734e+11,-1.73819e+11,1.62339e+11,2.4389e+10,9.498e+09,5.58e+08,1.27894e+11,2.54254e+11,2.91727e+11,2.1806e+10,1.0777e+10,1.2285e+10,1.2285e+10,4.4868e+10,1.00712e+11,8.3312e+10,1.7952e+10,3.4703e+10,3.0657e+10,1.84024e+11,2.28892e+11,1.3848e+10,-6.82e+09,5.3147e+10,1.22e+09,6.1395e+10,1.44e+09,6.2835e+10,2.91727e+11,5.217e+09,4.105e+09,2.896e+09,-3.22e+09,8.998e+09,-6.206e+09,1e+06,7.81e+08,-5.424e+09,-2.542e+09,1.86e+08,-1.507e+09,-3.863e+09,-2.89e+08,-2.89e+08,-2.89e+08,1.093e+10,1.11489e+11,-1000000.00000095,0.55051,0.19626,0.14651,0.08109,0.01746,-0.000199999999999756,0.83518,3.64275,0.38217,1.23127,1.23068,8.40382,14.83688,-0.00024000000000024,0.61431,6,0.02964,-3.46944695195361e-18,0.49892,9.96295,15.95531
"41","2020_Q2",50.7095238095238,"Down",3.161e+10,-1.2296e+10,1.9314e+10,-1.2735e+10,-8.585e+09,-4.15e+09,6.579e+09,-9.03e+08,-1.034e+09,-1.2e+07,1.43e+08,5.676e+09,5.676e+09,-1.389e+09,4.287e+09,4.287e+09,-1.31e+08,4.156e+09,4.156e+09,7.047e+09,7.047e+09,2.3797e+10,2.3797e+10,1.633e+09,8.228e+09,8.228e+09,4.0705e+10,9.2177e+10,2.68993e+11,-1.76816e+11,1.61618e+11,2.4382e+10,9.371e+09,5.43e+08,1.27322e+11,2.53795e+11,2.945e+11,1.7419e+10,1.1175e+10,1.2463e+10,1.2463e+10,4.1057e+10,1.06561e+11,8.5229e+10,1.7617e+10,3.3709e+10,3.3903e+10,1.9179e+11,2.32847e+11,1.3731e+10,-6.725e+09,5.4557e+10,-1.353e+09,6.021e+10,1.443e+09,6.1653e+10,2.945e+11,4.287e+09,4.15e+09,1.595e+09,-1.208e+09,8.824e+09,-5.708e+09,-271574908.661919,-1.272e+09,-6.98e+09,-2.547e+09,4.763e+09,3.47e+08,2.563e+09,4.407e+09,4.407e+09,4.407e+09,1.0729e+10,1.17736e+11,5.202e+09,0.61101,0.20813,0.13148,0.06741,0.01411,1.25168,0.99143,3.77673,0.39978,1.00411,1.00362,7.63711,14.54699,1.25683,0.61537,6,0.02533,0.01966,0.61285,10.3168,16.82459
"42","2020_Q3",52.981875,"Up",3.0447e+10,-1.1749e+10,1.8698e+10,-1.1337e+10,-7.156e+09,-4.181e+09,7.361e+09,-1.174e+09,-1.089e+09,-1.3e+07,-7.2e+07,6.187e+09,6.187e+09,-1.348e+09,4.839e+09,4.839e+09,-1.39e+08,4.7e+09,4.7e+09,7.882e+09,7.882e+09,2.2672e+10,2.2672e+10,1.289e+09,5.49e+09,5.49e+09,3.7333e+10,9.2754e+10,2.72714e+11,-1.7996e+11,1.63172e+11,2.4667e+10,9.6e+09,5.29e+08,1.28376e+11,2.55926e+11,2.93259e+11,1.9297e+10,6.651e+09,1.2938e+10,1.2938e+10,3.8886e+10,1.0619e+11,8.407e+10,1.7821e+10,3.3798e+10,3.2451e+10,1.9026e+11,2.29146e+11,1.371e+10,-6.722e+09,5.6746e+10,-1.037e+09,6.2697e+10,1.416e+09,6.4113e+10,2.93259e+11,4.839e+09,4.181e+09,1.203e+09,4.505e+09,1.4728e+10,-5.943e+09,-3.99e+08,1.198e+09,-5.144e+09,-2.543e+09,-5.759e+09,-4.93e+08,-8.795e+09,7.89e+08,7.89e+08,7.89e+08,1.1542e+10,1.12841e+11,1.1452e+10,0.61412,0.24176,0.15437,0.07331,0.01603,2.4366,0.96006,3.5741,0.38478,1.13554,1.13499,7.35612,15.14786,2.76685,0.6144,7,0.02775,0.04387,0.54106,9.09366,14.2588
"43","2020_Q4",54.73453125,"Up",3.1543e+10,-1.2334e+10,1.9209e+10,-1.1531e+10,-7.339e+09,-4.192e+09,7.678e+09,-1.827e+09,-1.044e+09,-9e+06,-7.74e+08,5.851e+09,5.851e+09,-1.347e+09,4.504e+09,4.504e+09,-1.47e+08,4.357e+09,4.357e+09,8.983e+09,8.983e+09,2.2617e+10,2.2617e+10,1.457e+09,5.515e+09,5.515e+09,3.8572e+10,9.3182e+10,2.7621e+11,-1.83028e+11,1.6524e+11,2.4799e+10,9.599e+09,5.35e+08,1.30307e+11,2.58422e+11,2.96994e+11,1.7391e+10,5.77e+09,1.3024e+10,1.3024e+10,3.6185e+10,1.0979e+11,8.4489e+10,1.8756e+10,3.4567e+10,3.1166e+10,1.94279e+11,2.30464e+11,1.3833e+10,-6.721e+09,5.8473e+10,-5.16e+08,6.5069e+10,1.461e+09,6.653e+10,2.96994e+11,4.504e+09,4.192e+09,2.176e+09,-1.952e+09,8.92e+09,-6.274e+09,-1.08e+08,3.7e+07,-6.345e+09,-2.546e+09,2.243e+09,-1.202e+09,-1.505e+09,1.07e+09,1.07e+09,1.07e+09,1.187e+10,1.1556e+11,4.991e+09,0.60898,0.24341,0.13813,0.06549,0.01467,1.14551,1.06597,3.46406,0.3891,1.05267,1.05216,7.62092,15.72095,1.20585,0.61512,5,0.02589,0.01872,0.58435,8.97869,13.88083
"44","2021_Q1",52.5772131147541,"Down",3.4692e+10,-1.4822e+10,1.987e+10,-1.269e+10,-8.493e+09,-4.197e+09,7.18e+09,-9.27e+08,-1.08e+09,-1.1e+07,1.64e+08,6.253e+09,6.253e+09,-1.535e+09,4.718e+09,4.718e+09,-1.3e+08,4.588e+09,4.588e+09,2.2171e+10,2.2171e+10,2.3917e+10,2.3917e+10,1.796e+09,6.71e+09,6.71e+09,5.4594e+10,9.4833e+10,2.79737e+11,-1.84904e+11,1.67054e+11,2.4773e+10,9.413e+09,5.89e+08,1.32279e+11,2.61887e+11,3.16481e+11,2.0658e+10,5.889e+09,1.3113e+10,1.3113e+10,3.966e+10,1.23173e+11,8.4376e+10,1.8657e+10,3.5711e+10,3.0008e+10,2.07549e+11,2.47209e+11,1.3833e+10,-6.719e+09,6.0464e+10,2.64e+08,6.7842e+10,1.43e+09,6.9272e+10,3.16481e+11,4.718e+09,4.197e+09,-1.11e+09,1.491e+09,9.296e+09,-4.163e+09,-1.3e+07,-8.67e+08,-5.043e+09,-2.596e+09,1.3022e+10,-1.364e+09,9.062e+09,1.3315e+10,1.3315e+10,1.3315e+10,1.1377e+10,1.29062e+11,1.024e+10,0.57275,0.20696,0.13225,0.06623,0.0145,2.23191,1.37655,3.56867,0.4078,1.10741,1.10688,8.37364,16.37509,2.47164,0.6266,5,0.02541,0.03622,0.56582,9.39536,14.88733
"45","2021_Q2",54.0434920634921,"Up",3.2867e+10,-1.3522e+10,1.9345e+10,-1.1575e+10,-7.401e+09,-4.174e+09,7.77e+09,-6.92e+08,-1.101e+09,8e+06,4.01e+08,7.078e+09,7.078e+09,-1.7e+09,5.378e+09,5.378e+09,-1.33e+08,5.245e+09,5.245e+09,1.0205e+10,1.0205e+10,2.2507e+10,2.2507e+10,1.303e+09,5.632e+09,5.632e+09,3.9647e+10,9.4876e+10,2.82742e+11,-1.87866e+11,2.1105e+11,2.4837e+10,9.304e+09,5.55e+08,1.76354e+11,3.05926e+11,3.45573e+11,1.7219e+10,8.802e+09,1.2709e+10,1.2709e+10,3.873e+10,1.497e+11,8.446e+10,1.8252e+10,3.6747e+10,2.9461e+10,2.3416e+11,2.7289e+11,1.3837e+10,-6.634e+09,6.3107e+10,9.22e+08,7.1232e+10,1.451e+09,7.2683e+10,3.45573e+11,5.378e+09,4.174e+09,1.83e+08,-4.1e+07,9.694e+09,-4.9277e+10,-4.08e+08,3.2e+07,-4.9653e+10,-2.601e+09,3.1349e+10,-7.92e+08,2.7956e+10,-1.2003e+10,-1.2003e+10,-1.2003e+10,1.1944e+10,1.58502e+11,-3.5674e+10,0.58858,0.23641,0.15958,0.07216,0.01518,-6.80153,1.02368,3.75452,0.45866,1.2666,1.2663,7.93697,17.20164,-8.61483,0.62811,5,0.02486,-0.11302,0.4959,12.41602,19.08584
"46","2021_Q3",52.678125,"Down",3.3764e+10,-1.4255e+10,1.9509e+10,-1.1344e+10,-7.324e+09,-4.02e+09,8.165e+09,-3.41e+08,-8.44e+08,1e+06,5.02e+08,7.824e+09,7.824e+09,-1.875e+09,5.949e+09,5.949e+09,-1.49e+08,5.8e+09,5.8e+09,4.657e+09,4.657e+09,2.1257e+10,2.1257e+10,1.421e+09,8.291e+09,8.291e+09,3.5626e+10,9.4202e+10,2.83654e+11,-1.89452e+11,2.19362e+11,2.4915e+10,7.002e+09,5.6e+08,1.86885e+11,3.13564e+11,3.4919e+11,1.7328e+10,7.023e+09,1.5727e+10,1.5727e+10,4.0078e+10,1.44894e+11,8.9106e+10,1.6713e+10,3.7534e+10,3.4859e+10,2.34e+11,2.74078e+11,1.3832e+10,-6.632e+09,6.631e+10,1.74e+08,7.3684e+10,1.428e+09,7.5112e+10,3.4919e+11,5.949e+09,4.02e+09,6.52e+08,1.23e+08,1.0744e+10,-4.717e+09,-49999999.9999998,19000000.0000001,-4.748e+09,-2.597e+09,-7.762e+09,-1.047e+09,-1.1406e+10,-5409999999.99999,-5409999999.99999,-5409999999.99999,1.2185e+10,1.51917e+11,9.466e+09,0.5778,0.24183,0.17178,0.07722,0.01661,1.63207,0.88892,3.64892,0.43506,1.40063,1.40029,8.15359,17.79377,2.28592,0.62714,4,0.02656,0.02994,0.44776,12.08535,18.03552
