"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","non_cash_items","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"37","2019_Q2",49.1544444444444,"Down",6.1646e+10,-5.0706e+10,1.094e+10,-8.25e+09,-8.25e+09,2.69e+09,-7.51e+08,-7.82e+08,1.939e+09,1.939e+09,-5.12e+08,1.427e+09,1.427e+09,1.421e+09,1.421e+09,8.322e+09,5.896e+09,2.426e+09,1.9509e+10,1.9509e+10,1.5448e+10,4.578e+09,4.578e+09,4.7857e+10,1.1348e+10,1.44153e+11,3.5147e+10,7.9075e+10,2.9931e+10,1.71911e+11,2.19768e+11,1.8733e+10,8.29e+09,1.0443e+10,9.63e+09,5.0631e+10,6.7888e+10,4.1243e+10,7.54e+09,3.3703e+10,1.09131e+11,1.59762e+11,4.5615e+10,-2.8221e+10,4.1859e+10,4.33e+08,5.9686e+10,6.0006e+10,2.19768e+11,1.948e+09,1.948e+09,-7.16e+08,-7.16e+08,-7.16e+08,-6.1e+07,-1.24e+08,-8.91e+08,-6.49e+08,1.403e+09,1.01e+08,1.01e+08,-3.9e+07,8.16e+08,1.873e+09,1.873e+09,1.873e+09,7.7518e+10,0.17746,0.04364,0.02305,0.02368,0.00647,0.94521,2.66243,0.35273,1.09476,1.0914,47.49307,45.98305,0.5,5,0.01158,0.45672,25.72342
"38","2019_Q3",54.570625,"Up",6.3431e+10,-5.2057e+10,1.1374e+10,-8.042e+09,-8.042e+09,3.332e+09,-7.41e+08,-7.72e+08,2.591e+09,2.591e+09,-6.6e+08,1.931e+09,1.931e+09,1.936e+09,1.936e+09,8.525e+09,6.063e+09,2.462e+09,1.8174e+10,1.8174e+10,1.5511e+10,4.691e+09,4.691e+09,4.6901e+10,1.1483e+10,1.43547e+11,3.4163e+10,7.9485e+10,2.9899e+10,1.72003e+11,2.18904e+11,1.9722e+10,9.16e+09,1.0562e+10,7.247e+09,4.9376e+10,6.6941e+10,4.0988e+10,7.375e+09,3.3613e+10,1.07929e+11,1.57305e+11,4.5719e+10,-2.8257e+10,4.3136e+10,6.84e+08,6.1282e+10,6.1599e+10,2.18904e+11,5.338e+09,5.338e+09,-5.73e+08,-5.73e+08,-5.73e+08,-2.15e+08,-1.26e+08,-9.1e+08,-6.57e+08,-3.577e+09,9999999.99999999,1e+07,-3.4e+07,-4.258e+09,1.7e+08,1.7e+08,1.7e+08,7.4188e+10,0.17931,0.05253,0.03052,0.03143,0.00884,0.94987,2.55369,0.33891,1.48923,1.48694,48.79308,47.14,0.50538,6,0.01467,0.33936,19.70678
"39","2019_Q4",65.180625,"Up",6.481e+10,-5.3287e+10,1.1523e+10,-8.595e+09,-8.595e+09,2.928e+09,-7.16e+08,-7.47e+08,2.212e+09,2.133e+09,-6.04e+08,1.529e+09,1.529e+09,1.53e+09,1.53e+09,7.527e+09,5.193e+09,2.334e+09,1.9789e+10,1.9789e+10,1.6028e+10,4.841e+09,4.841e+09,4.8185e+10,1.1651e+10,1.42935e+11,3.3655e+10,7.9548e+10,2.9732e+10,1.71928e+11,2.20113e+11,2.1057e+10,9.442e+09,1.1615e+10,7.786e+09,5.2544e+10,6.4206e+10,4.043e+10,7.279e+09,3.3151e+10,1.04636e+11,1.5718e+11,4.5854e+10,-2.8207e+10,4.4017e+10,9.5e+08,6.2614e+10,6.2933e+10,2.20113e+11,2.928e+09,2.928e+09,-6.01e+08,-6.01e+08,-6.01e+08,-1.19e+08,-1.11e+08,-8.29e+08,-6.46e+08,-2.368e+09,7.2e+07,7.2e+07,-2.6e+07,-2.968e+09,-8.69e+08,-8.69e+08,-8.69e+08,7.1992e+10,0.1778,0.04518,0.02361,0.02431,0.00695,0.91704,2.49758,0.32707,1.17512,1.17241,49.77727,48.09063,0.49616,5,0.01241,0.42222,22.01673
"40","2020_Q1",62.3974193548387,"Down",6.6889e+10,-5.5198e+10,1.1691e+10,-8.423e+09,-8.423e+09,3.268e+09,-7.03e+08,-7.34e+08,2.565e+09,2.334e+09,-5.9e+08,1.744e+09,1.744e+09,1.747e+09,1.747e+09,8.056e+09,5.683e+09,2.373e+09,1.9617e+10,1.9617e+10,1.7516e+10,5.113e+09,5.113e+09,5.0302e+10,1.2044e+10,1.42789e+11,3.3121e+10,7.9749e+10,2.9919e+10,1.72147e+11,2.22449e+11,2.2625e+10,1.0492e+10,1.2133e+10,3.781e+09,5.3303e+10,6.4699e+10,4.0277e+10,7.294e+09,3.2983e+10,1.04976e+11,1.58279e+11,4.5972e+10,-2.8235e+10,4.5108e+10,1.019e+09,6.3864e+10,6.417e+10,2.22449e+11,2.634e+09,2.634e+09,-5.67e+08,-5.67e+08,-5.67e+08,-9e+07,-8.3e+07,-7.09e+08,-6.51e+08,-7.78e+08,2.7e+07,2.7e+07,1.58e+08,-1.244e+09,6.81e+08,6.81e+08,6.81e+08,6.848e+10,0.17478,0.04886,0.02612,0.02722,0.00785,0.9437,2.46656,0.30785,1.33972,1.33257,51.29525,48.97546,0.49923,5,0.01387,0.37264,18.4896
"41","2020_Q2",59.3374603174603,"Down",6.6755e+10,-5.4734e+10,1.2021e+10,-8.563e+09,-8.563e+09,3.458e+09,-6.79e+08,-7.33e+08,2.779e+09,2.779e+09,-7.67e+08,2.012e+09,2.012e+09,2.007e+09,2.007e+09,1.2713e+10,1.0081e+10,2.632e+09,2.3037e+10,2.3037e+10,1.6976e+10,6.232e+09,6.232e+09,5.8958e+10,1.2146e+10,1.42695e+11,3.2727e+10,7.9993e+10,2.9975e+10,1.71681e+11,2.30639e+11,2.3797e+10,1.0223e+10,1.3574e+10,9.193e+09,5.956e+10,6.5735e+10,3.987e+10,7.121e+09,3.2749e+10,1.05605e+11,1.65165e+11,4.618e+10,-2.8182e+10,4.6455e+10,6.87e+08,6.514e+10,6.5474e+10,2.30639e+11,3.305e+09,3.305e+09,-7.42e+08,-7.42e+08,-7.42e+08,-2.47e+08,-6.13e+08,-1.597e+09,-6.52e+08,3.193e+09,1.54e+08,1.54e+08,-2e+07,2.675e+09,4.383e+09,4.383e+09,4.383e+09,7.4928e+10,0.18008,0.0518,0.03007,0.03065,0.0087,0.98989,2.5226,0.32487,1.53675,1.52973,51.11409,49.87749,0.49923,7,0.01475,0.32486,17.99161
"42","2020_Q3",59.09125,"Down",6.5341e+10,-5.1993e+10,1.3348e+10,-8.668e+09,-8.668e+09,4.68e+09,-7.2e+08,-7.65e+08,3.96e+09,3.96e+09,-9.74e+08,2.986e+09,2.986e+09,2.975e+09,2.975e+09,1.7465e+10,1.4869e+10,2.596e+09,2.252e+10,2.252e+10,1.6519e+10,6.002e+09,6.002e+09,6.2506e+10,1.2221e+10,1.42174e+11,3.2225e+10,8.0057e+10,2.9892e+10,1.72989e+11,2.35495e+11,2.5553e+10,9.919e+09,1.5634e+10,1.1828e+10,6.3694e+10,6.3481e+10,3.9965e+10,7.136e+09,3.2829e+10,1.03446e+11,1.6714e+11,4.6276e+10,-2.8235e+10,4.8768e+10,1.213e+09,6.8022e+10,6.8355e+10,2.35495e+11,7.119e+09,7.119e+09,-4.48e+08,-4.48e+08,-4.48e+08,-7.31e+08,-1.55e+08,-1.333e+09,-6.63e+08,-2.63e+08,1.2e+07,1.2e+07,-6.4e+07,-9.78e+08,4.808e+09,4.808e+09,4.808e+09,7.5309e+10,0.20428,0.07162,0.04553,0.04352,0.01263,0.98135,2.44518,0.31979,2.27446,2.26408,49.95489,52.00459,0.50688,7,0.01981,0.22286,12.35983
"43","2020_Q4",62.294375,"Up",6.7056e+10,-5.5336e+10,1.172e+10,-8.471e+09,-8.471e+09,3.249e+09,-6.77e+08,-7.31e+08,2.572e+09,1.806e+09,-5.87e+08,1.219e+09,1.219e+09,1.224e+09,1.224e+09,1.2087e+10,9.256e+09,2.831e+09,2.3816e+10,2.3816e+10,1.7478e+10,5.83e+09,5.83e+09,5.9211e+10,1.2349e+10,1.41122e+11,3.1697e+10,7.9579e+10,2.9846e+10,1.73687e+11,2.32898e+11,2.6006e+10,1.1677e+10,1.4329e+10,9.407e+09,6.2044e+10,6.1552e+10,4.019e+10,7.253e+09,3.2937e+10,1.01742e+11,1.63786e+11,4.6388e+10,-2.8164e+10,4.9328e+10,1.255e+09,6.8807e+10,6.9112e+10,2.32898e+11,1.874e+09,1.874e+09,-5.34e+08,-5.34e+08,-5.34e+08,-1.609e+09,7.74e+08,-1.37e+09,-6.65e+08,-5.504e+09,8.3e+07,8.3e+07,-3.1e+07,-6.117e+09,-5.613e+09,-5.613e+09,-5.613e+09,7.0959e+10,0.17478,0.04845,0.01825,0.01771,0.00526,0.95434,2.36986,0.30468,0.93435,0.93009,51.18779,52.52443,0.50763,5,0.01048,0.5433,18.12004
"44","2021_Q1",70.2570491803279,"Up",6.9554e+10,-5.7597e+10,1.1957e+10,-9.433e+09,-9.433e+09,2.524e+09,-6.25e+08,-6.78e+08,1.899e+09,1.225e+09,-2.41e+08,9.84e+08,9.75e+08,9.73e+08,9.73e+08,1.0854e+10,7.854e+09,3e+09,2.1742e+10,2.1742e+10,1.8496e+10,5.277e+09,5.277e+09,5.6369e+10,1.2606e+10,1.40928e+11,3.1142e+10,7.9552e+10,3.0234e+10,1.74346e+11,2.30715e+11,2.5381e+10,1.1138e+10,1.4243e+10,5.44e+09,6.2017e+10,5.9207e+10,3.979e+10,6.794e+09,3.2996e+10,9.8997e+10,1.61014e+11,4.6513e+10,-2.8178e+10,4.964e+10,1.414e+09,6.9389e+10,6.9701e+10,2.30715e+11,3.567e+09,3.567e+09,-7.13e+08,-7.13e+08,-7.13e+08,-5.85e+08,-3.2e+07,-1.234e+09,-6.44e+08,-3.099e+09,1.5e+07,1.5e+07,4.52e+08,-3.276e+09,-943000000.000002,-943000000.000002,-943000000.000001,6.4647e+10,0.17191,0.03629,0.01399,0.01396,0.00422,0.90893,2.31007,0.2802,0.74162,0.74049,53.01372,52.88796,0.49085,4,0.00929,0.66187,21.3126
"45","2021_Q2",79.5063492063492,"Up",6.9097e+10,-5.6598e+10,1.2499e+10,-8.922e+09,-8.922e+09,3.577e+09,-6.07e+08,-6.57e+08,2.97e+09,2.97e+09,-7.46e+08,2.224e+09,2.224e+09,2.223e+09,2.223e+09,8.788e+09,5.598e+09,3.19e+09,2.3855e+10,2.3855e+10,1.7618e+10,5.458e+09,5.458e+09,5.5719e+10,1.2611e+10,1.40251e+11,3.0639e+10,7.9552e+10,3.006e+10,1.73887e+11,2.29606e+11,2.5116e+10,1.0804e+10,1.4312e+10,2.674e+09,6.0104e+10,5.927e+10,3.9068e+10,6.61e+09,3.2458e+10,9.8338e+10,1.58442e+11,4.6727e+10,-2.8102e+10,5.1203e+10,1.022e+09,7.085e+10,7.1164e+10,2.29606e+11,2.892e+09,2.892e+09,-8.29e+08,-8.29e+08,-8.29e+08,-9.54e+08,-8.4e+07,-1.867e+09,-6.56e+08,-2.797e+09,2.12e+08,2.12e+08,5.6e+07,-3.185e+09,-2.16e+09,-2.16e+09,-2.16e+09,6.1944e+10,0.18089,0.05177,0.03217,0.03124,0.00968,0.92704,2.22643,0.26978,1.69307,1.68154,52.62529,53.9604,0.49962,7,0.01672,0.2951,14.8605
"46","2021_Q3",81.81953125,"Up",7.2616e+10,-5.9421e+10,1.3195e+10,-8.869e+09,-8.869e+09,4.326e+09,-5.91e+08,-6.36e+08,3.735e+09,3.735e+09,-9.44e+08,2.791e+09,2.791e+09,2.783e+09,2.783e+09,1.0125e+10,7.119e+09,3.006e+09,2.4164e+10,2.4164e+10,1.6979e+10,5.291e+09,5.291e+09,5.6559e+10,1.2664e+10,1.39805e+11,3.008e+10,7.9552e+10,3.0173e+10,1.74605e+11,2.31164e+11,2.5879e+10,1.1052e+10,1.4827e+10,6e+07,5.9311e+10,5.9294e+10,3.8994e+10,6.557e+09,3.2437e+10,9.8288e+10,1.57599e+11,4.6995e+10,-2.8252e+10,5.3331e+10,1.17e+09,7.3244e+10,7.3565e+10,2.31164e+11,5.847e+09,5.847e+09,-4.86e+08,-4.86e+08,-4.86e+08,-6.69e+08,-2.4e+07,-1.107e+09,-6.5e+08,-2.626e+09,1.18e+08,1.18e+08,-1.69e+08,-3.327e+09,1.413e+09,1.413e+09,1.413e+09,5.9354e+10,0.18171,0.05957,0.03832,0.03783,0.01204,0.9536,2.14231,0.25676,2.11957,2.10514,55.30541,55.7837,0.49505,5,0.01997,0.23356,11.3798
"47","2021_Q4",90.795625,"Up",7.3794e+10,-6.1092e+10,1.2702e+10,-9.21e+09,-9.21e+09,3.492e+09,-5.53e+08,-6.02e+08,2.939e+09,2.145e+09,-5.58e+08,1.587e+09,1.587e+09,1.598e+09,1.598e+09,1.2841e+10,9.826e+09,3.015e+09,2.5283e+10,2.5283e+10,1.7399e+10,5.319e+09,5.319e+09,6.0842e+10,1.2771e+10,1.38908e+11,2.9545e+10,7.9121e+10,3.0242e+10,1.74049e+11,2.34891e+11,2.8836e+10,1.2696e+10,1.614e+10,1.561e+09,6.4709e+10,5.6832e+10,3.8732e+10,6.329e+09,3.2403e+10,9.5564e+10,1.60273e+11,4.7133e+10,-2.8166e+10,5.4264e+10,1.077e+09,7.4308e+10,7.4618e+10,2.34891e+11,5.521e+09,5.521e+09,-6.08e+08,-6.08e+08,-6.08e+08,-2.35e+08,-2.7e+07,-8.47e+08,-6.59e+08,-1.413e+09,1.1e+08,1.1e+08,-5.1e+07,-2.013e+09,2.661e+09,2.661e+09,2.661e+09,5.8393e+10,0.17213,0.04732,0.02165,0.02142,0.0068,0.94024,2.14791,0.2486,1.21244,1.20513,55.98938,56.37936,0.5,6,0.01314,0.41239,13.04467
"48","2022_Q1",103.785806451613,"Up",7.6604e+10,-6.2952e+10,1.3652e+10,-1.0065e+10,-1.0065e+10,3.587e+09,-5.7e+08,-6.08e+08,3.017e+09,1.57e+09,-2.74e+08,1.296e+09,1.296e+09,1.306e+09,1.306e+09,1.2525e+10,9.408e+09,3.117e+09,2.4431e+10,2.4431e+10,1.776e+10,5.292e+09,5.292e+09,6.0008e+10,1.2896e+10,1.3707e+11,2.9026e+10,7.9121e+10,2.8923e+10,1.72991e+11,2.32999e+11,3.0214e+10,1.2544e+10,1.767e+10,4.205e+09,6.7807e+10,5.1971e+10,8.5217e+10,6.27e+09,7.8947e+10,1.37188e+11,2.04995e+11,47298952810.4364,-2.8173e+10,5.4906e+10,9.65e+08,2.7698e+10,2.8004e+10,2.32999e+11,4.005e+09,4.005e+09,-5.97e+08,-5.97e+08,-5.97e+08,-8.59e+08,-1.1e+07,-1.44e+09,-6.6e+08,-2.431e+09,1.09e+08,1.09e+08,1.51e+08,-2.831e+09,-2.66e+08,-2.66e+08,-2.66e+08,5.6176e+10,0.17822,0.04683,0.01705,0.04664,0.00561,0.88498,7.3202,0.2411,0.98195,0.97608,57.59699,20.82556,0.49624,7,0.01161,0.50536,12.16922
"49","2022_Q2",96.9116129032258,"Down",7.6826e+10,-6.346e+10,1.3366e+10,-9.876e+09,-9.876e+09,3.49e+09,-5.44e+08,-5.86e+08,2.946e+09,2.946e+09,-6.33e+08,2.313e+09,2.313e+09,2.312e+09,2.312e+09,1.1342e+10,8.442e+09,2.9e+09,2.6451e+10,2.6451e+10,1.816e+10,5.53e+09,5.53e+09,6.1483e+10,1.2844e+10,1.35951e+11,2.8543e+10,7.906e+10,2.8348e+10,1.7139e+11,2.32873e+11,2.9357e+10,1.2738e+10,1.6619e+10,4.217e+09,6.978e+10,5.2063e+10,3.689e+10,5.829e+09,3.1061e+10,8.8953e+10,1.58733e+11,4.7677e+10,-3.0145e+10,5.6488e+10,-1.9e+08,7.383e+10,7.414e+10,2.32873e+11,3.563e+09,3.563e+09,-1.051e+09,-1.051e+09,-1.051e+09,-9.04e+08,-7e+06,-1.993e+09,-7.22e+08,-1.4e+07,-1.703e+09,2.97e+08,-2.11e+08,-2.65e+09,-1.08e+09,-1.08e+09,-1.08e+09,5.628e+10,0.17398,0.04543,0.03009,0.03118,0.00993,0.8811,2.14099,0.24168,1.74887,1.73054,58.11346,55.8472,0.54614,6,0.01813,0.31228,12.87622
"50","2022_Q3",98.29075,"Up",8.0636e+10,-6.6896e+10,1.374e+10,-9.171e+09,-9.171e+09,4.569e+09,-5.4e+08,-5.83e+08,4.029e+09,4.029e+09,-1.068e+09,2.961e+09,2.961e+09,2.951e+09,2.951e+09,1.4993e+10,1.2116e+10,2.877e+09,2.7233e+10,2.7233e+10,1.7375e+10,2.541e+09,2.541e+09,6.2142e+10,1.2764e+10,1.34249e+11,2.8135e+10,7.856e+10,2.7554e+10,1.68137e+11,2.30279e+11,3.0966e+10,1.3238e+10,1.7728e+10,4.019e+09,6.8457e+10,5.0797e+10,8.3393e+10,5.45e+09,7.7943e+10,1.3419e+11,2.02647e+11,48431641568.6908,-3.0412e+10,5.871e+10,-9.88e+08,2.731e+10,2.7632e+10,2.30279e+11,5.443e+09,5.443e+09,-4.08e+08,-4.08e+08,-4.08e+08,2.54e+08,-2.061e+09,-2.13e+09,-7.4e+08,-1.515e+09,5.1e+07,5.1e+07,-2.57e+08,-2.461e+09,8.52e+08,8.52e+08,8.52e+08,5.4816e+10,0.1704,0.05666,0.0366,0.1068,0.01281,0.90775,7.33378,0.23804,2.24752,2.23391,61.41356,20.7997,0.56359,7,0.02226,0.25076,8.71591
