"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_compensation","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",14.3611111111111,"Down",131715000,-61634000,70081000,-66164000,-43563000,-20645000,-1956000,3917000,-759000,-718000,-41000,3158000,3028000,-1487000,1541000,1541000,1541000,1541000,23359000,23359000,79416000,79416000,25419000,17944000,4082000,3393000,128348000,27137000,345898000,103872000,216530000,7197000,18299000,373035000,501383000,24967000,3069000,21898000,82996000,30153000,107963000,23680000,6473000,16354000,62680000,170643000,241221000,89754000,330740000,330740000,501383000,1541000,8726000,9974000,-3083000,17158000,-2183000,-4023000,-6206000,320000,320000,10999.9999999981,-15669000,-4717000,-4717000,-4717000,12643000,3.9e+07,8864000,0.53207,0.02974,0.0117,0.00466,0.00307,5.75211,1.18881,0.51594,0.07778,0.02419,0.02419,2.06754,5.19166,0.13914,0.00392,0.02253,1.23713,3.99311
"32","2018_Q1",13.1747540983607,"Down",135775000,-61977000,73798000,-88602000,-65709000,-21098000,-1795000,-14804000,-969000,-1054000,85000,-15773000,-20011000,8964000,-11047000,-11047000,-11047000,-11047000,28845000,28845000,84962000,84962000,27675000,17180000,8122000,2373000,141662000,26795000,347298000,100409000,218875000,9219000,18795000,374093000,515755000,32196000,4213000,27983000,102396000,102396000,134592000,20753000,6086000,13494000,57753000,192345000,245102000,78708000,323410000,323410000,515755000,-11047000,8511000,8427000,15443000,21334000,-2195000,-5218000,-11388000,249000,249000,-1186000,-2937000,7009000,7009000,7009000,-6293000,3.7e+07,-2009000,0.54353,-0.10903,-0.08136,-0.03416,-0.02142,0.18186,1.05253,0.59474,0.07174,-0.17292,-0.17294,2.1253,5.06238,-0.03145,-0.02898,-0.00527,-1.29588,-0.550860000000001
"33","2018_Q2",15.80546875,"Up",133200000,-61851000,71349000,-67932000,-44636000,-22128000,-1168000,3417000,-327000,-701000,374000,3090000,3090000,-442000,2648000,2648000,2648000,2648000,26544000,26544000,86064000,86064000,43042000,17397000,7677000,17968000,155811000,26567000,352757000,97482000,218875000,6249000,30151000,379324000,535135000,20811000,3133000,17678000,114263000,114263000,135074000,19169000,5937000,13232000,63169000,198243000,248016000,89775000,336892000,336892000,535135000,2648000,7848000,6511000,-13995000,3012000,-2179000,-4785000,-6964000,1352000,1352000,-1554000,6798000,2846000,2846000,2846000,11265000,4.4e+07,-4467000,0.53565,0.02565,0.01988,0.00786,0.00495,-1.68693,1.15352,0.58845,0.08222,0.04136,0.04134,2.08063,5.26238,-0.06978,0.00662,-0.01117,1.54958,5.10857
"34","2018_Q3",21.2009523809524,"Up",130321000,-61118000,69203000,-53721000,-34229000,-18371000,-1121000,15482000,-492000,-729000,237000,14990000,14990000,-1896000,13094000,13094000,13094000,13094000,32387000,32387000,85548000,85548000,40547000,16987000,5976000,17584000,158635000,24815000,352235000,95032000,218771000,6264000,32168000,377050000,535685000,25140000,6237000,18903000,93906000,93906000,119046000,19205000,5951000,13254000,61205000,180251000,254257000,102869000,355434000,355434000,535685000,13094000,8012000,7404000,-16606000,11904000,-762000,-5594000,-6356000,2756000,2756000,-650000,106000,5654000,5654000,5654000,23494000,4.2e+07,8022000,0.53102,0.1188,0.10047,0.03684,0.02444,0.61265,1.33255,0.50713,0.0784,0.20375,0.20189,2.02787,5.53076,0.12483,0.03143,0.01925,0.40917,0.62091
"35","2018_Q4",17.1553968253968,"Down",130867000,-61671000,69196000,-63013000,-41304000,-20682000,-1027000,6183000,-903000,-676000,-227000,5280000,5280000,-456000,4824000,4824000,4824000,4824000,30054000,30054000,84360000,84360000,43236000,18505000,6061000,18670000,157779000,23169000,349795000,91379000,218771000,6417000,33228000,372964000,530743000,27837000,3611000,24226000,92059000,92059000,119896000,18477000,5564000,12913000,45477000,165373000,258958000,107693000,365370000,365370000,530743000,4824000,8041000,8920000,-3422000,18363000,-1167000,-4474000,-5641000,397000,397000,-394000,-14997000,-2275000,-2275000,-2275000,14224000,2.7e+07,10091000,0.52875,0.04725,0.03686,0.0132,0.00909,2.09183,1.31597,0.45262,0.05087,0.07463,0.07447,2.02465,5.65264,0.15612,0.01174,0.02456,-0.21471,-0.49393
"36","2019_Q1",17.3393442622951,"Up",134785000,-62057000,72728000,-65551000,-44710000,-19813000,-1028000,7177000,-609000,-492000,-117000,6568000,5928000,-2e+06,3928000,3928000,3928000,3928000,33079000,33079000,87459000,87459000,39193000,20826000,3682000,14685000,159851000,21404000,351640000,90450000,218771000,6194000,36225000,373044000,532895000,31159000,5432000,25727000,97073000,97073000,128232000,17717000,5905000,11812000,28717000,156949000,265556000,111621000,375946000,375946000,532895000,3928000,7893000,12033000,-6658000,17196000,-844000,-5718000,-6562000,3028000,3028000,-583000,-13555000,-2921000,-2921000,-2921000,15070000,1.1e+07,9568000,0.53959,0.05325,0.02914,0.01045,0.00737,2.43585,1.24658,0.41748,0.02064,0.06067,0.0607,2.08172,5.80638,0.14778,0.00971,0.02364,-1.4651,-3.07636
"37","2019_Q2",18.6747619047619,"Up",131861000,-65231000,66630000,-63044000,-40128000,-22051000,-865000,3586000,-526000,-393000,-133000,3060000,864000,380000,1244000,1244000,1244000,1244000,28607000,28607000,81748000,81748000,45089000,21985000,2882000,20222000,155516000,22772000,389037000,85907000,218771000,6207000,78152000,411809000,567325000,23131000,5848000,17283000,105119000,105119000,128250000,52245000,6046000,46199000,58245000,186495000,269142000,112865000,380830000,380830000,567325000,1244000,7245000,13649000,-5141000,16997000,-3689000,-4735000,-8424000,1096000,1096000,-2401000,-6305000,2268000,2268000,2268000,10831000,6e+06,1621000,0.5053,0.0272,0.00943,0.00327,0.00219,1.30305,1.2126,0.48971,0.01058,0.01913,0.01904,2.02816,5.85757,0.02493,0.00283,0.00369,-2.08725,-6.30424
"38","2019_Q3",16.6325,"Down",134256000,-65734000,68522000,-59700000,-39046000,-19789000,-865000,8822000,-141000,-351000,210000,8681000,6590000,-509000,6081000,6081000,6081000,6081000,42930000,42930000,83708000,83708000,43358000,20612000,3272000,19474000,170054000,22049000,380725000,81366000,218771000,6166000,74422000,402774000,572828000,26662000,4837000,21825000,105593000,105593000,132255000,49445000,5933000,43512000,49445000,181700000,273502000,118946000,391128000,391128000,572828000,6081000,7162000,12894000,-2370000,23767000,-1504000,-2666000,-4170000,486000,486000,-442000,-5956000,13641000,13641000,13641000,15984000,0,12619000,0.51038,0.06571,0.04529,0.01555,0.01062,2.07515,1.2858,0.46455,3.46944695195361e-18,0.09298,0.09279,2.05275,5.98028,0.19294,0.0138,0.02864,-2.68581,-4.86624
"39","2019_Q4",16.5228125,"Down",137740000,-68135000,69605000,-63831000,-42841000,-20026000,-964000,5774000,-268000,-405000,137000,5506000,3012000,1403000,4415000,4415000,4415000,4415000,26790000,26790000,79731000,79731000,46770000,23101000,5485000,18184000,153366000,22004000,447525000,104072000,266741000,5088000,71624000,469529000,622895000,34720000,9411000,25309000,102159000,102159000,136879000,49260000,6198000,43062000,86260000,223139000,277818000,123361000,399756000,399756000,622895000,4415000,7997000,14527000,-3332000,23607000,-1758000,-4884000,-78247000,494000,494000,-799000,36695000,-17945000,-17945000,-17945000,13771000,3.7e+07,7278000,0.50534,0.04192,0.03205,0.01104,0.00709,1.64847,1.12045,0.55819,0.0594,0.06741,0.06724,2.10309,6.1037,0.11112,0.00908,0.01497,0.74141,1.76827
"40","2020_Q1",12.8959677419355,"Down",136382000,-68339000,68043000,-66037000,-43159000,-21429000,-1449000,2006000,82000,-550000,632000,2088000,-6207000,1965000,-4242000,-4242000,-4242000,-4242000,138012000,138012000,80006000,80006000,41997000,26305000,856000,14836000,260015000,19836000,440265000,57809000,267165000,10620000,104671000,460101000,720116000,34461000,10521000,23940000,108757000,108757000,143218000,47404000,5300000,42104000,176404000,319622000,283518000,119119000,400494000,400494000,720116000,-4242000,8304000,14124000,3044000,21230000,-498000,-4647000,-5230999.99999999,333000,333000,-499000,91834000,107833000,107833000,107833000,10310000,1.29e+08,10891000,0.49891,0.01471,-0.0311,-0.01059,-0.00589,-2.56742,1.81552,0.79807,0.17914,-0.06429,-0.06437,2.0669,6.06956,0.16506,-0.00735,0.01888,-0.8741,-4.49252
"41","2020_Q2",10.3611111111111,"Down",130879000,-66369000,64510000,-60071000,-40737000,-18222000,-1112000,4439000,-1085000,-1101000,16000,3354000,792000,-1616000,-824000,-824000,-824000,-824000,192323000,192323000,76851000,76851000,48250000,25899000,579000,21772000,317424000,18525000,433857000,89414000,267165000,10604000,66674000,452382000,769806000,33026000,9199000,23827000,105445000,105445000,138471000,48693000,5988000,42705000,227693000,366164000,287503000,118295000,403642000,403642000,769806000,-824000,8244000,13793000,-3541000,17672000,-616000,-5612000,-6228000,426000,426000,-1834000,48592000,60036000,60036000,60036000,12683000,1.79e+08,10142000,0.4929,0.03392,-0.0063,-0.00204,-0.00107,-12.30825,2.29235,0.90715,0.23253,-0.01243,-0.01243,1.97416,6.08848,0.15298,-0.00131,0.01606,-1.05046,-3.00135
"42","2020_Q3",12.7721875,"Up",140002000,-68950000,71052000,-60754000,-41950000,-17692000,-1112000,10298000,-1141000,-1123000,-17999.9999999999,9157000,9157000,1298000,10455000,10455000,10455000,10455000,103440000,103440000,75102000,75102000,46380000,23361000,1900000,21119000,224922000,16720000,430770000,84811000,267212000,10647000,68100000,447490000,672412000,39012000,6822000,32190000,98390000,98390000,137402000,51419000,6140000,45279000,115419000,252821000,292895000,128750000,419591000,419591000,672412000,10455000,7925000,13029000,-1049000,30360000,-148000,-6677000,-6825000,372000,372000,-417000,-115045000,-91510000,-91510000,-91510000,18223000,6.4e+07,15728000,0.50751,0.07356,0.07468,0.02492,0.01555,1.50435,1.63696,0.60254,0.09518,0.15677,0.15677,2.0993,6.29166,0.23584,0.01954,0.0294,-2.1643,-3.82987
"43","2020_Q4",15.86265625,"Up",141752000,-70324000,71428000,-68281000,-48972000,-18197000,-1112000,3147000,-637000,-622000,-15000,2510000,295000,169000,464000,464000,464000,464000,89523000,89523000,76741000,76741000,51083000,26074000,3397000,21612000,217347000,15009000,423543000,40121000,267212000,10662000,105548000,438552000,655899000,47884000,7817000,40067000,112157000,112157000,160041000,41146000,6624000,34522000,70146000,230187000,298381000,129214000,425712000,425712000,655899000,464000,7607000,15643000,4232000,27946000,-782000,-6831000,-7613000,1199000,1199000,-1646000,-35447000,-15114000,-15114000,-15114000,10754000,2.9e+07,14035000,0.50389,0.0222,0.00327,0.00109,0.00071,30.24784,1.35807,0.54071,0.04421,0.00693,0.00693,2.11741,6.35904,0.20965,0.00094,0.0283,-5.62795,-19.23197
"44","2021_Q1",19.7340983606557,"Up",144188000,-69781000,74407000,-71373000,-48870000,-21390000,-1113000,3034000,-679000,-632000,-47000,2355000,-969000,389000,-580000,-580000,-580000,-580000,73295000,73295000,77541000,77541000,56808000,31282000,765000,24761000,207644000,14539000,422303000,36700000,267212000,19474000,98917000,436842000,644486000,62336000,11378000,50958000,118297000,118297000,180633000,32209000,6620000,25589000,32209000,212842000,304934000,128634000,431644000,431644000,644486000,-580000,5330000,7127000,10663000,22540000,-2215000,-5664000,-7879000,1482000,1482000,-2299000,-29817000,-15156000,-15156000,-15156000,8364000,-3.72529029846191e-09,16423000,0.51604,0.02104,-0.00402,-0.00134,-9e-04,-28.31552,1.14954,0.4931,0,-0.0087,-0.0087,2.16356,6.47686,0.24643,-0.00125,0.03541,-8.76315,-24.15788
"45","2021_Q2",17.9201587301587,"Down",146084000,-72741000,73343000,-68688000,-48486000,-19321000,-881000,4655000,-327000,-305000,-22000,4328000,3407000,-559000,2848000,2848000,2848000,2848000,63002000,63002000,73495000,73495000,57693000,29434000,765000,27494000,194190000,13476000,416898000,33601000,267212000,19446000,96639000,430374000,624564000,36495000,7213000,29282000,118567000,118567000,155062000,30934000,7363000,23571000,30934000,185996000,309048000,131482000,438568000,438568000,624564000,2848000,5207000,14944000,-22686000,313000,-1002000,-5538000,-6540000,671000,671000,-2969000,-2298000,-8525000,-8525000,-8525000,9862000,0,-13267000,0.50206,0.03187,0.0195,0.00649,0.00456,-4.65836,1.25234,0.4241,0,0.04232,0.04232,2.17093,6.51748,-0.19716,0.00607,-0.02826,-6.38836,-13.53426
"46","2021_Q3",15.55390625,"Down",149286000,-72698000,76588000,-83290000,-63891000,-18518000,-881000,-6702000,-315000,-303000,-12000,-7017000,-8212000,1441000,-6771000,-6771000,-6771000,-6771000,75303000,75303000,71988000,71988000,63422000,27574000,9066000,26782000,210713000,12030000,412779000,30502000,267212000,19445000,95620000,424809000,635522000,46941000,12687000,34254000,124236000,124236000,171177000,29069000,7275000,21794000,29069000,200246000,312477000,124711000,435276000,435276000,635522000,-6771000,4772000,14651000,7513999.99999999,20166000,-683000,-6175000,-6858000,437999.999999998,438000,-2232000,-1794000,11514000,11514000,11514000,-1930000,-9.31322574615479e-10,3460000,0.51303,-0.04489,-0.04536,-0.01556,-0.01065,-0.511000000000001,1.23097,0.46004,0,-0.10062,-0.10062,2.21851,6.46856,0.0514199999999999,-0.01458,0.00745,39.0171,11.2359
"47","2021_Q4",16.0575,"Up",149721000,-74204000,75517000,-67509000,-47238000,-19390000,-881000,8008000,-280000,-271000,-9000,7728000,7728000,-2535000,5193000,5193000,5193000,5193000,49429000,49429000,70080000,70080000,66231000,30098000,6966000,29167000,185740000,10818000,408776000,27402000,267212000,19439000,94723000,419594000,605334000,57656000,15232000,42424000,112752000,112752000,170408000,23783000,7671000,16112000,23783000,194191000,319046000,129904000,411143000,411143000,605334000,5193000,4725000,15190000,-8951000,16157000,-352000,-6124000,-6476000,-36106000,-232000,-789000,-36895000,-27214000,-27214000,-27214000,12733000,0,5965000,0.50438,0.05349,0.03468,0.01263,0.00858,1.14866,1.08997,0.47232,0,0.07708,0.07661,2.22237,6.10276,0.08854,0.01194,0.01371,-3.88196,-6.17245
"48","2022_Q1",19.1545161290323,"Up",151259000,-75761000,75498000,-70356000,-50046000,-19428000,-882000,5142000,-540000,-519000,-21000,4602000,2273000,-1925000,348000,348000,348000,348000,59829000,59829000,76057000,76057000,75684000,37102000,6507000,32075000,211570000,9120000,406984000,24303000,267212000,19259000,96210000,416104000,627674000,57960000,9125000,48736000,122902000,122902000,180862000,23734000,7230000,16504000,23734000,204596000,330609000,130252000,423078000,423078000,627674000,348000,4595000,17806000,-5840000,16909000,-545000,-7663000,-8208000,4137000,4137000,-441000,3695999.99999999,12397000,12397000,12397000,9737000,5.82076609134674e-11,5277000,0.49913,0.03399,0.00229999999999998,0.000820000000000003,0.00055,15.16379,1.16979,0.48359,0,0.00517000000000002,0.00512999999999997,2.2452,6.27992,0.07833,0.000779999999999996,0.01181,-6.1445,-11.63536
"49","2022_Q2",19.0614516129032,"Down",153302000,-80054000,73248000,-71534000,-49034000,-21795000,-705000,1714000,-289000,-284000,-5000,1425000,901000,247000,1148000,1148000,1148000,1148000,40361000,40361000,77279000,77279000,74896000,34011000,7367000,33518000,192536000,8326000,407133000,21817000,267212000,19187000,98917000,415459000,607995000,41372000,15042000,26330000,116227000,116227000,157599000,21537000,7181000,14356000,21537000,179136000,337775000,131400000,428859000,428859000,607995000,1148000,3778000,15562000,-25133000,-4645000,-455000,-8998000,-9453000,-437000,2068000,-3668000,-4105000,-18203000,-18203000,-18332000,5492000,0,-20343000,0.4778,0.01118,0.00749,0.00268,0.00189,-17.72038,1.22168,0.4177,0,0.01699,0.01681,2.26818,6.34519,-0.30099,0.00255,-0.04517,-7.34905,-23.54784
"50","2022_Q3",17.3521875,"Down",159443000,-82580000,76863000,-66448000,-44886000,-20857000,-705000,10415000,10041000,-251000,10292000,20456000,19330000,-5707000,13623000,13623000,13623000,13623000,70728000,70728000,76948000,76948000,70469000,34363000,3052000,33054000,218145000,7398000,401595000,19739000,267212000,19128000,95516000,408993000,627138000,40699000,12414000,28113000,127913000,127913000,168612000,16684000,6981000,9703000,16684000,185296000,344513000,145023000,441842000,441842000,627138000,13623000,3432000,5832000,15554000,38441000,-971000,1835000,864000,-6866000,507000,-2456000,-9322000,29983000,29983000,29893000,13847000,3.63797880709171e-12,34137000,0.48207,0.06532,0.08544,0.03083,0.02172,2.50584,1.29377,0.41937,0,0.20091,0.1991,2.35146,6.51627,0.50345,0.02971,0.07445,-5.10782,-6.79097
