"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","foreign_exchange_gain_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"33","2018_Q4",52.0684126984127,"Down",203263000,-74423000,128840000,-146098000,-99594000,-46504000,-17258000,1082000,683000,399000,0,-16176000,-16176000,8589000,-7587000,-7587000,-7587000,-7587000,205977000,106195000,150733000,150733000,229428000,229428000,586138000,376505000,72897000,303608000,376505000,962643000,124073000,12926000,111147000,158178000,158178000,282251000,59537000,23371000,59537000,341788000,135920000,496815000,-11880000,620855000,620855000,962643000,-7587000,6218000,14485000,-21460000,-8344000,-1872000,-3226000,-2365000,-23474000,-23474000,-25839000,-37409000,-37409000,-687000,-38096000,-11040000,0,0.63386,-0.0849,-0.03733,-0.01222,-0.00788,2.07666,0.55051,0,-0.0964,-0.10983,2.58266,7.88858,0.03005,-0.00767,-0.31172,18.65734,11.93516
"34","2019_Q1",58.5886885245902,"Up",256357000,-77911000,178446000,-162993000,-116544000,-46449000,15453000,2492000,629000,1863000,-2.91038304567337e-11,17945000,17945000,-1532000,16413000,16413000,16413000,16413000,207423000,114422000,180872000,180872000,222340000,222340000,610635000,371918000,72858000,299060000,371918000,982553000,146664000,16487000,130177000,185145000,185145000,331809000,29213000,22274000,29213000,361022000,123990000,510863000,-13322000,621531000,621531000,982553000,16413000,6603000,2238000,12014000,37268000,6218000,1399000,-2365000,10163000,10163000,-29796000,8871000,8871000,-644000,8227000,22056000,5.82076609134674e-11,0.69608,0.06028,0.06402,0.02641,0.0167,1.84032,0.58086,-5.42101086242752e-20,0.2086,0.16976,3.25818,7.89938,0.03006,0.02886,0.14409,-9.40438,-13.42283
"35","2019_Q2",70.7746031746032,"Up",212546000,-74437000,138109000,-172137000,-121541000,-50596000,-34028000,-2989000,723000,-3712000,0,-37017000,-37017000,8300000,-28717000,-28717000,-28717000,-28717000,202171000,110367000,135352000,135352000,225211000,225211000,562734000,393825000,72898000,320927000,393825000,956559000,108855000,11559000,97296000,193292000,180845000,302147000,65983000,57664000,65983000,368130000,119971000,479779000,-11321000,588429000,588429000,956559000,-28717000,18774000,23533000,9113000,22703000,1324000,-1466000,-2363000,-23224000,-23224000,-25587000,-4350000,-4350000,295000,-4055000,-15254000,0,0.64978,-0.1601,-0.13511,-0.0488,-0.03002,1.86245,0.62561,0,-0.36543,-0.36543,2.7047,7.4879,0.03007,-0.04027,-0.08229,13.25364,5.94131
"36","2019_Q3",71.9115625,"Up",205592000,-77080000,128512000,-180850000,-131136000,-49714000,-52338000,2704000,544000,2105000,55000,-49634000,-49634000,17338000,-32296000,-32296000,-32296000,-32296000,155049000,95500000,134965000,134965000,246844000,246844000,536858000,403759000,79037000,324722000,403759000,940617000,127838000,14586000,113252000,183585000,169009000,311423000,71907000,64989000,71907000,383330000,123671000,445108000,-11492000,557287000,557287000,940617000,-32296000,15014000,16241000,-13942000,-14983000,31689000,18676000,-2367000,-16413000,-16413000,-18780000,-15087000,-15087000,220000,-14867000,-37324000,0,0.62508,-0.25457,-0.15709,-0.05795,-0.03433,1.72389,0.68785,8.67361737988404e-19,-0.40886,-0.40886,2.60276,7.05516,0.02997,-0.04757,-0.07329,4.15414,2.96246000000001
"37","2019_Q4",75.22953125,"Up",216703000,-80898000,135805000,-182572000,-130080000,-52492000,-46767000,-1091000,556000,-1970000,323000,-47858000,-47858000,17520000,-30338000,-30338000,-30338000,-30338000,112569000,92104000,123268000,123268000,230294000,230294000,466131000,450893000,78862000,372031000,450893000,917024000,145304000,15435000,129869000,175591000,159849000,320895000,67297000,67297000,67297000,388192000,130352000,412389000,-13909000,528832000,528832000,917024000,-30338000,-33788000,33773000,9171000,-21182000,37808000,36238000,-2375000,-15199000,-15199000,-17574000,-2518000,-2518000,-878000,-3396000,-80555000,0,0.62669,-0.21581,-0.14,-0.05737,-0.03308,1.4526,0.73406,0,-0.38301,-0.38301,2.7358,6.67633,0.02998,-0.04691,-0.07828,1.39742,2.40702
"38","2020_Q1",83.5004838709677,"Up",276542000,-77607000,198935000,-200680000,-148272000,-52408000,-1745000,1408000,-15000,1242000,181000,-337000.000000007,-337000,1255000,918000.000000004,918000.000000004,918000.000000004,918000.000000004,68363000,68363000,199720000,199720000,237527000,237527000,505610000,479202000,79039000,400163000,479202000,984812000,169602000,17475000,152127000,208353000,190080000,377955000,67847000,67847000,67847000,445802000,141319000,410919000,-13228000,539010000,539010000,984812000,918000.000000004,21396000,4307999.99999999,-55325000,-28703000,20795000,16626000,-2381000,34903000,32701000,-12317000,-24394000,-24394000,653000,-23741000,19651000,0,0.71937,-0.00631000000000001,0.00331999999999999,0.00169999999999999,0.00093,1.33775,0.82708,1.38777878078145e-17,0.01156,0.01156,3.48132,6.78546,0.02997,0.00544000000000001,2.59368,-3.47886,39.1765
"39","2020_Q2",86.2787301587302,"Up",265591000,-79528000,186063000,-210381000,-151654000,-58727000,-24318000,-6272000,-1699000,-5947000,1374000,-30590000,-49182000,23810000,-25372000,-25372000,-25372000,-25372000,538142000,538142000,191533000,191533000,254399000,254399000,984074000,490319000,78498000,411821000,490319000,1474393000,124683000,27770000,96913000,214808000,197018000,339491000,63183000,63183000,568291000,907782000,197111000,383142000,-13642000,566611000,566611000,1474393000,-25372000,4919000,51177000,-49047000,-18323000,-66000,-12562000,-2388000,-29011000,-29011000,502174000,471289000,471289000,-1510000,469779000,-19399000,505108000,0.70056,-0.09156,-0.09553,-0.04478,-0.01721,2.89867,1.60213,0.34259,-0.31791,-0.31791,3.32787,7.09968,0.02992,-0.02025,-0.09412,1.70287,1.35842
"40","2020_Q3",114.50640625,"Up",227375000,-76691000,150684000,-202131000,-143262000,-58869000,-51447000,-1031000,-5287000,4256000,0,-52478000,-33059000,12319000,-20740000,-20740000,-20740000,-20740000,512111000,512111000,181686000,181686000,276142000,276142000,969939000,526346000,78675000,447671000,526346000,1496285000,141488000,18426000,123062000,214609000,195996000,356097000,74483000,74483000,583906000,940003000,207907000,359989000,-11614000,556282000,556282000,1496285000,-20740000,5215000,8658000,3991000,-2876000,-278999.999999985,-6841999.99999999,-2405000,-14476000,-15879000,-16881000,-26599000,-26599000,568000,-26030999.9999999,-46232000,509423000,0.66271,-0.22626,-0.09121,-0.03728,-0.01386,2.72381,1.6898,0.34046,-0.25853,-0.25853,2.83425,6.93411,0.02998,-0.01608,-0.11596,0.0581399999999974,0.0522499999999984
"41","2020_Q4",127.06,"Up",225951000,-77799000,148152000,-209984000,-149960000,-60024000,-61832000,-1477000,-5713000,4236000,0,-63309000,-44320000,25053000,-19267000,-19267000,-19267000,-19267000,468028000,281218000,137953000,137953000,298229000,298229000,904210000,583117000,78864000,504253000,583117000,1487327000,154726000,20443000,134283000,201596000,181680000,356322000,87889000,87889000,601683000,958005000,202689000,338300000,-11667000,529322000,529322000,1487327000,-19267000,5543000,-2715000,11381000,-5058000,-188550000,-191297000,-2413000,-33250000,-33250000,-35663000,-232018000,-232018000,1125000,-230893000,-56289000,513794000,0.65568,-0.27365,-0.08527,-0.0364,-0.01295,2.53762,1.80987,0.34545,-0.23922,-0.23922,2.80542,6.57208,0.02996,-0.0149,-0.12524,-0.81305,-0.74017
"42","2021_Q1",130.268360655738,"Up",298600000,-76895000,221705000,-227635000,-168269000,-59366000,-5930000,-4279000,-5434000,1159000,-4000.00000000006,-10209000,1672000.00000001,2334000,4006000,4006000,4006000,4006000,465168000,171899000,215827000,215827000,295915000,295915000,976910000,627352000,79231000,548121000,627352000,1604262000,206301000,24028000,182273000,253834000,232865000,460135000,83752000,83752000,601955000,1062090000,205241000,339879000,-2948000,542172000,542172000,1604262000,4006000,5671000,15327000,690000,25694000,-107419000,-110982000,-2422000,-23760000,-25396000,-26182000,-111470000,-111470000,2151000,-109319000,-259000,518203000,0.74248,-0.01986,0.01342,0.00739,0.0025,2.12309,1.95895,0.32302,0.0496,0.0496,3.69687,6.71246,0.02999,0.00562,0.60459,-204.76834,-8.94351
"43","2021_Q2",125.636507936508,"Down",313499000,-82447000,231052000,-229451000,-167009000,-62442000,1601000,-6719000,-1727000,-5098000,106000,-5118000,-24235000,17618000,-6617000,-6617000,-6617000,-6617000,442358000,172708000,159324000,159324000,320471000,320471000,922153000,606350000,82037000,524313000,606350000,1528503000,143681000,24426000,119255000,260769000,244170000,404450000,56710000,56710000,645128000,1049578000,141370000,340223000,-2668000,478925000,478925000,1528503000,-6617000,7006000,55615000,-34354000,21650000,22266000,15489000,-2427000,-32367000,-34655000,-34794000,2345000,2345000,-1536000,809000,8607000,588418000,0.73701,0.00511,-0.02111,-0.01382,-0.00433,2.28002,2.19153,0.38496,-0.08169,-0.08169,3.87017,5.91236,0.02996,-0.00373,-0.36678,16.96991,91.23048
"44","2021_Q3",132.62984375,"Up",325702000,-84531000,241171000,-239979000,-175584000,-64395000,1192000,-2126000,-1723000,-403000,1.45519152283669e-11,-933999.999999996,25375000,11916000,37291000,37291000,37291000,37291000,411337000,139878000,166226000,166226000,332666000,332666000,910229000,692341000,82173000,610168000,692341000,1602570000,171924000,22931000,148993000,258320000,242194000,430244000,60766000,60766000,649858000,1080102000,148485000,375069000,-1086000,522468000,522468000,1602570000,37291000,8498000,5787000.00000001,-53816000,-2240000,-2618999.99999999,-4995999.99999999,-2438000,-23485000,-26343000,-25923000,-33159000,-33159000,329000,-32830000,9690000,589092000,0.74047,0.00366000000000001,0.11449,0.07137,0.02327,2.11561,2.06731,0.36759,0.46036,0.46036,4.02081,6.4499,0.0301,0.03389,0.06538,18.34417,149.12332
"45","2021_Q4",118.0534375,"Down",256268000,-84222000,172046000,-237383000,-172655000,-64728000,-65337000,-1222000,-1742000,518000,2000,-66559000,-81294000,24826000,-56468000,-56468000,-56468000,-56468000,351848000,116411000,143445000,143445000,333593000,333593000,828886000,726511000,81954000,644557000,726511000,1555397000,158205000,25604000,132601000,242221000,229103000,400426000,105570000,105570000,695339000,1095765000,148915000,316150000,-5433000,459632000,459632000,1555397000,-56468000,8526000,32877000,-9666000,-24731000,35165000,32237000,-2445000,-28269000,-30909000,-30714000,-23208000,-23208000,-259000,-23467000,-56811000,589769000,0.67135,-0.25496,-0.22035,-0.12285,-0.0363,2.07001,2.38401,0.37918,-0.6947,-0.6947,3.15275,5.65464,0.03008,-0.04677,-0.0433,-4.18794,-3.64144
"46","2022_Q1",89.4711290322581,"Down",316184000,-85163000,231021000,-263209000,-194144000,-69065000,-32188000,-3555000,-2060000,-1476000,-19000.0000000001,-35743000,-51833000,14587000,-37246000,-37246000,-37246000,-37246000,362779000,159965000,182717000,182717000,294722000,294722000,840218000,753313000,81923000,671390000,753313000,1593531000,200117000,15281000,184836000,285287000,275844000,485404000,101317000,101317000,692039000,1177443000,146627000,276449000,-6988000,416088000,416088000,1593531000,-37246000,4563000,38818000,38304000,44439000,33140000,29773000,-2451000,-27961000,-30729000,-30412000,43800000,43800000,-246000,43554000,-27625000,590722000,0.73065,-0.1018,-0.1178,-0.08951,-0.02337,1.73097,2.82979,0.3707,-0.45593,-0.45593,3.87044,5.09338,0.03,-0.0314,-0.06581,-8.25133,-7.08160999999999
"47","2022_Q2",59.6735483870968,"Down",376307000,-88197000,288110000,-269490000,-1.98e+08,-71490000,18620000,3878000,-1739000,2876000,2741000,22498000,-8062000,7683000,-379000,-379000,-379000,-379000,332172000,132771000,171181000,171181000,300460000,300460000,803813000,734667000,82031000,652636000,734667000,1538480000,136833000,18628000,118205000,298182000,290873000,435015000,105357000,105357000,696797000,1131812000,142589000,273615000,-9536000,406668000,406668000,1538480000,-379000,4171000,66656000,-55332000,15116000,575000,-6082000,-2454000,-33464000,-35910000,-35918000,-26884000,-26884000,-310000,-27194000,22791000,591440000,0.76562,0.04948,-0.00101,-0.00093,-0.00025,1.84778,2.78314,0.38443,-0.00464,-0.00464,4.60641,4.97806,0.03004,0.00188,-6.47493,11.37589,13.92417
"48","2022_Q3",40.58953125,"Down",274337000,-95115000,179222000,-264262000,-189921000,-74341000,-85040000,3863000,-1635000,1713000,3785000,-81177000,-100122000,-186174000,-286296000,-286296000,-286296000,-286296000,296888000,109275000,171556000,171556000,271763000,271763000,740207000,518175000,81717000,436458000,518175000,1258382000,158530000,21465000,137065000,276921000,269121000,435451000,96991000,96991000,689152000,1124603000,171070000,-15140000,-22151000,133779000,133779000,1258382000,-286296000,4004000,239400000,22707000,-20185000,10687000,4559000,-2454000,-2819000,-5176000,-5273000,-20899000,-20899000,-2597000,-23496000,-81036000,592161000,0.65329,-0.30998,-1.04359,-2.14007,-0.22751,1.69986,8.40642,0.47057,-3.49794,-3.49794,3.35183,1.6345,0.02998,-0.34492,-0.00856999999999974,-3.64373,-3.47217
