"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","deferred_tax_assets_long_term","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",210.610952380952,"Up",10279000,-13545000,-11069000,-1388999.99999952,-1087000,-3266000,2005000,-121000,-953549204.668358,-1260999.99999928,-1261000.00000048,4240000.00000024,2979000,2979000,2979000,2979000,4050000,4050000,209063000,209063000,50000,1395000,745000,214558000,11924000,20980000,-9056000,28677000,9771000,40601000,255159000,5703000,3158000,2545000,106422000,2229000,2229000,108651000,1769000,59576000,146508000,146508000,255159000,2979000,1389000,-1198000,-3958999.99999976,-789000,-7000,-7000,-823000.000000477,-823000.000000477,-823000.000000477,-1877000,0,-10083000,-0.31774,0.28981,0.02033,0.01168,-3.38469,2.01611,0.7416,0,2.15752999999987,2.15752999999987,7.44452999999473,106.10786,-7.30257,0.02003,-0.06779,2.1577,1.24005
"31","2017_Q4",235.202222222222,"Up",10201000,-9974000,-10281000,1423000,-1116000,227000,-115000,-115000,-901763746.558473,112000,112000,-1465000,-1353000,-1353000,-1353000,-1353000,2635000.00000763,2635000,216202000.000004,216202000.000004,49000,1888999.99999988,932999.99999994,220775000,11782999.9999995,20917000,-9134000,28845000,11163000,40628000,261403000.000015,5909000,2914000,2995000,109378000,2610000,2610000,111987999.999992,1769000.00000012,58225000,149415000.000008,149415000.000008,261403000.000015,-1351000,1423000,-1231000,-169000,-1328000,-57000,-57000,-1413000,-1413000,-1413000,1650000,0,2889000,0.02225,-0.13263,-0.00906000000000025,-0.00517999999999999,-2.13525,2.01846,0.74951,0,-0.97991,-0.97991,7.38804,108.213240000001,2.09234999999996,-0.00889999999999968,0.0190000000000006,-1.59697000000002,-11.60793
"32","2018_Q1",229.529672131148,"Down",41353530000,-46708638000,-39314179000,-5584642000,-1809817000,-10784108000,5096038000,4322341000,-5.22e+08,-5688070000,-8065070000,7146915000,-918155000,-918155000,-918155000,-918155000,2.32649e+11,3.384e+09,5.358e+09,5.358e+09,4e+07,1.707e+09,7.98e+08,2.39754e+11,1.1627e+10,2.0919e+10,-9.292e+09,2.9327e+10,1.2869e+10,4.0954e+10,2.80708e+11,6.161e+09,3.049e+09,3.112e+09,4.4125e+10,7.6842e+10,7.6842e+10,1.20967e+11,1.769e+09,5.715e+10,1.59741e+11,1.59741e+11,2.80708e+11,-918157000,5581796000,-4573653000,-2737558000,-2647572000,-252749000,-5260736000,-8018226000,-8018226000,-8018226000,-5202312000,0,-15339534000,-0.26078,-0.0222,-0.00575,-0.00327,16.70691,5.43352,0.75727,0,-664.97024,-664.97024,29950.13565,115691.80718,-11109.59872,-0.00388,-0.06484,44.72031,21.57332
"33","2018_Q2",229.27984375,"Down",10252000,-13697000,-11440000,-1218000,-1039000,-3445000,1334000,1323000,-160000,-2111000,-2111000,16850000,14739000,14739000,14739000,14739000,2508000,2508000.00000048,249126000,249126000,40000,1627999.99999976,640999.999999881,253302000.000061,11505000,20937999.9999924,-9433000,25083000,9687000,36588000,289890000,5362000,2951000,2411000,42470999.9999924,60820999.9999847,60820999.9999847,103291999.999985,1768999.99999952,71889000,186598000,186598000,289890000,14739000,1218000,-16779000,8000,-814000,-33999.9999999404,-34000,-876000,-876000,-876000,-2227000,0,-19102999.9999943,-0.33603,1.43767,0.07899,0.05084,-1.29609,5.96412,0.55355,0,10.67466,10.67466,7.42497,135.142890000017,-13.8352699999996,0.05957,-0.07721,1.12618,0.728010000000001
"34","2018_Q3",235.173015873016,"Up",9337999.99999237,-3470000,-1919999.99999237,-899000,-650999.999999762,-3925000,861000,851000,-172999.99999997,-3064000,-331999.999999046,1e+05,-232000,-232000,-232000,-232000,7224000,7224000,222042000,222042000,46000,1466000,612000,230778000,11395000,20979000,-9584000,24569000,9921000,35964000,266742000,5830000,2898000,2932000,42900000,53890000,53890000,96790000,1769000,51667000,169952000,169952000,266742000,-231999.999999762,899000,-3413000,-593000,-3339000,-41000,8084000,4716000,4716000,4716000,-3026000,0,-3760000,-0.42033,-0.02484,-0.00137,-0.00087,16.2069,5.37944,0.56951,0,-0.168029999999948,-0.168029999999948,6.76300999999873,123.08708,-2.72317,-0.00104,-0.0168,2.38731,1.84051
"35","2018_Q4",235.213015873016,"Up",11007000,-3888000,-2390000,-905000,-593000,-1962000,1027000,1018000,-197000,-935000,-1682000,710000,-972000,-972000,-972000,-972000,4974000,4974000,215811000.000008,215811000.000008,53000,1995000.00000012,487000.00000006,222833000.000015,11364000,21085000.0000019,-9720999.99999905,23971000,10072000,35334999.9999962,258167999.999985,7089000.00000048,3616000,3473000,43647999.9999962,53153000,53153000,96801000,1769000.00000012,50694999.9999962,161367000,161367000,258167999.999985,-972000,905000,-147000,-1883000,-2097000,-124000.000000015,-124000,-2250000,-2250000,-2250000,-1057000,0,-3774000,-0.17825,-0.08831,-0.00602,-0.00376,3.88272,5.10523,0.59988,0,-0.70397,-0.70397,7.97178,116.869429999985,-2.73330999999827,-0.00452999999999999,-0.01759,4.70577,2.53517
"36","2019_Q1",220.969344262295,"Down",40672403000,-47345945000,-41219250000,-3674978000,-2451717000,-11721668000,4095778000,4058808000,-745470000,-7625890000,-11334875000,19522340000,8187465000,8187465000,8187465000,8187465000,9.301e+09,9.301e+09,2.17099e+11,2.17099e+11,4.6e+07,7.82e+08,5.12e+08,2.27228e+11,1.122e+10,2.1048e+10,-9.828e+09,2.555e+10,1.215e+10,3.677e+10,2.63998e+11,7.222e+09,2.82e+09,4.402e+09,4.2564e+10,5.8518e+10,5.8518e+10,1.01082e+11,1.769e+09,4.5361e+10,1.62916e+11,1.62916e+11,2.63998e+11,8187465000,3674978000,-17842661000,4105468000,-1874750000,-211801000,7905074000,5915410000,5915410000,5915410000,-8046690000,0,-23675363000,-0.2882,0.2013,0.05026,0.03101,-2.89166,5.3385,0.62045,0,5929.74015,5929.74015,29456.83203,117991.28877,-17146.79094,0.03697,-0.10692,1.15588,0.79349
"37","2019_Q2",220.079365079365,"Down",10428000,-2676000,-1922000,-153000,-601000,-1848000,1311000,1301000,-229000,-537000,-29850000,8317000,-21533000,-21533000,-21533000,-21533000,190346999.999998,6690999.99999809,7033000.00006104,7033000.00006104,55000.0000000149,549000.000000238,491000,197984000,11151000,21132000,-9981000,25981000,12581000,37132000.0000076,235115999.999969,7840000.00000095,4035999.99999952,3804000,42845000,50888000,50888000,93733000,1769000,139614000,141383000,141383000,235115999.999969,-21533000,153000,20232000,-1349000,-2497000,-84000,-84000,-2610000,-2610000,-2610000,-1695000,0,-11444999.9999962,-0.17722,-2.06492,-0.1523,-0.09158,0.53151,4.62094,0.66297,0,-15.59519,-15.59519,7.55244,102.396099999969,-8.28900000000431,-0.11199,-0.05953,112.29912,103.00162
"38","2019_Q3",228.3425,"Up",10712000,-2577000,-1760000.00000381,-149999.999999523,-667000,-1900000,908999.999999523,9e+05,-241000,-991000,6735000.00000095,-1717000,5018000.00000095,5018000.00000095,5018000.00000095,5018000.00000095,197935000,5782000,7342000,7342000,43000,652000,389000,205972000,1.1e+07,21132000,-10132000,26491000,13091000,37491000,243463000,8899000,4571000,4328000,43921000,53141000,53141000,97062000,1769000,144632000,146401000,146401000,243463000,5017999.99999905,151000.000000477,-6574999.99999809,528000,-878000.000000238,0,-9.5367431640625e-07,-909000,-909000,-909000,-1749000,0,496000,-0.17737,0.46845,0.03428,0.02061,0.09884,4.6896,0.66299,0,3.63426999999956,3.63426999999956,7.75811999999912,106.03036,0.35923,0.02515,0.00249,113.17038,104.17632
"39","2019_Q4",279.6365625,"Up",14518000,-3369000,-2632000,-141000,-596000,1990000,1105000,1095000,-273000,3095000,5443000,-1620000,3823000,3823000,3823000,3823000,203875000,8508000,8544000.00001526,8544000.00001526,41000,370000,234000.00000003,212830000,10873000,21145000,-10272000,26052000.000001,12651999.999999,36925000.0000019,249755000.000015,9314000.00000048,4301000.00000024,5012999.99999952,43997000,55534000,55534000,99531000.0000076,1768999.99999988,148455000,150224000,150224000,249755000.000015,3823000,140000,-1815000,621000,2769000,-12999.9999999851,-13000,2726000,2726000,2726000,2130000,0,4357999.99999952,0.13707,0.26333,0.02545,0.01531,1.13994,4.83738,0.66255,0,2.76879,2.76879,10.51461,108.799159999993,3.15625999999927,0.01858,0.02118,-95.71596,-102.44975
"40","2020_Q1",262.680161290323,"Down",48619342000,-45855378000,-42735686000,-588556000,-2531136000,-1808242000,4459675000,4421704000,-954257000,2651433000,-31458328000,6255020000,-25203308000,-25203308000,-25203308000,-25203308000,8.615e+09,8.615e+09,2.01617e+11,2.01617e+11,4e+07,2.676e+09,5.08e+08,2.12948e+11,1.0796e+10,2.0368e+10,-9.572e+09,1.3632e+10,1.3632e+10,2.4428e+10,2.37376e+11,9.693e+09,4.52e+09,5.173e+09,4.4439e+10,5.5237e+10,5.5237e+10,9.9676e+10,1.769e+09,1.35931e+11,1.377e+11,1.377e+11,2.37376e+11,-25203308000,588556000,24711158000,1519200000,1615606000,-164903000,-164903000,1329793000,1329793000,1329793000,-1219686000,0,-6120409000,-0.03719,-0.51838,-0.18303,-0.10617,0.24284,4.79192,0.72386,0,-18253.39925,-18253.39925,35212.37215,99728.69739,-4432.68277,-0.13063,-0.03172,7.06329,4.7643
"41","2020_Q2",265.911111111111,"Up",11677000,-2456000,-1834000,-128000,-494000,-880000,1477000,1474000,-206000,597000,19490000,-5280000,14210000,14210000,14210000,14210000,7375999.99999809,7376000.00000191,221644000,221644000,49000,830000.000000954,758000,229899000,10765000.0000019,20465000,-9699999.99999809,14195000,13805000,24960000,254859000,8864999.99999809,3857000,5007999.99999905,43390000,59559000.0000076,59559000.0000076,102948999.999969,1769000.00000048,150141000.000031,151909999.999969,151909999.999969,254859000,14210000,128000,-14334000,-3130000,-3126000,-96999.9999999702,-97000,-3254000,-3254000,-3254000,-752000,0,1301000,-0.07536,1.21692,0.09354,0.05576,0.0915600000000001,5.29843,0.6777,0,10.29154,10.29154,8.45702,110.020239999998,0.94224000000122,0.0672,0.00615,9.80851,8.38182000000001
"42","2020_Q3",274.97140625,"Up",12355999.9999924,-2032000,-1230000,-128000,-674000.000000238,-508000,1123000.00000048,1123000,-174000.000000119,614999.999999762,-77185999.9999962,20860000,-56326000,-56326000,-56326000,-56326000,5822000,5822000,143248000,143248000,40000,1063000,593000,150173000,10708000,20536000,-9828000,13854000,13472000,24562000,174735000,8277000,3061000,5216000,41891000,37260000,37260000,79151000,1769000,93815000,95584000,95584000,174735000,-56325999.9999962,128000,56749000,-2003000,-1451999.99999976,-71000,-70999.9999999851,-1554000.00000024,-1554000.00000024,-1554000.00000024,-380000,0,-23314000,-0.04111,-4.5586,-0.58928,-0.32235,0.41391,3.58485,0.82808,0,-40.7938899999992,-40.7938899999992,8.94879000000054,69.22635,-16.88508,-0.424,-0.1755,15.32105,11.46063
"43","2020_Q4",283.70890625,"Up",12874000,-1517000,-955000,-128000,-434000,1109000,1512000,1512000,-84000,2621000,18594000,-4319990,14274010,14274010,14274010,14274010,9866999.99999976,9867000,162742000.000008,162742000.000008,51000,1512000,699999.999999985,174172000,10580000,20536000,-9955999.99999976,13212000,12968000.0000005,23792000.000001,197963999.999992,9188000,3458000,5730000.00000024,43309000,44796999.9999981,44796999.9999981,88106000,1769000.00000006,108089000.000004,109858000,109858000,197963999.999992,14274000,128000,-11865000,540000,3077000,0,0,4045000,4045000,4045000,1237000,0,6096990,0.08614,1.10875,0.12993,0.0720999999999999,0.42714,4.02161,0.802,0,10.3379,10.3379,9.32395,79.5642399999952,4.41571999999998,0.0923,0.0394200000000001,-7.97656,-8.8972
"44","2021_Q1",338.863114754098,"Up",13035000,-1658000,-1240000.00000048,-139999.999999993,-278000,1328000,302999.99999997,303000.00000003,-89000,1631000,43328000.0000002,-11445010,31882990,31882990,31882990,31882990,206290000,26922000,6727000,6727000,36000,3255000,613000,216308000,10456000,19878000,-9422000,11811000,11671000,22267000,238575000,8931000,3926000,5005000,46324000,50510000,50510000,96834000,1769000,139972000,141741000,141741000,238575000,31882999.9999998,140000,-31054000,2867999.99999999,3836999.99999999,-16000,16291000,19096000,19096000,19096000,1468000,0,15765010,0.10188,2.44595,0.22494,0.13364,0.49446,4.66946,0.68318,0,23.0911299999998,23.0911299999998,9.44055000000006,102.65538,11.41775,0.16584,0.082,-140.52452,-155.33886
"45","2021_Q2",321.098095238095,"Down",10420000,-1320000,-880000,-115000,-325000,485000,553000,553000,-85000,1038000,81450000,-22180000,59270000,59270000,59270000,59270000,270202000,9622000,6855000,6855000,26999.9999999999,3191000.00000001,552000,280275000,10341000,19878000.0000001,-9537000.00000003,12727000,12517000,23068000,303343000,7678000,3683000,3995000,30329000,72002999.9999999,72002999.9999999,102332000,1769000,199242000,201011000,201011000,303343000,59270000,115000,-59040000,-3128000,-2783000,-1033842.3073344,-3610436.69733091,-17299000,-17299000,-17299000,6e+05,0,-31322216.5527371,0.04655,5.6881,0.29486,0.19539,0.0118350226978842,9.24116,0.50909,0,42.92607,42.92607,7.54665,145.58145,-22.6849920357735,0.2171,0.0644105004688095,-450.33667,-557.11753
"46","2021_Q3",327.74203125,"Up",13970000,-12036000,-9551000,-114999.999999999,-2370000,1934000,572000,572000,-77000,2506000,15211000,-2735000,12476000,12476000,12476000,12476000,306423015.815832,-10462822.2087323,-306316240.66604,-306316240.66604,-20983.5643666945,-1515900.32725388,-221192.769089316,-1430108.74182892,-7191784.03413285,-12942022.4129409,5750238.3788081,-9300706.99040245,-13524673.6210031,-16492491.0245353,-17922599.7663641,-8953450.30550365,-3599717.5905915,-4998009.18362151,-38485466.3113606,623091.278496206,623091.278496206,-37862375.0328644,-1087879.32594033,21991664.4651289,19939775.2665003,19939775.2665003,-17922599.7663641,12476000,115000,-12279000,-706999.999999998,-395000,-28999.9999999991,-20022000,-3453000,-3453000,-3453000,2049000,0,4048000,0.13844,0.89306,0.302721522789414,0.201834254348619,0.32446,9.88873582259124,0.492938834950258,0,9.0357,9.0357,10.11772,14.4413039057598,2.93175000000004,0.224717055234535,0.0597920215915503,-263.841726423994,-296.359606781614
"47","2021_Q4",352.92328125,"Up",13562000,-1295000,-817000,-114000,-364000,2038000,763000,694000,-82000,2801000,57773000,-15199970,42573030,42573030,42573030,42573030,358926000,9333000.00000001,10015000,10015000,55000.0000000001,2672000,629000.000000001,371668000,10141000,19871000,-9730000,7691000.00000003,7519999.99999997,17832000,389500000,10030000,4021999.99999999,5633000,49744000.0000001,83695999.9999999,83695999.9999999,133440000,1769000,254291000,256060000,256060000,389500000,42573000,114000,-40357000,870000,3200000,0,0,3165000,3165000,3165000,2152000,0,18221970,0.15027,3.13914,0.16626,0.1093,0.42802,7.47161,0.52113,0,30.83335,30.83335,9.82223,185.45047,13.19719,0.1253,0.05363,-166.78717,-176.11678
"48","2022_Q1",325.774677419355,"Down",11973000,3876000,8387000,-136000,-4375000,463000,762000,762000,-83000.0000000001,1225000,-1384000.00000001,-35030,-1419029.99999999,-1419029.99999999,-1419029.99999999,-1419029.99999999,360169000,12596000,9524000,9524000,43000,2600000,557000,372336000,10005000,19711000,-9706000,215000,13627985.1634219,10220000,382556000,19918000,4239000,9435000,69395000,58520000,58520000,127915000,1769000,252872000,254641000,254641000,382556000,-1419000,136000,-4677000,9224000,3264000,0,36000,3263000,3263000,3263000,599000,0,9858030,0.03867,-0.118520000000001,-0.00557,-0.00371,-6.94702,5.36546,0.50233,0,-1.02772999999999,-1.02772999999999,8.6714,184.42277,7.13964,-0.00453,0.03148,-601.28381,-777.90281
"49","2022_Q2",269.232741935484,"Down",11736000,-10949000,-898000,-104000,-9947000,787000,776000,776000,-99000,1563000,11438000,-4560000,6878000,6878000,6878000,6878000,408077000,12793000,7174999.99999999,7174999.99999999,55000,2567000,523000,417874000,9901000,19711000,-9810000,8232000,8048000,18133000,436007000,26204000,3704000,3729000,104376000,70112000,70112000,174488000,1769000,259750000,261519000,261519000,436007000,6878000,104000,-18573000,11916000,325000,24968.7002529103,-91000,198000,198000,198000,891000,0,-10896007.7912849,0.06706,0.58606,0.0263,0.01577,-10.8018783197482,4.00354,0.66721,0,4.98137,4.98137,8.49975,189.40413,-7.89138988669746,0.02074,-0.0208557149634904,-457.99888,-518.52224
"50","2022_Q3",264.01296875,"Down",10717000,-9713000,-9995000,-124000,406000,1004000,1950000,1950000,-163000,2954000,-38443000,10630000,-27813000,-27813000,-27813000,-27813000,359806000,5285000,7333000,7333000,51000,6113000,568000,373303000,9781000,19655000,-9874000,7006000,6850000,16787000,390090000,9693000,3959000,5734000,93575000,62809000,62809000,156384000,1769000,231937000,233706000,233706000,390090000,-27813000,123000,39614000,-25375000,-13451000,-3000,-37020000,-7508000,-7508000,-7508000,1127000,0,-34881000,0.09368,-2.59522,-0.11901,-0.0713,1.25413,3.98935,0.66915,0,-20.14346,-20.14346,7.76175,169.26068,-25.26243,-0.0938,-0.11764,-319.25998,-358.37251
