"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","income_taxes_receivable","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",47.5950793650794,"Up",1810348000,-1257504000,552844000,-479085000,-459782000,-19303000,73759000,2513000,-1265000,3778000,76272000,76272000,-27358000,48914000,48914000,48914000,48914000,85408000,85408000,121189000,121189000,2092402000,145106000,112523000,32583000,2444105000,1492274000,445827000,137155000,200594000,5345000,102733000,1938101000,4382206000,1407140000,1031587000,0,375553000,146585000,146585000,1554340000,265761000,692240000,683988000,958001000,2512341000,1115729000,1882934000,-147000,1869865000,1869865000,4382206000,48914000,52600000,47406000,-186465000,-37545000,-98853000,18252000,-117387000,-16756000,145114000,-31000,8972000,-9003000,-290000,128037000,-26895000,-26895000,-22000,-26917000,126359000,266376000,-131601000,0.30538,0.04074,0.02702,0.02616,0.01116,-2.69046,1.57244,1.34359,0.06079,0.44223,0.43741,16.36739,16.90549,-1.18981,0.15149,0.02322,-0.04653,0.34256,1.43217,2.4535
"28","2017_Q1",42.1487096774194,"Down",2483433000,-1763669000,719764000,-581549000,-575572000,-5977000,138215000,4807000,-1842000,6649000,143022000,143022000,-52834000,90188000,90188000,90188000,90188000,164777000,164777000,75199000,75199000,1638632000,117070000,114763000,2307000,1995678000,1522574000,540044000,140835000,245059000,45927000,108223000,2062618000,4058296000,1192981000,755537000,53234000,384210000,203788000,203788000,1397415000,4679000,726713000,726713000,731392000,2128807000,1131933000,1956066000,-132000,1929489000,1929489000,4058296000,90188000,84703000,27088000,373933000,575912000,-114618000,-4475000,-201076000,-16726000,-255012000,-23593000,6139000,-29732000,-151000,-295482000,79354000,79354000,15000,79369000,222918000,5325000,535067000,0.28983,0.05565,0.03632,0.04674,0.02222,5.9328,1.42812,1.1033,0.00131,0.81695,0.80782,22.49568,17.47789,4.8468,0.15151,0.04017,0.20104,0.18546,-0.71529,-1.15365
"29","2017_Q2",37.6555555555556,"Down",1825252000,-1283387000,541865000,-451797000,-439341000,-12456000,90068000,1615000,-1264000,2879000,91683000,91683000,-33488000,58195000,58195000,58195000,58195000,108400000,108400000,85918000,85918000,1916508000,143790000,141744000,2046000,2254616000,1568523000,509585000,139447000,245059000,10546000,114533000,2078108000,4332724000,1329886000,930291000,43117000,356478000,183949000,183949000,1514483000,96970000,760447000,755903000,857417000,2371900000,1149127000,1993426000,-159000,1960824000,1960824000,4332724000,58195000,53044000,74369000,-149136000,36472000,-113892000,-2344000,-116236000,-19287000,57846000,-9605000,13592000,-23197000,-5540000,23414000,-56350000,-56350000,-27000,-56377000,143112000,97618000,-86428000,0.29687,0.04935,0.03188,0.02968,0.01343,-1.48514,1.4887,1.20964,0.02253,0.52693,0.52237,16.52694,17.75449,-0.78257,0.17464,0.02749,-0.03066,0.33142,-0.07534,-0.11971
"30","2017_Q3",26.6761904761905,"Down",2156912000,-1519689000,637223000,-478032000,-470267000,-7765000,159191000,12253000,-2216000,14469000,171444000,171444000,-59059000,112385000,112385000,112385000,112385000,131615000,131615000,86355000,86355000,1917912000,141402000,130001000,11401000,2277284000,1611834000,506193000,137920000,245126000,11129000,112018000,2118027000,4395311000,1334076000,968396000,0,365680000,174758000,174758000,1509500000,191143000,773408000,769877000,964551000,2474051000,1158552000,2087318000,-78000,1921260000,1921260000,4395311000,112385000,56041000,44172000,-4578000,208020000,-121821000,-9.31322574615479e-10,-121821000,-18234000,95588000,-140299000,2698000,-142997000,-120000,-63064999.9999999,23134000,23134000,81000,23215000,215232000,191809000,147892000,0.29543,0.07381,0.0521,0.0585,0.02557,1.31594,1.50863,1.28772,0.04364,1.03892,1.0341,19.9391,17.76067,1.36716,0.16856,0.04525,0.05124,0.16225,0.27967,0.37812
"31","2017_Q4",23.2842857142857,"Down",1944186000,-1410067000,534119000,-484118000,-475898000,-8220000,50001000,7930000,-2839000,10769000,57931000,57931000,-21017000,36914000,36914000,36914000,36914000,111815000,111815000,88979000,88979000,2178495000,202787000,129876000,72911000,2582076000,1679872000,522966000,144896000,245126000,10425000,122519000,2202838000,4784914000,1440741000,1061776000,488000,378477000,161193000,161193000,1607109000,516113000,788706000,764996000,1304819000,2911928000,1167414000,2106086000,-85000,1872986000,1872986000,4784914000,36914000,57436000,44443000,-257743000,-118950000,-150887000,0,-159387000,-17854000,352166000,-75657000,268000,-75925000,-111000,258544000,-19793000,-19793000,-7000,-19800000,107437000,521288000,-280176000,0.27473,0.02572,0.01899,0.01971,0.00771,-7.58997,1.60666,1.5547,0.10894,0.35001,0.34886,18.43424,17.75915,-2.65655,0.16929,0.01721,-0.08802,0.48366,3.81128,8.1893
"32","2018_Q1",27.7072131147541,"Up",2664122000,-1888269000,775853000,-597539000,-596857000,-681999.999999999,178314000,1965000,-1728000,3693000,180279000,180279000,-64328000,115951000,115951000,115951000,115951000,101253000,101253000,60107000,60107000,1711103000,133622000,129189000,4433000,2006085000,1677340000,520514000,136587000,250476000,13639000,119812000,2197854000,4203939000,1207732000,843075000,10476000,354181000,212080000,212080000,1425014000,60084000,777340000,767108000,837424000,2262438000,1178808000,2205651000,-78000,1941501000,1941501000,4203939000,115951000,71130000,22747000,410940000,620768000,-87747000,2.91038304567337e-11,-88204000,-17724000,-482875000,-42464000,0,-42464000,-70000,-543133000,-10569000,-10569000,6999.99999999999,-10562000,249444000,65286000.0000001,636965000,0.29122,0.06693,0.04352,0.05972,0.02758,5.4934,1.40777,1.1653,0.01553,1.11678,1.11016,25.65949,18.69956,6.13493,0.17071,0.04801,0.22878,0.15286,-0.14419,-0.20171
"33","2018_Q2",29.02671875,"Up",1909719000,-1349350000,560369000,-473037000,-470328000,-2709000,87332000,-3542000,-2656000,-886000,83790000,83790000,-23705000,60085000,60085000,60085000,60085000,104599000,104599000,67225000,67225000,1842897000,148845000,144827000,4017999.99999999,2163566000,1644388000,511460000,134979000,250476000,11842000,114163000,2155848000,4319414000,1124329000,791646000,29698000,302985000,188226000,188226000,1312555000,280100000,828549000,811359000,1108649000,2421204000,1186522000,2262552000,-1e+05,1898210000,1898210000,4319414000,60085000,56666000,18957000,-154807000,-19099000,-49349000,22912.0612348,-49349000,-23728000,207380000,-107917000,0,-107917000,-3919000,71816000,3368000,3368000,-22000,3346000,143998000,280100000,-36453000,0.29343,0.04573,0.03146,0.03165,0.01391,-0.60669,1.64836,1.27552,0.06485,0.59265,0.58819,18.83649,18.72297,-0.35955,0.23404,0.02787,-0.01212,0.39491,1.21877,2.00958
"34","2018_Q3",30.8185714285714,"Up",2177488000,-1518207000,659281000,-496754000,-495325000,-1429000,162527000,-863000,-3050000,2187000,161664000,161664000,-42267000,119397000,119397000,119397000,119397000,124270000,124270000,63977000,63977000,1795794000,140901000,137323000,3578000,2124942000,1611532000,508684000,133373000,250476000,10894000,113941000,2120216000,4245158000,1206367000,835098000,21568000,349701000,177131000,177131000,1388731000,165824000,759377000,740275000,925201000,2313932000,1196852000,2359024000,-120000,1931226000,1931226000,4245158000,119397000,63393000,21178000,131020000,334988000,-47166000,2.91038304567337e-11,-47166000,-22312000,-171943000,-73789000,1.45519152283669e-11,-73789000,-86999.9999999995,-268131000,19691000,19691000,-20000,19671000,225920000,171057000,352041000,0.30277,0.07464,0.05483,0.06182,0.02813,2.94849,1.53013,1.19817,0.04029,1.2095,1.19887,22.05811,19.56345,3.5662,0.22602,0.04952,0.12302,0.18687,0.2071,0.28787
"35","2018_Q4",30.0557142857143,"Down",1857273000,-1333720000,523553000,-470688000,-468691000,-1997000,52865000,-2674000,-2606000,-68000,50191000,50191000,-12364000,37827000,37827000,37827000,37827000,92103000,92103000,57559000,57559000,2196777000,148890000,138468000,10422000,2495329000,1578313000,510116000,131763000,250476000,11886000,115991000,2088429000,4583758000,1381049000,1028234000,2078000,350737000,167781000,167781000,1554081000,438411000,744224000,729273000,1182635000,2736716000,1205241000,2374336000,-118000,1847042000,1847042000,4583758000,37827000,58678000,15062000,-266928000,-155361000,-38773000,0,-38773000,-22099000,293239000,-107917000,0,-107917000,-1258000,161965000,-32169000,-32169000,2000,-32167000,111543000,443662000,-181794000,0.28189,0.02846,0.02037,0.02048,0.00825,-4.80593,1.60566,1.48168,0.09679,0.39127,0.38642,19.21112,19.10529,-1.88043,0.22859,0.01975,-0.0599,0.58421,3.15178,6.65013
"36","2019_Q1",31.0409836065574,"Up",2492090000,-1797511000,694579000,-552570000,-552232000,-338000,142009000,-5734000,-1936000,-3798000,136275000,136275000,-33720000,102555000,102555000,102555000,102555000,113653000,113653000,37970000,37970000,1824696000,146079000,139944000,6135000,2122398000,1565271000,499480000,130166000,250476000,13243000,105595000,2064751000,4187149000,1274392000,889908000,20142000,364342000,230247000,230247000,1504639000,0,778349000,766573000,778349000,2282988000,1215225000,2455192000,-120000,1904161000,1904161000,4187149000,102555000,128590000,-81077000,402159000,552227000,-62931000,0,-62931000,-21134000,-412717000,-33729000,7.27595761418343e-12,-33729000,-164000,-467744000,21552000,21552000,-2000,21550000,270599000,-5.96046447753906e-08,643547000,0.27871,0.05698,0.04115,0.05386,0.02449,6.27514,1.41057,1.19895,0,1.08875,1.07399,26.45671,20.2151,6.83207,0.22436,0.04611,0.2399,0.20607,-0.42001,-0.80032
"37","2019_Q2",32.1457142857143,"Up",1920677000,-1356868000,563809000,-487736000,-487158000,-578000,76073000,3657000,-3081000,6738000,79730000,79730000,-22205000,57525000,57525000,57525000,57525000,92423000,92423000,52382000,52382000,2142022000,152877000,148442000,4435000,2439704000,3963570000,508720000,128563000,250476000,12858000,116823000,4472290000,6911994000,1291430000,932055000,38772000,320603000,563958000,563958000,1855388000,369500000,2861071000,2852998000,3230571000,5085959000,1221456000,2478129000,-139000,1826035000,1826035000,6911994000,57525000,66024000,27574000,-373275000,-222152000,-46882000,-2252835.67901938,-46882000,-27012000,387786000,-107092000,213000,-107305000,-5859000,247823000,-21211000,-21211000,-19000,-21230000,142097000,369500000,-255855000,0.29355,0.03961,0.02995,0.0315,0.00831999999999999,-4.44772,1.31493,2.78525,0.05346,0.6193,0.60945,20.67757,19.65867,-2.75448,0.2908,0.01672,-0.0506,0.46957,1.94991,3.64225
"38","2019_Q3",31.88796875,"Down",2259212000,-1582141000,677071000,-522068000,-521072000,-996000,155003000,-3968000,-5550000,1582000,151035000,151035000,-38501000,112534000,112534000,112534000,112534000,116733000,116733000,64096000,64096000,2136797000,148391000,144002000,4389000,2466017000,3934784000,514414000,127079000,250476000,14600000,122259000,4449198000,6915215000,1319766000,906721000,21490000,391555000,605625000,605625000,1925391000,441500000,2783238000,2777312000,3224738000,5150129000,1232193000,2565700000,-122000,1765086000,1765086000,6915215000,112534000,62687000,12860000,6847000,194928000,-64110000,-1e+06,-65110000,-24246000,78433000,-159259000,60000,-159319000,-453000,-105525000,24293000,24293000,17000,24310000,217690000,441500000,198928000,0.29969,0.06861,0.04981,0.06376,0.01627,1.76771,1.28079,2.91778,0.06384,1.27765,1.25877,25.64984,20.03981,2.25852,0.27528,0.02741,0.03987,0.21545,1.49188,2.09523
"39","2019_Q4",37.9075,"Up",1962204000,-1381562000,580642000,-535017000,-531704000,-3313000,45625000,-2258000,-4278000,2020000,43367000,77146000,-19562000,57584000,57584000,57584000,57584000,87622000,87622000,70463000,70463000,2573250000,145580000,128458000,17122000,2876915000,3815374000,514710000,123855000,245857000,16033000,128965000,4330084000,7206999000,1479857000,1097564000,2519000,379774000,601788000,601788000,2081645000,719300000,2697152000,2688622000,3416452000,5498097000,1241704000,2599495000,-116000,1708902000,1708902000,7206999000,57584000,115452000,-63322000,-295265000,-185551000,-54711000,4103000,-10221000,-23282000,288582000,-98637000,887000,-99524000,-8000,166655000,-29117000,-29117000,6000,-29111000,161077000,719300000,-169337000,0.29591,0.02325,0.02935,0.0337,0.00799,-2.9407,1.38204,3.21733,0.09981,0.67708,0.66493,23.072,20.09362,-1.9911,0.27375,0.01578,-0.03304,0.40431,3.92159,13.845
"40","2020_Q1",34.3967741935484,"Down",2608650000,-1875614000,733036000,-634124000,-633743000,-381000,98912000,880999.999999998,-4103000,4984000,99793000,99793000,-29974000,69819000,69819000,69819000,69819000,69334000,69334000,53173000,53173000,2202275000,85234000,79472000,5762000,2410016000,3729574000,488970000,94768000,245857000,14412000,133933000,4218544000,6628560000,1427545000,1001589000,10455000,415501000,648929000,648929000,2076474000,224100000,2596388000,2587201000,2820488000,4896962000,1254703000,2645281000,-120000,1731598000,1731598000,6628560000,69819000,91583000,59738000,396247000,617387000,-2655000,-4403000,-7058000,-23772000,-570004000,-31687000,4405000,-36092000,-3150000,-628613000,-18283999.9999999,-18283999.9999999,-4000,-18287999.9999999,190495000,224100000,614061000,0.281,0.03792,0.02676,0.04032,0.01053,8.79504,1.16063,2.828,0.03381,0.83123,0.81304,31.05721,20.61549,7.31069,0.28302,0.02056,0.1349,0.34048,0.81244,1.56468
"41","2020_Q2",28.9325396825397,"Down",1333228000,-1113900000,219328000,-405501000,-403221000,-2280000,-186173000,-21567000,-8045000,-13522000,-207740000,-207740000,64318000,-143422000,-143422000,-143422000,-143422000,1484004000,1484004000,100895000,100895000,2096964000,158540000,102249000,56291000,3840403000,1369873000,2742274000,93676000,245857000,14263000,2388478000,4112147000,7952550000,1164079000,844991000,2062000,317026000,722901000,722901000,1886980000,1827121000,2566424000,2562062000,4393545000,6280525000,1365409000,2475065000,-183000,1672025000,1672025000,7952550000,-143422000,86081000,75213000,-232725000,-214853000,-59591000,-7268580.08331992,-59591000,-28070000,1734978000,-8595999.30048838,-3159704.04035059,-12792511.365355,-17731000,1689177000,1414733000,1414733000,-63000,1414670000,-100092000,1827121000,-456726000,0.16451,-0.13964,-0.10757,-0.08578,-0.01803,3.18449,2.03521,3.75624,0.22975,-1.71283,-1.71283,15.92218,19.96829,-5.45449,0.33523,-0.01902,-0.0753000000000001,-0.19572,-3.42802,-1.843
"42","2020_Q3",44.72671875,"Up",2713372000,-1776497000,936875000,-545518000,-543033000,-2485000,391357000,-174000,-14682000,14508000,391183000,391183000,-114340000,276843000,276843000,276843000,276843000,1061141000,1061141000,74790000,74790000,1875152000,82169000,74946000,7223000,3093252000,1348059000,2711258000,92584000,245857000,21538000,2351279000,4059317000,7152569000,1612443000,1094258000,55901000,462284000,670934000,670934000,2283377000,404573000,2534323000,2534323000,2938896000,5222273000,1374268000,2724424000,-130000,1930296000,1930296000,7152569000,276843000,76674000,-38020000,776063000,1091560000,-34665000,-3538099.24167415,-34665000,-26378000,-1451023000,939000,939000,-20842067.0634598,-3349000,-1479811000,-422916000,-422916000,53000,-422863000,468031000,404573000,1323769000,0.34528,0.14423,0.10203,0.14342,0.03871,4.78166,1.35468,2.70543,0.05656,3.29066,3.0427,32.25213,22.94421,15.7348,0.31354,0.06227,0.27187,0.09528,-1.40283,-1.67767
"43","2020_Q4",52.6446875,"Up",2412112000,-1569939000,842173000,-596080000,-591117000,-4963000,246093000,-9024000,-12769000,3745000,237069000,237069000,-59853000,177216000,177216000,177216000,177216000,1059994000,1059994000,77212000,77212000,2319992000,88101000,82648000,5453000,3545299000,1336676000,2683515000,91585000,245857000,27717000,2318356000,4020191000,7565490000,1869013000,1394904000,24805000,449304000,668759000,668759000,2537772000,411256000,2494823000,2494823000,2906079000,5443851000,1416756000,2873263000,-114000,2121639000,2121639000,7565490000,177216000,76911000,-10908000,-202411000,40808000,-62188000,-96000.0000000075,-62284000,-26426000,22433000,24533000,24533000,-44616267.0788871,-227000,20313000,-1163000,-1163000,16000,-1147000,323004000,411256000,118258000,0.34914,0.10202,0.07347,0.08353,0.02342,0.66731,1.39701,2.56587,0.05436,2.09919,1.8351,28.57242,25.13165,1.40081,0.31303,0.0405,0.02352,0.14912,-2.00845,-2.63615
"44","2021_Q1",66.7750819672131,"Up",3125307000,-2072976000,1052331000,-762131000,-761163000,-968000,290200000,1023000,-13316000,14339000,291223000,291223000,-71609000,219614000,219614000,219614000,219614000,1658067000,1658067000,53149000,53149000,1953568000,94866000,88470000,6396000,3759650000,1300265000,2692944000,90051000,245857000,51475000,2305561000,3993209000,7752859000,1817224000,1258093000,40997000,518134000,732974000,732974000,2550198000,418493000,2444634000,2444634000,2863127000,5413325000,1443147000,3064702000,-49000,2339534000,2339534000,7752859000,219614000,86348000,-777000.000000004,330069000,635254000,-67583000,-41000,-67624000,-26530000,45063000.0000002,12151000,12151000,-68490711.3962096,-305999.999999999,30378000.0000005,598008000,598008000,65000,598073000,376548000,418493000,710643000,0.33671,0.09285,0.07027,0.09387,0.02833,3.23587,1.47426,2.31385,0.05398,2.59141,2.21238,36.87808,27.6061,8.38546,0.31305,0.04731,0.13659,0.1208,-3.29194,-4.27145
"45","2021_Q2",83.605873015873,"Up",2918719000,-1830092000,1088627000,-612818000,-608294000,-4524000,475809000,-6031000,-13381000,7350000,469778000,469778000,-108022000,361756000,361756000,361756000,361756000,1858737000,1858737000,67145000,67145000,2012054000,103389000,100586000,2803000,4041325000,1319774000,2705481000,89119000,245857000,47491000,2323014000,4025255000,8066580000,1880442000,1239503000,141868000,499071000,707069000,707069000,2587511000,425799000,2454546000,2454546000,2880345000,5467856000,1449739000,3394067000,15000,2598724000,2598724000,8066580000,361756000,78366000,24160000,-16931000,447351000,-71097000,-2338000,-73435000,-33334000,-56867000,-64508000,12333000,-76841000,-18601000,-173310000,200606000,200606000,64000,200670000,554175000,425799000,574169000,0.37298,0.16302,0.12394,0.13921,0.04485,1.58717,1.56186,2.10405,0.05279,4.29343,3.90501,34.64026,30.84246,6.81442,0.39562,0.07211,0.10479,0.09214,-2.58571,-3.01158
"46","2021_Q3",110.178125,"Up",3274842000,-1967765000,1307077000,-643524000,-640268000,-3256000,663553000,-7006000,-13801000,6795000,656547000,656547000,-161038000,495509000,495509000,495509000,495509000,2236733000,2236733000,88725000,88725000,2011020000,82458000,81758000,7e+05,4418936000,1323174000,2644054000,88157000,245857000,34672000,2275368000,3967228000,8386164000,1861494000,1213449000,83645000,564400000,705810000,705810000,2567304000,433456000,2380029000,2380029000,2813485000,5380789000,1469059000,3857257000,-6000,3005375000,3005375000,8386164000,495509000,79643000,33020000,-24742000.0000001,583430000,-86921000,-16792000,-103713000,-30898000,-1740000.00000001,-67531000,8315000,-75846000,-1531000,-101700000,378017000,378017000,-21000,377996000,743196000,433456000,792571000,0.39913,0.20262,0.15131,0.16487,0.05909,1.59951,1.72124,1.79039,0.05169,5.85493,4.60335,38.69554,35.51151,9.36502,0.36509,0.09047,0.13621,0.06236,-2.42638,-2.71761
"47","2021_Q4",117.24,"Up",2747647000,-1691071000,1056576000,-636708000,-631943000,-4765000,419868000,-12041000,-13789000,1748000,407827000,407827000,-91314000,316513000,316513000,316513000,316513000,1372892000,1372892000,89479000,89479000,2490438000,93356000,92673000,683000,4046165000,1314567000,2638547000,87195000,245857000,42862000,2262633000,3953114000,7999279000,1950156000,1399716000,28430000,522010000,718146000,478674000,2668302000,441186000,2358974000,2358974000,2800160000,5468462000,1477524000,3647621000,9000,2530817000,2530817000,7999279000,316513000,79657000,13506000,-433811000,-24135000,-63398000,-3.72529029846191e-09,-63398000,-503013000,5593000,-269142000,4282000,-273424000,-9761000,-776323000,-863856000,-863856000,15000,-863841000,499525000,441186000,93630000,0.38454,0.15281,0.11519,0.12506,0.03957,0.29582,1.51638,2.16075,0.05515,3.73992,2.94045,32.4662,29.90414,1.10633,5.9436,0.15373,0.01756,1.58923,-1.86518,-2.21905
"48","2022_Q1",108.003225806452,"Down",3352160000,-2092554000,1259606000,-784333000,-783578000,-755000,475273000,-14987000,-16868000,1881000,460286000,460286000,-114193000,346093000,346093000,346093000,346093000,2643205000,2643205000,68263000,68263000,2297609000,97579000,95601000,1978000,5106656000,1319681000,2615339000,86767000,245857000,35024000,2247691000,3935020000,9041676000,1914929000,1281322000,13464000,620143000,797751000,480318000,2712680000,1930730000,2296680000,2296680000,4227410000,6940090000,1489590000,3956602000,-82000,2101586000,2101586000,9041676000,346093000,84885000,29359000,149889000,610226000,-77174000,-26259000,-103433000,-35719000,1534406000,-717104000,1418000,-718522000,-17972000,763611000,1270404000,1270404000,-91000,1270313000,560158000,1930730000,747066000,0.37576,0.14178,0.10324,0.16468,0.03828,2.15857,1.88251,3.30231,0.21354,4.16062,3.15842,40.29862,25.26461,8.98099,0.4294,0.06033,0.11804,0.10321,-1.27192,-1.49909
"49","2022_Q2",87.728064516129,"Down",2700205000,-1715491000,984714000,-618193000,-615293000,-2900000,366521000,-34664000,-25642000,-9022000,331857000,331857000,-71298000,260559000,260559000,260559000,260559000,2251338000,2251338000,76253000,76253000,2824832000,104242000,102603000,1639000,5256665000,1305137000,2657998000,86160000,245857000,66080000,2259901000,3963135000,9219800000,2034039000,1491931000,80023000,462085000,768800000,768800000,2802839000,1947690000,2274665000,2274665000,4222355000,7025194000,1368991000,4212451000,-89000,2194606000,2194606000,9219800000,260559000,79673000,15021000,-415554000,-60301000,-59522000,-10780000,-70302000,-46080999.9999999,-126645000,-55244000,12665000,-67909000,-33287000,-261257000,-391860000,-391860000,-7000,-391867000,446194000,1947690000,42416000,0.36468,0.13574,0.0965,0.11873,0.02826,0.16279,1.87548,3.20112,0.21125,3.42026,2.39861,35.4446,28.80779,0.55678,0.60489,0.04779,0.00660999999999998,0.17685,-0.68053,-0.82846
"50","2022_Q3",101.0225,"Up",3112419000,-1991037000,1121382000,-661204000,-657368000,-3836000,460178000,-32857000,-25494000,-7363000,427321000,427321000,-108819000,318502000,318502000,318502000,318502000,1895521000,1895521000,83151000,83151000,2995963000,102038000,100761000,1277000,5076673000,1321737000,2666865000,85553000,245857000,55873000,2279582000,3988602000,9065275000,2005753000,1489321000,12673000,503759000,776198000,776198000,2781951000,1850364000,2259451000,2259451000,4109815000,6891766000,1385707000,4493516000,-85000,2173509000,2173509000,9065275000,318502000,84596000,29542000,-270595000,162045000,-93910000,-6800000,-100710000,-36856000,-54798999.9999998,-323641000,1332000,-324973000,-1860000,-417156000,-355821000,-355821000,4000,-355817000,544774000,1850364000,289088000,0.36029,0.14785,0.10233,0.14654,0.03513,0.90765,1.82486,3.1708,0.20412,4.21243,3.17268,41.16412,28.74632,3.82341,0.48745,0.05656,0.04601,0.11572,-0.08289,-0.09813
