"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","deferred_compensation","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"33","2018_Q4",17.6449206349206,"Up",269181000,-187963000,81218000,-65202000,-65202000,16016000,236000,236000,16252000,16252000,-4206000,12046000,12046000,12046000,12046000,39699000,39699000,2322000,2322000,300510000,11762000,11762000,354293000,74471000,9255000,8866000,389000,83726000,438019000,84364000,56270000,28094000,84364000,44903000,11811000,33092000,44903000,129267000,73308000,-124891000,360335000,308752000,308752000,438019000,12046000,5332000,357000,5912000,23647000,-2360000,-1154000,-1200000,-19962000,41000,-37000,-21199000,1294000,1294000,1294000,21348000,0,29106000,0.30172,0.0595,0.04475,0.03902,0.0275,2.41624,4.19958,0.41868,0,0.39962,0.38266,8.92984,10.24257,0.96557,0.03981,0.03745,0.0823,0.09962,-1.85961,-2.47871
"34","2019_Q1",17.3285245901639,"Down",234658000,-167992000,66666000,-65169000,-65169000,1497000,318000,318000,1815000,1815000,-456000,1359000,1359000,1359000,1359000,67021000,67021000,1219000,1219000,257539000,11534000,11534000,337313000,70605000,10081000,9622000,459000.000000007,80686000,417999000,70784000,48715000,22069000,70784000,42782000,12108000,30674000,42782000,113566000,75836000,-131846000,360443000,304433000,304433000,417999000,1359000,5292000,518000,29192000,36361000,-2392000,-883000,-1170000,-6971000,29000,-15000,-8156000,27322000,27322000,27322000,6789000,-7.45058059692383e-09,34045000,0.2841,0.00637999999999999,0.00579,0.00445999999999999,0.00325,25.05151,4.76538,0.37304,-1.38777878078145e-17,0.04655,0.04423,8.03733,10.42722,1.16608,0.04007,0.00728,0.09805,0.86093,-9.872,-44.77021
"35","2019_Q2",14.8604761904762,"Down",253810000,-178670000,75140000,-59532000,-59532000,15608000,295000,295000,15903000,15903000,-2030000,13873000,13873000,13873000,13873000,21616000,21616000,2003000,2003000,289356000,9769000,9769000,322744000,72313000,233561000,8159000,225402000,305874000,628618000,74099000,56488000,17611000,121188000,13410000,13386000,24000,215927000,337115000,76487000,-155437000,370453000,291503000,291503000,628618000,13873000,4277000,15856000,-43320000,-9314000,-9196000,-9196000,-2006000,-13949000,63000,-10940000,-26895000,-45405000,-45405000,-45405000,19885000,202517000,-30601000,0.29605,0.06149,0.05466,0.04759,0.02207,-2.2058,2.66317,1.15647,0.32216,0.47471,0.45659,8.68498,9.97478,-1.04712,0.06864,0.03129,-0.06031,0.1446,9.09736,11.59027
"36","2019_Q3",13.32328125,"Down",268221000,-186126000,82095000,-66421000,-66421000,15674000,1000,1000,15675000,15675000,-3843000,11832000,11832000,11832000,11832000,37458000,37458000,2414000,2414000,336919000,10887000,10887000,387678000,70855000,234840000,7020000,227820000,305695000,693373000,128589000,108410000,20179000,175372000,14849000,13751000,1098000,214441000,389813000,77579000,-155031000,381012000,303560000,303560000,693373000,11832000,4118000,12386000,-9005000,19331000,-2286000,-2286000,-1244000,40999.9999999981,41000,-1.86264514923096e-09,-1203000,15842000,15842000,15842000,19792000,199592000,12344000,0.30607,0.05844,0.04411,0.03898,0.01706,1.04327,2.2106,1.28414,0.28786,0.40476,0.40147,9.1756,10.38451,0.42228,0.04256,0.02524,0.02383,0.10514,8.1919,10.34414
"37","2019_Q4",16.99390625,"Up",274645000,-189911000,84734000,-66584000,-66584000,18150000,129000,129000,18279000,18279000,-4553000,13726000,13726000,13726000,13726000,33707000,33707000,2470000,2470000,298002000,10868000,10868000,345047000,69147000,233518000,7678000,225840000,302665000,647712000,88141000,66089000,22052000,130622000,14204000,13220000,984000,216342000,346964000,79064000,-171813000,393497000,300748000,300748000,647712000,13726000,4257000,11719000,-11687000,18015000,-3599000,-3591000,-1216000,-16859000,44000,-1e+05,-18175000,-3751000,-3751000,-3751000,22407000,202138000,11674000,0.30852,0.06609,0.04998,0.04564,0.02119,0.8505,2.64157,1.15367,0.31208,0.47646,0.47168,9.53364,10.43974,0.40523,0.04221,0.0289,0.02258,0.08859,7.51689,9.27994
"38","2020_Q1",15.1396774193548,"Down",239875000,-169975000,69900000,-65123000,-65123000,4777000,114000,114000,4891000,4891000,-1408000,3483000,3483000,3483000,3483000,61899000,61899000,2724000,2724000,259495000,5529000,5529000,329647000,67781000,230946000,7833000,223113000,298727000,628374000,79360000,60665000,18695000,122506000,14397000,13345000,1052000,208505000,331011000,80119000,-178517000,395761000,297363000,297363000,628374000,3483000,4298000,14205000,16928000,38914000,-3420000,-2678000,-1205000,-6819000,34000,-20000.0000000002,-8044000,28192000,28192000,28192000,9075000,194108000,23991000,0.2914,0.01991,0.01452,0.01171,0.00554,6.88803,2.69086,1.11315,0.30891,0.12372,0.12207,8.52071,10.56277,0.8522,0.0428,0.00927,0.04743,0.34597,14.56848,27.67616
"39","2020_Q2",11.5828571428571,"Down",147495000,-116031000,31464000,-54725000,-54725000,-23261000,33000,33000,-23228000,-23228000,7038000,-16190000,-16190000,-16190000,-16190000,13084000,13084000,6316000,6316000,303988000,14186000,14186000,337574000,64928000,227048000,7249000,219799000,291976000,629550000,102557000,90040000,12517000,151635000,13561000,12646000,915000,198457000,350092000,77115000,-176009000,378352000,279458000,279458000,629550000,-16190000,3831000,12912000,-43416000,-42863000,-3189000,-2995000,-1320000,63000,63000,-1700000,-2957000,-48815000,-48815000,-48815000,-19430000,184896000,-73073000,0.21332,-0.15771,-0.10977,-0.05793,-0.02572,4.51347,2.22623,1.25275,0.2937,-0.57854,-0.57854,5.27069,9.98635,-2.61124,0.04717,-0.03111,-0.1529,-0.08153,-8.84261,-7.38627
"40","2020_Q3",14.68265625,"Up",300794000,-218189000,82605000,-68207000,-68207000,14398000,-114000,-114000,14284000,14284000,-4224000,10060000,10060000,10060000,10060000,76885000,76885000,6844000,6844000,298856000,13419000,13419000,396004000,65043000,228471000,7289000,221182000,293514000,689518000,150504000,129641000,20863000,195880000,15240000,14249000,991000,204651000,400531000,77593000,-175725000,387119000,288987000,288987000,689518000,10060000,4035000,12991000,41985000,69071000,-4017000,-4017000,-1268000,42000.0000000002,42000,-26999.9999999998,-1253000,63801000,63801000,63801000,18433000,189411000,60625000,0.27462,0.04787,0.03344,0.03481,0.01459,6.02634,2.02167,1.38598,0.2747,0.35704,0.35704,10.67554,10.25649,2.15165,0.045,0.02295,0.12281,0.12604,6.1046,7.81539
"41","2020_Q4",17.4165625,"Up",274579000,-186818000,87761000,-67598000,-67598000,20163000,-117000,-117000,20046000,20046000,-5368000,14678000,14678000,14678000,14678000,46740000,46740000,8435000,8435000,274264000,10727000,10727000,340166000,63434000,219743000,6283000,213460000,283177000,623343000,76243000,50897000,25346000,125227000,15564000,14600000,964000,194899000,320126000,78373000,-175661000,400505000,303217000,303217000,623343000,14678000,4168000,12536000,-57420000,-26038000,-2877000,-2877000,-1268000,47000,47000,-9000,-1230000,-30145000,-30145000,-30145000,24331000,179335000,-30598000,0.31962,0.07343,0.05346,0.04841,0.02355,-2.08462,2.7164,1.05577,0.2877,0.52083,0.50284,9.74306,10.75924,-1.08573,0.04499,0.03201,-0.06143,0.08639,5.44963,6.57615
"42","2021_Q1",24.0859016393443,"Up",313683000,-203644000,110039000,-67130000,-67130000,42909000,737000,737000,43646000,43646000,-9280000,34366000,34366000,34366000,34366000,106532000,106532000,7096000,7096000,233266000,8411000,8411000,355305000,62325000,225117000,5635000,219482000,287442000,642747000,82107000,57717000,24390000,130901000,19048000,16008000,3040000,201670000,332571000,79147000,-175626000,406655000,310176000,310176000,642747000,7443000,4080000,14492000,37210000,63225000,-2313000,-2204000,-1272000,43000.0000000001,43000,1.16415321826935e-10,-1229000,59792000,59792000,59792000,46989000,182622000,91166000,0.3508,0.13679,0.10956,0.1108,0.05347,2.6528,2.7143,1.0722,0.28413,1.21926,1.20018,11.12904,11.00461,3.23444,0.04513,0.06963,0.17811,0.03701,1.61932,1.77329
"43","2021_Q2",31.6833333333333,"Up",328457000,-198299000,130158000,-72555000,-72555000,57603000,-115000,-115000,57488000,57488000,-14246000,43242000,43242000,43242000,43242000,174643000,174643000,7477000,7477000,268629000,11896000,11896000,462645000,62038000,225406000,4965000,220441000,287444000,750089000,157416000,102405000,55011000,385516000,14298000,11614000,2684000,14298000,399814000,77451000,-175051000,447875000,350275000,350275000,750089000,43242000,4315000,15275000,13688000,76520000,-4083000,-4083000,-2054000,64000,64000,-2336000,-4326000,68111000,68111000,68111000,61918000,0,85769000,0.39627,0.17537,0.13165,0.12345,0.05765,1.98347,1.20007,1.14143,0,1.53026,1.50942,11.6235,12.3956,3.03521,0.07269,0.12424,0.23526,0.0475,-2.82055,-3.03184
"44","2021_Q3",34.19953125,"Up",332230000,-196478000,135752000,-76038000,-76038000,59714000,-117000,-117000,59597000,59597000,-15385000,44212000,44212000,44212000,44212000,163937000,146506000,7871000,7871000,308141000,13131000,13131000,493080000,65871000,225105000,4135000,220970000,290976000,784056000,146620000,96494000,50126000,379944000,14200000,11440000,2760000,14200000,394144000,78740000,-178897000,490069000,389912000,389912000,784056000,44212000,4611000,-9394000,-36102000,3327000,-8054000,-25536000,-1985000,-3943000,28000,0,-5928000,-28137000,-28137000,-28137000,64325000,0,35554000,0.40861,0.17974,0.13308,0.11339,0.05639,0.80417,1.29777,1.01085,0,1.56105,1.54382,11.73046,13.76711,1.25535,0.07009,0.11432,0.08798,0.0449,-2.54857,-2.74537
"45","2021_Q4",36.96015625,"Up",356336000,-212280000,144056000,-81632000,-81632000,62424000,-112000,-112000,62312000,62312000,-15476000,46836000,46836000,46836000,46836000,191198000,173364000,10018000,10018000,282014000,12435000,12435000,495665000,71963000,218881000,3153000,215728000,290844000,786509000,114125000,65589000,48536000,161837000,192126000,11941000,180185000,192126000,353963000,79705000,-182061000,534902000,432546000,432546000,786509000,46836000,4761000,35586000,-46552000,40631000,-8213000,-8227000,-1986000,-3146000,30000,-414000,-5546000,26858000,26858000,26858000,67185000,0,27896000,0.40427,0.17518,0.13144,0.10828,0.05955,0.59561,3.06274,0.81832,0,1.65557,1.63516,12.59583,15.28971,0.98607,0.0702,0.07816,0.04466,0.0424,-2.84584,-3.06289
"46","2022_Q1",32.1062903225806,"Down",313371000,-196550000,116821000,-88908000,-88908000,27913000,-110000,-110000,27803000,27803000,-7212000,20591000,20591000,20591000,20591000,132404000,117443000,14159000,14159000,285205000,10264000,10264000,442032000,88533000,281699000,2699000,235016000,370232000,812264000,102145000,69092000,33053000,153708000,206023000,10901000,195122000,206023000,359731000,81091000,-182045000,553487000,452533000,452533000,812264000,20591000,5065000,15981000,-14222000,27415000,-11037000,-81401000,-1973000,38000.0000000009,38000,-1.16415321826935e-10,-1935000,-55921000,-55921000,-55921000,32978000,0,14931000,0.37279,0.08907,0.06571,0.0455,0.02535,0.72512,2.87579,0.79493,0,0.73194,0.73194,11.13931,16.08606,0.53075,0.07013,0.03426,0.02267,0.09582,-4.01492,-4.74345
"47","2022_Q2",28.111935483871,"Down",317527000,-204664000,112863000,-77479000,-77479000,35384000,-63000,-63000,35321000,35321000,-8424000,26897000,26897000,26897000,26897000,97144000,86179000,14442000,14442000,345021000,14592000,14592000,471199000,110033000,280502000,0,236204000,390535000,861734000,148080000,116837000,31243000,394793000,11227000,10482000,336000,11227000,406020000,80005000,-202114000,577823000,455714000,455714000,861734000,26897000,4677000,16672000,-30543000,17703000,-26907000,-23873000,-2576000,-20470000,45000,-2048000,-25094000,-31264000,-31264000,-31264000,40061000,0,-8965000,0.35544,0.11144,0.08471,0.05902,0.03121,-0.33331,1.19353,0.89095,0,0.96074,0.94938,11.34187,16.27783,-0.32022,0.09201,0.06312,-0.0192,0.09577,-2.4249,-2.74542
"48","2022_Q3",22.7125,"Down",312268000,-199138000,113130000,-74341000,-74341000,38789000,73000,73000,38862000,38862000,-9953000,28909000,28909000,28909000,28909000,62614000,51620000,10677000,10677000,385510000,18131000,18131000,476932000,124789000,312794000,0,269408000,437583000,914515000,136719000,113826000,22893000,415357000,15526000,10779000,311000,15526000,430883000,81170000,-201730000,604192000,483632000,483632000,914515000,28909000,5739000,-17666000,-25767000,-8785000,-23291000,-23296000,-2488000,48000.0000000075,48000,-38000,-2478000,-34559000,-34559000,-34559000,44528000,0,5423000,0.36228,0.12422,0.09258,0.05977,0.03161,0.18759,1.14825,0.89093,0,1.04781,1.03944,11.31816,17.52925,0.19656,0.09018,0.0629,0.01086,0.08606,-1.40617,-1.61422
