"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",59.951746031746,"Down",6.576e+09,-3.497e+09,3.079e+09,-1.121e+09,-8.19e+08,-3.02e+08,1.958e+09,-4.38e+08,-4.64e+08,-6e+07,8.6e+07,1.52e+09,-4e+06,1.516e+09,-5.15e+08,1.001e+09,1.181e+09,-5e+06,1.176e+09,1.176e+09,6.179e+09,6.179e+09,5.83e+08,5.83e+08,3.351e+09,3.421e+09,3.421e+09,1.3534e+10,7.8216e+10,1.17028e+11,-3.8812e+10,1.1918e+10,1.1918e+10,1.16152e+11,1.29686e+11,3.278e+09,2.138e+09,5.04e+08,6.36e+08,6.212e+09,2.586e+09,2.586e+09,1.2076e+10,4.3964e+10,3.31e+10,1.3201e+10,1.8869e+10,7.7064e+10,8.914e+10,3.7998e+10,1e+06,3.7997e+10,3.212e+09,-7.21e+08,4.0489e+10,5.7e+07,4.0546e+10,1.29686e+11,1.181e+09,9.79e+08,3.2e+07,3.63e+08,-3.31e+08,1.94e+08,-2.38e+08,2.77e+08,-5.4e+07,2.09e+08,2.386e+09,-1.859e+09,-1.859e+09,3.3e+07,1.048e+09,-1.015e+09,-1.21e+08,-1.947e+09,5.634e+09,-2.3e+08,5.864e+09,-1.93e+08,6.057e+09,-5.7e+08,5.064e+09,5.503e+09,5.435e+09,5.435e+09,2.937e+09,5.0176e+10,1.787e+09,0.46822,0.29775,0.17883,0.029,0.00907,1.51956,1.12074,2.19849,0.3869,1.70682,1.70188,9.54427,58.76488,2.59361,6,0.0095,0.01443,14.98025,22.47038
"28","2017_Q1",62.9522580645161,"Up",5.577e+09,-3.544e+09,2.033e+09,-1.147e+09,-8.92e+08,-2.55e+08,8.86e+08,-3.76e+08,-4.85e+08,2.2e+07,8.7e+07,5.1e+08,2e+06,5.12e+08,-1.36e+08,3.76e+08,-2.22e+08,-5e+06,-2.27e+08,-2.27e+08,3.92e+08,3.92e+08,7.51e+08,7.51e+08,3.522e+09,3.374e+09,3.374e+09,8.039e+09,8.252e+10,1.21926e+11,-3.9406e+10,1.2878e+10,1.2878e+10,1.24722e+11,1.32761e+11,3.881e+09,2.994e+09,5.03e+08,3.84e+08,4.806e+09,2.864e+09,2.864e+09,1.1551e+10,4.5576e+10,3.4593e+10,1.4155e+10,1.9327e+10,8.0169e+10,9.172e+10,3.8742e+10,1e+06,3.8741e+10,2.384e+09,-9.3e+07,4.1033e+10,8e+06,4.1041e+10,1.32761e+11,-2.22e+08,1.033e+09,4.58e+08,2.52e+08,2.06e+08,-82000000.0000001,-1.15e+08,-1.83e+08,4.73e+08,-2.57e+08,1.187e+09,-2.649e+09,-2.649e+09,2.4e+07,1.129e+09,-1.105e+09,6999999.99999999,-5.978e+09,-1.144e+09,2.17e+08,-1.361e+09,-2.609e+09,1.248e+09,1.756e+09,-9.96e+08,-5.787e+09,-5.324e+09,-5.324e+09,1.919e+09,5.0382e+10,-6.76e+08,0.36453,0.15887,-0.0407,-0.00553,-0.00171,2.97797,0.69596,2.23484,0.37949,-0.32568,-0.32709,8.00143,58.87088,-0.96987,3,0.0167,-0.00536,26.05003,56.42212
"29","2017_Q2",67.2773015873016,"Up",5.729e+09,-3.175e+09,2.554e+09,-1.163e+09,-8.59e+08,-3.04e+08,1.391e+09,-3.41e+08,-4.91e+08,2.9e+07,1.21e+08,1.05e+09,1.1e+07,1.061e+09,-3.44e+08,7.17e+08,7.17e+08,-1e+06,7.16e+08,7.16e+08,878000000.000001,8.78e+08,6.23e+08,6.23e+08,3.366e+09,3.138e+09,3.138e+09,8.005e+09,8.3516e+10,1.23809e+11,-4.0293e+10,1.2838e+10,1.2838e+10,1.26103e+11,1.34108e+11,3.092e+09,2.203e+09,5.26e+08,3.63e+08,5.535e+09,2.314e+09,2.314e+09,1.0941e+10,4.7021e+10,3.496e+10,1.4443e+10,1.9402e+10,8.1981e+10,9.2922e+10,3.8743e+10,1e+06,3.8742e+10,2.521e+09,-84999999.9999999,4.1179e+10,7e+06,4.1186e+10,1.34108e+11,7.17e+08,9.91e+08,7.4e+07,3.42e+08,-2.68e+08,-5.36e+08,3.43e+08,1.55e+08,-4.63e+08,-5.71e+08,1.246e+09,-2.16e+09,-2.16e+09,1.9e+07,1.405e+09,-1.386e+09,-2.2e+08,-2.361e+09,2.218e+09,1.045e+09,1.173e+09,-4.15e+08,1.588e+09,-6.22e+08,1.596e+09,4.81e+08,4.81e+08,4.81e+08,2.382e+09,5.2556e+10,3e+07,0.4458,0.2428,0.12498,0.01738,0.00534,0.0419,0.73165,2.25616,0.39189,1.02286,1.02286,8.18429,58.82714,0.04286,6,0.00556,0.000230000000000005,21.69521,37.15169
"30","2017_Q3",69.2325396825397,"Up",5.555e+09,-3.058e+09,2.497e+09,-1.142e+09,-8.35e+08,-3.07e+08,1.355e+09,-3.35e+08,-4.86e+08,3.6e+07,1.15e+08,1.02e+09,-2e+06,1.018e+09,-3.27e+08,6.91e+08,6.89e+08,-3e+06,6.86e+08,6.86e+08,2.98e+08,2.98e+08,4.98e+08,4.98e+08,3.369e+09,3.508e+09,3.508e+09,7.673e+09,8.4404e+10,1.24926e+11,-4.0522e+10,1.2808e+10,1.2808e+10,1.27331e+11,1.35004e+11,3.115e+09,2.177e+09,5.06e+08,4.32e+08,6.96e+09,2.391e+09,2.391e+09,1.2466e+10,4.6043e+10,3.5201e+10,1.4695e+10,1.9398e+10,8.1244e+10,9.371e+10,3.8759e+10,1e+06,3.8758e+10,2.607e+09,-8.2e+07,4.1284e+10,1e+07,4.1294e+10,1.35004e+11,6.89e+08,9.62e+08,1.23e+08,3.27e+08,-2.04e+08,-2.2e+08,-5e+07,-2e+06,-42000000.0000002,-1.26e+08,1.554e+09,-1.771e+09,-1.771e+09,8e+06,1.034e+09,-1.026e+09,-2.2e+08,-1.983e+09,4.88e+08,-2.62e+08,7.5e+08,-6.26e+08,1.376e+09,-6.1e+08,-1.22e+08,-5.51e+08,-5.51e+08,-5.51e+08,2.317e+09,5.3003e+10,6.53e+08,0.4495,0.24392,0.12349,0.01661,0.00508,0.9519,0.61551,2.26934,0.3926,0.98,0.98,7.93571,58.97714,0.93286,5,0.0053,0.00504,22.74709,38.89668
"31","2017_Q4",71.3244444444444,"Up",6.482e+09,-3.407e+09,3.075e+09,-1.213e+09,-9e+08,-3.13e+08,1.862e+09,-3.4e+08,-4.98e+08,3.6e+07,1.22e+08,1.522e+09,-2.01e+08,1.321e+09,-3.64e+08,9.57e+08,9.55e+08,-1e+06,9.54e+08,9.54e+08,2.82e+08,2.82e+08,5.28e+08,5.28e+08,3.265e+09,3.631e+09,3.631e+09,7.706e+09,8.4862e+10,1.26023e+11,-4.1161e+10,1.3367e+10,1.3367e+10,1.28619e+11,1.36325e+11,3.81e+09,2.645e+09,5.38e+08,6.27e+08,4.384e+09,2.626e+09,2.626e+09,1.082e+10,4.8929e+10,3.4934e+10,1.5058e+10,1.8771e+10,8.3863e+10,9.4683e+10,3.8775e+10,1e+06,3.8774e+10,2.936e+09,-8e+07,4.1631e+10,1.1e+07,4.1642e+10,1.36325e+11,9.55e+08,1.037e+09,3.26e+08,3.47e+08,-2.1e+07,-1.4e+08,-2.13e+08,9.5e+07,-4.9e+07,2.7e+07,2.178e+09,-1.91e+09,-1.91e+09,2e+06,7.6e+08,-7.58e+08,-7.9e+07,-1.987e+09,3.5e+08,-1.43e+09,1.78e+09,-1.231e+09,3.011e+09,-5.85e+08,-2.35e+08,-4.4e+07,-4.4e+07,-4.4e+07,2.899e+09,5.3313e+10,1.213e+09,0.47439,0.28726,0.14718,0.02291,0.007,1.27149,0.7122,2.27374,0.39107,1.36286,1.36286,9.26,59.47286,1.73286,4,0.00734,0.00934,18.29286,28.48067
"32","2018_Q1",63.8047540983607,"Down",5.799e+09,-3.286e+09,2.513e+09,-1.242e+09,-9.33e+08,-3.09e+08,1.271e+09,-3.43e+08,-5.11e+08,1.8e+07,1.5e+08,9.28e+08,-6.2e+07,8.66e+08,-1.61e+08,7.05e+08,7.03e+08,0,7.03e+08,7.03e+08,3.58e+08,3.58e+08,7.79e+08,7.79e+08,3.25e+09,4.066e+09,4.066e+09,8.453e+09,8.6391e+10,1.27928e+11,-4.1537e+10,1.2442e+10,1.2442e+10,1.29461e+11,1.37914e+11,4.119e+09,3.043e+09,5.25e+08,5.51e+08,5.407e+09,2.956e+09,2.956e+09,1.2482e+10,4.9035e+10,3.466e+10,6.621e+09,2.6936e+10,8.3695e+10,9.6177e+10,3.8793e+10,1e+06,3.8792e+10,3.013e+09,-6.7e+07,4.1739e+10,-2e+06,4.1737e+10,1.37914e+11,7.03e+08,1.056e+09,2.39e+08,4.17e+08,-1.78e+08,-3.52e+08,-1.63e+08,2e+07,3.5e+08,-5.59e+08,1.646e+09,-2.211e+09,-2.211e+09,-2e+06,8.99e+08,-9.01e+08,1.15e+08,-2.111e+09,1.175e+09,2.38e+08,9.37e+08,-3.16e+08,1.253e+09,1.818e+09,5.43e+08,78000000.0000001,78000000.0000001,78000000.0000001,2.327e+09,5.4442e+10,-7.5e+07,0.43335,0.21918,0.12123,0.01684,0.0051,-0.10669,0.67722,2.30436,0.39475,1.00429,1.00429,8.28429,59.62714,-0.10714,5,0.0241,-0.00057,23.24194,42.55232
"33","2018_Q2",64.22703125,"Up",6.135e+09,-3.453e+09,2.682e+09,-1.283e+09,-9.67e+08,-3.16e+08,1.399e+09,-4.53e+08,-5.15e+08,-2.4e+07,8.6e+07,9.46e+08,-1.43e+08,8.03e+08,-1.81e+08,6.22e+08,6.22e+08,-2e+06,6.2e+08,6.2e+08,4.21e+08,4.21e+08,7.59e+08,7.59e+08,3.149e+09,3.95e+09,3.95e+09,8.279e+09,8.7373e+10,1.2968e+11,-4.2307e+10,1.2218e+10,1.2218e+10,1.30262e+11,1.38541e+11,3.355e+09,2.391e+09,5.42e+08,4.22e+08,6.92e+09,2.723e+09,2.723e+09,1.2998e+10,4.903e+10,3.4715e+10,6.855e+09,2.6842e+10,8.3745e+10,9.6743e+10,3.884e+10,1e+06,3.8839e+10,3.021e+09,-6.9e+07,4.1792e+10,6e+06,4.1798e+10,1.38541e+11,6.22e+08,1.089e+09,1.57e+08,1.99e+08,-4.2e+07,-4.77e+08,6.4e+07,1.01e+08,-3.27e+08,-3.15e+08,1.391e+09,-2.087e+09,-2.087e+09,-2.8e+07,9.3e+08,-9.58e+08,-1.49e+08,-2.264e+09,1.544e+09,7.06e+08,8.38e+08,-5.37e+08,1.375e+09,-6.18e+08,9.47e+08,7.4e+07,7.4e+07,7.4e+07,2.488e+09,5.595e+10,1.05e+08,0.43716,0.22804,0.10106,0.01483,0.00448,0.16935,0.63694,2.31454,0.40385,0.88445,0.88445,8.75178,59.61769,0.14979,4,0.00468,0.00079,22.31873,39.69192
"34","2018_Q3",68.332380952381,"Up",5.643e+09,-3.207e+09,2.436e+09,-1.288e+09,-9.73e+08,-3.15e+08,1.148e+09,-3.72e+08,-5.18e+08,3.6e+07,1.1e+08,7.76e+08,-1.69e+08,6.07e+08,-1e+08,5.07e+08,5.02e+08,-2e+06,5e+08,5e+08,3.04e+08,3.04e+08,6.12e+08,6.12e+08,3.177e+09,4.383e+09,4.383e+09,8.476e+09,8.8495e+10,1.30994e+11,-4.2499e+10,1.2505e+10,1.2505e+10,1.31783e+11,1.40259e+11,3.71e+09,2.686e+09,5.3e+08,4.94e+08,6.181e+09,2.9e+09,2.9e+09,1.2791e+10,4.9863e+10,3.509e+10,6.977e+09,2.7099e+10,8.4953e+10,9.7744e+10,3.9683e+10,1e+06,3.9682e+10,2.894e+09,-7e+07,4.2507e+10,8e+06,4.2515e+10,1.40259e+11,5.02e+08,1.161e+09,1.91e+08,9e+07,1.01e+08,5.7e+07,-9.1e+07,-3.1e+07,1.85e+08,-6e+06,1.911e+09,-2.288e+09,-2.288e+09,-1.4e+07,9.36e+08,-9.5e+08,-7.9e+07,-2.381e+09,1.24e+08,3.84e+08,-2.6e+08,-1.813e+09,1.553e+09,-6.05e+08,3.18e+08,-1.52e+08,-1.52e+08,-1.52e+08,2.309e+09,5.6044e+10,1.78e+08,0.43169,0.20344,0.08861,0.01176,0.00356,0.356,0.66265,2.29905,0.39958,0.71124,0.71023,8.02703,60.46515,0.2532,4,0.00374,0.00133,24.14032,48.55401
"35","2018_Q4",72.7187301587302,"Up",6.628e+09,-3.573e+09,3.055e+09,-1.362e+09,-1.039e+09,-3.23e+08,1.693e+09,-3.49e+08,-5.17e+08,3.7e+07,1.31e+08,1.344e+09,-1.14e+08,1.23e+09,-1.68e+08,1.062e+09,1.066e+09,1.6e+07,1.082e+09,1.082e+09,3.03e+08,3.03e+08,6.82e+08,6.82e+08,3.14e+09,5.395e+09,5.395e+09,9.52e+09,8.9865e+10,1.33065e+11,-4.32e+10,1.2616e+10,1.2616e+10,1.33645e+11,1.43165e+11,4.465e+09,3.234e+09,5.57e+08,6.74e+08,6.346e+09,3.111e+09,3.111e+09,1.3922e+10,5.0507e+10,3.5723e+10,7.765e+09,2.6957e+10,8.623e+10,1.00152e+11,3.9748e+10,1e+06,3.9747e+10,3.313e+09,-6.6e+07,4.2995e+10,1.8e+07,4.3013e+10,1.43165e+11,1.066e+09,1.197e+09,7.91e+08,8.1e+08,-1.9e+07,-6.89e+08,-2.61e+08,3.4e+07,5.31e+08,-9.93e+08,2.365e+09,-2.377e+09,-2.377e+09,-3e+06,8.52e+08,-8.55e+08,-2.45e+08,-2.625e+09,8.38e+08,-4.52e+08,1.29e+09,-1.35e+08,1.425e+09,-5.7e+08,2.82e+08,2.2e+07,2.2e+07,2.2e+07,2.89e+09,5.6853e+10,-8e+06,0.46092,0.25543,0.16325,0.02516,0.00756,-0.00739,0.68381,2.32841,0.39712,1.51753,1.51541,9.29593,60.30154,-0.01122,5,0.00798,-6.00000000000002e-05,19.56747,33.40224
"36","2019_Q1",76.1531147540984,"Up",6.115e+09,-3.758e+09,2.357e+09,-1.421e+09,-1.095e+09,-3.26e+08,9.36e+08,-4.38e+08,-5.44e+08,3.4e+07,7.2e+07,4.98e+08,-6.5e+07,4.33e+08,999999.99999997,4.34e+08,4.54e+08,1e+07,4.64e+08,4.64e+08,4.42e+08,4.42e+08,9.62e+08,9.62e+08,3.084e+09,5.226e+09,5.226e+09,9.714e+09,9.1694e+10,1.3482e+11,-4.3126e+10,1.3617e+10,1.3617e+10,1.35678e+11,1.45392e+11,4.623e+09,3.487e+09,5.59e+08,5.77e+08,6.816e+09,3.602e+09,3.602e+09,1.5041e+10,5.1123e+10,3.5394e+10,7.806e+09,2.66e+10,8.6517e+10,1.01558e+11,4.0796e+10,1e+06,4.0795e+10,3.113e+09,-9.2e+07,4.3817e+10,1.7e+07,4.3834e+10,1.45392e+11,4.54e+08,1.249e+09,-6.5e+07,-2e+07,-4.5e+07,-1.19e+08,-5.7e+07,5.2e+07,9e+07,-2.04e+08,1.519e+09,-2.637e+09,-2.637e+09,3e+07,1.029e+09,-9.99e+08,-1.83e+08,-2.79e+09,1.058e+09,3.43e+08,7.15e+08,-7.03e+08,1.418e+09,1.822e+09,1.413e+09,1.42e+08,1.42e+08,1.42e+08,2.185e+09,5.7939e+10,-5.72e+08,0.38545,0.15307,0.07588,0.01059,0.00319,-1.23276,0.64583,2.31688,0.3985,0.64895,0.65077,8.55245,61.28252,-0.8,5,0.0214,-0.00417,26.31442,61.42842
"37","2019_Q2",77.1253968253968,"Up",6.163e+09,-3.355e+09,2.808e+09,-1.432e+09,-1.089e+09,-3.43e+08,1.376e+09,-3.85e+08,-5.43e+08,4.3e+07,1.15e+08,9.91e+08,-3e+06,9.88e+08,-9.5e+07,8.93e+08,8.93e+08,7e+06,9e+08,9e+08,3.77e+08,3.77e+08,7.75e+08,7.75e+08,3.102e+09,4.914e+09,4.914e+09,9.168e+09,9.5721e+10,1.39713e+11,-4.3992e+10,1.7968e+10,1.7968e+10,1.41968e+11,1.51136e+11,3.552e+09,2.538e+09,5.44e+08,4.7e+08,5.53e+09,3.2e+09,3.2e+09,1.2282e+10,5.5268e+10,3.8541e+10,8.04e+09,2.9527e+10,9.3809e+10,1.06091e+11,4.0824e+10,1e+06,4.0823e+10,3.36e+09,-1.28e+08,4.503e+10,1.5e+07,4.5045e+10,1.51136e+11,8.93e+08,1.238e+09,-7.9e+07,9.7e+07,-1.76e+08,-8.13e+08,3.88e+08,-3.1e+07,-6.36e+08,-5.34e+08,1.239e+09,-2.536e+09,-2.536e+09,-9e+06,8.51e+08,-8.6e+08,-1.68e+08,-2.713e+09,2.102e+09,-3.04e+08,2.406e+09,-1.44e+09,3.846e+09,-3.3e+07,1.433e+09,-4.1e+07,-4.1e+07,-4.1e+07,2.614e+09,6.0798e+10,-6.4e+08,0.45562,0.22327,0.14603,0.01998,0.00595,-0.71111,0.74646,2.35522,0.40227,1.23796,1.23796,8.4773,60.59972,-0.88033,6,0.01073,-0.00443,23.11438,43.91061
"38","2019_Q3",80.27828125,"Up",5.873e+09,-3.151e+09,2.722e+09,-1.423e+09,-1.089e+09,-3.34e+08,1.299e+09,-4.09e+08,-5.42e+08,4.4e+07,8.9e+07,8.9e+08,-1e+06,8.89e+08,-1.41e+08,7.48e+08,7.48e+08,8.4e+07,8.32e+08,8.2e+08,3.36e+08,3.36e+08,6.46e+08,6.46e+08,3.189e+09,5.338e+09,5.338e+09,9.509e+09,9.7198e+10,1.4168e+11,-4.4482e+10,1.8103e+10,1.8103e+10,1.4394e+11,1.53449e+11,3.597e+09,2.512e+09,5.64e+08,5.21e+08,6.491e+09,3.359e+09,3.359e+09,1.3447e+10,5.5925e+10,3.8745e+10,8.532e+09,2.9254e+10,9.467e+10,1.08117e+11,4.0886e+10,1e+06,4.0885e+10,3.502e+09,-1.48e+08,4.5213e+10,1.19e+08,4.5332e+10,1.53449e+11,7.48e+08,1.245e+09,1.7e+08,4.3e+08,-2.6e+08,-3.46e+08,-8.4e+07,-7.9e+07,-64000000.0000001,-1.19e+08,1.817e+09,-2.929e+09,-2.929e+09,-5e+06,1.451e+09,-1.456e+09,-1.41e+08,-3.075e+09,1.662e+09,6.87e+08,9.75e+08,-1.014e+09,1.989e+09,1.76e+08,1.189e+09,-6.9e+07,-6.9e+07,-6.9e+07,2.544e+09,6.2416e+10,-5.9e+08,0.46348,0.22118,0.13962,0.01809,0.00534,-0.71951,0.70715,2.385,0.40675,1.12483,1.12483,8.05624,60.68587,-0.80933,6,0.01012,-0.00403,24.40252,47.79061
"39","2019_Q4",81.71203125,"Up",6.94e+09,-3.51e+09,3.43e+09,-1.521e+09,-1.186e+09,-3.35e+08,1.909e+09,-4.18e+08,-5.72e+08,5e+07,1.04e+08,1.491e+09,2e+07,1.511e+09,-1.88e+08,1.323e+09,1.323e+09,1.9e+07,1.342e+09,1.327e+09,3.79e+08,3.79e+08,7.55e+08,7.55e+08,3.107e+09,5.378e+09,5.378e+09,9.619e+09,9.8912e+10,1.44061e+11,-4.5149e+10,1.8524e+10,1.8524e+10,1.46298e+11,1.55917e+11,4.217e+09,2.946e+09,5.59e+08,7.12e+08,5.565e+09,3.608e+09,3.608e+09,1.339e+10,5.6467e+10,3.8653e+10,8.776e+09,2.8977e+10,9.512e+10,1.0851e+11,4.0489e+10,1e+06,4.0488e+10,4.139e+09,-1.53e+08,4.6438e+10,9.69e+08,4.7407e+10,1.55917e+11,1.323e+09,1.348e+09,-2.09e+08,2.09e+08,-4.18e+08,1.19e+08,-2.42e+08,1.07e+08,1.62e+08,9.2e+07,2.581e+09,-2.619e+09,-2.619e+09,1e+06,7.9e+08,-7.89e+08,-2.27e+08,-2.845e+09,5.74e+08,-1.262e+09,1.836e+09,-7.62e+08,2.598e+09,4.55e+08,3.65e+08,1.01e+08,1.01e+08,1.01e+08,3.257e+09,6.2032e+10,9.45e+08,0.49424,0.27507,0.19121,0.02799,0.00851,0.71213,0.71837,2.2889,0.39785,1.8228,1.8228,9.53297,61.09203,1.29808,6,0.01354,0.00638,18.92938,32.29597
"40","2020_Q1",82.7191935483871,"Up",6.103e+09,-3.503e+09,2.6e+09,-1.479e+09,-1.184e+09,-2.95e+08,1.121e+09,-4e+08,-5.47e+08,2.5e+07,1.22e+08,7.21e+08,-1.2e+07,7.09e+08,-9.5e+07,6.14e+08,6.07e+08,6.7e+07,6.74e+08,6.6e+08,3.11e+08,3.11e+08,1.066e+09,1.066e+09,3.232e+09,4.554e+09,4.554e+09,9.163e+09,1.02127e+11,1.479e+11,-4.5773e+10,1.8169e+10,1.8169e+10,1.49675e+11,1.58838e+11,4.444e+09,3.487e+09,5.65e+08,3.92e+08,6.276e+09,4.032e+09,4.032e+09,1.4752e+10,5.4985e+10,4.115e+10,8.878e+09,3.1338e+10,9.6135e+10,1.10887e+11,4.0882e+10,1e+06,4.0881e+10,4.108e+09,-1.3e+08,4.6822e+10,1.129e+09,4.7951e+10,1.58838e+11,6.07e+08,1.345e+09,4.54e+08,7e+07,3.84e+08,1.66e+08,1.6e+07,-1.19e+08,3.74e+08,-1.05e+08,2.572e+09,-3.038e+09,-3.038e+09,8e+06,2.51e+08,-2.43e+08,-2.94e+08,-3.324e+09,8.59e+08,5.81e+08,2.78e+08,-7.39e+08,1.017e+09,2.19e+08,7.43e+08,-9e+06,-9e+06,-9e+06,2.466e+09,6.1261e+10,-3.11e+08,0.42602,0.18368,0.10814,0.01376,0.00416,-0.47121,0.62114,2.31251,0.38568,0.90164,0.90164,8.33743,61.28415,-0.42486,6,0.0089,-0.00207,24.71614,54.3711
"41","2020_Q2",76.9009523809524,"Down",5.949e+09,-2.985e+09,2.964e+09,-1.475e+09,-1.13e+09,-3.45e+08,1.489e+09,-4.61e+08,-5.51e+08,4.4e+07,4.6e+07,1.028e+09,-1e+06,1.027e+09,-1.37e+08,8.9e+08,8.9e+08,4.8e+07,9.38e+08,8.99e+08,1.45e+09,1.45e+09,8.09e+08,8.09e+08,3.324e+09,4.598e+09,4.598e+09,1.0181e+10,1.03108e+11,1.49707e+11,-4.6599e+10,1.8361e+10,1.8361e+10,1.49891e+11,1.60072e+11,3.428e+09,2.364e+09,5.71e+08,4.93e+08,8.11e+09,3.632e+09,3.632e+09,1.517e+10,5.798e+10,3.8839e+10,9.321e+09,2.8599e+10,9.6819e+10,1.11989e+11,4.0931e+10,1e+06,4.093e+10,4.221e+09,-1.93e+08,4.6921e+10,1.162e+09,4.8083e+10,1.60072e+11,8.9e+08,1.301e+09,2.06e+08,4.22e+08,-2.16e+08,-8.43e+08,4.66e+08,-9.2e+07,-6.57e+08,-5.6e+08,1.554e+09,-2.832e+09,-2.832e+09,-4.5e+07,1.347e+09,-1.392e+09,-1.45e+08,-3.022e+09,3.231e+09,-1.98e+08,3.429e+09,-3.09e+08,3.738e+09,2.9e+07,2.593e+09,1.125e+09,1.125e+09,1.125e+09,2.79e+09,6.609e+10,-7.48e+08,0.49823,0.25029,0.15112,0.0187,0.00562,-0.83204,0.67113,2.32908,0.41288,1.2248,1.22147,8.1049,61.25204,-1.01907,5,0.0105,-0.00489,23.16846,43.41169
"42","2020_Q3",75.88671875,"Down",5.421e+09,-2.761e+09,2.66e+09,-1.484e+09,-1.15e+09,-3.34e+08,1.176e+09,-2.385e+09,-5.54e+08,-1.968e+09,1.37e+08,-1.209e+09,999999.999999993,-1.208e+09,3.16e+08,-8.92e+08,-8.92e+08,9e+07,-8.02e+08,-8.17e+08,3.41e+08,3.41e+08,7.53e+08,7.53e+08,3.289e+09,4.854e+09,4.854e+09,9.237e+09,1.04325e+11,1.5162e+11,-4.7295e+10,1.8323e+10,1.8323e+10,1.50812e+11,1.60049e+11,3.624e+09,2.398e+09,5.69e+08,6.57e+08,8.541e+09,4.525e+09,4.525e+09,1.669e+10,5.7706e+10,3.9042e+10,8.979e+09,2.9152e+10,9.6748e+10,1.13438e+11,4.0998e+10,1e+06,4.0997e+10,2.707e+09,-1.83e+08,4.5484e+10,1.127e+09,4.6611e+10,1.60049e+11,-8.92e+08,1.35e+09,1.432e+09,-3.17e+08,1.749e+09,-8.7e+07,-1.85e+08,3.6e+07,1.9e+07,4.3e+07,1.803e+09,-2.271e+09,-2.271e+09,-1.8e+07,2.408e+09,-2.426e+09,-1.6e+08,-2.449e+09,2.3e+08,6.9e+07,1.61e+08,-1.755e+09,1.916e+09,2.6e+07,-4.11e+08,-1.057e+09,-1.057e+09,-1.057e+09,2.526e+09,6.6247e+10,-1.48e+08,0.49068,0.21693,-0.15071,-0.01753,-0.0051,0.18115,0.55345,2.43372,0.41392,-1.11308,-1.11308,7.38556,59.29428,-0.20163,4,-0.00088,-0.00097,26.09105,56.04252
