"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","short_term_borrowings","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",19.4952380952381,"Down",3.138e+09,-2.503e+09,6.35e+08,-3.95e+08,-2.29e+08,-3e+07,-1.36e+08,2.4e+08,-1.15e+08,-1.26e+08,1.1e+07,1.25e+08,-3e+06,1.22e+08,-5.6e+07,6.6e+07,1.86e+08,1.66e+08,1.66e+08,1.863e+09,1.863e+09,1.675e+09,1.675e+09,3.455e+09,2.375e+09,5.8e+08,1.795e+09,9.368e+09,1.5122e+10,1.1493e+10,5.384e+09,3.074e+09,3.035e+09,2.808e+10,3.7448e+10,3.569e+09,2.739e+09,8.3e+08,8.05e+08,3.2e+07,1.126e+09,9.09e+08,5.5e+09,9.501e+09,8.505e+09,5.877e+09,3.7e+09,2.177e+09,2.628e+09,1.8006e+10,2.3506e+10,5.5e+07,8.635e+09,4.38e+08,8.197e+09,8.94e+09,-5.858e+09,1.1772e+10,1.3942e+10,3.7448e+10,1.86e+08,3.16e+08,6.1e+07,1.8e+07,1.1e+07,3.2e+07,-2.57e+08,-8e+06,1e+07,4.7e+07,-3.06e+08,3.06e+08,-2.86e+08,-2.86e+08,5.5e+07,-2.31e+08,-5.7e+07,-6e+06,-1e+06,-5e+06,4.37e+08,1e+06,1e+06,-8.1e+07,-1.43e+08,-6.8e+07,-6.8e+07,2e+06,-6.6e+07,5.56e+08,1.0306e+10,6.9e+07,0.20236,0.07648,0.0529,0.01191,0.00443,0.41566,1.70327,1.68598,0.27521,0.37892,0.37296,7.16295,26.74579,0.1575,0.13011,6,0.00681,0.00211,0.34337,15.18525,35.17917
"28","2017_Q1",24.853064516129,"Up",2.967e+09,-2.375e+09,5.92e+08,-4.41e+08,-2.69e+08,-3.9e+07,-1.33e+08,1.51e+08,-7.4e+07,-1.28e+08,5.4e+07,7.7e+07,-1.22e+08,-4.5e+07,-1.246e+09,-1.291e+09,-1.253e+09,-1.258e+09,-1.258e+09,1.863e+09,1.863e+09,9.74e+08,9.74e+08,2.253e+09,8.02e+08,3.25e+08,4.77e+08,5.892e+09,5.499e+09,7.627e+09,5.148e+09,1.234e+09,2.57e+08,1.4146e+10,2.0038e+10,2.295e+09,1.744e+09,3.98e+08,4e+07,4e+07,4.14e+08,3.29e+08,2.749e+09,8.044e+09,4.107e+09,3.234e+09,2.345e+09,8.89e+08,8.73e+08,1.2151e+10,1.49e+10,5.5e+07,8.652e+09,4.38e+08,8.214e+09,-1.027e+09,-2.568e+09,5.112e+09,5.138e+09,2.0038e+10,-1.253e+09,1.94e+08,1.385e+09,1.3e+07,1.192e+09,1.8e+08,3.36e+08,-1.2e+07,-3.6e+07,4.28e+08,-4.4e+07,6.62e+08,-3.11e+08,-3.11e+08,5.7e+07,-2.44e+08,-5.7e+07,-7.58e+08,3e+06,-7.61e+08,6.49e+08,999999.999999999,1e+06,4.1e+08,-4.04e+08,1.4e+07,1.4e+07,-1.4e+07,-1.19209289550781e-07,3.45e+08,8.084e+09,1.616e+09,0.19953,0.05089,-0.424,-0.24484,-0.06278,-1.28458,2.14332,2.89996,0.40343,-2.87215,-2.974,6.77397,11.54566,3.6895,0.13014,4,-0.06931,0.09325,-0.04531,18.03188,41.19868
"29","2017_Q2",25.8280952380952,"Up",3.192e+09,-2.492e+09,7e+08,-3.82e+08,-2.21e+08,-2.8e+07,-1.33e+08,3.18e+08,2.39e+08,-1.15e+08,3.54e+08,5.57e+08,-7.3e+07,4.84e+08,-1.62e+08,3.22e+08,3.22e+08,3.22e+08,3.22e+08,2.553e+09,2.553e+09,1.148e+09,1.148e+09,2.328e+09,6.81e+08,3.19e+08,3.62e+08,6.71e+09,5.473e+09,7.528e+09,5.17e+09,1.084e+09,1.274e+09,1.3447e+10,2.0157e+10,2.039e+09,1.597e+09,3.28e+08,4.7e+07,4.7e+07,5.01e+08,4.2e+08,2.587e+09,8.046e+09,4.032e+09,3.16e+09,2.293e+09,8.67e+08,8.72e+08,1.2078e+10,1.4665e+10,5.5e+07,8.69e+09,4.41e+08,8.249e+09,-7.68e+08,-2.498e+09,5.479e+09,5.492e+09,2.0157e+10,3.22e+08,1.33e+08,-1.56e+08,2.8e+07,2e+07,-2.04e+08,-5.99e+08,-2.99e+08,-8.5e+07,-1.22e+08,-9.3e+07,-3e+08,-1.03e+08,-1.03e+08,1.132e+09,1.029e+09,-4.5e+07,8e+06,8e+06,0,3.6e+08,2.2e+07,2.2e+07,-2.8e+07,-4.3e+07,6.86e+08,6.86e+08,4e+06,6.9e+08,4.51e+08,8.093e+09,-8.9e+07,0.2193,0.09962,0.10088,0.05863,0.01597,-0.2764,2.59374,2.67025,0.4015,0.73182,0.64529,7.25455,12.32727,-0.20227,0.10227,5,0.02083,-0.00505,0.13975,12.28381,17.42138
"30","2017_Q3",24.3203174603175,"Down",3.261e+09,-2.515e+09,7.46e+08,-3.62e+08,-1.96e+08,-2.9e+07,-1.37e+08,3.84e+08,-8.9e+07,-1.83e+08,9.4e+07,2.95e+08,-2.6e+07,2.69e+08,-57000000.0000001,2.12e+08,2.12e+08,2.12e+08,2.12e+08,1.785e+09,1.785e+09,1.17e+09,1.17e+09,2.416e+09,6.62e+08,3.05e+08,3.57e+08,6.033e+09,5.507e+09,7.566e+09,5.215e+09,1.08e+09,1.271e+09,1.3073e+10,1.9106e+10,2.154e+09,1.667e+09,3.63e+08,4.8e+07,4.8e+07,4.56e+08,3.79e+08,2.658e+09,6.796e+09,3.902e+09,3.024e+09,2.202e+09,8.22e+08,8.78e+08,1.0698e+10,1.3356e+10,5.5e+07,8.703e+09,4.41e+08,8.262e+09,-5.67e+08,-2.454e+09,5.737e+09,5.75e+09,1.9106e+10,2.12e+08,1.37e+08,3.8e+07,2e+07,6999999.99999988,11000000.0000001,-4.03e+08,-2.68e+08,-6.5e+07,5.3e+07,-1.23e+08,-15999999.9999998,-1.26e+08,-1.26e+08,2.76e+08,1.5e+08,-4.3e+07,-8.2e+08,1e+06,-8.21e+08,1.52e+08,4e+06,4e+06,-5.3e+07,-9.12e+08,-7.78e+08,-7.78e+08,0,-7.78e+08,5.21e+08,6.844e+09,48999999.9999998,0.22876,0.11776,0.0650099999999999,0.03687,0.0111,0.23113,2.26975,2.32278,0.35821,0.48182,0.42315,7.41136,12.91364,0.11136,0.09773,5,0.01546,0.00296999999999999,0.20283,9.71017,13.17448
"31","2017_Q4",24.7752380952381,"Up",3.236e+09,-2.591e+09,6.45e+08,-3.16e+08,-1.52e+08,-2.4e+07,-1.4e+08,3.29e+08,-1.38e+08,-1e+08,-3.8e+07,1.91e+08,-1.9e+07,1.72e+08,-5.3e+07,1.19e+08,1.19e+08,1.19e+08,1.19e+08,1.815e+09,1.815e+09,1.15e+09,1.15e+09,2.453e+09,7.3e+08,3.57e+08,3.73e+08,6.148e+09,5.526e+09,7.563e+09,5.246e+09,1.024e+09,1.293e+09,1.3089e+10,1.9237e+10,2.136e+09,1.656e+09,3.79e+08,5.5e+07,5.4e+07,4.86e+08,4.12e+08,2.677e+09,6.802e+09,3.8e+09,2.921e+09,2.11e+09,8.11e+08,8.79e+08,1.0602e+10,1.3279e+10,5.5e+07,8.736e+09,4.42e+08,8.294e+09,-5.19e+08,-2.327e+09,5.945e+09,5.958e+09,1.9237e+10,1.19e+08,1.4e+08,8e+07,1.1e+07,-3e+06,7.2e+07,-3.96e+08,-2.25e+08,-1.8e+07,-2.5e+07,-1.28e+08,-5.7e+07,-1.31e+08,-1.31e+08,2.31e+08,1e+08,-4.4e+07,7e+06,6e+06,1e+06,1.52e+08,2.2e+07,2.2e+07,0,-1.5e+07,2.8e+07,2.8e+07,2e+06,3e+07,4.69e+08,6.857e+09,-5e+06,0.19932,0.10167,0.03677,0.01997,0.00619,-0.04202,2.2966,2.22877,0.35645,0.26862,0.23658,7.30474,13.29571,-0.01129,0.09932,4,0.00981,-3e-04,0.36975,10.75053,15.32523
"32","2018_Q1",25.9586885245902,"Up",3.271e+09,-2.623e+09,6.48e+08,-3.15e+08,-1.46e+08,-2.8e+07,-1.41e+08,3.33e+08,-2.2e+07,-9.8e+07,7.6e+07,3.11e+08,-7.66e+08,-4.55e+08,-2.72e+08,-7.27e+08,-7.27e+08,-7.27e+08,-7.27e+08,2.15e+09,2.15e+09,1.035e+09,1.035e+09,2.48e+09,7.13e+08,3.74e+08,3.39e+08,6.378e+09,5.594e+09,6.746e+09,4.535e+09,7.43e+08,4.81e+08,1.234e+10,1.8718e+10,2.362e+09,1.839e+09,3.99e+08,3.8e+07,3.8e+07,4.24e+08,3.49e+08,2.824e+09,6.806e+09,4.164e+09,3.405e+09,2.564e+09,8.41e+08,7.59e+08,1.097e+10,1.3794e+10,5.5e+07,8.747e+09,4.81e+08,8.266e+09,-1.248e+09,-2.644e+09,4.91e+09,4.924e+09,1.8718e+10,-7.27e+08,1.41e+08,1.239e+09,8e+06,4.1e+08,8.21e+08,-3.19e+08,-1.23e+08,-2.4e+07,1.56e+08,-3.28e+08,3.34e+08,-2.36e+08,-2.36e+08,2.77e+08,4.1e+07,-3e+07,-15000000.0000001,-1.7e+07,2e+06,1.52e+08,2e+06,2e+06,-2e+06,-45000000.0000001,3.3e+08,3.3e+08,3e+06,3.33e+08,4.74e+08,6.844e+09,1.91e+08,0.1981,0.1018,-0.22226,-0.14764,-0.03884,-0.26272,2.2585,2.80138,0.36564,-1.51143,-2.41528,6.80042,10.09356,0.39709,0.06237,7,-0.04375,0.01199,-0.0412700000000001,9.90295,14.0961
"33","2018_Q2",18.989375,"Down",3.445e+09,-2.768e+09,6.77e+08,-3.37e+08,-1.72e+08,-2.3e+07,-1.42e+08,3.4e+08,-1.34e+08,-1.14e+08,-2e+07,2.06e+08,-7e+06,1.99e+08,-5.6e+07,1.43e+08,1.43e+08,1.43e+08,1.43e+08,1.205e+09,1.205e+09,1.179e+09,1.179e+09,2.648e+09,8.63e+08,3.79e+08,4.84e+08,5.895e+09,5.628e+09,6.696e+09,4.573e+09,6.75e+08,4.58e+08,1.2324e+10,1.8219e+10,2.304e+09,1.874e+09,3.33e+08,4.5e+07,4.5e+07,4.53e+08,3.7e+08,2.802e+09,6.309e+09,3.826e+09,3.082e+09,2.249e+09,8.33e+08,7.44e+08,1.0135e+10,1.2937e+10,5.5e+07,8.763e+09,4.83e+08,8.28e+09,-1.164e+09,-2.386e+09,5.268e+09,5.282e+09,1.8219e+10,1.43e+08,1.42e+08,1.33e+08,1.5e+07,1.8e+07,1e+08,-8.54e+08,-4.03e+08,-1.41e+08,1.4e+07,-3.24e+08,-4.36e+08,-1.17e+08,-1.17e+08,1.46e+08,2.9e+07,-3e+07,-4.96e+08,5e+06,-5.01e+08,1.5e+08,1.2e+07,1.2e+07,-2.8e+07,-5.42e+08,-9.49e+08,-9.49e+08,4e+06,-9.45e+08,4.82e+08,6.354e+09,-4.33e+08,0.19652,0.09869,0.04151,0.02707,0.00785,-3.02797,2.10385,2.44926,0.34876,0.29668,0.28429,7.1473,10.81535,-0.89834,0.06224,3,0.01119,-0.028,0.20979,10.68257,15.14412
"34","2018_Q3",20.4407936507937,"Up",3.573e+09,-2.903e+09,6.7e+08,-3.31e+08,-1.58e+08,-2.9e+07,-1.44e+08,3.39e+08,-1.3e+08,-8.9e+07,-4.1e+07,2.09e+08,-14999999.9999999,1.94e+08,-7.4e+07,1.2e+08,1.2e+08,1.2e+08,1.2e+08,1.455e+09,1.455e+09,1.159e+09,1.159e+09,2.659e+09,8.02e+08,3.24e+08,4.78e+08,6.075e+09,5.582e+09,6.562e+09,4.518e+09,6.26e+08,4.55e+08,1.2144e+10,1.8219e+10,2.501e+09,2.024e+09,3.64e+08,4.5e+07,4.5e+07,4.31e+08,3.62e+08,2.977e+09,6.312e+09,3.712e+09,2.999e+09,2.184e+09,8.15e+08,7.13e+08,1.0024e+10,1.3001e+10,5.5e+07,8.778e+09,4.83e+08,8.295e+09,-1.073e+09,-2.556e+09,5.204e+09,5.218e+09,1.8219e+10,1.2e+08,1.44e+08,9.1e+07,1.4e+07,29000000.0000001,4.8e+07,-1.79e+08,-3.06e+08,-7.9e+07,2.04e+08,2e+06,1.76e+08,-1.71e+08,-1.71e+08,2.88e+08,1.17e+08,-3e+07,-5.96046447753906e-08,0,5.96046447753906e-08,1.5e+08,1e+06,1e+06,-6e+06,-34999999.9999999,2.58e+08,2.58e+08,-6e+06,2.52e+08,4.83e+08,6.357e+09,2.07e+08,0.18752,0.09488,0.03359,0.023,0.00659,1.725,2.04064,2.49157,0.34892,0.24845,0.239040000000001,7.39752,10.66046,0.42857,0.06211,5,0.00980999999999999,0.01354,0.25,10.14907,14.46018
"35","2018_Q4",20.1201587301587,"Down",3.524e+09,-2.881e+09,6.43e+08,-3e+08,-1.34e+08,-2.5e+07,-1.41e+08,3.43e+08,-9.6e+07,-8.8e+07,-8e+06,2.47e+08,2e+06,2.49e+08,-8.8e+07,1.61e+08,1.61e+08,1.61e+08,1.61e+08,1.535e+09,1.535e+09,1.147e+09,1.147e+09,2.622e+09,8.28e+08,3.17e+08,5.11e+08,6.132e+09,5.645e+09,6.55e+09,4.517e+09,6.05e+08,4.74e+08,1.2195e+10,1.8327e+10,2.517e+09,2.061e+09,3.59e+08,4.2e+07,4.2e+07,4.55e+08,3.71e+08,3.014e+09,6.315e+09,3.623e+09,2.893e+09,2.12e+09,7.73e+08,7.3e+08,9.938e+09,1.2952e+10,5.5e+07,8.793e+09,4.83e+08,8.31e+09,-9.43e+08,-2.544e+09,5.361e+09,5.375e+09,1.8327e+10,1.61e+08,1.41e+08,1.02e+08,1.4e+07,4.8e+07,4e+07,-3.53e+08,-3.11e+08,3.6e+07,3.9e+07,-1.17e+08,5.1e+07,-2.09e+08,-2.09e+08,2.74e+08,6.5e+07,-2.9e+07,-3e+06,-2e+06,-1e+06,1.5e+08,2e+06,2e+06,-2e+06,-3.2e+07,8.4e+07,8.4e+07,-2e+06,8.2e+07,4.84e+08,6.357e+09,1e+07,0.18246,0.09733,0.04569,0.02995,0.00878,0.06211,2.03451,2.40967,0.34687,0.33333,0.32072,7.29607,10.98551,0.0207,0.06004,6,0.01237,0.00065,0.18012,9.96281,14.05831
"36","2019_Q1",18.5114754098361,"Down",-3.764e+09,3.438e+09,-3.26e+08,2.42e+08,9.3e+07,3.6e+07,1.13e+08,-83999999.9999999,1.3e+07,-8.6e+07,9.9e+07,-7.1e+07,-1.43e+08,-2.14e+08,9.9e+07,-1.15e+08,2.18e+08,2.27e+08,2.27e+08,2.277e+09,2.277e+09,1.047e+09,1.047e+09,2.492e+09,7.65e+08,3.14e+08,4.51e+08,6.581e+09,5.704e+09,6.408e+09,4.5e+09,5.73e+08,4.16e+08,1.2112e+10,1.8693e+10,2.612e+09,2.129e+09,3.7e+08,4.34e+08,4.34e+08,4.74e+08,3.56e+08,3.52e+09,5.896e+09,3.692e+09,2.953e+09,2.23e+09,7.23e+08,7.39e+08,9.588e+09,1.3108e+10,5.5e+07,8.802e+09,4.83e+08,8.319e+09,-3.58e+08,-2.926e+09,5.573e+09,5.585e+09,1.8693e+10,2.18e+08,1.49e+08,-2.1e+07,7e+06,-6.4e+07,3.6e+07,79999999.9999998,-1.22e+08,1.1e+08,8.2e+07,1e+07,4.26e+08,-2.71e+08,-2.71e+08,6.25e+08,3.54e+08,-3e+07,-1.1e+07,-1e+07,-1e+06,1.5e+08,999999.99999997,1e+06,-9.31322574615479e-10,-4e+07,7.4e+08,7.4e+08,0,7.4e+08,6.5e+07,6.33e+09,-2.25e+08,0.08661,0.02232,-0.06031,0.04064,0.01214,-0.99119,1.8696,2.347,0.33863,0.46901,0.4495,-7.77686,11.40083,-0.46488,0.06198,5,0.01647,-0.01442,0.13216,62.35385,-48.25
"37","2019_Q2",21.8385714285714,"Up",3.541e+09,-2.818e+09,7.23e+08,-3.37e+08,-1.78e+08,-2.2e+07,-1.37e+08,3.86e+08,-1.17e+08,-8.5e+07,-3.2e+07,2.69e+08,-1.2e+07,2.57e+08,-7e+07,1.87e+08,1.87e+08,1.87e+08,1.87e+08,1.319e+09,1.319e+09,1.17e+09,1.17e+09,2.612e+09,9.52e+08,3.06e+08,6.46e+08,6.053e+09,5.727e+09,6.581e+09,4.509e+09,4.8e+08,6.8e+08,1.2308e+10,1.8361e+10,2.629e+09,2.193e+09,3.39e+08,4.35e+08,4.35e+08,5.95e+08,4.81e+08,3.659e+09,5.899e+09,3.625e+09,2.808e+09,2.172e+09,6.36e+08,8.17e+08,9.524e+09,1.3183e+10,5.5e+07,8.097e+09,4.53e+08,7.644e+09,-1.34e+08,-2.852e+09,5.166e+09,5.178e+09,1.8361e+10,1.87e+08,1.37e+08,7.2e+07,1e+07,8e+06,5.4e+07,-6.54e+08,-4.89e+08,-1.18e+08,6.5e+07,-1.12e+08,-2.58e+08,-1.68e+08,-1.68e+08,2.11e+08,4.3e+07,-2.9e+07,0,1e+06,-1e+06,1.5e+08,-6.99e+08,1e+06,-1.3e+07,-7.41e+08,-9.56e+08,-9.56e+08,1e+06,-9.55e+08,5.23e+08,6.334e+09,-2.29e+08,0.20418,0.10901,0.05281,0.03611,0.01018,-1.2246,1.65428,2.54596,0.34497,0.39703,0.38241,7.51805,10.85138,-0.4862,0.06157,6,0.01427,-0.01513,0.15508,9.58891,12.99223
"38","2019_Q3",25.51578125,"Up",3.691e+09,-2.939e+09,7.52e+08,-3.34e+08,-1.78e+08,-1.7e+07,-1.39e+08,4.18e+08,-1.14e+08,-8.5e+07,-2.9e+07,3.04e+08,-4.99e+08,-1.95e+08,7.4e+07,-1.21e+08,-1.21e+08,-1.21e+08,-1.21e+08,1.357e+09,1.357e+09,1.155e+09,1.155e+09,2.606e+09,9e+08,2.6e+08,6.4e+08,6.018e+09,5.517e+09,6.378e+09,4.5e+09,5.68e+08,6.24e+08,1.1895e+10,1.7913e+10,2.592e+09,2.095e+09,3.84e+08,4.34e+08,4.34e+08,5.95e+08,4.79e+08,3.621e+09,5.901e+09,3.525e+09,2.72e+09,2.079e+09,6.41e+08,8.05e+08,9.426e+09,1.3047e+10,5.5e+07,7.924e+09,4.4e+08,7.484e+09,-2.56e+08,-2.869e+09,4.854e+09,4.866e+09,1.7913e+10,-1.21e+08,1.39e+08,4.64e+08,1.7e+07,-8.6e+07,5.33e+08,-3.76e+08,-2.54e+08,999999.99999997,-9.4e+07,-2.9e+07,1.06e+08,-1.36e+08,-1.36e+08,2.65e+08,1.29e+08,-1e+07,7.45058059692383e-09,-1e+06,1e+06,7.6e+07,-1.9e+08,1e+07,-1e+06,-2.01e+08,3.4e+07,3.4e+07,0,3.4e+07,5.57e+08,6.335e+09,-28999999.9999999,0.20374,0.11325,-0.03278,-0.02487,-0.00675,0.23967,1.66197,2.68126,0.35365,-0.27191,-0.27816,8.29438,10.78427,-0.0651700000000001,0.02247,6,-0.00754,-0.00197,-0.08264,8.93716000000001,11.90909
"39","2019_Q4",28.95671875,"Up",-1.868e+09,1.812e+09,-5.6e+07,1.18e+08,4.9e+07,1.7e+07,5.2e+07,6.2e+07,-5.1e+07,-8.6e+07,3.5e+07,1.1e+07,-6.1e+07,-5e+07,-8e+06,-5.8e+07,9.5e+07,9.5e+07,9.5e+07,1.321e+09,1.321e+09,1.116e+09,1.116e+09,2.555e+09,9.16e+08,2.59e+08,6.57e+08,5.908e+09,5.377e+09,6.199e+09,4.46e+09,4.66e+08,6.05e+08,1.1576e+10,1.7484e+10,2.477e+09,1.988e+09,3.92e+08,1.434e+09,1.434e+09,5.49e+08,4.34e+08,4.46e+09,4.905e+09,3.409e+09,2.63e+09,2.001e+09,6.29e+08,7.79e+08,8.314e+09,1.2774e+10,5.5e+07,7.748e+09,4.34e+08,7.314e+09,-1.79e+08,-2.928e+09,4.696e+09,4.71e+09,1.7484e+10,9.5e+07,1.31e+08,2.1e+08,1.7e+07,4.2e+07,1.51e+08,-2.67e+08,-2.14e+08,2.5e+07,2.7e+07,-1.05e+08,1.69e+08,-2.28e+08,-2.28e+08,2.28e+08,0,-9e+06,-3e+06,0,-3e+06,7.4e+07,-1.92e+08,8e+06,2e+06,-2.02e+08,-3.3e+07,-3.3e+07,-3e+06,-3.6e+07,1.93e+08,6.339e+09,-2.94e+08,0.02998,-0.03319,-0.05086,0.02017,0.00543,-3.09474,1.32466,2.7121,0.36256,0.21739,0.21542,-4.2746,10.62014,-0.67277,0.02059,5,0.00719,-0.02033,0.09474,26,80.93548
"40","2020_Q1",26.9777419354839,"Down",1.734e+09,-1.269e+09,4.65e+08,-1.7e+08,-9.3e+07,-6e+06,-7.1e+07,2.95e+08,-8.7e+07,-8.2e+07,-5e+06,2.08e+08,-1e+07,1.98e+08,-8e+07,1.18e+08,3.09e+08,3.16e+08,3.16e+08,1.577e+09,1.577e+09,5.83e+08,5.83e+08,1.607e+09,2.076e+09,2.85e+08,3.49e+08,5.843e+09,2.629e+09,9.09e+09,4.067e+09,2.09e+08,3.16e+08,1.1719e+10,1.7562e+10,1.438e+09,9.76e+08,3.5e+08,1.034e+09,1.034e+09,1.653e+09,2.29e+08,4.125e+09,4.906e+09,3.926e+09,1.23e+09,1.03e+09,2e+08,4.38e+08,8.832e+09,1.2957e+10,5.5e+07,7.752e+09,4.33e+08,7.319e+09,1.13e+08,-3.329e+09,4.591e+09,4.605e+09,1.7562e+10,3.09e+08,1.29e+08,-2.18e+08,1.6e+07,1.7e+07,-2.51e+08,2.24e+08,-19999999.9999999,8.9e+07,1e+06,1.54e+08,4.44e+08,-5999999.99999997,-1.09e+08,2.89e+08,3.56e+08,-9e+06,-4.01e+08,2e+06,-4.03e+08,1e+08,-1.3e+07,3.7e+07,-1e+06,-4.24e+08,3.76e+08,3.76e+08,2e+06,3.78e+08,4.24e+08,5.94e+09,7.22e+08,0.26817,0.17013,0.18224,0.06862,0.01799,2.28481,1.41648,2.81368,0.33823,0.73318,0.64887,4.0232,10.52436,1.67517,0.02088,8,0.02246,0.04989,0.02848,10.29009,14.78983
"41","2020_Q2",13.0760317460317,"Down",1.634e+09,-1.183e+09,4.51e+08,-1.54e+08,-7.9e+07,-4e+06,-7.1e+07,2.97e+08,-6e+07,-8.4e+07,2.4e+07,2.37e+08,-3.9e+07,1.98e+08,-4.5e+07,1.53e+08,2.15e+08,2.14e+08,2.14e+08,2.591e+09,2.591e+09,1.29e+09,1.29e+09,2.512e+09,5.55e+08,3.11e+08,2.44e+08,6.948e+09,5.358e+09,6.159e+09,4.457e+09,5.53e+08,5.02e+08,1.1517e+10,1.8465e+10,2.224e+09,1.799e+09,3.23e+08,1.342e+09,1.342e+09,5.41e+08,4.53e+08,4.107e+09,5.777e+09,3.784e+09,3.089e+09,2.389e+09,7e+08,6.95e+08,9.561e+09,1.3668e+10,5.5e+07,7.762e+09,4.36e+08,7.326e+09,3.35e+08,-3.369e+09,4.783e+09,4.797e+09,1.8465e+10,2.15e+08,1.29e+08,1.06e+08,1.3e+07,1.9e+07,7.4e+07,-6.58e+08,-2.1e+08,-1.36e+08,-1.32e+08,-1.8e+08,-2.08e+08,-1.52e+08,-1.52e+08,4.9e+07,1.1e+07,-9e+06,1.202e+09,2e+06,1.2e+09,1.2e+09,3e+07,3e+07,-7.8e+07,1.145e+09,9.48e+08,9.48e+08,-8e+06,9.4e+08,4.26e+08,7.119e+09,-3.39e+08,0.27601,0.18176,0.13097,0.04461,0.01159,-1.58411,1.69175,2.84928,0.38554,0.49195,0.48636,3.75632,10.86897,-0.77931,0.02069,6,0.0142,-0.02159,0.04206,10.62911,15.24579
"42","2020_Q3",16.61734375,"Up",1.253e+09,-9.23e+08,3.3e+08,-1.51e+08,-7.4e+07,-4e+06,-7.3e+07,1.79e+08,-1.6e+08,-1.44e+08,-1.6e+07,1.9e+07,-1.05e+08,-8.6e+07,2e+06,-8.4e+07,-9.6e+07,-9.5e+07,-9.5e+07,1.281e+09,1.281e+09,3.64e+08,3.64e+08,1.673e+09,3.84e+08,2.21e+08,1.63e+08,3.702e+09,2.558e+09,5.103e+09,4.051e+09,1.94e+08,2.69e+08,7.661e+09,1.1363e+10,9.24e+08,6.32e+08,2.01e+08,3.91e+08,3.91e+08,3.43e+08,2.77e+08,1.658e+09,4.695e+09,1.561e+09,1.196e+09,1.006e+09,1.9e+08,3.65e+08,6.256e+09,7.914e+09,5.5e+07,5.139e+09,4.36e+08,4.703e+09,2.23e+08,-1.968e+09,3.449e+09,3.449e+09,1.1363e+10,-9.6e+07,7.4e+07,1.54e+08,1e+07,6e+06,1.38e+08,-1.01e+08,1.4e+08,-2.98023223876953e-08,-1.88e+08,-5.3e+07,31000000.0000001,-3.2e+07,-3.2e+07,1.79e+08,3.3e+07,-1e+06,-8.45e+08,-4e+06,-8.41e+08,-3.241e+09,0,3.72529029846191e-09,-5.76e+08,-1.422e+09,-1.358e+09,-1.358e+09,0,-1.358e+09,2.53e+08,5.086e+09,1.18e+08,0.26337,0.14286,-0.07582,-0.02754,-0.00836,-1.24211,2.23281,2.29458,0.44759,-0.21739,-0.21591,2.86728,7.76659,0.27002,0.00229,4,-0.00931,0.01169,-0.01053,15.03953,21.25698
