"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"26","2017_Q1",55.1512903225806,"Up",2.094e+09,-1673700000,420300000,-322500000,-224800000,-81800000,-15900000,97800000,-21900000,-17600000,-4300000,75900000,69500000,-18300000,1e+07,61200000,61200000,8e+05,6.2e+07,6.2e+07,429700000,429700000,890400000,1514800000,330800000,330800000,3165700000,1361300000,2641400000,607300000,1376400000,99700000,414900000,143100000,4002700000,7168400000,1883400000,722600000,1160800000,85400000,176100000,176100000,2144900000,1.61e+09,576300000,2.7e+08,112400000,193900000,2186300000,4331200000,104100000,4113600000,-1441600000,2776100000,61100000,2837200000,7168400000,61200000,72300000,799999.999999996,362600000,496900000,-67100000,-3e+06,-70100000,-220800000,-1700000,-275400000,151400000,151400000,-19500000,131900000,170100000,1695400000,483900000,0.20072,0.0467,0.02961,0.02185,0.00865,7.80484,1.47592,1.52658,0.23651,0.77597,0.76733,26.20776,34.74468,6.05632,0.01417,0.09472,7.44092,12.94172
"27","2017_Q2",57.3630158730159,"Up",1627600000,-1297300000,330300000,-309200000,-222700000,-73100000,-13400000,21100000,-23800000,-10700000,-13100000,-2700000,-8100000,-11100000,1.1e+07,-8200000,-8200000,-1900000,-10100000,-10100000,289900000,289900000,9.23e+08,1775400000,371200000,371200000,3359500000,1369600000,2665500000,596800000,1.388e+09,101700000,429700000,149300000,4035100000,7394600000,1873600000,783600000,1.09e+09,108800000,182800000,182800000,2165200000,1780500000,572900000,266300000,113100000,193500000,2353400000,4518600000,114800000,4090700000,-1394300000,2811200000,64800000,2.876e+09,7394600000,-8200000,67700000,4200000,-315100000,-251400000,-56300000,-8e+05,-57100000,176800000,-3e+06,162700000,-145800000,-145800000,6e+06,-139800000,88800000,1889300000,-271500000,0.20294,0.01296,-0.00621,-0.00351,-0.00137,26.88119,1.55159,1.57114,0.2555,-0.12704,-0.12704,20.47296,35.36101,-3.41509,0.00019,-0.05086,18.01126,75.80095
"28","2017_Q3",63.0990476190476,"Up",2165200000,-1689800000,475400000,-325200000,-234600000,-76800000,-13800000,150200000,-28900000,-11300000,-17600000,121300000,119400000,-36900000,9100000,91600000,91600000,-1e+05,91500000,91500000,317800000,317800000,1019500000,1885400000,367700000,367700000,3590400000,1391200000,2710900000,5.96e+08,1.423e+09,97100000,441200000,153600000,4102100000,7692500000,2084900000,8.69e+08,1215900000,90400000,183900000,183900000,2359200000,1772100000,589800000,267300000,119600000,202900000,2361900000,4721100000,124700000,4171100000,-1388300000,2907500000,63900000,2971400000,7692500000,91600000,68400000,15200000,9800000,1.85e+08,-34400000,1.49011611938477e-08,-34400000,-1.22e+08,-8e+05,-133900000,16699999.9999999,16699999.9999999,11200000,27899999.9999999,218600000,1862500000,230900000,0.21956,0.06937,0.04226,0.03079,0.01189,2.5235,1.52187,1.58885,0.24212,1.15094,1.14232,27.23522,36.57233,2.9044,0.01892,0.04257,7.06633,10.28429
"29","2017_Q4",64.3450793650794,"Up",1986300000,-1557700000,428600000,-327600000,-233200000,-80100000,-14300000,1.01e+08,-30100000,-11600000,-18500000,70900000,6.7e+07,-16900000,10700000,60800000,60800000,-1e+05,60700000,60700000,312700000,312700000,1047400000,2065200000,413900000,413900000,3839200000,1439600000,2895600000,653400000,1514700000,98700000,465500000,163300000,4335200000,8174400000,2180800000,869400000,1311400000,107900000,259100000,259100000,2547800000,1950300000,583300000,264200000,122500000,196600000,2533600000,5081400000,130600000,4220600000,-1.323e+09,3028200000,64800000,3.093e+09,8174400000,60800000,70600000,-5e+05,-93700000,37200000,-45400000,-188400000,-233800000,195600000,-2400000,1.82e+08,-14600000,-14600000,9500000,-5100000,171600000,2058200000,49400000,0.21578,0.05085,0.03056,0.01962,0.00743,0.81384,1.50687,1.64287,0.25179,0.76352,0.75686,24.98491,38.09057,0.62138,0.01254,0.00861,10.17191,17.28218
"30","2018_Q1",62.3952459016393,"Down",2527400000,-1996400000,5.31e+08,-388800000,-280200000,-93100000,-15500000,142200000,-36700000,-11500000,-25200000,105500000,105500000,-68700000,8300000,45100000,45100000,-8e+05,44300000,44300000,367700000,367700000,1019400000,1872900000,367700000,367700000,3627700000,1485300000,2858700000,6.49e+08,1541400000,112200000,4.09e+08,147100000,4.344e+09,7971700000,2325400000,917500000,1407900000,115600000,209600000,209600000,2650600000,1618100000,607700000,247300000,130500000,229900000,2225800000,4876400000,137400000,4253800000,-1361600000,3029600000,65700000,3095300000,7971700000,45100000,73100000,49400000,439200000,606800000,-63700000,-104700000,-168400000,-376200000,-2e+05,-387500000,50900000,50900000,4100000,5.5e+07,215300000,1733700000,659500000,0.2101,0.05626,0.01753,0.01431,0.00556,14.88713,1.36863,1.57542,0.21748,0.55723,0.54691,31.79119,38.10818,8.2956,0.01019,0.12131,6.34464,9.60619000000001
"31","2018_Q2",57.80703125,"Down",2007500000,-1579500000,4.28e+08,-371200000,-264600000,-90900000,-15700000,56800000,-21800000,-10300000,-11500000,3.5e+07,28700000,-11400000,7700000,2.5e+07,2.5e+07,-7e+05,24300000,24300000,348200000,348200000,1023600000,2283300000,406200000,406200000,4061300000,1486900000,2900700000,639900000,1563800000,117900000,4.22e+08,157100000,4387600000,8448900000,2315900000,990400000,1325500000,129700000,269900000,269900000,2715500000,1.989e+09,6.25e+08,243900000,133200000,247900000,2.614e+09,5329500000,136100000,4266600000,-1349800000,3052900000,66500000,3119400000,8448900000,2.5e+07,74900000,-2e+06,-459200000,-361300000,-44600000,0,-44200000,401500000,-3200000,379300000,-26200000,-26200000,6700000,-19500000,131700000,2118700000,-360700000,0.2132,0.02829,0.0121,0.00779,0.00288,-14.84362,1.4956,1.7085,0.25077,0.30528,0.30186,25.21985,38.35302,-4.53141,0.00617,-0.06152,13.44343,31.17077
"32","2018_Q3",54.9153968253968,"Down",2537600000,-1981300000,556300000,-3.83e+08,-271800000,-9.3e+07,-18200000,173300000,-48400000,-21200000,-27200000,124900000,119700000,-38500000,9200000,90400000,90400000,1e+06,91400000,91400000,280600000,280600000,1047100000,2131900000,384300000,384300000,3843900000,1392900000,2787300000,608100000,1503700000,110800000,411200000,153500000,4180200000,8024100000,2283800000,898300000,1385500000,215600000,201100000,201100000,2700500000,1.728e+09,597500000,230600000,122600000,244300000,2325500000,5.026e+09,122200000,4346100000,-1533500000,2934800000,63300000,2998100000,8024100000,90400000,74100000,-1900000,-5600000,1.57e+08,-42900000,-5800000.00000001,-48700000,-119400000,-3e+05,-158800000,-50500000,-50500000,-17100000,-67600000,247400000,1943600000,237400000,0.21922,0.06829,0.03602,0.03049,0.01139,2.59737,1.4234,1.6764,0.24222,1.15259,1.13965,32,37.00883,2.99369,0.01865,0.04286,6.72191,9.59608
"33","2018_Q4",51.3966666666667,"Down",2214700000,-1.741e+09,473700000,-359100000,-260500000,-83300000,-15300000,114600000,-26100000,-7e+06,-19100000,88500000,85200000,-23900000,9400000,70700000,70700000,4e+05,71100000,71100000,292700000,292700000,992700000,2101800000,401800000,401800000,3.789e+09,1367800000,2760300000,590800000,1494400000,108700000,419200000,147200000,4128100000,7917100000,2280800000,855300000,1425500000,186800000,191500000,191500000,2659100000,1699300000,589800000,223700000,1.21e+08,245100000,2289100000,4948200000,82600000,4405400000,-1581900000,2906100000,62800000,2968900000,7917100000,70700000,70300000,10900000,48400000,200300000,-48400000,0,-48400000,-65700000,-1e+06,-128500000,23400000,23400000,-11300000,12100000,184900000,1886100000,208800000,0.21389,0.05175,0.0321,0.02395,0.00898,2.93671,1.42492,1.66668,0.23823,0.90343,0.8921,28.14104,36.9263,2.65311,0.01523,0.03835,8.61763,13.90401
"34","2019_Q1",59.0683606557377,"Up",2592200000,-2053500000,538700000,-3.76e+08,-272500000,-8.8e+07,-15500000,162700000,-32400000,-15300000,-17100000,130300000,126700000,-37100000,8e+06,97600000,97600000,1100000,98700000,98700000,326100000,326100000,880300000,1908700000,422300000,422300000,3537400000,1373100000,2715900000,573100000,1495500000,104900000,4e+08,142400000,4.089e+09,7626400000,2388300000,865900000,1522400000,210600000,167800000,167800000,2766700000,1275300000,590900000,223200000,116300000,251400000,1866200000,4632900000,1.1e+07,4477300000,-1555400000,2932900000,60600000,2993500000,7626400000,97600000,70600000,48500000,383200000,599900000,-64200000,5800000,-64200000,-392500000,-1300000,-505300000,30400000,30400000,3e+06,33400000,233300000,1485900000,589400000,0.20782,0.06277,0.03808,0.03297,0.01294,5.97163,1.27856,1.54765,0.19484,1.27191,1.25893,33.40464,37.7951,7.59536,0.02173,0.11625,4.97128,7.12846
"35","2019_Q2",65.2266666666667,"Up",1995800000,-1539100000,456700000,-3.62e+08,-262200000,-84500000,-15300000,94700000,-18100000,-3500000,-14600000,76600000,74300000,-19400000,10800000,65700000,65700000,-6e+05,65100000,65100000,292800000,292800000,928500000,2307600000,432400000,432400000,3961300000,1363300000,2879700000,555300000,1485600000,119700000,393200000,325900000,4.243e+09,8204300000,2405300000,964300000,1.441e+09,474600000,174800000,174800000,3054700000,1404300000,726300000,216800000,106800000,402700000,2130600000,5185300000,10500000,4.491e+09,-1545800000,2955700000,63300000,3.019e+09,8204300000,65700000,68300000,-5400000,-458500000,-329900000,-60900000,3414007.92033924,-60900000,423100000,-22900000,358700000,-32100000,-32100000,-1200000,-33300000,1.63e+08,1878900000,-3.37e+08,0.22883,0.04745,0.03262,0.02156,0.00793,-5.17665,1.29679,1.71756,0.22901,0.84987,0.84,26.05483,38.58616,-4.39948,0.01362,-0.05992,9.73067,16.74868
"36","2019_Q3",67.34421875,"Up",2422600000,-1858700000,563900000,-363600000,-260700000,-87500000,-15400000,200300000,-17600000,-6e+06,-11600000,182700000,1.82e+08,-53200000,11600000,140400000,140400000,4e+05,140800000,140800000,279900000,279900000,1010700000,2424800000,446200000,446200000,4161600000,1377800000,2875700000,541600000,1.494e+09,97500000,404700000,337900000,4253500000,8415100000,2488600000,931400000,1557200000,308900000,431400000,431400000,3228900000,1308100000,749400000,2.12e+08,107800000,429600000,2057500000,5286400000,7900000,4591100000,-1534300000,3064700000,6.4e+07,3128700000,8415100000,140400000,69500000,29600000,-122500000,1.17e+08,-53900000,-9.31322574615479e-10,-53900000,-20600000.0000001,-3300000,-76100000,-1.3e+07,-1.3e+07,99999.9999999981,-12900000,269800000,1.617e+09,146600000,0.23277,0.08268,0.05812,0.045,0.01673,1.04119,1.28886,1.68965,0.19215,1.83812,1.8262,31.62663,40.00914,1.91384,0.02784,0.02668,4.95589,6.67549
"37","2019_Q4",70.525625,"Up",2109400000,-1659200000,450200000,-342200000,-2.45e+08,-82300000,-14900000,1.08e+08,-27200000,-6400000,-20800000,80800000,78700000,-83200000,10800000,6300000,6300000,1300000,7600000,7600000,2.82e+08,2.82e+08,918100000,2311300000,445200000,445200000,3956600000,1349800000,2772800000,518700000,1.456e+09,71300000,399200000,327600000,4122600000,8079200000,2348100000,817300000,1530800000,293300000,386300000,386300000,3027700000,1269200000,743500000,202900000,113600000,4.27e+08,2012700000,5040400000,4700000,4.567e+09,-1595100000,2976600000,62200000,3038800000,8079200000,6300000,6.7e+07,27400000,32000001,132700001,-72400000,0,-72400000,-4700000,-6e+05,-47500000,12800001,12800001,-10700000,2100001,1.75e+08,1562500000,217800001,0.21343,0.0512,0.0036,0.0025,0.00094,28.65789,1.3068,1.65868,0.1934,0.1,0.09909,27.75526,39.16579,2.86579,0.0037,0.04075,7.31714,11.85648
"38","2020_Q1",58.5024193548387,"Down",2513600000,-2000100000,513500000,-3.77e+08,-272400000,-89100000,-15500000,136500000,-24099999,-4e+06,-20099999,112400001,-73899999,-2.5e+07,9300000,-89599999,-89599999,1300000,-88299999,-88299999,432800000,432800000,800500000,2078699999,417100000,417100000,3729099999,1416300000,2614300000,501700000,1298300000,93800000,380200000,340300000,4030600000,7759699999,2.569e+09,914800000,1654200000,153400000,162100000,162100000,2884500000,1191800000,776400000,232100000,1.07e+08,437300000,1968200000,4852700000,5500000,4443500000,-1595200000,2853800000,53200000,2.907e+09,7759700000,-89600000,67200000,188300000,610199999,776099999,-81300000,-2004200.72563201,-84400000,-506200001,-199999.999999999,-548500001,143199998,143199998,7600000,150799998,203700000,1345200000,757599999,0.20429,0.0543,-0.03513,-0.03037,-0.01138,-8.57983999999999,1.29281,1.66932,0.17336,-1.16799,-1.15124,33.24868,37.74868,10.02116,-0.01515,0.15066,4.47914,6.68425
"39","2020_Q2",48.1779365079365,"Down",1928300000,-1477800000,450500000,-347500000,-247600000,-84900000,-1.5e+07,1.03e+08,-15900000,-3400000,-12500000,87100000,84500000,-29400000,11200000,66300000,66300000,-1600000,64700000,64700000,386700000,386700000,8.25e+08,2187500000,410800000,410800000,3.81e+09,1350500000,2545200000,481800000,1260900000,66500000,372900000,363100000,3895700000,7705700000,2216600000,821900000,1394700000,168100000,177400000,177400000,2562100000,1669500000,783500000,2.26e+08,102900000,454600000,2.453e+09,5015100000,8e+05,4432700000,-1791400000,2642100000,48500000,2690600000,7705700000,66300000,66600000,-700001,-567500000,-435300001,-60200000,-2500000,-62700000,559800000,-1.6e+07,476700000,-21300001,-21300001,-24800000,-46100001,169600000,1837600000,-428700000,0.23363,0.05341,0.03355,0.02405,0.0084,-6.62597,1.48706,1.86393,0.23847,0.85923,0.85244,25.60823,35.08765,-5.69323,0.01446,-0.08071,8.55483,14.08641
"40","2020_Q3",63.18,"Up",2006800000,-1574100000,432700000,-310200000,-219500000,-75800000,-14900000,122500000,-16100000,-6100000,-1e+07,106400000,81200000,-31300000,10100000,6e+07,6e+07,9700000,69700000,69700000,404400000,404400000,903300000,2.169e+09,394200000,394200000,3870900000,1363600000,2543500000,4.7e+08,1246600000,68500000,387600000,370800000,3907100000,7.778e+09,2344500000,792100000,1552400000,104500000,158700000,158700000,2607700000,1652100000,800700000,224700000,103500000,472500000,2452800000,5060500000,10900000,4490400000,-1825200000,2676100000,41400000,2717500000,7.778e+09,6e+07,65600000,26700001,61400000,213700001,-56800000,-6e+05,-57400000,-132200000,-1500000,-145600000,10700001,10700001,7e+06,17700001,188100000,1756600000,2.24e+08,0.21562,0.06104,0.03473,0.02565,0.00896,3.21377,1.48441,1.86219,0.22584,0.93057,0.92563,26.79306,35.72897,2.99065,0.01547,0.04247,7.18873,11.03837
"41","2020_Q4",82.45,"Up",2497500000,-1918800000,578700000,-348100000,-251300000,-8.2e+07,-14800000,230600000,-18900000,-3600000,-15300000,211700000,205100000,-57200000,10200000,158100000,158100000,-8e+05,157300000,157300000,5.11e+08,5.11e+08,990100000,2057100000,386500000,386500000,3944700000,1413700000,2581900000,462200000,1273300000,69700000,411300000,365400000,3995600000,7940300000,2511800000,819900000,1691900000,133900000,211800000,211800000,2857500000,1429300000,803600000,224600000,106600000,472400000,2232900000,5090400000,2.5e+07,4635700000,-1.851e+09,2809700000,40200000,2849900000,7940300000,158100000,67400000,11500000,208700000,445700000,-65200000,-4400000,-69600000,-259700000,1e+05,-271600000,104500000,104500000,2100000,106600000,2.98e+08,1563200000,498700000,0.23171,0.09233,0.06298,0.05519,0.01981,3.17038,1.38047,1.78617,0.19687,2.10294,2.08898,33.38904,37.56283,6.66711,0.03245,0.0956,3.53087,4.56288
"42","2021_Q1",115.877049180328,"Up",2717100000,-2121500000,595600000,-397800000,-283100000,-99900000,-14800000,197800000,13200000,-1900000,15100000,2.11e+08,191200000,-69800000,1.4e+07,135400000,135400000,-1.86264514923096e-09,135400000,135400000,1119100000,1119100000,8.56e+08,1974400000,418900000,418900000,4368400000,1508500000,2627300000,455600000,1306500000,77600000,442700000,344900000,4135800000,8504200000,2771800000,855100000,1916700000,359700000,231300000,231300000,3362800000,1256700000,866700000,253400000,112400000,500900000,2123400000,5486200000,31700000,4759100000,-1810800000,2.98e+09,3.8e+07,3.018e+09,8504200000,135400000,72400000,-27600000,492200000,672400000,-85800000,4700000,-5.2e+07,-17899999,-6900000,-36799999,583600001,583600001,24500000,608100001,270200000,1616400000,746400000,0.2192,0.0728,0.04983,0.04486,0.01592,5.51256,1.29904,1.81783,0.19007,1.80533,1.78393,36.228,39.73333,9.952,0.02679,0.13568,1.84049,2.51416
"43","2021_Q2",132.977301587302,"Up",2378700000,-1808200000,570500000,-374400000,-260600000,-96300000,-17500000,196100000,-14900000,-3400000,-11500000,181200000,180300000,-43600000,14700000,151400000,151400000,-6e+05,150800000,150800000,453700000,453700000,1048200000,2360300000,436100000,436100000,4298300000,1448300000,2565700000,431500000,1276800000,70800000,444100000,342500000,4.014e+09,8312300000,2782600000,1097500000,1685100000,363700000,268300000,268300000,3414600000,936600000,836400000,216200000,109100000,511100000,1.773e+09,5187600000,6500000,4897900000,-1817900000,3086500000,38200000,3124700000,8312300000,151400000,72300000,-1900001,-537100000,-315300001,-63400000,-9e+05,-66800000,-221500000,-26500000,-2.6e+08,-642100001,-642100001,-23300000,-665400001,268400000,1300300000,-288500000,0.23984,0.08244,0.0634,0.04826,0.01814,-1.91313,1.2588,1.66019,0.15643,2.00266,1.98682,31.58964,40.98938,-3.83134,0.03094,-0.05483,3.15425,4.31719
"44","2021_Q3",125.06765625,"Down",2879300000,-2186900000,692400000,-397700000,-276300000,-107200000,-14200000,294700000,-16800000,-2200000,-14600000,277900000,273500000,-7700000,18599999,284399999,284399999,-1600000,282799999,282799999,500200000,500200000,1.099e+09,2.667e+09,4.62e+08,4.62e+08,4728200000,1474600000,2660500000,417500000,1294300000,118800000,475400000,354500000,4135100000,8863300000,3023800000,1141200000,1882600000,371500000,2.24e+08,2.24e+08,3619300000,1206400000,872800000,219800000,1.15e+08,5.38e+08,2079200000,5698500000,12500000,4864100000,-1738300000,3138300000,26500000,3164800000,8863300000,284400000,69300000,-71799999,-91500000,190400001,-54800000,5300000,-49400000,225500000,-10600000,-101700000,39300001,39300001,7200000.00000001,46500000.9999998,3.64e+08,1577900000,225400000,0.24048,0.10235,0.09822,0.08936,0.03191,0.797029999999999,1.30639,1.80059,0.17803,3.75564,3.72596,38.23772,41.67729,2.99336,0.10674,0.04014,2.96071,3.65694
"45","2021_Q4",116.295,"Down",2725100000,-2098400000,626700000,-3.73e+08,-266100000,-92800000,-14100000,253700000,-15300000,-1200000,-14100000,238400000,236600000,-70100000,15900001,182400001,182400001,-1100000,181300001,181300001,5.37e+08,5.37e+08,1056599999,2738300000,4.76e+08,4.76e+08,4807899999,1460900000,2673100000,406300000,1289300000,129100000,480400000,3.68e+08,4.134e+09,8941899999,3036600000,1092400000,1944200000,302600000,2.1e+08,2.1e+08,3549200000,1319100000,877200000,216700000,112900000,547600000,2196300000,5745500000,4300000,4.969e+09,-1804500000,3168800000,27600000,3196400000,8941900000,182400000,68400000,-8900000,-75500000,166400000,-76600000,-22400000,-9.9e+07,74600000,-5e+05,-15900000,51500000,51500000,-14700000,36800000,322100000,1621700000,240100000,0.22997,0.0931,0.06653,0.05672,0.02028,1.32432,1.35464,1.79749,0.18136,2.4109,2.39815,36.23803,42.1383,3.19282,0.03447,0.04216,3.36759,4.27552
"46","2022_Q1",121.108709677419,"Up",3155200000,-2472500000,682700000,-4.1e+08,-285200000,-109500000,-15300000,272700000,-10100000,1e+05,-10200000,262600000,253900000,1.3e+07,16399999,283299999,283299999,-1200000,282099999,282099999,889100000,889100000,991500000,2593700000,539800000,539800000,5014100000,1464800000,2703200000,392200000,1280800000,169300000,413500000,447400000,4.168e+09,9182100000,3140499999,1078300000,2062199999,92900000,221200000,221200000,3454599999,1411200000,872500000,2.09e+08,116900000,546600000,2283700000,5738299999,4600000,5182200000,-1770900000,3415900000,27900000,3443800000,9182099999,283300000,71800000,10700000,252900000,618700000,-68700000,-4600000,-73200000,-82400000,-4600000,-161900000,383600000,383600000,-31500000,352100000,344500000,1504100000,515700000,0.21637,0.08643,0.08941,0.08192,0.03072,1.82808,1.45143,1.66627,0.16381,3.75133,3.73148,41.95745,45.4242,6.85771,0.05103,0.0886,1.7852,2.25523
"47","2022_Q2",121.615483870968,"Up",2685700000,-2054400000,631300000,-386700000,-271100000,-100300000,-15300000,244600000,-17900000,-4e+05,-17500000,226700000,186100000,-60200000,11100000,1.37e+08,1.37e+08,14800000,151800000,151800000,655700000,655700000,1108200000,3259700000,613400000,613400000,5.637e+09,1463600000,2775900000,396800000,1304700000,186400000,423200000,464800000,4239500000,9876500000,3120400000,1276400000,1.844e+09,95300000,219500000,219500000,3435200000,1899400000,8.67e+08,208700000,113600000,544700000,2766400000,6201600000,3600000,5306200000,-1.635e+09,3674800000,1e+05,3674900000,9876500000,1.37e+08,7e+07,18100000,-801600000,-576500000,-6.6e+07,-6.2e+07,-1.28e+08,521600000,-27600000,479100000,-225400000,-225400000,-8e+06,-233400000,314600000,1994700000,-492800000,0.23506,0.09107,0.05652,0.04131,0.01537,-3.24638,1.64095,1.68756,0.20196,2.03213,2.01594,35.95315,49.19411,-6.59705,0.0255,-0.07539,4.2562,5.47424
"48","2022_Q3",103.5135,"Down",2945200000,-2254700000,690500000,-4.25e+08,-302500000,-107100000,-15400000,265500000,-27600000,-5900000,-21700000,237900000,235900000,-71499999,13200000,177600001,177600001,1e+05,177700001,177700001,580600000,580600000,1149300000,3382300000,592100000,592100000,5704300000,1405600000,2.779e+09,388800000,1298200000,203800000,4.17e+08,471200000,4184600000,9888900000,3119100000,1204100000,1.915e+09,322800000,188600000,188600000,3630500000,2.018e+09,857100000,203600000,114200000,539300000,2875100000,6505600000,1.4e+07,5130300000,-1761100000,3383200000,100000.000000004,3383300000,9888900000,177600000,67200000,13900000,-248400000,10300000,-71100000,-50800000,-121900000,425600000,-5e+06,6.7e+07,-44600000,-44600000,-30500000,-75100000,332700000,2340800000,84699999,0.23445,0.09015,0.06034,0.05252,0.01797,0.476649999999999,1.57122,1.92286,0.23671,2.38204,2.3725,39.47989,45.35121,1.13539,0.08073,0.01287,5.29065,6.62976
