"","YQ","p","d","revenue","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"28","2017_Q4",23.4325396825397,"Up",139355000,-116571000,-10295000,-106276000,22784000,-9376000,-14331000,1617000,3338000,13408000,-5278000,8130000,-1843000,6287000,6287000,-292000,5995000,5995000,24972000,24972000,48765000,48765000,3695000,5359000,82791000,118084000,473552000,-355468000,39865000,400273000,243979000,139489000,16805000,558222000,641013000,47226000,15113000,21027000,28171000,28171000,107535000,513218000,120918000,53302000,53302000,47128000,20488000,634136000,741671000,251839000,-331709000,-21775000,-101645000,987000,-100658000,641013000,6287000,10291000,2845000,6625000,26048000,-401000,-67999.9999999998,-469000,-16438000,-172000,-16610000,8969000,8969000,8969000,33075000,545356000,41142000,0.1635,0.04302,-0.05956,0.00935,6.86272,0.7699,-7.36823,0.85077,1.10705,1.08106,25.73357,-18.76997,7.59736,0.0106,0.07274,15.73345,22.83989
"29","2018_Q1",23.6475409836066,"Up",140212000,-116267000,-10289000,-105978000,23945000,-12954000,-13654000,1575000,-875000,10991000,-5133000,5858000,-2358000,3500000,3500000,-315000,3185000,3185000,10621000,10621000,49469000,49469000,3616000,4132000,67838000,114196000,472194000,-357998000,39130000,399686000,246426000,136302000,16958000,553012000,620850000,41145000,17027000,22606000,26881000,26881000,98208000,496379000,117476000,43537000,43537000,53397000,20542000,613855000,712063000,252357000,-328524000,-16068000,-92235000,1022000,-91213000,620850000,3500000,10293000,6498000,-7443000,12848000,-94000,445000,-7099000,-20095000,-5000,-20100000,-14351000,-14351000,-14351000,34238000,526561000,29059000,0.17078,0.02272,-0.03492,0.00513,9.1237,0.69076,-7.8066,0.84813,0.58738,0.57655,25.85792,-17.01,5.35907,0.00576,0.05256,15.06922,21.54688
"30","2018_Q2",23.6328125,"Down",143786000,-115159000,-8053000,-107106000,28627000,-11424000,-13650000,2383000,-157000,17203000,-1566000,15637000,19690000,35327000,35327000,-324000,35003000,35003000,13846000,13846000,56658000,56658000,4056000,4036000,78596000,111535000,472335000,-360800000,39655000,395372000,246426000,132016000,16930000,546562000,625158000,44264000,16030000,17555000,27870000,27870000,102766000,480536000,97940000,42996000,42996000,33061000,21883000,578476000,681242000,252415000,-293521000,-16041000,-57147000,1063000,-56084000,625158000,35327000,8053000,-18632000,-3570000,21178000,-1090000,34000,-1056000,-16432000,-465000,-16897000,3225000,3225000,3225000,36680000,511168000,12330000,0.19909,0.24344,-0.62412,0.05599,0.352259999999999,0.76481,-12.14682,0.81766,6.44278,6.27159,26.46579,-10.51869,2.26951,0.06329,0.0223,13.5584,17.37248
"31","2018_Q3",29.3968253968254,"Up",127804000,-111625000,-8015000,-103610000,16179000,-10985000,-13274000,1608000,681000,5194000,-1734000,3460000,-927000,2533000,2533000,-294000,2239000,2239000,12301000,12301000,44711000,44711000,4044000,4104000,65160000,107507000,468023000,-360516000,38547000,391409000,246426000,127545000,17438000,537463000,602623000,36119000,15688000,18824000,27516000,27516000,94539000,465796000,95701000,42444000,42444000,33814000,19443000,561497000,656036000,252872000,-291282000,-16077000,-54487000,1074000,-53413000,602623000,2533000,8015000,1724000,1665000,13937000,627000,-494000,133000,-15632000,17000,-15615000,-1545000,-1545000,-1545000,24194000,496700000,27413000,0.12659,0.01752,-0.04192,0.00372,12.24341,0.68924,-12.28233,0.82423,0.40938,0.40082,23.36795,-9.96252,5.01225,0.00415,0.05086,20.02145,29.93998
"32","2018_Q4",24.7492063492064,"Down",132618000,-111367000,-7905000,-103462000,21251000,-10814000,-12913000,1578000,521000,10437000,-3714000,6723000,-1972000,4751000,4751000,-293000,4458000,4458000,16029000,16029000,45960000,45960000,5145000,5854000,72988000,104612000,467292000,-362680000,38633000,388577000,246426000,123995000,18156000,531822000,604810000,47523000,17757000,19030000,26860000,26860000,92389000,463505000,97185000,41116000,41116000,35546000,20523000,560690000,653079000,253534000,-286824000,-16050000,-49340000,1071000,-48269000,604810000,4751000,7905000,3017000,6245000,21918000,-701000,-452000,-1153000,-16509000,-528000,-17037000,3728000,3728000,3728000,29156000,481511000,36672000,0.16024,0.03362,-0.09236,0.00736999999999999,8.22611,0.79001,-13.52999,0.79614,0.813829999999998,0.79494,24.21008,-9.00727,6.69466,0.00839999999999999,0.06914,15.96522,21.904
"33","2019_Q1",28.4967213114754,"Up",139747000,-117381000,-7793000,-109588000,22366000,-7090000,-13005000,3680000,2235000,15276000,-10276000,5e+06,-563000,4437000,4437000,-371000,4066000,4066000,5380000,5380000,43711000,43711000,5684000,4567000,59342000,92328000,445850000,-353522000,40174000,383567000,246176000,119819000,17572000,516069000,575411000,34419000,12747000,19641000,23895000,23895000,65341000,460777000,85553000,26745000,26745000,39108000,19700000,546330000,611671000,254083000,-279691000,-11746000,-37354000,1094000,-36260000,575411000,4437000,7793000,5056000,-15023000,2263000,1762000,242000,2004000,-14953000,539000,-14916000,-10649000,-10649000,-10649000,30159000,467804000,17461000,0.16005,0.0291,-0.11213,0.00707,4.29439,0.90819,-16.86903,0.81299,0.73915,0.72557,25.40439,-6.79053,3.17421,0.00786,0.03377,15.33287,20.67531
"34","2019_Q2",27.3873015873016,"Down",136201000,-110649000,-7529000,-103120000,25552000,-9462000,-12256000,2129000,665000,16090000,-858000,15232000,-4513000,10719000,10719000,-358000,10361000,10361000,15909000,15909000,51037000,51037000,5385000,4233000,76564000,89643000,442482000,-352839000,41080000,379572000,246176000,115582000,17814000,510295000,586859000,42591000,12087000,19240000,23430000,23430000,67398000,460124000,85430000,25713000,25713000,39271000,20446000,545554000,612952000,254020000,-269330000,-11868000,-27178000,1085000,-26093000,586859000,10719000,7529000,4784000,-3625000,19407000,-417000,-978000,-1395000,-7027000,-456000,-7483000,10529000,10529000,10529000,33081000,461501000,33552000,0.18761,0.07607,-0.39708,0.01766,3.2383,1.136,-23.49105,0.78639,1.87686,1.8273,24.67231,-4.92319,6.07782,0.01989,0.06442,13.46973,17.43863
"35","2019_Q3",20.3984375,"Down",122704000,-109013000,-7387000,-101626000,13691000,-12058000,-12141000,1717000,-1634000,1633000,-3803000,-2170000,-157000,-2327000,-2327000,-351000,-2678000,-2678000,16665000,16665000,43677000,43677000,4068000,4240000,68650000,87937000,440241000,-352304000,39883000,382964000,250162000,115005000,17797000,510784000,579434000,33083000,13661000,17198000,25325000,25325000,65726000,453608000,88019000,25332000,25332000,39216000,23471000,541627000,607353000,254762000,-272008000,-11990000,-29236000,1317000,-27919000,579434000,-2327000,7387000,-2233000,5599000,8426000,-1272000,-4871000,-6143000,-1377000,-150000,-1527000,756000,756000,756000,21078000,460926000,25562000,0.11158,-0.02182,0.09592,-0.00462,-9.54518,1.04449,-21.75411,0.79548,-0.48162,-0.47247,22.06748,-5.2579,4.59715,-0.00514,0.04906,21.077,32.44913
"36","2019_Q4",17.834375,"Down",127284000,-106107000,-7347000,-98760000,21177000,-6708000,-11859000,1452000,3699000,14469000,-6792000,7677000,-1505000,6172000,6172000,-406000,5766000,5766000,13516000,13516000,47772000,47772000,3258000,6706000,71252000,85549000,440333000,-354784000,39831000,377769000,249727000,110806000,17236000,503149000,574401000,42249000,13747000,17492000,22970000,22970000,69150000,442026000,84765000,24951000,24951000,39238000,20576000,526791000,595941000,255305000,-266242000,-12112000,-23049000,1509000,-21540000,574401000,6172000,7347000,3720000,-1286000,15953000,-587000,5488000,-372999.999999998,-17897000,-832000,-18729000,-3149000,-3149000,-3149000,28524000,445957000,28156000,0.16638,0.0453,-0.26769,0.01004,4.88311,1.0304,-27.66671,0.77639,1.03623,1.02627,22.8747,-4.14223,5.06002,0.01132,0.0553,15.1606,20.42031
"37","2020_Q1",14.2693548387097,"Down",123665000,-102378000,-7069000,-95309000,21287000,-8326000,-11232000,1823000,1083000,12961000,-9860000,3101000,-1756000,1345000,1345000,-526000,819000,819000,8645000,8645000,42536000,42536000,3769000,5353000,60303000,82039000,404762000,-322723000,39426000,373434000,250309000,107393000,15732000,494899000,555202000,36364000,16750000,17711000,21720000,21720000,61038000,429391000,101604000,47037000,47037000,29806000,24761000,530995000,592033000,256053000,-265423000,-29114000,-38484000,1653000,-36831000,555202000,1345000,7069000,2360000,3116000,13890000,-2123000,370000,-3022000,-14931000,-808000,-15739000,-4871000,-4871000,-4871000,28356000,432345000,31105000,0.17213,0.00662,-0.02224,0.00148,37.97924,0.98796,-16.07431,0.77872,0.14675,0.14128,22.15901,-6.89579,5.57357,0.00165,0.06257,14.94216,19.90417
"38","2020_Q2",9.56666666666667,"Down",122343000,-103160000,-6719000,-96441000,19183000,-7953000,-11115000,1569000,1593000,11230000,-3642000,7588000,-1871000,5717000,5717000,-397000,5320000,5320000,4468000,4468000,50650000,50650000,3373000,4659000,63150000,81113000,399711000,-318598000,40420000,381047000,250309000,104395000,26343000,502580000,565730000,39949000,14132000,15422000,25307000,22966000,67148000,421248000,108304000,46311000,46311000,21614000,40379000,529552000,596700000,256223000,-260103000,-28797000,-32677000,1707000,-30970000,565730000,5717000,6719000,-6775000,4700000,10361000,-2446000,-173000,-3740000,-10233000,-565000,-10798000,-4177000,-4177000,-4177000,25902000,423140000,30027000,0.1568,0.04348,-0.17178,0.0094,5.64417,0.94046,-19.26703,0.74795,0.945439999999999,0.93247,21.74214,-5.80718,5.33624,0.01063,0.06,16.16369,21.82516
"39","2020_Q3",8.9709375,"Down",121367000,-113130000,-7276000,-105854000,8237000,-9075000,-11127000,1362000,690000,-838000,-6482000,-7320000,2331000,-4989000,-4989000,-377000,-5366000,-5366000,30824000,30824000,73346000,73346000,8530000,16902000,129602000,114627000,408574000,-293947000,39829000,621678000,313868000,212978000,94832000,776134000,905736000,64859000,19374000,43469000,66862000,58563000,131721000,5.76e+08,233876000,88930000,88930000,9875000,135071000,809876000,941597000,256293000,-265470000,-28481000,-37658000,1797000,-35861000,905736000,-4989000,7276000,-378000,-1572000,337000,14274000,-381000,-115971000,142606000,-616000,141990000,26356000,26356000,26356000,15513000,5.76e+08,25884000,0.06787,-0.04421,0.14963,-0.00592,-4.8237,0.98391,-26.25685,0.63595,-0.94869,-0.94225,21.45734,-6.65783,4.57622,-0.00693,0.03344,35.14317,66.18623
"40","2020_Q4",9.88140625,"Up",182528000,-168609000,-11201000,-157408000,13919000,-11267000,-13135000,842000,1026000,2652000,-3010000,-358000,-368000,-726000.000000001,-726000.000000001,-548000,-1274000,-1274000,56710000,56710000,55540000,55540000,8305000,19979000,140534000,111600000,401302000,-289702000,36488000,613746000,313868000,206245000,93633000,761834000,902368000,64633000,19446000,45187000,68171000,59285000,169514000,539290000,229799000,87649000,87649000,10061000,132089000,769089000,938603000,256763000,-266744000,-28164000,-38145000,1910000,-36235000,902368000,-726000.000000001,11201000,109000,16728000,27312000,-1476000,50000,-1426000,2.98023223876953e-08,-1.16415321826935e-10,-2.98023223876953e-08,25886000,25886000,25886000,25120000,5.76e+08,40740000,0.07626,-0.00698,0.0351599999999999,-0.00141,-31.97802,0.82904,-25.90322,0.63832,-0.22242,-0.22705,31.86592,-6.65939,7.11243,-0.00166,0.05294,20.67237,37.308
"41","2021_Q1",19.9773770491803,"Up",191766000,-177882000,-10937000,-166945000,13884000,-3771000,-12366000,-370000,8965000,10113000,-7180000,2933000,-4196000,-1263000,-1263000,-523000,-1786000,-1786000,33733000,33733000,52598000,52598000,7534000,14888000,108753000,105609000,394626000,-289017000,6255000,643440000,328445000,182680000,132315000,755304000,864057000,61441000,17163000,44278000,68848000,60271000,144022000,524557000,225111000,75656000,75656000,15208000,134247000,749668000,893690000,257015000,-268529000,-20050000,-31564000,1931000,-29633000,864057000,-1263000,10937000,-6057000,8242000,11859000,3262000,-301000,2961000,-37710000,-87000,-37797000,-22977000,-22977000,-22977000,24821000,538290000,40521000,0.0724,-0.00931,0.06027,-0.00207,-22.68813,0.75511,-30.15861,0.62298,-0.318,-0.3099,34.14394,-5.61997,7.21476,-0.00243,0.05522,20.32783,36.3409
"42","2021_Q2",29.5146031746032,"Up",211817000,-184363000,-10441000,-173922000,27454000,-7871000,-11882000,1743000,2268000,19583000,3131000,22714000,-6311000,16403000,16403000,-501000,15902000,15902000,37142000,37142000,68031000,68031000,6957000,13690000,125820000,95576000,374219000,-278643000,34628000,611291000,328848000,176887000,105556000,741495000,867315000,75749000,18011000,57738000,68641000,60176000,161532000,506414000,211772000,73880000,73880000,15155000,122737000,718186000,879718000,257181000,-252627000,-18908000,-14354000,1951000,-12403000,867315000,16403000,10441000,-7029000,-899000,18916000,498000,-1117000,-619000,-14734000,-154000,-14888000,3409000,3409000,3409000,37895000,523556000,43805000,0.12961,0.07507,-1.28211,0.01833,2.75468,0.77892,-70.92784,0.60365,2.79453,2.77415,37.22357,-2.52249,7.69805,0.022,0.06059,12.83584,17.71742
"43","2021_Q3",25.36640625,"Down",192431000,-182715000,-12517000,-170198000,9716000,-8127000,-11237000,1470000,1640000,1589000,-2768000,-1179000,571000,-608000,-608000,-526000,-1134000,-1134000,33753000,33753000,60151000,60151000,6777000,11495000,112176000,89364000,363813000,-274449000,6178000,627373000,330204000,168997000,128172000,722915000,835091000,65771000,17483000,48288000,72132000,63870000,151656000,485162000,211037000,71969000,71969000,14499000,124569000,696199000,847855000,257387000,-253761000,-18430000,-14804000,2040000,-12764000,835091000,-608000,12517000,3103000,5325000,20337000,-674000,1594000,920000,-24641000,-5000,-24646000,-3389000,-3389000,-3389000,22233000,498915000,26313000,0.05049,-0.00589,0.08884,-0.00136,-23.2037,0.73967,-66.42549,0.59744,-0.1982,-0.19452,33.63238,-2.58739,4.59889,-0.00163,0.03774,20.92214,47.87587
"44","2021_Q4",25.3803125,"Up",196488000,-182735000,-10836000,-171899000,13753000,-6989000,-11010000,1689000,2332000,6764000,-1661000,5103000,-1366000,3737000,3737000,-510000,3227000,3227000,21070000,21070000,62085000,62085000,6478000,15952000,105585000,86428000,361803000,-275375000,6256000,622524000,330204000,163064000,129256000,715208000,820793000,65413000,17788000,47625000,71058000,62255000,137541000,484092000,207623000,70622000,70622000,14625000,122376000,691715000,829256000,257910000,-250534000,-17953000,-10577000,2114000,-8463000,820793000,3737000,10836000,159000,-11214000,3518000,-2079000,-687000,-2766000,-13753000,318000,-13435000,-12683000,-12683000,-12683000,24589000,485162000,12662000,0.06999,0.01642,-0.38131,0.00393,3.92377,0.76766,-97.98606,0.59109,0.56555,0.55821,34.43533,-1.85366,2.21907,0.00472,0.0185,18.87397,33.74478
"45","2022_Q1",33.4738709677419,"Up",193913000,-179296000,-9047000,-170249000,14617000,-6078000,-10644000,1510000,3056000,8539000,-3130000,5409000,-109000,5300000,5300000,-510000,4790000,4790000,26112000,26112000,65070000,65070000,6297000,17385000,114864000,83266000,355096000,-271830000,8990078.88176211,645421000,330204000,156671000,158546000,728687000,843551000,65496000,20420000,45076000,70016000,61404000,141624000,476504000,168725000,22444000,22444000,40295000,105986000,645229000,786853000,258122000,-245744000,42187000,54565000,2133000,56698000,843551000,5300000,9047000,6455000,-13495000,7307000,-608000,795000,187000,-2546000,94000,-2452000,5042000,5042000,5042000,23664000,482616000,9670000,0.07538,0.0247,0.08448,0.00568,2.01879,0.81105,13.87797,0.57212,0.83785,0.82218,33.91866,9.54434,1.69145,0.00677,0.01366,19.29108,31.23103
"46","2022_Q2",21.9024193548387,"Down",202282000,-187996000,-9676000,-178320000,14286000,-5837000,-10663000,1754000,3072000,8449000,10101000,18550000,-5351000,13199000,13199000,-541000,12658000,12658000,18585000,18585000,73193000,73193000,6340000,10193000,108311000,79092000,322634000,-243542000,6281000,638165000,330204000,150901000,157060000,723538000,831849000,71660000,28012000,43648000,69952000,61281000,141612000,462554000,164578000,25727000,25727000,38957000,99894000,627132000,768744000,257923000,-233086000,36075000,60912000,2193000,63105000,831849000,13199000,9676000,-12732000,-9573000,570000,12629000,-675000,11954000,-20062000,11000,-20051000,-7527000,-7527000,-7527000,23962000,462554000,32369000,0.07062,0.06258,0.20059,0.01522,2.5572,0.76484,12.18198,0.55606,2.211,2.1645,35.3331,10.63965,5.65397,0.01834,0.0469,18.52804,31.07721
"47","2022_Q3",18.6215625,"Down",190014000,-184211000,-8951000,-175260000,5803000,-2868000,-10523000,1407000,6248000,2935000,-12773000,-9838000,3144000,-6694000,-6694000,-582000,-7276000,-7276000,15335000,15335000,67734000,67734000,7509000,12984000,103562000,78182000,324439000,-246257000,6217000,607440000,330204000,145568000,131668000,691839000,795401000,68942000,27391000,41551000,70850000,62085000,139792000,462554000,137686000,951000,951000,38397000,98338000,600240000,740032000,258583000,-240362000,34908000,53129000,2240000,55369000,795401000,-6694000,8951000,2117000,-5550000,-1176000,-2455000,381000,-2074000,0,0,0,-3250000,-3250000,-3250000,14754000,462554000,3605000,0.03054,-0.03829,-0.13141,-0.00915,-0.49546,0.74083,13.36546,0.58154,-1.27034,-1.24735,33.17514,9.27596,0.62941,-0.0111,0.0055,30.31171,77.06686
