"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"23","2015_Q4",20.80921875,"Down",3.857e+09,-2.417e+09,1.44e+09,-1.026e+09,4.14e+08,-1.8e+07,-1.8e+07,3.96e+08,3.96e+08,-1.48e+08,2.48e+08,2.48e+08,2.48e+08,2.48e+08,1.042e+09,1.042e+09,2.498e+09,8.21e+08,8.21e+08,4.361e+09,2.814e+09,6.31e+08,6.31e+08,3.445e+09,7.806e+09,2.347e+09,1.327e+09,2.3e+07,9.97e+08,2.768e+09,1.331e+09,1.098e+09,1.098e+09,2.429e+09,5.197e+09,2e+07,2.484e+09,1.05e+08,2.609e+09,2.609e+09,7.806e+09,2.48e+08,1.44e+08,-4.4e+07,-2.56e+08,9.2e+07,-2.04e+08,-3e+06,-2.07e+08,-9.3e+07,-1.93e+08,0,1.14e+08,-1e+06,-1e+06,0,-1e+06,5.58e+08,1.752e+09,2.46e+08,0.37335,0.10734,0.0643,0.09506,0.03177,0.99194,1.57551,1.99195,0.22444,0.61084,0.60784,9.5,6.42611,0.60591,0.22906,4,0.06247,0.04506,0.375,1.2724,1.71498
"24","2016_Q1",20.6801639344262,"Down",4.385e+09,-2.945e+09,1.44e+09,-1.085e+09,3.55e+08,-1.5e+07,-1.5e+07,3.4e+08,3.4e+08,-1.26e+08,2.14e+08,2.14e+08,2.14e+08,2.14e+08,1.37e+09,1.37e+09,1.873e+09,7.42e+08,7.42e+08,3.985e+09,2.85e+09,6.38e+08,6.38e+08,3.488e+09,7.473e+09,2.114e+09,1.112e+09,2.3e+07,9.79e+08,2.535e+09,1.31e+09,1.083e+09,1.083e+09,2.393e+09,4.928e+09,2e+07,2.44e+09,8.5e+07,2.545e+09,2.545e+09,7.473e+09,2.14e+08,1.54e+08,8.1e+07,4.11e+08,8.6e+08,-2.21e+08,-4.65661287307739e-10,-2.21e+08,-9.2e+07,-1.88e+08,3e+06,-2.98e+08,3.41e+08,3.41e+08,-1.3e+07,3.28e+08,5.09e+08,1.731e+09,8.25e+08,0.32839,0.08096,0.0488,0.08409,0.02864,3.85514,1.57199,1.93635,0.23163,0.535,0.53234,10.9625,6.3625,2.0625,0.23,4,0.0571,0.15395,0.42991,0.70923,1.0169
"25","2016_Q2",16.88734375,"Down",3.438e+09,-2.229e+09,1.209e+09,-9.87e+08,2.22e+08,-1.8e+07,-1.8e+07,2.04e+08,2.04e+08,-7.7e+07,1.27e+08,1.27e+08,1.27e+08,1.27e+08,1.313e+09,1.313e+09,1.958e+09,6.74e+08,6.74e+08,3.945e+09,2.864e+09,6.98e+08,6.98e+08,3.562e+09,7.507e+09,2.131e+09,1.108e+09,4.9e+07,9.74e+08,2.555e+09,1.318e+09,1.112e+09,1.112e+09,2.43e+09,4.985e+09,2.6e+07,2.476e+09,2e+07,2.522e+09,2.522e+09,7.507e+09,1.27e+08,1.48e+08,-2e+07,-8.7e+07,1.68e+08,-1.39e+08,-1e+06,-1.4e+08,-9.1e+07,1e+07,-1.6e+07,-9.7e+07,-6.9e+07,-6.9e+07,1.2e+07,-5.7e+07,3.7e+08,1.742e+09,2.21e+08,0.35166,0.06457,0.03694,0.05036,0.01692,1.74016,1.54403,1.97661,0.23205,0.3191,0.3183,8.63819,6.33668,0.55528,0.22864,5,0.04055,0.04111,0.71654,1.15946,1.93243
"26","2016_Q3",19.35203125,"Up",3.851e+09,-2.414e+09,1.437e+09,-1.158e+09,2.79e+08,-1.6e+07,-1.6e+07,2.63e+08,2.63e+08,-1.38e+08,1.25e+08,1.25e+08,1.25e+08,1.25e+08,1.681e+09,1.681e+09,1.951e+09,6.69e+08,6.69e+08,4.301e+09,2.755e+09,6.81e+08,6.81e+08,3.436e+09,7.737e+09,2.357e+09,1.224e+09,7e+07,1.063e+09,2.781e+09,1.321e+09,1.076e+09,1.076e+09,2.397e+09,5.178e+09,5.1e+07,2.509e+09,-1e+06,2.559e+09,2.559e+09,7.737e+09,1.25e+08,1.55e+08,6.9e+07,2.17e+08,5.66e+08,-1.31e+08,0,-1.31e+08,-9.2e+07,6000000.00000003,2.3e+07,-6.3e+07,3.72e+08,3.72e+08,-4e+06,3.68e+08,4.34e+08,1.745e+09,6.58e+08,0.37315,0.07245,0.03246,0.04885,0.01616,5.264,1.54657,2.02345,0.22554,0.31407,0.31328,9.67588,6.42965,1.65327,0.23116,5,0.04033,0.1223,0.736,0.14747,0.22939
"27","2016_Q4",20.8633333333333,"Up",3.798e+09,-2.305e+09,1.493e+09,-1.104e+09,3.89e+08,-1.7e+07,-1.7e+07,3.72e+08,3.72e+08,-1.68e+08,2.04e+08,2.04e+08,2.04e+08,2.04e+08,1.522e+09,1.522e+09,2.398e+09,7.51e+08,7.51e+08,4.671e+09,2.662e+09,6.74e+08,6.74e+08,3.336e+09,8.007e+09,2.491e+09,1.413e+09,1.9e+07,1.059e+09,2.915e+09,1.32e+09,1.046e+09,1.046e+09,2.366e+09,5.281e+09,7.7e+07,2.621e+09,2.8e+07,2.726e+09,2.726e+09,8.007e+09,2.04e+08,1.46e+08,4.5e+07,-3.29e+08,6.6e+07,-1.13e+08,0,-1.13e+08,-9.2e+07,9e+06,-2.4e+07,-1.07e+08,-1.54e+08,-1.54e+08,-5e+06,-1.59e+08,5.35e+08,1.744e+09,2.61e+08,0.3931,0.10242,0.05371,0.07483,0.02548,1.27941,1.6024,1.93727,0.21781,0.51128,0.51,9.5188,6.83208,0.65414,0.23058,6,0.05366,0.04732,0.45098,0.41495,0.57069
"28","2017_Q1",19.543064516129,"Down",4.429e+09,-2.928e+09,1.501e+09,-1.2e+09,3.01e+08,-1.6e+07,-1.6e+07,2.85e+08,2.85e+08,-6.5e+07,2.2e+08,2.2e+08,2.2e+08,2.2e+08,1.783e+09,1.783e+09,1.83e+09,7.02e+08,7.02e+08,4.315e+09,2.616e+09,6.79e+08,6.79e+08,3.295e+09,7.61e+09,2.388e+09,1.243e+09,3.2e+07,1.113e+09,2.453e+09,1.248e+09,1.005e+09,1.005e+09,2.253e+09,4.706e+09,1.01e+08,2.749e+09,5.4e+07,2.904e+09,2.904e+09,7.61e+09,2.2e+08,1.44e+08,3.5e+07,5.2e+08,9.19e+08,-1.41e+08,-4e+06,-1.45e+08,-9.2e+07,4e+06,-1e+06,-5.1e+08,2.64e+08,2.64e+08,-3e+06,2.61e+08,4.45e+08,1.313e+09,8.89e+08,0.3389,0.06796,0.04967,0.07576,0.02891,4.04091,1.75907,1.62052,0.17254,0.54863,0.54726,11.04489,7.2419,2.21696,0.22943,8,0.05975,0.17024,0.41818,-1.05618,-1.56146
"29","2017_Q2",19.6731746031746,"Up",3.44e+09,-2.137e+09,1.303e+09,-1.049e+09,2.54e+08,-1.6e+07,-1.6e+07,2.38e+08,2.38e+08,-9.5e+07,1.43e+08,1.43e+08,1.43e+08,1.43e+08,1.583e+09,1.583e+09,1.961e+09,5.75e+08,5.75e+08,4.119e+09,2.605e+09,6.87e+08,6.87e+08,3.292e+09,7.411e+09,2.235e+09,1.119e+09,2.8e+07,1.088e+09,2.302e+09,1.248e+09,9.99e+08,9.99e+08,2.247e+09,4.549e+09,2e+07,2.796e+09,4.6e+07,2.862e+09,2.862e+09,7.411e+09,1.43e+08,1.38e+08,-4e+06,-1.86e+08,9.1e+07,-1.1e+08,1.4e+07,-9.6e+07,-9.2e+07,-8.8e+07,-1.3e+07,-1.93e+08,-1.98e+08,-1.98e+08,1e+06,-1.97e+08,3.92e+08,1.315e+09,1.91e+08,0.37878,0.07384,0.04157,0.04997,0.0193,1.33566,1.78931,1.58945,0.17744,0.3584,0.3575,8.62155,7.17293,0.4787,0.23058,7,0.0454,0.0369,0.64336,-0.68367,-1.05512
"30","2017_Q3",20.5234920634921,"Up",3.799e+09,-2.32e+09,1.479e+09,-1.028e+09,4.51e+08,-1.2e+07,-1.2e+07,4.39e+08,4.39e+08,-1.68e+08,2.71e+08,2.71e+08,2.71e+08,2.71e+08,1.609e+09,1.609e+09,2.051e+09,5.98e+08,5.98e+08,4.258e+09,2.643e+09,7.16e+08,7.16e+08,3.359e+09,7.617e+09,2.399e+09,1.23e+09,1.07e+08,1.062e+09,2.399e+09,1.248e+09,1.025e+09,1.025e+09,2.273e+09,4.672e+09,2e+07,2.902e+09,2.3e+07,2.945e+09,2.945e+09,7.617e+09,2.71e+08,1.41e+08,2000000.00000001,-18999999.9999999,3.95e+08,-1.65e+08,4.5e+07,-1.2e+08,-9e+07,-9.8e+07,-1e+06,-2.56e+08,19000000.0000001,19000000.0000001,7e+06,2.6e+07,5.92e+08,1.248e+09,5.76e+08,0.38931,0.11872,0.07133,0.09202,0.03558,2.12546,1.77491,1.58642,0.16384,0.68608,0.68434,9.61772,7.4557,1.45823,0.22785,8,0.06918,0.11039,0.3321,-0.6098,-0.80044
"31","2017_Q4",25.0906349206349,"Up",3.838e+09,-2.313e+09,1.525e+09,-1.147e+09,3.78e+08,-1.4e+07,-1.4e+07,3.64e+08,3.64e+08,-1.35e+08,2.29e+08,2.29e+08,2.29e+08,2.29e+08,1.353e+09,1.353e+09,2.476e+09,6.54e+08,6.54e+08,4.483e+09,2.686e+09,7.26e+08,7.26e+08,3.412e+09,7.895e+09,2.596e+09,1.33e+09,1.34e+08,1.132e+09,2.596e+09,1.248e+09,1.027e+09,1.027e+09,2.275e+09,4.871e+09,1.9e+07,2.965e+09,4e+07,3.024e+09,3.024e+09,7.895e+09,2.29e+08,1.39e+08,-8e+06,-2.46e+08,1.14e+08,-1.88e+08,1e+06,-1.87e+08,-9e+07,-9.1e+07,-1e+06,-1.82e+08,-2.55e+08,-2.55e+08,-1e+06,-2.56e+08,5.17e+08,1.248e+09,2.18e+08,0.39734,0.09849,0.05967,0.07573,0.02901,0.95197,1.72689,1.61078,0.15807,0.58568,0.5827,9.81586,7.73402,0.55754,0.23018,8,0.0602,0.04114,0.39301,-0.20309,-0.27778
"32","2018_Q1",27.7370491803279,"Up",4.778e+09,-3.019e+09,1.759e+09,-1.363e+09,3.96e+08,-1.3e+07,-1.3e+07,3.83e+08,3.83e+08,-1.78e+08,2.05e+08,2.05e+08,2.05e+08,2.05e+08,1.783e+09,1.783e+09,1.997e+09,7.88e+08,7.88e+08,4.568e+09,2.805e+09,6.16e+08,6.16e+08,3.421e+09,7.989e+09,2.461e+09,1.181e+09,1e+07,1.27e+09,2.461e+09,1.249e+09,1.135e+09,1.135e+09,2.384e+09,4.845e+09,2.7e+07,3.081e+09,3.6e+07,3.144e+09,3.144e+09,7.989e+09,2.05e+08,1.41e+08,1.45e+08,2.89e+08,7.8e+08,-2.68e+08,5000000.00000001,-2.63e+08,-8.9e+07,-8e+06,-3e+06,-1e+08,4.17e+08,4.17e+08,1.2e+07,4.29e+08,5.37e+08,1.249e+09,7.36e+08,0.36815,0.08288,0.0429,0.0652,0.02566,3.59024,1.85616,1.54103,0.15634,0.52972,0.51899,12.34625,8.12403,1.90181,0.22997,8,0.05318,0.13314,0.43415,-0.99441,-1.34848
"33","2018_Q2",26.2578125,"Down",3.783e+09,-2.356e+09,1.427e+09,-1.198e+09,2.29e+08,-1e+07,-1e+07,2.19e+08,2.19e+08,-5.5e+07,1.64e+08,1.64e+08,1.64e+08,1.64e+08,1.374e+09,1.21e+09,2.035e+09,7.78e+08,7.78e+08,4.187e+09,2.791e+09,6.07e+08,6.07e+08,3.398e+09,7.585e+09,2.058e+09,1.072e+09,1.1e+07,9.75e+08,2.058e+09,1.249e+09,1.081e+09,1.081e+09,2.33e+09,4.388e+09,1.9e+07,3.127e+09,5.1e+07,3.197e+09,3.197e+09,7.585e+09,1.64e+08,1.4e+08,2e+07,-3.9e+08,-6.6e+07,-1.38e+08,-1.71e+08,-3.09e+08,-9.4e+07,-8e+07,-1.9e+07,-1.93e+08,-5.68e+08,-5.68e+08,-2e+06,-5.7e+08,3.69e+08,1.249e+09,-1.04e+08,0.37721,0.06053,0.04335,0.0513,0.02162,-0.63415,2.0345,1.37254,0.16467,0.42159,0.4173,9.72494,8.21851,-0.26735,0.24165,6,0.04668,-0.01882,0.57317,-0.33875,-0.54585
"34","2018_Q3",25.787619047619,"Down",4.085e+09,-2.458e+09,1.627e+09,-1.229e+09,3.98e+08,-1e+07,-1e+07,3.88e+08,3.88e+08,-9.1e+07,2.97e+08,2.97e+08,2.97e+08,2.97e+08,1.608e+09,1.322e+09,2.202e+09,7.8e+08,7.8e+08,4.59e+09,2.832e+09,5.88e+08,5.88e+08,3.42e+09,8.01e+09,2.341e+09,1.297e+09,1.8e+07,1.026e+09,2.341e+09,1.249e+09,1.08e+09,1.08e+09,2.329e+09,4.67e+09,1.9e+07,3.268e+09,5.3e+07,3.34e+09,3.34e+09,8.01e+09,2.97e+08,1.4e+08,3.5e+07,1.4e+08,6.12e+08,-1.88e+08,-1.57e+08,-3.09e+08,-9.4e+07,-8.7e+07,-2e+06,-1.83e+08,1.2e+08,1.2e+08,-9e+06,1.11e+08,5.38e+08,1.249e+09,5.81e+08,0.39829,0.09743,0.07271,0.08892,0.03708,1.95623,1.9607,1.3982,0.15593,0.76744,0.76154,10.55556,8.63049,1.50129,0.24289,9,0.06897,0.10249,0.3165,-0.66729,-0.90201
"35","2018_Q4",23.1863492063492,"Down",4.089e+09,-2.466e+09,1.623e+09,-1.26e+09,3.63e+08,-1.3e+07,-1.3e+07,3.5e+08,3.5e+08,-8.4e+07,2.66e+08,2.66e+08,2.66e+08,2.66e+08,1.254e+09,9.58e+08,2.668e+09,7.92e+08,7.92e+08,4.714e+09,2.887e+09,5.72e+08,5.72e+08,3.459e+09,8.173e+09,2.393e+09,1.299e+09,2.4e+07,1.07e+09,2.393e+09,1.249e+09,1.091e+09,1.091e+09,2.34e+09,4.733e+09,1.9e+07,3.368e+09,5.3e+07,3.44e+09,3.44e+09,8.173e+09,2.66e+08,1.45e+08,1.5e+07,-4.05e+08,2.1e+07,-1.84e+08,-8.7e+07,-1.95e+08,-9.3e+07,-9.3e+07,-2e+06,-1.88e+08,-3.62e+08,-3.62e+08,-2e+06,-3.64e+08,5.08e+08,1.249e+09,3e+06,0.39692,0.08877,0.06505,0.07733,0.03255,0.01128,1.96991,1.37587,0.15282,0.69271,0.68734,10.64844,8.95833,0.00781,0.24219,7,0.06211,0.00052,0.34962,-0.00984,-0.01377
"36","2019_Q1",22.3870491803279,"Down",4.623e+09,-2.978e+09,1.645e+09,-1.273e+09,3.72e+08,-7e+06,-7e+06,3.65e+08,3.65e+08,-8.9e+07,2.76e+08,2.76e+08,2.76e+08,2.76e+08,1.369e+09,1.081e+09,2.131e+09,7.51e+08,7.51e+08,4.251e+09,2.912e+09,8.86e+08,8.86e+08,3.798e+09,8.049e+09,2.174e+09,1.126e+09,2.4e+07,1.024e+09,2.174e+09,1.249e+09,1.073e+09,1.073e+09,2.322e+09,4.496e+09,1.9e+07,3.481e+09,5.3e+07,3.553e+09,3.553e+09,8.049e+09,2.76e+08,1.53e+08,3.3e+07,3.52e+08,8.14e+08,-1.95e+08,1.19e+08,-1.88e+08,-9.2e+07,-9.2e+07,-1e+06,-1.85e+08,4.41e+08,4.41e+08,3e+06,4.44e+08,5.25e+08,1.249e+09,7.71e+08,0.35583,0.08047,0.0597,0.07768,0.03429,2.79348,1.95538,1.26541,0.15517,0.72632,0.72251,12.16579,9.35,2.02895,0.24211,7,0.06264,0.13123,0.33333,-0.22857,-0.32258
"37","2019_Q2",19.8279365079365,"Down",3.706e+09,-2.362e+09,1.344e+09,-1.028e+09,3.16e+08,-1.4e+07,-1.4e+07,3.02e+08,3.02e+08,-7.5e+07,2.27e+08,2.27e+08,2.27e+08,2.27e+08,1.213e+09,9.41e+08,2.242e+09,7.57e+08,7.57e+08,4.212e+09,3.129e+09,6.279e+09,6.279e+09,9.408e+09,1.362e+10,1.902e+09,9.94e+08,2.6e+07,8.82e+08,2.831e+09,1.249e+09,5.969e+09,5.969e+09,7.218e+09,1.0049e+10,1.9e+07,3.495e+09,5.7e+07,3.571e+09,3.571e+09,1.362e+10,2.27e+08,1.38e+08,-1.37e+08,-1.99e+08,2.9e+07,-1.65e+08,-3.26e+08,-3.4e+08,-9.2e+07,-4e+07,-1.9e+07,-1.51e+08,-4.62e+08,-4.62e+08,0,-4.62e+08,4.54e+08,1.249e+09,1.65e+08,0.36266,0.08527,0.06125,0.06357,0.01667,0.72687,1.48781,2.81406,0.0917,0.59894,0.5958,9.77836,9.42216,0.43536,0.24274,4,0.02957,0.01529,0.40529,0.0793,0.11392
"38","2019_Q3",15.9153125,"Down",4.005e+09,-2.449e+09,1.556e+09,-1.274e+09,2.82e+08,-1.1e+07,-1.1e+07,2.71e+08,2.71e+08,-1.03e+08,1.68e+08,1.68e+08,1.68e+08,1.68e+08,1.471e+09,1.177e+09,2.326e+09,7.7e+08,7.7e+08,4.567e+09,3.141e+09,6.335e+09,6.335e+09,9.476e+09,1.4043e+10,2.188e+09,1.246e+09,3.4e+07,9.08e+08,3.134e+09,1.249e+09,6.035e+09,6.035e+09,7.284e+09,1.0418e+10,1.9e+07,3.551e+09,5.5e+07,3.625e+09,3.625e+09,1.4043e+10,1.68e+08,1.39e+08,4.9e+07,1.98e+08,5.54e+08,-1.59e+08,-2.1e+07,-1.8e+08,-9.1e+07,-4.3e+07,-999999.999999996,-1.35e+08,2.39e+08,2.39e+08,-2e+06,2.37e+08,4.21e+08,1.249e+09,5.63e+08,0.38851,0.07041,0.04195,0.04634,0.01196,3.35119,1.45724,2.87393,0.08894,0.44562,0.44327,10.62334,9.61538,1.49337,0.24138,5,0.02374,0.05161,0.54167,-0.52732,-0.78723
"39","2019_Q4",15.485625,"Down",3.998e+09,-2.439e+09,1.559e+09,-1.338e+09,2.21e+08,-1.2e+07,-1.2e+07,2.09e+08,2.09e+08,-6.9e+07,1.4e+08,1.4e+08,1.4e+08,1.4e+08,1.082e+09,7.88e+08,2.72e+09,7.7e+08,7.7e+08,4.572e+09,3.225e+09,6.321e+09,6.321e+09,9.546e+09,1.4118e+10,2.258e+09,1.241e+09,4.3e+07,9.74e+08,3.192e+09,1.249e+09,6.043e+09,6.043e+09,7.292e+09,1.0484e+10,1.9e+07,3.573e+09,4.2e+07,3.634e+09,3.634e+09,1.4118e+10,1.4e+08,1.4e+08,1e+07,-3.45e+08,-5.5e+07,-1.99e+08,4.3e+07,-1.99e+08,-9.1e+07,-4.5e+07,-1e+06,-1.37e+08,-3.91e+08,-3.91e+08,2e+06,-3.89e+08,3.61e+08,1.249e+09,-1.14e+08,0.38994,0.05528,0.03502,0.03853,0.00992,-0.81429,1.43233,2.88498,0.08847,0.37333,0.37135,10.66133,9.69067,-0.304,0.24267,3,0.02114,-0.01043,0.65,0.4626,0.75566
"40","2020_Q1",13.6804838709677,"Down",4.674e+09,-3e+09,1.674e+09,-1.919e+09,-2.45e+08,-9e+06,-9e+06,-2.54e+08,-2.54e+08,7e+07,-1.84e+08,-1.84e+08,-1.84e+08,-1.84e+08,1.654e+09,1.364e+09,2.156e+09,7.06e+08,7.06e+08,4.516e+09,3.122e+09,6.041e+09,6.041e+09,9.163e+09,1.3679e+10,2.289e+09,1.174e+09,4.8e+07,1.067e+09,3.209e+09,1.249e+09,5.905e+09,5.905e+09,7.154e+09,1.0363e+10,1.9e+07,3.257e+09,4e+07,3.316e+09,3.316e+09,1.3679e+10,-1.84e+08,1.4e+08,2.71e+08,6.56e+08,8.83e+08,4.1e+07,-3.9e+07,-1.75e+08,-9e+07,-4.7e+07,0,-1.37e+08,5.71e+08,5.71e+08,4e+06,5.75e+08,-1.05e+08,1.249e+09,5.22e+08,0.35815,-0.05242,-0.03937,-0.05549,-0.01345,-2.83696,1.40729,3.12515,0.09131,-0.4933,-0.49067,12.53083,8.89008,1.39946,0.24129,5,-0.00898,0.04986,-0.48913,3.85714,1.65306
"41","2020_Q2",8.31603174603175,"Down",2.107e+09,-1.839e+09,2.68e+08,-1.512e+09,-1.244e+09,-1.5e+07,-1.5e+07,-1.259e+09,-1.259e+09,3.27e+08,-9.32e+08,-9.32e+08,-9.32e+08,-9.32e+08,1.079e+09,1.028e+09,2.217e+09,9.2e+08,9.2e+08,4.216e+09,2.945e+09,5.549e+09,5.549e+09,8.494e+09,1.271e+10,2.045e+09,9.71e+08,2.3e+07,1.051e+09,3.431e+09,1.25e+09,5.712e+09,5.712e+09,6.962e+09,1.0393e+10,3.6e+07,2.235e+09,4.6e+07,2.317e+09,2.317e+09,1.271e+10,-9.32e+08,1.3e+08,4.64e+08,-6.02e+08,-9.4e+08,-1.22e+08,2.38e+08,1.16e+08,-99687667.2128771,6e+06,-7e+06,4.99e+08,-3.25e+08,-3.25e+08,-8e+06,-3.33e+08,-1.114e+09,1.25e+09,-2.165e+09,0.1272,-0.59041,-0.44234,-0.40224,-0.07333,2.32296,1.2288,4.48554,0.09835,-2.50538,-2.50538,5.66398,6.22849,-5.81989,0.267519741434167,0.999999999999999,-0.10044,-0.23332,-1.04018054030743,-0.1535,-0.13746
"42","2020_Q3",13.75390625,"Up",3.275e+09,-2.126e+09,1.149e+09,-1.076e+09,7.3e+07,-5.6e+07,-5.6e+07,1.7e+07,-4.1e+07,-21000000.0000001,-61999999.9999999,-61999999.9999999,-61999999.9999999,-61999999.9999999,2.213e+09,2.188e+09,2.242e+09,8.82e+08,8.82e+08,5.337e+09,2.895e+09,5.484e+09,5.484e+09,8.379e+09,1.3716e+10,2.793e+09,1.629e+09,4e+07,1.124e+09,3.649e+09,2.212e+09,5.602e+09,5.602e+09,7.814e+09,1.1463e+10,5.8e+07,2.173e+09,2.2e+07,2.253e+09,2.253e+09,1.3716e+10,-61999999.9999999,1.26e+08,-4e+06,7.93e+08,8.53e+08,-8.6e+07,3e+07,-5.6e+07,-115118222.668807,6e+06,-6.2e+07,3.87e+08,1.184e+09,1.184e+09,9e+06,1.193e+09,1.99e+08,2.212e+09,9.27e+08,0.35084,0.02229,-0.01893,-0.02752,-0.00452,-14.95161,1.46259,5.08788,0.16127,-0.16578,-0.16578,8.75668,6.02406,2.47861,0.308242472903152,4,-0.00616,0.09208,-0.77201351753594,-0.0050299999999999,-0.0136999999999998
"43","2020_Q4",19.37734375,"Up",3.994e+09,-2.374e+09,1.62e+09,-1.445e+09,1.75e+08,-5.4e+07,-5.4e+07,1.21e+08,1.21e+08,-2.6e+07,9.5e+07,9.5e+07,9.5e+07,9.5e+07,2.649e+09,2.471e+09,2.747e+09,9.66e+08,9.66e+08,6.362e+09,2.846e+09,5.165e+09,5.165e+09,8.011e+09,1.4373e+10,3.608e+09,2.284e+09,4.1e+07,1.283e+09,4.431e+09,2.214e+09,5.357e+09,5.357e+09,7.571e+09,1.2002e+10,7.9e+07,2.268e+09,2.4e+07,2.371e+09,2.371e+09,1.4373e+10,9.5e+07,1.25e+08,7.5e+07,1.91e+08,4.86e+08,-8e+07,-1.55e+08,-2.35e+08,-125804944.518298,4e+06,0,4e+06,2.55e+08,2.55e+08,3e+06,2.58e+08,3e+08,2.214e+09,4.37e+08,0.40561,0.04382,0.02379,0.04007,0.00661,4.6,1.43579,5.062,0.15404,0.25469,0.25469,10.70777,6.35657,1.17158,0.335923333655055,6,0.00956,0.04395,-0.12458922461074,-1.45,-2.48571
"44","2021_Q1",22.9390163934426,"Up",4.424e+09,-2.756e+09,1.668e+09,-1.534e+09,1.34e+08,-5.7e+07,-5.7e+07,7.7e+07,7.7e+07,1.57e+08,2.34e+08,2.34e+08,2.34e+08,2.34e+08,2.398e+09,1.988e+09,2.451e+09,1.159e+09,1.159e+09,6.008e+09,2.841e+09,4.92e+09,4.92e+09,7.761e+09,1.3769e+10,3.053e+09,1.743e+09,3.4e+07,1.276e+09,3.884e+09,2.216e+09,5.055e+09,5.055e+09,7.271e+09,1.1155e+10,1.04e+08,2.501e+09,9e+06,2.614e+09,2.614e+09,1.3769e+10,2.34e+08,1.26e+08,3.2e+07,-5.54e+08,-1.62e+08,-1.04e+08,-2.31e+08,-3.35e+08,-121261110.911859,6e+06,-1000000.00000001,4999999.99999997,-4.92e+08,-4.92e+08,9e+06,-4.83e+08,2.6e+08,2.216e+09,-5.55e+08,0.37703,0.03029,0.05289,0.08952,0.01699,-2.37179,1.54686,4.26741,0.16094,0.62069,0.62069,11.73475,6.93369,-1.47215,0.323027462937972,4,0.02367,-0.05615,0.462132045542975,-0.7,-1.35821
"45","2021_Q2",30.7025396825397,"Up",3.991e+09,-2.361e+09,1.63e+09,-1.39e+09,2.4e+08,-5.3e+07,-5.3e+07,1.87e+08,1.87e+08,-2.1e+07,1.66e+08,1.66e+08,1.66e+08,1.66e+08,2.541e+09,2.066e+09,2.37e+09,1.091e+09,1.091e+09,6.002e+09,2.839e+09,4.763e+09,4.763e+09,7.602e+09,1.3604e+10,2.84e+09,1.53e+09,1.6e+07,1.294e+09,3.638e+09,2.218e+09,4.942e+09,4.942e+09,7.16e+09,1.0798e+10,1.37e+08,2.667e+09,2e+06,2.806e+09,2.806e+09,1.3604e+10,1.66e+08,1.2e+08,1.32e+08,-7.8e+07,3.4e+08,-1.24e+08,-6.5e+07,-1.61e+08,-9.1e+07,2.5e+07,-3.2e+07,-9.8e+07,8.1e+07,8.1e+07,-1e+06,8e+07,3.6e+08,2.218e+09,1.79e+08,0.40842,0.06014,0.04159,0.05916,0.0122,1.07831,1.64981,3.84818,0.16304,0.44149,0.43117,10.61436,7.46277,0.47606,0.24202,7,0.02579,0.01796,0.54819,-0.89722,-1.34583
