"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"34","2018_Q3",41.2503174603175,"Up",1.934e+09,-1.305e+09,-1.17e+08,-6.08e+08,-5.04e+08,6.29e+08,-9.4e+07,-9.4e+07,5.35e+08,-2.7e+07,5.08e+08,-2.39e+08,2.69e+08,2.69e+08,1.95e+08,1.95e+08,9.72e+08,9.72e+08,1.446e+09,1.446e+09,3.6e+08,1.77e+08,3.139e+09,1.8336e+10,4.5132e+10,-2.6796e+10,4.35e+08,4.35e+08,1.8771e+10,2.191e+10,6.82e+08,6.82e+08,1.23e+09,1.23e+09,2.312e+09,7.937e+09,2.666e+09,5.18e+08,2.148e+09,1.0603e+10,1.2915e+10,1.2271e+10,-1.748e+09,4e+06,7.64e+09,8.995e+09,2.191e+10,2.69e+08,6.08e+08,55000000.0000001,1.81e+08,1.113e+09,-1.013e+09,-1.1e+07,-1.024e+09,-9.6e+07,2.98023223876953e-08,-9.8e+07,-1.94e+08,-1.05e+08,-1.05e+08,-1.05e+08,1.237e+09,8.337e+09,6.44e+08,0.32523,0.10083,0.02168,0.0089,3.30256,1.3577,1.4358,0.38051,0.51047,0.50649,5.06283,20,1.68586,0.25131,0.01455,0.0322,0.49231,5.95392,11.70906
"35","2018_Q4",33.9901587301587,"Down",1.983e+09,-1.348e+09,-9.9e+07,-6.1e+08,-5.4e+08,6.35e+08,-1.92e+08,-1.92e+08,4.43e+08,-3.7e+07,4.06e+08,-2.45e+08,1.61e+08,1.61e+08,8.1e+07,8.1e+07,5.93e+08,5.93e+08,1.457e+09,1.457e+09,3.73e+08,2.29e+08,2.785e+09,1.8646e+10,4.6045e+10,-2.7399e+10,4.39e+08,4.39e+08,1.9085e+10,2.187e+10,7.44e+08,7.44e+08,1.313e+09,1.313e+09,2.207e+09,8.053e+09,2.664e+09,5.02e+08,2.162e+09,1.0717e+10,1.2924e+10,1.2205e+10,-1.667e+09,4e+06,7.612e+09,8.946e+09,2.187e+10,1.61e+08,6.1e+08,2.29e+08,6e+06,1.006e+09,-9.04e+08,-2.2e+07,-9.26e+08,-9.6e+07,-2.28e+08,-1.35e+08,-4.59e+08,-3.79e+08,-3.79e+08,-3.79e+08,1.245e+09,8.203e+09,5.92e+08,0.32022,0.04085,0.00905,0.0037,7.30864,1.26189,1.44467,0.37508,0.21149,0.21039,5.17755,19.87467,1.54569,0.25065,0.00893,0.02988,1.18519,6.11245,11.98425
"36","2019_Q1",30.2716393442623,"Down",2.105e+09,-1.828e+09,-1.01e+08,-6.34e+08,-8.41e+08,2.77e+08,-9.3e+07,-9.3e+07,1.84e+08,-5.28e+08,-3.44e+08,-5999999.99999997,-3.5e+08,-3.5e+08,-3.81e+08,-3.81e+08,7.14e+08,7.14e+08,1.194e+09,1.194e+09,3.78e+08,2.18e+08,2.687e+09,1.8421e+10,4.6756e+10,-2.8335e+10,4.74e+08,4.74e+08,1.8895e+10,2.1582e+10,7.09e+08,7.09e+08,1.342e+09,1.342e+09,2.201e+09,8.054e+09,2.515e+09,3.91e+08,2.124e+09,1.0569e+10,1.277e+10,1.2366e+10,-2.048e+09,4e+06,7.13e+09,8.812e+09,2.1582e+10,-3.5e+08,6.34e+08,5.17e+08,2.42e+08,1.043e+09,-9.81e+08,-3.2e+07,-1.104e+09,-9.5e+07,5.96046447753906e-08,-3.51e+08,1.82e+08,1.21e+08,1.21e+08,1.21e+08,9.11e+08,8.204e+09,1.78e+08,0.13159,-0.181,-0.04324,-0.01765,-0.46719,1.22081,1.44916,0.38013,-1,-0.99738,5.52493,18.71391,0.46719,0.24934,-0.01464,0.00911,-0.249340000000002,8.22173,27.03971
"37","2019_Q2",29.0844444444444,"Down",1.635e+09,-1.346e+09,-1.23e+08,-6.46e+08,-5.08e+08,2.89e+08,-9.7e+07,-9.7e+07,1.92e+08,-2.7e+07,1.65e+08,-1.67e+08,-2e+06,-2e+06,-2e+06,-2e+06,3.27e+08,3.27e+08,1.185e+09,1.185e+09,5.54e+08,2.13e+08,2.504e+09,1.8291e+10,4.6945e+10,-2.8654e+10,7.47e+08,7.47e+08,1.9247e+10,2.1751e+10,6.79e+08,6.79e+08,1.356e+09,1.356e+09,2.374e+09,8.094e+09,2.674e+09,3.7e+08,2.304e+09,1.0768e+10,1.3142e+10,1.227e+10,-2.095e+09,4e+06,6.989e+09,8.609e+09,2.1751e+10,-2e+06,6.46e+08,9.2e+07,-1.38e+08,5.98e+08,-8.63e+08,-8.4e+07,-9.38e+08,-9.4e+07,1.59e+08,-1.12e+08,-4.7e+07,-3.87e+08,-3.87e+08,-3.87e+08,9.35e+08,8.433e+09,1.01e+08,0.17676,-0.00122,-0.00023,-9e-05,-50.5,1.05476,1.52654,0.38771,-0.00532,-0.00532,4.3484,18.58777,0.26862,0.25,0.00467,0.00512,-47,8.66952,28.04844
"38","2019_Q3",22.65296875,"Down",1.603e+09,-1.316e+09,-1.02e+08,-6.02e+08,-5.17e+08,2.87e+08,-1.73e+08,-1.73e+08,1.14e+08,-2.66e+08,-1.52e+08,-1.64e+08,-3.16e+08,-3.16e+08,-3.16e+08,-3.16e+08,5.49e+08,5.49e+08,1.098e+09,1.098e+09,1.144e+09,343456505.984019,2.791e+09,1.7756e+10,4.3992e+10,-2.6236e+10,7.32e+08,7.32e+08,1.9015e+10,2.1806e+10,6.44e+08,6.44e+08,1.443e+09,1.443e+09,2.262e+09,8.157e+09,2.712e+09,3.48e+08,2.364e+09,1.0869e+10,1.3131e+10,1.2192e+10,-2.455e+09,4e+06,6.551e+09,8.675e+09,2.1806e+10,-3.16e+08,6.02e+08,3.92e+08,1.78e+08,8.56e+08,-8.03e+08,-3.29e+08,-8.94e+08,-9.4e+07,-1.7e+08,5.24e+08,2.6e+08,2.22e+08,2.22e+08,2.22e+08,8.89e+08,8.332e+09,4.28e+08,0.17904,-0.19713,-0.0364300000000001,-0.01449,-1.35442999999999,1.23386,1.51366,0.3821,-0.84043,-0.84043,4.2633,17.42287,1.1383,0.25,-0.01126,0.0217,-0.297470000000004,8.75478,27.11847
"39","2019_Q4",21.6084375,"Down",1.537e+09,-1.392e+09,-9.8e+07,-7.11e+08,-5.27e+08,1.45e+08,-9.5e+07,-9.5e+07,5e+07,-3.6e+07,1.4e+07,-1.31e+08,-1.17e+08,-1.17e+08,-2.37e+08,-2.59e+08,1.63e+08,1.63e+08,1.07e+09,1.07e+09,7.38e+08,532617395.473657,1.971e+09,1.7655e+10,4.4608e+10,-2.6953e+10,6.84e+08,6.84e+08,1.9434e+10,2.1405e+10,6.61e+08,6.61e+08,1.241e+09,1.241e+09,1.921e+09,8.393e+09,2.684e+09,3.4e+08,2.344e+09,1.1077e+10,1.2998e+10,1.2113e+10,-2.625e+09,3e+06,6.301e+09,8.407e+09,2.1405e+10,-1.17e+08,7.11e+08,4.2e+07,-1e+06,6.35e+08,-7.62e+08,3.96e+08,-9.51e+08,-9.4e+07,8.5e+07,-6.1e+07,-7e+07,-3.86e+08,-3.86e+08,-3.86e+08,8.56e+08,8.412e+09,2.24e+08,0.09434,-0.16851,-0.03081,-0.0121,-0.86486,1.02603,1.54609,0.39299,-0.68338,-0.68338,4.05541,16.62533,0.59103,0.24802,-0.00846,0.01149,-0.36293,9.63668,56.88966
"40","2020_Q1",21.4474193548387,"Down",1.778e+09,-1.939e+09,-8.3e+07,-7.21e+08,-5.5e+08,-1.61e+08,-9.7e+07,-9.7e+07,-2.58e+08,-2.777e+09,-3.035e+09,-2.12e+08,-3.247e+09,-3.247e+09,-2.96e+09,-2.976e+09,2.47e+08,2.47e+08,1.062e+09,1.062e+09,6.52e+08,6.52e+08,1.961e+09,1.4158e+10,4.3145e+10,-2.8987e+10,7.3e+08,7.3e+08,1.6146e+10,1.8107e+10,6.95e+08,6.95e+08,1.149e+09,1.149e+09,1.855e+09,8.555e+09,2.677e+09,3.46e+08,2.331e+09,1.1232e+10,1.3087e+10,1.203e+10,-5.601e+09,1.6e+07,3.255e+09,5.02e+09,1.8107e+10,-3.247e+09,7.21e+08,3.346e+09,-4.2e+07,7.78e+08,1.85e+08,-14000000.0000001,-6.63e+08,-9.4e+07,1.61e+08,-98000000.0000001,-3.1e+07,8.4e+07,8.4e+07,8.4e+07,5.6e+08,8.566e+09,9.15e+08,-0.09055,-1.67379,-0.59283,-0.16436,-0.30746,1.05714,2.60697,0.47308,-7.8939,-7.8939,4.71618,8.63395,2.42706,0.24934,-0.17721,0.05626,-0.0315899999999991,14.85536,-51.67081
"41","2020_Q2",11.0309523809524,"Down",1.344e+09,-1.243e+09,-6.8e+07,-5.66e+08,-5.52e+08,3.6e+07,-1.03e+08,-1.03e+08,-6.7e+07,-4.499e+09,-4.566e+09,-5.6e+07,-4.622e+09,-4.622e+09,-4.462e+09,-4.48e+09,4.28e+08,4.28e+08,8.38e+08,8.38e+08,6.42e+08,6.42e+08,1.908e+09,9.586e+09,4.3238e+10,-3.3652e+10,5.6e+08,5.6e+08,1.1483e+10,1.3391e+10,5.28e+08,5.28e+08,9.53e+08,9.53e+08,2.025e+09,8.336e+09,2.685e+09,3.09e+08,2.376e+09,1.1021e+10,1.3046e+10,1.2009e+10,-1.0081e+10,1.5e+07,-1.246e+09,3.45e+08,1.3391e+10,-4.622e+09,5.66e+08,4.579e+09,-2.1e+07,5.02e+08,-4.05e+08,-2.1e+07,-5.09e+08,-9.4e+07,3.22e+08,-4e+07,1.88e+08,1.81e+08,1.81e+08,1.81e+08,6.02e+08,8.88e+09,2.32e+08,0.02679,-3.33333,-12.98551,-0.33455,-0.05179,0.94222,37.81449,0.66313,-11.85185,-11.85185,3.55556,-3.2963,0.61376,0.24868,-0.36826,0.01948,-0.02098,14.03987,234.77778
"42","2020_Q3",13.2665625,"Up",7.52e+08,-9.99e+08,-9.4e+07,-4.18e+08,-4.15e+08,-4.03e+08,3.4e+07,3.4e+07,-3.69e+08,-4.7e+07,-4.16e+08,3.8e+07,-3.78e+08,-377999999.999999,-367000000.000001,-3.86e+08,1.35e+08,1.35e+08,8.71e+08,8.71e+08,6.52e+08,6.52e+08,1.658e+09,9.344e+09,4.3434e+10,-3.409e+10,5.89e+08,5.89e+08,1.1341e+10,1.2999e+10,4.59e+08,4.59e+08,9.57e+08,9.57e+08,1.71e+09,8.523e+09,2.81e+09,2.99e+08,2.511e+09,1.1333e+10,1.3043e+10,1.2006e+10,-1.0467e+10,1.5e+07,-1.635e+09,-4.4e+07,1.2999e+10,-3.78e+08,4.18e+08,1.1e+08,-6.6e+07,8.4e+07,-3.35e+08,-1999999.99999997,-4.08e+08,-1e+07,7.6e+07,-3.5e+07,3.1e+07,-2.93e+08,-2.93e+08,-2.93e+08,1.5e+07,8.817e+09,-4.24e+08,-0.5359,-0.513300000000001,8.77273,-0.02969,1.09845,0.96959,-296.43182,0.67828,-1.02116,-1.02116,1.98942,-4.3254,-1.12169,0.02646,-0.03246,-0.03661,-0.0259100000000002,578.8,-21.5434200000001
"43","2020_Q4",11.3034375,"Down",9.23e+08,-9.46e+08,-5.2e+07,-3.98e+08,-4.38e+08,1.98e+08,-9.9e+07,-9.9e+07,9.9e+07,-2.7e+07,7.2e+07,-3.1e+07,4.1e+07,4.1e+07,1.5e+07,-4e+06,1.62e+08,1.62e+08,8.99e+08,8.99e+08,6.58e+08,6.58e+08,1.719e+09,9.067e+09,4.3553e+10,-3.4486e+10,5.65e+08,5.65e+08,1.1156e+10,1.2875e+10,3.95e+08,3.95e+08,8.03e+08,8.03e+08,1.382e+09,8.75e+09,2.78e+09,2.71e+08,2.509e+09,1.153e+10,1.2912e+10,1.2003e+10,-1.0471e+10,1.6e+07,-1.641e+09,-3.7e+07,1.2875e+10,4.1e+07,3.98e+08,-3.8e+07,-9.7e+07,3.04e+08,-2.33e+08,-2.8e+08,-3.59e+08,-9e+06,1.31e+08,-4e+07,8.2e+07,2.7e+07,2.7e+07,2.7e+07,5.96e+08,8.934e+09,2.97e+08,0.21452,-0.00433,0.10811,-0.00031,-74.25,1.24385,-348.97297,0.6939,-0.01058,-0.01058,2.4418,-4.34127,0.78571,0.02381,0.00043,0.02543,-2.25,14.71812,44.30303
"44","2021_Q1",17.7593442622951,"Up",1.289e+09,-1.029e+09,-7.6e+07,-3.9e+08,-4.76e+08,2.6e+08,-9.9e+07,-9.9e+07,1.61e+08,-9.1e+07,7e+07,-1.5e+07,54999999.9999999,5.5e+07,3e+07,1e+07,2.62e+08,2.62e+08,9.08e+08,9.08e+08,6.76e+08,6.76e+08,1.846e+09,8.819e+09,4.3629e+10,-3.481e+10,5.26e+08,5.26e+08,1.09e+10,1.2746e+10,6.59e+08,4.44e+08,8.62e+08,8.62e+08,1.523e+09,8.77e+09,2.49e+09,251733015.419526,2.49e+09,1.126e+10,1.2783e+10,1.1997e+10,-1.0461e+10,1.4e+07,-1.639e+09,-37000000.0000001,1.2746e+10,54999999.9999999,3.9e+08,54999999.9999999,-1999999.99999997,4.98e+08,-1.63e+08,3e+08,-1.9e+08,-1e+07,-1.56e+08,-4.2e+07,-2.08e+08,1e+08,1e+08,1e+08,6.5e+08,8.772e+09,5e+08,0.20171,0.00776000000000002,-0.270269999999998,0.000780000000000001,50,1.21208,-345.48649,0.68822,0.0264600000000002,0.02646,3.41005,-4.33598,1.32275,0.02646,0.00178,0.04454,1,13.09231,32.73077
"45","2021_Q2",20.0088888888889,"Up",2.092e+09,-1.273e+09,-8.3e+07,-3.42e+08,-8.02e+08,7.61e+08,-1.07e+08,-1.07e+08,6.54e+08,-2.8e+07,6.26e+08,-1.67e+08,4.59e+08,4.59e+08,3.97e+08,3.97e+08,2.81e+08,2.81e+08,1.057e+09,1.057e+09,7.09e+08,7.09e+08,2.047e+09,8.544e+09,4.369e+10,-3.5146e+10,1.817e+09,1.817e+09,1.1928e+10,1.3975e+10,5.64e+08,5.64e+08,7.77e+08,7.77e+08,1.343e+09,8.713e+09,2.727e+09,2.34e+08,2.493e+09,1.144e+10,1.2783e+10,9.557e+09,-9.982e+09,1.5e+07,-4.1e+08,1.192e+09,1.3975e+10,4.59e+08,3.42e+08,4.6e+07,-1.56e+08,6.91e+08,-2.37e+08,-1.4e+07,-2.51e+08,-9e+06,-5.8e+07,-3.54e+08,-4.21e+08,1.9e+07,1.9e+07,1.9e+07,1.103e+09,8.715e+09,8.77e+08,0.36377,0.18977,0.33305,0.02841,2.20907,1.5242,10.72399,0.62361,1.05026,1.05026,5.53439,-1.08466,2.32011,0.02381,0.03214,0.06942,0.02267,7.64642,11.08279
"46","2021_Q3",18.65203125,"Down",1.782e+09,-1.073e+09,-7.9e+07,-3.51e+08,-6.24e+08,6.48e+08,-9.4e+07,-9.4e+07,5.54e+08,-3.2e+07,5.22e+08,-9.1e+07,4.31e+08,4.31e+08,3.39e+08,3.39e+08,1.022e+09,1.022e+09,1.065e+09,1.065e+09,5.99e+08,5.99e+08,2.686e+09,8.297e+09,4.2041e+10,-3.3744e+10,1.851e+09,1.851e+09,1.1702e+10,1.4388e+10,6.21e+08,6.21e+08,9.42e+08,9.42e+08,1.778e+09,8.42e+09,2.625e+09,1.95e+08,2.43e+09,1.1045e+10,1.2823e+10,9.535e+09,-9.642e+09,1.5e+07,-91999999.9999999,1.565e+09,1.4388e+10,4.31e+08,3.51e+08,-1.3e+07,1.75e+08,9.44e+08,-7.3e+07,1e+06,-7.2e+07,0,-78999999.9999999,-5.2e+07,-1.31e+08,7.41e+08,7.41e+08,7.41e+08,9.99e+08,8.635e+09,1.192e+09,0.36364,0.19024,0.21661,0.02356,3.51622,1.51069,8.19360999999999,0.60015,0.89683,0.89683,4.71429,-0.24339,3.15344,3.46944695195361e-18,0.02643,0.09294,-1.90819582357449e-16,7.62062,11.74846
"47","2021_Q4",25.9496875,"Up",2.099e+09,-1.254e+09,-1.32e+08,-3.35e+08,-7.66e+08,8.45e+08,-1.92e+08,-1.92e+08,6.53e+08,-4.99e+08,1.54e+08,-1.54e+08,0,0,-8.3e+07,-8.3e+07,3.48e+08,3.48e+08,1.167e+09,1.167e+09,6.54e+08,5.99e+08,2.169e+09,8.113e+09,4.2002e+10,-3.3889e+10,2.606e+09,2.606e+09,1.2257e+10,1.4426e+10,8.12e+08,6.43e+08,9.37e+08,9.37e+08,2.207e+09,7.193e+09,3.625e+09,118172824.671242,3.625e+09,1.0818e+10,1.3025e+10,9.532e+09,-9.726e+09,1.5e+07,-1.79e+08,1.401e+09,1.4426e+10,0,3.35e+08,5.37e+08,-8.9e+07,7.83e+08,-1.3e+08,2.8e+07,-1.02e+08,0,-1.196e+09,-1.59e+08,-1.355e+09,-6.74e+08,-6.74e+08,-6.74e+08,1.18e+09,7.651e+09,1.115e+09,0.40257,-0.03954,-0.05924,-0.00575,-13.43373,0.98278,9.29693,0.53036,-0.219,-0.219,5.53826,-0.4723,2.94195,0,-0.00655,0.08795,0,6.18898,8.6426
"48","2022_Q1",34.2398387096774,"Up",2.401e+09,-1.533e+09,-6.3e+07,-3.32e+08,-1.097e+09,9.87e+08,-7.9e+07,-7.9e+07,9.08e+08,-2.3e+08,6.78e+08,-1.66e+08,5.12e+08,5.12e+08,5.71e+08,4.09e+08,2.79e+08,2.79e+08,1.467e+09,1.467e+09,6.49e+08,6.49e+08,2.395e+09,8.7e+09,4.2913e+10,-3.4213e+10,1.933e+09,1.933e+09,1.1998e+10,1.4393e+10,7.99e+08,6.51e+08,1.17e+09,1.17e+09,2.184e+09,7.49e+09,3.747e+09,-11481525.9862731,3.747e+09,1.1237e+10,1.3421e+10,8.677e+09,-9.317e+09,2.2e+07,-6.18e+08,9.72e+08,1.4393e+10,5.12e+08,3.32e+08,1.54e+08,8.9e+07,1.087e+09,-2.5e+08,3.7e+07,-2.41e+08,0,4.1e+07,-9.56e+08,-9.15e+08,-68999999.9999998,-68999999.9999998,-68999999.9999998,1.319e+09,7.705e+09,1.324e+09,0.41108,0.17035,0.42078,0.02842,3.23716,1.09661,13.80761,0.53533,1.07916,1.07916,6.33509,-1.63061,3.4934,-8.67361737988404e-19,0.03292,0.10657,0,5.63002,7.52381
"49","2022_Q2",41.8388709677419,"Up",3.828e+09,-1.232e+09,-1.51e+08,-2.91e+08,-7.65e+08,2.515e+09,-1.4e+08,-1.4e+08,2.375e+09,-4.3e+07,2.332e+09,-3.51e+08,1.981e+09,1.981e+09,1.847e+09,1.847e+09,1.44e+08,1.44e+08,1.721e+09,1.721e+09,6.95e+08,6.95e+08,2.56e+09,7.752e+09,4.181e+10,-3.4058e+10,2.606e+09,2.606e+09,1.0934e+10,1.3494e+10,7.38e+08,6.33e+08,1.222e+09,1.222e+09,2.085e+09,5.938e+09,3.129e+09,-208963051.972546,3.129e+09,9.067e+09,1.1152e+10,8.891e+09,-7.47e+09,2.1e+07,1.442e+09,2.342e+09,1.3494e+10,1.981e+09,2.91e+08,-1.098e+09,-3.18e+08,8.56e+08,4.12e+08,-3e+06,4.9e+08,11006984.7108767,-1.053e+09,-4.28e+08,-1.481e+09,-1.35e+08,-1.35e+08,-1.35e+08,2.806e+09,6.063e+09,3.251e+09,0.657,0.4825,0.78864,0.13688,1.76015,1.22782,4.76174,0.44931,5.11634,5.10221,10.60388,3.99446,9.00554,-0.0291182086110027,0.16014,0.28186,0.204830354148982,2.10941,2.35348
"50","2022_Q3",35.319375,"Down",3.052e+09,-1.341e+09,-8.3e+07,-2.78e+08,-9.65e+08,1.617e+09,-6.2e+07,-6.2e+07,1.555e+09,-3.2e+07,1.523e+09,-3.94e+08,1.129e+09,1.129e+09,9.03e+08,9.03e+08,2.28e+08,2.28e+08,1.963e+09,1.963e+09,8.71e+08,8.71e+08,3.062e+09,7.843e+09,4.1599e+10,-3.3756e+10,2.316e+09,2.316e+09,1.0777e+10,1.3839e+10,9.15e+08,8.27e+08,1.721e+09,1.721e+09,2.761e+09,5.234e+09,3.354e+09,-489271753.287577,3.354e+09,8.588e+09,1.1349e+10,8.054e+09,-6.567e+09,2.1e+07,1.508e+09,2.49e+09,1.3839e+10,1.129e+09,2.78e+08,-9e+06,1.46e+08,1.544e+09,-3.22e+08,5e+06,-3.17e+08,42020954.1326302,-6.65e+08,-4.78e+08,-1.143e+09,83999999.9999999,83999999.9999999,83999999.9999999,1.895e+09,5.359e+09,2.113e+09,0.52982,0.29587,0.36265,0.06525,2.33998,1.10902,4.55783,0.38724,2.64809,2.64035,8.95015,4.42229,6.19648,-0.111164625833008,0.0806,0.18861,0.591821062446945,2.70765,3.17316
