"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"35","2018_Q4",21.7565079365079,"Down",60068000,-40687000,19381000,-9968000,-9412000,-556000,9413000,763000,508000,255000,10176000,10176000,-2389000,7787000,7787000,7787000,7787000,93166000,93166000,1269000,1269000,32247000,1791000,1266000,128473000,27584000,860000,860000,28444000,156917000,23052000,20283000,2769000,23052000,1007000,1007000,24059000,9000,11714000,121135000,132858000,132858000,156917000,7787000,556000,634000,2646000,11623000,-57000,-57000,-5532000,-5532000,6034000,6034000,6034000,9969000,0,14947000,0.32265,0.15671,0.12964,0.05861,0.04962,1.91948,5.57318,0.18109,0,0.38017,0.37998,2.93258,6.48582,0.72973,0.27008,0.0995,0.11166,0.71041,-9.34557,-9.89759
"36","2019_Q1",18.5919672131148,"Down",64565000,-43841000,20724000,-12923000,-12362000,-561000,7801000,805000,549000,256000,8606000,8606000,-1987000,6619000,6619000,6619000,6619000,100529000,100529000,2542000,2542000,21370000,1990000,1408000,126431000,27136000,860000,860000,27996000,154427000,18626000,16275000,2351000,18626000,1121000,1121000,19747000,9000,12499000,122172000,134680000,134680000,154427000,6619000,561000,935000,4998000,13113000,-113000,-113000,-5637000,-5637000,7363000,7363000,7363000,8362000,0,15234000,0.32098,0.12082,0.10252,0.04915,0.04286,2.30156,6.78788,0.14662,0,0.32304,0.32285,3.15105,6.57252,0.74348,0.27511,0.09025,0.11218,0.85164,-12.02212,-12.88668
"37","2019_Q2",16.3873015873016,"Down",79988000,-58127000,21861000,-15700000,-15132000,-568000,6161000,824000,567000,257000,6985000,6985000,-1642000,5343000,5343000,5343000,5343000,83398000,83398000,2145000,2145000,30168000,1506000,1506000,117217000,26760000,860000,860000,27620000,144837000,20255000,15689000,3325000,20255000,939000,939000,21194000,9000,1637000,121997000,123643000,123643000,144837000,5343000,568000,478000,-6353000,36000,-192000,-192000,-5479000,-16975000,-17131000,-17131000,-17131000,6729000,0,1826000,0.2733,0.07702,0.0668,0.04321,0.03689,0.34176,5.78706,0.17141,0,0.26405,0.26392,3.95295,6.10991,0.09024,0.27077,0.08687,0.01466,1.02545,-12.39382,-13.53644
"38","2019_Q3",14.0153125,"Down",69936000,-49934000,20002000,-11631000,-11059000,-572000,8371000,763000,459000,304000,9134000,9134000,-2469000,6665000,6665000,6665000,6665000,94897000,94897000,1466000,1466000,19061000,2841000,2841000,118265000,26412000,860000,860000,27272000,145537000,18551000,15155000,2871000,18551000,1395000,1395000,19946000,9000,2367000,123215000,125591000,125591000,145537000,6665000,572000,1225000,8796000,17258000,-224000,-224000,-5535000,-5535000,11499000,11499000,11499000,8943000,0,19984000,0.286,0.1197,0.0953,0.05307,0.0458,2.99835,6.37513,0.15882,0,0.3339,0.3337,3.50363,6.29137,1.00115,0.27729,0.09607,0.15737,0.83046,-10.61132,-11.3364
"39","2019_Q4",19.26609375,"Up",59915000,-42218000,17697000,-9765000,-9203000,-562000,7932000,722000,421000,301000,8654000,8654000,-1814000,6840000,6840000,6840000,6840000,92374000,92374000,2052000,2052000,24165000,4176000,4176000,122767000,25917000,860000,860000,26777000,149544000,20725000,16635000,3195000,20725000,1109000,1109000,21834000,9000,3083000,124618000,127710000,127710000,149544000,6840000,562000,468000,-3586000,4284000,-1411000,-1411000,-5396000,-5396000,-2523000,-2523000,-2523000,8494000,0,5311000,0.29537,0.13239,0.11416,0.05356,0.04574,0.77646,5.92362,0.17097,0,0.34227,0.34209,2.99815,6.39016,0.26576,0.27002,0.09499,0.04123,0.78889,-10.87521,-11.64574
"40","2020_Q1",22.7975806451613,"Up",74286000,-52600000,21686000,-13173000,-12618000,-555000,8513000,607000,3e+05,307000,9120000,9120000,-2117000,7003000,7003000,7003000,7003000,103762000,103762000,3843000,3843000,17884000,3529000,3529000,129018000,25445000,860000,860000,26305000,155323000,24343000,19658000,4214000,24343000,970000,970000,25313000,9000,3824000,126177000,130010000,130010000,155323000,7003000,555000,691000,9017000,17266000,-484000,-484000,-5393000,-5394000,11388000,11388000,11388000,9068000,0,19718000,0.29193,0.1146,0.09427,0.05387,0.04509,2.81565,5.3,0.1947,0,0.35043,0.35003,3.71727,6.50525,0.98669,0.26987,0.09464,0.15054,0.7701,-11.44266,-12.18865
"41","2020_Q2",30.447619047619,"Up",96204000,-69419000,26785000,-17349000,-16787000,-562000,9436000,345000,90000,255000,9781000,9781000,-2013000,7768000,7768000,7768000,7768000,86821000,86821000,2710000,2710000,43071000,3277000,3277000,135879000,26016000,860000,860000,26876000,162755000,29169000,20975000,5169000,29169000,715000,715000,29884000,9000,4564000,128298000,132871000,132871000,162755000,7768000,562000,518000,-20050000,-11202000,-145000,-145000,-5594000,-5594000,-16941000,-16941000,-16941000,9998000,0,-8184000,0.27842,0.09808,0.08075,0.05846,0.04773,-1.05355,4.65834,0.22491,0,0.38871,0.38759,4.81405,6.64842,-0.40953,0.27992,0.10003,-0.06126,0.72013,-8.68384,-9.20104
"42","2020_Q3",29.31296875,"Down",75436000,-52418000,23018000,-12547000,-11940000,-607000,10471000,404000,66000,338000,10875000,10875000,-2463000,8412000,8412000,8412000,8412000,106344000,106344000,2212000,2212000,21451000,2613000,2613000,132620000,25469000,860000,860000,26329000,158949000,21162000,16058000,4486000,21162000,1378000,1378000,22540000,9000,5337000,131063000,136409000,136409000,158949000,8412000,607000,1464000,15907000,26390000,-1048000,-1048000,-5819000,-5819000,19523000,19523000,19523000,11078000,0,28400000,0.30513,0.13881,0.11151,0.06167,0.05292,3.37613,6.26689,0.16524,0,0.41926,0.41739,3.75977,6.79825,1.41547,0.29002,0.10328,0.20612,0.69175,-9.59957,-10.15605
"43","2020_Q4",27.53015625,"Down",65896000,-46273000,19623000,-10330000,-9708000,-622000,9293000,418000,73000,345000,9711000,9711000,-2100000,7611000,7611000,7611000,7611000,106501000,106501000,1831000,1831000,28165000,4512000,4512000,141009000,25502000,860000,860000,26362000,167371000,26921000,21869000,4429000,26921000,1323000,1323000,28244000,9000,6118000,1.33e+08,139127000,139127000,167371000,7611000,622000,749000,-2544000,6438000,-655000,-655000,-5626000,-5626000,157000,157000,157000,9915000,0,8816000,0.29779,0.14103,0.1155,0.05471,0.04547,1.15832,5.23788,0.20301,0,0.37879,0.37858,3.27955,6.9237,0.43876,0.28,0.09425,0.06277,0.73919,-10.7414,-11.46035
"44","2021_Q1",31.3490163934426,"Up",71679000,-51157000,20522000,-12135000,-11499000,-636000,8387000,462000,85000,377000,8849000,8849000,-2037000,6812000,6812000,6812000,6812000,118718000,118718000,2587000,2587000,34420000,5462000,4503000,161187000,25450000,860000,860000,26310000,187497000,44935000,39548000,5387000,44935000,1281000,1281000,46216000,9000,7131000,134141000,141281000,141281000,187497000,6812000,636000,1017000,9983999.99999999,18449000,-584000,-584000,-5648000,-5648000,12217000,12217000,12217000,9023000,0,20460000,0.2863,0.11701,0.09503,0.04822,0.03633,3.00352,3.58711,0.32712,0,0.33892,0.33763,3.5663,7.02881,1.01796,0.28101,0.0874,0.14352,0.82913,-13.15726,-14.155
"45","2021_Q2",28.8595238095238,"Down",79312000,-57532000,21780000,-16361000,-15714000,-647000,5419000,369000,85000,284000,5788000,5788000,-1360000,4428000,4428000,4428000,4428000,111786000,111786000,2162000,2162000,29174000,4061000,4061000,147183000,25280000,860000,860000,26140000,173323000,31862000,24714000,6579000,31862000,1114000,1114000,32976000,9000,7849000,132489000,140347000,140347000,173323000,4428000,647000,580000,-6077000,-422000,-477000,-477000,-6033000,-6033000,-6932000,-6932000,-6932000,6066000,0,872000,0.27461,0.06833,0.05583,0.03155,0.02555,0.19693,4.61939,0.23496,0,0.22074,0.22009,3.95374,6.99591,0.04347,0.30075,0.07395,0.00616,1.36247,-18.42829,-20.62853
"46","2021_Q3",26.46046875,"Down",67386000,-48212000,19174000,-11087000,-10393000,-694000,8087000,244000,74000,170000,8331000,8331000,-1982000,6349000,6349000,6349000,6349000,106562000,106562000,1854000,1854000,19733000,5296000,4397000,133445000,25081000,860000,860000,25941000,159386000,16272000,11183000,5089000,16272000,1627000,1627000,17899000,9000,8732000,132746000,141487000,141487000,159386000,6349000,694000,1424000,-6970000,1497000,-495000,-495000,-6226000,-6226000,-5224000,-5224000,-5224000,8781000,0,3298000,0.28454,0.12001,0.09422,0.04487,0.03983,0.51945,8.2009,0.12651,0,0.31518,0.31147,3.34521,7.02333,0.16372,0.30907,0.08787,0.02304,0.98063,-12.13552,-13.17695
"47","2021_Q4",25.67921875,"Down",60717000,-42992000,17725000,-12578000,-11868000,-710000,5147000,371000,84000,287000,5518000,5518000,-1261000,4257000,4257000,4257000,4257000,108911000,108911000,1267000,1267000,27640000,5086000,3216000,142904000,24665000,860000,860000,25525000,168429000,26265000,21935000,4330000,26265000,1262000,1262000,27527000,9000,10172000,130721000,140902000,140902000,168429000,4257000,710000,1121000,2618000,8706000,-294000,-294000,-6063000,-6063000,2349000,2349000,2349000,5857000,0,9442000,0.29193,0.08477,0.07011,0.03021,0.02527,2.21799,5.44085,0.19536,0,0.21097,0.20697,3.00907,6.98251,0.46794,0.30048,0.07259,0.06642,1.42424,-18.59501,-21.16009
"48","2022_Q1",24.3487096774194,"Down",66002000,-46605000,19397000,-12340000,-11653000,-687000,7057000,377000,92000,285000,7434000,7434000,-1368000,6066000,6066000,6066000,6066000,111080000,111080000,1913000,1913000,32455000,5547000,4866000,150995000,24464000,860000,860000,25324000,176319000,33197000,27500000,5697000,33197000,936000,936000,34133000,9000,11681000,130496000,142186000,142186000,176319000,6066000,687000,1244000,720000,8717000,-486000,-486000,-6062000,-6062000,2169000,2169000,2169000,7744000,0,9346000,0.29389,0.10692,0.09191,0.04266,0.0344,1.54072,4.54845,0.24006,0,0.30677,0.31693,3.33782,7.1901,0.47264,0.30656,0.08474,0.0653,0.99934,-14.34401,-15.7404
"49","2022_Q2",21.211935483871,"Down",70187000,-50244000,19943000,-16453000,-15700000,-753000,3490000,315000,117000,198000,3805000,3805000,-1030000,2775000,2775000,2775000,2775000,105414000,105414000,1782000,1782000,22575000,4415000,4415000,134186000,24693000,5860000,860000,30553000,164739000,23897000,17031000,6027000,23897000,642000,642000,24539000,9000,13217000,126974000,140200000,140200000,164739000,2775000,753000,1287000,1565000,6380000,-982000,-5982000,-6064000,-6064000,-5666000,-5666000,-5666000,4243000,0,5856000,0.28414,0.04972,0.03954,0.01979,0.01684,2.11027,5.61518,0.17503,0,0.13732,0.13676,3.47323,6.9374,0.28979,0.30008,0.06276,0.04158,2.18523,-24.84421,-30.20458
"50","2022_Q3",20.46765625,"Down",65394000,-46943000,18451000,-15490000,-14632000,-858000,2961000,649000,388000,261000,3610000,3610000,-1031000,2579000,2579000,2579000,2579000,96546000,96546000,1590000,1590000,34022000,6058000,5463000,138216000,25189000,5860000,5860000,31049000,169265000,30565000,23980000,6585000,30565000,547000,547000,31112000,9000,14898000,123246000,138153000,138153000,169265000,2579000,858000,1607000,-6316000,-1272000,-1354000,-1354000,-6242000,-6242000,-8868000,-8868000,-8868000,3819000,0,-2820000,0.28215,0.04528,0.03944,0.01867,0.01524,-1.09345,4.52204,0.2252,0,0.12729,0.12677,3.22758,6.81822,-0.13918,0.30808,0.0636,-0.02033,2.42032,-25.28044,-32.60588
