"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","other_change_in_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",69.95734375,"Up",1.0342e+10,-7.419e+09,2.923e+09,-1.99e+09,-1.123e+09,-4.68e+08,-3.99e+08,9.33e+08,-1.94e+08,-2.78e+08,8.4e+07,7.39e+08,7.39e+08,-1.84e+08,-2e+06,5.53e+08,5.53e+08,-3e+06,5.5e+08,5.5e+08,6.764e+09,6.764e+09,6.326e+09,6.326e+09,9.458e+09,1.1058e+10,1.857e+09,9.201e+09,3.3606e+10,1.5916e+10,1.18e+09,2.7598e+10,2.652e+09,6.677e+09,2.536e+09,1.5733e+10,4.4694e+10,7.83e+10,1.1001e+10,5.104e+09,5.447e+09,1.3025e+10,3.157e+09,1.259e+09,1.898e+09,2.7183e+10,1.5546e+10,2.0268e+10,8.533e+09,1.1735e+10,3.5814e+10,6.2997e+10,5.277e+09,-1.7579e+10,2.9167e+10,-1.633e+09,1.5232e+10,7.1e+07,1.5303e+10,7.83e+10,5.53e+08,7.54e+08,9.9e+07,9.9e+07,9.08e+08,5.59e+08,3.79e+08,-3e+06,-26999999.9999999,2.314e+09,-6.55e+08,2.1e+08,2.1e+08,-8.65e+08,-3.5e+07,1.46e+08,-1.81e+08,-2.6e+07,-2.6e+07,-1.69e+08,-8.85e+08,-4.5e+08,-9.5e+07,-9.5e+07,-1999999.99999994,-2e+06,6e+06,-5.41e+08,8.88e+08,8.88e+08,-1e+07,8.78e+08,1.687e+09,2.8571e+10,2.124e+09,0.28263,0.09021,0.05318,0.03594,0.00702,3.86182,1.23629,4.11664,0.36489,0.94162,0.93442,17.70587,26.07773,3.63636,0.77042,5,0.01559,0.03311,0.818180000000001,12.9265,23.3729900000001
"27","2016_Q4",78.1542857142857,"Up",9.16e+09,-6.527e+09,2.633e+09,-2.005e+09,-9.92e+08,-4.53e+08,-5.6e+08,6.28e+08,-2.45e+08,-2.73e+08,2.8e+07,3.83e+08,3.83e+08,-9.6e+07,-4e+06,2.83e+08,2.83e+08,0,2.83e+08,2.83e+08,6.113e+09,6.113e+09,5.797e+09,5.797e+09,9.478e+09,1.0611e+10,1.892e+09,8.719e+09,3.1999e+10,1.568e+10,1.102e+09,2.7621e+10,2.453e+09,6.725e+09,2.579e+09,1.5864e+10,4.4403e+10,7.6402e+10,9.574e+09,4.713e+09,4.861e+09,1.2672e+10,3.044e+09,1.161e+09,1.883e+09,2.529e+10,1.519e+10,2.0207e+10,8.499e+09,1.1708e+10,3.5397e+10,6.0687e+10,5.266e+09,-1.7544e+10,2.945e+10,-1.527e+09,1.5645e+10,7e+07,1.5715e+10,7.6402e+10,2.83e+08,7.61e+08,2.72e+08,2.72e+08,-1.45e+08,5.55e+08,2.6e+07,-3.71e+08,-3.55e+08,1.171e+09,-4.06e+08,1.89e+08,1.89e+08,-5.95e+08,1.3e+07,1.09e+08,-9.6e+07,-3.4e+07,-3.4e+07,2.66e+08,-1.61e+08,-4.5e+08,-5.02e+08,-5.02e+08,-7e+06,-7e+06,-6.9e+08,-1.649e+09,-6.39e+08,-6.39e+08,-1.2e+07,-6.51e+08,1.389e+09,2.7862e+10,9.34e+08,0.28745,0.06856,0.0309,0.01801,0.0037,3.30035,1.26528,3.86172,0.36468,0.48401,0.47999,15.66615,26.75731,1.5974,0.76963,6,0.01149,0.01464,1.59011,15.65803,34.63217
"28","2017_Q1",82.3456451612903,"Up",9.574e+09,-7.541e+09,2.033e+09,-2.551e+09,-1.483e+09,-5.22e+08,-5.46e+08,-5.18e+08,-2.35e+08,-2.69e+08,3.4e+07,-7.53e+08,-1.348e+09,1.8e+08,1e+06,-1.167e+09,-1.167e+09,-4e+06,-1.171e+09,-1.171e+09,7.168e+09,7.168e+09,5.981e+09,5.981e+09,8.614e+09,1.0204e+10,1.682e+09,8.522e+09,3.1967e+10,1.5322e+10,1.029e+09,2.6386e+10,2.349e+09,6.02e+09,2.79e+09,1.5227e+10,4.2737e+10,7.4704e+10,9.872e+09,4.614e+09,4.806e+09,1.3249e+10,3.011e+09,1.167e+09,1.844e+09,2.6132e+10,1.4382e+10,2.0977e+10,9.357e+09,1.162e+10,3.5359e+10,6.1491e+10,5.277e+09,-1.7478e+10,2.7377e+10,-2.039e+09,1.3137e+10,7.6e+07,1.3213e+10,7.4704e+10,-1.167e+09,7.79e+08,1.365e+09,1.796e+09,6.84e+08,-2.99e+08,7.78e+08,-3.7e+07,2.42e+08,1.661e+09,-4.01e+08,3.27e+08,3.27e+08,-7.28e+08,3.38e+08,3.9e+08,-5.2e+07,-1.19e+08,-1.19e+08,4e+07,-1.42e+08,-4.51e+08,2.51e+08,2.51e+08,3.1e+07,3.1e+07,-2.78e+08,-4.47e+08,1.072e+09,1.072e+09,-1.7e+07,1.055e+09,2.61e+08,2.7631e+10,3.64e+08,0.21235,-0.0541,-0.12231,-0.08862,-0.01568,-0.31085,1.22329,4.65383,0.36987,-1.99966,-2.04971,16.34904,22.4334,0.62158,0.77015,4,-0.01165,0.00589,-0.38514,78.4023,-39.50386
"29","2017_Q2",89.0730158730159,"Up",9.822e+09,-6.758e+09,3.064e+09,-2.488e+09,-1.045e+09,-4.18e+08,-1.025e+09,5.76e+08,-2.87e+08,-2.82e+08,-5e+06,2.89e+08,2.89e+08,-9e+07,-5e+06,1.94e+08,1.94e+08,-2e+06,1.92e+08,1.92e+08,9.472e+09,9.472e+09,6.533e+09,6.533e+09,9.082e+09,1.0461e+10,1.777e+09,8.684e+09,3.5548e+10,1.4727e+10,9.44e+08,2.633e+10,2.287e+09,6.051e+09,2.94e+09,1.5052e+10,4.2001e+10,7.7549e+10,1.0559e+10,5.302e+09,5.257e+09,1.3616e+10,3.46e+09,1.383e+09,2.077e+09,2.7635e+10,1.4921e+10,2.1333e+10,9.291e+09,1.2042e+10,3.6254e+10,6.3889e+10,5.222e+09,-1.7391e+10,2.7584e+10,-1.827e+09,1.3588e+10,7.2e+07,1.366e+10,7.7549e+10,1.94e+08,7.1e+08,3.01e+08,3.01e+08,3.36e+08,-3.53e+08,-4.44e+08,7.32e+08,4.01e+08,1.541e+09,-2.75e+08,2.34e+08,2.34e+08,-5.09e+08,2.4e+07,8.9e+07,-6.5e+07,-1.8e+07,-1.8e+07,1.44e+08,-1.25e+08,-4.52e+08,6.18e+08,6.18e+08,-1.9e+07,-1.9e+07,7.32e+08,8.79e+08,2.295e+09,2.295e+09,9e+06,2.304e+09,1.286e+09,2.8537e+10,1.437e+09,0.31195,0.05864,0.01955,0.01406,0.00248,7.48438,1.28634,4.67709,0.36799,0.32681,0.32367,16.7183,23.12851,2.44596,0.76936,6,0.01014,0.02262,2.35417,14.82504,33.09896
"30","2017_Q3",101.753968253968,"Up",1.1331e+10,-7.859e+09,3.472e+09,-2.163e+09,-1.32e+09,-4.65e+08,-3.78e+08,1.309e+09,-1.5e+08,-2.83e+08,1.33e+08,1.159e+09,1.159e+09,-3.61e+08,5e+06,8.03e+08,8.03e+08,-1e+06,8.02e+08,8.02e+08,1.0232e+10,1.0232e+10,6.675e+09,6.675e+09,9.388e+09,1.0696e+10,1.776e+09,8.92e+09,3.6991e+10,1.442e+10,9.4e+08,2.6159e+10,2.232e+09,6.142e+09,2.866e+09,1.4919e+10,4.1519e+10,7.851e+10,1.1441e+10,5.778e+09,5.202e+09,1.3367e+10,3.325e+09,1.533e+09,1.792e+09,2.8133e+10,1.5e+10,2.1298e+10,9.248e+09,1.205e+10,3.6298e+10,6.4431e+10,5.316e+09,-1.7307e+10,2.7471e+10,-1.471e+09,1.4009e+10,7e+07,1.4079e+10,7.851e+10,8.03e+08,7.2e+08,1.89e+08,1.89e+08,6.71e+08,-8.9e+07,-2.44e+08,3.81e+08,6.23e+08,2.383e+09,-2.86e+08,3.29e+08,3.29e+08,-6.15e+08,-44000000.0000001,9.8e+07,-1.42e+08,8.8e+07,-3e+06,2.08e+08,-3.4e+07,-4.54e+08,-1.123e+09,-1.123e+09,1.02e+08,1.02e+08,-9.8e+07,-1.573e+09,7.76e+08,7.76e+08,4e+06,7.8e+08,2.029e+09,2.8367e+10,2.775e+09,0.30642,0.11552,0.07078,0.05696,0.01022,3.4601,1.31486,4.57639,0.36132,1.35886,1.34699,19.19858,23.73602,4.7018,0.76923,8,0.0197,0.04353,0.56608,8.9379,13.85409
"31","2017_Q4",123.259841269841,"Up",1.1413e+10,-7.678e+09,3.735e+09,-2.063e+09,-1.254e+09,-4.61e+08,-3.48e+08,1.672e+09,-1.49e+08,-2.81e+08,1.32e+08,1.523e+09,1.523e+09,-4.7e+08,8e+06,1.061e+09,1.061e+09,-2e+06,1.059e+09,1.059e+09,9.591e+09,9.591e+09,6.691e+09,6.691e+09,1.0212e+10,1.0691e+10,1.707e+09,8.984e+09,3.7185e+10,1.4187e+10,9.69e+08,2.6219e+10,2.175e+09,6.196e+09,2.845e+09,1.5003e+10,4.1375e+10,7.856e+10,1.1565e+10,6.113e+09,5.452e+09,1.1073e+10,3.265e+09,1.51e+09,1.755e+09,2.5903e+10,1.6015e+10,2.0945e+10,8.973e+09,1.1972e+10,3.696e+10,6.2863e+10,5.46e+09,-1.713e+10,2.853e+10,-1.233e+09,1.5627e+10,7e+07,1.5697e+10,7.856e+10,1.061e+09,7.23e+08,1.06e+08,1.06e+08,-6.49e+08,-1.3e+07,-8.01e+08,2.58e+08,-9.3e+07,1.241e+09,-2.12e+08,3.01e+08,3.01e+08,-5.13e+08,-1.43e+08,2.44e+08,-3.87e+08,-2.4e+07,-2.6e+07,1.05e+08,-2.74e+08,-4.61e+08,-1.898e+09,-1.898e+09,2.7e+08,2.7e+08,4.69e+08,-1.62e+09,-6.53e+08,-6.53e+08,2.7e+07,-6.26e+08,2.395e+09,2.7088e+10,2.004e+09,0.32726,0.1465,0.09279,0.06747,0.01348,1.89235,1.43555,4.00478,0.34481,1.78614,1.76471,19.24945,26.35689,3.38,0.77753,7,0.02385,0.03145,0.43532,7.30564,10.46471
"32","2018_Q1",141.00868852459,"Up",1.2896e+10,-8.965e+09,3.931e+09,-2.382e+09,-1.38e+09,-4.98e+08,-5.04e+08,1.549e+09,-4.38e+08,-3.31e+08,-1.07e+08,1.111e+09,1.111e+09,-2.418e+09,8e+06,-1.299e+09,-1.299e+09,-2.3283064365387e-10,-1.299e+09,-1.299e+09,8.261e+09,8.261e+09,7.436e+09,7.436e+09,1.0018e+10,1.0529e+10,1.772e+09,8.757e+09,3.6244e+10,1.4155e+10,9.9e+08,2.5573e+10,2.111e+09,6.2e+09,1.693e+09,1.5569e+10,4.0718e+10,7.6962e+10,1.2738e+10,6.487e+09,5.785e+09,1.1024e+10,3.169e+09,1.426e+09,1.743e+09,2.6931e+10,1.5918e+10,2.0347e+10,8.365e+09,1.1982e+10,3.6265e+10,6.3196e+10,5.593e+09,-1.7005e+10,2.6301e+10,-1.192e+09,1.3697e+10,6.9e+07,1.3766e+10,7.6962e+10,-1.299e+09,7.24e+08,1.668e+09,4.55e+08,-5.52e+08,-6.96e+08,1.94e+08,1.07e+08,-1.57e+08,5.41e+08,-3.99e+08,3e+08,3e+08,-6.99e+08,4.7e+07,5.01e+08,-4.54e+08,-5000000.00000003,-1.2e+07,-1.76e+08,-5.33e+08,-4.64e+08,-6.55e+08,-6.55e+08,2.13e+08,2.13e+08,-4.37e+08,-1.343e+09,-1.335e+09,-1.335e+09,-2e+06,-1.337e+09,2.273e+09,2.6942e+10,3.74e+09,0.30482,0.12011,-0.10073,-0.09436,-0.01688,-2.87914,1.34581,4.59073,0.35007,-2.17734,-2.13476,21.61582,22.95843,6.26886,0.77774,5,-0.01368,0.06126,-0.3572,8.21865,12.06004
"33","2018_Q2",134.0865625,"Down",1.2859e+10,-8.566e+09,4.293e+09,-2.019e+09,-1.276e+09,-4.43e+08,-3e+08,2.274e+09,-1.4e+08,-2.67e+08,1.27e+08,2.134e+09,2.134e+09,-4.72e+08,5e+06,1.667e+09,1.667e+09,-2e+06,1.665e+09,1.665e+09,7.888e+09,7.888e+09,7.894e+09,7.894e+09,1.0947e+10,1.0628e+10,1.856e+09,8.772e+09,3.7357e+10,1.3912e+10,1.004e+09,2.5741e+10,2.163e+09,6.376e+09,1.687e+09,1.5515e+10,4.0657e+10,7.8014e+10,1.1971e+10,6.938e+09,5.033e+09,1.2135e+10,3.296e+09,1.399e+09,1.897e+09,2.7402e+10,1.5185e+10,2.0155e+10,8.233e+09,1.1922e+10,3.534e+10,6.2742e+10,5.64e+09,-1.7347e+10,2.7929e+10,-1.016e+09,1.5206e+10,6.6e+07,1.5272e+10,7.8014e+10,1.667e+09,6.81e+08,1.48e+08,1.48e+08,-1.561e+09,-3.26e+08,-8.03e+08,4.86e+08,-9.18e+08,9.35e+08,-4.99e+08,2.58e+08,2.58e+08,-7.57e+08,-1.08e+08,8.9e+07,-1.97e+08,-3.28e+08,-3.4e+08,1.35e+08,-8e+08,-4.67e+08,1.151e+09,1.151e+09,-3.51e+08,1.49e+08,-8.71e+08,-5.38e+08,-4.03e+08,-4.03e+08,1e+07,-3.93e+08,2.955e+09,2.732e+10,1.367e+09,0.33385,0.17684,0.12948,0.10902,0.02134,0.82102,1.36329,4.1083,0.35019,2.78428,2.73849,21.50334,25.42809,2.28595,0.78094,6,0.03398,0.02179,0.28048,6.57597,8.54529
"34","2018_Q3",127.710952380952,"Down",1.4011e+10,-9.422e+09,4.589e+09,-2.24e+09,-1.44e+09,-4.62e+08,-3.38e+08,2.349e+09,-1.63e+08,-2.84e+08,1.21e+08,2.186e+09,2.186e+09,-4.9e+08,9e+06,1.705e+09,1.705e+09,2e+06,1.707e+09,1.707e+09,8.654e+09,8.654e+09,7.991e+09,7.991e+09,1.1255e+10,1.0741e+10,1.835e+09,8.906e+09,3.8641e+10,1.3752e+10,1.084e+09,2.551e+10,2.039e+09,6.249e+09,1.626e+09,1.5596e+10,4.0346e+10,7.8987e+10,1.259e+10,6.831e+09,5.248e+09,1.2426e+10,3.284e+09,1.378e+09,1.906e+09,2.83e+10,1.5717e+10,2.0028e+10,8.092e+09,1.1936e+10,3.5745e+10,6.4045e+10,5.746e+09,-1.8028e+10,2.8657e+10,-1.496e+09,1.4879e+10,6.3e+07,1.4942e+10,7.8987e+10,1.705e+09,6.86e+08,2.98e+08,2.98e+08,-5.41e+08,-3.77e+08,-4.05e+08,5.9e+07,1.82e+08,2.148e+09,-4.9e+08,2.81e+08,2.81e+08,-7.71e+08,-4.2e+07,78999999.9999999,-1.21e+08,-8e+06,-8e+06,-7.28e+08,-1.268e+09,-4.66e+08,3.36e+08,3.36e+08,-6.43e+08,1.07e+08,7.38e+08,-3.5e+07,8.45e+08,8.45e+08,-7.8e+07,7.67e+08,3.035e+09,2.8143e+10,2.494e+09,0.32753,0.16765,0.12183,0.11424,0.02161,1.46104,1.36541,4.28624,0.3563,2.86313,2.82522,23.5005,24.95639,4.18316,0.78162,7,0.03443,0.03952,0.27299,6.42142,8.29672
"35","2018_Q4",118.179523809524,"Down",1.351e+10,-9.022e+09,4.488e+09,-2.168e+09,-1.299e+09,-4.79e+08,-3.9e+08,2.32e+09,-1.85e+08,-2.87e+08,1.02e+08,2.135e+09,2.135e+09,-4.15e+08,7e+06,1.727e+09,1.727e+09,0,1.727e+09,1.727e+09,8.007e+09,8.007e+09,7.974e+09,7.974e+09,1.1814e+10,1.0659e+10,1.835e+09,8.824e+09,3.8454e+10,1.3607e+10,1.129e+09,2.5019e+10,1.976e+09,6.233e+09,1.288e+09,1.5522e+10,3.9755e+10,7.8209e+10,1.2353e+10,6.788e+09,5.565e+09,1.0263e+10,3.417e+09,1.491e+09,1.926e+09,2.6033e+10,1.745e+10,1.8836e+10,7.046e+09,1.179e+10,3.6286e+10,6.2319e+10,5.715e+09,-1.8681e+10,3.0384e+10,-1.568e+09,1.585e+10,4e+07,1.589e+10,7.8209e+10,1.727e+09,6.98e+08,1.84e+08,1.84e+08,-1.217e+09,-2.2e+07,-6.14e+08,-4.9e+07,-5.32e+08,1.392e+09,-4.08e+08,1.93e+08,1.93e+08,-6.01e+08,9.6e+07,1.95e+08,-9.9e+07,-7e+06,-9e+06,-2.7e+07,-3.46e+08,-5.11e+08,-1.952e+09,-1.952e+09,-7.14e+08,3.6e+07,1.532e+09,-1.645e+09,-5.99e+08,-5.99e+08,-4.9e+07,-6.48e+08,3.018e+09,2.7713e+10,1.808e+09,0.3322,0.17172,0.12783,0.10868,0.02208,1.0469,1.47713,3.9219,0.35435,2.91674,2.88121,22.81709,26.76913,3.05354,0.86303,7,0.03584,0.02896,0.29589,6.52949,8.49397
"36","2019_Q1",121.465081967213,"Up",1.4342e+10,-9.987e+09,4.355e+09,-2.283e+09,-1.463e+09,-4.66e+08,-3.54e+08,2.072e+09,-7.05e+08,-2.88e+08,-4.17e+08,1.367e+09,1.367e+09,-3.21e+08,3e+06,1.049e+09,1.049e+09,-1e+06,1.048e+09,1.048e+09,7.857e+09,7.857e+09,8.802e+09,8.802e+09,1.1529e+10,1.0415e+10,1.765e+09,8.65e+09,3.8603e+10,1.3574e+10,1.161e+09,2.5171e+10,1.897e+09,6.217e+09,1.439e+09,1.5618e+10,3.9906e+10,7.8509e+10,1.3513e+10,7.051e+09,5.967e+09,1.1543e+10,3.162e+09,1.243e+09,1.919e+09,2.8218e+10,1.6995e+10,1.9216e+10,7.455e+09,1.1761e+10,3.6211e+10,6.4429e+10,5.827e+09,-2.0531e+10,3.0427e+10,-1.684e+09,1.4039e+10,4.1e+07,1.408e+10,7.8509e+10,1.049e+09,7.01e+08,1.091e+09,8.71e+08,-7.58e+08,-8.94e+08,2.43e+08,2.13e+08,-3.2e+08,2.083e+09,-5.83e+08,2.04e+08,2.04e+08,-7.87e+08,-1e+07,7.9e+07,-8.9e+07,-3.3e+07,-3.5e+07,-1.72e+08,-7.98e+08,-5.07e+08,1.227e+09,1.227e+09,-1.777e+09,2.1e+07,-3.75e+08,-1.432e+09,-1.47e+08,-1.47e+08,-9e+06,-1.56e+08,2.773e+09,2.8538e+10,1.753e+09,0.30365,0.14447,0.07307,0.07443,0.01335,1.67271,1.36803,4.57592,0.3635,1.80908,1.7884,24.75747,24.23442,3.02607,0.87519,7,0.02515,0.02835,0.48378,7.45799,9.98118
"37","2019_Q2",121.547142857143,"Up",1.3466e+10,-9.003e+09,4.463e+09,-2.066e+09,-1.319e+09,-4.35e+08,-3.12e+08,2.397e+09,-1.33e+08,-2.93e+08,1.6e+08,2.264e+09,2.264e+09,-3.87e+08,7e+06,1.884e+09,1.884e+09,-3e+06,1.881e+09,1.881e+09,7.128e+09,7.128e+09,8.961e+09,8.961e+09,1.234e+10,1.0697e+10,1.765e+09,8.932e+09,3.9126e+10,1.3259e+10,1.149e+09,2.5192e+10,1.807e+09,6.191e+09,1.378e+09,1.5816e+10,3.96e+10,7.8726e+10,1.2157e+10,7.198e+09,4.959e+09,1.1525e+10,3.706e+09,1.354e+09,2.352e+09,2.7388e+10,1.659e+10,1.927e+10,7.441e+09,1.1829e+10,3.586e+10,6.3248e+10,5.804e+09,-2.1214e+10,3.2435e+10,-1.588e+09,1.5437e+10,4.1e+07,1.5478e+10,7.8726e+10,1.884e+09,6.41e+08,8.8e+07,8.8e+07,-1.492e+09,-1.5e+08,-8.13e+08,3.55e+08,-8.84e+08,1.121e+09,-3.38e+08,2.09e+08,2.09e+08,-5.47e+08,-5e+07,5.7e+07,-1.07e+08,-2e+06,-2e+06,2.09e+08,-1.81e+08,-4.94e+08,-5.22e+08,-5.22e+08,-7.56e+08,-5e+06,9.7e+07,-1.675e+09,-7.35e+08,-7.35e+08,3e+06,-7.32e+08,3.038e+09,2.8115e+10,1.595e+09,0.33143,0.178,0.13969,0.12153,0.02389,0.84795,1.42858,4.08632,0.35712,3.28616,3.24983,23.52551,26.9689,2.78651,0.86303,6,0.03778,0.02537,0.26263,6.90816,8.75553
"38","2019_Q3",117.71078125,"Down",1.4432e+10,-9.941e+09,4.491e+09,-2.086e+09,-1.309e+09,-4.41e+08,-3.36e+08,2.405e+09,-2.27e+08,-2.95e+08,6.8e+07,2.178e+09,2.178e+09,-5.65e+08,6e+06,1.619e+09,1.619e+09,999999.999999999,1.62e+09,1.62e+09,7.429e+09,7.429e+09,8.996e+09,8.996e+09,1.2007e+10,1.1357e+10,1.818e+09,9.539e+09,3.9789e+10,1.3172e+10,1.154e+09,2.5072e+10,1.733e+09,6.211e+09,1.473e+09,1.5655e+10,3.9398e+10,7.9187e+10,1.2814e+10,7.022e+09,5.213e+09,1.1501e+10,3.42e+09,1.263e+09,2.157e+09,2.7735e+10,1.7107e+10,1.9467e+10,7.448e+09,1.2019e+10,3.6574e+10,6.4309e+10,5.822e+09,-2.2467e+10,3.2981e+10,-1.499e+09,1.4837e+10,4.1e+07,1.4878e+10,7.9187e+10,1.619e+09,6.47e+08,3.52e+08,3.52e+08,-30000000.0000002,-15999999.9999999,3.26e+08,-2.21e+08,-1.19e+08,2.588e+09,-4.65e+08,2.13e+08,2.13e+08,-6.78e+08,-2.3e+07,1.13e+08,-1.36e+08,-1e+06,-1000000.00000001,-4.09e+08,-8.98e+08,-4.92e+08,8.6e+07,8.6e+07,-1.31e+09,4.4e+07,3.4e+08,-1.376e+09,3.14e+08,3.14e+08,-1.3e+07,3.01e+08,3.052e+09,2.8608e+10,3.122e+09,0.31118,0.16664,0.11225,0.10889,0.02046,1.92716,1.43461,4.32242,0.36127,2.85513,2.82821,25.43532,26.1491,5.50229,0.86711,6,0.03355,0.04959,0.3037,6.93938,8.80624
"39","2019_Q4",130.344375,"Up",1.2758e+10,-8.569e+09,4.189e+09,-1.98e+09,-1.251e+09,-4.31e+08,-2.98e+08,2.209e+09,-2.04e+08,-2.92e+08,8.8e+07,2.005e+09,2.005e+09,-5.18e+08,7e+06,1.494e+09,1.494e+09,0,1.494e+09,1.494e+09,7.906e+09,7.906e+09,8.275e+09,8.275e+09,1.218e+10,1.0799e+10,1.607e+09,9.192e+09,3.916e+10,1.2842e+10,1.193e+09,2.4798e+10,1.63e+09,6.142e+09,1.372e+09,1.5654e+10,3.8833e+10,7.7993e+10,1.1411e+10,6.141e+09,5.27e+09,1.2293e+10,3.497e+09,1.309e+09,2.188e+09,2.7201e+10,1.6454e+10,1.9345e+10,5.9e+09,1.3445e+10,3.5799e+10,6.3e+10,5.951e+09,-2.3693e+10,3.4477e+10,-1.783e+09,1.4952e+10,4.1e+07,1.4993e+10,7.7993e+10,1.494e+09,6.45e+08,1.74e+08,1.87e+08,-1.544e+09,5.93e+08,-1.89e+08,-8.03e+08,-1.145e+09,7.69e+08,-2.41e+08,3.9e+08,3.9e+08,-6.31e+08,-7.1e+07,1.11e+08,-1.82e+08,0,-3e+06,3.7e+07,-2.75e+08,-5.78e+08,-5.7e+08,-5.7e+08,-1.158e+09,2e+07,2.326e+09,2e+07,5.14e+08,5.14e+08,-3.7e+07,4.77e+08,2.854e+09,2.8747e+10,1.587e+09,0.32834,0.17315,0.1171,0.09965,0.01916,1.06225,1.43965,4.20196,0.36858,2.68802,2.66405,22.9543,26.90176,2.85534,1.03994,4,0.03284,0.02516,0.38688,7.30238,9.43459
"40","2020_Q1",120.13564516129,"Down",1.3144e+10,-9.117e+09,4.027e+09,-1.994e+09,-1.283e+09,-3.86e+08,-3.25e+08,2.033e+09,-6.68e+08,-2.95e+08,-3.73e+08,1.365e+09,1.365e+09,-2.76e+08,8e+06,1.097e+09,1.097e+09,1e+06,1.098e+09,1.098e+09,8.284e+09,8.284e+09,8.568e+09,8.568e+09,1.1266e+10,1.1075e+10,1.739e+09,9.336e+09,3.9193e+10,1.2904e+10,1.193e+09,2.5163e+10,1.565e+09,6.196e+09,1.411e+09,1.5991e+10,3.926e+10,7.8453e+10,1.1903e+10,5.957e+09,5.379e+09,1.1355e+10,3.363e+09,1.187e+09,2.176e+09,2.6621e+10,1.714e+10,2.0063e+10,6.599e+09,1.3464e+10,3.7203e+10,6.3824e+10,5.935e+09,-2.4217e+10,3.4437e+10,-1.567e+09,1.4588e+10,4.1e+07,1.4629e+10,7.8453e+10,1.097e+09,6.44e+08,5.57e+08,5.16e+08,1.36e+08,-2.56e+08,9.5e+08,-3.56e+08,-2.02e+08,2.434e+09,-4.72e+08,3.41e+08,3.41e+08,-8.13e+08,1.21e+08,2.48e+08,-1.27e+08,-3e+06,-4.1e+07,-2.2e+08,-5.74e+08,-5.68e+08,8.68e+08,8.68e+08,-5.85e+08,1.79e+08,-1.222e+09,-1.507e+09,3.53e+08,3.53e+08,2999999.99999999,3.56e+08,2.677e+09,2.8495e+10,2.617e+09,0.30638,0.15467,0.08354,0.07506,0.014,2.38342,1.47226,4.36284,0.36321,1.99346,1.96915,23.86347,26.48511,4.75127,1.03123,7,0.02637,0.04142,0.5173,7.54987,9.94147
