"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",80.5049206349206,"Up",809600000,-577900000,231700000,-141900000,-141900000,89800000,-13300000,-13300000,-14400000,1100000,76500000,76500000,-15400000,61100000,61100000,-1500000,59600000,59600000,5.01e+08,5.01e+08,281600000,281600000,685600000,129699999,129699999,1597899999,6.45e+08,2234200000,734100000,1.466e+09,13500000,2879200000,4477099999,560800000,343600000,10700000,206500000,100800000,699900000,1409700000,265200000,100900000,102100000,62200000,1674900000,2374800000,9.02e+08,1417200000,-256399999,2062800001,39500000,2102300001,4477100001,61100000,37600000,2900000,52700000,154300000,-12900000,5e+05,-27400000,-10800000,-1.05e+08,0,-3e+05,-116100000,10800000,10800000,-7e+05,10100000,127400000,1510500000,182600000,0.28619,0.11092,0.07362,0.02835,0.01331,3.06376,2.28304,1.12962,0.33738,1.33333,1.32444,18.11186,46.14765,4.08501,0.24161,6,0.01815,0.04709,0.18121,7.92386,11.24165
"28","2017_Q1",92.621935483871,"Up",758100000,-565100000,1.93e+08,-1.21e+08,-1.21e+08,7.2e+07,-15300000,-13400000,-14500000,1100000,56700000,56700000,-9600000,47100000,47100000,-1500000,45600000,45600000,462200000,462200000,284500000,284500000,660800000,124500000,124500000,1.532e+09,627500000,2.199e+09,711700000,1453200000,11700000,2826500000,4358500000,5.52e+08,334200000,10700000,207100000,100600000,701600000,1310900000,267800000,106500000,97700000,63600000,1578700000,2280300000,904900000,1.452e+09,-318100000,2038800000,39400000,2078200000,4358500000,47100000,38800000,3400000,22600000,111900000,-18600000,-900000.000000002,9900000,-10800000,-100400000,0,-5e+05,-111700000,10100000,10100000,-7200000,2900000,110800000,1411500000,124400000,0.25458,0.09497,0.06015,0.02194,0.01046,2.72807,2.18358,1.09725,0.32385,1.02013,1.01333,16.95973,45.61074,2.783,0.24161,6,0.01501,0.03311,0.23684,8.56769,13.18472
"29","2017_Q2",99.8396825396825,"Up",813500000,-5.98e+08,215500000,-140500000,-140500000,7.5e+07,-13600000,-13400000,-14400000,1e+06,61400000,61400000,-13800000,47600000,47600000,-1300000,46300000,46300000,5.09e+08,5.09e+08,262300000,262300000,687900000,156200000,156200000,1615400000,633200000,2195800000,699500000,1457400000,14600000,2.829e+09,4444400000,587500000,393800000,10700000,1.83e+08,100400000,7.14e+08,1269100000,287500000,106900000,127500000,53100000,1556600000,2270600000,907200000,1487500000,-262100000,2132600000,41200000,2173800000,4444400000,47600000,34400000,2800000,-34300000,50500000,-1.6e+07,5e+05,-15500000,-10800000,-43500000,4e+05,-6400000,-60300000,-25300000,-25300000,3100000,-22200000,109400000,1369500000,72900000,0.2649,0.09219,0.05691,0.0213,0.01042,1.57451,2.26246,1.04453,0.30814,1.03348,1.02661,18.15848,47.60268,1.62723,0.24107,6,0.01491,0.01903,0.23326,7.86563,11.47333
"30","2017_Q3",108.453650793651,"Up",869200000,-646400000,222800000,-139600000,-139600000,83200000,-13900000,-13700000,-14700000,1e+06,69300000,69300000,-1.5e+07,54300000,54300000,-1300000,5.3e+07,5.3e+07,544500000,544500000,243700000,243700000,698200000,156700000,156700000,1643100000,637300000,2202600000,692300000,1.469e+09,13800000,2839900000,4.483e+09,617600000,406500000,11600000,199500000,100700000,732800000,1199500000,301900000,107400000,142400000,52100000,1501400000,2234200000,891200000,1.525e+09,-210400000,2205800000,4.3e+07,2248800000,4.483e+09,54300000,34400000,7800000,1900000,98400000,-16400000,0,-16400000,-10600000,-70300000,-2.1e+07,-2300000,-104200000,-22200000,-22200000,3600000,-18600000,117600000,1300200000,118100000,0.25633,0.09572,0.06098,0.02357,0.01182,2.2283,2.24222,0.99351,0.29003,1.18304,1.17517,19.40179,49.23661,2.63616,0.23661,5,0.01652,0.03067,0.2,6.42602,9.08293
"31","2017_Q4",125.22253968254,"Up",856900000,-6.3e+08,226900000,-132600000,-132600000,94300000,-13100000,-12800000,-13500000,7e+05,81200000,81200000,-17600000,63600000,63600000,-1400000,62200000,62200000,527299999,527299999,186600000,186600000,734900000,181400000,181400000,1630199999,633700000,2200100000,682400000,1475200000,13800000,2833800000,4463999999,625200000,417200000,11500000,196500000,100600000,734900000,1113800000,312900000,102800000,158600000,51500000,1426700000,2161600000,874900000,1571500000,-177300000,2269100000,33299999,2302399999,4463999999,63600000,34300000,1500000,-13300000,86100000,-10700000,6e+05,-10100000,-11700000,-86600000,-24100000,-1.2e+07,-134400000,-58400000,-58400000,1300000,-57100000,128600000,1214400000,122200000,0.26479,0.11005,0.07259,0.02702,0.01393,1.96463,2.21826,0.93885,0.27204,1.39775,1.38839,19.25618,50.99101,2.74607,0.26292,7,0.0193,0.03191,0.1881,5.34292,7.28632
"32","2018_Q1",123.980163934426,"Down",820700000,-602300000,218400000,-139900000,-139900000,78500000,-13300000,-1.3e+07,-13500000,5e+05,65200000,65300000,-12700000,52600000,52600000,-1100000,51500000,51500000,506300000,506300000,139600000,139600000,757100000,171400000,171400000,1574400000,6.23e+08,2190800000,670500000,1477100000,14700000,2813800000,4388200000,602699999,384300000,11500000,206899999,101200000,711999999,1039900000,281600000,1.01e+08,135300000,45300000,1321500000,2033499999,877900000,1611600000,-1.64e+08,2325500000,29200000,2354700000,4388199999,52600000,34100000,-5600000,-24200000,56900000,-15800000,-3.72529029846191e-09,-15800000,-11400000,-74300000,3.72529029846191e-09,-6e+06,-91700000,-50600000,-50600000,3600000,-4.7e+07,112600000,1141100000,85300000,0.26611,0.09565,0.06275,0.02187,0.01174,1.65631,2.21124,0.86359,0.26004,1.16253,1.15471,18.52596,52.49436,1.92551,0.25734,9,0.01665,0.02258,0.22136,5.63766,8.08662
"33","2018_Q2",123.91421875,"Down",878800000,-643900000,234900000,-146700000,-146700000,88200000,-13200000,-12800000,-1.3e+07,2e+05,7.5e+07,7.5e+07,-15700000,59300000,59300000,-9e+05,58400000,58400000,562800000,562800000,169900000,169900000,778300000,175100000,175100000,1686100000,629800000,2191300000,659900000,1484500000,15600000,2821100000,4507200000,609200000,423500000,11400000,174300000,100800000,713200000,1081500000,292300000,101200000,143700000,47400000,1373800000,2.087e+09,857900000,1655100000,-123900000,2389100000,31100000,2420200000,4507200000,59300000,34800000,3600000,-55200000,42500000,-1.9e+07,-123211771.142236,-18500000,-11500000,40500000,-2.6e+07,-9e+05,2100000,26100000,26100000,4200000,30300000,1.23e+08,1182300000,64500000,0.2673,0.10036,0.06645,0.02413,0.01296,1.10445,2.36413,0.86233,0.26231,1.30942,1.30067,19.70404,53.56726,1.44619,0.25785,8,0.01795,0.01656,0.19692,5.03659,7.02381
"34","2018_Q3",143.712222222222,"Up",959700000,-712300000,247400000,-147800000,-147800000,99600000,-1.4e+07,-13600000,-14200000,6e+05,85600000,85600000,-18300000,67300000,67300000,-1400000,65900000,65900000,607700000,607700000,175600000,175600000,785300000,155700000,155700000,1724300000,650200000,2260200000,676600000,1535100000,21100000,2910400000,4634700000,653700000,438600000,12200000,202900000,100500000,768100000,1235100000,290800000,95800000,143800000,51200000,1525900000,2.294e+09,821200000,1704400000,-215600000,2.31e+09,30700000,2340700000,4634700000,67300000,36200000,6e+06,-7699999.99999999,101800000,-21100000,-161500000,-182600000,-11400000,152800000,-45100000,-2e+06,94300000,13500000,13500000,-7800000,5700000,135800000,1335600000,125300000,0.25779,0.10378,0.06867,0.02815,0.01422,1.90137,2.24489,0.98005,0.28817,1.49773,1.48758,21.81136,52.5,2.84773,0.25909,9,0.01949,0.03158,0.17299,5.36009,7.30823
"35","2018_Q4",145.312063492063,"Up",925400000,-682800000,242600000,-1.55e+08,-1.55e+08,87600000,-13100000,-12700000,-13700000,1e+06,74500000,56300000,-3600000,52700000,52700000,-1400000,51300000,51300000,582900000,582900000,184400000,184400000,7.91e+08,171600000,171600000,1729900000,644500000,2226900000,653200000,1524300000,21700000,2871400000,4601300000,650800000,415300000,12200000,223300000,6e+05,661700000,1278300000,301800000,93500000,153900000,54400000,1580100000,2241800000,819100000,1742300000,-228900000,2332500000,2.7e+07,2359500000,4601300000,52700000,35300000,39300000,-21300000,1.06e+08,-14700000,0,-14700000,-12200000,-54400000,-7200000,-6400000,-80200000,11100000,11100000,-2300000,8800000,122900000,1278900000,90500000,0.26216,0.09466,0.05544,0.02174,0.01115,1.76413,2.61433,0.95012,0.27794,1.17661,1.16856,21.22477,53.49771,2.07569,0.27982,6,0.01612,0.02297,0.23782,5.66314,7.94521
"36","2019_Q1",134.07131147541,"Down",881700000,-6.42e+08,239700000,-149900000,-149900000,89800000,-14500000,-14200000,-14300000,1e+05,75300000,75300000,-18800000,56500000,56500000,-9e+05,55600000,55600000,551900000,551900000,248600000,248600000,767200000,2.5e+08,157900000,1817700000,615500000,2190600000,625500000,1509200000,21700000,2806100000,4623800000,654700000,424800000,1.2e+07,217900000,500000.000000007,683500000,1306600000,295200000,96200000,148300000,50700000,1601800000,2285300000,7.84e+08,1777900000,-251400000,2310500000,2.8e+07,2338500000,4623800000,56500000,36100000,20200000,-400000.000000007,112400000,-12800000,700000.00000003,-12100000,-12100000,27800000,-49500000,-1e+05,-33900000,66400000,66400000,-2200000,64200000,125900000,1307100000,131500000,0.27186,0.10185,0.06306,0.02378,0.01202,2.36511,2.6594,0.97725,0.28269,1.27523,1.26651,20.22248,52.99312,3.01606,0.27752,8,0.01718,0.03337,0.21763,5.99841,8.4098
"37","2019_Q2",141.296666666667,"Up",853800000,-619200000,234600000,-145200000,-145200000,89400000,-12600000,-12500000,-13600000,1100000,76800000,1.08e+08,-21200000,86800000,86800000,-9e+05,85900000,85900000,545900000,545900000,264300000,264300000,803800000,222500000,1.72e+08,1836500000,608500000,2260900000,606100000,1507400000,112100000,2869400000,4705900000,631100000,429600000,1.2e+07,189500000,2100000,676500000,1213200000,372199999,96500000,155900000,119799999,1585399999,2261899999,786800000,1851800000,-223700000,2414900000,29100000,2.444e+09,4705899999,86800000,34300000,-22900000,-79900000,18300000,-20200000,119400000,99200000,-1.2e+07,-92100000,-50825296.993596,-1900000,-1.06e+08,11500000,11500000,4200000,15700000,123700000,1215300000,44800000,0.27477,0.10471,0.10061,0.03515,0.01825,0.52154,2.71471,0.92549,0.25825,2.00701,1.99304,19.9486,56.4229,1.04673,0.28037,6,0.02428,0.01111,0.1397,5.41148,7.4877
"38","2019_Q3",161.3484375,"Up",873700000,-639700000,2.34e+08,-142200000,-142200000,91800000,-12200000,-1.2e+07,-13400000,1400000,79600000,83800000,-16400000,67400000,67400000,-8e+05,66600000,66600000,547800000,547800000,291300000,291300000,765300000,198500000,163100000,1802900000,622300000,2235100000,594700000,1506700000,102100000,2857400000,4660300000,603500000,416700000,12600000,174200000,6e+05,645300000,1222700000,361900000,93200000,158800000,109900000,1584600000,2229900000,751100000,1882700000,-232800000,2.401e+09,29400000,2430400000,4660300000,67400000,32200000,9600000,3100000,112300000,-34300000,18800000,-15500000,-1.2e+07,7500000.00000003,-55900000,-5900000,-66300000,30500000,30500000,-3500000,2.7e+07,1.24e+08,1223300000,109200000,0.26783,0.10507,0.07623,0.0274,0.01429,1.63964,2.79389,0.9175,0.26249,1.56338,1.55245,20.50939,56.3615,2.56338,0.28169,8,0.01957,0.02719,0.18018,5.44758,7.35839
"39","2019_Q4",161.415625,"Up",772300000,-570400000,201900000,-128900000,-128900000,7.3e+07,-12100000,-1.2e+07,-13500000,1500000,60900000,60700000,-9900000,50800000,50800000,-1100000,49700000,49700000,491700000,491700000,2.93e+08,2.93e+08,725700000,157500000,154700000,1667900000,6.09e+08,2201400000,577500000,1496400000,9.6e+07,2810400000,4478300000,5.55e+08,362300000,12300000,180400000,6e+05,589200000,1200300000,359700000,89800000,1.63e+08,106900000,1.56e+09,2149200000,708200000,1870900000,-277800000,2301300000,27800000,2329100000,4478300000,50800000,33900000,10300000,45600000,140600000,-21100000,21400000,3e+05,-12600000,-22700000,-94200000,-2e+06,-131500000,9400000,9400000,-7700000,1700000,106900000,1200900000,141300000,0.26143,0.09452,0.06435,0.02134,0.0111,2.84306,2.83079,0.92276,0.26816,1.19759,1.189,18.60964,55.45301,3.40482,0.30361,6,0.01602,0.03633,0.25352,6.63424,9.71507
"40","2020_Q1",154.593548387097,"Down",738200000,-5.48e+08,190200000,-1.28e+08,-1.28e+08,62200000,-10400000,-10900000,-12500000,1600000,51800000,51300000,-13700000,37600000,37600000,-9e+05,36700000,36700000,461400000,461400000,331400000,331400000,678400000,136499999,133699999,1607699999,6.05e+08,2.218e+09,567200000,1501300000,91100000,2.823e+09,4430699999,538300000,3.37e+08,12200000,189100000,6e+05,560500000,1136900000,352900000,80800000,171900000,100200000,1489800000,2050300000,702200000,1886700000,-237800000,2351100000,29300000,2380400000,4430700000,37600000,34100000,3.9e+07,26600000,137300000,-8e+06,-1700000.00000001,-9700000,-12300000,-63700000,-14700000,-2900000,-93600000,3.4e+07,3.4e+07,4400000,38400000,96300000,1137500000,128600000,0.25765,0.08426,0.04972,0.01542,0.00828,3.50409,2.86833,0.86133,0.25673,0.89294,0.89512,17.96107,57.20438,3.12895,0.29927,6,0.01266,0.03322,0.33515,7.02077,10.86977
"41","2020_Q2",127.318571428571,"Down",734200000,-530900000,203300000,-131900000,-131900000,71400000,-9400000,-10500000,-11600000,1100000,6.2e+07,60600000,-13900000,46700000,46700000,-9e+05,45800000,45800000,604500000,604500000,4.64e+08,4.64e+08,655300000,110600000,1.04e+08,1834400000,570300000,2181200000,552800000,1.494e+09,92600000,2751500000,4585900000,528400000,340300000,12100000,1.76e+08,6e+05,580300000,1364300000,341200000,78400000,161300000,101500000,1705500000,2285800000,692900000,1903800000,-326100000,2270600000,29500000,2300100000,4585900000,46700000,32600000,12700000,10700000,102700000,-8200000,3e+05,-7900000,-12200000,2.27e+08,-2.5e+07,-1100000,188700000,283500000,283500000,-10400000,273100000,1.04e+08,1364900000,120400000,0.2769,0.09725,0.06238,0.01991,0.00999,2.62882,3.16112,0.99378,0.29763,1.12808,1.12255,18.08374,55.92611,2.96552,0.30049,6,0.01448,0.03005,0.26638,7.31154,10.64986
"42","2020_Q3",127.9465625,"Up",634100000,-463800000,170300000,-121600000,-121600000,48700000,-8100000,-9200000,-10600000,1400000,40600000,37800000,-8500000,29300000,29300000,-1200000,28100000,28100000,432200000,432200000,427200000,427200000,679700000,136600000,131300000,1675700000,556700000,2175700000,542900000,1498300000,89300000,2732400000,4408100000,542300000,342600000,12200000,187500000,599999.999999993,578400000,1125100000,357600000,76300000,174900000,106400000,1482700000,2061100000,694400000,1919700000,-2.95e+08,2319100000,27900000,2.347e+09,4408100000,29300000,33300000,13900000,10400000,86900000,-6900000,-9.31322574615479e-10,-6900000,-12100000,-239500000,200000.000000004,-4100000,-255500000,-175500000,-175500000,3200000,-172300000,8.2e+07,1125700000,9.4e+07,0.26857,0.0768,0.04431,0.01197,0.00637,3.3452,2.89713,0.87818,0.25537,0.69212,0.69212,15.61823,57.12069,2.31527,0.29803,7,0.0105,0.02454,0.4306,8.45732,14.24025
"43","2020_Q4",152.40421875,"Up",758200000,-536600000,221600000,-131600000,-131600000,9e+07,-6600000,-7700000,-9e+06,1300000,83400000,83400000,-17100000,66300000,66300000,-1300000,6.5e+07,6.5e+07,487500000,487500000,472500000,472500000,677200000,115400000,110400000,1752600000,549400000,2177400000,535400000,1508400000,89700000,2726800000,4479400000,570500000,363800000,12200000,194500000,230600000,830800000,840200000,356500000,74100000,177600000,104800000,1196700000,2027500000,696300000,1972500000,-246900000,2421900000,3e+07,2451900000,4479400000,66300000,32900000,7899999,13200000,120299999,-7e+06,0,-7e+06,-12200000,-55300000,0,-9e+05,-68400000,44899999,44899999,10400000,55299999,122900000,1070800000,146200000,0.29227,0.1187,0.08573,0.02651,0.01451,2.24923,2.10953,0.82691,0.23905,1.60099,1.59705,18.67488,59.65271,3.60099,0.30049,7,0.0199,0.03769,0.18769,4.74614,6.48111
"44","2021_Q1",187.750983606557,"Up",780500000,-5.67e+08,213500000,-127800000,-127800000,85700000,-5400000,-6500000,-8600000,2100000,80300000,68800000,-17300000,51500000,51500000,-1100000,50400000,50400000,611300000,611300000,4.32e+08,4.32e+08,690300000,117700000,108600000,1851300000,555500000,2182199998,530299999,1518200000,89799999,2737699998,4588999998,569400000,360100000,12200000,197100000,2.31e+08,8.22e+08,840400000,349600000,69500000,1.72e+08,108100000,1.19e+09,2.012e+09,6.97e+08,2010700000,-163300000,2544400000,32600000,2.577e+09,4.589e+09,51500000,32600000,8700001,32700000,125500001,-15200000,-5.82076609134674e-11,-15200000,-12200000,100000.00000003,-9.31322574615479e-10,-299999.999999999,-12400000,97900001,97900001,25900000,123800001,118300000,1071400000,153100000,0.27354,0.1098,0.06457,0.01956,0.01098,3.0377,2.25219,0.78075,0.23347,1.24138,1.22628,19.22414,62.66995,3.77094,0.30049,7,0.01566,0.03829,0.24206,3.88926,5.36873
"45","2021_Q2",197.200952380952,"Up",814100000,-564300000,249800000,-148300000,-105934588.383036,101500000,-9900000,-11100000,-12600000,1500000,91600000,91600000,-21300000,70300000,70300000,-1400000,68900000,68900000,566400000,566400000,483900000,483900000,722200000,153900000,145900000,1926400000,539200000,2161600000,515100000,1509100000,93600000,2700800000,4627200000,617400000,412300000,12200000,192900000,230800000,8.71e+08,786900000,351499999,66599999,173500000,111400000,1138399999,2009399999,698500000,2064100000,-178500000,2584100000,33700000,2617800000,4627199999,70300000,31800000,14800000,-67400000,49500000,-9800000,-1900000,-11700000,-12200000,-50300000,1e+05,-14300000,-76700000,-38900000,-38900000,-6e+06,-44900000,133300000,1017700000,77400000,0.30684,0.12468,0.08463,0.02632,0.01489,1.12337,2.21171,0.76759,0.21994,1.69704,1.68873,20.05172,63.64778,1.9064,0.30049,6,0.02034,0.01941,0.17707,3.3856,4.44631
"46","2021_Q3",216.7821875,"Up",886900000,-629200000,257700000,-140200000,-98569283.5164773,117500000,-8600000,-9800000,-18013032.5954411,173998.66861101,108900000,106600000,-20600000,8.6e+07,8.6e+07,-1600000,84400000,84400000,618500000,618500000,5.58e+08,5.58e+08,759200000,148500000,1.41e+08,2084200000,534100000,2155400000,504900000,1511800000,93400000,2689500000,4773700000,685899999,461400000,13400000,211099999,230900000,938799999,7.89e+08,349400000,63700000,175300000,110400000,1138400000,2077199999,698800000,2130300000,-164100000,2.665e+09,31500000,2696500000,4773699999,8.6e+07,30500000,16800000,-46200000,87100000,-12700000,-1900000,-14600000,-12200000,100000.00000003,0,-13300000,-25400000,47100000,47100000,5e+06,52100000,1.48e+08,1019900000,109700000,0.29056,0.13248,0.09516,0.0313,0.01768,1.29976,2.22007,0.77033,0.21365,2.07882,2.05854,21.84483,65.64039,2.70197,0.30049,7,0.02376,0.02698,0.14455,2.71216,3.41617
"47","2021_Q4",214.491875,"Down",892700000,-624600000,268100000,-144400000,-144400000,123700000,-18500000,-19700000,-21337376.7939215,-868001.77518532,105200000,102400000,-2.1e+07,81400000,81400000,-1600000,79800000,79800000,328600000,328600000,560900000,560900000,808200000,138800000,127400000,1836500000,514100000,2134400000,4.92e+08,1506200000,9.2e+07,2648500000,4.485e+09,747100000,512700000,13400000,2.21e+08,1e+06,768900000,647300000,341100000,60700000,167100000,113300000,988400000,1757300000,702100000,2186400000,-193700000,2694800000,32900000,2727700000,4.485e+09,81400000,30500000,27400000,-17800000,121500000,-10900000,-3e+05,-11200000,-13400000,-372200000,0,-13100000,-398700000,-288400000,-288400000,-1500000,-289900000,154200000,648300000,146500000,0.30032,0.13857,0.08939,0.02926,0.01779,1.83584,2.38848,0.64424,0.14455,1.9511,1.94634,21.82641,65.88753,3.58191,0.32763,8,0.02507,0.03941,0.16792,2.07328,2.58448
"48","2022_Q1",190.534838709677,"Down",1216600000,-906500000,310100000,-281800000,-281800000,28300000,-10800000,-12400000,-19393032.5954411,-826001.33138899,17500000,-1.6e+07,-5600000,-21600000,-21600000,-1600000,-23200000,-23200000,672800000,672800000,785800000,785800000,1192400000,157600000,145100000,2808600000,908500000,6650300000,2429200000,4039200000,146200000,7558800000,10367400000,1063200000,643800000,22300000,397100000,4900000,1095300000,1913600000,950300000,111700000,679700000,158900000,2863900000,3959200000,4652500000,1912600000,-195100000,6.37e+09,38200000,6408200000,10367400000,-21600000,77800000,48600000,-5200000.00000001,99600000,-16800000,-121400000,-138200000,-297800000,709500000,-23300000,-5200000,383200000,344600000,344600000,-4e+05,344200000,106100000,1918500000,89700000,0.25489,0.02326,-0.01907,-0.00362,-0.00224,-3.86638,2.56423,0.61783,0.18505,-0.57002,-0.56585,29.89189,156.51106,2.20393,7.31695,4,0.0296,0.00966999999999999,-12.83621,11.74081,44.01767
"49","2022_Q2",177.220483870968,"Down",1298500000,-876600000,421900000,-2.52e+08,-547851935.949757,169900000,-6600000,-7900000,-9e+06,1100000,163300000,163300000,-36200000,127100000,127100000,-1500000,125600000,125600000,624700000,624700000,832200000,832200000,1336900000,178600000,166900000,2972400000,852700000,6.646e+09,2402700000,4051300000,156300000,7498700000,10471100000,1025900000,641300000,22100000,362500000,3200000,1056600000,2057400000,933300000,1.08e+08,661700000,163600000,2990700000,4047300000,4631800000,1927500000,-175600000,6383700000,40100000,6423800000,10471100000,127100000,77900000,16800000,-227700000,-5900000,-1.2e+07,-3.5e+07,-4.7e+07,-22300000,145700000,-112400000,-7300000,3700000,-49200000,-49200000,1100000,-48100000,247800000,2060600000,44300000,0.32491,0.13084,0.09673,0.01955,0.01199,0.35271,2.81317,0.63005,0.19679,3.086,3.06341,31.90418,156.84767,1.08845,0.54791,3,0.0157,0.0047,0.17755,5.79459,8.45144
"50","2022_Q3",229.86640625,"Up",1349400000,-915900000,433500000,-238600000,-979315807.84927,194900000,-11100000,-12600000,13021720.9924019,5710002.21898165,183800000,183800000,-40600000,143200000,143200000,-1200000,1.42e+08,1.42e+08,702500000,702500000,854800000,854800000,1388400000,151800000,141200000,3097500000,8.22e+08,6.539e+09,2326600000,4.026e+09,150700000,7.361e+09,10458500000,1062800000,652800000,23300000,386700000,30600000,1120800000,2132500000,889500000,102900000,620100000,166500000,3.022e+09,4142800000,4612300000,1996600000,-332200000,6276700000,3.9e+07,6315700000,10458500000,143200000,78400000,14700000,-125500000,110800000,-15100000,0,-15100000,-21999999.9999999,1.04e+08,-68200000,-7300000,6500000,102200000,102200000,-24400000,77800000,273300000,2163100000,173300000,0.32125,0.14443,0.10523,0.02248,0.01358,1.22042,2.76365,0.65595,0.20683,3.48894,3.46341,33.15479,154.21867,4.25799,0.54054,4,0.01751,0.0185,0.15493,5.34431,7.4941
