"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",55.6085714285714,"Down",3.175e+09,-1.95e+09,1.225e+09,-8.4e+08,-8.4e+08,3.85e+08,-5.96046447753906e-08,-6.3e+07,0,6.3e+07,3.85e+08,3.85e+08,-1.02e+08,2.83e+08,2.83e+08,-1.16415321826935e-10,2.83e+08,2.83e+08,3.34e+08,3.34e+08,1.427e+09,1.427e+09,1.201e+09,2.05e+08,2.05e+08,3.167e+09,3.613e+09,3.613e+09,8.32e+09,5.127e+09,2.423e+09,7.7e+08,1.2368e+10,1.5535e+10,2.886e+09,2.057e+09,1.135e+09,6.67e+08,6.67e+08,4.688e+09,7.123e+09,1.874e+09,9.97e+08,4.01e+08,4.76e+08,8.997e+09,1.3685e+10,9.41e+08,-4.364e+09,6.752e+09,-1.495e+09,1.834e+09,1.6e+07,1.85e+09,1.5535e+10,2.83e+08,1.19e+08,-1.9e+07,-2.57e+08,1.26e+08,-1.38e+08,3.24e+08,1.86e+08,-1.81e+08,1.26e+08,-2.4e+08,-2.95e+08,1.7e+07,1.7e+07,1.9e+07,3.6e+07,5.04e+08,8.258e+09,2.11e+08,0.38583,0.12126,0.08913,0.15297,0.01822,0.74558,0.67555,7.3973,0.53157,0.81089,0.80398,9.09742,5.25501,0.60458,0.51862,5,0.03872,0.01761,0.639580000000001,15.72222,20.58182
"31","2017_Q4",53.4333333333333,"Down",3.246e+09,-2.074e+09,1.172e+09,-8.39e+08,-8.39e+08,3.33e+08,5.6e+07,-6.4e+07,3e+06,1.17e+08,3.89e+08,3.89e+08,-1.01e+08,2.88e+08,2.88e+08,0,2.88e+08,2.88e+08,2.67e+08,2.67e+08,1.512e+09,1.512e+09,1.195e+09,1.98e+08,1.98e+08,3.172e+09,3.629e+09,3.629e+09,8.408e+09,5.135e+09,2.442e+09,8.31e+08,1.2469e+10,1.5641e+10,3.007e+09,2.14e+09,9.82e+08,6.58e+08,6.58e+08,4.647e+09,7.216e+09,1.835e+09,9.33e+08,4.11e+08,4.91e+08,9.051e+09,1.3698e+10,9.56e+08,-4.425e+09,6.862e+09,-1.466e+09,1.927e+09,1.6e+07,1.943e+09,1.5641e+10,2.88e+08,1.26e+08,-2.8e+07,-2.88e+08,9.8e+07,-1.06e+08,3.74e+08,2.68e+08,-1.87e+08,-1.52e+08,-1.04e+08,-4.43e+08,-7.7e+07,-7.7e+07,1e+07,-6.7e+07,4.59e+08,8.198e+09,1.66e+08,0.36106,0.10259,0.08872,0.14822,0.01841,0.57639,0.68259,7.04992,0.52414,0.83478,0.82759,9.4087,5.58551,0.48116,0.54203,4,0.03966,0.01386,0.64931,17.27887,23.81682
"32","2018_Q1",56.4650819672131,"Up",3.185e+09,-2.043e+09,1.142e+09,-7.53e+08,-7.53e+08,3.89e+08,1.92e+08,-6.8e+07,2e+06,2.58e+08,5.81e+08,5.81e+08,-1.64e+08,4.17e+08,4.17e+08,0,4.17e+08,4.17e+08,2.81e+08,2.81e+08,1.389e+09,1.389e+09,1.217e+09,1.49e+08,1.49e+08,3.036e+09,3.716e+09,3.716e+09,9.17e+09,5.504e+09,2.639e+09,1.027e+09,1.3315e+10,1.6351e+10,2.269e+09,2.269e+09,7.79e+08,1.474e+09,1.474e+09,4.522e+09,7.836e+09,1.799e+09,8.39e+08,3.55e+08,6.05e+08,9.635e+09,1.4157e+10,9.83e+08,-4.417e+09,7.069e+09,-1.457e+09,2.178e+09,1.6e+07,2.194e+09,1.6351e+10,4.17e+08,1.15e+08,-1.46e+08,-1.73e+08,2.13e+08,-1.27e+08,-2.92e+08,-4.19e+08,-1.86e+08,3.87e+08,9999999.99999997,2.11e+08,4999999.99999997,4999999.99999997,9e+06,1.4e+07,5.04e+08,8.615e+09,3.68e+08,0.35856,0.12214,0.13093,0.19006,0.0255,0.88249,0.67138,6.4526,0.52688,1.20173,1.2052,9.17867,6.27666,1.06052,0.53602,7,0.04783,0.02919,0.44604,16.53571,21.42416
"33","2018_Q2",53.6696875,"Down",3.401e+09,-2.149e+09,1.252e+09,-7.42e+08,-7.42e+08,5.1e+08,1e+06,-6.9e+07,-7.45058059692383e-09,7e+07,5.11e+08,5.11e+08,-6.7e+07,4.44e+08,4.44e+08,-1435031.42576958,4.44e+08,4.44e+08,3.7e+08,3.7e+08,1.601e+09,1.601e+09,1.214e+09,1.35e+08,1.35e+08,3.32e+09,3.713e+09,3.713e+09,9.244e+09,5.514e+09,2.65e+09,1.08e+09,1.3382e+10,1.6702e+10,2.23e+09,2.23e+09,8.77e+08,1.408e+09,1.408e+09,4.515e+09,7.881e+09,1.752e+09,8.12e+08,3.57e+08,5.83e+08,9.633e+09,1.4148e+10,9.57e+08,-4.346e+09,7.334e+09,-1.407e+09,2.538e+09,1.6e+07,2.554e+09,1.6702e+10,4.44e+08,1.22e+08,-8.1e+07,-2.57e+08,2.28e+08,-1.32e+08,1e+06,-1.31e+08,-1.87e+08,9.9e+07,5e+07,-3.8e+07,5.9e+07,5.9e+07,3e+07,8.9e+07,6.32e+08,8.758e+09,3.1e+08,0.36813,0.14996,0.13055,0.17384,0.02658,0.6982,0.73533,5.53955,0.52437,1.28324,1.27586,9.82948,7.33526,0.89595,0.54046,7,0.0483,0.02373,0.42117,13.27215,16.44706
"34","2018_Q3",61.2579365079365,"Up",3.36e+09,-2.151e+09,1.209e+09,-7.35e+08,-7.35e+08,4.74e+08,1.95e+08,-7.2e+07,1.98e+08,6.9e+07,6.69e+08,6.69e+08,-7e+07,5.99e+08,5.99e+08,-3e+06,5.96e+08,5.96e+08,2.57e+08,2.57e+08,1.53e+09,1.53e+09,1.291e+09,1.89e+08,1.89e+08,3.267e+09,3.638e+09,3.638e+09,1.0575e+10,6.072e+09,3.391e+09,1.112e+09,1.4634e+10,1.7901e+10,2.306e+09,2.306e+09,3.31e+08,1.329e+09,1.329e+09,3.966e+09,8.737e+09,1.794e+09,5.32e+08,7.14e+08,5.48e+08,1.0531e+10,1.4497e+10,9.71e+08,-4.375e+09,7.743e+09,-1.501e+09,2.838e+09,5.66e+08,3.404e+09,1.7901e+10,5.99e+08,1.12e+08,-4.47e+08,-4.5e+07,2.19e+08,-1.38e+08,-3.92e+08,-5.3e+08,-1.87e+08,4.17e+08,-3e+07,2e+08,-1.11e+08,-1.11e+08,-2e+06,-1.13e+08,5.86e+08,9.068e+09,4.73e+08,0.35982,0.14107,0.17738,0.17509,0.03329,0.79362,0.82375,4.25881,0.50656,1.71758,1.71264,9.683,8.17867,1.36311,0.5389,5,0.05489,0.03316,0.31376,15.03584,18.58861
"35","2018_Q4",55.3379365079365,"Down",3.469e+09,-2.293e+09,1.176e+09,-7.8e+08,-7.8e+08,3.96e+08,5.6e+07,-7.2e+07,-2e+06,1.3e+08,4.52e+08,4.52e+08,-6.9e+07,3.83e+08,3.83e+08,-3e+06,3.8e+08,3.8e+08,3.09e+08,3.09e+08,1.612e+09,1.612e+09,1.319e+09,1.63e+08,1.63e+08,3.403e+09,3.639e+09,3.639e+09,1.065e+10,6.055e+09,3.372e+09,1.223e+09,1.4711e+10,1.8114e+10,2.367e+09,2.367e+09,2.08e+08,1.455e+09,1.455e+09,4.03e+09,8.715e+09,1.754e+09,5.13e+08,7.52e+08,4.89e+08,1.0469e+10,1.4499e+10,9.88e+08,-4.357e+09,7.929e+09,-1.512e+09,3.048e+09,5.67e+08,3.615e+09,1.8114e+10,3.83e+08,1.4e+08,-8.9e+07,4.5e+07,4.79e+08,-1.19e+08,-5e+06,-1.24e+08,-1.94e+08,-1.22e+08,2e+07,-2.98e+08,5.7e+07,5.7e+07,-5e+06,5.2e+07,5.36e+08,8.923e+09,5.31e+08,0.339,0.11415,0.10954,0.10512,0.02098,1.39737,0.84442,4.01079,0.4926,1.0951,1.08883,9.99712,8.78386,1.53026,0.55908,5,0.04016,0.03715,0.51053,16.0709,21.75253
"36","2019_Q1",49.3970491803279,"Down",3.317e+09,-2.228e+09,1.089e+09,-7.63e+08,-7.63e+08,3.26e+08,-4.33e+08,-7.4e+07,0,-3.59e+08,-1.07e+08,-1.07e+08,2.5e+07,-82000000.0000001,-82000000.0000001,-2e+06,-8.4e+07,-8.4e+07,3.21e+08,3.21e+08,1.375e+09,1.375e+09,1.33e+09,1.31e+08,1.31e+08,3.157e+09,3.731e+09,3.731e+09,1.0479e+10,6.05e+09,3.361e+09,1.068e+09,1.4623e+10,1.778e+10,2.427e+09,2.427e+09,6.86e+08,1.416e+09,1.416e+09,4.529e+09,8.207e+09,1.885e+09,6.51e+08,7.3e+08,5.04e+08,1.0092e+10,1.4621e+10,1e+09,-4.551e+09,7.652e+09,-1.5e+09,2.601e+09,5.58e+08,3.159e+09,1.778e+10,-82000000.0000001,1.42e+08,3.42e+08,2.08e+08,6.1e+08,-1.89e+08,6.2e+07,-1.63e+08,-1.94e+08,-3.4e+07,-1.93e+08,-4.3e+08,1.7e+07,1.7e+07,-5e+06,1.2e+07,4.68e+08,8.893e+09,4.62e+08,0.32831,0.09828,-0.02532,-0.02659,-0.00472000000000001,-5.5,0.69706,4.62836,0.50017,-0.24138,-0.24207,9.53161,7.47414,1.32759,0.55747,4,0.00789,0.03315,-2.30952,18.31624,26.29448
"37","2019_Q2",49.6411111111111,"Up",3.522e+09,-2.415e+09,1.107e+09,-7.26e+08,-7.26e+08,3.81e+08,-2.4e+07,-7.4e+07,-1999999.99999999,5.2e+07,3.57e+08,3.57e+08,-7.2e+07,2.85e+08,2.85e+08,-3e+06,2.82e+08,2.82e+08,2.72e+08,2.72e+08,1.633e+09,1.633e+09,1.319e+09,1.49e+08,1.49e+08,3.373e+09,3.733e+09,3.733e+09,1.0949e+10,6.054e+09,3.349e+09,1.546e+09,1.5092e+10,1.8465e+10,2.37e+09,2.37e+09,1.114e+09,1.494e+09,1.494e+09,4.978e+09,8.183e+09,2.207e+09,6.3e+08,7.55e+08,8.22e+08,1.039e+10,1.5368e+10,9.82e+08,-4.744e+09,7.762e+09,-1.467e+09,2.533e+09,5.64e+08,3.097e+09,1.8465e+10,2.85e+08,1.24e+08,-3.1e+07,-3.08e+08,7e+07,-1.48e+08,-1.5e+07,-1.63e+08,-1.92e+08,4.29e+08,-2.13e+08,2.4e+07,-6.9e+07,-6.9e+07,2e+07,-4.9e+07,5.05e+08,9.297e+09,1.21e+08,0.31431,0.10818,0.08007,0.09106,0.01527,0.42908,0.67758,4.96222,0.50349,0.82456,0.82216,10.29825,7.40643,0.3538,0.5614,4,0.03246,0.00829,0.68085,17.87129,23.68766
"38","2019_Q3",53.98171875,"Up",3.461e+09,-2.275e+09,1.186e+09,-7.89e+08,-7.89e+08,3.97e+08,-31000000.0000001,-7.5e+07,-1e+06,4.5e+07,3.66e+08,3.66e+08,-7.4e+07,2.92e+08,2.92e+08,-6e+06,2.86e+08,2.86e+08,3.4e+08,3.4e+08,1.643e+09,1.643e+09,1.234e+09,2.87e+08,1.75e+08,3.504e+09,3.526e+09,3.526e+09,1.1232e+10,5.871e+09,2.587e+09,2.774e+09,1.5165e+10,1.8669e+10,2.401e+09,2.401e+09,1.076e+09,1.512e+09,1.512e+09,4.989e+09,8.262e+09,2.206e+09,6.19e+08,7.78e+08,8.09e+08,1.0468e+10,1.5457e+10,1e+09,-4.739e+09,7.858e+09,-1.469e+09,2.65e+09,5.62e+08,3.212e+09,1.8669e+10,2.92e+08,1.19e+08,6999999.99999997,32000000.0000001,4.5e+08,-1.46e+08,-18000000.0000001,-1.64e+08,-1.88e+08,-10000000.0000001,5000000.00000003,-2.01e+08,8.5e+07,8.5e+07,-1.7e+07,6.8e+07,5.16e+08,9.338e+09,4.76e+08,0.34268,0.11471,0.08264,0.08904,0.01532,1.66434,0.70235,4.81227,0.50019,0.84118,0.83871,10.17941,7.79412,1.4,0.55294,5,0.03212,0.03226,0.65734,17.43798,22.66499
"39","2019_Q4",57.7478125,"Up",3.372e+09,-2.372e+09,1e+09,-7.37e+08,-7.37e+08,2.63e+08,7.6e+07,-7.2e+07,-2e+06,1.5e+08,3.39e+08,3.39e+08,-9.1e+07,2.48e+08,2.48e+08,-1e+06,2.47e+08,2.47e+08,4.53e+08,4.53e+08,1.643e+09,1.643e+09,1.2e+09,1.96e+08,1.96e+08,3.492e+09,3.493e+09,3.493e+09,1.0109e+10,5.842e+09,2.572e+09,1.695e+09,1.4007e+10,1.7499e+10,2.338e+09,2.338e+09,1.91e+08,1.86e+09,1.86e+09,4.389e+09,7.683e+09,2.139e+09,6.05e+08,5.89e+08,9.45e+08,9.822e+09,1.4211e+10,1.014e+09,-4.714e+09,7.91e+09,-1.483e+09,2.727e+09,5.61e+08,3.288e+09,1.7499e+10,2.48e+08,1.17e+08,-2.55e+08,2.95e+08,4.05e+08,-1.42e+08,1.335e+09,1.258e+09,-1.94e+08,-1.37e+09,2.8e+07,-1.554e+09,1.09e+08,1.09e+08,4e+06,1.13e+08,3.8e+08,7.874e+09,6.24e+08,0.29656,0.078,0.07325,0.07512,0.01412,2.52632,0.79563,4.32208,0.44997,0.72434,0.72222,9.88856,7.99707,1.82991,0.56891,5,0.03316,0.04691,0.78543,19.52895,28.21673
"40","2020_Q1",58.9456451612903,"Up",3.223e+09,-2.135e+09,1.088e+09,-7.28e+08,-7.28e+08,3.6e+08,-1.24e+08,-6.3e+07,-2e+06,-5.9e+07,2.36e+08,2.36e+08,-8.4e+07,1.52e+08,1.52e+08,-7e+06,1.45e+08,1.45e+08,3.97e+08,3.97e+08,1.576e+09,1.576e+09,1.226e+09,2.32e+08,2.32e+08,3.431e+09,3.612e+09,3.612e+09,1.0521e+10,5.861e+09,2.576e+09,1.68e+09,1.4133e+10,1.7564e+10,3.028e+09,2.387e+09,7.27e+08,1.023e+09,1.023e+09,4.778e+09,7.195e+09,2.277e+09,7.05e+08,5.96e+08,9.76e+08,9.472e+09,1.425e+10,1.026e+09,-4.69e+09,7.859e+09,-1.448e+09,2.747e+09,5.67e+08,3.314e+09,1.7564e+10,1.52e+08,1.24e+08,1.06e+08,-1.31e+08,2.51e+08,-1.5e+08,-1.339e+09,-1.57e+08,-1.95e+08,-3e+06,2.4e+07,-1.74e+08,-8e+07,-8e+07,2.4e+07,-55999999.9999999,4.84e+08,7.922e+09,2.87e+08,0.33757,0.1117,0.04499,0.04375,0.00826,1.97931,0.71808,4.29994,0.45104,0.42398,0.42151,9.42398,8.03216,0.83918,0.57018,8,0.02516,0.02124,1.34483,15.54752,20.90278
"41","2020_Q2",58.7234920634921,"Down",3.412e+09,-2.268e+09,1.144e+09,-6.85e+08,-6.85e+08,4.59e+08,-1.5e+07,-6.4e+07,-2e+06,5.1e+07,4.44e+08,4.44e+08,-9.4e+07,3.5e+08,3.5e+08,-3e+06,3.47e+08,3.47e+08,1.016e+09,1.016e+09,1.748e+09,1.748e+09,1.189e+09,3.37e+08,3.37e+08,4.29e+09,3.44e+09,3.44e+09,1.0108e+10,5.772e+09,2.503e+09,1.833e+09,1.395e+10,1.824e+10,3.001e+09,2.329e+09,1.283e+09,1.311e+09,1.311e+09,5.595e+09,7.163e+09,2.27e+09,6.89e+08,5.92e+08,9.89e+08,9.433e+09,1.5028e+10,1.016e+09,-4.625e+09,8.01e+09,-1.727e+09,2.674e+09,5.38e+08,3.212e+09,1.824e+10,3.5e+08,1.17e+08,-2.9e+07,-4.7e+07,3.91e+08,-1.12e+08,-2.7e+07,-2.02e+08,-1.95e+08,5.46e+08,4.6e+07,4.77e+08,6.66e+08,6.66e+08,-4.7e+07,6.19e+08,5.76e+08,8.446e+09,5.11e+08,0.33529,0.13453,0.1017,0.10803,0.01902,1.47262,0.76676,4.6787,0.46305,1.01462,1.00872,9.97661,7.81871,1.49415,0.57018,7,0.03891,0.03669,0.56196,12.89931,16.18736
"42","2020_Q3",62.0496875,"Up",3.465e+09,-2.268e+09,1.197e+09,-6.9e+08,-6.9e+08,5.07e+08,-4.4e+07,-6.9e+07,-3e+06,2.8e+07,4.63e+08,4.63e+08,-1.09e+08,3.54e+08,3.54e+08,-3e+06,3.51e+08,3.51e+08,1.247e+09,1.047e+09,1.692e+09,1.692e+09,1.23e+09,3.23e+08,3.23e+08,4.492e+09,3.436e+09,3.436e+09,1.0224e+10,5.768e+09,2.486e+09,1.97e+09,1.4059e+10,1.8551e+10,3.087e+09,2.393e+09,1.517e+09,1.252e+09,1.252e+09,5.856e+09,6.929e+09,2.36e+09,6.97e+08,5.97e+08,1.066e+09,9.289e+09,1.5145e+10,1.034e+09,-4.613e+09,8.166e+09,-1.717e+09,2.87e+09,5.36e+08,3.406e+09,1.8551e+10,3.54e+08,1.17e+08,2e+06,1.07e+08,5.8e+08,-1.06e+08,-3e+06,-3.13e+08,-1.95e+08,-1.9e+07,1.4e+07,-2.43e+08,2.4e+07,2.4e+07,7000000.00000001,30999999.9999998,6.24e+08,8.446e+09,7.34e+08,0.34545,0.14632,0.1013,0.10305,0.01892,2.09117,0.76708,4.44656,0.45529,1.02632,1.01445,10.13158,8.39181,2.1462,0.57018,7,0.03842,0.05165,0.55556,11.53686,14.19921
"43","2020_Q4",59.29875,"Down",3.429e+09,-2.228e+09,1.201e+09,-7.91e+08,-7.91e+08,4.1e+08,7e+06,-6.3e+07,-2e+06,7.2e+07,4.17e+08,4.17e+08,-6.5e+07,3.52e+08,3.52e+08,-4e+06,3.48e+08,3.48e+08,1.579e+09,1.329e+09,1.626e+09,1.626e+09,1.263e+09,2.85e+08,2.85e+08,4.753e+09,3.484e+09,3.484e+09,1.0287e+10,5.78e+09,2.498e+09,2.009e+09,1.4169e+10,1.8922e+10,3.256e+09,2.449e+09,1.533e+09,1.245e+09,1.245e+09,6.034e+09,7e+09,2.302e+09,6.72e+08,5.87e+08,1.043e+09,9.302e+09,1.5336e+10,1.053e+09,-4.57e+09,8.318e+09,-1.757e+09,3.044e+09,5.42e+08,3.586e+09,1.8922e+10,3.52e+08,1.21e+08,-3.2e+07,1.81e+08,6.22e+08,-1.08e+08,1.9e+07,-1.34e+08,-1.96e+08,-9e+06,4.5e+07,-2.13e+08,2.75e+08,2.75e+08,7e+06,2.82e+08,5.31e+08,8.533e+09,6.69e+08,0.35025,0.11957,0.10149,0.09704,0.01839,1.92241,0.7877,4.27663,0.45096,1.0087,1.0087,9.93913,8.82319,1.93913,0.56812,6,0.03772,0.04639,0.56322,13.09605,16.96098
"44","2021_Q1",55.7119672131148,"Down",3.464e+09,-2.279e+09,1.185e+09,-8e+08,-8e+08,3.85e+08,-1.22e+08,-8.5e+07,-7e+06,-3e+07,2.63e+08,2.63e+08,-5.5e+07,2.08e+08,2.08e+08,-3e+06,2.05e+08,2.05e+08,4.35e+08,4.35e+08,1.537e+09,1.537e+09,1.284e+09,2.26e+08,2.26e+08,3.482e+09,3.713e+09,3.713e+09,1.0801e+10,5.799e+09,2.491e+09,2.12e+09,1.4514e+10,1.7996e+10,3.625e+09,2.471e+09,7.29e+08,8.84e+08,8.84e+08,5.238e+09,6.746e+09,2.376e+09,7.69e+08,5.62e+08,1.045e+09,9.122e+09,1.436e+10,1.077e+09,-4.559e+09,8.326e+09,-1.732e+09,3.112e+09,5.24e+08,3.636e+09,1.7996e+10,2.08e+08,1.24e+08,7.4e+07,-1.3e+07,3.93e+08,-1.79e+08,0,6.4e+07,-1.96e+08,-1.196e+09,7e+06,-1.409e+09,-9.52e+08,-9.52e+08,5.8e+07,-8.94e+08,5.09e+08,7.475e+09,3.72e+08,0.34209,0.11114,0.05918,0.05638,0.01139,1.81463,0.66476,3.94939,0.41537,0.59942,0.59593,10.12865,9.09942,1.08772,0.5731,7,0.02973,0.02758,0.9561,13.83104,18.28571
"45","2021_Q2",61.0611111111111,"Up",3.584e+09,-2.418e+09,1.166e+09,-6.94e+08,-6.94e+08,4.72e+08,8e+06,-5.9e+07,-2e+06,6.9e+07,4.8e+08,4.8e+08,-1.09e+08,3.71e+08,3.71e+08,-3e+06,3.68e+08,3.68e+08,3.91e+08,3.91e+08,1.66e+09,1.66e+09,1.319e+09,2.69e+08,2.69e+08,3.639e+09,3.636e+09,3.636e+09,1.0789e+10,5.768e+09,2.449e+09,2.175e+09,1.4425e+10,1.8064e+10,3.251e+09,2.476e+09,1.033e+09,1.101e+09,1.101e+09,5.385e+09,6.655e+09,2.369e+09,7.26e+08,6.34e+08,1.009e+09,9.024e+09,1.4409e+10,1.059e+09,-4.762e+09,8.506e+09,-1.665e+09,3.138e+09,5.17e+08,3.655e+09,1.8064e+10,3.71e+08,1.12e+08,-2e+07,-2.28e+08,2.35e+08,-1.73e+08,-9e+06,-1.89e+08,-1.95e+08,3.22e+08,-2.22e+08,-9.5e+07,-4.9e+07,-4.9e+07,5e+06,-4.4e+07,5.84e+08,7.688e+09,2.92e+08,0.32533,0.1317,0.10268,0.10068,0.02037,0.79348,0.67577,3.94227,0.4256,1.07602,1.06977,10.47953,9.17544,0.8538,0.57018,5,0.04106,0.0213,0.52989,12.49486,15.45975
"46","2021_Q3",60.78578125,"Down",3.555e+09,-2.331e+09,1.224e+09,-7.2e+08,-7.2e+08,5.04e+08,2.5e+07,-5.8e+07,-3e+06,8.6e+07,5.29e+08,5.29e+08,-1.44e+08,3.85e+08,3.85e+08,-5e+06,3.8e+08,3.8e+08,3.95e+08,3.95e+08,1.659e+09,1.659e+09,1.365e+09,3.28e+08,3.28e+08,3.747e+09,3.666e+09,3.666e+09,1.08e+10,5.783e+09,2.454e+09,2.169e+09,1.4466e+10,1.8213e+10,3.293e+09,2.491e+09,5.68e+08,1.085e+09,1.085e+09,4.946e+09,7.029e+09,2.358e+09,6.88e+08,6.47e+08,1.023e+09,9.387e+09,1.4333e+10,1.078e+09,-4.741e+09,8.688e+09,-1.663e+09,3.362e+09,5.18e+08,3.88e+09,1.8213e+10,3.85e+08,1.2e+08,-3.5e+07,-1.8e+07,4.52e+08,-1.28e+08,9e+06,-1.21e+08,-1.97e+08,-1.27e+08,2e+07,-3.26e+08,5e+06,5e+06,-1000000.00000001,4e+06,6.24e+08,7.597e+09,6.22e+08,0.3443,0.14177,0.10689,0.09794,0.02086,1.63684,0.75758,3.69407,0.41712,1.11111,1.10465,10.39474,9.83041,1.81871,0.57602,6,0.04171,0.04496,0.51842,11.54167,14.28968
"47","2021_Q4",60.4228125,"Down",3.622e+09,-2.457e+09,1.165e+09,-7.18e+08,-7.18e+08,4.47e+08,-5e+07,-5.5e+07,5e+06,224532101.992687,3.97e+08,3.97e+08,-9.2e+07,3.05e+08,3.05e+08,2e+06,3.07e+08,3.07e+08,4.4e+08,4.4e+08,1.68e+09,1.68e+09,1.378e+09,3.01e+08,3.01e+08,3.799e+09,3.753e+09,3.753e+09,1.0855e+10,5.794e+09,2.441e+09,2.197e+09,1.4608e+10,1.8407e+10,3.643e+09,2.526e+09,5.13e+08,8.73e+08,8.73e+08,5.029e+09,7.02e+09,2.349e+09,7.38e+08,6.13e+08,9.98e+08,9.369e+09,1.4398e+10,1.11e+09,-4.729e+09,8.796e+09,-1.693e+09,3.484e+09,5.25e+08,4.009e+09,1.8407e+10,3.05e+08,1.14e+08,-4.7e+07,8.6e+07,4.58e+08,-1.07e+08,2e+07,-7.5e+07,-1.98e+08,-1.37e+08,1.2e+07,-3.19e+08,6.4e+07,6.4e+07,-1.9e+07,4.5e+07,5.61e+08,7.533e+09,6.32e+08,0.32165,0.12341,0.08476,0.07658,0.01668,2.05863,0.75542,3.59142,0.40925,0.90029,0.89504,10.6217,10.21701,1.85337,0.58065,5,0.03635,0.0455,0.64495,12.64349,15.86801
"48","2022_Q1",62.1453225806452,"Up",3.42e+09,-2.415e+09,1.005e+09,-6.76e+08,-6.76e+08,3.29e+08,2.34e+08,-5.1e+07,3e+06,2.82e+08,5.63e+08,5.63e+08,-1.29e+08,4.34e+08,4.34e+08,-1e+06,4.33e+08,4.33e+08,2.86e+08,2.86e+08,1.489e+09,1.489e+09,1.398e+09,2.21e+08,2.21e+08,3.394e+09,3.827e+09,3.827e+09,1.0957e+10,5.771e+09,2.409e+09,2.353e+09,1.4784e+10,1.8178e+10,3.587e+09,2.573e+09,8.49e+08,8.79e+08,8.79e+08,5.315e+09,6.262e+09,2.386e+09,7.06e+08,7.22e+08,9.58e+08,8.648e+09,1.3963e+10,1.128e+09,-4.715e+09,9.028e+09,-1.721e+09,3.72e+09,4.95e+08,4.215e+09,1.8178e+10,4.34e+08,1.21e+08,-1.61e+08,1.62e+08,5.56e+08,-1.45e+08,4e+06,-1.43e+08,-1.98e+08,-3.64e+08,1.3e+07,-5.66e+08,-1.53e+08,-1.53e+08,-1e+06,-1.54e+08,4.5e+08,7.111e+09,5.96e+08,0.29386,0.0962,0.12661,0.10273,0.02382,1.37644,0.63857,3.31269,0.39119,1.26979,1.26239,10.02933,10.90909,1.7478,0.58065,6,0.04602,0.04347,0.45727,15.16667,20.74468
