"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"32","2018_Q1",35.2862295081967,"Up",2.2075e+10,-6.905e+09,1.517e+10,-1.1041e+10,-2.609e+09,4.129e+09,-6.85e+08,-8.07e+08,1.22e+08,3.444e+09,3.444e+09,1.1607e+10,1.5051e+10,1.5051e+10,-5.2e+07,1.4999e+10,1.4999e+10,3.428e+09,3.428e+09,8.834e+09,8.834e+09,4.081e+09,4.081e+09,1.6343e+10,3.847e+10,6.931e+09,1.25718e+11,5.9364e+10,3.678e+10,1.8133e+10,1.1441e+10,1.71119e+11,1.87462e+11,1.5172e+10,6.908e+09,8.264e+09,5.134e+09,2.1993e+10,5.9422e+10,3.5231e+10,2.4259e+10,1.0972e+10,9.4653e+10,1.16646e+11,3.7552e+10,-7.517e+09,3.8202e+10,3.79e+08,6.8616e+10,2.2e+09,7.0816e+10,1.87462e+11,5.404e+09,-3.273e+09,-2.28e+08,-1.03e+08,-6e+06,-3.61e+09,-7.36e+08,-4.35e+08,-1.223e+09,-1.223e+09,-56999999.9999998,-2.451e+09,-6.57e+08,-6.57e+08,-657000000.000001,6.4556e+10,0.6872,0.18704,0.67946,0.2118,0.08001,0.7431,1.64717,0.34437,3.21936,3.17372,4.73814,14.72762,0.15797,4,0.09223,0.04907,14.80455
"33","2018_Q2",29.80671875,"Down",2.2791e+10,-7.429e+09,1.5362e+10,-1.0717e+10,-2.599e+09,4.645e+09,-6.51e+08,-7.77e+08,1.26e+08,3.994e+09,3.994e+09,-8.18e+08,3.176e+09,3.176e+09,-5.8e+07,3.118e+09,3.118e+09,6.03e+09,6.03e+09,8.759e+09,8.759e+09,3.964e+09,3.964e+09,1.8753e+10,3.9068e+10,7.095e+09,1.2596e+11,5.9365e+10,3.7147e+10,1.8339e+10,1.1109e+10,1.72123e+11,1.90876e+11,1.4562e+10,7.349e+09,7.213e+09,3.039e+09,1.9179e+10,6.3678e+10,3.5955e+10,2.4702e+10,1.1253e+10,9.9633e+10,1.18812e+11,3.743e+10,-7.517e+09,3.8961e+10,6.08e+08,6.9482e+10,2.582e+09,7.2064e+10,1.90876e+11,5.474e+09,-2.451e+09,-2.2e+08,-8.9e+07,4.68e+08,-2.292e+09,-7.38e+08,1.876e+09,-1.729e+09,-1.729e+09,1.5e+07,-5.76e+08,2.606e+09,2.606e+09,2.606e+09,6.6717e+10,0.67404,0.20381,0.13681,0.04327,0.01634,0.97779,1.6487,0.34953,0.673,0.6627,4.91927,14.99719,0.15929,7,0.02207,0.23669,13.06502
"34","2018_Q3",32.5655555555556,"Up",2.1735e+10,-6.3e+09,1.5435e+10,-1.0421e+10,-2.603e+09,5.014e+09,-7.29e+08,-8.06e+08,7.7e+07,4.285e+09,4.285e+09,-1.077e+09,3.208e+09,3.208e+09,8e+06,3.216e+09,3.216e+09,5.726e+09,5.726e+09,8.847e+09,8.847e+09,3.642e+09,3.642e+09,1.8215e+10,3.9355e+10,7.438e+09,1.2624e+11,5.9365e+10,3.6872e+10,1.8848e+10,1.1155e+10,1.73033e+11,1.91248e+11,1.4627e+10,6.94e+09,7.687e+09,2.634e+09,1.9007e+10,6.1946e+10,3.7209e+10,2.514e+10,1.2069e+10,9.9155e+10,1.18162e+11,3.7481e+10,-7.517e+09,4.0269e+10,4.61e+08,7.0694e+10,2.392e+09,7.3086e+10,1.91248e+11,7.063e+09,-2.806e+09,-3.18e+08,999999.999999523,1.09e+08,-3.014e+09,-8.78e+08,-1.921e+09,-1.269e+09,-1.269e+09,-3.16e+08,-4.384e+09,-335000000.000001,-335000000.000001,-3.35e+08,6.458e+10,0.71014,0.23069,0.14796,0.044,0.01682,0.95833,1.61675,0.33768,0.69943,0.69266,4.72706,15.37495,0.19095,7,0.02341,0.27301,11.73793
"35","2018_Q4",33.7688888888889,"Up",2.2135e+10,-6.711e+09,1.5424e+10,-1.0588e+10,-2.618e+09,4.836e+09,-9.41e+08,-8.3e+08,-1.11e+08,3.895e+09,3.895e+09,-9.99e+08,2.896e+09,2.896e+09,-1e+07,2.886e+09,2.886e+09,1.0616e+10,1.0616e+10,8.983e+09,8.983e+09,3.607e+09,3.607e+09,2.3206e+10,3.9855e+10,7.724e+09,1.2985e+11,5.9365e+10,3.6703e+10,1.8649e+10,1.5133e+10,1.77429e+11,2.00635e+11,1.4821e+10,7.036e+09,7.785e+09,3.173e+09,1.9627e+10,6.9711e+10,3.7635e+10,2.5167e+10,1.2468e+10,1.07346e+11,1.26973e+11,3.7448e+10,-7.517e+09,4.1218e+10,3.74e+08,7.1523e+10,2.139e+09,7.3662e+10,2.00635e+11,5.97e+09,-2.854e+09,-3.02e+08,0,-1.28e+08,-3.284e+09,-8.71e+08,8.399e+09,-1.284e+09,-1.284e+09,-1.5e+08,6.094e+09,8.78e+09,8.78e+09,8.78e+09,7.2884e+10,0.69681,0.21848,0.13038,0.03918,0.01438,1.18235,1.72372,0.36327,0.63234,0.62481,4.84991,15.67112,0.19084,6,0.0204,0.3018,12.87593
"36","2019_Q1",34.9993442622951,"Up",2.7846e+10,-9.252e+09,1.8594e+10,-1.408e+10,-3.197e+09,4.514e+09,-1.446e+09,-1.129e+09,-9.2e+07,3.068e+09,3.068e+09,-4.86e+08,2.582e+09,2.582e+09,-7.1e+07,2.511e+09,2.511e+09,3.814e+09,3.814e+09,1.1104e+10,1.1104e+10,6.93e+09,6.93e+09,2.1848e+10,4.4437e+10,7.883e+09,1.77516e+11,5.9365e+10,6.6154e+10,3.8358e+10,1.3639e+10,2.29836e+11,2.51684e+11,2.1023e+10,8.494e+09,1.2529e+10,4.398e+09,2.7603e+10,1.07345e+11,4.2918e+10,2.7589e+10,1.5329e+10,1.50263e+11,1.77866e+11,3.7515e+10,-7.517e+09,4.1983e+10,-3.68e+08,7.1613e+10,2.205e+09,7.3818e+10,2.51684e+11,5.79e+09,-3.598e+09,-4.17e+08,-3.799e+10,-2.59e+08,-4.2264e+10,-8.65e+08,2.8008e+10,-1.038e+09,-1.038e+09,-9.9e+07,2.6006e+10,-1.0468e+10,-1.0468e+10,-1.0713e+10,1.11743e+11,0.66774,0.16211,0.09017,0.03402,0.00998,0.79151,2.40952,0.44398,0.55296,0.5467,6.13213,15.77031,0.19049,6,0.01478,0.34448,23.90984
"37","2019_Q2",39.4419047619048,"Up",2.6859e+10,-8.569e+09,1.829e+10,-1.3108e+10,-3.32e+09,5.182e+09,-4.74e+08,-1.15e+09,6.76e+08,4.708e+09,4.708e+09,-1.076e+09,3.632e+09,3.632e+09,-7.9e+07,3.553e+09,3.553e+09,3.498e+09,3.498e+09,1.0736e+10,1.0736e+10,6.039e+09,6.039e+09,2.0273e+10,4.5721e+10,9.159e+09,1.81036e+11,5.9365e+10,6.8073e+10,3.6902e+10,1.6696e+10,2.35916e+11,2.56189e+11,2.0803e+10,1.0232e+10,1.0571e+10,4.629e+09,2.7917e+10,1.04464e+11,4.663e+10,2.7819e+10,1.8811e+10,1.51094e+11,1.79011e+11,3.7675e+10,-7.517e+09,4.4379e+10,4.22e+08,7.4959e+10,2.219e+09,7.7178e+10,2.56189e+11,7.231e+09,-2.655e+09,-4.39e+08,-4.8e+07,-8.4e+07,-3.226e+09,-8.69e+08,-3.15e+09,-2.47e+08,-2.47e+08,-5.9e+07,-4.325e+09,-3.2e+08,-3.2e+08,-3.12e+08,1.09093e+11,0.68096,0.19293,0.13228,0.04604,0.01387,0.72619,2.31946,0.42583,0.78363,0.7734,5.92391,16.53264,0.19166,5,0.01899,0.24458,20.37727
"38","2019_Q3",41.6259375,"Up",2.6858e+10,-8.255e+09,1.8603e+10,-1.3247e+10,-3.276e+09,5.356e+09,-1.192e+09,-1.137e+09,-5.5e+07,4.164e+09,4.164e+09,-9.61e+08,3.203e+09,3.203e+09,-7.8e+07,3.125e+09,3.125e+09,3.919e+09,3.919e+09,1.0835e+10,1.0835e+10,6.607e+09,6.607e+09,2.1361e+10,4.6047e+10,8.438e+09,1.80709e+11,5.9365e+10,6.7945e+10,3.6076e+10,1.7323e+10,2.35194e+11,2.56555e+11,2.2001e+10,1.0014e+10,1.1987e+10,6.365e+09,3.1008e+10,1.01248e+11,4.514e+10,2.7996e+10,1.7144e+10,1.46388e+11,1.77396e+11,3.8004e+10,-7.517e+09,4.6425e+10,-61999999.9999998,7.685e+10,2.309e+09,7.9159e+10,2.56555e+11,7.04e+09,-2.814e+09,-1.166e+09,-6.6e+07,-1.42e+08,-4.188e+09,-9.54e+08,-1.444e+09,-1.03e+08,-1.03e+08,9.4e+07,-2.407e+09,4.45e+08,4.45e+08,4.22e+08,1.07613e+11,0.69264,0.19942,0.11635,0.03948,0.01218,0.68889,2.24101,0.41945,0.68742,0.67846,5.90805,16.90497,0.20985,5,0.01759,0.30528,19.36034
"39","2019_Q4",42.023125,"Up",2.6827e+10,-8.316e+09,1.8511e+10,-1.3171e+10,-3.18e+09,5.34e+09,-1.277e+09,-1.167e+09,-6.21e+08,4.063e+09,4.063e+09,-7.75e+08,3.288e+09,3.288e+09,-7.1e+07,3.217e+09,3.217e+09,3.507e+09,3.507e+09,1.0684e+10,1.0684e+10,8.132e+09,8.132e+09,2.2323e+10,4.679e+10,7.473e+09,1.79788e+11,5.9365e+10,6.6913e+10,3.5164e+10,1.753e+10,2.34051e+11,2.56374e+11,2.2006e+10,1.0198e+10,1.1808e+10,1.039e+09,2.5989e+10,1.05012e+11,4.4845e+10,2.7992e+10,1.6853e+10,1.49857e+11,1.75846e+11,3.825e+10,-7.517e+09,4.857e+10,-1.159e+09,7.8144e+10,2.384e+09,8.0528e+10,2.56374e+11,5.191e+09,-3.083e+09,-9.2e+07,-6.7e+07,-2.56e+08,-3.498e+09,-9.55e+08,-9.78e+08,-8.2e+07,-8.2e+07,-7.9e+07,-2.094e+09,-4.01e+08,-4.01e+08,-4.17e+08,1.06051e+11,0.69001,0.19905,0.11992,0.03995,0.01255,0.85894,2.18366,0.41366,0.70672,0.69662,5.89345,17.16696,0.2098,5,0.01803,0.29686,19.203
"40","2020_Q1",40.005,"Down",2.8398e+10,-9.3e+09,1.9098e+10,-1.3851e+10,-3.177e+09,5.247e+09,-1.186e+09,-1.113e+09,4.38e+08,4.061e+09,4.061e+09,-8.61e+08,3.2e+09,3.2e+09,-3.8e+07,3.162e+09,3.162e+09,5.5e+09,5.5e+09,1.1292e+10,1.1292e+10,8.6e+09,8.6e+09,2.5392e+10,4.8322e+10,6.989e+09,1.82711e+11,5.9365e+10,6.8725e+10,3.6128e+10,1.7799e+10,2.38022e+11,2.63414e+11,2.3072e+10,1.0826e+10,1.2246e+10,4.452e+09,3.0292e+10,1.02931e+11,4.4945e+10,2.818e+10,1.6765e+10,1.47876e+11,1.78168e+11,3.8501e+10,-7.517e+09,5.0695e+10,1.047e+09,8.2726e+10,2.52e+09,8.5246e+10,2.63414e+11,6.235e+09,-3.876e+09,-2.02e+08,6.97e+08,-5.48e+08,-3.929e+09,-9.57e+08,5.84e+08,-7.2e+07,-7.2e+07,9e+07,-3.55e+08,1.951e+09,1.951e+09,1.987e+09,1.07383e+11,0.67251,0.18477,0.11135,0.03709,0.012,0.83824,2.09005,0.40766,0.69342,0.68412,6.22763,18.14167,0.20987,7,0.01734,0.30266,19.41738
"41","2020_Q2",36.3661904761905,"Down",2.6609e+10,-8.301e+09,1.8308e+10,-1.3456e+10,-3.264e+09,4.852e+09,-1.928e+09,-1.212e+09,101589895.912295,2.924e+09,2.924e+09,-7e+08,2.224e+09,2.224e+09,-7.7e+07,2.147e+09,2.147e+09,8.516e+09,8.516e+09,1.08e+10,1.08e+10,4.768e+09,4.768e+09,2.4084e+10,4.8442e+10,6.468e+09,1.83427e+11,5.9365e+10,6.7218e+10,3.4672e+10,2.156e+10,2.38337e+11,2.62421e+11,2.1993e+10,9.963e+09,1.203e+10,2.973e+09,2.76e+10,1.0577e+11,4.5009e+10,2.7865e+10,1.7144e+10,1.50779e+11,1.78379e+11,3.8651e+10,-7.517e+09,5.1516e+10,-1.144e+09,8.1506e+10,2.536e+09,8.4042e+10,2.62421e+11,5.824e+09,-2.499e+09,-6.9e+07,-1.77e+08,-3.56e+08,-3.101e+09,-9.77e+08,1.842e+09,-2.33e+08,-2.33e+08,-2.58e+08,3.74e+08,3.097e+09,3.097e+09,3.02e+09,1.08743e+11,0.68804,0.18234,0.08069,0.02555,0.00818,0.87261,2.1225,0.41438,0.47063,0.46502,5.83275,17.86629,0.21416,6,0.01314,0.45505,20.65684
"42","2020_Q3",41.75640625,"Up",2.3715e+10,-6.817e+09,1.6898e+10,-1.2251e+10,-3.264e+09,4.647e+09,-6.92e+08,-1.112e+09,-863483892.050245,3.955e+09,3.955e+09,-9.46e+08,3.009e+09,3.009e+09,-2.1e+07,2.988e+09,2.988e+09,1.3935e+10,1.3935e+10,1.0227e+10,1.0227e+10,3.323e+09,3.323e+09,2.7485e+10,4.8985e+10,6.845e+09,1.82663e+11,5.9365e+10,6.7354e+10,3.4186e+10,2.1225e+10,2.38493e+11,2.65978e+11,2.1996e+10,1.0426e+10,1.157e+10,4.046e+09,2.8445e+10,1.05931e+11,4.5555e+10,2.7947e+10,1.7608e+10,1.51486e+11,1.79931e+11,3.899e+10,-7.517e+09,5.342e+10,-1.279e+09,8.3614e+10,2.433e+09,8.6047e+10,2.65978e+11,8.643e+09,-2.677e+09,-4.02e+08,2.021e+09,-3.19e+08,-1.377e+09,-1.051e+09,1.058e+09,-35999999.9999999,-3.6e+07,-1.87e+09,-1.899e+09,5.367e+09,5.367e+09,5.367e+09,1.09977e+11,0.71254,0.19595,0.126,0.03473,0.01123,0.96625,2.09108,0.41348,0.65383,0.64886,5.18928,18.29628,0.22998,6,0.01672,0.35174,20.66753
"43","2020_Q4",46.24625,"Up",2.5532e+10,-8.565e+09,1.6967e+10,-1.2891e+10,-3.32e+09,4.076e+09,-1.306e+09,-1.22e+09,-3.82e+08,2.77e+09,2.77e+09,-7.39e+08,2.031e+09,2.031e+09,-1.2e+07,2.019e+09,2.019e+09,1.3707e+10,1.3707e+10,1.031e+10,1.031e+10,3.352e+09,3.352e+09,2.7369e+10,5.0466e+10,6.702e+09,1.84403e+11,5.9365e+10,6.8898e+10,3.4485e+10,2.1226e+10,2.41571e+11,2.6894e+11,2.2194e+10,1.0979e+10,1.1215e+10,4.429e+09,2.9511e+10,1.05162e+11,4.5442e+10,2.7905e+10,1.7537e+10,1.50604e+11,1.80115e+11,3.9227e+10,-7.517e+09,5.4254e+10,2.12e+08,8.6176e+10,2.649e+09,8.8825e+10,2.6894e+11,5.228e+09,-2.939e+09,-7.4e+07,6.2e+07,-5.44e+08,-3.495e+09,-1.058e+09,-1.332e+09,-1.6e+08,-1.6e+08,4.84e+08,-2.066e+09,-3.33e+08,-3.33e+08,-2.39e+08,1.09591e+11,0.66454,0.15964,0.07908,0.02273,0.00751,0.92742,2.02775,0.40749,0.44073,0.43645,5.57346,18.81161,0.23095,5,0.01262,0.52402,23.52404
"44","2021_Q1",51.2314754098361,"Up",2.7708e+10,-9.438e+09,1.827e+10,-1.4352e+10,-3.252e+09,3.918e+09,4.98e+08,-1.044e+09,1.542e+09,4.416e+09,4.416e+09,-9.79e+08,3.437e+09,3.437e+09,-5.7e+07,3.38e+09,3.38e+09,1.174e+10,1.174e+10,1.1466e+10,1.1466e+10,3.535e+09,3.535e+09,2.6741e+10,5.1995e+10,7.82e+09,1.87313e+11,5.9365e+10,7.0669e+10,3.5389e+10,2.1443e+10,2.47128e+11,2.73869e+11,2.2687e+10,1.1364e+10,1.1323e+10,3.146e+09,2.8796e+10,1.05782e+11,4.6273e+10,2.8051e+10,1.8222e+10,1.52055e+11,1.80851e+11,3.9518e+10,-7.517e+09,5.6438e+10,1.884e+09,9.0323e+10,2.695e+09,9.3018e+10,2.73869e+11,5.042e+09,-3.519e+09,-2.67e+08,2e+08,-4.88e+08,-4.074e+09,-1.054e+09,-1.701e+09,-1.05e+08,-1.05e+08,-61999999.9999998,-2.922e+09,-1.954e+09,-1.954e+09,-1.969e+09,1.08928e+11,0.65938,0.1414,0.12199,0.03634,0.01234,0.92864,1.94426,0.39774,0.73751,0.72719,6.04582,19.70827,0.22998,6,0.01786,0.31183,24.80551
"45","2021_Q2",54.4634920634921,"Up",2.7205e+10,-8.919e+09,1.8286e+10,-1.3247e+10,-3.362e+09,5.039e+09,-6.28e+08,-1.018e+09,3.9e+08,4.411e+09,4.411e+09,-1.119e+09,3.292e+09,3.292e+09,3.7e+07,3.329e+09,3.329e+09,1.495e+10,1.495e+10,1.0986e+10,1.0986e+10,3.502e+09,3.502e+09,2.9438e+10,5.2317e+10,7.889e+09,1.88867e+11,5.9365e+10,7.0106e+10,3.4861e+10,2.4048e+10,2.49073e+11,2.78511e+11,2.2658e+10,1.1148e+10,1.151e+10,4.777e+09,3.0811e+10,1.04104e+11,4.895e+10,2.826e+10,2.069e+10,1.53054e+11,1.83865e+11,3.9799e+10,-7.517e+09,5.8321e+10,1.972e+09,9.2575e+10,2.071e+09,9.4646e+10,2.78511e+11,7.751e+09,-2.471e+09,-5.2e+07,2.41e+08,-3.3e+08,-2.612e+09,-1.08e+09,6.8e+07,-3.09e+08,-3.09e+08,-5.77e+08,-1.898e+09,3.241e+09,3.241e+09,3.208e+09,1.08881e+11,0.67216,0.18522,0.12237,0.03517,0.01195,0.95544,1.94266,0.39094,0.72511,0.71361,5.92572,20.16445,0.23524,6,0.01746,0.32442,18.6408
"46","2021_Q3",57.0471875,"Up",2.8546e+10,-9.256e+09,1.929e+10,-1.3783e+10,-3.383e+09,5.507e+09,1.23e+08,-1.094e+09,1.217e+09,5.63e+09,5.63e+09,-2e+09,3.63e+09,3.63e+09,1.08e+08,3.738e+09,3.738e+09,1.2378e+10,1.2378e+10,1.111e+10,1.111e+10,3.558e+09,3.558e+09,2.7046e+10,5.2769e+10,8.903e+09,1.88286e+11,5.9365e+10,7.0429e+10,3.4321e+10,2.3607e+10,2.49958e+11,2.77004e+11,2.2341e+10,1.1672e+10,1.0669e+10,3.407e+09,2.9314e+10,1.00344e+11,5.03e+10,2.9525e+10,2.0775e+10,1.50644e+11,1.79958e+11,4.0101e+10,-7.517e+09,6.0359e+10,1.992e+09,9.4935e+10,2.111e+09,9.7046e+10,2.77004e+11,7.606e+09,-2.815e+09,-3.4e+07,-12999999.9999999,-1.57e+08,-3.019e+09,-1.15e+09,-5.47e+09,-6.48e+08,-6.48e+08,1.02e+08,-7.166e+09,-2.579e+09,-2.579e+09,-2.558e+09,1.03751e+11,0.67575,0.19292,0.13095,0.03852,0.01349,0.92263,1.85436,0.37455,0.8142,0.80129,6.21782,20.6785,0.25049,6,0.01947,0.30765,16.59216
"47","2021_Q4",51.21484375,"Down",3.0298e+10,-1.0395e+10,1.9903e+10,-1.4453e+10,-3.477e+09,5.45e+09,-2.82e+08,-1.049e+09,7.67e+08,5.168e+09,5.168e+09,-1.235e+09,3.933e+09,3.933e+09,1.04e+08,4.037e+09,4.037e+09,1.1806e+10,1.1806e+10,1.1974e+10,1.1974e+10,3.646e+09,3.646e+09,2.7426e+10,5.2809e+10,9.163e+09,1.87662e+11,5.9365e+10,6.9626e+10,3.3393e+10,2.4715e+10,2.49634e+11,2.7706e+11,2.2953e+10,1.202e+10,1.0933e+10,6.95e+08,2.6739e+10,1.01691e+11,5.0806e+10,3.005e+10,2.0756e+10,1.52497e+11,1.79236e+11,4.0188e+10,-7.517e+09,6.1783e+10,1.328e+09,9.5782e+10,2.044e+09,9.7826e+10,2.77062e+11,6.1e+09,-2.866e+09,-3.6e+07,1.05e+08,2.1e+07,-2.776e+09,-1.157e+09,-1.124e+09,-1.66e+09,-1.66e+09,5.9e+07,-3.882e+09,-5.58e+08,-5.58e+08,-5.61e+08,1.02386e+11,0.65691,0.17988,0.13324,0.04127,0.01457,1.02569,1.83219,0.36954,0.87895,0.86482,6.59656,20.85391,0.25191,7,0.02069,0.2866,16.62018
"48","2022_Q1",47.5664516129032,"Down",3.0336e+10,-9.88e+09,2.0456e+10,-1.5635e+10,-3.582e+09,4.821e+09,-9.37e+08,-1.12e+09,1.83e+08,3.884e+09,3.884e+09,-9.05e+08,2.979e+09,2.979e+09,7.6e+07,3.055e+09,3.055e+09,8.711e+09,8.711e+09,1.2008e+10,1.2008e+10,4.088e+09,4.088e+09,2.4807e+10,5.4047e+10,8.082e+09,1.88969e+11,5.9365e+10,7.0189e+10,3.358e+10,2.523e+10,2.51098e+11,2.75905e+11,2.4176e+10,1.2455e+10,1.1721e+10,2.132e+09,2.9348e+10,9.7888e+10,5.0661e+10,3.0041e+10,2.062e+10,1.48549e+11,1.77897e+11,4.0227e+10,-7.517e+09,6.1902e+10,1.48e+09,9.6092e+10,1.917e+09,9.8009e+10,2.75906e+11,7.69e+09,-3.905e+09,-5.2e+07,-1.023e+09,-5.9e+07,-5.039e+09,-1.145e+09,-2.344e+09,-2.055e+09,-2.055e+09,-1.28e+08,-5.672e+09,-3.021e+09,-3.021e+09,-3.077e+09,1.0002e+11,0.67431,0.15892,0.10071,0.03117,0.01107,0.84527,1.81511,0.36252,0.66805,0.65614,6.63372,21.0129,0.25038,6,0.01689,0.3748,18.93985
"49","2022_Q2",42.5816129032258,"Down",3.101e+10,-1.057e+10,2.044e+10,-1.487e+10,-3.548e+09,5.57e+09,-8.05e+08,-9.93e+08,1.88e+08,4.765e+09,4.765e+09,-1.288e+09,3.477e+09,3.477e+09,7.3e+07,3.55e+09,3.55e+09,8.88e+09,8.88e+09,1.23e+10,1.23e+10,4.201e+09,4.201e+09,2.5381e+10,5.382e+10,8.287e+09,1.86585e+11,5.9365e+10,6.9052e+10,3.2468e+10,2.5054e+10,2.48692e+11,2.74073e+11,2.4522e+10,1.2707e+10,1.1815e+10,2.117e+09,2.9657e+10,9.7614e+10,5.0298e+10,2.9857e+10,2.0441e+10,1.47912e+11,1.77569e+11,3.9979e+10,-7.517e+09,6.1555e+10,6.74e+08,9.4691e+10,1.813e+09,9.6504e+10,2.74073e+11,7.257e+09,-2.497e+09,-6.6e+07,6.9e+07,-1.03e+08,-2.597e+09,-1.166e+09,1.3e+07,-3.223e+09,-3.223e+09,-1.14e+08,-4.49e+09,1.7e+08,1.7e+08,1.35e+08,9.9731e+10,0.65914,0.17962,0.11448,0.03679,0.01295,0.85582,1.84002,0.36388,0.78311,0.76956,6.8406,20.8882,0.25721,7,0.01913,0.32845,16.31077
"50","2022_Q3",39.568,"Down",3.0016e+10,-8.887e+09,2.1129e+10,-1.4762e+10,-3.468e+09,6.367e+09,-1.866e+09,-9.69e+08,-8.97e+08,4.501e+09,4.501e+09,-1.26e+09,3.241e+09,3.241e+09,1.54e+08,3.395e+09,3.395e+09,6.822e+09,6.822e+09,1.1956e+10,1.1956e+10,5.415e+09,5.415e+09,2.4193e+10,5.3508e+10,7.598e+09,1.81735e+11,5.9365e+10,6.6486e+10,3.0728e+10,2.4514e+10,2.42841e+11,2.67034e+11,2.2716e+10,1.2304e+10,1.0412e+10,2.083e+09,2.7586e+10,9.663e+10,4.9745e+10,2.9491e+10,2.0254e+10,1.46375e+11,1.73961e+11,3.9905e+10,-7.517e+09,6.1209e+10,-2.17e+09,9.1427e+10,1.645e+09,9.3072e+10,2.67033e+11,6.326e+09,-3.156e+09,-1.098e+09,38999999.9999998,2.1e+07,-4.194e+09,-1.211e+09,-1.01e+08,-3.065e+09,-3.065e+09,2.3e+08,-4.147e+09,-2.015e+09,-2.015e+09,-2.056e+09,9.8713e+10,0.70392,0.21212,0.11311,0.03648,0.01271,0.877,1.8691,0.36966,0.74891,0.73596,6.62133,20.16818,0.26714,7,0.01907,0.3567,14.43239
