"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_revenue_long_term","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",51.6396875,"Up",2.3796e+10,-9.872e+09,1.3924e+10,-7.898e+09,-4.998e+09,-3.96e+09,-1.038e+09,-2.9e+09,6.026e+09,-1.71e+08,-1.71e+08,5.855e+09,5.855e+09,-8.37e+08,5.018e+09,5.018e+09,5.018e+09,5.018e+09,1.0264e+11,7.185e+09,9.5455e+10,1.4507e+10,1.4507e+10,2.702e+09,7.963e+09,6.345e+09,1.27812e+11,1.5789e+10,1.1514e+10,2.4983e+10,4.619e+09,1.7436e+10,2.928e+09,5.2286e+10,1.80098e+11,1.0585e+10,6.936e+09,3.649e+09,3.75e+09,2.8308e+10,2.0929e+10,6.886e+09,4.2643e+10,4.0679e+10,1.9996e+10,4.102e+09,2.194e+09,1.37e+10,6.0675e+10,1.03318e+11,6.8279e+10,6.8279e+10,8.501e+09,7.678e+10,7.678e+10,1.80098e+11,5.018e+09,1.544e+09,1.3031e+10,6.58e+08,-2.47e+08,1.262e+10,-1.3975e+10,-3.118e+09,1.104e+09,3.69e+08,-1.233e+10,5.618e+09,-2.024e+09,-2.024e+09,-2.024e+09,-1.208e+09,3.3542e+10,-3.475e+10,-3.81e+08,2.85e+08,-3.328e+09,-2.868e+09,5.976e+09,-3.561e+09,1.17e+08,-3.678e+09,-6.5e+07,-5.18e+08,1.772e+09,1.772e+09,-1.8e+07,1.754e+09,7.57e+09,4.4429e+10,-7.592e+09,0.58514,0.25324,0.21088,0.06536,0.02786,-1.51295,2.99726,1.34564,0.24669,0.63009,0.62328,2.98795,9.64088,-0.95329,0.36012,5,0.05585,-0.05377,0.57154,-7.6897,-9.65997
"27","2016_Q4",55.3774603174603,"Up",2.0531e+10,-7.722e+09,1.2809e+10,-7.526e+09,-4.546e+09,-3.406e+09,-1.14e+09,-2.98e+09,5.283e+09,-2.47e+08,-2.47e+08,5.036e+09,5.036e+09,-1.28e+09,3.756e+09,3.756e+09,3.756e+09,3.756e+09,1.05552e+11,7.17e+09,9.8382e+10,1.2247e+10,1.2247e+10,2.45e+09,8.172e+09,6.598e+09,1.28421e+11,1.6831e+10,1.1315e+10,2.5302e+10,4.459e+09,1.7948e+10,2.895e+09,5.3448e+10,1.81869e+11,1.1035e+10,6.759e+09,4.276e+09,5.498e+09,2.7821e+10,2.0876e+10,6.26e+09,4.4354e+10,4.0896e+10,2.1813e+10,5.017e+09,2.674e+09,1.4122e+10,6.2709e+10,1.07063e+11,6.8012e+10,6.8012e+10,6.794e+09,7.4806e+10,7.4806e+10,1.81869e+11,3.756e+09,1.707e+09,1.4161e+10,6.72e+08,3.51e+08,1.3138e+10,-9.257e+09,2.288e+09,2.41e+08,-1.29e+08,-1.1657e+10,1.0367e+10,-2.308e+09,-2.308e+09,-2.308e+09,-2.55e+09,2.4791e+10,-2.7341e+10,-5.59e+08,-6.6e+07,-5.483e+09,-2.842e+09,1.747e+09,-3.698e+09,1.59e+08,-3.857e+09,-1.23e+08,-4.916e+09,-3.2e+07,-3.2e+07,1.7e+07,-1.5e+07,6.99e+09,4.6394e+10,-3.295e+09,0.62389,0.25732,0.18294,0.05021,0.02065,-0.87726,2.89536,1.43121,0.2551,0.47568,0.47021,2.60018,9.47391,-0.4173,0.35993,4,0.04614,-0.02304,0.75666,-8.46323,-11.1978
"28","2017_Q1",59.3837096774194,"Up",2.6448e+10,-7.979e+09,1.8469e+10,-8.383e+09,-5.237e+09,-3.936e+09,-1.301e+09,-3.146e+09,1.0086e+10,2.59e+08,2.59e+08,1.0345e+10,9.235e+09,-2.372e+09,6.863e+09,6.863e+09,6.863e+09,6.863e+09,1.1324e+11,6.51e+09,1.0673e+11,1.8277e+10,1.8277e+10,2.251e+09,5.892e+09,5.892e+09,1.3966e+11,1.8356e+10,1.0431e+10,2.5021e+10,3.733e+09,1.7872e+10,3.416e+09,5.3808e+10,1.93468e+11,1.2162e+10,6.898e+09,5.264e+09,1.2904e+10,3.4291e+10,2.7468e+10,6.243e+09,5.9357e+10,4.0557e+10,2.1557e+10,6.441e+09,1.476e+09,1.364e+10,6.2114e+10,1.21471e+11,6.8178e+10,6.8178e+10,3.819e+09,7.1997e+10,7.1997e+10,1.93468e+11,6.863e+09,1.91e+09,-3.0344e+10,6.64e+08,2.302e+09,-3.331e+10,3.0035e+10,-4.984e+09,1.92e+08,-16999999.9999999,3.4844e+10,8.464e+09,-2.655e+09,-2.655e+09,-2.655e+09,-7.277e+09,2.282e+10,-3.0097e+10,-62999999.9999998,-78000000.0000001,-1.0073e+10,-2.821e+09,7.299e+09,-3.504e+09,1.73e+08,-3.677e+09,-2999999.99999997,9.71e+08,-6.38e+08,-6.38e+08,-2.2e+07,-6.6e+08,1.1996e+10,5.3461e+10,4.1748e+10,0.69831,0.38135,0.25949,0.09532,0.03547,6.08305,2.35288,1.68717,0.27633,0.87494,0.86556,3.37175,9.17861,5.32228,0.35964,7,0.06587,0.28397,0.41104,-4.98324,-5.92693
"29","2017_Q2",63.9788888888889,"Up",2.1928e+10,-7.844e+09,1.4084e+10,-7.369e+09,-4.263e+09,-3.218e+09,-1.045e+09,-3.106e+09,6.715e+09,1.12e+08,1.12e+08,6.827e+09,6.827e+09,-1.16e+09,5.667e+09,5.667e+09,5.667e+09,5.667e+09,1.36932e+11,1.3928e+10,1.23004e+11,1.1129e+10,1.1129e+10,3.122e+09,6.726e+09,6.726e+09,1.57909e+11,1.9224e+10,1.0486e+10,2.4905e+10,3.522e+09,1.7907e+10,3.476e+09,5.4615e+10,2.12524e+11,9.917e+09,6.296e+09,3.621e+09,1.4536e+10,3.4357e+10,2.6304e+10,7.333e+09,5.881e+10,6.0154e+10,2.3188e+10,7.284e+09,1.564e+09,1.434e+10,8.3342e+10,1.42152e+11,6.7747e+10,6.7747e+10,2.625e+09,7.0372e+10,7.0372e+10,2.12524e+11,5.667e+09,1.816e+09,-8.75e+08,7.03e+08,5.4e+08,-2.118e+09,4.941e+09,7.187e+09,-8.67e+08,-4.43e+08,-9.36e+08,1.1549e+10,-2.163e+09,-2.163e+09,-2.163e+09,-1.6199e+10,4.0982e+10,-5.7181e+10,-2.4e+07,-8.4e+07,-1.847e+10,-2.8e+09,2.1362e+10,-4.121e+09,2.41e+08,-4.362e+09,-1.12e+08,1.4329e+10,7.408e+09,7.408e+09,1e+07,7.418e+09,8.531e+09,7.469e+10,1.2469e+10,0.64228,0.30623,0.25844,0.08053,0.02667,2.20028,2.68507,2.02001,0.35144,0.72756,0.71953,2.81525,9.03479,1.60085,0.35948,5,0.05032,0.07411,0.49409,-7.29598,-9.2691
"30","2017_Q3",68.447619047619,"Up",2.5826e+10,-9.901e+09,1.5925e+10,-8.02e+09,-4.958e+09,-4.079e+09,-8.79e+08,-3.062e+09,7.905e+09,1.17e+08,1.17e+08,8.022e+09,8.022e+09,-1.755e+09,6.267e+09,6.267e+09,6.267e+09,6.267e+09,1.22781e+11,8.468e+09,1.14313e+11,1.4343e+10,1.4343e+10,1.961e+09,5.864e+09,5.864e+09,1.44949e+11,2.1379e+10,8.912e+09,4.937e+10,1.1001e+10,3.4524e+10,3.845e+09,7.9661e+10,2.2461e+11,1.0562e+10,6.58e+09,3.982e+09,2.5664e+10,3.4561e+10,2.6085e+10,7.968e+09,7.0787e+10,5.9306e+10,2.5708e+10,8.595e+09,1.133e+09,1.598e+10,8.5014e+10,1.55801e+11,6.8177e+10,6.8177e+10,6.32e+08,6.8809e+10,6.8809e+10,2.2461e+11,6.267e+09,2.166e+09,-956999999.999996,7.67e+08,5e+06,-1.729e+09,-1.183e+09,-2.789e+09,1.132e+09,98999999.9999999,3.75e+08,6.293e+09,-1.988e+09,-1.988e+09,-1.988e+09,1.0927e+10,5.7702e+10,-4.6775e+10,-2.476e+10,1.07e+09,-1.4751e+10,-3.024e+09,9.196e+09,-3.468e+09,1.31e+08,-3.599e+09,3.12e+08,3.016e+09,-5.442e+09,-5.442e+09,-1.8e+07,-5.46e+09,1.0071e+10,8.497e+10,8.655e+09,0.61663,0.30609,0.24266,0.09108,0.0279,1.38104,2.04768,2.26425,0.3783,0.80812,0.80038,3.33024,8.87286,1.11605,0.38994,6,0.05176,0.04822,0.48253,-3.75444,-4.78318
"31","2017_Q4",77.2561904761905,"Up",2.3212e+10,-8.06e+09,1.5152e+10,-8.429e+09,-5.074e+09,-3.872e+09,-1.202e+09,-3.355e+09,6.723e+09,3.71e+08,3.71e+08,7.094e+09,7.094e+09,-1.608e+09,5.486e+09,5.486e+09,5.486e+09,5.486e+09,1.26018e+11,6.713e+09,1.19305e+11,1.2882e+10,1.2882e+10,1.979e+09,5.434e+09,5.434e+09,1.46313e+11,2.1962e+10,7.381e+09,4.9361e+10,1.0547e+10,3.4668e+10,4.146e+09,7.8704e+10,2.25017e+11,1.0821e+10,6.217e+09,4.604e+09,7.786e+09,3.3398e+10,2.6518e+10,6.226e+09,5.2005e+10,7.6222e+10,2.7061e+10,9.215e+09,4.65e+08,1.7381e+10,1.03283e+11,1.55288e+11,6.8554e+10,6.8554e+10,1.175e+09,6.9729e+10,6.9729e+10,2.25017e+11,5.486e+09,2.453e+09,-3.6e+07,8.83e+08,-2.84e+08,-6.35e+08,2.757e+09,1.415e+09,-1.6e+07,-4.25e+08,1.783e+09,1.066e+10,-1.695e+09,-1.695e+09,-1.695e+09,-2.614e+09,4.1304e+10,-4.3918e+10,-8.02e+08,-1.08e+09,-6.191e+09,-3.012e+09,-9.66e+08,-1.883e+09,1.79e+08,-2.062e+09,-3.75e+08,-6.236e+09,-1.767e+09,-1.767e+09,1.2e+07,-1.755e+09,9.176e+09,8.4008e+10,1.1846e+10,0.65277,0.28963,0.23634,0.07868,0.02438,2.15931,2.81344,2.22702,0.37334,0.71016,0.70216,3.00479,9.02641,1.53346,0.3899,6,0.047,0.06552,0.54903,-4.57825,-6.2487
"32","2018_Q1",86.5493442622951,"Up",2.5605e+10,-8.456e+09,1.7149e+10,-9.161e+09,-5.647e+09,-4.292e+09,-1.355e+09,-3.514e+09,7.988e+09,2.76e+08,2.76e+08,8.264e+09,7.958e+09,1.11e+08,8.069e+09,8.069e+09,8.069e+09,8.069e+09,1.32981e+11,7.663e+09,1.25318e+11,2.2431e+10,2.2431e+10,2.181e+09,5.103e+09,5.103e+09,1.62696e+11,2.3734e+10,6.023e+09,5.7859e+10,1.0106e+10,3.5122e+10,1.2631e+10,8.7616e+10,2.50312e+11,1.3209e+10,7.39e+09,5.819e+09,1.0121e+10,3.2415e+10,2.4013e+10,7.684e+09,5.5745e+10,7.6073e+10,3.0783e+10,2.643e+09,5.734e+09,2.2406e+10,1.06856e+11,1.62601e+11,6.9315e+10,6.9315e+10,1.8396e+10,8.7711e+10,8.7711e+10,2.50312e+11,8.069e+09,2.343e+09,6.052e+09,9.13e+08,-1.09e+09,6.229e+09,-5.459e+09,-7.029e+09,-1.99e+08,8.5e+08,9.19e+08,1.1005e+10,-2.283e+09,-2.283e+09,-2.283e+09,-4.625e+09,2.4406e+10,-2.9031e+10,-357999999.999996,-1.03e+08,-7.369e+09,-3.009e+09,1.867e+09,-1.544e+09,2.21e+08,-1.765e+09,-15000000.0000002,-2.701e+09,9.35e+08,9.35e+08,1.5e+07,9.5e+08,1.0331e+10,8.6194e+10,2.478e+09,0.66975,0.31197,0.31513,0.092,0.03224,0.3071,2.91858,1.85383,0.34435,1.04588,1.03329,3.31886,11.36889,0.32119,0.39002,5,0.05412,0.01211,0.37291,-4.5288,-5.85716
"33","2018_Q2",92.13515625,"Up",2.4538e+10,-8.278e+09,1.626e+10,-8.552e+09,-4.978e+09,-3.812e+09,-1.166e+09,-3.574e+09,7.708e+09,2.76e+08,2.76e+08,7.984e+09,7.984e+09,-1.408e+09,6.576e+09,6.576e+09,6.576e+09,6.576e+09,1.38471e+11,6.884e+09,1.31587e+11,1.4561e+10,1.4561e+10,3.211e+09,4.788e+09,4.788e+09,1.61031e+11,2.4809e+10,5.343e+09,5.7914e+10,9.598e+09,3.5389e+10,1.2927e+10,8.8066e+10,2.49097e+11,1.0974e+10,6.866e+09,4.108e+09,9.22e+09,3.1421e+10,2.2778e+10,7.723e+09,5.1615e+10,7.6255e+10,3.158e+10,2.126e+09,5.513e+09,2.3941e+10,1.07835e+11,1.5945e+11,6.9419e+10,6.9419e+10,2.0228e+10,8.9647e+10,8.9647e+10,2.49097e+11,6.576e+09,2.499e+09,-1.409e+09,9.73e+08,-5.3e+07,-2.329e+09,4.774e+09,7.949e+09,-1.023e+09,-4.07e+08,-1.745e+09,1.244e+10,-2.132e+09,-2.132e+09,-2.132e+09,-4.699e+09,2.8262e+10,-3.2961e+10,-1.79e+08,1.06e+08,-6.904e+09,-3.003e+09,-9.25e+08,-2.263e+09,3.07e+08,-2.57e+09,-1.5e+08,-6.341e+09,-8.05e+08,-8.05e+08,2.6e+07,-7.79e+08,1.0207e+10,8.5475e+10,1.4257e+10,0.66265,0.31413,0.26799,0.07335,0.0264,2.16804,3.11985,1.77864,0.34314,0.85314,0.84319,3.18345,11.63038,1.84964,0.3896,6,0.04634,0.06897,0.45666,-5.19212,-6.87545
"34","2018_Q3",103.479523809524,"Up",2.8918e+10,-1.1064e+10,1.7854e+10,-9.175e+09,-5.671e+09,-4.562e+09,-1.109e+09,-3.504e+09,8.679e+09,4.9e+08,4.9e+08,9.169e+09,9.169e+09,-1.5471e+10,-6.302e+09,-6.302e+09,-6.302e+09,-6.302e+09,1.4278e+11,1.2859e+10,1.29921e+11,1.8428e+10,1.8428e+10,2.003e+09,4.422e+09,4.422e+09,1.67633e+11,2.6304e+10,3.961e+09,5.8105e+10,9.034e+09,3.5355e+10,1.3716e+10,8.837e+10,2.56003e+11,1.2277e+10,7.85e+09,4.427e+09,1.5912e+10,2.991e+10,2.1309e+10,7.813e+09,5.8099e+10,7.3348e+10,4.6196e+10,2.5e+09,3.186e+09,4.051e+10,1.19544e+11,1.77643e+11,7.0192e+10,7.0192e+10,8.168e+09,7.836e+10,7.836e+10,2.56003e+11,-6.302e+09,2.536e+09,-3.068e+09,9.86e+08,-2.305e+09,-1.749e+09,1.4709e+10,-3.908e+09,1.205e+09,9.38e+08,1.6474e+10,7.875e+09,-2.586e+09,-2.586e+09,-2.586e+09,2.459e+09,4.7613e+10,-4.5154e+10,-2.7e+07,-1.77e+08,-3.31e+08,-3.238e+09,3.661e+09,-1.819e+09,1.89e+08,-2.008e+09,-1.56e+08,-1.552e+09,5.992e+09,5.992e+09,-1.7e+07,5.975e+09,1.1215e+10,8.926e+10,3.8809e+10,0.6174,0.30012,-0.21793,-0.08042,-0.02462,-6.1582,2.8853,2.26701,0.34867,-0.81738,-0.81738,3.75071,10.16342,5.03359,0.41997,5,-0.01433,0.18151,-0.51381,-4.77218,-6.16661
"35","2018_Q4",102.659206349206,"Down",2.6819e+10,-9.269e+09,1.755e+10,-9.258e+09,-5.543e+09,-4.335e+09,-1.208e+09,-3.715e+09,8.292e+09,3.49e+08,3.49e+08,8.641e+09,8.641e+09,-1.217e+09,7.424e+09,7.424e+09,7.424e+09,7.424e+09,1.3227e+11,9.221e+09,1.23049e+11,1.7208e+10,1.7208e+10,2.084e+09,5.097e+09,5.097e+09,1.56659e+11,2.7929e+10,2.818e+09,5.8091e+10,8.544e+09,3.5582e+10,1.3965e+10,8.8838e+10,2.45497e+11,1.2772e+10,7.623e+09,5.149e+09,3.677e+09,2.9684e+10,2.137e+10,7.5e+09,4.6133e+10,7.348e+10,4.6645e+10,2.585e+09,2.417e+09,4.1643e+10,1.20125e+11,1.66258e+11,7.0418e+10,7.0418e+10,8.821e+09,7.9239e+10,7.9239e+10,2.45497e+11,7.424e+09,2.71e+09,2.26e+08,9.69e+08,-3.96e+08,-3.47e+08,1.791e+09,1.285e+09,-7.5e+07,-3.93e+08,9.74e+08,1.2151e+10,-2.934e+09,-2.934e+09,-2.934e+09,7.045e+09,3.393e+10,-2.6885e+10,-2.48e+08,-1.9e+07,3.844e+09,-3.232e+09,-1.2256e+10,-3.53e+09,2.51e+08,-3.781e+09,-6.4e+08,-1.9658e+10,-3.663e+09,-3.663e+09,2.5e+07,-3.638e+09,1.1002e+10,7.7157e+10,1.1076e+10,0.65439,0.30918,0.27682,0.09369,0.03024,1.49192,3.39581,2.09818,0.31429,0.96441,0.95253,3.48389,10.29345,1.43882,0.41985,8,0.05248,0.05455,0.43534,-5.00936,-6.64653
"36","2019_Q1",105.011967213115,"Up",3.0085e+10,-9.742e+09,2.0343e+10,-9.964e+09,-6.031e+09,-4.76e+09,-1.271e+09,-3.933e+09,1.0379e+10,3.01e+08,3.01e+08,1.068e+10,1.068e+10,-1.807e+09,8.873e+09,8.873e+09,8.873e+09,8.873e+09,1.33768e+11,1.1946e+10,1.21822e+11,2.6481e+10,2.6481e+10,2.662e+09,6.751e+09,6.751e+09,1.69662e+11,2.946e+10,1.862e+09,5.7864e+10,8.053e+09,3.5683e+10,1.4128e+10,8.9186e+10,2.58848e+11,1.472e+10,8.617e+09,6.103e+09,3.998e+09,3.977e+10,2.8905e+10,8.744e+09,5.8488e+10,7.2242e+10,4.54e+10,3.815e+09,5.41e+08,4.1044e+10,1.17642e+11,1.7613e+11,7.1223e+10,7.1223e+10,1.1495e+10,8.2718e+10,8.2718e+10,2.58848e+11,8.873e+09,2.516e+09,6.758e+09,1.012e+09,-2.389e+09,8.135e+09,-6.729e+09,-9.188e+09,-5.72e+08,1.01e+09,2.021e+09,1.1418e+10,-3.98e+09,-3.98e+09,-3.98e+09,1.752e+09,3.4132e+10,-3.238e+10,-4.34e+08,-7999999.99999997,-2.67e+09,-3.226e+09,-6.81e+08,-2.107e+09,2.55e+08,-2.362e+09,-2.5e+07,-6.039e+09,2.709e+09,2.709e+09,1.6e+07,2.725e+09,1.2895e+10,7.624e+10,3.993e+09,0.67618,0.34499,0.29493,0.10727,0.03428,0.450020000000002,2.9008,2.12928,0.29454,1.15474,1.12702,3.91528,10.76497,0.51965,0.41983,7,0.0592,0.01954,0.36357,-4.46126,-5.54273
"37","2019_Q2",122.699682539683,"Up",2.9084e+10,-9.905e+09,1.9179e+10,-9.224e+09,-5.247e+09,-4.098e+09,-1.149e+09,-3.977e+09,9.955e+09,2.66e+08,2.66e+08,1.0221e+10,1.0221e+10,-1.397e+09,8.824e+09,8.824e+09,8.824e+09,8.824e+09,1.3588e+11,1.5137e+10,1.20743e+11,1.739e+10,1.739e+10,3.614e+09,7.311e+09,7.311e+09,1.64195e+11,3.143e+10,2.034e+09,5.996e+10,7.579e+09,3.5855e+10,1.6526e+10,9.3424e+10,2.57619e+11,1.2782e+10,8.511e+09,4.271e+09,6.497e+09,3.6998e+10,2.6704e+10,7.953e+09,5.6277e+10,6.9733e+10,4.5642e+10,3.538e+09,1.977e+09,4.0127e+10,1.15375e+11,1.71652e+11,7.1303e+10,7.1303e+10,1.4664e+10,8.5967e+10,8.5967e+10,2.57619e+11,8.824e+09,2.837e+09,-1.821e+09,1.107e+09,-2.47e+08,-2.681e+09,3.817e+09,9.194e+09,-9.56e+08,-3.95e+08,-4.026e+09,1.3657e+10,-3.602e+09,-3.602e+09,-3.602e+09,8.94e+08,2.0445e+10,-1.9551e+10,-2.45e+08,-302388046.139396,-2.953e+09,-3.22e+09,0,-3.384e+09,3.6e+08,-3.744e+09,-7.8e+08,-7.384e+09,3.32e+09,3.32e+09,-1.29e+08,3.191e+09,1.2792e+10,7.623e+10,1.4404e+10,0.65943,0.34228,0.3034,0.10264,0.03425,1.63237,2.91762,1.99672,0.2959,1.15001,1.13623,3.79043,11.20383,1.87723,0.41965,7,0.05795,0.0693,0.36491,-4.66307,-5.99196
"38","2019_Q3",133.37171875,"Up",3.2471e+10,-1.2423e+10,2.0048e+10,-9.79e+09,-5.72e+09,-4.588e+09,-1.132e+09,-4.07e+09,1.0258e+10,1.27e+08,1.27e+08,1.0385e+10,1.0385e+10,-1.965e+09,8.42e+09,8.42e+09,8.42e+09,8.42e+09,1.27662e+11,6.638e+09,1.21024e+11,1.968e+10,1.968e+10,1.961e+09,7.571e+09,7.571e+09,1.56874e+11,3.2717e+10,2.274e+09,6.6994e+10,8.482e+09,4.1577e+10,1.6935e+10,1.01985e+11,2.58859e+11,1.2187e+10,7.563e+09,4.624e+09,3.516e+09,3.4615e+10,2.4285e+10,8.297e+09,5.0318e+10,6.9653e+10,4.676e+10,3.799e+09,2.062e+09,4.0899e+10,1.16413e+11,1.66731e+11,7.7556e+10,7.7556e+10,1.4572e+10,9.2128e+10,9.2128e+10,2.58859e+11,8.42e+09,2.995e+09,-1.247e+09,1.183e+09,-1.73e+08,-2.257e+09,-1.268e+09,-2.396e+09,1.654e+09,-4.4e+08,-8.6e+07,8.9e+09,-3.707e+09,-3.707e+09,-3.707e+09,1.1e+09,1.7958e+10,-1.6858e+10,-1.593e+09,-686861781.654048,-4.2e+09,-3.544e+09,-3e+09,-6.213e+09,2e+08,-6.413e+09,-4.59e+08,-1.3216e+10,-8.516e+09,-8.516e+09,1.7e+07,-8.499e+09,1.3253e+10,7.3169e+10,1.0243e+10,0.61741,0.31591,0.25931,0.09139,0.03253,1.21651,3.11765,1.80978,0.28266,1.09464,1.08393,4.2214,11.97712,1.33164,0.46074,8,0.05642,0.0483,0.4209,-4.11175,-5.31224
"39","2019_Q4",142.93984375,"Up",3.0571e+10,-1.017e+10,2.0401e+10,-1.006e+10,-5.744e+09,-4.565e+09,-1.179e+09,-4.316e+09,1.0341e+10,1.45e+08,1.45e+08,1.0486e+10,1.0486e+10,-1.677e+09,8.809e+09,8.809e+09,8.809e+09,8.809e+09,1.31618e+11,1.1212e+10,1.20406e+11,1.9269e+10,1.9269e+10,1.951e+09,7.049e+09,7.049e+09,1.59887e+11,3.3648e+10,2.403e+09,6.7343e+10,8.103e+09,4.1861e+10,1.7379e+10,1.03394e+11,2.63281e+11,1.3308e+10,7.544e+09,5.764e+09,6.515e+09,3.4038e+10,2.4251e+10,7.837e+09,5.3861e+10,6.6585e+10,4.7971e+10,3.884e+09,1.838e+09,4.2249e+10,1.14556e+11,1.68417e+11,7.7791e+10,7.7791e+10,1.7073e+10,9.4864e+10,9.4864e+10,2.63281e+11,8.809e+09,2.926e+09,7.77e+08,1.172e+09,-3.2e+08,-7.5e+07,1.008e+09,4.6e+08,1.2e+07,-1.97e+08,7.33e+08,1.352e+10,-2.565e+09,-2.565e+09,-2.565e+09,1.471e+09,7.317e+09,-5.846e+09,-2.69e+08,-898654626.341675,-1.363e+09,-3.526e+09,0,-4.479e+09,2.74e+08,-4.753e+09,4.04e+08,-7.601e+09,4.556e+09,4.556e+09,1.8e+07,4.574e+09,1.3267e+10,7.31e+10,1.3387e+10,0.66733,0.33826,0.28815,0.09286,0.03346,1.5197,2.96851,1.77535,0.27765,1.1482,1.13753,3.98475,12.36496,1.74492,0.45959,8,0.05712,0.062,0.40027,-4.41079,-5.65883
"40","2020_Q1",160.509677419355,"Up",3.3717e+10,-1.0412e+10,2.3305e+10,-1.09e+10,-6.387e+09,-4.962e+09,-1.425e+09,-4.513e+09,1.2405e+10,1.91e+08,1.91e+08,1.2596e+10,1.2596e+10,5.91e+08,1.3187e+10,1.3187e+10,1.3187e+10,1.3187e+10,1.33819e+11,1.1356e+10,1.22463e+11,2.9524e+10,2.9524e+10,2.063e+09,1.0146e+10,1.0146e+10,1.75552e+11,3.6477e+10,2.649e+09,7.1878e+10,7.75e+09,4.2026e+10,2.2102e+10,1.11004e+11,2.86556e+11,1.6212e+10,9.382e+09,6.83e+09,5.516e+09,4.7692e+10,3.2676e+10,9.351e+09,6.942e+10,6.6662e+10,4.8144e+10,4.53e+09,2.33e+08,4.3381e+10,1.14806e+11,1.84226e+11,7.852e+10,7.852e+10,2.381e+10,1.0233e+11,1.0233e+11,2.86556e+11,1.3187e+10,2.924e+09,-3.12e+08,1.19e+09,-5.723e+09,4.221e+09,3.09e+08,-1.007e+10,-1.13e+08,1.264e+09,9.228e+09,1.6108e+10,-4.051e+09,-4.051e+09,-4.051e+09,-2.925e+09,1.2517e+10,-1.5442e+10,-2.81e+08,-6.75e+08,-7.932e+09,-3.521e+09,-1e+09,-4.325e+09,3.08e+08,-4.633e+09,8.35e+08,-8.011e+09,164999999.999998,164999999.999998,-2.1e+07,143999999.999998,1.5329e+10,7.2178e+10,1.0996e+10,0.69119,0.36792,0.39111,0.12887,0.04602,0.83385,2.52884,1.80031,0.25188,1.72266,1.70507,4.40457,13.36773,1.43645,0.45996,8,0.07504,0.04939,0.26701,-4.0212,-4.96904
