"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",92.1065079365079,"Up",507093000,-322616000,184477000,-107904000,-93833000,-26273000,-67560000,-14071000,76573000,-10005000,-10488000,483000,66568000,66568000,-20636000,45932000,45932000,45932000,45932000,452053000,452053000,462004000,462004000,399638000,49438000,49438000,1363133000,387458000,1263393000,964446000,15277000,1650851000,3013984000,256340000,133101000,6461000,116778000,802000,230873000,196609000,34264000,488015000,980574000,258380000,100999000,73650000,83731000,1238954000,1726969000,-156942000,1692026000,-248069000,1287015000,1287015000,3013984000,45932000,23432000,-18698000,59915000,110581000,-9434000,960000,960000,-10394000,-10394000,1027000,-8407000,-311000,-20077000,390000,-25777000,76397000,76397000,-7495000,68902000,100005000,981376000,171122000,0.36379,0.151,0.09058,0.03569,0.01524,3.72555,2.79322,1.34184,0.32561,1.0364,1.02085,11.44189,29.0398,3.86114,8,0.02047,0.06772,5.29297,6.91266
"28","2017_Q1",93.5987096774194,"Up",565565000,-372633000,192932000,-98338000,-83381000,-28139000,-55242000,-14957000,94594000,1318000,-10554000,11872000,95912000,95912000,-25244000,70668000,68615000,68615000,68615000,553848000,553848000,463062000,463062000,366974000,30927000,30927000,1414811000,388903000,1234067000,951057000,11549000,1622970000,3037781000,326424000,177911000,18274000,130239000,150668000,198170000,170143000,28027000,675262000,829654000,241674000,107151000,49722000,84801000,1071328000,1746590000,-171960000,1754907000,-291756000,1291191000,1291191000,3037781000,68615000,23589000,7402000,56379000,155985000,-18179000,2470000,2470000,-20649000,-20649000,-563999.999999993,-18743000,-134000,-21012000,4164000,-28473000,108769000,108769000,-6974000,101795000,118183000,980322000,181627000,0.34113,0.16726,0.12132,0.05314,0.02259,2.64705,2.0952,1.3527,0.32271,1.5529,1.53172,12.79993,29.22238,4.1106,6,0.03187,0.07227,3.60859,4.50847
"29","2017_Q2",87.5453968253968,"Down",523591000,-356656000,166935000,-119243000,-103652000,-29458000,-74194000,-15591000,47692000,-6530000,-10377000,3847000,41162000,41162000,-8615000,32547000,32547000,32547000,32547000,272906000,272906000,476506000,476506000,395183000,45514000,45514000,1190109000,389250000,1438514000,1071145000,14493000,1827764000,3017873000,262463000,146232000,20834000,95397000,150579000,211775000,176274000,35501000,624817000,829470000,239231000,103967000,53092000,82172000,1068701000,1693518000,-177634000,1780570000,-278581000,1324355000,1324355000,3017873000,32547000,24926000,2449000,-84863000,-24941000,-10289000,85000,85000,-10374000,-10374000,-239372000,-249661000,-89000,-7690000,-224000,-8003000,-282605000,-282605000,1663000,-280942000,72618000,980049000,-13919000,0.31883,0.09109,0.06216,0.02458,0.01078,-0.42766,1.90473,1.27875,0.32475,0.73559,0.72552,11.83363,29.93163,-0.31458,4,0.0128,-0.00547,9.73785,14.82729
"30","2017_Q3",94.3365079365079,"Up",567653000,-372643000,195010000,-115278000,-99490000,-29055000,-70435000,-15788000,79732000,-7021000,-10750000,3729000,72711000,72711000,-22061000,50650000,50650000,50650000,50650000,342711000,342711000,502216000,502216000,396245000,45932000,45932000,1287104000,390520000,1443650000,1082944000,14715000,1834170000,3121274000,284158000,157088000,10578000,116492000,150820000,218813000,183955000,34858000,653791000,830901000,243417000,103181000,55675000,84561000,1074318000,1728109000,-188371000,1825697000,-244161000,1393165000,1393165000,3121274000,50650000,25035000,1620000,8568000.00000001,85873000,-12650000,264000,264000,-12914000,-12914000,6741999.99999997,-5907999.99999997,240999.999999998,-13390000,-112000,-19018000,60947000,60947000,8858000,69805000,104767000,981721000,122746000,0.34354,0.14046,0.08923,0.03636,0.01623,2.42342,1.96868,1.24042,0.31453,1.14603,1.13083,12.84399,31.52242,2.77731,7,0.02154,0.04688,6.09934,8.01447
"31","2017_Q4",114.89253968254,"Up",567901000,-360405000,207496000,-115082000,-100256000,-29252000,-71004000,-14826000,92414000,-6e+06,-10457000,4457000,86414000,86414000,-22470000,63944000,63944000,63944000,63944000,432191000,432191000,515966000,515966000,397270000,43852000,43852000,1389279000,387699000,1444246000,1089781000,15508000,1831945000,3221224000,292096000,150751000,9988000,131357000,150408000,226734000,189788000,36946000,669238000,829356000,248154000,101827000,57918000,88409000,1077510000,1746748000,-191221000,1883185000,-217488000,1474476000,1474476000,3221224000,63944000,24854000,2547000,10030000,101375000,-10145000,1441000,1441000,-11586000,-11586000,0,-3983000,-412000,-6005000,-176000,-12333000,85059000,85059000,4421000,89480000,117268000,979764000,139623000,0.36537,0.16273,0.1126,0.04337,0.01985,2.18352,2.07591,1.18466,0.30416,1.44847,1.43064,12.86416,33.39999,3.16276,8,0.02579,0.05167,4.66942,5.92522
"32","2018_Q1",127.346721311475,"Up",611881000,-380537000,231344000,-126062000,-110874000,-34108000,-76766000,-15188000,105282000,-5950000,-9887000,3937000,99332000,99332000,-31582000,67750000,67750000,67750000,67750000,475120000,475120000,494923000,494923000,378866000,52951000,52951000,1401860000,390235000,1444226000,1096329000,18229000,1834461000,3236321000,340146000,185176000,4564000,150406000,150000,250701000,214891000,35810000,590997000,828535000,288989000,121043000,49360000,118586000,1117524000,1708521000,-199684000,1944324000,-216840000,1527800000,1527800000,3236321000,67750000,25180000,-1672000,135147000,226405000,-12852000,4979000,4979000,-17831000,-17831000,1.49011611938477e-08,-12776000,-150258000,-10863000,-180000,-174544000,39085000,39085000,3844000,42929000,130462000,828685000,284339000,0.37809,0.17206,0.11072,0.04434,0.02093,4.19689,2.37203,1.11829,0.25606,1.53489,1.51573,13.86228,34.6126,6.44175,8,0.03062,0.10748,2.7101,3.35827
"33","2018_Q2",127.26703125,"Down",547522000,-366331000,181191000,-116693000,-100752000,-31520000,-69232000,-15941000,64498000,-3521000,-8204000,4683000,60977000,60977000,-17334000,43643000,43643000,43643000,43643000,396518000,396518000,518784000,518784000,386787000,50688000,50688000,1352777000,385287000,1440995000,1099450000,18689000,1826282000,3179059000,276825000,165413000,8810000,102602000,982000,263478000,217959000,45519000,541285000,828257000,230542000,67984000,58486000,104072000,1058799000,1600084000,-201269000,1979051000,-198807000,1578975000,1578975000,3179059000,43643000,24601000,9592000,-149098000,-71262000,-9652000,819000,819000,-10471000,-8971000,-152847610.847178,-9652000,832000,-6177000,-181000,-5526000,-86440000,-86440000,7838000,-78602000,89099000,829239000,-52317000,0.33093,0.1178,0.07971,0.02764,0.01373,-1.19875,2.4992,1.01337,0.26084,0.98767,0.97683,12.39074,35.73312,-1.18396,7,0.01654,-0.01983,4.85663,6.70906
"34","2018_Q3",128.17746031746,"Up",620298000,-393798000,226500000,-124424000,-109370000,-32665000,-76705000,-15054000,102076000,-5595000,-9566000,3971000,96481000,96481000,-21693000,74788000,74788000,74788000,74788000,218898000,218898000,575142000,575142000,436250000,53953000,53953000,1284243000,374995000,1570950000,1103562000,18292000,1945945000,3230188000,315786000,179566000,4957000,131263000,959000,278939000,231187000,47752000,595684000,827907000,230501000,65698000,56143000,108660000,1058408000,1654092000,-231638000,2047250000,-239516000,1576096000,1576096000,3230188000,74788000,26656000,717000,-4213999.99999994,97947000,-7372000,3509000,3509000,-10881000,-10881000,-213197000,-220837000,-23000,-33578000,-184000,-40408000,-163298000,-163298000,-14322000,-177620000,128732000,828866000,138839000,0.36515,0.16456,0.12057,0.04745,0.02315,1.85643,2.15591,1.04949,0.2566,1.69587,1.6795,14.06571,35.73914,3.14828,9,0.03089,0.05268,4.73828,5.97563
"35","2018_Q4",109.32,"Down",595393000,-372875000,222518000,-125471000,-111232000,-30361000,-80871000,-14239000,97047000,-4106000,-7949000,3843000,92941000,92941000,-18458000,74483000,74483000,74483000,74483000,245917000,245917000,615398000,615398000,429267000,55752000,55752000,1346334000,369996000,1559741000,1097268000,20178000,1929737000,3276071000,323986000,176350000,5787000,141849000,1023000,272433000,223686000,48747000,597442000,827818000,229534000,63141000,56862000,109531000,1057352000,1654794000,-255601000,2115166000,-238288000,1621277000,1621277000,3276071000,74483000,25889000,3799000,-31881000,72290000,-9268000,1167000,1167000,-10435000,-10435000,2570000,-6698000,65000,-28008000,-192000,-34735000,30857000,30857000,-3838000,27019000,122936000,828841000,100245000,0.37373,0.163,0.1251,0.04594,0.02274,1.34588,2.2535,1.02067,0.253,1.69696,1.68016,13.56495,36.93787,2.2839,8,0.03026,0.03741,4.74169,6.00662
"36","2019_Q1",111.530491803279,"Up",648622000,-407570000,241052000,-131047000,-111756000,-32095000,-79661000,-19291000,110005000,-4165000,-8264000,4099000,105840000,105840000,-23005000,82835000,82835000,82835000,82835000,276066000,276066000,593755000,593755000,423426000,50719000,50719000,1343966000,374660000,1536759000,1088032000,19160000,1911419000,3255385000,405748000,232983000,5811000,166954000,243000,281337000,236508000,44829000,687328000,778090000,259186000,101227000,47121000,110838000,1037276000,1724604000,-372243000,2191471000,-288447000,1530781000,1530781000,3255385000,82835000,25803000,5693000,122967000,237298000,-18008000,3622000,3622000,-21630000,-23130000,459999.99999997,-18329000,322106000,-130829000,-361142000,-182970000,35999000,35999000,-5850000,30149000,135808000,778333000,263772000,0.37164,0.1696,0.12771,0.05411,0.02545,3.18431,1.95535,1.12662,0.23909,1.90917,1.89445,14.94934,35.28121,6.07938,7,0.03736,0.1027,3.69836,4.56586
"37","2019_Q2",113.016666666667,"Up",578314000,-381441000,196873000,-124828000,-107587000,-31477000,-76110000,-17241000,72045000,-1794000,-7272000,5478000,70251000,70251000,-14658000,55593000,55593000,55593000,55593000,154428000,154428000,591562000,591562000,447022000,45727000,45727000,1238739000,375296000,1714767000,1111342000,158684000,2090063000,3328802000,304209000,176439000,13708000,114062000,161000,298898000,225925000,72973000,603268000,777741000,362213000,99389000,49305000,213519000,1139954000,1743222000,-376543000,2266902000,-304779000,1585580000,1585580000,3328802000,55593000,25793000,4617000,-137861000,-51858000,-15903000,1268000,1268000,-17171000,-17034000,-49037000,-64940000,-82000,-7794000,-197000,-8073000,-124871000,-124871000,3233000,-121638000,97838000,777902000,-41268000,0.34043,0.12458,0.09613,0.03506,0.0167,-0.74232,2.05338,1.09942,0.23369,1.29893,1.29112,13.51233,37.04713,-0.96423,6,0.0204,-0.01514,6.37251,8.65395
"38","2019_Q3",123.58953125,"Up",638996000,-408952000,230044000,-124359000,-105459000,-30693000,-74766000,-18900000,105685000,-2089000,-7960000,5871000,103596000,103596000,-23524000,80072000,80072000,80072000,80072000,216344000,216344000,636058000,636058000,436190000,48060000,48060000,1336652000,375582000,1714406000,1112781000,168108000,2089988000,3426640000,320590000,173791000,8521000,138278000,1682071.08040936,317279000,243053000,74226000,637869000,777887000,358588000,97334000,49929000,211325000,1136475000,1774344000,-384917000,2339703000,-302490000,1652296000,1652296000,3426640000,80072000,25807000,-2267000,-11368000,92244000,-8795000,7652000,7652000,-16447000,-16437000,-1037999.99999999,-9833000,-161000,-11860000,-197999.99999994,-18639000,63772000.0000001,63772000.0000001,-1856000,61916000,131492000,777887000,134853000,0.36001,0.16539,0.12531,0.04846,0.02337,1.68415,2.0955,1.07387,0.22701,1.8729,1.86136,14.94623,38.64749,3.15423,6,0.03101,0.04836,4.27055,5.31337
"39","2019_Q4",133.28421875,"Up",614880000,-388804000,226076000,-120507000,-102145000,-28133000,-74012000,-18362000,105569000,-1596000,-7951000,6355000,103973000,103973000,-21463000,82510000,82510000,82510000,82510000,297712000,297712000,644150000,644150000,430086000,44338000,44338000,1416286000,373718000,1692305000,1104796000,167051000,2066023000,3482309000,318349000,169413000,8347000,140589000,80000,329676000,256327000,73349000,648105000,776980000,356084000,94629000,48809000,212646000,1133064000,1781169000,-387903000,2414956000,-325913000,1701140000,1701140000,3482309000,82510000,25398000,3269000,7452000,118629000,-15279000,1179000,1179000,-16458000,-16448000,0,-15279000,80000,-7267000,-205000,-14655000,88695000,88695000,-7327000,81368000,130967000,777060000,144603000,0.36767,0.17169,0.13419,0.0485,0.02369,1.75255,2.18527,1.04704,0.22315,1.93173,1.91888,14.39562,39.82722,3.38546,6,0.03167,0.05102,3.66007,4.54061
"40","2020_Q1",126.244838709677,"Down",655771000,-410019000,245752000,-125098000,-107081000,-30558000,-76523000,-18017000,120654000,-2012000,-8164000,6152000,118642000,118642000,-29234000,89408000,89408000,89408000,89408000,391033000,391033000,632194000,632194000,424835000,81729000,81729000,1529791000,385593000,1848877000,1166680000,202290000,2234470000,3764261000,394414000,2.22e+08,7670000,164744000,-5883633.80798847,350317000,276115000,74202000,744731000,775665000,469493000,138635000,80159000,250699000,1245158000,1989889000,-397465000,2497111000,-325274000,1774372000,1774372000,3764261000,89408000,25414000,37783000,109784000,262389000,-14682000,4994000,4994000,-19676000,-19833000,-135134000,-149988000,-79000,-23740000,11558000,-26778000,85623000,85623000,7698000,93321000,146068000,775665000,270404000,0.37475,0.18399,0.13634,0.05039,0.02375,3.02438,2.05415,1.12146,0.20606,2.09431,2.07979,15.36087,41.56314,6.33398,7,0.03442,0.08955,2.63324,3.18789
"41","2020_Q2",94.0553968253968,"Down",601231000,-400652000,200579000,-126553000,-108246000,-31588000,-76658000,-18307000,74026000,-1957000,-7489000,5532000,72069000,70489000,-18728000,51761000,51761000,51761000,51761000,157757000,157757000,630626000,630626000,449254000,45298000,45298000,1282935000,384175000,1964284000,1175685000,301502000,2348459000,3631394000,287650000,171200000,3918000,112532000,426999.999999996,340980000,251512000,89468000,629057000,921074000,411426000,89600000,88792000,233034000,1332500000,1961557000,-501072000,2541777000,-370868000,1669837000,1669837000,3631394000,51761000,28142000,6967000,-279446000,-192576000,-16631000,2006000,2006000,-18637000,-18637000,-51043000,-67674000,146427000,-112013000,4854000,39268000,-220982000,-220982000,-12294000,-233276000,102168000,921501000,-175181000,0.33361,0.12312,0.08609,0.031,0.01425,-3.38442,2.03946,1.1747,0.25376,1.21917,1.21022,14.16127,39.331,-4.12618,2,0.01724,-0.05834,7.47537,10.31724
"42","2020_Q3",94.87859375,"Up",550047000,-364021000,186026000,-120068000,-101799000,-25193000,-76606000,-18269000,65958000,-12620000,-8515000,-4105000,53338000,42729000,-11711000,31018000,31018000,31018000,31018000,155383000,155383000,598340000,598340000,461902000,51584000,51584000,1267209000,381226000,1994236000,1197194000,307834000,2375462000,3642671000,307819000,171842000,7177000,128800000,32558944.9457977,354159000,263110000,91049000,661978000,850073000,417325000,90004000,92941000,234380000,1267398000,1929376000,-509751000,2565727000,-342681000,1713295000,1713295000,3642671000,31018000,28426000,22573000,58350000,140367000,-10282000,405000,405000,-10687000,-10687000,-30960000,-41242000,-71427000,-12600000,-94000,-91210000,7914999.99999994,7914999.99999994,-10289000,-2374000,94384000,850073000,154163000,0.3382,0.11991,0.05639,0.0181,0.00852,4.97011,1.91428,1.12612,0.23337,0.74334,0.73933,13.18172,41.05864,3.69447,4,0.01278,0.05172,7.36025,10.53231
"43","2020_Q4",104.593125,"Up",571614000,-358793000,212821000,-119707000,-102120000,-24869000,-77251000,-17587000,93114000,-3638000,-9055000,5417000,89476000,80935000,-16315000,64620000,64620000,64620000,64620000,426821000,426821000,634944000,634944000,460585000,58403000,58403000,1580753000,379859000,1999168000,1207881000,314423000,2379027000,3959780000,300696000,158020000,5711000,136965000,73829846.3540251,365138000,267504000,97634000,665834000,1073976000,420507000,91745000,94720000,234042000,1494483000,2160317000,-512935000,2623289000,-310891000,1799463000,1799463000,3959780000,64620000,28201000,5877000,-42705000,55993000,-6952000,65000,65000,-7017000,-7017000,-50000,-7002000,2.25e+08,-12542000,4500000,209887000,258878000,258878000,12560000,271438000,121315000,1073976000,87973000,0.37232,0.1629,0.11305,0.03591,0.01632,1.36139,2.37409,1.20053,0.27122,1.55359,1.54423,13.7427,43.26256,2.11504,5,0.02176,0.02671,5.3345,6.95014
"44","2021_Q1",114.728524590164,"Up",668444000,-426643000,241801000,-121313000,-100660000,-27887000,-72773000,-20653000,120488000,-7582000,-10486000,2904000,112906000,68898000,-14905000,53993000,53993000,53993000,53993000,198248000,198248000,588718000,588718000,428879000,84979000,57395000,1300824000,378200000,2342310000,1455137000,277543000,2720510000,4021334000,348070000,201237000,6633000,140200000,1e+08,362307000,253411000,108896000,810377000,973714000,449669000,98345000,115007000,236317000,1423383000,2233760000,-571898000,2670328000,-310856000,1787574000,1787574000,4021334000,53993000,31134000,29994000,142275000,257396000,-10704000,454000,454000,-11158000,-11158000,-405891000,-416612000,0,-62863000,1014000,-75863999.9999999,-235080000,-235080000,6507000,-228573000,151622000,1073714000,298098000,0.36174,0.18025,0.08077,0.0302,0.01343,5.52105,1.60521,1.2496,0.267,1.31134,1.30336,16.23461,43.41512,7.23996,4,0.02054,0.09003,5.774,7.266
"45","2021_Q2",124.236349206349,"Up",597059000,-387302000,209757000,-124691000,-102828000,-29596000,-73232000,-21863000,85066000,-5116000,-9959000,4843000,79950000,79950000,-20481000,59469000,59469000,59469000,59469000,147069000,147069000,617499000,617499000,446632000,75539000,48484000,1286739000,369970000,2324341000,1465224000,275922000,2694311000,3981050000,287650000,160765000,18399000,108486000,1e+08,347152000,238742000,108410000,734802000,973212000,434872000,98645000,114791000,221436000,1408084000,2142886000,-575449000,2722829000,-309216000,1838164000,1838164000,3981050000,59469000,28595000,6607000,-121274000,-26603000,-7515000,1022000,1022000,-8537000,-8537000,-5340000,-12855000,0,-11797000,4690000,-7107000,-46565000,-46565000,-4614000,-51179000,113661000,1073212000,5353000,0.35132,0.14248,0.0996,0.03235,0.01494,0.09001,1.75114,1.16578,0.26958,1.45284,1.44683,14.58625,44.90665,0.13077,5,0.01777,0.0016,8.14829,10.88735
"46","2021_Q3",118.8840625,"Down",621495000,-396776000,224719000,-130136000,-106942000,-29564000,-77378000,-23194000,94583000,-9740000,-10180000,440000,84843000,84843000,-23435000,61408000,61408000,61408000,61408000,197508000,197508000,644089000,644089000,446689000,113104000,83417000,1401390000,366789000,2316806000,1466735000,281467000,2683595000,4084985000,299517000,166253000,32844826.072416,133264000,1e+08,374955000,260358000,114597000,774472000,972159000,443650000,97143000,121895000,224612000,1415809000,2190281000,-584649000,2776884000,-297531000,1894704000,1894704000,4084985000,61408000,29021000,5821000,-21171000,75079000,-7274000,1960000,1960000,-9234000,-9234000,0,-7274000.00000006,-7.45058059692383e-09,-12598000,-232999.999999999,-19792000,48013000,48013000,2426000,50439000,123604000,1072159000,118594000,0.36158,0.15219,0.09881,0.03241,0.01503,1.93125,1.80948,1.156,0.26246,1.50021,1.494,15.18323,46.28793,2.89727,7,0.02005,0.03477,7.07624,9.24744
"47","2021_Q4",131.5446875,"Up",620619000,-383611000,237008000,-130683000,-109065000,-30067000,-78998000,-21618000,106325000,-6328000,-9955000,3627000,99997000,91341000,-21638000,69703000,69703000,69703000,69703000,234416000,234416000,670867000,670867000,433140000,85386000,65171000,1423809000,360314000,2299178000,1461313000,285351000,2659492000,4083301000,300365000,158196000,40587434.7632213,142169000,1e+08,364778000,249671000,115107000,765143000,972197000,445901000,98122000,121491000,226288000,1418098000,2183241000,-630424000,2839294000,-308810000,1900060000,1900060000,4083301000,69703000,28624000,10965000,-2007000,107285000,-9680000,407000,407000,-10087000,-10087000,0,-9680000,0,-54697000,4549000,-57507000,40098000,40098000,-3190000,36908000,134949000,1072197000,144900000,0.38189,0.17132,0.11231,0.03668,0.01707,2.07882,1.86084,1.14904,0.26258,1.70971,1.70215,15.22282,46.60551,3.55417,8,0.02254,0.04239,6.20813,7.87944
"48","2022_Q1",141.897258064516,"Up",666758000,-404886000,261872000,-146075000,-124261000,-27729000,-96532000,-21814000,115797000,-6989000,-10146000,3157000,108808000,98376000,-21797000,76579000,76579000,76579000,76579000,171004000,171004000,647148000,647148000,411567000,78089000,67101000,1307808000,360031000,2435706000,1463026000,434603000,2795737000,4103545000,359341000,211640000,33005576.072416,147701000,147140589.363499,375526000,260157000,115369000,734867000,1064266000,477922000,91329000,147349000,239244000,1542188000,2277055000,-891872000,2908827000,-190465000,1826490000,1826490000,4103545000,76579000,28144000,-1623000,128807000,231907000,-12594000,656000,656000,-13250000,-13250000,0,-12594000,-6099999.99999999,-264037000,-246000,-284723000,-65410000,-65410000,1998000,-63412000,143941000,1064266000,281951000,0.39275,0.17367,0.11485,0.04193,0.01866,3.68183,1.77965,1.24668,0.25935,1.87836,1.87006,16.35453,44.80095,6.91582,7,0.02699,0.0837,6.20575,7.71403
"49","2022_Q2",141.850483870968,"Down",559461000,-358059000,201402000,-136241000,-115692000,-28092000,-87600000,-20549000,65161000,-6533000,-9530000,2997000,58628000,53977000,-13292000,40685000,40685000,40685000,40685000,136682000,136682000,661129000,661129000,448122000,63942000,63942000,1309875000,355363000,2424129000,1458899000,441317000,2779492000,4089367000,279327000,168772000,1478000,109077000,202500000,318424000,224679000,93745000,800251000,981668000,458028000,84610000,150085000,223333000,1439696000,2239947000,-901636000,2942580000,-191524000,1849420000,1849420000,4089367000,40685000,27363000,6193000,-198556000,-124315000,-5329000,5567000,5567000,-10896000,-10896000,-5062000,-10391000,1.2e+08,-18857000,5036000,106179000,-28527000,-28527000,-5795000,-34322000,92524000,1184168000,-98069000,0.35999,0.11647,0.07272,0.022,0.00995,-2.41045,1.63683,1.21116,0.28957,1.035,1.02937,14.23239,47.04826,-2.49482,4,0.01165,-0.02809,11.32124,16.07535
"50","2022_Q3",140.15225,"Down",609357000,-380843000,228514000,-130409000,-106541000,-30407000,-76134000,-23868000,98105000,-5233000,-9788000,4555000,92872000,92872000,-2.2e+07,70872000,70872000,70872000,70872000,171414000,171414000,699632000,699632000,482790000,84584000,84584000,1438420000,348062000,2616046000,1531999000,445174000,2964108000,4402528000,305295000,171589000,-62616543.4540267,133706000,202500000,551412000,215188000,336224000,1059207000,1019677000,456005000,84404000,149213000,222388000,1475682000,2534889000,-910653000,3006164000,-227872000,1867639000,1867639000,4402528000,70872000,26282000,-1482000,-64628000,31044000,-7844000,751999.999999999,751999.999999999,-8596000,-8596000,0,-7844000,39200000,-12788000,-251000,11941000,35141000,35141000,-409000,34732000,124387000,1222177000,73915000,0.37501,0.161,0.11631,0.03795,0.0161,1.04294,1.35802,1.35727,0.27761,1.84423,1.8335,15.8567,48.59973,1.92342,6,0.024,0.02085,8.44753,10.7106
