"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",79.9534375,"Up",1.647e+09,-1.127e+09,5.2e+08,-1.96e+08,-1.96e+08,3.24e+08,-4.5e+07,-4.5e+07,-1.49011611938477e-08,2.79e+08,2.79e+08,-8.4e+07,1.95e+08,-1.52e+08,-1.52e+08,-1.52e+08,5.11e+08,5.11e+08,9.35e+08,1.07e+09,3.19e+08,1.56e+08,1.63e+08,2.835e+09,1.102e+09,8.16e+09,5.989e+09,1.643e+09,3.76e+08,1.52e+08,9.262e+09,1.2097e+10,9.88e+08,5.58e+08,4.22e+08,5.83e+08,5.68e+08,5.25e+08,2.139e+09,4.443e+09,2.263e+09,5.13e+08,6.706e+09,8.845e+09,2.19e+09,1.127e+09,-6.6e+07,3.251e+09,3.252e+09,1.2097e+10,-1.52e+08,8.6e+07,3.55e+08,3.4e+07,3.23e+08,-2.5e+07,-24999999.999999,-6.3e+07,-5.4e+07,1.4e+07,-1.03e+08,1.95e+08,1.95e+08,-4e+06,1.91e+08,4.1e+08,5.026e+09,5.03e+08,0.31573,0.19672,-0.09229,-0.04674,-0.01257,-3.30921,1.32539,2.71986,0.41547,-1.22779,-1.216,13.30372,26.2601,4.063,0.50889,-0.00844,0.04772,-0.41447,11.0122,13.9351900000001
"27","2016_Q4",89.5811111111111,"Up",1.001e+09,-5.48e+08,4.53e+08,-2.34e+08,-2.34e+08,2.19e+08,-4.7e+07,-4.6e+07,-1e+06,1.72e+08,1.72e+08,-4.6e+07,1.26e+08,1.68e+08,1.68e+08,1.68e+08,3.02e+08,3.02e+08,1.054e+09,9.92e+08,5.18e+08,1.44e+08,1.53e+08,2.866e+09,1.007e+09,8.027e+09,5.94e+09,1.576e+09,3.62e+08,1.49e+08,9.034e+09,1.19e+10,9.3e+08,5.29e+08,3.87e+08,4.74e+08,6.08e+08,5.78e+08,2.012e+09,4.319e+09,2.202e+09,4.78e+08,6.521e+09,8.533e+09,2.204e+09,1.232e+09,-7e+07,3.366e+09,3.367e+09,1.19e+10,1.68e+08,8.2e+07,-3.3e+07,-9.7e+07,1.2e+08,-3.3e+07,-6.3e+07,-6.2e+07,-2.06e+08,3e+06,-2.65e+08,-2.08e+08,-2.08e+08,-1e+06,-2.09e+08,3.01e+08,4.793e+09,2.17e+08,0.45255,0.21878,0.16783,0.0499,0.01412,1.29167,1.42445,2.5343,0.40277,1.35484,1.34293,8.07258,27.14516,1.75,0.5,0.0222,0.02094,0.36905,14.92027,20.50685
"28","2017_Q1",97.2364516129032,"Up",1.533e+09,-9.37e+08,5.96e+08,-3.46e+08,-3.46e+08,2.5e+08,-3.3e+07,-4.3e+07,1e+07,2.17e+08,2.17e+08,-7.5e+07,1.42e+08,1.6e+08,1.6e+08,1.6e+08,4.87e+08,4.87e+08,6.74e+08,8.67e+08,5.96e+08,7.5e+07,1.24e+08,2.624e+09,9.24e+08,8.461e+09,5.352e+09,1.231e+09,5.49e+08,2.52e+08,9.385e+09,1.2009e+10,8.77e+08,4.94e+08,3.79e+08,3.97e+08,7.07e+08,4.59e+08,1.981e+09,4.12e+09,2.851e+09,5.06e+08,6.971e+09,8.952e+09,2.221e+09,1.33e+09,-4.95e+08,3.056e+09,3.057e+09,1.2009e+10,1.6e+08,9.9e+07,-48999999.9999999,2.07e+08,4.17e+08,-7e+07,1.11e+08,-6.3e+07,-2.77e+08,8000000.00000001,-3.33e+08,1.95e+08,1.95e+08,-1e+07,1.85e+08,3.49e+08,4.517e+09,5.61e+08,0.38878,0.16308,0.10437,0.05234,0.01332,3.50625,1.32458,2.92836,0.37613,1.29136,1.27796,12.37288,24.66505,4.52785,0.50847,0.02139,0.05381,0.39375,11.54728,16.12
"29","2017_Q2",100.637777777778,"Up",1.42e+09,-8.97e+08,5.23e+08,-2.77e+08,-2.77e+08,2.46e+08,-4.3e+07,-4.4e+07,1e+06,2.03e+08,2.03e+08,-5.8e+07,1.45e+08,1.6e+08,1.6e+08,1.6e+08,2.84e+08,2.84e+08,9.76e+08,9.62e+08,2.03e+08,2.1e+07,1.82e+08,2.425e+09,9.88e+08,8.365e+09,5.994e+09,1.501e+09,6.1e+08,2.6e+08,9.353e+09,1.1778e+10,9.96e+08,5.08e+08,4.39e+08,3.99e+08,4.61e+08,4.55e+08,1.856e+09,4.087e+09,2.781e+09,5.77e+08,6.868e+09,8.724e+09,2.166e+09,1.384e+09,-4.97e+08,3.053e+09,3.054e+09,1.1778e+10,1.6e+08,8.6e+07,-7.7e+07,-1.26e+08,4.3e+07,-2.1e+07,-4.6e+07,-6.8e+07,-3e+07,-8.5e+07,-2.01e+08,-2.04e+08,-2.04e+08,1e+06,-2.03e+08,3.32e+08,4.486e+09,2.43e+08,0.36831,0.17324,0.11268,0.05239,0.01358,1.51875,1.30657,2.85658,0.38088,1.29136,1.2749,11.46086,24.64084,1.96126,0.54883,0.02209,0.02354,0.425,12.65663,17.0813
"30","2017_Q3",110.122857142857,"Up",1.449e+09,-9.2e+08,5.29e+08,-2.52e+08,-2.52e+08,2.77e+08,-4.2e+07,-4.3e+07,1e+06,2.35e+08,2.35e+08,-7.2e+07,1.63e+08,1.77e+08,1.77e+08,1.77e+08,3.61e+08,3.61e+08,7.62e+08,1.001e+09,4.88e+08,1.1e+07,1.33e+08,2.612e+09,9.08e+08,8.098e+09,5.848e+09,1.437e+09,5.5e+08,2.63e+08,9.006e+09,1.1618e+10,8.95e+08,5.4e+08,3.4e+08,3.13e+08,4.57e+08,3.9e+08,1.665e+09,4.087e+09,2.708e+09,5.6e+08,6.795e+09,8.46e+09,2.185e+09,1.495e+09,-5.23e+08,3.157e+09,3.158e+09,1.1618e+10,1.77e+08,8.1e+07,-5.3e+07,4.7e+07,2.52e+08,-2.8e+07,-2.8e+07,-6.6e+07,-8.5e+07,1.2e+07,-1.4e+08,83999999.9999999,83999999.9999999,-7e+06,76999999.9999999,3.58e+08,4.4e+09,4.49e+08,0.36508,0.19117,0.12215,0.05605,0.01523,2.53672,1.56877,2.67891,0.37872,1.43088,1.416,11.71382,25.52142,3.62975,0.53355,0.02367,0.04374,0.37288,11.28212,14.58123
"31","2017_Q4",128.824444444444,"Up",1.489e+09,-9.58e+08,5.31e+08,-2.56e+08,-2.56e+08,2.75e+08,-4.2e+07,-4.2e+07,0,2.33e+08,2.33e+08,-6.9e+07,1.64e+08,8.5e+07,8.5e+07,8.5e+07,3.02e+08,3.02e+08,7.14e+08,8.94e+08,9.66e+08,6.8e+07,1.06e+08,2.876e+09,8.95e+08,7.336e+09,5.367e+09,1.136e+09,6.12e+08,2.21e+08,8.231e+09,1.1107e+10,7.82e+08,4.28e+08,3.46e+08,3.54e+08,5.96e+08,4.1e+08,1.732e+09,3.859e+09,2.602e+09,5.22e+08,6.461e+09,8.193e+09,1.821e+09,1.554e+09,-4.61e+08,2.914e+09,2.914e+09,1.1107e+10,8.5e+07,7.2e+07,1.64e+08,-1.27e+08,1.94e+08,-3e+07,3.45e+08,-6.5e+07,-1.98e+08,-3.37e+08,-6.01e+08,-6.2e+07,-6.2e+07,3e+06,-5.9e+07,3.47e+08,4.213e+09,2.59e+08,0.35662,0.18469,0.05709,0.02917,0.00765,3.04706,1.66051,2.8116,0.37931,0.69331,0.68273,12.14519,23.76835,2.11256,0.53018,0.01542,0.02662,0.76471,11.27089,14.22182
"32","2018_Q1",141.409180327869,"Up",1.542e+09,-9.59e+08,5.83e+08,-3.08e+08,-3.08e+08,2.75e+08,-4.1e+07,-4.1e+07,9.31322574615479e-10,2.34e+08,2.34e+08,-6.8e+07,1.66e+08,1.31e+08,1.31e+08,1.31e+08,4.84e+08,4.84e+08,6.23e+08,8.41e+08,1.25e+08,2.4e+07,1.01e+08,2.073e+09,9.04e+08,7.113e+09,5.366e+09,1.104e+09,4.09e+08,2.34e+08,8.017e+09,1.009e+10,9e+08,5.4e+08,3.29e+08,6.34e+08,3.92e+08,3.92e+08,1.926e+09,3.396e+09,1.84e+09,5.28e+08,5.236e+09,7.162e+09,1.861e+09,1.343e+09,-2.76e+08,2.928e+09,2.928e+09,1.009e+10,1.31e+08,7.2e+07,-4.24e+08,3.01e+08,8e+07,-4e+07,5.99e+08,-6.3e+07,-1.86e+08,-2.46e+08,-4.96e+08,1.83e+08,1.83e+08,-999999.999999999,1.82e+08,3.47e+08,4.03e+09,6.76e+08,0.37808,0.17834,0.08495,0.04474,0.01298,5.16031,1.07632,2.44604,0.39941,1.08985,1.07201,12.82862,24.3594,5.62396,0.52413,0.02205,0.07684,0.48092,10.21902,12.89455
"33","2018_Q2",143.8953125,"Up",1.41e+09,-9.19e+08,4.91e+08,-2.68e+08,-2.68e+08,2.23e+08,5e+06,-4.1e+07,4.6e+07,2.28e+08,2.28e+08,-6.3e+07,1.65e+08,1.59e+08,1.59e+08,1.59e+08,3.88e+08,3.88e+08,7.06e+08,8.96e+08,1.37e+08,2.4e+07,1.13e+08,2.127e+09,8.9e+08,7.082e+09,5.376e+09,1.077e+09,4.09e+08,2.2e+08,7.972e+09,1.0099e+10,9.22e+08,4.52e+08,3.42e+08,6.02e+08,3.94e+08,3.94e+08,1.918e+09,3.395e+09,1.799e+09,5.27e+08,5.194e+09,7.112e+09,1.85e+09,1.387e+09,-2.5e+08,2.987e+09,2.987e+09,1.0099e+10,1.59e+08,6.5e+07,-2.3e+07,-1.06e+08,9.5e+07,-2.3e+07,-2.3e+07,-6.9e+07,-3.5e+07,-6.1e+07,-1.74e+08,-1.02e+08,-1.02e+08,6e+06,-9.6e+07,2.88e+08,3.997e+09,2.22e+08,0.34823,0.15816,0.11277,0.05323,0.01574,1.39623,1.10897,2.38098,0.39578,1.33501,1.31188,11.83879,25.07976,1.86398,0.57935,0.02596,0.02528,0.43396,12.53125,16.18386
"34","2018_Q3",148.425555555556,"Up",1.535e+09,-1.022e+09,5.13e+08,-2.91e+08,-2.91e+08,2.22e+08,3e+06,-4.1e+07,4.4e+07,2.25e+08,2.25e+08,-9.4e+07,1.31e+08,1.31e+08,1.31e+08,1.31e+08,4.22e+08,4.22e+08,6.42e+08,9.42e+08,1.26e+08,2.4e+07,1.02e+08,2.132e+09,8.78e+08,6.846e+09,5.374e+09,1.048e+09,2.09e+08,2.15e+08,7.724e+09,9.856e+09,8.03e+08,4.62e+08,3.03e+08,5.28e+08,4.1e+08,4.1e+08,1.741e+09,3.391e+09,1.73e+09,4.94e+08,5.121e+09,6.862e+09,1.824e+09,1.424e+09,-2.54e+08,2.994e+09,2.994e+09,9.856e+09,1.31e+08,6.5e+07,-2.1e+07,1.03e+08,2.78e+08,-2e+07,-2.2e+07,-6.8e+07,-8e+07,-7.1e+07,-2.2e+08,35999999.9999999,35999999.9999999,-2e+06,3.4e+07,2.87e+08,3.919e+09,4.64e+08,0.3342,0.14463,0.08534,0.04375,0.01329,3.54198,1.22458,2.29192,0.39763,1.10549,1.08354,12.95359,25.26582,3.91561,0.57384,0.02302,0.05369,0.51908,12.18467,15.75225
"35","2018_Q4",141.603650793651,"Down",1.571e+09,-9.63e+08,6.08e+08,-2.53e+08,-2.53e+08,3.55e+08,-1.33e+08,-4.1e+07,-9.2e+07,2.22e+08,2.22e+08,-9e+06,2.13e+08,2.11e+08,2.11e+08,2.11e+08,4.43e+08,4.43e+08,7.43e+08,9.63e+08,2.65e+08,1.49e+08,1.16e+08,2.414e+09,8.79e+08,6.777e+09,5.377e+09,1.019e+09,1.49e+08,2.32e+08,7.656e+09,1.007e+10,8.7e+08,4.94e+08,3.54e+08,8.28e+08,4.48e+08,4.48e+08,2.146e+09,3.391e+09,1.396e+09,4.79e+08,4.787e+09,6.933e+09,1.843e+09,1.543e+09,-2.49e+08,3.137e+09,3.137e+09,1.007e+10,2.13e+08,6.5e+07,9e+06,-1.7e+08,1.17e+08,-3.1e+07,-3.1e+07,-8.2e+07,2.16e+08,-1.85e+08,-6.9e+07,1.7e+07,1.7e+07,0,1.7e+07,4.2e+08,4.219e+09,2.28e+08,0.38701,0.22597,0.13431,0.06726,0.02095,1.08057,1.12488,2.21007,0.41897,1.78209,1.7438,13.26858,26.49493,1.92568,0.69257,0.03348,0.02605,0.38863,8.99048,10.63662
"36","2019_Q1",144.944754098361,"Up",1.666e+09,-1.027e+09,6.39e+08,-3.17e+08,-3.17e+08,3.22e+08,-7.1e+07,-4.5e+07,-2.6e+07,2.51e+08,2.51e+08,-3.9e+07,2.12e+08,2.17e+08,2.17e+08,2.17e+08,2.88e+08,2.88e+08,4.66e+08,4.11e+08,1.059e+09,1.74e+08,8.85e+08,2.224e+09,9e+08,6.727e+09,5.372e+09,9.89e+08,1.19e+08,2.47e+08,7.627e+09,9.851e+09,9.54e+08,6.22e+08,3.17e+08,3.82e+08,5.14e+08,5.14e+08,1.85e+09,3.408e+09,1.315e+09,5.22e+08,4.723e+09,6.573e+09,1.832e+09,1.648e+09,-2.02e+08,3.278e+09,3.278e+09,9.851e+09,2.15e+08,6.4e+07,-2.95e+08,2.77e+08,2.61e+08,-6.2e+07,-6.5e+07,-5.3e+07,-3.72e+08,7.9e+07,-3.42e+08,-1.46e+08,-1.46e+08,-5e+06,-1.51e+08,3.86e+08,3.79e+09,6.4e+08,0.38355,0.19328,0.13025,0.0662,0.02203,2.94931,1.20216,2.00519,0.38473,1.83277,1.78895,14.07095,27.68581,5.40541,0.44764,0.03221,0.07634,0.24424,9.07254,10.87578
"37","2019_Q2",170.661904761905,"Up",1.542e+09,-1.01e+09,5.32e+08,-2.79e+08,-2.79e+08,2.53e+08,4e+06,-4.3e+07,4.7e+07,2.57e+08,2.57e+08,-4.1e+07,2.16e+08,2.13e+08,2.13e+08,2.13e+08,3.05e+08,3.05e+08,4.32e+08,4.13e+08,1.138e+09,1.51e+08,9.87e+08,2.288e+09,8.98e+08,6.703e+09,5.373e+09,9.6e+08,1.17e+08,2.53e+08,7.601e+09,9.889e+09,8.22e+08,4.8e+08,3.21e+08,5.99e+08,5.35e+08,5.35e+08,1.956e+09,3.41e+09,1.279e+09,5.21e+08,4.689e+09,6.645e+09,1.766e+09,1.68e+09,-2.02e+08,3.244e+09,3.244e+09,9.889e+09,2.13e+08,6.5e+07,0,-1.61e+08,1.17e+08,-3.1e+07,-3.1e+07,-8.2e+07,2.16e+08,-1.85e+08,-6.9e+07,1.7e+07,1.7e+07,0,1.7e+07,3.18e+08,4.009e+09,1.67e+08,0.34501,0.16407,0.13813,0.06566,0.02154,0.78404,1.16973,2.0484,0.4054,1.80662,1.76617,13.07888,27.51484,1.41645,0.6955,0.03458,0.01957,0.38498,11.6478,14.64032
"38","2019_Q3",194.21421875,"Up",1.666e+09,-1.095e+09,5.71e+08,-3.04e+08,-3.04e+08,2.67e+08,4e+06,-4.3e+07,4.7e+07,2.71e+08,2.71e+08,-4.6e+07,2.25e+08,2.25e+08,2.25e+08,2.25e+08,3.43e+08,3.43e+08,4.94e+08,4.25e+08,1.049e+09,1.02e+08,9.47e+08,2.311e+09,9.01e+08,6.64e+09,5.37e+09,9.3e+08,9.9e+07,2.41e+08,7.541e+09,9.852e+09,8.07e+08,5.21e+08,2.75e+08,4.08e+08,6.07e+08,6.07e+08,1.822e+09,3.411e+09,1.207e+09,5.12e+08,4.618e+09,6.44e+09,1.799e+09,1.824e+09,-2.11e+08,3.412e+09,3.412e+09,9.852e+09,7.36e+08,7.8e+07,1.49e+08,1.05e+08,1.068e+09,-1.3e+08,-1.28e+08,-2.43e+08,-4.97e+08,3.5e+07,-7.12e+08,2.28e+08,2.28e+08,-3e+06,2.25e+08,3.45e+08,3.819e+09,3.66e+08,0.34274,0.16026,0.13505,0.06594,0.02284,1.62667,1.26839,1.88746,0.38764,1.91164,1.875,14.15463,28.98895,3.1096,2.06457,0.05546,0.04338,1.08,10.07536,13.01873
"39","2019_Q4",191.02515625,"Down",4.816e+09,-3.499e+09,1.317e+09,-1.075e+09,-1.075e+09,2.42e+08,2.6e+07,-5.3e+07,7.9e+07,2.68e+08,4.97e+08,9e+06,5.06e+08,5.08e+08,5.02e+08,5.02e+08,1.001e+09,1.001e+09,1.275e+09,1.339e+09,3.412e+09,2.91e+08,3.121e+09,7.027e+09,2.073e+09,2.9847e+10,2.0749e+10,7.516e+09,1.24e+08,1.458e+09,3.192e+10,3.8947e+10,2.328e+09,1.423e+09,8.81e+08,6.59e+08,1.731e+09,1.731e+09,4.718e+09,6.307e+09,4.997e+09,1.66e+09,1.1304e+10,1.6022e+10,2.151e+10,2.019e+09,-7.56e+08,2.2773e+10,2.2925e+10,3.8947e+10,-3e+06,1.87e+08,-5.95e+08,2.3e+07,-3.88e+08,3e+06,1.481e+09,-9e+06,-1.2e+08,-4.73e+08,-6.72e+08,4.21e+08,4.21e+08,-5e+06,4.16e+08,4.29e+08,6.966e+09,4.46e+08,0.27346,0.05025,0.10424,0.0219,0.01289,0.88845,1.4894,0.69889,0.17886,2.25517,2.22715,21.63522,102.30458,2.00359,0.04043,0.01465,0.01278,0.01793,13.90443,24.64876
"40","2020_Q1",195.816612903226,"Up",1.239e+09,-1.122e+09,1.17e+08,-2.23e+08,-2.23e+08,-1.06e+08,3.5e+07,1.6e+07,1.9e+07,-7.1e+07,-1.17e+08,5e+06,-1.12e+08,-1.12e+08,-1.18e+08,-1.18e+08,8.24e+08,8.24e+08,1.216e+09,1.219e+09,3.053e+09,2.02e+08,2.851e+09,6.312e+09,2.117e+09,2.9907e+10,2.0001e+10,8.458e+09,1.02e+08,1.346e+09,3.2024e+10,3.8336e+10,2.075e+09,1.261e+09,7.9e+08,2.6e+08,1.674e+09,1.674e+09,4.009e+09,6.694e+09,4.889e+09,1.589e+09,1.1583e+10,1.5592e+10,2.0912e+10,2.183e+09,-5.08e+08,2.2587e+10,2.2744e+10,3.8336e+10,-1.12e+08,-1.77e+08,2.99e+08,1.32e+08,1.42e+08,4999999.99999997,-2000000.00000024,-3e+06,2.92e+08,-7.68e+08,-5.18e+08,-3.78e+08,-3.78e+08,1.4e+07,-3.64e+08,-2.83e+08,6.954e+09,-1.51e+08,0.09443,-0.08555,-0.09524,-0.00518999999999999,-0.00308,1.27966,1.57446,0.68554,0.1814,-8.55072,-7.375,89.78261,1636.73913,-10.94203,0.21739,-0.00332,-0.00437,-0.0254199999999999,-21.66078,-57.83019
"41","2020_Q2",180.573492063492,"Down",4.626e+09,-3.298e+09,1.328e+09,-8.12e+08,-8.12e+08,5.16e+08,3.2e+07,-6.3e+07,9.5e+07,5.48e+08,2.21e+08,-2.6e+07,1.95e+08,1.94e+08,2.17e+08,2.17e+08,6.63e+08,6.63e+08,1.278e+09,9.9e+08,4.28e+09,2.05e+08,2.867e+09,7.211e+09,2.032e+09,2.8862e+10,1.9265e+10,8.171e+09,1.12e+08,1.314e+09,3.0894e+10,3.8105e+10,2.554e+09,1.422e+09,1.095e+09,8.98e+08,1.671e+09,1.671e+09,5.123e+09,6.294e+09,4.661e+09,1.515e+09,1.0955e+10,1.6078e+10,2.0398e+10,2.151e+09,-6.51e+08,2.1898e+10,2.2027e+10,3.8105e+10,1.94e+08,8.5e+07,4.42e+08,-1.88e+08,5.33e+08,-4.8e+07,-5.8e+07,-1.83e+08,2.44e+08,-6.67e+08,-6.12e+08,-1.37e+08,-1.37e+08,-2.4e+07,-1.61e+08,6.01e+08,7.192e+09,3.91e+08,0.28707,0.11154,0.04691,0.00985,0.00569,1.80184,1.40757,0.72992,0.18874,0.99862,0.98951,21.28854,100.77312,1.79936,0.84215,0.01181,0.01154,0.84332,10.86356,12.6531
"42","2020_Q3",169.220625,"Down",4.445e+09,-3.175e+09,1.27e+09,-8.55e+08,-8.55e+08,4.15e+08,4e+07,-6.5e+07,1.05e+08,4.55e+08,3.36e+08,-5.8e+07,2.78e+08,2.78e+08,2.83e+08,2.83e+08,1.947e+09,1.947e+09,1.148e+09,8.59e+08,2.972e+09,2.03e+08,2.681e+09,6.926e+09,2.015e+09,2.8911e+10,1.9015e+10,8.336e+09,1.2e+08,1.44e+09,3.0926e+10,3.7852e+10,2.369e+09,1.094e+09,1.218e+09,6.68e+08,1.55e+09,1.55e+09,4.587e+09,6.273e+09,4.766e+09,1.636e+09,1.1039e+10,1.5626e+10,2.0476e+10,2.25e+09,-6.24e+08,2.2102e+10,2.2226e+10,3.7852e+10,2.78e+08,7.7e+07,2.46e+08,2.01e+08,8.02e+08,-6e+07,9.03e+08,-1.84e+08,-2.5e+08,4e+06,-4.3e+08,1.275e+09,1.275e+09,9e+06,1.284e+09,4.92e+08,6.941e+09,6.91e+08,0.28571,0.09336,0.06367,0.01273,0.00748,2.4417,1.50992,0.70305,0.18337,1.30958,1.29757,20.56918,102.27672,3.19759,0.85146,0.01376,0.02036,0.65018,10.15041,12.03373
"43","2020_Q4",177.48484375,"Up",4.463e+09,-3.152e+09,1.311e+09,-8.17e+08,-8.17e+08,4.94e+08,3.4e+07,-6.2e+07,9.6e+07,5.28e+08,5.18e+08,-8.7e+07,4.31e+08,4.3e+08,4.26e+08,4.26e+08,1.341e+09,1.341e+09,1.128e+09,8.94e+08,3.03e+09,1.97e+08,2.799e+09,6.393e+09,2.047e+09,2.8705e+10,1.8992e+10,8.172e+09,1.16e+08,1.425e+09,3.0752e+10,3.7145e+10,2.483e+09,1.207e+09,1.239e+09,6.68e+08,1.515e+09,1.515e+09,4.666e+09,6.261e+09,4.779e+09,1.794e+09,1.104e+10,1.5706e+10,1.952e+10,2.383e+09,-5.9e+08,2.1313e+10,2.1439e+10,3.7145e+10,4.3e+08,7.7e+07,1.46e+08,1.04e+08,7.57e+08,-8.6e+07,-4.7e+07,-1.79e+08,-2e+06,-1.148e+09,-1.331e+09,-6.21e+08,-6.21e+08,1.5e+07,-6.06e+08,5.71e+08,6.929e+09,6.76e+08,0.29375,0.11069,0.09545,0.01987,0.01147,1.58685,1.37012,0.73259,0.18654,1.99906,1.98601,20.94322,100.01408,3.17222,0.83998,0.01825,0.02039,0.42019,9.78634,11.31174
"44","2021_Q1",182.680655737705,"Up",4.66e+09,-3.261e+09,1.399e+09,-8.31e+08,-8.31e+08,5.68e+08,4.1e+07,-6.4e+07,1.05e+08,6.09e+08,2.47e+08,-6.3e+07,1.84e+08,1.84e+08,1.93e+08,1.93e+08,1.276e+09,1.276e+09,1.344e+09,1.034e+09,3.013e+09,2.95e+08,2.683e+09,6.667e+09,2.102e+09,2.8191e+10,1.8876e+10,7.908e+09,1.19e+08,1.288e+09,3.0293e+10,3.696e+10,2.523e+09,1.406e+09,1.068e+09,1e+07,1.707e+09,1.707e+09,4.24e+09,6.943e+09,4.936e+09,1.793e+09,1.1879e+10,1.6119e+10,1.9216e+10,2.347e+09,-8.39e+08,2.0724e+10,2.0841e+10,3.696e+10,1.84e+08,8.4e+07,4.37e+08,-7e+06,6.98e+08,-8.3e+07,-46999999.9999998,-1.79e+08,-2.2e+07,-4.23e+08,-7.39e+08,-8.8e+07,-8.8e+07,2.3e+07,-65000000.0000002,6.52e+08,6.953e+09,6.25e+08,0.30021,0.12189,0.04142,0.00926,0.00522,3.23834,1.57241,0.77343,0.18812,0.92124,0.91167,22.24344,98.92124,2.98329,0.85442,0.01137,0.0191,0.92746,8.70706,9.99472
"45","2021_Q2",210.579047619048,"Up",4.567e+09,-3.213e+09,1.354e+09,-8.01e+08,-8.01e+08,5.53e+08,5.1e+07,-6.6e+07,1.17e+08,6.04e+08,5.27e+08,-6e+07,4.67e+08,4.66e+08,4.68e+08,4.68e+08,9.76e+08,9.76e+08,1.096e+09,9.04e+08,4.562e+09,1.99e+08,2.577e+09,7.538e+09,2.136e+09,2.6916e+10,1.8252e+10,7.265e+09,1.18e+08,1.281e+09,2.9052e+10,3.659e+10,2.527e+09,1.373e+09,1.103e+09,1.4e+07,1.69e+09,1.69e+09,4.231e+09,7.066e+09,4.811e+09,1.782e+09,1.1877e+10,1.6108e+10,1.8692e+10,2.529e+09,-8.54e+08,2.0367e+10,2.0482e+10,3.659e+10,4.66e+08,8.7e+07,2.15e+08,-1.07e+08,6.61e+08,-6.4e+07,-6.1e+07,-2.09e+08,0,-6.9e+08,-9e+08,-3e+08,-3e+08,16502973.5455877,-3e+08,6.4e+08,7.08e+09,5.29e+08,0.29647,0.12109,0.10247,0.02285,0.01279,1.13034,1.78161,0.78645,0.1935,2.26415,2.2446,22.09482,98.53411,2.55926,1.01113,0.02091,0.01634,0.44658,9.5375,11.03797
"46","2021_Q3",223.63875,"Up",4.668e+09,-3.251e+09,1.417e+09,-8.91e+08,-8.91e+08,5.26e+08,2.1e+07,-6.5e+07,8.6e+07,5.47e+08,5.82e+08,-1.69e+08,4.13e+08,4.13e+08,4.13e+08,4.13e+08,2.029e+09,2.029e+09,1.197e+09,9.38e+08,3.425e+09,4.9e+07,2.897e+09,7.589e+09,2.026e+09,2.6449e+10,1.8234e+10,6.958e+09,1.11e+08,1.146e+09,2.8475e+10,3.6064e+10,2.598e+09,1.406e+09,1.044e+09,1.4e+07,1.852e+09,1.852e+09,4.464e+09,7.061e+09,4.563e+09,1.768e+09,1.1624e+10,1.6088e+10,1.8065e+10,2.633e+09,-8.35e+08,1.9863e+10,1.9976e+10,3.6064e+10,4.13e+08,7.7e+07,2.3e+07,2.07e+08,7.2e+08,-6e+07,1.368e+09,-2.07e+08,-4999999.99999999,-8.22e+08,-1.037e+09,1.051e+09,1.051e+09,2e+06,1.053e+09,6.03e+08,7.075e+09,9.19e+08,0.30356,0.11268,0.08847,0.02067,0.01145,2.22518,1.70004,0.80537,0.19618,1.99806,1.98082,22.58345,96.09579,4.44606,1.00145,0.01961,0.02907,0.50121,8.36816,9.59316
