"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",24.7338095238095,"Up",2.375e+09,-1.418e+09,9.57e+08,-5.33e+08,-3.16e+08,-2e+08,-1.7e+07,4.24e+08,3.4e+07,-2.5e+07,-3.7e+07,1.2e+07,-2.1e+07,4.58e+08,2e+07,6.6e+07,8.6e+07,8.6e+07,8.6e+07,8.6e+07,4.872e+09,4.844e+09,1.583e+09,1.583e+09,1.544e+09,7.19e+08,7.19e+08,8.718e+09,1.2969e+10,6.281e+09,8.25e+08,2.705e+09,1.132e+09,1.9587e+10,2.8305e+10,2.164e+09,1.015e+09,1.149e+09,2.57e+08,2.421e+09,3.669e+09,3.836e+09,7.35e+08,3.101e+09,7.505e+09,9.926e+09,1.4738e+10,-1.4564e+10,1.703e+10,-1.196e+09,1.8308e+10,7.1e+07,1.8379e+10,2.8305e+10,8.6e+07,2.77e+08,2.27e+08,3.34e+08,-3.99e+08,-5.4e+07,-4.9e+07,-2.3e+08,-6.6e+07,1.91e+08,-3.64e+08,-3.64e+08,7.7e+07,-3.26e+08,-1.68e+08,-113397939.055151,-2.18e+08,1.82e+08,-3.88e+08,-5.23e+08,-5.23e+08,7.6e+07,-4.47e+08,7.01e+08,3.926e+09,-1.28e+08,0.40295,0.17853,0.03621,0.00468,0.00304,-1.48837,3.60099,0.54007,0.1387,0.09297,0.09188,2.56757,17.30595,-0.13838,0.18162,9,0.00972,-0.0049,1.95349,-1.3495,-2.23113
"30","2017_Q3",25.6228571428571,"Up",2.497e+09,-1.516e+09,9.81e+08,-6.07e+08,-3.81e+08,-2.08e+08,-1.8e+07,3.74e+08,-999999.999999985,-2.7e+07,-3.8e+07,1.1e+07,-1.1e+07,3.73e+08,5.92e+08,-1.53e+08,4.39e+08,4.39e+08,4.39e+08,4.39e+08,4.189e+09,4.189e+09,1.64e+09,1.64e+09,1.616e+09,9.86e+08,9.86e+08,8.431e+09,1.306e+10,5.991e+09,8.42e+08,2.651e+09,8.9e+08,1.9399e+10,2.783e+10,2.177e+09,1.096e+09,1.081e+09,6.31e+08,2.808e+09,3.302e+09,3.64e+09,7.12e+08,2.928e+09,6.942e+09,9.75e+09,1.4814e+10,-1.5204e+10,1.7303e+10,-1.201e+09,1.8012e+10,6.8e+07,1.808e+10,2.783e+10,4.39e+08,2.81e+08,-3.28e+08,-3.59e+08,-1.12e+08,-4.4e+07,-6.1e+07,-86999999.9999999,8e+07,2.8e+08,-3.97e+08,-3.97e+08,8.8e+07,-3.08e+08,-1.65e+08,-1000000.00000012,-5.75e+08,7e+07,-7.5e+08,-7.78e+08,-7.78e+08,1.23e+08,-6.55e+08,6.55e+08,3.933e+09,2.99e+08,0.39287,0.14978,0.17581,0.02428,0.01577,0.68109,3.00249,0.53927,0.14132,0.48295,0.38174,2.74697,17.28493,0.32893,0.18152,5,0.02355,0.01166,0.37585,-0.39084,-0.68449
"31","2017_Q4",27.4025396825397,"Up",2.607e+09,-1.557e+09,1.05e+09,-6.08e+08,-3.75e+08,-2.15e+08,-1.8e+07,4.42e+08,1.1e+07,-2.7e+07,-3.7e+07,1e+07,7e+06,4.53e+08,4.79e+08,-8.9e+07,3.9e+08,3.9e+08,3.9e+08,3.9e+08,3.865e+09,3.865e+09,1.748e+09,1.748e+09,1.693e+09,9.48e+08,9.48e+08,8.254e+09,1.3344e+10,6.144e+09,8.91e+08,2.641e+09,9.28e+08,1.984e+10,2.8094e+10,2.434e+09,1.179e+09,1.255e+09,6.31e+08,3.065e+09,3.994e+09,3.652e+09,7.12e+08,2.94e+09,7.646e+09,1.0711e+10,1.4866e+10,-1.6236e+10,1.7533e+10,-1.146e+09,1.7317e+10,6.6e+07,1.7383e+10,2.8094e+10,3.9e+08,2.94e+08,-7.9e+07,-9.3e+07,4e+07,-9.2e+07,-5.6e+07,1.94e+08,-6e+06,6.45e+08,-4.86e+08,-4.86e+08,3.5e+07,-5.84e+08,-1.6e+08,7.02e+08,-9.96e+08,2.3e+07,-4.57e+08,-3.96e+08,-3.96e+08,7.2e+07,-3.24e+08,7.36e+08,4.625e+09,3.79e+08,0.40276,0.16954,0.1496,0.02244,0.01388,0.97179,2.69299,0.61618,0.16463,0.44268,0.38729,2.95914,17.0454,0.43019,0.18161,6,0.02143,0.01477,0.41026,1.03261,1.71946
"32","2018_Q1",26.9554098360656,"Down",2.637e+09,-1.605e+09,1.032e+09,-6.64e+08,-4.01e+08,-2.41e+08,-2.2e+07,3.68e+08,1.26e+08,-3.1e+07,-4.3e+07,1.2e+07,-5.6e+07,4.94e+08,5.66e+08,-1.978e+09,-1.412e+09,-1.412e+09,-1.412e+09,-1.412e+09,4.317e+09,4.317e+09,1.807e+09,1.807e+09,1.712e+09,9.91e+08,9.91e+08,8.827e+09,1.4017e+10,4.31e+09,8.69e+08,8.13e+08,9.34e+08,1.8667e+10,2.7494e+10,2.83e+09,1.439e+09,1.391e+09,3.79e+08,3.209e+09,4.749e+09,3.766e+09,7.49e+08,3.017e+09,8.515e+09,1.1724e+10,1.4943e+10,-1.6633e+10,1.593e+10,-8.42e+08,1.5698e+10,7.2e+07,1.577e+10,2.7494e+10,-1.412e+09,3.06e+08,1.698e+09,-1.6e+08,2.96e+08,-3.5e+07,-4000000.00000001,2.92e+08,4.3e+07,8.88e+08,-5.57e+08,-5.57e+08,5.1e+07,-4.92e+08,-1.58e+08,4.92e+08,-3.54e+08,3.4e+07,-2.9e+07,3.67e+08,3.67e+08,8.5e+07,4.52e+08,6.74e+08,5.128e+09,2.391e+09,0.39135,0.13955,-0.53546,-0.08954,-0.05136,-1.69334,2.7507,0.74344,0.18651,-1.63237,-2.89938,3.04855,15.48902,2.76416,0.18266,4,-0.05084,0.09694,-0.1119,1.20326,2.2038
"33","2018_Q2",24.31859375,"Down",2.5e+09,-1.545e+09,9.55e+08,-7.61e+08,-5.01e+08,-2.41e+08,-1.9e+07,1.94e+08,-3.7e+07,-3.9e+07,-5.2e+07,1.3e+07,-3.7e+07,1.57e+08,-4.65e+08,-1.24e+08,-5.89e+08,-5.89e+08,-5.89e+08,-5.89e+08,3.096e+09,3.096e+09,1.747e+09,1.747e+09,1.834e+09,9.86e+08,9.86e+08,7.663e+09,1.4416e+10,4.41e+09,8.51e+08,9.09e+08,9.52e+08,1.9171e+10,2.6834e+10,2.615e+09,1.164e+09,1.451e+09,3.8e+08,2.995e+09,4.808e+09,4.543e+09,7.46e+08,3.797e+09,9.351e+09,1.2346e+10,1.4973e+10,-1.7449e+10,1.5166e+10,-5.77e+08,1.4413e+10,7.5e+07,1.4488e+10,2.6834e+10,-5.89e+08,3.23e+08,8.12e+08,7.96e+08,-2.26e+08,9.4e+07,-9.8e+07,-1.62e+08,-6e+07,3.2e+08,-6.55e+08,-6.55e+08,1.1e+07,-6.44e+08,-1.77e+08,-1e+06,-7.79e+08,2.1e+07,-9.59e+08,-1.283e+09,-1.283e+09,6.2e+07,-1.221e+09,5.17e+08,5.188e+09,-2.4e+08,0.382,0.0776,-0.2356,-0.04065,-0.02195,0.40747,2.5586,0.85215,0.19334,-0.69458,-0.69458,2.94811,14.2842,-0.28302,0.20873,4,-0.01701,-0.00991,-0.30051,4.04642,10.78351
"34","2018_Q3",28.767619047619,"Up",2.747e+09,-1.675e+09,1.072e+09,-6.77e+08,-4.12e+08,-2.43e+08,-2.2e+07,3.95e+08,1.1e+07,-3.4e+07,-4.3e+07,9e+06,1.4e+07,4.06e+08,8.64e+08,-1.26e+08,7.38e+08,7.38e+08,7.38e+08,7.38e+08,2.023e+09,2.023e+09,1.842e+09,1.842e+09,1.896e+09,7.23e+08,7.23e+08,6.484e+09,1.4201e+10,5.116e+09,1.332e+09,8.59e+08,1.007e+09,1.9656e+10,2.614e+10,2.656e+09,1.111e+09,1.545e+09,2.52e+08,2.908e+09,5.099e+09,4.182e+09,7.02e+08,3.48e+09,9.281e+09,1.2189e+10,1.5013e+10,-1.8132e+10,1.5731e+10,-1.035e+09,1.3877e+10,7.4e+07,1.3951e+10,2.614e+10,7.38e+08,3.22e+08,-52999999.9999999,-83000000.0000001,-2.92e+08,-1.35e+08,-9.5e+07,1.6e+07,-7.8e+07,7.15e+08,-5.22e+08,-5.22e+08,2.05e+08,-1.111e+09,-1.71e+08,2.21e+08,-6.61e+08,2.2e+07,-6.19e+08,-1.015e+09,-1.015e+09,-5.8e+07,-1.073e+09,7.17e+08,5.351e+09,28999999.9999995,0.39024,0.14379,0.26866,0.0529,0.02823,0.0392999999999999,2.22971,0.8737,0.20471,0.9022,0.88067,3.35819,14.15281,0.0354499999999996,0.20905,5,0.03871,0.00123,0.23171,4.64156,8.42532
"35","2018_Q4",28.4277777777778,"Down",3.008e+09,-1.776e+09,1.232e+09,-7.1e+08,-4.39e+08,-2.44e+08,-2.7e+07,5.22e+08,6e+06,-3.8e+07,-4.5e+07,7e+06,1.2e+07,5.28e+08,7.58e+08,-1.33e+08,6.25e+08,6.25e+08,6.25e+08,6.25e+08,1.903e+09,1.903e+09,1.973e+09,1.973e+09,1.921e+09,8.35e+08,8.35e+08,6.632e+09,1.4345e+10,5.093e+09,1.309e+09,8.31e+08,1.023e+09,1.976e+10,2.6392e+10,2.86e+09,1.092e+09,1.768e+09,2.52e+08,3.112e+09,5.056e+09,4.246e+09,7.01e+08,3.545e+09,9.302e+09,1.2414e+10,1.5057e+10,-1.8517e+10,1.6186e+10,-1.136e+09,1.389e+10,8.8e+07,1.3978e+10,2.6392e+10,6.25e+08,3.18e+08,-2.5e+07,-3.2e+07,2.5e+07,-1.56e+08,-4.2e+07,2.4e+08,-1.7e+07,9.43e+08,-5.15e+08,-5.15e+08,1.4e+07,-5.11e+08,-1.69e+08,-1e+06,-3.66e+08,3.1e+07,-5.38e+08,-1.06e+08,-1.06e+08,-1.4e+07,-1.2e+08,8.4e+08,5.308e+09,4.83e+08,0.40957,0.17354,0.20778,0.04471,0.02368,0.7728,2.13111,0.88811,0.20112,0.77543,0.53972,3.73201,14.37965,0.59926,0.20968,6,0.03374,0.02053,0.2704,4.05357,6.52299
"36","2019_Q1",29.3818032786885,"Up",3.035e+09,-1.833e+09,1.202e+09,-7.38e+08,-4.47e+08,-2.65e+08,-2.6e+07,4.64e+08,4.1e+07,-4.2e+07,-5.1e+07,9e+06,-2.05e+08,5.05e+08,3.46e+08,-5.4e+07,2.92e+08,2.92e+08,2.92e+08,2.92e+08,2.355e+09,2.355e+09,1.94e+09,1.94e+09,2.037e+09,7.02e+08,7.02e+08,7.034e+09,1.4895e+10,5.2e+09,1.292e+09,9.51e+08,1.021e+09,2.0471e+10,2.7505e+10,3.307e+09,1.456e+09,1.851e+09,4e+06,3.311e+09,5.994e+09,4.314e+09,6.62e+08,3.652e+09,1.0308e+10,1.3619e+10,1.5069e+10,-1.887e+10,1.6303e+10,-1.01e+09,1.3792e+10,9.4e+07,1.3886e+10,2.7505e+10,2.92e+08,3.3e+08,-6.66e+08,-6.26e+08,9.85e+08,4.3e+07,-1.11e+08,2.51e+08,8.02e+08,9.41e+08,-5.99e+08,-6.18e+08,1.6e+07,-6.21e+08,-1.68e+08,6.37e+08,-3.4e+08,7e+06,1.21e+08,4.41e+08,4.41e+08,1.1e+07,4.52e+08,7.94e+08,5.998e+09,1.234e+09,0.39605,0.15288,0.09621,0.02103,0.01062,4.22603,2.12443,0.98077,0.21807,0.36869,0.31739,3.83207,14.5101,1.55808,0.21212,6,0.01901,0.051,0.57534,4.58816,7.85129
"37","2019_Q2",28.9150793650794,"Down",2.812e+09,-1.713e+09,1.099e+09,-6.79e+08,-4.01e+08,-2.49e+08,-2.9e+07,4.2e+08,-2.9e+07,-4.5e+07,-5.2e+07,7e+06,-9e+06,3.91e+08,5.75e+08,-7.6e+07,4.99e+08,4.99e+08,4.99e+08,4.99e+08,1.456e+09,1.456e+09,1.974e+09,1.974e+09,2.19e+09,7.29e+08,7.29e+08,6.349e+09,1.4878e+10,5.748e+09,1.265e+09,1.051e+09,1.502e+09,2.0972e+10,2.7321e+10,3.052e+09,1.278e+09,1.774e+09,7e+06,3.059e+09,6.018e+09,4.538e+09,6.59e+08,3.879e+09,1.0556e+10,1.3615e+10,1.51e+10,-1.9116e+10,1.6489e+10,-1.166e+09,1.3607e+10,9.9e+07,1.3706e+10,2.7321e+10,4.99e+08,3.35e+08,-2.39e+08,-1.99e+08,-6.24e+08,-3.6e+07,-1.59e+08,-2.99e+08,-1.3e+08,-2.9e+07,-5.24e+08,-5.24e+08,4.1e+07,-4.83e+08,-1.81e+08,953051457.604634,-2.34e+08,2.3e+07,-3.93e+08,-9.05e+08,-9.05e+08,6e+06,-8.99e+08,7.55e+08,6.025e+09,-3.17e+08,0.39083,0.14936,0.17745,0.03641,0.01826,-0.63527,2.07551,0.99336,0.22053,0.63648,0.54956,3.58673,14.42219,-0.40434,0.23087,4,0.02802,-0.01306,0.36273,6.05166,10.87857
"38","2019_Q3",27.14046875,"Down",2.94e+09,-1.875e+09,1.065e+09,-6.91e+08,-4.14e+08,-2.49e+08,-2.8e+07,3.74e+08,-5.1e+07,-4.9e+07,-5.4e+07,5e+06,-3.5e+07,3.23e+08,2.16e+08,-1.24e+08,91999999.9999999,91999999.9999999,92000000.0000001,91999999.9999999,1.178e+09,1.178e+09,2.103e+09,2.103e+09,2.291e+09,7.39e+08,7.39e+08,6.311e+09,1.5137e+10,5.783e+09,1.24e+09,1.053e+09,1.552e+09,2.1264e+10,2.7575e+10,2.961e+09,1.297e+09,1.664e+09,4.55e+08,3.416e+09,6.08e+09,4.558e+09,6.48e+08,3.91e+09,1.0638e+10,1.4054e+10,1.5135e+10,-1.9279e+10,1.6399e+10,-1.13e+09,1.3425e+10,9.6e+07,1.3521e+10,2.7575e+10,91999999.9999999,3.8e+08,1.06e+08,1e+08,-4.25e+08,-1.65e+08,-9.8e+07,-6.6e+07,-96000000.0000001,1.53e+08,-5.7e+08,-5.7e+08,1.9e+07,-5.51e+08,-1.81e+08,4.46e+08,-1.37e+08,1.3e+07,1.31e+08,-2.67e+08,-2.67e+08,-1.1e+07,-2.78e+08,7.54e+08,6.535e+09,-1.17e+08,0.36224,0.12721,0.03129,0.0068,0.00334,-1.27174,1.84748,1.03942,0.23699,0.11795,0.10177,3.76923,14.26282,-0.15,0.23205,4,0.01109,-0.00475,1.96739,7.10477,14.32353
"39","2019_Q4",26.5403125,"Down",2.934e+09,-1.917e+09,1.017e+09,-6.52e+08,-3.69e+08,-2.55e+08,-2.8e+07,3.65e+08,-4.3e+07,-5.1e+07,-5.5e+07,4e+06,-1.5e+07,3.22e+08,4.08e+08,-7.1e+07,3.37e+08,3.37e+08,3.37e+08,3.37e+08,9.71e+08,9.71e+08,2.024e+09,2.024e+09,2.337e+09,8.24e+08,8.24e+08,6.156e+09,1.5083e+10,5.751e+09,1.206e+09,1.109e+09,1.512e+09,2.1173e+10,2.7329e+10,3.295e+09,1.447e+09,1.848e+09,3.05e+08,3.6e+09,6.225e+09,4.37e+09,6.46e+08,3.724e+09,1.0595e+10,1.4195e+10,1.5154e+10,-1.9588e+10,1.6555e+10,-1.387e+09,1.3034e+10,1e+08,1.3134e+10,2.7329e+10,3.37e+08,3.96e+08,4.1e+07,4.9e+07,1.15e+08,3.2e+07,-8.1e+07,2.77e+08,-1.13e+08,8.89e+08,-4.46e+08,-5.08e+08,-5.4e+07,-5e+08,-1.92e+08,-9.7e+07,-2.94e+08,7e+06,-5.71e+08,-1.82e+08,-1.82e+08,-2.5e+07,-2.07e+08,7.61e+08,6.53e+09,5.01e+08,0.34663,0.1244,0.11486,0.02566,0.01233,1.48665,1.71,1.08078,0.23894,0.43428,0.3757,3.78093,13.83247,0.64562,0.24742,4,0.02201,0.02085,0.56973,7.30486,15.23014
"40","2020_Q1",24.0064516129032,"Down",2.817e+09,-1.963e+09,8.54e+08,-7.07e+08,-4.01e+08,-2.78e+08,-2.8e+07,1.47e+08,-2.15e+08,-5.5e+07,-6e+07,5e+06,-9.6e+07,-6.8e+07,1.7e+07,1.5e+07,32000000.0000001,32000000.0000001,3.2e+07,-6.6e+07,2.434e+09,2.434e+09,1.836e+09,1.836e+09,2.32e+09,8.73e+08,8.73e+08,7.463e+09,1.5337e+10,6.098e+09,1.185e+09,1.157e+09,1.821e+09,2.1435e+10,2.8898e+10,3.51e+09,1.587e+09,1.923e+09,1.1e+07,3.521e+09,7.729e+09,4.651e+09,6.71e+08,3.98e+09,1.238e+10,1.5901e+10,1.5182e+10,-1.9812e+10,1.6408e+10,-1.171e+09,1.2907e+10,9e+07,1.2997e+10,2.8898e+10,32000000.0000001,3.92e+08,-1e+07,1.39e+08,6.04e+08,2.17e+08,4e+07,1.19e+08,2.28e+08,1.018e+09,-3.6e+08,-3.76e+08,2.9e+07,-3.57e+08,-1.88e+08,1.182e+09,-2.17e+08,1.5e+07,7.86e+08,1.447e+09,1.447e+09,1.6e+07,1.463e+09,5.39e+08,7.74e+09,7.68e+08,0.30316,0.05218,-0.02343,-0.00508,-0.00228,-11.63636,2.11957,1.22344,0.26784,-0.08639,-0.0744100000000001,3.68717,13.88351,1.00524,0.24607,3,0.00481,0.03025,-2.84848,9.84416,36.09524
"41","2020_Q2",21.0833333333333,"Down",2.391e+09,-1.83e+09,5.61e+08,-6.82e+08,-3.95e+08,-2.61e+08,-2.6e+07,-1.21e+08,-5.5e+07,-5.8e+07,-6.4e+07,6e+06,-1.1e+07,-1.76e+08,-1.08e+08,1.2e+07,-9.6e+07,-9.6e+07,-9.6e+07,-9.6e+07,2.025e+09,2.025e+09,1.708e+09,1.708e+09,2.347e+09,8.66e+08,8.66e+08,6.946e+09,1.4932e+10,5.661e+09,1.149e+09,1.181e+09,1.413e+09,2.0913e+10,2.7859e+10,3.179e+09,1.25e+09,1.929e+09,1.2e+07,3.191e+09,7.815e+09,4.566e+09,6.71e+08,3.895e+09,1.2381e+10,1.5572e+10,1.5199e+10,-1.9918e+10,1.6114e+10,-1.497e+09,1.2198e+10,8.9e+07,1.2287e+10,2.7859e+10,-9.6e+07,3.82e+08,1.02e+08,1.42e+08,-1.4e+08,4.3e+07,-6.7e+07,-2.07e+08,9.1e+07,2.48e+08,-5.45e+08,-5.45e+08,6e+06,-5.39e+08,-1.92e+08,2e+08,-9.8e+07,7e+06,-9.4e+07,-3.85e+08,-3.85e+08,-2.4e+07,-4.09e+08,2.61e+08,7.827e+09,-4.36e+08,0.23463,-0.05061,-0.04015,-0.00781,-0.00345,4.54167,2.17675,1.26736,0.28095,-0.12632,-0.12632,3.14605,13.02368,-0.57368,0.25263,4,0.00389,-0.01767,-2,22.22989,-47.95041
"42","2020_Q3",28.9703125,"Up",2.561e+09,-1.805e+09,7.56e+08,-8.59e+08,-4.01e+08,-4.3e+08,-2.8e+07,-1.03e+08,1.7e+07,-6.4e+07,-6.7e+07,3e+06,2e+06,-8.6e+07,-4.9e+07,-2.2e+07,-7.1e+07,-7.1e+07,-7.1e+07,-1.2e+08,2.158e+09,2.158e+09,1.712e+09,1.712e+09,2.235e+09,7.41e+08,7.41e+08,6.846e+09,1.4691e+10,5.68e+09,1.072e+09,1.266e+09,1.417e+09,2.07e+10,2.7546e+10,3.008e+09,1.109e+09,1.899e+09,1.2e+07,3.02e+09,7.797e+09,4.596e+09,6.68e+08,3.928e+09,1.2393e+10,1.5413e+10,1.5258e+10,-1.9924e+10,1.5847e+10,-1.432e+09,1.2049e+10,8.4e+07,1.2133e+10,2.7546e+10,-7.1e+07,3.52e+08,2.64e+08,4.47e+08,5e+06,-1.6e+07,1.2e+08,-2.8e+07,-7.1e+07,5.5e+08,-2.61e+08,-2.88e+08,2.1e+07,-2.45e+08,-1.91e+08,9000000.00000012,6e+06,6e+06,-1.78e+08,1.27e+08,1.27e+08,5999999.99999999,1.33e+08,2.49e+08,7.809e+09,1.5e+07,0.2952,-0.04022,-0.04686,-0.00989,-0.00436,-0.125,2.26689,1.27034,0.28349,-0.15789,-0.15789,3.36974,12.82763,0.0197400000000002,0.25132,4,0.00289,0.000609999999999992,-1.59167,22.69478,-54.86408
"43","2020_Q4",33.5503125,"Up",3.001e+09,-2e+09,1.001e+09,-7.44e+08,-4.8e+08,-2.31e+08,-3.3e+07,2.57e+08,-2.05e+08,-6.7e+07,-7e+07,3e+06,-6.2e+07,5.2e+07,4.5e+08,-2.3e+07,4.27e+08,4.27e+08,4.27e+08,4.03e+08,2.514e+09,2.514e+09,2.099e+09,2.099e+09,2.581e+09,8.64e+08,8.64e+08,8.058e+09,1.5449e+10,6.406e+09,1.332e+09,1.173e+09,1.474e+09,2.2209e+10,3.0267e+10,3.593e+09,1.176e+09,2.417e+09,2.56e+08,3.849e+09,7.822e+09,5.739e+09,6.67e+08,5.072e+09,1.3561e+10,1.741e+10,1.5355e+10,-1.9926e+10,1.6065e+10,-1.134e+09,1.266e+10,1.97e+08,1.2857e+10,3.0267e+10,4.27e+08,3.94e+08,-4.99e+08,-6.26e+08,2.86e+08,-3.08e+08,1.87e+08,9.6e+07,3.11e+08,6.08e+08,-1.53e+08,-1.53e+08,7e+06,-1.48e+08,-2.04e+08,3e+06,3.6e+07,3.6e+07,-1.43e+08,3.17e+08,3.17e+08,3.9e+07,3.56e+08,6.51e+08,8.078e+09,8.07e+08,0.33356,0.08564,0.13429,0.03134,0.01331,2.00248,2.09353,1.35413,0.26689,0.53026,0.51403,3.94868,13.63158,1.06184,0.26842,6,0.02276,0.03025,0.5062,8.54685,21.64981
"44","2021_Q1",36.5168852459016,"Up",3.35e+09,-2.137e+09,1.213e+09,-7.37e+08,-4.71e+08,-2.32e+08,-3.4e+07,4.76e+08,-9.2e+07,-7.2e+07,-7.5e+07,3e+06,-3e+06,3.84e+08,3.41e+08,-7.8e+07,2.63e+08,2.63e+08,2.52e+08,3.25e+08,2.672e+09,2.672e+09,2.133e+09,2.133e+09,2.438e+09,7.61e+08,7.61e+08,8.004e+09,1.5742e+10,7.029e+09,1.308e+09,1.121e+09,2.14e+09,2.2771e+10,3.0775e+10,3.611e+09,1.174e+09,2.437e+09,1.56e+08,3.767e+09,7.816e+09,5.744e+09,7.27e+08,5.017e+09,1.356e+10,1.7327e+10,1.5505e+10,-1.9928e+10,1.612e+10,-7.4e+08,1.3257e+10,1.91e+08,1.3448e+10,3.0775e+10,2.63e+08,3.92e+08,2.8e+07,-857761267.405373,9.1e+07,-113808576.944152,62744029.0290949,-17497153.4316746,349307843.012144,7.74e+08,-3.81e+08,9.86e+08,2.4e+07,-3.78e+08,-2e+08,-1.9e+08,7.5e+07,7.5e+07,-3.14e+08,8.2e+07,8.2e+07,7.6e+07,1.58e+08,8.68e+08,7.972e+09,6.56e+08,0.36209,0.14209,0.09701,0.02417,0.01056,2.01846,2.12477,1.28844,0.25904,0.42539,0.41454,4.38482,14.34162,0.85864,0.26178,9,0.01933,0.02415,0.61538,6.10599,11.13445
"45","2021_Q2",41.6409523809524,"Up",3.29e+09,-2.134e+09,1.156e+09,-6.54e+08,-4e+08,-2.22e+08,-3.2e+07,5.02e+08,5.1e+07,-7.4e+07,-7.7e+07,3e+06,1.25e+08,5.53e+08,8.25e+08,-2.26e+08,5.99e+08,5.99e+08,5.99e+08,5.99e+08,2.868e+09,2.868e+09,1.9e+09,1.9e+09,2.361e+09,9.74e+08,9.74e+08,8.103e+09,1.5364e+10,6.676e+09,1.259e+09,9.92e+08,1.996e+09,2.204e+10,3.0143e+10,3.359e+09,1.272e+09,2.087e+09,1.54e+08,3.513e+09,7.65e+09,5.422e+09,7.33e+08,4.689e+09,1.3072e+10,1.6585e+10,1.5586e+10,-1.9934e+10,1.6509e+10,-1.092e+09,1.3369e+10,1.89e+08,1.3558e+10,3.0143e+10,5.99e+08,3.62e+08,-3.35e+08,-3.35e+08,9.7e+07,1.09e+08,-3.4e+07,-49000000.0000001,7.1e+07,7.23e+08,-2.89e+08,-2.89e+08,-2.3e+07,-2.88e+08,-2.08e+08,-2.5e+07,5.1e+07,5.1e+07,-1.9e+08,2.45e+08,2.45e+08,-4.9e+07,1.96e+08,8.64e+08,7.804e+09,8.98e+08,0.35137,0.15258,0.18207,0.04418,0.01987,1.49917,2.30658,1.22326,0.2589,0.78198,0.66704,4.29504,14.45039,1.17232,0.27154,8,0.03013,0.03353,0.34725,5.71296,9.83267
"46","2021_Q3",38.358125,"Down",3.501e+09,-2.186e+09,1.315e+09,-7.4e+08,-4.65e+08,-2.42e+08,-3.3e+07,5.75e+08,-5.5e+07,-7.6e+07,-7.8e+07,2e+06,2.1e+07,5.2e+08,5.23e+08,-6.7e+07,4.56e+08,4.56e+08,4.49e+08,-3.78e+08,2.32e+09,2.32e+09,2.057e+09,2.057e+09,2.387e+09,8.84e+08,8.84e+08,7.648e+09,1.5455e+10,6.703e+09,1.228e+09,1.051e+09,1.991e+09,2.2158e+10,2.9806e+10,4.271e+09,1.312e+09,2.959e+09,3.53e+08,4.624e+09,7.025e+09,6.015e+09,7.23e+08,5.292e+09,1.304e+10,1.7664e+10,1.7259e+10,-1.9986e+10,1.5739e+10,-1.052e+09,1.196e+10,1.82e+08,1.2142e+10,2.9806e+10,4.56e+08,3.69e+08,59999999.9999999,6e+07,-1.14e+08,-1.58e+08,5.2e+07,2.2e+08,-2.28e+08,7.71e+08,-3.07e+08,-3.24e+08,1.02e+08,-1.27e+08,-2.34e+08,-4.35e+08,3e+07,3.1e+07,-1.199e+09,-5.55e+08,-5.55e+08,7000000.00000001,-5.48e+08,9.44e+08,7.378e+09,5.9e+08,0.37561,0.16424,-0.10797,-0.03113,-0.01268,-1.56085,1.65398,1.45479,0.24753,-0.49347,-0.42094,4.5705,15.61358,0.77023,0.30548,5,-0.00564,0.02311,-0.61905,5.35805,8.79652
