"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"39","2019_Q4",213.0253125,"Up",2.7223e+10,-1.7836e+10,9.387e+09,-5.44e+09,-4.942e+09,-4.98e+08,3.947e+09,-2.8e+08,-2.8e+08,3.667e+09,3.667e+09,-8.98e+08,2.769e+09,2.769e+09,2.769e+09,2.769e+09,2.193e+09,2.193e+09,2.231e+09,2.231e+09,1.5711e+10,1.039e+09,1.039e+09,2.1174e+10,2.2472e+10,8.663e+09,2.253e+09,6.41e+09,3.1135e+10,5.2309e+10,1.4103e+10,9.24e+09,4.863e+09,2.513e+09,2.949e+09,2.121e+09,1.9565e+10,2.6597e+10,7.229e+09,7.229e+09,3.3826e+10,5.3391e+10,1.0836e+10,-6.1846e+10,5.0729e+10,-8.01e+08,-1.082e+09,-1.082e+09,5.2309e+10,2.769e+09,5.94e+08,9.2e+07,-1.159e+09,2.296e+09,-6.35e+08,-6.31e+08,-1.486e+09,6.79e+08,-1.262e+09,-5e+07,-2.119e+09,-4.54e+08,-4.54e+08,1e+08,-3.54e+08,4.541e+09,2.911e+10,3.645e+09,0.34482,0.14499,0.10172,-2.55915,0.05294,1.31636,1.08224,-49.34473,0.5565,2.53571,2.53108,24.92949,-0.99084,3.33791,1.36081,0.12069,0.10338,0.53666,5.92755,6.81961
"40","2020_Q1",207.720483870968,"Down",2.5782e+10,-1.7046e+10,8.736e+09,-5.333e+09,-4.814e+09,-5.19e+08,3.403e+09,-2.92e+08,-2.92e+08,3.111e+09,3.111e+09,-6.3e+08,2.481e+09,2.481e+09,2.481e+09,2.481e+09,2.133e+09,2.133e+09,2.106e+09,2.106e+09,1.4531e+10,1.04e+09,1.04e+09,1.981e+10,2.277e+10,8.656e+09,2.254e+09,6.402e+09,3.1426e+10,5.1236e+10,1.2618e+10,7.787e+09,4.776e+09,2.813e+09,2.944e+09,2.116e+09,1.8375e+10,2.867e+10,7.307e+09,6.601e+09,3.5977e+10,5.4352e+10,1.109e+10,-6.5196e+10,5.1729e+10,-7.39e+08,-3.116e+09,-3.116e+09,5.1236e+10,2.481e+09,5.95e+08,-1.17e+08,-6.5e+07,2.894e+09,-8.08e+08,-7.73e+08,-1.481e+09,2.271e+09,-2.961e+09,-2e+07,-2.191e+09,-70000000.0000002,-70000000.0000002,1e+07,-6e+07,3.998e+09,3.1483e+10,3.755e+09,0.33884,0.13199,0.09623,-0.79621,0.04842,1.5135,1.0781,-17.44288,0.61447,2.28875,2.28033,23.78413,-2.87454,3.46402,1.36624,0.11106,0.10526,0.59694,7.34117,8.62474
"41","2020_Q2",218.265238095238,"Up",2.826e+10,-1.8635e+10,9.625e+09,-6.349e+09,-5.829e+09,-5.2e+08,3.276e+09,-3.07e+08,-3.07e+08,2.969e+09,2.969e+09,-7.24e+08,2.245e+09,2.245e+09,2.245e+09,2.245e+09,8.696e+09,8.696e+09,2.61e+09,2.61e+09,1.4989e+10,9.82e+08,9.82e+08,2.7277e+10,2.2697e+10,8.763e+09,2.22e+09,6.543e+09,3.146e+10,5.8737e+10,1.6116e+10,1.0056e+10,6.06e+09,4.2e+09,3.032e+09,2.179e+09,2.3348e+10,3.1622e+10,7.257e+09,7.257e+09,3.8879e+10,6.2227e+10,1.1097e+10,-6.5793e+10,5.2354e+10,-1.148e+09,-3.49e+09,-3.49e+09,5.8737e+10,2.245e+09,6.07e+08,8.8e+07,2.797e+09,5.737e+09,-5.86e+08,-5.78e+08,-1.611e+09,3.959e+09,-7.73e+08,-1.25e+08,1.45e+09,6.609e+09,6.609e+09,-4.6e+07,6.563e+09,3.883e+09,3.5822e+10,6.818e+09,0.34059,0.11592,0.07944,-0.64327,0.03822,3.03697,1.16828,-17.83009,0.60987,2.09226,2.08449,26.33737,-3.25256,6.35415,1.5014,0.0974,0.17222,0.71759,6.98584,8.28022
"42","2020_Q3",259.716875,"Up",3.8053e+10,-2.5112e+10,1.2941e+10,-6.874e+09,-6.355e+09,-5.19e+08,6.067e+09,-3.37e+08,-3.37e+08,5.73e+09,5.73e+09,-1.398e+09,4.332e+09,4.332e+09,4.332e+09,4.332e+09,1.4139e+10,1.4139e+10,2.562e+09,2.562e+09,1.3498e+10,1.162e+09,1.162e+09,3.1361e+10,2.3387e+10,8.601e+09,2.233e+09,6.368e+09,3.1988e+10,6.3349e+10,1.8381e+10,1.1691e+10,6.69e+09,2.476e+09,3.342e+09,2.511e+09,2.4199e+10,3.237e+10,7.194e+09,7.194e+09,3.9564e+10,6.3763e+10,1.1317e+10,-6.5793e+10,5.5074e+10,-1.012e+09,-4.14e+08,-4.14e+08,6.3349e+10,4.332e+09,6.15e+08,6.7e+07,4.078e+09,9.092e+09,-4.46e+08,-4.42e+08,-1.612e+09,-1.779e+09,1.46e+08,-2e+06,-3.247e+09,5.403e+09,5.403e+09,4e+07,5.443e+09,6.682e+09,3.4846e+10,1.1712e+10,0.34008,0.15944,0.11384,-10.46377,0.06838,2.7036,1.29596,-154.01691,0.55006,4.03728,4.02228,35.46412,-0.38583,10.91519,1.50233,0.1428,0.28136,0.37211,3.09892,3.41305
"43","2020_Q4",264.975,"Up",3.3536e+10,-2.208e+10,1.1456e+10,-6.604e+09,-6.076e+09,-5.28e+08,4.852e+09,-3.29e+08,-3.29e+08,4.523e+09,4.523e+09,-1.091e+09,3.432e+09,3.432e+09,3.432e+09,3.432e+09,1.4652e+10,1.4652e+10,2.666e+09,2.666e+09,1.6155e+10,1.032e+09,1.032e+09,3.4505e+10,2.3848e+10,8.566e+09,2.236e+09,6.33e+09,3.2414e+10,6.6919e+10,1.9398e+10,1.2899e+10,6.499e+09,2.491e+09,3.506e+09,2.664e+09,2.5395e+10,3.2831e+10,7.158e+09,7.158e+09,3.9989e+10,6.5384e+10,1.1401e+10,-6.5793e+10,5.6892e+10,-9.65e+08,1.535e+09,1.535e+09,6.6919e+10,3.432e+09,6.31e+08,7.9e+07,-1.556e+09,2.586e+09,-4.71e+08,-4.31e+08,-1.614e+09,-3e+07,2.1e+07,-5e+06,-1.628e+09,5.27e+08,5.27e+08,-1.4e+07,5.13e+08,5.483e+09,3.5322e+10,4.547e+09,0.3416,0.14468,0.10234,2.23583,0.05129,1.32488,1.35873,42.59544,0.52783,3.18959,3.17778,31.16729,1.42658,4.22584,1.5,0.11464,0.10331,0.47028,3.76983,4.2601
"44","2021_Q1",267.137213114754,"Up",3.2261e+10,-2.143e+10,1.0831e+10,-6.748e+09,-6.187e+09,-5.61e+08,4.083e+09,-3.27e+08,-3.27e+08,3.756e+09,3.756e+09,-8.99e+08,2.857e+09,2.857e+09,2.857e+09,2.857e+09,7.895e+09,7.895e+09,2.992e+09,2.992e+09,1.6627e+10,9.63e+08,9.63e+08,2.8477e+10,2.4705e+10,1.7399e+10,7.126e+09,1.0273e+10,4.2104e+10,7.0581e+10,1.8099e+10,1.1606e+10,6.3e+09,1.416e+09,3.651e+09,2.823e+09,2.3166e+10,3.5822e+10,8.294e+09,7.163e+09,4.4116e+10,6.7282e+10,1.1629e+10,-6.5793e+10,5.8134e+10,-6.71e+08,3.299e+09,3.299e+09,7.0581e+10,2.857e+09,6.66e+08,7.6e+07,-2.175e+09,1.424e+09,-9.6e+08,-8.719e+09,-1.614e+09,1.937e+09,1.41e+08,-2.2e+07,4.42e+08,-6.853e+09,-6.853e+09,9.6e+07,-6.757e+09,4.749e+09,3.7238e+10,2.513e+09,0.33573,0.12656,0.08856,0.866020000000001,0.04048,0.87959,1.22926,20.39467,0.52759,2.66015,2.65028,30.03818,3.07169,2.33985,1.50279,0.09156,0.05146,0.56493,6.17877,7.18663
"45","2021_Q2",310.186349206349,"Up",3.75e+10,-2.4758e+10,1.2742e+10,-6.961e+09,-6.374e+09,-5.87e+08,5.781e+09,-3.33e+08,-3.39e+08,5.448e+09,5.448e+09,-1.303e+09,4.145e+09,4.145e+09,4.145e+09,4.145e+09,6.648e+09,6.648e+09,3.624e+09,3.624e+09,1.9178e+10,1.222e+09,1.222e+09,3.0672e+10,2.4673e+10,1.7222e+10,7.137e+09,1.0085e+10,4.1895e+10,7.2567e+10,2.2376e+10,1.4494e+10,7.882e+09,1.164e+09,4.218e+09,3.415e+09,2.7758e+10,3.4697e+10,8.364e+09,8.364e+09,4.3061e+10,7.0819e+10,1.1645e+10,-6.9793e+10,6.0504e+10,-6.08e+08,1.748e+09,1.748e+09,7.2567e+10,4.145e+09,7.03e+08,1.46e+08,1.316e+09,6.31e+09,-5.24e+08,-5.28e+08,-1.775e+09,-1.39e+09,-3.775e+09,-1.3e+08,-7.07e+09,-1.288e+09,-1.288e+09,4.1e+07,-1.247e+09,6.484e+09,3.5861e+10,8.579e+09,0.33979,0.15416,0.11053,2.37128,0.05712,2.06972,1.10498,40.5143,0.49418,3.87021,3.85581,35.01401,1.63212,8.01027,1.65733,0.12877,0.18661,0.42823,4.5054,5.05328
"46","2021_Q3",321.88890625,"Up",4.1118e+10,-2.7453e+10,1.3665e+10,-7.026e+09,-6.433e+09,-5.93e+08,6.639e+09,-3.21e+08,-3.15e+08,6.318e+09,6.318e+09,-1.511e+09,4.807e+09,4.807e+09,4.807e+09,4.807e+09,4.566e+09,4.566e+09,3.322e+09,3.322e+09,1.8909e+10,1.465e+09,1.465e+09,2.8262e+10,2.475e+10,1.7757e+10,7.454e+09,1.0303e+10,4.2507e+10,7.0769e+10,1.9926e+10,1.2817e+10,7.109e+09,2.428e+09,4.312e+09,3.498e+09,2.6666e+10,3.3746e+10,8.288e+09,8.288e+09,4.2034e+10,6.87e+10,1.1887e+10,-7.2793e+10,6.356e+10,-5.85e+08,2.069e+09,2.069e+09,7.0769e+10,4.807e+09,7.11e+08,8e+07,-1.961e+09,3.637e+09,-5.18e+08,-9.3e+08,-1.751e+09,-44000000.0000005,-2.963e+09,-6000000.00000001,-4.764e+09,-2.057e+09,-2.057e+09,-2.5e+07,-2.082e+09,7.35e+09,3.6174e+10,6.382e+09,0.33234,0.16146,0.11691,2.32334,0.06793,1.32765,1.05985,33.20445,0.51116,4.54778,4.53063,38.90066,1.95743,6.03784,1.65658,0.14094,0.13716,0.36426,4.30041,4.76096
"47","2021_Q4",375.04359375,"Up",3.682e+10,-2.4257e+10,1.2563e+10,-6.768e+09,-6.168e+09,-6e+08,5.795e+09,-3.26e+08,-3.26e+08,5.469e+09,5.469e+09,-1.34e+09,4.129e+09,4.129e+09,4.129e+09,4.129e+09,5.067e+09,5.067e+09,3.533e+09,3.533e+09,2.0582e+10,1.284e+09,1.284e+09,3.0466e+10,2.4935e+10,1.763e+10,7.445e+09,1.0185e+10,4.2565e+10,7.3031e+10,2.0141e+10,1.3375e+10,6.766e+09,2.436e+09,4.326e+09,3.499e+09,2.6903e+10,3.6712e+10,8.381e+09,8.381e+09,4.5093e+10,7.1996e+10,1.1979e+10,-7.6293e+10,6.5951e+10,-6.02e+08,1.035e+09,1.035e+09,7.3031e+10,4.129e+09,7.14e+08,8.6e+07,-1.49e+09,3.439e+09,-6.95e+08,-6.74e+08,-1.738e+09,2.933e+09,-3.446e+09,-2.4e+07,-2.275e+09,4.9e+08,4.9e+08,1.1e+07,5.01e+08,6.509e+09,3.9148e+10,5.664e+09,0.3412,0.15739,0.11214,3.98937,0.05654,1.37176,1.13244,69.56135,0.53605,3.88064,3.8661,34.60526,0.97274,5.32331,1.63346,0.12081,0.11663,0.42093,5.23598,5.8811
"48","2022_Q1",343.138870967742,"Down",3.5719e+10,-2.3857e+10,1.1862e+10,-7.037e+09,-6.431e+09,-6.06e+08,4.825e+09,-3.23e+08,-3.23e+08,4.502e+09,4.502e+09,-1.15e+09,3.352e+09,3.352e+09,3.352e+09,3.352e+09,2.343e+09,2.343e+09,3.426e+09,3.426e+09,2.2068e+10,1.218e+09,1.218e+09,2.9055e+10,2.5199e+10,1.7622e+10,7.449e+09,1.0173e+10,4.2821e+10,7.1876e+10,2.0785e+10,1.3462e+10,7.323e+09,3.482e+09,4.426e+09,3.596e+09,2.8693e+10,3.6604e+10,8.275e+09,8.275e+09,4.4879e+10,7.3572e+10,1.2222e+10,-8.0794e+10,6.758e+10,-7.04e+08,-1.696e+09,-1.696e+09,7.1876e+10,3.352e+09,7.34e+08,8.7e+07,-9.88e+08,3.185e+09,-8.29e+08,-8.37e+08,-1.721e+09,9.83e+08,-4.288e+09,1.5e+07,-5.011e+09,-2.663e+09,-2.663e+09,-6.1e+07,-2.724e+09,5.559e+09,4.0086e+10,4.892e+09,0.33209,0.13508,0.09384,-1.97642,0.04664,1.45943,1.01262,-43.37972,0.55771,3.19542,3.18329,34.05052,-1.61678,4.66349,1.64061,0.10871,0.10483,0.51342,6.78953,7.82238
"49","2022_Q2",293.976935483871,"Down",3.8908e+10,-2.5763e+10,1.3145e+10,-7.216e+09,-6.61e+09,-6.06e+08,5.929e+09,-3.69e+08,-3.72e+08,5.56e+09,5.56e+09,-1.329e+09,4.231e+09,4.231e+09,4.231e+09,4.231e+09,2.844e+09,2.844e+09,3.936e+09,3.936e+09,2.5297e+10,1.79e+09,1.79e+09,3.3867e+10,2.5166e+10,1.7534e+10,7.45e+09,1.0084e+10,4.27e+10,7.6567e+10,2.339e+10,1.5367e+10,8.023e+09,2.463e+09,4.534e+09,3.675e+09,3.0387e+10,3.9158e+10,8.731e+09,8.731e+09,4.7889e+10,7.8276e+10,1.2169e+10,-8.3044e+10,6.9849e+10,-6.83e+08,-1.709e+09,-1.709e+09,7.6567e+10,4.231e+09,7.27e+08,1.15e+08,-1.284e+09,3.789e+09,-7.04e+08,-7.01e+08,-1.962e+09,1.868e+09,-2.303e+09,-1.82e+08,-2.579e+09,5.09e+08,5.09e+08,-8e+06,5.01e+08,6.656e+09,4.1621e+10,5.997e+09,0.33785,0.15239,0.10874,-2.47572,0.05526,1.4174,1.11452,-45.80222,0.54359,4.07611,4.05657,37.48362,-1.64644,5.77746,1.89017,0.12732,0.12329,0.46372,5.82587,6.54023
"50","2022_Q3",302.60475,"Up",4.3792e+10,-2.9309e+10,1.4483e+10,-7.273e+09,-6.657e+09,-6.16e+08,7.21e+09,-3.79e+08,-3.81e+08,6.831e+09,6.831e+09,-1.658e+09,5.173e+09,5.173e+09,5.173e+09,5.173e+09,1.259e+09,1.259e+09,3.725e+09,3.725e+09,2.6088e+10,1.869e+09,1.869e+09,3.2941e+10,2.5247e+10,1.7637e+10,7.451e+09,1.0186e+10,4.2884e+10,7.5825e+10,2.1619e+10,1.4348e+10,7.271e+09,1.757e+09,4.458e+09,3.539e+09,2.7834e+10,3.9271e+10,8.483e+09,8.483e+09,4.7754e+10,7.5588e+10,1.2399e+10,-8.4564e+10,7.3074e+10,-6.72e+08,2.37e+08,2.37e+08,7.5825e+10,5.173e+09,7.46e+08,8.1e+07,-2.607e+09,3.393e+09,-7.43e+08,-7.6e+08,-1.948e+09,-7.73e+08,-1.517e+09,18999999.9999999,-4.219e+09,-1.586e+09,-1.586e+09,8e+06,-1.578e+09,7.956e+09,4.1028e+10,6.264e+09,0.33072,0.16464,0.11813,21.827,0.06822,1.2109,1.18348,318.93671,0.54109,5.0567,5.04683,42.80743,0.23167,6.12317,1.9042,0.14314,0.12591,0.37657,4.99862,5.51581
